Conference,Division,School,Conf W,Conf L,Conf PF,Conf PA,Over W,Over L,Over PF,Over PA,Home W,Home L,Away W,Away L,STRK,AP W,AP L,USA W,USA L,Year
Atlantic Coast,,Florida State,7,1,269,138,10,3,419,217,5,2,5,1,L1,2,3,2,3,2003
Atlantic Coast,,Maryland,6,2,220,159,10,3,406,206,6,0,4,3,W5,1,1,1,1,2003
Atlantic Coast,,Clemson,5,3,210,158,9,4,365,250,7,1,2,3,W4,2,2,2,2,2003
Atlantic Coast,,NC State,4,4,256,250,8,5,489,385,6,1,2,4,W1,1,3,1,3,2003
Atlantic Coast,,Virginia,4,4,216,181,8,5,364,265,6,1,2,4,W3,0,3,0,3,2003
Atlantic Coast,,Georgia Tech,4,4,151,178,7,6,274,266,4,2,3,4,W1,1,3,1,3,2003
Atlantic Coast,,Wake Forest,3,5,242,236,5,7,335,347,3,4,2,3,L3,1,3,1,3,2003
Atlantic Coast,,Duke,2,6,139,265,4,8,211,343,3,4,1,4,W1,0,4,0,4,2003
Atlantic Coast,,North Carolina,1,7,184,322,2,10,317,459,1,5,1,5,L2,0,3,0,3,2003
Big 12,North,Kansas State,6,2,290,121,11,4,517,223,8,1,3,3,L1,2,2,2,2,2003
Big 12,North,Nebraska,5,3,188,154,10,3,322,188,7,1,3,2,W2,0,2,0,2,2003
Big 12,North,Missouri,4,4,250,198,8,5,399,287,7,0,1,5,L1,1,2,1,2,2003
Big 12,North,Kansas,3,5,209,247,6,7,384,396,5,3,1,4,L1,0,2,0,2,2003
Big 12,North,Colorado,3,5,228,255,5,7,319,398,3,3,2,4,L1,0,5,0,5,2003
Big 12,North,Iowa State,0,8,71,343,2,10,173,437,2,5,0,5,L10,0,5,0,5,2003
Big 12,South,Oklahoma,8,0,412,90,12,2,601,214,7,1,5,1,L2,1,2,1,2,2003
Big 12,South,Texas,7,1,308,182,10,3,533,280,5,2,5,1,L1,2,2,2,2,2003
Big 12,South,Oklahoma State,5,3,241,259,9,4,467,326,6,1,3,3,L1,1,4,1,4,2003
Big 12,South,Texas Tech,4,4,344,296,8,5,552,442,6,1,2,4,W1,1,2,1,2,2003
