Conference,Division,School,Conf W,Conf L,Conf PF,Conf PA,Over W,Over L,Over PF,Over PA,Home W,Home L,Away W,Away L,STRK,AP W,AP L,USA W,USA L,Year
Big 12,South,Texas A&M;,2,6,205,356,4,8,304,465,4,3,0,5,L3,1,3,1,3,2003
Big 12,South,Baylor,1,7,121,366,3,9,191,455,3,4,0,5,L7,0,3,0,3,2003
Big East,,Miami,6,1,193,113,11,2,361,196,6,1,5,1,W4,3,1,3,1,2003
Big East,,West Virginia,6,1,248,158,8,5,376,297,5,3,3,2,L1,0,3,0,3,2003
Big East,,Pittsburgh,5,2,206,183,8,5,389,311,4,2,4,3,L2,0,1,0,1,2003
Big East,,Virginia Tech,4,3,216,152,8,5,460,299,6,1,2,4,L3,1,0,1,0,2003
Big East,,Boston College,3,4,176,196,8,5,370,331,2,4,6,1,W3,0,1,0,1,2003
Big East,,Syracuse,2,5,141,191,6,6,320,301,5,2,1,4,W1,0,1,0,1,2003
Big East,,Rutgers,2,5,162,214,5,7,329,354,3,3,2,4,W1,0,1,0,1,2003
Big East,,Temple,0,7,125,260,1,11,235,393,0,5,1,6,L7,0,1,0,1,2003
Big Ten,,Michigan,7,1,286,150,10,3,460,219,7,0,3,3,L1,3,2,3,2,2003
Big Ten,,Ohio State,6,2,175,124,11,2,322,229,9,0,2,2,W1,4,1,4,1,2003
Big Ten,,Purdue,6,2,198,138,9,4,349,226,6,2,3,2,L1,1,4,1,4,2003
Big Ten,,Iowa,5,3,198,160,10,3,373,210,7,0,3,3,W3,4,2,4,2,2003
Big Ten,,Minnesota,5,3,285,204,10,3,503,285,6,2,4,1,W1,0,2,0,2,2003
Big Ten,,Michigan State,5,3,249,191,8,5,363,293,5,2,3,3,L1,2,3,2,3,2003
Big Ten,,Wisconsin,4,4,226,180,7,6,355,306,4,3,3,3,L2,1,3,1,3,2003
Big Ten,,Northwestern,4,4,148,202,6,7,263,326,2,4,4,3,L1,0,6,0,6,2003
Big Ten,,Penn State,1,7,154,190,3,9,233,255,3,4,0,5,L1,0,5,0,5,2003
Big Ten,,Indiana,1,7,104,279,2,10,177,388,2,4,0,6,L2,0,4,0,4,2003
Big Ten,,Illinois,0,8,112,317,1,11,203,398,1,5,0,6,L10,0,4,0,4,2003
Conference USA,,Southern Mississippi,8,0,226,117,9,4,293,226,5,2,4,2,L1,1,2,1,2,2003
Conference USA,,TCU,7,1,269,202,11,2,380,276,6,0,5,2,L1,0,1,0,1,2003
Conference USA,,Louisville,5,3,289,242,9,4,450,361,5,2,4,2,L1,0,2,0,2,2003
Conference USA,,Memphis,5,3,217,138,9,4,393,250,5,2,4,2,W1,1,0,1,0,2003
Conference USA,,South Florida,5,3,177,160,7,4,276,224,4,2,3,2,W1,0,1,0,1,2003
Conference USA,,Houston,4,4,286,301,7,6,448,468,3,3,4,3,L1,0,2,0,2,2003
Conference USA,,UAB,4,4,189,190,5,7,245,287,2,3,3,4,L1,0,2,0,2,2003
Conference USA,,Tulane,3,5,244,274,5,7,337,424,3,3,2,4,W1,0,2,0,2,2003
Conference USA,,Cincinnati,2,6,190,216,5,7,303,319,4,2,1,5,L3,0,2,0,2,2003
Conference USA,,East Carolina,1,7,174,280,1,11,217,428,0,6,1,5,L5,0,1,0,1,2003
Conference USA,,Army,0,8,127,268,0,13,206,476,0,6,0,7,L13,0,1,0,1,2003
FBS Independents,,Troy,,-,--,--,6,6,185,272,4,0,2,6,W2,0,3,0,3,2003
FBS Independents,,Connecticut,,-,--,--,9,3,408,300,5,1,4,2,W5,0,0,0,0,2003
FBS Independents,,Navy,,-,--,--,8,5,396,283,6,1,2,4,L1,0,1,0,1,2003
FBS Independents,,Notre Dame,,-,--,--,5,7,243,315,3,3,2,4,L1,1,4,1,4,2003
Mid-American,East,Miami (OH),8,0,374,124,13,1,602,272,5,0,8,1,W13,2,1,2,1,2003
Mid-American,East,Marshall,6,2,230,170,8,4,350,278,4,1,4,3,W2,1,2,1,2,2003
Mid-American,East,Akron,5,3,257,246,7,5,435,353,5,1,2,4,W2,0,1,0,1,2003
Mid-American,East,Kent State,4,4,261,274,5,7,321,396,3,3,2,4,W1,0,2,0,2,2003
Mid-American,East,UCF,2,6,131,221,3,9,224,373,3,2,0,7,L4,0,1,0,1,2003
Mid-American,East,Ohio,1,7,192,244,2,10,263,372,2,4,0,6,L6,0,2,0,2,2003
Mid-American,East,Buffalo,1,7,138,289,1,11,177,445,1,5,0,6,L3,0,2,0,2,2003
Mid-American,West,Bowling Green,7,1,246,165,11,3,470,304,7,1,4,2,W1,1,3,1,3,2003
Mid-American,West,Northern Illinois,6,2,281,196,10,2,386,258,7,0,3,2,W1,1,1,1,1,2003
Mid-American,West,Toledo,6,2,280,189,8,4,389,285,6,0,2,4,L1,0,1,0,1,2003
Mid-American,West,Western Michigan,4,4,211,220,5,7,331,370,3,3,2,4,L1,0,1,0,1,2003
Mid-American,West,Ball State,3,5,173,249,5,8,292,393,4,3,1,5,L4,0,2,0,2,2003
Mid-American,West,Eastern Michigan,2,6,145,240,3,9,205,371,3,4,0,5,L1,0,2,0,2,2003
Mid-American,West,Central Michigan,1,7,154,246,3,9,277,428,3,3,0,6,L3,0,2,0,2,2003
Mountain West,,Utah,6,1,213,144,10,2,344,229,5,1,5,1,W4,0,0,0,0,2003
Mountain West,,New Mexico,5,2,206,138,8,5,391,290,5,3,3,2,L1,1,1,1,1,2003
Mountain West,,Colorado State,4,3,216,162,7,6,381,318,4,4,3,2,L1,0,2,0,2,2003
Mountain West,,Air Force,3,4,161,169,7,5,322,242,5,1,2,4,L2,0,1,0,1,2003
Mountain West,,San Diego State,3,4,111,145,6,6,224,207,4,2,2,4,W1,0,2,0,2,2003
Mountain West,,BYU,3,4,114,161,4,8,196,310,1,5,3,3,L3,0,3,0,3,2003
Mountain West,,UNLV,2,5,132,169,6,6,256,272,2,4,4,2,W1,0,1,0,1,2003
Mountain West,,Wyoming,2,5,141,206,4,8,286,360,3,3,1,5,L3,0,2,0,2,2003
Pac-12,,USC,7,1,342,161,12,1,534,239,7,0,5,1,W9,2,0,2,0,2003
Pac-12,,Washington State,6,2,245,169,10,3,394,257,6,0,4,3,W1,1,1,1,1,2003
Pac-12,,California,5,3,267,170,8,6,436,309,5,2,3,4,W3,1,2,1,2,2003
Pac-12,,Oregon,5,3,209,216,8,5,356,348,5,1,3,4,L1,1,3,1,3,2003
Pac-12,,Oregon State,4,4,270,224,8,5,433,301,6,1,2,4,W1,1,2,1,2,2003
Pac-12,,UCLA,4,4,175,200,6,7,248,305,5,1,1,6,L5,0,3,0,3,2003
Pac-12,,Washington,4,4,203,233,6,6,312,316,5,2,1,4,W1,1,2,1,2,2003
Pac-12,,Arizona State,2,6,203,246,5,7,298,328,4,2,1,5,W1,0,3,0,3,2003
Pac-12,,Stanford,2,6,130,243,4,7,186,324,3,3,1,4,L3,0,2,0,2,2003
Pac-12,,Arizona,1,7,109,291,2,10,181,429,2,5,0,5,L2,0,5,0,5,2003
Southeastern,East,Georgia,6,2,215,102,11,3,371,203,6,1,5,2,W1,3,3,3,3,2003
Southeastern,East,Tennessee,6,2,260,170,10,3,365,239,6,1,4,2,L1,2,2,2,2,2003
Southeastern,East,Florida,6,2,178,152,8,5,390,271,4,4,4,1,L2,2,5,2,5,2003
Southeastern,East,South Carolina,2,6,164,227,5,7,268,314,5,3,0,4,L4,0,6,0,6,2003
Southeastern,East,Kentucky,1,7,198,244,4,8,328,321,3,4,1,4,L4,0,3,0,3,2003
Southeastern,East,Vanderbilt,1,7,126,261,2,10,235,358,2,5,0,5,L1,0,5,0,5,2003
Southeastern,West,LSU,7,1,228,90,13,1,475,154,7,1,6,0,W8,4,1,4,1,2003
Southeastern,West,Ole Miss,7,1,218,150,10,3,442,285,6,2,4,1,W2,1,1,1,1,2003
Southeastern,West,Auburn,5,3,190,148,8,5,342,212,6,2,2,3,W2,1,4,1,4,2003
Southeastern,West,Arkansas,4,4,247,223,9,4,436,305,6,2,3,2,W1,1,3,1,3,2003
Southeastern,West,Alabama,2,6,216,237,4,9,331,333,3,5,1,4,L3,0,5,0,5,2003
Southeastern,West,Mississippi State,1,7,93,329,2,10,225,471,2,4,0,6,L6,0,3,0,3,2003
Sun Belt,,North Texas,7,0,237,142,9,4,358,285,5,1,4,3,L1,0,1,0,1,2003
Sun Belt,,Louisiana,4,3,225,228,4,8,266,415,3,3,1,5,W2,0,1,0,1,2003
Sun Belt,,Middle Tennessee,4,3,213,204,4,8,332,375,2,4,2,4,W1,0,2,0,2,2003
Sun Belt,,Arkansas State,3,3,124,219,5,7,242,401,4,1,1,6,L2,0,1,0,1,2003
Sun Belt,,Idaho,3,4,191,171,3,9,248,314,1,5,2,4,W2,0,2,0,2,2003
Sun Belt,,Utah State,3,4,193,136,3,9,264,315,3,2,0,7,L3,0,2,0,2,2003
Sun Belt,,New Mexico State,2,5,154,172,3,9,262,341,2,3,1,6,L2,0,1,0,1,2003
Sun Belt,,Louisiana Monroe,1,5,156,221,1,11,239,467,0,5,1,6,L5,0,2,0,2,2003
Western Athletic,,Boise State,8,0,375,143,13,1,602,239,7,0,6,1,W11,1,0,1,0,2003
Western Athletic,,Fresno State,6,2,203,168,9,5,322,317,6,1,3,4,W2,0,3,0,3,2003
Western Athletic,,Tulsa,6,2,272,193,8,5,400,361,5,2,3,3,L1,0,2,0,2,2003
Western Athletic,,Hawai'i,5,3,242,211,9,5,486,427,7,1,2,4,W1,0,2,0,2,2003
Western Athletic,,Rice,5,3,292,217,5,7,343,378,3,3,2,4,W3,0,1,0,1,2003
Western Athletic,,Nevada,4,4,195,251,6,6,282,338,3,3,3,3,L1,0,1,0,1,2003
Western Athletic,,Louisiana Tech,4,5,271,278,5,7,310,394,1,4,4,3,L2,0,3,0,3,2003
Western Athletic,,San Jose State,2,6,217,290,3,8,259,386,2,3,1,5,L2,0,2,0,2,2003
Western Athletic,,UTEP,1,7,195,332,2,11,288,498,1,6,1,5,L7,0,1,0,1,2003
Western Athletic,,SMU,0,8,98,246,0,12,134,386,0,6,0,6,L12,0,2,0,2,2003
