Conference,Division,School,Conf W,Conf L,Conf PF,Conf PA,Over W,Over L,Over PF,Over PA,Home W,Home L,Away W,Away L,STRK,AP W,AP L,USA W,USA L,Year
Big Ten,East,Iowa,5,3,187,157,8,5,342,246,4,3,4,2,L1,0,4,1,4,2013
Big Ten,East,Nebraska,5,3,218,196,9,4,415,323,5,3,4,1,W1,0,2,0,2,2013
Big Ten,East,Minnesota,4,4,150,188,8,5,334,289,5,3,3,2,L3,0,2,1,2,2013
Big Ten,East,Michigan,3,5,253,234,7,6,419,349,5,2,2,4,L3,1,2,1,3,2013
Big Ten,East,Northwestern,1,7,149,230,5,7,314,325,3,4,2,3,-,0,3,0,4,2013
Big Ten,West,Ohio State,8,0,368,182,12,2,637,317,7,1,5,1,L2,1,2,1,2,2013
Big Ten,West,Wisconsin,6,2,279,129,9,4,453,212,6,1,3,3,L2,0,3,0,3,2013
Big Ten,West,Penn State,4,4,211,256,7,5,344,314,6,2,1,3,-,1,2,1,3,2013
Big Ten,West,Indiana,3,5,283,335,5,7,461,466,5,3,0,4,-,0,4,0,4,2013
Big Ten,West,Illinois,1,7,195,326,4,8,356,425,3,5,1,3,-,0,4,0,4,2013
Big Ten,West,Purdue,0,8,104,314,1,11,179,456,1,6,0,5,-,0,4,0,5,2013
Conference USA,East,Marshall,7,1,376,183,10,4,590,321,6,0,4,4,W1,0,0,0,0,2013
Conference USA,East,East Carolina,6,2,326,190,10,3,522,322,6,1,4,2,W1,0,0,0,0,2013
Conference USA,East,Middle Tennessee,6,2,279,201,8,5,377,341,5,1,3,4,L1,0,0,0,0,2013
Conference USA,East,Florida Atlantic,4,4,218,168,6,6,317,267,3,2,3,4,-,0,1,0,1,2013
Conference USA,East,UAB,1,7,191,355,2,10,315,525,1,4,1,6,-,0,2,0,2,2013
Conference USA,East,Florida Intl,1,7,94,257,1,11,117,444,0,6,1,5,-,0,2,0,2,2013
Conference USA,East,Southern Mississippi,1,7,167,341,1,11,205,503,0,5,1,6,-,0,0,0,1,2013
Conference USA,West,Rice,7,1,242,158,10,4,415,342,6,1,4,3,L1,0,1,0,1,2013
Conference USA,West,UT San Antonio,6,2,210,150,7,5,307,316,3,3,4,2,-,0,1,0,1,2013
Conference USA,West,North Texas,6,2,262,112,9,4,414,231,6,1,3,3,W2,0,0,0,0,2013
Conference USA,West,Tulane,5,3,180,140,7,6,322,278,5,1,2,5,L2,0,0,0,0,2013
Conference USA,West,Louisiana Tech,3,5,163,213,4,8,230,315,2,4,2,4,-,0,0,0,0,2013
Conference USA,West,Tulsa,2,6,175,257,3,9,253,407,1,5,2,4,-,0,1,0,1,2013
Conference USA,West,UTEP,1,7,135,293,2,10,261,472,1,4,1,6,-,0,1,0,1,2013
FBS Independents,,Navy,,-,--,--,9,4,436,317,7,0,2,4,W5,0,2,0,2,2013
FBS Independents,,Notre Dame,,-,--,--,9,4,354,291,7,1,2,3,W1,3,2,3,2,2013
FBS Independents,,BYU,,-,--,--,8,5,392,287,5,1,3,4,L1,0,3,0,2,2013
FBS Independents,,Old Dominion,,-,--,--,8,4,508,408,6,0,2,4,-,0,0,0,0,2013
FBS Independents,,Army,,-,--,--,3,9,293,379,2,3,1,6,-,0,1,0,1,2013
FBS Independents,,New Mexico State,,-,--,--,2,10,251,535,2,5,0,5,-,0,1,0,1,2013
FBS Independents,,Idaho,,-,--,--,1,11,218,561,1,4,0,7,-,0,1,0,1,2013
Mid-American,East,Bowling Green,7,1,301,88,10,4,487,222,5,2,5,2,L1,0,0,0,0,2013
Mid-American,East,Buffalo,6,2,270,123,8,5,394,317,5,1,3,4,L2,0,2,0,2,2013
Mid-American,East,Ohio,4,4,230,219,7,6,356,357,5,2,2,4,L1,0,1,0,1,2013
Mid-American,East,Akron,4,4,146,209,5,7,242,343,3,3,2,4,-,0,1,0,1,2013
Mid-American,East,Kent State,3,5,198,196,4,8,249,323,2,3,2,5,-,0,1,0,1,2013
Mid-American,East,UMass,1,7,112,266,1,11,140,396,1,5,0,6,-,0,2,0,2,2013
Mid-American,East,Miami (OH),0,8,82,271,0,12,117,428,0,5,0,7,-,0,0,0,0,2013
Mid-American,West,Northern Illinois,8,0,341,158,12,2,555,351,5,2,7,0,L2,0,0,0,0,2013
Mid-American,West,Ball State,7,1,315,195,10,3,501,321,6,1,4,2,L1,0,0,0,0,2013
Mid-American,West,Toledo,5,3,289,216,7,5,396,343,5,1,2,4,-,0,1,0,1,2013
Mid-American,West,Central Michigan,5,3,211,184,6,6,279,343,3,2,3,4,-,0,0,0,0,2013
Mid-American,West,Eastern Michigan,1,7,150,395,2,10,226,542,2,3,0,7,-,0,0,0,0,2013
Mid-American,West,Western Michigan,1,7,150,275,1,11,206,425,0,5,1,6,-,0,1,0,1,2013
Mountain West,Mountain,Utah State,7,1,283,117,9,5,445,239,4,2,5,3,W1,0,1,0,1,2013
Mountain West,Mountain,Boise State,6,2,316,189,8,5,488,323,6,0,2,5,L1,0,1,0,0,2013
Mountain West,Mountain,Colorado State,5,3,306,211,8,6,507,417,5,3,3,3,W2,0,1,0,1,2013
Mountain West,Mountain,Wyoming,3,5,243,344,5,7,375,440,4,2,1,5,-,0,0,0,1,2013
Mountain West,Mountain,New Mexico,1,7,245,391,3,9,393,513,2,4,1,5,-,0,0,0,0,2013
Mountain West,Mountain,Air Force,0,8,196,366,2,10,296,480,2,5,0,5,-,0,1,0,1,2013
Mountain West,West,Fresno State,7,1,366,242,11,2,564,394,7,0,4,2,L1,0,1,0,1,2013
Mountain West,West,San Diego State,6,2,256,256,8,5,387,412,4,3,4,2,W1,0,1,0,1,2013
Mountain West,West,San Jose State,5,3,276,286,6,6,389,421,3,3,3,3,-,0,1,0,1,2013
Mountain West,West,UNLV,5,3,270,241,7,6,389,414,4,3,3,3,L1,0,0,0,0,2013
Mountain West,West,Nevada,3,5,237,258,4,8,323,413,4,2,0,6,-,0,2,0,2,2013
Mountain West,West,Hawai'i,0,8,225,318,1,11,329,465,1,5,0,6,-,0,1,0,1,2013
Pac-12,North,Stanford,7,2,299,175,11,3,452,266,7,0,4,3,L1,6,2,5,2,2013
Pac-12,North,Oregon,7,2,377,232,11,2,591,266,7,0,4,2,W2,2,1,1,1,2013
Pac-12,North,Washington,5,4,334,251,9,4,493,297,7,1,2,3,W3,0,4,0,4,2013
Pac-12,North,Oregon State,4,5,301,292,7,6,452,408,3,4,4,2,W1,0,5,0,4,2013
Pac-12,North,Washington State,4,5,244,334,6,7,403,423,3,3,3,4,L2,1,5,1,4,2013
Pac-12,North,California,0,9,175,425,1,11,276,551,1,6,0,5,-,0,6,0,5,2013
Pac-12,South,Arizona State,8,1,398,231,10,4,556,373,7,1,3,3,L2,4,3,3,3,2013
Pac-12,South,UCLA,6,3,280,235,10,3,480,301,6,1,4,2,W2,2,3,2,3,2013
Pac-12,South,USC,6,3,279,229,10,4,416,297,6,2,4,2,W1,1,3,1,3,2013
Pac-12,South,Arizona,4,5,262,270,8,5,435,315,4,2,4,3,W1,1,4,1,3,2013
Pac-12,South,Utah,2,7,230,290,5,7,350,336,4,3,1,4,-,1,4,1,4,2013
Pac-12,South,Colorado,1,8,183,398,4,8,305,459,3,3,1,5,-,0,5,0,4,2013
Southeastern,East,Missouri,7,1,283,149,12,2,548,323,7,1,5,1,W1,3,2,3,2,2013
Southeastern,East,South Carolina,6,2,253,178,11,2,443,264,8,0,3,2,W6,5,0,5,0,2013
Southeastern,East,Georgia,5,3,292,254,8,5,477,377,5,2,3,3,L1,2,4,2,5,2013
Southeastern,East,Vanderbilt,4,4,213,241,9,4,391,320,5,2,4,2,W5,0,3,0,3,2013
Southeastern,East,Florida,3,5,159,163,4,8,226,253,3,4,1,4,-,0,5,0,5,2013
Southeastern,East,Tennessee,2,6,144,245,5,7,286,348,4,3,1,4,-,1,5,1,5,2013
Southeastern,East,Kentucky,0,8,118,291,2,10,246,374,2,5,0,5,-,0,5,0,5,2013
Southeastern,West,Auburn,7,1,287,224,12,2,553,346,9,1,3,1,L1,3,2,3,2,2013
Southeastern,West,Alabama,7,1,305,117,11,2,496,181,7,1,4,1,L2,2,2,2,2,2013
Southeastern,West,LSU,5,3,258,199,10,3,465,286,8,0,2,3,W3,2,1,2,1,2013
Southeastern,West,Texas A&M;,4,4,307,292,9,4,575,419,7,2,2,2,W1,2,4,2,4,2013
Southeastern,West,Mississippi State,3,5,179,237,7,6,360,299,6,2,1,4,W3,0,6,0,6,2013
Southeastern,West,Ole Miss,3,5,180,220,8,5,390,308,5,2,3,3,W1,2,4,2,4,2013
Southeastern,West,Arkansas,0,8,135,303,3,9,248,369,3,4,0,5,-,0,5,0,5,2013
Sun Belt,,Louisiana,5,2,220,169,9,4,439,344,5,1,4,3,W1,0,0,0,0,2013
Sun Belt,,Arkansas State,5,2,211,175,8,5,379,340,5,1,3,4,W1,0,2,0,2,2013
Sun Belt,,Western Kentucky,4,3,217,176,8,4,370,295,4,2,4,2,-,0,0,0,0,2013
Sun Belt,,Louisiana Monroe,4,3,177,198,6,6,267,362,2,3,4,3,-,0,2,0,2,2013
Sun Belt,,South Alabama,4,3,215,147,6,6,353,302,4,2,2,4,-,0,0,0,0,2013
Sun Belt,,Troy,4,3,250,246,6,6,409,431,4,1,2,5,-,0,1,0,1,2013
Sun Belt,,Texas State,2,5,151,235,6,6,287,328,4,2,2,4,-,0,0,0,0,2013
Sun Belt,,Georgia State,0,7,154,249,0,12,225,440,0,7,0,5,-,0,1,0,1,2013
