Conference,Division,School,Conf W,Conf L,Conf PF,Conf PA,Over W,Over L,Over PF,Over PA,Home W,Home L,Away W,Away L,STRK,AP W,AP L,USA W,USA L,Year
Big 12,South,Oklahoma State,6,2,314,222,11,2,575,343,5,2,6,0,W1,2,2,1,2,2010
Big 12,South,Texas A&M;,6,2,242,177,9,4,406,285,6,3,3,1,L1,2,4,2,4,2010
Big 12,South,Baylor,4,4,283,291,7,6,405,396,4,3,3,3,L4,0,4,0,4,2010
Big 12,South,Texas Tech,3,5,199,279,8,5,430,402,6,2,2,3,W3,1,3,1,3,2010
Big 12,South,Texas,2,6,154,209,5,7,285,284,2,5,3,2,-,1,3,1,3,2010
Big East,,Connecticut,5,2,150,133,8,5,343,286,6,0,2,5,L1,0,1,0,1,2010
Big East,,West Virginia,5,2,171,85,9,4,327,176,6,1,3,3,L1,1,2,1,2,2010
Big East,,Pittsburgh,5,2,189,123,8,5,342,247,4,2,4,3,W2,0,0,0,1,2010
Big East,,Syracuse,4,3,116,136,8,5,288,251,3,4,5,1,W1,0,0,0,0,2010
Big East,,South Florida,3,4,131,147,8,5,313,260,4,3,4,2,W1,0,0,0,0,2010
Big East,,Louisville,3,4,155,129,7,6,343,252,4,4,3,2,W2,0,0,0,0,2010
Big East,,Cincinnati,2,5,178,237,4,8,325,336,3,4,1,4,-,0,2,0,2,2010
Big East,,Rutgers,1,6,150,250,4,8,250,318,3,4,1,4,-,0,0,0,0,2010
Big Ten,,Ohio State,7,1,276,102,12,1,504,186,8,0,4,1,W6,1,1,1,1,2010
Big Ten,,Michigan State,7,1,229,172,11,2,383,290,7,1,4,1,L1,1,1,1,1,2010
Big Ten,,Wisconsin,7,1,362,189,11,2,539,267,7,0,4,2,L1,1,2,1,2,2010
Big Ten,,Iowa,4,4,205,149,8,5,376,221,6,2,2,3,W1,2,2,2,2,2010
Big Ten,,Illinois,4,4,286,218,7,6,423,305,4,2,3,4,W1,0,3,0,3,2010
Big Ten,,Penn State,4,4,202,220,7,6,319,308,5,3,2,3,L2,0,3,0,3,2010
Big Ten,,Michigan,3,5,247,314,7,6,426,458,4,4,3,2,L3,0,4,0,4,2010
Big Ten,,Northwestern,3,5,185,270,7,6,343,377,3,3,4,3,L3,0,2,0,2,2010
Big Ten,,Purdue,2,6,149,257,4,8,236,345,3,4,1,4,-,0,3,0,3,2010
Big Ten,,Minnesota,2,6,172,272,3,9,278,396,1,6,2,3,-,0,3,0,3,2010
Big Ten,,Indiana,1,7,166,316,5,7,326,408,3,4,2,3,-,0,2,0,2,2010
Conference USA,East,UCF,7,1,326,165,11,3,449,240,6,2,5,1,W4,0,1,0,1,2010
Conference USA,East,East Carolina,5,3,346,327,6,7,478,572,4,2,2,5,L3,2,3,1,3,2010
Conference USA,East,Southern Mississippi,5,3,360,277,8,5,479,384,4,2,4,3,L2,1,2,1,1,2010
Conference USA,East,Marshall,4,4,170,209,5,7,250,345,4,2,1,5,-,0,2,0,2,2010
Conference USA,East,UAB,3,5,198,253,4,8,316,379,3,3,1,5,-,0,2,0,2,2010
Conference USA,East,Memphis,0,8,128,306,1,11,173,478,1,5,0,6,-,0,3,0,2,2010
Conference USA,West,SMU,6,2,232,201,7,7,360,359,4,3,3,4,L2,1,2,0,2,2010
Conference USA,West,Tulsa,6,2,346,233,10,3,538,394,7,0,3,3,W7,0,1,0,1,2010
Conference USA,West,Houston,4,4,327,245,5,7,452,386,3,3,2,4,-,0,3,0,2,2010
Conference USA,West,UTEP,3,5,182,207,6,7,338,357,5,2,1,5,L3,0,2,0,1,2010
Conference USA,West,Rice,3,5,269,337,4,8,344,462,3,4,1,4,-,0,2,0,1,2010
Conference USA,West,Tulane,2,6,219,343,4,8,299,446,2,5,2,3,-,0,2,0,1,2010
FBS Independents,,Navy,,-,--,--,9,4,386,303,5,1,4,3,L1,0,1,0,1,2010
FBS Independents,,Notre Dame,,-,--,--,8,5,342,263,5,3,3,2,W4,0,3,1,2,2010
FBS Independents,,Army,,-,--,--,7,6,346,316,2,4,5,2,W1,0,0,0,0,2010
Mid-American,East,Miami (OH),7,1,182,143,10,4,302,325,6,1,4,3,W6,0,1,0,1,2010
Mid-American,East,Ohio,6,2,235,153,8,5,357,309,5,1,3,4,L2,0,1,0,1,2010
Mid-American,East,Temple,5,3,184,132,8,4,300,229,5,1,3,3,-,0,0,0,0,2010
Mid-American,East,Kent State,4,4,174,170,5,7,256,275,4,2,1,5,-,0,0,0,0,2010
Mid-American,East,Bowling Green,1,7,143,247,2,10,255,403,1,4,1,6,-,0,1,0,0,2010
Mid-American,East,Buffalo,1,7,102,231,2,10,170,334,1,5,1,5,-,0,1,0,1,2010
Mid-American,East,Akron,1,7,117,272,1,11,187,421,1,5,0,6,-,0,0,0,0,2010
Mid-American,West,Northern Illinois,8,0,382,127,11,3,532,265,5,0,6,3,W1,0,0,0,0,2010
Mid-American,West,Toledo,7,1,269,199,8,5,363,371,4,3,4,2,L1,0,1,0,1,2010
Mid-American,West,Western Michigan,5,3,292,157,6,6,388,286,3,3,3,3,-,0,1,0,1,2010
Mid-American,West,Ball State,3,5,201,259,4,8,264,365,2,4,2,4,-,0,0,0,0,2010
Mid-American,West,Central Michigan,2,6,177,199,3,9,293,312,2,3,1,6,-,0,1,0,1,2010
Mid-American,West,Eastern Michigan,2,6,154,323,2,10,228,527,0,5,2,5,-,0,1,0,1,2010
Mountain West,,TCU,8,0,342,75,13,0,541,156,8,0,5,0,W13,1,0,2,0,2010
Mountain West,,Utah,7,1,273,156,10,3,430,264,5,1,5,2,L1,0,2,0,2,2010
Mountain West,,Air Force,5,3,242,191,9,4,401,274,5,1,4,3,W4,0,2,0,3,2010
Mountain West,,San Diego State,5,3,267,218,9,4,455,287,6,1,3,3,W2,0,2,0,3,2010
Mountain West,,BYU,5,3,226,148,7,6,340,281,5,1,2,5,W1,0,3,0,4,2010
Mountain West,,Colorado State,2,6,143,276,3,9,198,416,3,3,0,6,-,0,2,0,3,2010
Mountain West,,UNLV,2,6,154,293,2,11,239,516,2,4,0,7,-,0,3,0,4,2010
Mountain West,,New Mexico,1,7,139,354,1,11,190,532,1,5,0,6,-,0,2,0,3,2010
Mountain West,,Wyoming,1,7,169,244,3,9,230,364,2,4,1,5,-,0,2,0,3,2010
Pac-12,,Oregon,9,0,403,208,12,1,611,243,6,1,6,0,L1,1,1,1,1,2010
Pac-12,,Stanford,8,1,327,159,12,1,524,226,6,0,6,1,W8,1,1,1,1,2010
Pac-12,,Washington,5,4,186,275,7,6,284,381,4,3,3,3,W4,1,3,1,3,2010
Pac-12,,USC,5,4,289,256,8,5,403,347,3,3,5,2,-,0,2,0,2,2010
Pac-12,,Oregon State,4,5,213,227,5,7,293,322,4,2,1,5,-,0,4,0,4,2010
Pac-12,,Arizona State,4,5,273,251,6,6,387,300,4,2,2,4,-,0,3,0,3,2010
Pac-12,,Arizona,4,5,230,224,7,6,367,295,4,4,3,2,L5,0,3,0,3,2010
Pac-12,,California,3,6,175,209,5,7,310,271,4,3,1,4,-,0,3,0,3,2010
Pac-12,,UCLA,2,7,155,308,4,8,242,364,3,3,1,5,-,0,2,0,2,2010
Pac-12,,Washington State,1,8,174,308,2,10,235,430,1,5,1,5,-,0,3,0,3,2010
Southeastern,East,South Carolina,5,3,222,179,9,5,433,324,6,2,3,3,L2,1,4,1,4,2010
Southeastern,East,Florida,4,4,224,186,8,5,388,277,4,3,4,2,W1,0,5,0,5,2010
Southeastern,East,Georgia,3,5,232,200,6,7,417,287,5,2,1,5,L1,0,5,0,5,2010
Southeastern,East,Tennessee,3,5,179,205,6,7,351,326,4,4,2,3,L1,0,4,0,4,2010
Southeastern,East,Kentucky,2,6,214,267,6,7,406,369,5,3,1,4,L2,1,2,1,2,2010
Southeastern,East,Vanderbilt,1,7,96,271,2,10,203,374,1,6,1,4,-,0,3,0,3,2010
Southeastern,West,Auburn,8,0,306,224,14,0,577,337,8,0,6,0,W14,7,0,7,0,2010
Southeastern,West,Arkansas,6,2,291,225,10,3,474,304,5,2,5,1,L1,4,3,4,3,2010
Southeastern,West,LSU,6,2,212,165,11,2,386,237,7,0,4,2,W1,3,2,3,2,2010
Southeastern,West,Alabama,5,3,218,143,10,3,464,176,6,1,4,2,W1,3,3,3,3,2010
Southeastern,West,Mississippi State,4,4,151,173,9,4,377,258,5,2,4,2,W2,0,4,0,4,2010
Southeastern,West,Ole Miss,1,7,194,301,4,8,367,422,3,4,1,4,-,0,5,0,5,2010
Sun Belt,,Florida Intl,6,2,261,191,7,6,374,355,3,2,4,4,W1,0,2,0,2,2010
Sun Belt,,Troy,6,2,270,201,8,5,443,393,5,1,3,4,W3,0,2,0,2,2010
Sun Belt,,Middle Tennessee,5,3,219,207,6,7,344,365,3,3,3,4,L1,0,0,0,0,2010
Sun Belt,,Arkansas State,4,4,257,212,4,8,360,369,3,2,1,6,-,0,1,0,1,2010
Sun Belt,,Louisiana Monroe,4,4,219,235,5,7,250,389,4,2,1,5,-,0,3,0,3,2010
Sun Belt,,Florida Atlantic,3,5,133,208,4,8,202,351,2,3,2,5,-,0,1,0,1,2010
Sun Belt,,Louisiana,3,5,181,254,3,9,268,444,1,4,2,5,-,0,1,0,1,2010
Sun Belt,,North Texas,3,5,205,216,3,9,287,356,0,6,3,3,-,0,0,0,0,2010
Sun Belt,,Western Kentucky,2,6,203,224,2,10,274,398,0,5,2,5,-,0,1,0,1,2010
Western Athletic,,Nevada,7,1,331,187,13,1,574,300,7,0,6,1,W7,1,0,1,0,2010
Western Athletic,,Boise State,7,1,382,89,12,1,586,166,7,0,5,1,W2,1,1,2,1,2010
Western Athletic,,Hawai'i,7,1,314,159,10,4,554,357,6,1,4,3,L1,1,2,1,1,2010
Western Athletic,,Fresno State,5,3,231,241,8,5,377,390,5,3,3,2,L1,0,2,0,2,2010
Western Athletic,,Louisiana Tech,4,4,250,264,5,7,321,368,2,4,3,3,-,0,3,0,3,2010
Western Athletic,,Idaho,3,5,187,274,6,7,346,368,4,2,2,5,-,0,3,0,3,2010
Western Athletic,,Utah State,2,6,164,300,4,8,264,405,3,3,1,5,-,0,3,0,3,2010
Western Athletic,,New Mexico State,1,7,125,335,2,10,188,474,2,4,0,6,-,0,2,0,2,2010
Western Athletic,,San Jose State,0,8,160,295,1,12,209,451,1,5,0,7,-,0,4,0,5,2010
