Conference,Division,School,Conf W,Conf L,Conf PF,Conf PA,Over W,Over L,Over PF,Over PA,Home W,Home L,Away W,Away L,STRK,AP W,AP L,USA W,USA L,Year
Atlantic Coast,Atlantic,Florida State,7,1,318,124,12,2,550,206,7,1,5,1,W2,2,1,2,1,2012
Atlantic Coast,Atlantic,Clemson,7,1,372,219,11,2,533,323,7,1,4,1,W1,1,2,1,2,2012
Atlantic Coast,Atlantic,NC State,4,4,227,232,7,6,365,333,5,1,2,5,L1,1,2,1,2,2012
Atlantic Coast,Atlantic,Wake Forest,3,5,132,235,5,7,222,382,4,3,1,4,-,0,4,0,4,2012
Atlantic Coast,Atlantic,Maryland,2,6,156,238,4,8,241,326,2,4,2,4,-,0,2,0,2,2012
Atlantic Coast,Atlantic,Boston College,1,7,154,276,2,10,238,356,2,4,0,6,-,0,4,0,4,2012
Atlantic Coast,Coastal,North Carolina,5,3,298,263,8,4,487,308,6,1,2,3,-,0,1,0,1,2012
Atlantic Coast,Coastal,Georgia Tech,5,3,320,233,7,7,470,396,5,4,2,3,W1,0,3,0,3,2012
Atlantic Coast,Coastal,Miami,5,3,283,254,7,5,377,366,4,2,3,3,-,0,3,0,3,2012
Atlantic Coast,Coastal,Virginia Tech,4,4,193,218,7,6,326,297,6,1,1,5,W3,0,2,0,3,2012
Atlantic Coast,Coastal,Duke,3,5,225,313,6,7,410,468,5,3,1,4,L5,0,3,0,4,2012
Atlantic Coast,Coastal,Virginia,2,6,168,241,4,8,273,347,3,4,1,4,-,0,0,0,0,2012
Big 12,,Kansas State,8,1,350,210,11,2,505,288,7,1,4,1,L1,2,1,2,1,2012
Big 12,,Oklahoma,8,1,377,240,10,3,496,331,5,3,5,0,L1,1,3,1,3,2012
Big 12,,Texas,5,4,285,305,9,4,464,380,4,2,5,2,W1,1,2,1,2,2012
Big 12,,Oklahoma State,5,4,349,270,8,5,594,367,7,1,1,4,W1,0,3,0,3,2012
Big 12,,Baylor,4,5,375,369,8,5,578,484,5,1,3,4,W4,1,2,1,2,2012
Big 12,,Texas Tech,4,5,302,352,8,5,487,413,5,3,3,2,W1,0,3,0,3,2012
Big 12,,TCU,4,5,245,254,7,6,368,294,2,4,5,2,L2,1,2,1,2,2012
Big 12,,West Virginia,4,5,357,390,7,6,513,495,5,3,2,3,L1,1,2,1,2,2012
Big 12,,Iowa State,3,6,218,248,6,7,319,311,3,4,3,3,L2,0,3,1,4,2012
Big 12,,Kansas,0,9,141,361,1,11,219,433,1,5,0,6,-,0,4,0,4,2012
Big East,,Louisville,5,2,217,193,11,2,405,309,6,1,5,1,W2,1,0,2,0,2012
Big East,,Cincinnati,5,2,198,115,10,3,420,240,7,1,3,2,W3,0,1,0,1,2012
Big East,,Rutgers,5,2,133,91,9,4,279,184,4,2,5,2,L3,0,1,1,1,2012
Big East,,Syracuse,5,2,213,163,8,5,390,322,5,2,3,3,W4,1,1,1,2,2012
Big East,,Pittsburgh,3,4,176,143,6,7,346,274,4,2,2,5,L1,0,2,0,3,2012
Big East,,Temple,2,5,128,241,4,7,272,343,2,4,2,3,-,0,1,0,2,2012
Big East,,Connecticut,2,5,97,160,5,7,213,238,3,3,2,4,-,1,0,1,1,2012
Big East,,South Florida,1,6,128,184,3,9,247,329,2,4,1,5,-,0,2,0,3,2012
Big Ten,East,Nebraska,7,1,231,195,10,4,487,386,7,1,3,3,L2,2,2,1,1,2012
Big Ten,East,Michigan,6,2,246,133,8,5,388,258,6,1,2,4,L2,1,5,1,4,2012
Big Ten,East,Northwestern,5,3,253,199,10,3,412,293,7,1,3,2,W3,1,2,1,1,2012
Big Ten,East,Michigan State,3,5,159,149,7,6,260,212,3,5,4,1,W2,1,5,1,3,2012
Big Ten,East,Iowa,2,6,150,201,4,8,232,275,2,5,2,3,-,1,3,1,2,2012
Big Ten,East,Minnesota,2,6,137,220,6,7,287,321,4,3,2,4,L3,0,3,0,2,2012
Big Ten,West,Ohio State,8,0,295,205,12,0,446,274,8,0,4,0,-,2,0,1,0,2012
Big Ten,West,Penn State,6,2,261,168,8,4,349,229,5,2,3,2,-,1,2,1,1,2012
