School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code,year,Power5,ConferenceAbbrev
San Diego St.,WAC (Pacific),,5,7,,-1.2,-2.67,-3.88,33.64,16.25,,,,,,,90.0,1997,False,MWC
Duke,ACC,,2,9,,-0.61,-4.07,-4.68,34.14,18.64,,,,,,,15.0,1997,True,ACC
Texas,Big 12 (South),,4,7,,0.65,-5.37,-4.72,35.66,22.79,,,,,,,48.0,1997,True,Big 12
Oklahoma,Big 12 (South),,4,8,,-2.35,-2.73,-5.08,31.73,19.51,,,,,,,45.0,1997,True,Big 12
Pittsburgh,Big East,,6,6,,2.18,-7.67,-5.48,34.37,21.43,,,,,,,22.0,1997,True,ACC
Kansas,Big 12 (North),,5,6,,-8.45,2.9,-5.55,25.63,14.15,,,,,,,43.0,1997,True,Big 12
Minnesota,Big Ten,,3,9,,-1.31,-4.47,-5.78,32.11,16.68,,,,,,,33.0,1997,True,B1G
Memphis,CUSA,,4,7,,-5.71,-0.41,-6.12,28.33,14.86,,,,,,,6.0,1997,False,AAC
Indiana,Big Ten,,2,9,,-9.71,2.48,-7.23,26.19,19.77,,,,,,,28.0,1997,True,B1G
Ball St.,MAC (West),,5,6,,-6.37,-1.37,-7.74,25.85,16.13,,,,,,,72.0,1997,False,MAC
Maryland,ACC,,2,9,,-6.09,-2.1,-8.19,28.38,19.79,,,,,,,30.0,1997,True,B1G
Boston College,Big East,,4,7,,-3.07,-5.22,-8.28,29.94,20.21,,,,,,,13.0,1997,True,ACC
UL Monroe,Ind,,5,7,,-6.76,-1.57,-8.33,25.89,17.93,,,,,,,130.0,1997,False,Sun Belt
Eastern Michigan,MAC (West),,4,7,,-0.78,-8.28,-9.06,34.33,24.06,,,,,,,76.0,1997,False,MAC
Bowling Green,MAC (East),,3,8,,-7.36,-1.9,-9.26,25.76,20.57,,,,,,,73.0,1997,False,MAC
UNLV,WAC (Pacific),,3,8,,0.32,-9.92,-9.6,35.81,22.49,,,,,,,92.0,1997,False,MWC
Baylor,Big 12 (South),,2,9,,-3.46,-6.27,-9.73,29.96,21.07,,,,,,,41.0,1997,True,Big 12
Hawaii,WAC (Pacific),,3,9,,-9.28,-1.16,-10.44,26.01,18.04,,,,,,,87.0,1997,False,MWC
San Jose St.,WAC (Pacific),,4,7,,-2.1,-8.73,-10.83,32.43,27.25,,,,,,,91.0,1997,False,MWC
Idaho,Big West,,5,6,,-7.6,-3.29,-10.89,31.15,18.4,,,,,,,133.0,1997,False,Big Sky
UAB,Ind,,5,6,,-8.77,-2.71,-11.48,24.37,17.73,,,,,,,61.0,1997,False,C-USA
Houston,CUSA,,3,8,,-4.3,-7.22,-11.52,30.32,26.55,,,,,,,5.0,1997,False,AAC
UTEP,WAC (Mountain),,4,7,,-11.82,-0.09,-11.91,22.66,20.05,,,,,,,62.0,1997,False,C-USA
Iowa St.,Big 12 (North),,1,10,,-1.96,-10.33,-12.28,33.99,31.24,,,,,,,42.0,1997,True,Big 12
Army,Ind,,4,7,,-7.42,-5.1,-12.52,26.24,20.41,,,,,,,65.0,1997,False,IND (FBS)
Tulsa,WAC (Mountain),,2,9,,-0.01,-12.67,-12.69,34.91,29.3,,,,,,,12.0,1997,False,AAC
Boise St.,Big West,,4,7,,-5.68,-7.11,-12.8,29.51,24.07,,,,,,,84.0,1997,False,MWC
Temple,Big East,,3,8,,-7.9,-5.02,-12.92,27.09,24.43,,,,,,,10.0,1997,False,AAC
Illinois,Big Ten,,0,11,,-10.34,-2.63,-12.97,24.58,19.19,,,,,,,27.0,1997,True,B1G
Akron,MAC (East),,2,9,,-7.19,-5.92,-13.11,27.78,28.03,,,,,,,71.0,1997,False,MAC
North Texas,Big West,,4,7,,-5.6,-8.09,-13.68,29.61,23.95,,,,,,,57.0,1997,False,C-USA
Louisville,CUSA,,1,10,,-1.64,-13.25,-14.89,32.21,28.45,,,,,,,18.0,1997,True,ACC
TCU,WAC (Mountain),,1,10,,-7.87,-8.17,-16.04,26.27,22.86,,,,,,,47.0,1997,True,Big 12
Kent State,MAC (East),,3,8,,3.38,-19.53,-16.15,35.92,35.68,,,,,,,77.0,1997,False,MAC
Central Michigan,MAC (West),,2,9,,-3.11,-13.18,-16.29,30.81,35.36,,,,,,,75.0,1997,False,MAC
Northern Illinois,MAC (West),,0,11,,-12.7,-6.67,-19.37,21.11,26.54,,,,,,,79.0,1997,False,MAC
Louisiana,Ind,,1,10,,-9.43,-11.93,-21.36,24.71,41.88,,,,,,,126.0,1997,False,Sun Belt
New Mexico State,Big West,,2,9,,-8.72,-13.28,-22.01,25.32,30.27,,,,,,,69.0,1997,False,IND (FBS)
Rutgers,Big East,,0,11,,-8.56,-13.5,-22.06,25.41,36.26,,,,,,,39.0,1997,True,B1G
Arkansas St.,Ind,,2,9,,-9.65,-13.13,-22.77,22.33,31.09,,,,,,,122.0,1997,False,Sun Belt
Ohio St.,Big Ten,2.0,11,1,,10.59,12.44,23.02,53.03,0.06,,,,,,,36.0,1998,True,B1G
Florida St.,ACC,3.0,11,2,,5.16,15.19,20.34,47.04,-2.7,,,,,,,16.0,1998,True,ACC
Tennessee,SEC (East),1.0,13,0,,8.79,11.17,19.96,48.79,0.53,,,,,,,118.0,1998,True,SEC
Kansas St.,Big 12 (North),10.0,11,2,,8.43,9.96,18.39,61.36,1.63,,,,,,,44.0,1998,True,Big 12
UCLA,Pac-10,8.0,10,2,,17.86,-0.46,17.4,54.86,11.91,,,,,,,102.0,1998,True,Pac-12
Florida,SEC (East),5.0,10,2,,6.06,10.95,17.02,45.64,0.56,,,,,,,110.0,1998,True,SEC
Texas A&M,Big 12 (South),11.0,11,3,,4.11,12.54,16.65,41.21,-3.49,,,,,,,119.0,1998,True,SEC
Nebraska,Big 12 (North),19.0,9,4,,4.42,12.18,16.6,46.57,-1.93,,,,,,,34.0,1998,True,B1G
Wisconsin,Big Ten,6.0,11,1,,3.88,12.57,16.45,45.43,0.34,,,,,,,40.0,1998,True,B1G
Arizona,Pac-10,4.0,12,1,,7.68,7.02,14.7,46.03,5.54,,,,,,,95.0,1998,True,Pac-12
Purdue,Big Ten,24.0,9,4,,11.4,3.31,14.7,51.34,7.36,,,,,,,38.0,1998,True,B1G
Texas,Big 12 (South),15.0,9,3,,13.52,0.8,14.32,53.0,11.52,,,,,,,48.0,1998,True,Big 12
Penn State,Big Ten,17.0,9,3,,1.92,11.87,13.79,41.37,-0.36,,,,,,,37.0,1998,True,B1G
Missouri,Big 12 (North),21.0,8,4,,6.86,6.78,13.64,44.49,3.2,,,,,,,115.0,1998,True,SEC
Virginia Tech,Big East,23.0,9,3,,1.57,11.7,13.27,43.25,-0.06,,,,,,,25.0,1998,True,ACC
Arkansas,SEC (West),16.0,9,3,,7.61,5.21,12.82,46.19,6.6,,,,,,,108.0,1998,True,SEC
USC,Pac-10,,8,5,,3.55,9.19,12.73,41.61,2.44,,,,,,,103.0,1998,True,Pac-12
Air Force,WAC (Mountain),13.0,12,1,,4.78,7.81,12.59,46.68,5.53,,,,,,,83.0,1998,False,MWC
Georgia Tech,ACC,9.0,10,2,,11.44,0.93,12.37,48.81,12.44,,,,,,,17.0,1998,True,ACC
Michigan,Big Ten,12.0,10,3,,4.84,7.18,12.01,42.8,4.62,,,,,,,31.0,1998,True,B1G
Miami (FL),Big East,20.0,9,3,,8.24,3.71,11.94,48.59,10.74,,,,,,,19.0,1998,True,ACC
Oregon,Pac-10,,8,4,,10.92,0.64,11.56,52.57,12.42,,,,,,,99.0,1998,True,Pac-12
Tulane,CUSA,7.0,12,0,,12.79,-1.27,11.51,51.29,14.16,,,,,,,11.0,1998,False,AAC
Virginia,ACC,18.0,9,3,,7.45,3.76,11.22,44.56,8.62,,,,,,,24.0,1998,True,ACC
Syracuse,Big East,25.0,8,4,,10.13,1.08,11.2,53.49,10.5,,,,,,,23.0,1998,True,ACC
Notre Dame,Ind,22.0,9,3,,3.59,7.56,11.16,40.39,5.05,,,,,,,70.0,1998,True,IND (FBS)
West Virginia,Big East,,8,4,,8.93,2.11,11.04,47.35,8.91,,,,,,,50.0,1998,True,Big 12
Colorado,Big 12 (North),,8,4,,4.11,4.7,8.81,41.1,5.22,,,,,,,98.0,1998,True,Pac-12
Michigan St.,Big Ten,,6,6,,6.53,1.61,8.13,44.08,10.19,,,,,,,32.0,1998,True,B1G
Georgia,SEC (East),14.0,9,3,,0.07,7.45,7.51,37.33,5.49,,,,,,,111.0,1998,True,SEC
Kentucky,SEC (East),,7,5,,11.32,-4.72,6.6,50.45,17.33,,,,,,,112.0,1998,True,SEC
Southern Miss,CUSA,,7,5,,0.13,6.21,6.34,42.34,7.09,,,,,,,60.0,1998,False,C-USA
Mississippi St.,SEC (West),,8,5,,-1.1,7.31,6.21,39.6,5.97,,,,,,,114.0,1998,True,SEC
Texas Tech,Big 12 (South),,7,5,,3.51,2.58,6.09,42.1,8.96,,,,,,,49.0,1998,True,Big 12
Oklahoma St.,Big 12 (South),,5,6,,6.83,-0.78,6.05,43.8,11.25,,,,,,,46.0,1998,True,Big 12
Colorado St.,WAC (Mountain),,8,4,,4.04,1.72,5.76,40.77,11.17,,,,,,,85.0,1998,False,MWC
LSU,SEC (West),,4,7,,6.55,-0.79,5.75,46.16,12.14,,,,,,,113.0,1998,True,SEC
Alabama,SEC (West),,7,5,,2.06,3.32,5.38,38.32,9.67,,,,,,,107.0,1998,True,SEC
BYU,WAC (Pacific),,9,5,,1.8,2.42,4.22,37.69,10.49,,,,,,,66.0,1998,False,IND (FBS)
NC State,ACC,,7,5,,8.19,-3.99,4.2,43.89,15.47,,,,,,,20.0,1998,True,ACC
Washington,Pac-10,,6,6,,3.06,1.04,4.1,41.03,12.26,,,,,,,105.0,1998,True,Pac-12
Minnesota,Big Ten,,5,6,,-0.89,4.01,3.12,36.83,8.83,,,,,,,33.0,1998,True,B1G
Arizona St.,Pac-10,,5,6,,7.58,-4.61,2.98,45.34,17.65,,,,,,,96.0,1998,True,Pac-12
Central Florida,Ind,,9,2,,2.39,0.56,2.95,40.88,13.03,,,,,,,1.0,1998,False,AAC
TCU,WAC (Mountain),,7,5,,0.95,1.15,2.1,36.35,10.31,,,,,,,47.0,1998,True,Big 12
Auburn,SEC (West),,3,8,,-5.43,7.21,1.78,31.4,3.65,,,,,,,109.0,1998,True,SEC
California,Pac-10,,5,6,,-3.91,5.59,1.68,31.55,7.19,,,,,,,97.0,1998,True,Pac-12
Oklahoma,Big 12 (South),,5,6,,-3.82,5.44,1.62,33.62,7.36,,,,,,,45.0,1998,True,Big 12
North Carolina,ACC,,7,5,,0.84,0.77,1.61,36.95,11.66,,,,,,,21.0,1998,True,ACC
Oregon St.,Pac-10,,5,6,,1.07,0.44,1.51,39.08,10.57,,,,,,,100.0,1998,True,Pac-12
Ole Miss,SEC (West),,7,5,,1.17,0.29,1.46,37.15,13.09,,,,,,,116.0,1998,True,SEC
Miami (OH),MAC (East),,10,1,,-4.27,5.66,1.39,32.9,9.54,,,,,,,78.0,1998,False,MAC
Wyoming,WAC (Mountain),,8,3,,-3.59,4.85,1.26,31.76,8.4,,,,,,,94.0,1998,False,MWC
Indiana,Big Ten,,4,7,,-0.99,1.77,0.78,35.69,12.17,,,,,,,28.0,1998,True,B1G
Utah,WAC (Pacific),,7,4,,1.23,-0.65,0.58,38.57,12.83,,,,,,,104.0,1998,True,Pac-12
Rice,WAC (Mountain),,5,6,,-1.24,1.77,0.53,34.36,10.97,,,,,,,59.0,1998,False,C-USA
San Diego St.,WAC (Pacific),,7,5,,-2.86,3.28,0.42,32.74,9.88,,,,,,,90.0,1998,False,MWC
Marshall,MAC (East),,12,1,,0.08,-0.12,-0.04,34.32,15.03,,,,,,,55.0,1998,False,C-USA
Louisville,CUSA,,7,5,,10.49,-10.76,-0.28,48.27,25.46,,,,,,,18.0,1998,True,ACC
Louisiana Tech,Ind,,6,6,,8.92,-9.63,-0.7,52.28,24.94,,,,,,,54.0,1998,False,C-USA
Kansas,Big 12 (North),,4,7,,2.72,-3.46,-0.74,41.94,17.44,,,,,,,43.0,1998,True,Big 12
Fresno St.,WAC (Pacific),,5,6,,-3.22,2.13,-1.09,34.41,10.7,,,,,,,86.0,1998,False,MWC
Boston College,Big East,,4,7,,-0.53,-1.2,-1.73,36.0,12.51,,,,,,,13.0,1998,True,ACC
Clemson,ACC,,3,8,,-4.75,2.8,-1.95,32.76,12.2,,,,,,,14.0,1998,True,ACC
Baylor,Big 12 (South),,2,9,,-3.05,0.6,-2.45,34.9,11.25,,,,,,,41.0,1998,True,Big 12
SMU,WAC (Mountain),,5,7,,-6.33,3.74,-2.6,30.26,9.29,,,,,,,8.0,1998,False,AAC
Iowa St.,Big 12 (North),,3,8,,-2.16,-0.45,-2.61,36.25,14.3,,,,,,,42.0,1998,True,Big 12
Stanford,Pac-10,,3,8,,1.54,-4.24,-2.7,38.07,17.56,,,,,,,101.0,1998,True,Pac-12
Idaho,Big West,,9,3,,0.93,-4.3,-3.37,38.58,18.97,,,,,,,133.0,1998,False,Big Sky
Iowa,Big Ten,,3,8,,-5.54,1.89,-3.65,31.61,12.45,,,,,,,29.0,1998,True,B1G
Houston,CUSA,,3,8,,-0.76,-2.96,-3.72,35.48,16.11,,,,,,,5.0,1998,False,AAC
Bowling Green,MAC (East),,5,6,,-0.55,-3.46,-4.0,35.28,21.61,,,,,,,73.0,1998,False,MAC
Toledo,MAC (West),,7,5,,-8.54,4.52,-4.02,25.54,11.77,,,,,,,81.0,1998,False,MAC
Tulsa,WAC (Mountain),,4,7,,-5.19,0.88,-4.31,33.37,12.85,,,,,,,12.0,1998,False,AAC
Nevada,Big West,,6,5,,1.22,-5.66,-4.45,41.8,20.08,,,,,,,88.0,1998,False,MWC
East Carolina,CUSA,,6,5,,-1.81,-3.17,-4.98,33.58,17.06,,,,,,,4.0,1998,False,AAC
Washington St.,Pac-10,,3,8,,-4.06,-1.69,-5.75,32.59,16.3,,,,,,,106.0,1998,True,Pac-12
Northwestern,Big Ten,,3,9,,-4.88,-1.4,-6.28,32.54,15.6,,,,,,,35.0,1998,True,B1G
Wake Forest,ACC,,3,8,,-2.62,-3.83,-6.45,33.7,17.7,,,,,,,26.0,1998,True,ACC
Army,CUSA,,3,8,,-1.9,-4.71,-6.61,33.11,16.39,,,,,,,65.0,1998,False,IND (FBS)
Maryland,ACC,,3,8,,-6.24,-0.67,-6.9,30.22,13.58,,,,,,,30.0,1998,True,B1G
Duke,ACC,,4,7,,-3.75,-3.18,-6.93,32.68,18.01,,,,,,,15.0,1998,True,ACC
South Carolina,SEC (East),,1,10,,-2.86,-4.1,-6.96,33.16,17.46,,,,,,,117.0,1998,True,SEC
San Jose St.,WAC (Pacific),,4,8,,-3.05,-4.21,-7.26,33.3,21.28,,,,,,,91.0,1998,False,MWC
Ohio,MAC (East),,5,6,,-3.45,-4.13,-7.58,30.33,20.86,,,,,,,80.0,1998,False,MAC
Western Michigan,MAC (West),,7,4,,4.79,-12.71,-7.92,36.82,27.56,,,,,,,82.0,1998,False,MAC
Illinois,Big Ten,,3,8,,-8.84,0.91,-7.93,27.62,15.15,,,,,,,27.0,1998,True,B1G
Rutgers,Big East,,5,6,,-6.28,-2.16,-8.44,29.43,20.32,,,,,,,39.0,1998,True,B1G
Pittsburgh,Big East,,2,9,,-3.83,-4.9,-8.74,33.44,17.8,,,,,,,22.0,1998,True,ACC
UTEP,WAC (Pacific),,3,8,,-5.89,-3.02,-8.91,29.92,16.47,,,,,,,62.0,1998,False,C-USA
Memphis,CUSA,,2,9,,-4.76,-4.21,-8.97,30.94,17.79,,,,,,,6.0,1998,False,AAC
UAB,Ind,,4,7,,-6.02,-3.52,-9.54,30.41,17.51,,,,,,,61.0,1998,False,C-USA
UL Monroe,Ind,,5,6,,-8.19,-1.78,-9.97,27.31,18.67,,,,,,,130.0,1998,False,Sun Belt
Boise St.,Big West,,6,5,,-0.25,-10.15,-10.39,34.48,23.51,,,,,,,84.0,1998,False,MWC
Utah St.,Big West,,3,8,,-6.97,-4.03,-11.0,29.21,17.77,,,,,,,93.0,1998,False,MWC
Vanderbilt,SEC (East),,2,9,,-9.22,-2.02,-11.23,26.91,19.52,,,,,,,120.0,1998,True,SEC
Navy,Ind,,3,8,,-1.89,-9.45,-11.34,33.09,24.12,,,,,,,7.0,1998,False,AAC
New Mexico State,Big West,,3,8,,3.04,-14.67,-11.63,37.96,28.14,,,,,,,69.0,1998,False,IND (FBS)
Central Michigan,MAC (West),,6,5,,-9.13,-2.97,-12.1,24.7,20.27,,,,,,,75.0,1998,False,MAC
North Texas,Big West,,3,8,,-11.24,-1.22,-12.45,25.52,14.29,,,,,,,57.0,1998,False,C-USA
Temple,Big East,,2,9,,-5.87,-7.31,-13.18,29.26,21.82,,,,,,,10.0,1998,False,AAC
Akron,MAC (East),,4,7,,-5.52,-7.89,-13.41,29.02,24.7,,,,,,,71.0,1998,False,MAC
New Mexico,WAC (Pacific),,3,9,,-4.16,-9.37,-13.53,31.78,24.47,,,,,,,89.0,1998,False,MWC
Cincinnati,CUSA,,2,9,,-3.92,-9.99,-13.91,33.28,28.39,,,,,,,2.0,1998,False,AAC
UNLV,WAC (Mountain),,0,11,,-7.5,-7.93,-15.43,29.18,23.65,,,,,,,92.0,1998,False,MWC
Arkansas St.,Ind,,4,8,,-11.33,-4.95,-16.28,22.42,22.97,,,,,,,122.0,1998,False,Sun Belt
Louisiana,Ind,,2,9,,-8.48,-8.35,-16.84,26.56,29.69,,,,,,,126.0,1998,False,Sun Belt
Northern Illinois,MAC (West),,2,9,,-12.56,-5.19,-17.75,21.53,23.01,,,,,,,79.0,1998,False,MAC
Eastern Michigan,MAC (West),,3,8,,-8.96,-9.31,-18.27,23.74,25.51,,,,,,,76.0,1998,False,MAC
Ball St.,MAC (West),,1,10,,-13.48,-8.4,-21.88,20.73,26.0,,,,,,,72.0,1998,False,MAC
Hawaii,WAC (Pacific),,0,12,,-11.8,-10.29,-22.08,24.18,26.45,,,,,,,87.0,1998,False,MWC
Kent State,MAC (East),,0,11,,-15.07,-12.02,-27.09,19.0,35.71,,,,,,,77.0,1998,False,MAC
Florida St.,ACC,1.0,12,0,,13.05,10.44,23.5,54.0,-0.29,,,,,,,16.0,1999,True,ACC
Nebraska,Big 12 (North),3.0,12,1,,8.99,12.16,21.15,50.77,-2.23,,,,,,,34.0,1999,True,B1G
Tennessee,SEC (East),9.0,9,3,,9.78,10.45,20.23,48.82,0.06,,,,,,,118.0,1999,True,SEC
Virginia Tech,Big East,2.0,11,1,,7.49,11.17,18.66,53.14,0.62,,,,,,,25.0,1999,True,ACC
Penn State,Big Ten,11.0,10,3,,8.56,9.23,17.79,47.71,1.0,,,,,,,37.0,1999,True,B1G
Alabama,SEC (West),8.0,10,3,,10.69,6.5,17.19,48.64,3.55,,,,,,,107.0,1999,True,SEC
Michigan,Big Ten,5.0,10,2,,9.72,7.05,16.77,47.75,3.34,,,,,,,31.0,1999,True,B1G
Florida,SEC (East),12.0,9,4,,9.33,6.23,15.55,48.12,4.48,,,,,,,110.0,1999,True,SEC
Kansas St.,Big 12 (North),6.0,11,1,,4.22,10.89,15.11,49.82,1.03,,,,,,,44.0,1999,True,Big 12
Michigan St.,Big Ten,7.0,10,2,,7.19,7.76,14.95,48.65,3.63,,,,,,,32.0,1999,True,B1G
Wisconsin,Big Ten,4.0,10,2,,2.69,12.19,14.88,46.76,-0.65,,,,,,,40.0,1999,True,B1G
Miami (FL),Big East,15.0,9,4,,2.58,9.97,12.55,47.29,1.87,,,,,,,19.0,1999,True,ACC
Mississippi St.,SEC (West),13.0,10,2,,0.59,11.25,11.84,37.46,-0.32,,,,,,,114.0,1999,True,SEC
Minnesota,Big Ten,18.0,8,4,,4.68,7.13,11.81,44.0,3.21,,,,,,,33.0,1999,True,B1G
Illinois,Big Ten,24.0,8,4,,6.57,4.83,11.4,47.04,7.06,,,,,,,27.0,1999,True,B1G
Ole Miss,SEC (West),22.0,8,4,,6.4,4.39,10.79,43.16,5.6,,,,,,,116.0,1999,True,SEC
Georgia Tech,ACC,20.0,8,4,,15.52,-5.22,10.3,54.09,15.82,,,,,,,17.0,1999,True,ACC
Arkansas,SEC (West),17.0,8,4,,4.31,5.87,10.18,45.42,5.68,,,,,,,108.0,1999,True,SEC
Oklahoma,Big 12 (South),,7,5,,4.29,5.84,10.14,47.7,5.48,,,,,,,45.0,1999,True,Big 12
Marshall,MAC (East),10.0,13,0,,-0.73,10.49,9.76,41.28,3.13,,,,,,,55.0,1999,False,C-USA
Purdue,Big Ten,25.0,7,5,,8.55,1.22,9.76,48.2,9.6,,,,,,,38.0,1999,True,B1G
Southern Miss,CUSA,14.0,9,3,,-0.19,9.94,9.75,40.05,1.95,,,,,,,60.0,1999,False,C-USA
Utah,MWC,,9,3,,4.38,4.7,9.07,43.49,8.04,,,,,,,104.0,1999,True,Pac-12
Texas A&M,Big 12 (South),23.0,8,4,,0.35,8.7,9.05,40.03,4.44,,,,,,,119.0,1999,True,SEC
Texas,Big 12 (South),21.0,9,5,,4.84,3.88,8.72,47.59,6.16,,,,,,,48.0,1999,True,Big 12
Oregon,Pac-10,19.0,9,3,,6.88,1.29,8.17,46.95,10.85,,,,,,,99.0,1999,True,Pac-12
Stanford,Pac-10,,8,4,,11.24,-3.27,7.97,48.62,16.69,,,,,,,101.0,1999,True,Pac-12
Ohio St.,Big Ten,,6,6,,3.94,3.7,7.64,41.53,6.5,,,,,,,36.0,1999,True,B1G
Clemson,ACC,,6,6,,4.52,3.03,7.55,44.26,6.1,,,,,,,14.0,1999,True,ACC
BYU,MWC,,8,4,,5.0,2.43,7.43,41.57,9.59,,,,,,,66.0,1999,False,IND (FBS)
Georgia,SEC (East),16.0,8,4,,7.02,0.31,7.33,43.7,10.71,,,,,,,111.0,1999,True,SEC
Colorado,Big 12 (North),,7,5,,7.74,-0.86,6.88,46.44,11.92,,,,,,,98.0,1999,True,Pac-12
East Carolina,CUSA,,9,3,,2.83,4.01,6.84,41.33,7.05,,,,,,,4.0,1999,False,AAC
Notre Dame,Ind,,5,7,,6.52,0.07,6.59,44.62,10.12,,,,,,,70.0,1999,True,IND (FBS)
Colorado St.,MWC,,8,4,,3.35,2.5,5.85,40.96,10.21,,,,,,,85.0,1999,False,MWC
Washington,Pac-10,,7,5,,5.17,0.51,5.68,41.75,10.55,,,,,,,105.0,1999,True,Pac-12
Syracuse,Big East,,7,5,,-1.33,6.14,4.82,36.38,8.21,,,,,,,23.0,1999,True,ACC
USC,Pac-10,,6,6,,2.63,1.99,4.62,41.33,9.17,,,,,,,103.0,1999,True,Pac-12
Louisiana Tech,Ind,,8,3,,8.58,-4.11,4.47,46.33,17.47,,,,,,,54.0,1999,False,C-USA
Wake Forest,ACC,,7,5,,-3.81,8.18,4.37,34.72,3.43,,,,,,,26.0,1999,True,ACC
Louisville,CUSA,,7,5,,12.48,-8.13,4.36,50.54,18.63,,,,,,,18.0,1999,True,ACC
Memphis,CUSA,,5,6,,-3.96,7.93,3.97,34.12,2.31,,,,,,,6.0,1999,False,AAC
Auburn,SEC (West),,5,6,,-1.17,5.11,3.94,37.45,6.5,,,,,,,109.0,1999,True,SEC
TCU,WAC,,8,4,,0.59,3.08,3.67,38.58,10.01,,,,,,,47.0,1999,True,Big 12
Virginia,ACC,,7,5,,6.79,-3.22,3.57,43.88,15.39,,,,,,,24.0,1999,True,ACC
Kentucky,SEC (East),,6,6,,4.81,-1.51,3.3,42.59,14.14,,,,,,,112.0,1999,True,SEC
Wyoming,MWC,,7,4,,4.08,-1.14,2.94,39.62,14.58,,,,,,,94.0,1999,False,MWC
Oregon St.,Pac-10,,7,5,,1.03,1.73,2.76,39.06,10.74,,,,,,,100.0,1999,True,Pac-12
Air Force,MWC,,6,5,,-0.86,3.21,2.35,35.3,9.26,,,,,,,83.0,1999,False,MWC
Fresno St.,WAC,,8,5,,1.88,0.43,2.31,39.89,12.07,,,,,,,86.0,1999,False,MWC
Vanderbilt,SEC (East),,5,6,,-1.32,3.17,1.85,38.09,9.47,,,,,,,120.0,1999,True,SEC
Maryland,ACC,,5,6,,-0.66,2.05,1.4,39.51,10.34,,,,,,,30.0,1999,True,B1G
San Diego St.,MWC,,5,6,,-1.48,2.83,1.35,36.81,8.65,,,,,,,90.0,1999,False,MWC
Pittsburgh,Big East,,5,6,,1.43,-0.16,1.27,38.14,12.09,,,,,,,22.0,1999,True,ACC
Boise St.,Big West,,10,3,,0.56,0.69,1.25,39.51,13.16,,,,,,,84.0,1999,False,MWC
Houston,CUSA,,7,4,,-4.3,5.19,0.9,33.95,6.97,,,,,,,5.0,1999,False,AAC
Boston College,Big East,,8,4,,2.46,-1.66,0.8,36.3,13.48,,,,,,,13.0,1999,True,ACC
Oklahoma St.,Big 12 (South),,5,6,,0.5,0.28,0.78,38.17,11.33,,,,,,,46.0,1999,True,Big 12
Arizona,Pac-10,,6,6,,4.01,-3.43,0.58,40.55,16.27,,,,,,,95.0,1999,True,Pac-12
Arizona St.,Pac-10,,6,6,,0.94,-0.71,0.23,37.08,12.71,,,,,,,96.0,1999,True,Pac-12
West Virginia,Big East,,4,7,,1.74,-2.09,-0.35,40.18,13.32,,,,,,,50.0,1999,True,Big 12
Hawaii,WAC,,9,4,,2.22,-2.59,-0.37,37.89,17.6,,,,,,,87.0,1999,False,MWC
Iowa St.,Big 12 (North),,4,7,,-0.21,-0.39,-0.6,35.82,10.67,,,,,,,42.0,1999,True,Big 12
UAB,CUSA,,5,6,,-1.98,1.26,-0.72,35.71,11.36,,,,,,,61.0,1999,False,C-USA
California,Pac-10,,4,7,,-6.35,4.99,-1.36,29.85,8.26,,,,,,,97.0,1999,True,Pac-12
Indiana,Big Ten,,4,7,,6.02,-7.4,-1.38,43.07,20.99,,,,,,,28.0,1999,True,B1G
LSU,SEC (West),,3,8,,-3.7,2.3,-1.41,36.16,9.65,,,,,,,113.0,1999,True,SEC
Texas Tech,Big 12 (South),,6,5,,-1.47,-0.18,-1.65,34.47,14.68,,,,,,,49.0,1999,True,Big 12
Navy,Ind,,5,7,,-0.78,-0.91,-1.69,35.01,13.8,,,,,,,7.0,1999,False,AAC
NC State,ACC,,6,6,,-2.28,0.59,-1.69,35.22,10.9,,,,,,,20.0,1999,True,ACC
Missouri,Big 12 (North),,4,7,,-0.55,-1.34,-1.89,36.78,18.18,,,,,,,115.0,1999,True,SEC
UCLA,Pac-10,,4,7,,-2.63,0.61,-2.01,34.73,13.25,,,,,,,102.0,1999,True,Pac-12
Cincinnati,CUSA,,3,8,,0.9,-3.41,-2.52,39.14,14.22,,,,,,,2.0,1999,False,AAC
Kansas,Big 12 (North),,5,7,,-1.54,-1.43,-2.98,38.47,16.81,,,,,,,43.0,1999,True,Big 12
Rice,WAC,,5,6,,-4.72,1.13,-3.59,32.53,12.06,,,,,,,59.0,1999,False,C-USA
Miami (OH),MAC (East),,7,4,,0.01,-4.84,-4.83,36.85,17.95,,,,,,,78.0,1999,False,MAC
North Carolina,ACC,,3,8,,-8.24,3.35,-4.89,30.16,9.87,,,,,,,21.0,1999,True,ACC
Duke,ACC,,3,8,,-1.47,-3.44,-4.91,36.16,18.21,,,,,,,15.0,1999,True,ACC
Washington St.,Pac-10,,3,9,,-6.05,1.12,-4.93,31.95,13.77,,,,,,,106.0,1999,True,Pac-12
Toledo,MAC (West),,6,5,,-4.61,-0.44,-5.05,32.36,13.91,,,,,,,81.0,1999,False,MAC
Western Michigan,MAC (West),,7,5,,4.06,-9.15,-5.09,38.64,22.0,,,,,,,82.0,1999,False,MAC
