Team,Team Code,Year,Date,Time,LTime,Loc,Opponent,Team Code opp,Week,G,Day,Result,OT,Points For,Points Against,Points Difference,Points Combined,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Sk,Yds,Pass Rate,Rush Att,Rush Yard,Rush Avg,Rush TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Pass Int opp,Sk opp,Yds opp,Pass Rate opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp
CHI,3,2019,2019-09-05,8:20,7:20,,GNB,11,1,1,Thu,L 3-10,,3,10,-7,13,26,45,57.8,208,0,1,5,20,60.2,15,46,3.07,0,18,30,60.0,166,1,0,5,37,86.2,22,47,2.14,0
GNB,11,2019,2019-09-05,8:20,7:20,@,CHI,3,1,1,Thu,W 10-3,,10,3,7,13,18,30,60.0,166,1,0,5,37,86.2,22,47,2.14,0,26,45,57.8,208,0,1,5,20,60.2,15,46,3.07,0
ATL,1,2019,2019-09-08,1:00,3:00,@,MIN,14,1,1,Sun,L 12-28,,12,28,-16,40,33,46,71.7,272,2,2,4,32,82.9,17,73,4.29,0,8,10,80.0,97,1,0,1,1,140.4,38,172,4.53,3
BUF,2,2019,2019-09-08,1:00,1:00,@,NYJ,18,1,1,Sun,W 17-16,,17,16,1,33,24,37,64.9,242,1,2,1,12,69.9,25,128,5.12,1,28,41,68.3,155,1,0,4,20,82.9,21,68,3.24,0
CAR,29,2019,2019-09-08,1:00,1:00,,LAR,22,1,1,Sun,L 27-30,,27,30,-3,57,25,38,65.8,216,0,1,3,23,69.6,23,127,5.52,3,23,39,59.0,183,1,1,1,3,68.6,32,166,5.19,2
CIN,4,2019,2019-09-08,4:05,1:05,@,SEA,24,1,1,Sun,L 20-21,,20,21,-1,41,35,51,68.6,395,2,0,5,23,104.6,14,34,2.43,0,14,20,70.0,161,2,0,4,35,127.3,25,72,2.88,1
CLE,5,2019,2019-09-08,1:00,1:00,,TEN,19,1,1,Sun,L 13-43,,13,43,-30,56,25,38,65.8,244,1,3,5,41,59.5,20,102,5.1,1,14,24,58.3,216,3,0,4,32,127.8,28,123,4.39,1
IND,6,2019,2019-09-08,4:05,1:05,@,LAC,23,1,1,Sun,L 24-30,OT,24,30,-6,54,21,27,77.8,173,2,0,2,17,118.1,33,203,6.15,1,25,34,73.5,310,3,1,4,23,118.5,21,125,5.95,1
ARI,7,2019,2019-09-08,4:25,2:25,,DET,10,1,1,Sun,T 27-27,OT,27,27,0,54,29,54,53.7,275,2,1,5,33,72.7,23,112,4.87,0,27,45,60.0,361,3,0,3,24,107.7,32,116,3.63,0
DAL,8,2019,2019-09-08,4:25,3:25,,NYG,17,1,1,Sun,W 35-17,,35,17,18,52,25,32,78.1,405,4,0,0,0,158.3,30,89,2.97,1,33,48,68.8,319,1,0,1,4,94.0,17,151,8.88,1
DET,10,2019,2019-09-08,4:25,2:25,@,ARI,7,1,1,Sun,T 27-27,OT,27,27,0,54,27,45,60.0,361,3,0,3,24,107.7,32,116,3.63,0,29,54,53.7,275,2,1,5,33,72.7,23,112,4.87,0
JAX,30,2019,2019-09-08,1:00,1:00,,KAN,12,1,1,Sun,L 26-40,,26,40,-14,66,27,33,81.8,347,3,1,1,3,128.2,16,81,5.06,0,25,34,73.5,378,3,0,0,0,139.1,26,113,4.35,1
KAN,12,2019,2019-09-08,1:00,1:00,@,JAX,30,1,1,Sun,W 40-26,,40,26,14,66,25,34,73.5,378,3,0,0,0,139.1,26,113,4.35,1,27,33,81.8,347,3,1,1,3,128.2,16,81,5.06,0
MIA,13,2019,2019-09-08,1:00,1:00,,BAL,31,1,1,Sun,L 10-59,,10,59,-49,69,15,32,46.9,179,1,2,3,11,48.8,12,21,1.75,0,23,26,88.5,378,6,0,1,1,158.3,46,265,5.76,2
MIN,14,2019,2019-09-08,1:00,3:00,,ATL,1,1,1,Sun,W 28-12,,28,12,16,40,8,10,80.0,97,1,0,1,1,140.4,38,172,4.53,3,33,46,71.7,272,2,2,4,32,82.9,17,73,4.29,0
NEW,16,2019,2019-09-08,8:20,8:20,,PIT,21,1,1,Sun,W 33-3,,33,3,30,36,25,37,67.6,366,3,0,1,7,126.6,29,99,3.41,0,27,47,57.4,276,0,1,1,0,65.6,13,32,2.46,0
NYG,17,2019,2019-09-08,4:25,3:25,@,DAL,8,1,1,Sun,L 17-35,,17,35,-18,52,33,48,68.8,319,1,0,1,4,94.0,17,151,8.88,1,25,32,78.1,405,4,0,0,0,158.3,30,89,2.97,1
NYJ,18,2019,2019-09-08,1:00,1:00,,BUF,2,1,1,Sun,L 16-17,,16,17,-1,33,28,41,68.3,155,1,0,4,20,82.9,21,68,3.24,0,24,37,64.9,242,1,2,1,12,69.9,25,128,5.12,1
TEN,19,2019,2019-09-08,1:00,1:00,@,CLE,5,1,1,Sun,W 43-13,,43,13,30,56,14,24,58.3,216,3,0,4,32,127.8,28,123,4.39,1,25,38,65.8,244,1,3,5,41,59.5,20,102,5.1,1
PHI,20,2019,2019-09-08,1:00,1:00,,WAS,26,1,1,Sun,W 32-27,,32,27,5,59,28,39,71.8,313,3,0,1,0,121.0,31,123,3.97,1,30,44,68.2,370,3,0,1,10,116.7,13,28,2.15,0
PIT,21,2019,2019-09-08,8:20,8:20,@,NEW,16,1,1,Sun,L 3-33,,3,33,-30,36,27,47,57.4,276,0,1,1,0,65.6,13,32,2.46,0,25,37,67.6,366,3,0,1,7,126.6,29,99,3.41,0
LAR,22,2019,2019-09-08,1:00,1:00,@,CAR,29,1,1,Sun,W 30-27,,30,27,3,57,23,39,59.0,183,1,1,1,3,68.6,32,166,5.19,2,25,38,65.8,216,0,1,3,23,69.6,23,127,5.52,3
BAL,31,2019,2019-09-08,1:00,1:00,@,MIA,13,1,1,Sun,W 59-10,,59,10,49,69,23,26,88.5,378,6,0,1,1,158.3,46,265,5.76,2,15,32,46.9,179,1,2,3,11,48.8,12,21,1.75,0
LAC,23,2019,2019-09-08,4:05,1:05,,IND,6,1,1,Sun,W 30-24,OT,30,24,6,54,25,34,73.5,310,3,1,4,23,118.5,21,125,5.95,1,21,27,77.8,173,2,0,2,17,118.1,33,203,6.15,1
SEA,24,2019,2019-09-08,4:05,1:05,,CIN,4,1,1,Sun,W 21-20,,21,20,1,41,14,20,70.0,161,2,0,4,35,127.3,25,72,2.88,1,35,51,68.6,395,2,0,5,23,104.6,14,34,2.43,0
SFO,28,2019,2019-09-08,4:25,4:25,@,TAM,25,1,1,Sun,W 31-17,,31,17,14,48,18,27,66.7,158,1,1,1,8,78.9,32,98,3.06,0,20,36,55.6,174,1,3,3,20,43.1,26,121,4.65,0
TAM,25,2019,2019-09-08,4:25,4:25,,SFO,28,1,1,Sun,L 17-31,,17,31,-14,48,20,36,55.6,174,1,3,3,20,43.1,26,121,4.65,0,18,27,66.7,158,1,1,1,8,78.9,32,98,3.06,0
WAS,26,2019,2019-09-08,1:00,1:00,@,PHI,20,1,1,Sun,L 27-32,,27,32,-5,59,30,44,68.2,370,3,0,1,10,116.7,13,28,2.15,0,28,39,71.8,313,3,0,1,0,121.0,31,123,3.97,1
DEN,9,2019,2019-09-09,10:20,7:20,@,OAK,27,1,1,Mon,L 16-24,,16,24,-8,40,21,31,67.7,249,1,0,3,19,102.8,23,95,4.13,0,22,26,84.6,259,1,0,0,0,121.0,28,98,3.5,2
HOU,32,2019,2019-09-09,7:10,6:10,@,NOR,15,1,1,Mon,L 28-30,,28,30,-2,58,20,30,66.7,234,3,1,6,34,109.6,23,180,7.83,1,32,43,74.4,362,2,1,1,8,105.0,21,148,7.05,1
NOR,15,2019,2019-09-09,7:10,6:10,,HOU,32,1,1,Mon,W 30-28,,30,28,2,58,32,43,74.4,362,2,1,1,8,105.0,21,148,7.05,1,20,30,66.7,234,3,1,6,34,109.6,23,180,7.83,1
