Team,Team Code,Year,Date,Time,LTime,Loc,Opponent,Team Code opp,Week,G,Day,Result,OT,Points For,Points Against,Points Difference,Points Combined,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Sk,Yds,Pass Rate,Rush Att,Rush Yard,Rush Avg,Rush TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Pass Int opp,Sk opp,Yds opp,Pass Rate opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp
ATL,1,1999,1999-09-12,4:15,4:15,,MIN,14,1,1,Sun,L 14-17,,14,17,-3,31,18,31,58.1,278,1,0,2,12,98.6,23,81,3.52,1,22,33,66.7,184,1,0,0,0,91.0,32,115,3.59,1
BUF,2,1999,1999-09-12,1:02,12:02,@,IND,6,1,1,Sun,L 14-31,,14,31,-17,45,22,42,52.4,274,1,2,5,26,61.0,15,47,3.13,0,21,33,63.6,284,2,2,0,0,85.9,29,109,3.76,1
CAR,29,1999,1999-09-12,1:02,12:02,@,NOR,15,1,1,Sun,L 10-19,,10,19,-9,29,16,32,50.0,161,1,1,7,46,62.1,16,85,5.31,0,11,22,50.0,108,1,0,4,24,79.4,41,147,3.59,0
CHI,3,1999,1999-09-12,1:02,12:02,,KAN,12,1,1,Sun,W 20-17,,20,17,3,37,31,47,66.0,307,2,0,1,15,98.4,28,81,2.89,0,20,42,47.6,278,1,1,1,5,67.4,17,71,4.18,0
CIN,4,1999,1999-09-12,1:03,12:03,@,TEN,19,1,1,Sun,L 35-36,,35,36,-1,71,20,34,58.8,197,2,2,1,0,70.3,42,201,4.79,2,21,32,65.6,334,3,1,2,7,118.5,18,69,3.83,1
CLE,5,1999,1999-09-12,8:26,8:26,,PIT,21,1,1,Sun,L 0-43,,0,43,-43,43,6,16,37.5,31,0,2,3,21,6.2,9,9,1.0,0,24,32,75.0,247,3,0,1,12,128.0,57,217,3.81,2
IND,6,1999,1999-09-12,1:02,12:02,,BUF,2,1,1,Sun,W 31-14,,31,14,17,45,21,33,63.6,284,2,2,0,0,85.9,29,109,3.76,1,22,42,52.4,274,1,2,5,26,61.0,15,47,3.13,0
ARI,7,1999,1999-09-12,1:04,1:04,@,PHI,20,1,1,Sun,W 25-24,,25,24,1,49,25,48,52.1,266,1,3,1,8,49.5,36,78,2.17,1,12,26,46.2,67,2,2,4,24,46.6,26,138,5.31,1
DAL,8,1999,1999-09-12,1:00,1:00,@,WAS,26,1,1,Sun,W 41-35,OT,41,35,6,76,28,49,57.1,355,5,3,1,7,88.4,34,186,5.47,1,20,34,58.8,369,2,0,2,13,115.9,30,135,4.5,2
DET,10,1999,1999-09-12,4:15,1:15,@,SEA,24,1,1,Sun,W 28-20,,28,20,8,48,16,26,61.5,202,3,1,5,14,108.2,36,167,4.64,0,20,30,66.7,174,2,0,6,28,104.0,16,31,1.94,0
GNB,11,1999,1999-09-12,1:02,12:02,,OAK,27,1,1,Sun,W 28-24,,28,24,4,52,28,47,59.6,318,4,3,3,15,81.7,20,91,4.55,0,16,31,51.6,210,0,1,4,17,59.9,32,153,4.78,3
JAX,30,1999,1999-09-12,4:16,4:16,,SFO,28,1,1,Sun,W 41-3,,41,3,38,44,22,31,71.0,247,1,0,2,18,105.2,34,97,2.85,1,14,35,40.0,109,0,3,4,32,12.7,20,94,4.7,0
KAN,12,1999,1999-09-12,1:02,12:02,@,CHI,3,1,1,Sun,L 17-20,,17,20,-3,37,20,42,47.6,278,1,1,1,5,67.4,17,71,4.18,0,31,47,66.0,307,2,0,1,15,98.4,28,81,2.89,0
