Team,Team Code,Year,Date,Time,LTime,Loc,Opponent,Team Code opp,Week,G,Day,Result,OT,Points For,Points Against,Points Difference,Points Combined,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Sk,Yds,Pass Rate,Rush Att,Rush Yard,Rush Avg,Rush TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Pass Int opp,Sk opp,Yds opp,Pass Rate opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp
KAN,12,2017,2017-09-07,8:30,8:30,@,NEW,16,1,1,Thu,W 42-27,,42,27,15,69,28,35,80.0,352,4,0,3,16,146.7,27,185,6.85,2,16,36,44.4,247,0,0,3,20,67.7,35,124,3.54,3
NEW,16,2017,2017-09-07,8:30,8:30,,KAN,12,1,1,Thu,L 27-42,,27,42,-15,69,16,36,44.4,247,0,0,3,20,67.7,35,124,3.54,3,28,35,80.0,352,4,0,3,16,146.7,27,185,6.85,2
ATL,1,2017,2017-09-10,1:00,12:00,@,CHI,3,1,1,Sun,W 23-17,,23,17,6,40,21,30,70.0,308,1,0,2,13,114.3,23,64,2.78,1,26,40,65.0,176,1,0,4,37,82.9,19,125,6.58,1
BUF,2,2017,2017-09-10,1:00,1:00,,NYJ,18,1,1,Sun,W 21-12,,21,12,9,33,16,28,57.1,218,2,1,2,6,91.1,42,190,4.52,1,26,39,66.7,176,0,2,1,11,55.1,15,38,2.53,1
CAR,29,2017,2017-09-10,4:25,1:25,@,SFO,28,1,1,Sun,W 23-3,,23,3,20,26,14,25,56.0,171,2,1,0,0,87.2,38,116,3.05,0,24,35,68.6,166,0,1,4,27,67.1,15,51,3.4,0
CHI,3,2017,2017-09-10,1:00,12:00,,ATL,1,1,1,Sun,L 17-23,,17,23,-6,40,26,40,65.0,176,1,0,4,37,82.9,19,125,6.58,1,21,30,70.0,308,1,0,2,13,114.3,23,64,2.78,1
CIN,4,2017,2017-09-10,1:00,1:00,,BAL,31,1,1,Sun,L 0-20,,0,20,-20,20,16,31,51.6,144,0,4,5,26,24.9,22,77,3.5,0,9,17,52.9,111,1,1,1,10,68.5,42,157,3.74,1
CLE,5,2017,2017-09-10,1:00,1:00,,PIT,21,1,1,Sun,L 18-21,,18,21,-3,39,20,30,66.7,180,1,1,7,42,79.9,25,57,2.28,1,24,36,66.7,255,2,1,1,8,94.1,17,35,2.06,0
IND,6,2017,2017-09-10,4:05,1:05,@,LAR,22,1,1,Sun,L 9-46,,9,46,-37,55,11,21,52.4,150,0,2,4,29,35.9,24,75,3.13,1,22,30,73.3,310,1,0,1,8,117.4,33,63,1.91,2
ARI,7,2017,2017-09-10,1:00,1:00,@,DET,10,1,1,Sun,L 23-35,,23,35,-12,58,27,48,56.3,263,1,3,1,5,52.7,18,45,2.5,1,29,41,70.7,285,4,1,1,7,112.3,27,82,3.04,0
DAL,8,2017,2017-09-10,8:30,7:30,,NYG,17,1,1,Sun,W 19-3,,19,3,16,22,24,39,61.5,263,1,0,1,5,90.0,31,129,4.16,0,29,38,76.3,198,0,1,3,22,76.4,12,35,2.92,0
DET,10,2017,2017-09-10,1:00,1:00,,ARI,7,1,1,Sun,W 35-23,,35,23,12,58,29,41,70.7,285,4,1,1,7,112.3,27,82,3.04,0,27,48,56.3,263,1,3,1,5,52.7,18,45,2.5,1
GNB,11,2017,2017-09-10,4:25,3:25,,SEA,24,1,1,Sun,W 17-9,,17,9,8,26,28,42,66.7,286,1,1,4,25,84.0,28,84,3.0,1,14,27,51.9,135,0,0,3,23,66.1,18,90,5.0,0
HOU,32,2017,2017-09-10,1:00,12:00,,JAX,30,1,1,Sun,L 7-29,,7,29,-22,36,19,36,52.8,110,1,1,10,54,56.5,23,93,4.04,0,11,21,52.4,125,1,0,0,0,86.4,39,155,3.97,1
JAX,30,2017,2017-09-10,1:00,12:00,@,HOU,32,1,1,Sun,W 29-7,,29,7,22,36,11,21,52.4,125,1,0,0,0,86.4,39,155,3.97,1,19,36,52.8,110,1,1,10,54,56.5,23,93,4.04,0
NYG,17,2017,2017-09-10,8:30,7:30,@,DAL,8,1,1,Sun,L 3-19,,3,19,-16,22,29,38,76.3,198,0,1,3,22,76.4,12,35,2.92,0,24,39,61.5,263,1,0,1,5,90.0,31,129,4.16,0
NYJ,18,2017,2017-09-10,1:00,1:00,@,BUF,2,1,1,Sun,L 12-21,,12,21,-9,33,26,39,66.7,176,0,2,1,11,55.1,15,38,2.53,1,16,28,57.1,218,2,1,2,6,91.1,42,190,4.52,1
TEN,19,2017,2017-09-10,1:00,12:00,,OAK,27,1,1,Sun,L 16-26,,16,26,-10,42,25,41,61.0,255,0,0,1,1,78.8,21,95,4.52,1,22,32,68.8,250,2,0,2,12,112.8,29,109,3.76,0
PHI,20,2017,2017-09-10,1:00,1:00,@,WAS,26,1,1,Sun,W 30-17,,30,17,13,47,26,39,66.7,298,2,1,2,9,95.9,24,58,2.42,0,23,40,57.5,200,1,1,4,40,68.7,17,64,3.76,0
PIT,21,2017,2017-09-10,1:00,1:00,@,CLE,5,1,1,Sun,W 21-18,,21,18,3,39,24,36,66.7,255,2,1,1,8,94.1,17,35,2.06,0,20,30,66.7,180,1,1,7,42,79.9,25,57,2.28,1
OAK,27,2017,2017-09-10,1:00,12:00,@,TEN,19,1,1,Sun,W 26-16,,26,16,10,42,22,32,68.8,250,2,0,2,12,112.8,29,109,3.76,0,25,41,61.0,255,0,0,1,1,78.8,21,95,4.52,1
LAR,22,2017,2017-09-10,4:05,1:05,,IND,6,1,1,Sun,W 46-9,,46,9,37,55,22,30,73.3,310,1,0,1,8,117.4,33,63,1.91,2,11,21,52.4,150,0,2,4,29,35.9,24,75,3.13,1
BAL,31,2017,2017-09-10,1:00,1:00,@,CIN,4,1,1,Sun,W 20-0,,20,0,20,20,9,17,52.9,111,1,1,1,10,68.5,42,157,3.74,1,16,31,51.6,144,0,4,5,26,24.9,22,77,3.5,0
SEA,24,2017,2017-09-10,4:25,3:25,@,GNB,11,1,1,Sun,L 9-17,,9,17,-8,26,14,27,51.9,135,0,0,3,23,66.1,18,90,5.0,0,28,42,66.7,286,1,1,4,25,84.0,28,84,3.0,1
SFO,28,2017,2017-09-10,4:25,1:25,,CAR,29,1,1,Sun,L 3-23,,3,23,-20,26,24,35,68.6,166,0,1,4,27,67.1,15,51,3.4,0,14,25,56.0,171,2,1,0,0,87.2,38,116,3.05,0
WAS,26,2017,2017-09-10,1:00,1:00,,PHI,20,1,1,Sun,L 17-30,,17,30,-13,47,23,40,57.5,200,1,1,4,40,68.7,17,64,3.76,0,26,39,66.7,298,2,1,2,9,95.9,24,58,2.42,0
DEN,9,2017,2017-09-11,10:20,8:20,,LAC,23,1,1,Mon,W 24-21,,24,21,3,45,17,28,60.7,181,2,1,4,38,88.5,36,140,3.89,1,22,33,66.7,185,3,1,1,7,98.7,22,64,2.91,0
MIN,14,2017,2017-09-11,7:10,9:10,,NOR,15,1,1,Mon,W 29-19,,29,19,10,48,27,32,84.4,341,3,0,1,5,142.3,30,129,4.3,0,27,37,73.0,284,1,0,1,7,103.9,21,60,2.86,0
