Team,Team Code,Year,Date,Time,LTime,Loc,Opponent,Team Code opp,Week,G,Day,Result,OT,Points For,Points Against,Points Difference,Points Combined,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Sk,Yds,Pass Rate,Rush Att,Rush Yard,Rush Avg,Rush TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Pass Int opp,Sk opp,Yds opp,Pass Rate opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp
ATL,1,2000,2000-09-03,1:02,1:02,,SFO,28,1,1,Sun,W 36-28,,36,28,8,64,16,31,51.6,264,2,0,0,0,102.1,32,95,2.97,0,23,36,63.9,247,3,1,1,6,100.1,24,92,3.83,1
BUF,2,2000,2000-09-03,8:35,8:35,,TEN,19,1,1,Sun,W 16-13,,16,13,3,29,13,26,50.0,137,1,0,5,37,78.5,35,129,3.69,0,17,31,54.8,119,0,1,4,33,50.3,20,53,2.65,1
CAR,29,2000,2000-09-03,1:01,1:01,@,WAS,26,1,1,Sun,L 17-20,,17,20,-3,37,17,26,65.4,124,1,0,6,59,89.3,20,112,5.6,0,25,36,69.4,234,0,0,0,0,87.0,31,162,5.23,2
CHI,3,2000,2000-09-03,1:00,12:00,@,MIN,14,1,1,Sun,L 27-30,,27,30,-3,57,27,41,65.9,272,2,0,2,18,100.9,25,153,6.12,1,13,23,56.5,188,0,1,1,2,65.1,30,186,6.2,3
CLE,5,2000,2000-09-03,1:02,1:02,,JAX,30,1,1,Sun,L 7-27,,7,27,-20,34,19,27,70.4,153,1,0,1,7,96.7,16,96,6.0,0,24,34,70.6,279,1,0,4,22,104.9,40,119,2.98,2
IND,6,2000,2000-09-03,1:00,12:00,@,KAN,12,1,1,Sun,W 27-14,,27,14,13,41,22,32,68.8,267,1,1,1,6,91.5,32,119,3.72,1,16,37,43.2,206,2,1,1,6,68.1,24,74,3.08,0
ARI,7,2000,2000-09-03,1:04,1:04,@,NYG,17,1,1,Sun,L 16-21,,16,21,-5,37,28,49,57.1,312,2,3,1,6,64.3,20,43,2.15,0,17,25,68.0,172,0,1,0,0,70.7,41,223,5.44,3
DAL,8,2000,2000-09-03,4:05,3:05,,PHI,20,1,1,Sun,L 14-41,,14,41,-27,55,13,31,41.9,100,1,2,5,35,34.3,13,67,5.15,0,16,29,55.2,119,1,3,1,11,37.1,46,306,6.65,3
DET,10,2000,2000-09-03,1:03,12:03,@,NOR,15,1,1,Sun,W 14-10,,14,10,4,24,13,25,52.0,89,0,1,2,11,43.6,32,98,3.06,0,18,34,52.9,146,0,1,5,23,51.8,25,106,4.24,0
GNB,11,2000,2000-09-03,4:20,3:20,,NYJ,18,1,1,Sun,L 16-20,,16,20,-4,36,14,34,41.2,149,1,1,1,3,52.2,16,62,3.88,0,23,44,52.3,261,1,1,0,0,68.5,34,118,3.47,1
JAX,30,2000,2000-09-03,1:02,1:02,@,CLE,5,1,1,Sun,W 27-7,,27,7,20,34,24,34,70.6,279,1,0,4,22,104.9,40,119,2.98,2,19,27,70.4,153,1,0,1,7,96.7,16,96,6.0,0
KAN,12,2000,2000-09-03,1:00,12:00,,IND,6,1,1,Sun,L 14-27,,14,27,-13,41,16,37,43.2,206,2,1,1,6,68.1,24,74,3.08,0,22,32,68.8,267,1,1,1,6,91.5,32,119,3.72,1
MIA,13,2000,2000-09-03,4:16,4:16,,SEA,24,1,1,Sun,W 23-0,,23,0,23,23,15,24,62.5,127,1,0,2,7,90.1,41,181,4.41,1,10,24,41.7,72,0,4,4,12,9.7,19,71,3.74,0
MIN,14,2000,2000-09-03,1:00,12:00,,CHI,3,1,1,Sun,W 30-27,,30,27,3,57,13,23,56.5,188,0,1,1,2,65.1,30,186,6.2,3,27,41,65.9,272,2,0,2,18,100.9,25,153,6.12,1
NOR,15,2000,2000-09-03,1:03,12:03,,DET,10,1,1,Sun,L 10-14,,10,14,-4,24,18,34,52.9,146,0,1,5,23,51.8,25,106,4.24,0,13,25,52.0,89,0,1,2,11,43.6,32,98,3.06,0
NEW,16,2000,2000-09-03,1:02,1:02,,TAM,25,1,1,Sun,L 16-21,,16,21,-5,37,26,39,66.7,190,1,0,6,26,86.5,21,88,4.19,0,12,24,50.0,156,1,0,1,11,84.7,38,140,3.68,2
NYG,17,2000,2000-09-03,1:04,1:04,,ARI,7,1,1,Sun,W 21-16,,21,16,5,37,17,25,68.0,172,0,1,0,0,70.7,41,223,5.44,3,28,49,57.1,312,2,3,1,6,64.3,20,43,2.15,0
NYJ,18,2000,2000-09-03,4:20,3:20,@,GNB,11,1,1,Sun,W 20-16,,20,16,4,36,23,44,52.3,261,1,1,0,0,68.5,34,118,3.47,1,14,34,41.2,149,1,1,1,3,52.2,16,62,3.88,0
TEN,19,2000,2000-09-03,8:35,8:35,@,BUF,2,1,1,Sun,L 13-16,,13,16,-3,29,17,31,54.8,119,0,1,4,33,50.3,20,53,2.65,1,13,26,50.0,137,1,0,5,37,78.5,35,129,3.69,0
PHI,20,2000,2000-09-03,4:05,3:05,@,DAL,8,1,1,Sun,W 41-14,,41,14,27,55,16,29,55.2,119,1,3,1,11,37.1,46,306,6.65,3,13,31,41.9,100,1,2,5,35,34.3,13,67,5.15,0
PIT,21,2000,2000-09-03,1:02,1:02,,BAL,31,1,1,Sun,L 0-16,,0,16,-16,16,17,39,43.6,193,0,0,1,6,59.0,18,30,1.67,0,18,32,56.3,196,1,0,1,3,84.9,36,140,3.89,0
OAK,27,2000,2000-09-03,4:15,1:15,,LAC,23,1,1,Sun,W 9-6,,9,6,3,15,20,35,57.1,166,1,0,4,10,79.0,25,67,2.68,0,19,42,45.2,179,0,3,2,18,27.8,28,76,2.71,1
BAL,31,2000,2000-09-03,1:02,1:02,@,PIT,21,1,1,Sun,W 16-0,,16,0,16,16,18,32,56.3,196,1,0,1,3,84.9,36,140,3.89,0,17,39,43.6,193,0,0,1,6,59.0,18,30,1.67,0
LAC,23,2000,2000-09-03,4:15,1:15,@,OAK,27,1,1,Sun,L 6-9,,6,9,-3,15,19,42,45.2,179,0,3,2,18,27.8,28,76,2.71,1,20,35,57.1,166,1,0,4,10,79.0,25,67,2.68,0
SEA,24,2000,2000-09-03,4:16,4:16,@,MIA,13,1,1,Sun,L 0-23,,0,23,-23,23,10,24,41.7,72,0,4,4,12,9.7,19,71,3.74,0,15,24,62.5,127,1,0,2,7,90.1,41,181,4.41,1
SFO,28,2000,2000-09-03,1:02,1:02,@,ATL,1,1,1,Sun,L 28-36,,28,36,-8,64,23,36,63.9,247,3,1,1,6,100.1,24,92,3.83,1,16,31,51.6,264,2,0,0,0,102.1,32,95,2.97,0
TAM,25,2000,2000-09-03,1:02,1:02,@,NEW,16,1,1,Sun,W 21-16,,21,16,5,37,12,24,50.0,156,1,0,1,11,84.7,38,140,3.68,2,26,39,66.7,190,1,0,6,26,86.5,21,88,4.19,0
WAS,26,2000,2000-09-03,1:01,1:01,,CAR,29,1,1,Sun,W 20-17,,20,17,3,37,25,36,69.4,234,0,0,0,0,87.0,31,162,5.23,2,17,26,65.4,124,1,0,6,59,89.3,20,112,5.6,0
DEN,9,2000,2000-09-04,9:07,8:07,@,LAR,22,1,1,Mon,L 36-41,,36,41,-5,77,19,29,65.5,274,2,0,4,33,119.0,28,150,5.36,1,25,35,71.4,433,3,3,2,8,106.0,18,80,4.44,2
LAR,22,2000,2000-09-04,9:07,8:07,,DEN,9,1,1,Mon,W 41-36,,41,36,5,77,25,35,71.4,433,3,3,2,8,106.0,18,80,4.44,2,19,29,65.5,274,2,0,4,33,119.0,28,150,5.36,1
ATL,1,2000,2000-09-10,4:16,2:16,@,DEN,9,2,2,Sun,L 14-42,,14,42,-28,56,12,29,41.4,139,1,0,6,32,68.0,13,47,3.62,0,20,33,60.6,255,3,0,2,13,115.1,39,152,3.9,2
BUF,2,2000,2000-09-10,1:01,1:01,,GNB,11,2,2,Sun,W 27-18,,27,18,9,45,18,26,69.2,220,3,1,5,39,117.5,34,89,2.62,0,25,35,71.4,234,2,0,4,35,108.5,16,40,2.5,0
CAR,29,2000,2000-09-10,4:15,1:15,@,SFO,28,2,2,Sun,W 38-22,,38,22,16,60,24,32,75.0,352,3,1,2,12,128.6,34,98,2.88,2,22,40,55.0,301,1,1,1,6,77.2,22,90,4.09,2
CHI,3,2000,2000-09-10,1:01,1:01,@,TAM,25,2,2,Sun,L 0-41,,0,41,-41,41,15,29,51.7,49,0,2,5,47,29.0,22,116,5.27,0,13,24,54.2,171,2,0,2,15,104.7,36,156,4.33,2
CIN,4,2000,2000-09-10,1:00,1:00,,CLE,5,2,1,Sun,L 7-24,,7,24,-17,31,15,43,34.9,207,1,2,7,43,39.6,19,111,5.84,0,19,31,61.3,249,2,1,1,10,94.7,33,105,3.18,1
CLE,5,2000,2000-09-10,1:00,1:00,@,CIN,4,2,2,Sun,W 24-7,,24,7,17,31,19,31,61.3,249,2,1,1,10,94.7,33,105,3.18,1,15,43,34.9,207,1,2,7,43,39.6,19,111,5.84,0
IND,6,2000,2000-09-10,1:00,12:00,,OAK,27,2,2,Sun,L 31-38,,31,38,-7,69,33,48,68.8,351,3,2,2,16,93.3,20,111,5.55,1,15,22,68.2,207,0,0,0,0,98.1,38,152,4.0,5
ARI,7,2000,2000-09-10,8:35,5:35,,DAL,8,2,2,Sun,W 32-31,,32,31,1,63,18,24,75.0,224,2,0,2,19,131.2,33,98,2.97,1,24,34,70.6,240,3,0,1,3,119.7,22,90,4.09,0
DAL,8,2000,2000-09-10,8:35,5:35,@,ARI,7,2,2,Sun,L 31-32,,31,32,-1,63,24,34,70.6,240,3,0,1,3,119.7,22,90,4.09,0,18,24,75.0,224,2,0,2,19,131.2,33,98,2.97,1
DEN,9,2000,2000-09-10,4:16,2:16,,ATL,1,2,2,Sun,W 42-14,,42,14,28,56,20,33,60.6,255,3,0,2,13,115.1,39,152,3.9,2,12,29,41.4,139,1,0,6,32,68.0,13,47,3.62,0
DET,10,2000,2000-09-10,4:16,4:16,,WAS,26,2,2,Sun,W 15-10,,15,10,5,25,16,31,51.6,182,0,2,2,12,42.7,24,62,2.58,0,23,35,65.7,229,1,4,1,16,54.0,23,104,4.52,0
GNB,11,2000,2000-09-10,1:01,1:01,@,BUF,2,2,2,Sun,L 18-27,,18,27,-9,45,25,35,71.4,234,2,0,4,35,108.5,16,40,2.5,0,18,26,69.2,220,3,1,5,39,117.5,34,89,2.62,0
JAX,30,2000,2000-09-10,1:02,1:02,@,BAL,31,2,2,Sun,L 36-39,,36,39,-3,75,28,50,56.0,375,3,2,4,11,83.3,21,46,2.19,0,23,40,57.5,242,5,2,3,20,94.0,18,89,4.94,0
KAN,12,2000,2000-09-10,1:03,12:03,@,TEN,19,2,2,Sun,L 14-17,OT,14,17,-3,31,13,21,61.9,127,1,0,3,17,94.7,33,62,1.88,0,23,36,63.9,232,2,2,4,23,77.5,29,121,4.17,0
MIA,13,2000,2000-09-10,12:00,12:00,@,MIN,14,2,2,Sun,L 7-13,,7,13,-6,20,12,31,38.7,160,1,1,3,15,53.2,16,49,3.06,0,23,37,62.2,343,1,3,3,12,67.7,28,125,4.46,0
MIN,14,2000,2000-09-10,12:00,12:00,,MIA,13,2,2,Sun,W 13-7,,13,7,6,20,23,37,62.2,343,1,3,3,12,67.7,28,125,4.46,0,12,31,38.7,160,1,1,3,15,53.2,16,49,3.06,0
NOR,15,2000,2000-09-10,4:15,1:15,@,LAC,23,2,2,Sun,W 28-27,,28,27,1,55,33,46,71.7,259,3,2,0,0,88.9,31,64,2.06,0,13,26,50.0,116,1,2,5,21,43.1,20,72,3.6,1
NYG,17,2000,2000-09-10,1:02,1:02,@,PHI,20,2,2,Sun,W 33-18,,33,18,15,51,21,29,72.4,220,2,0,1,0,117.0,39,167,4.28,1,19,33,57.6,181,1,0,3,33,83.0,12,56,4.67,1
TEN,19,2000,2000-09-10,1:03,12:03,,KAN,12,2,2,Sun,W 17-14,OT,17,14,3,31,23,36,63.9,232,2,2,4,23,77.5,29,121,4.17,0,13,21,61.9,127,1,0,3,17,94.7,33,62,1.88,0
