Team,Team Code,Year,Date,Time,LTime,Loc,Opponent,Team Code opp,Week,G,Day,Result,OT,Points For,Points Against,Points Difference,Points Combined,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Sk,Yds,Pass Rate,Rush Att,Rush Yard,Rush Avg,Rush TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Pass Int opp,Sk opp,Yds opp,Pass Rate opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp
NYG,17,2002,2002-09-05,8:38,8:38,,SFO,28,1,1,Thu,L 13-16,,13,16,-3,29,28,45,62.2,318,0,3,3,24,55.6,22,43,1.95,1,16,26,61.5,166,1,1,0,0,76.8,25,113,4.52,0
SFO,28,2002,2002-09-05,8:38,8:38,@,NYG,17,1,1,Thu,W 16-13,,16,13,3,29,16,26,61.5,166,1,1,0,0,76.8,25,113,4.52,0,28,45,62.2,318,0,3,3,24,55.6,22,43,1.95,1
ATL,1,2002,2002-09-08,1:04,12:04,@,GNB,11,1,1,Sun,L 34-37,OT,34,37,-3,71,15,23,65.2,194,1,0,4,15,106.1,30,180,6.0,3,25,36,69.4,273,2,0,2,11,110.1,38,211,5.55,2
BUF,2,2002,2002-09-08,1:04,1:04,,NYJ,18,1,1,Sun,L 31-37,OT,31,37,-6,68,26,39,66.7,242,1,2,4,29,70.7,32,142,4.44,3,24,30,80.0,193,2,0,3,17,115.7,14,73,5.21,0
CAR,29,2002,2002-09-08,1:04,1:04,,BAL,31,1,1,Sun,W 10-7,,10,7,3,17,12,19,63.2,120,1,0,2,16,98.6,36,145,4.03,0,20,34,58.8,212,1,1,2,6,74.6,19,77,4.05,0
CHI,3,2002,2002-09-08,1:04,12:04,,MIN,14,1,1,Sun,W 27-23,,27,23,4,50,20,33,60.6,288,2,1,1,9,96.5,26,80,3.08,1,16,28,57.1,228,1,2,1,6,65.8,33,140,4.24,1
CIN,4,2002,2002-09-08,1:04,1:04,,LAC,23,1,1,Sun,L 6-34,,6,34,-28,40,18,31,58.1,167,0,1,4,31,59.5,13,36,2.77,0,15,19,78.9,160,2,0,1,0,136.8,45,241,5.36,2
CLE,5,2002,2002-09-08,1:04,1:04,,KAN,12,1,1,Sun,L 39-40,,39,40,-1,79,28,40,70.0,352,4,0,1,7,130.4,20,59,2.95,0,20,29,69.0,276,1,1,0,0,96.3,30,194,6.47,4
IND,6,2002,2002-09-08,1:04,1:04,@,JAX,30,1,1,Sun,W 28-25,,28,25,3,53,19,31,61.3,203,3,0,1,8,112.7,28,104,3.71,0,22,36,61.1,225,2,1,1,3,86.0,32,118,3.69,1
ARI,7,2002,2002-09-08,1:05,1:05,@,WAS,26,1,1,Sun,L 23-31,,23,31,-8,54,14,36,38.9,187,1,1,1,0,53.8,20,70,3.5,1,28,40,70.0,320,3,1,1,7,108.3,32,122,3.81,1
