Team,Team Code,Year,Date,Time,LTime,Loc,Opponent,Team Code opp,Week,G,Day,Result,OT,Points For,Points Against,Points Difference,Points Combined,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Sk,Yds,Pass Rate,Rush Att,Rush Yard,Rush Avg,Rush TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Pass Int opp,Sk opp,Yds opp,Pass Rate opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp
MIA,13,2006,2006-09-07,8:37,8:37,@,PIT,21,1,1,Thu,L 17-28,,17,28,-11,45,18,37,48.6,240,0,2,3,22,47.1,18,38,2.11,2,15,25,60.0,196,3,0,3,13,124.3,38,146,3.84,0
PIT,21,2006,2006-09-07,8:37,8:37,,MIA,13,1,1,Thu,W 28-17,,28,17,11,45,15,25,60.0,196,3,0,3,13,124.3,38,146,3.84,0,18,37,48.6,240,0,2,3,22,47.1,18,38,2.11,2
ATL,1,2006,2006-09-10,1:03,1:03,@,CAR,29,1,1,Sun,W 20-6,,20,6,14,26,10,22,45.5,133,2,0,1,7,95.5,47,252,5.36,0,21,39,53.8,150,0,1,4,36,52.3,16,65,4.06,0
BUF,2,2006,2006-09-10,1:02,1:02,@,NEW,16,1,1,Sun,L 17-19,,17,19,-2,36,15,23,65.2,141,0,0,3,23,82.0,24,99,4.13,1,11,23,47.8,136,2,1,3,27,77.4,41,183,4.46,0
CAR,29,2006,2006-09-10,1:03,1:03,,ATL,1,1,1,Sun,L 6-20,,6,20,-14,26,21,39,53.8,150,0,1,4,36,52.3,16,65,4.06,0,10,22,45.5,133,2,0,1,7,95.5,47,252,5.36,0
CHI,3,2006,2006-09-10,4:15,3:15,@,GNB,11,1,1,Sun,W 26-0,,26,0,26,26,19,27,70.4,252,1,1,1,6,96.5,36,109,3.03,0,16,30,53.3,164,0,2,3,22,41.5,23,103,4.48,0
CIN,4,2006,2006-09-10,1:00,12:00,@,KAN,12,1,1,Sun,W 23-10,,23,10,13,33,13,19,68.4,120,0,0,1,7,85.4,34,116,3.41,2,23,35,65.7,176,1,1,7,54,75.4,25,113,4.52,0
CLE,5,2006,2006-09-10,1:04,1:04,,NOR,15,1,1,Sun,L 14-19,,14,19,-5,33,16,27,59.3,101,1,2,5,31,48.5,22,85,3.86,1,16,30,53.3,170,1,1,0,0,67.4,41,156,3.8,0
IND,6,2006,2006-09-10,8:24,8:24,@,NYG,17,1,1,Sun,W 26-21,,26,21,5,47,25,41,61.0,272,1,1,1,4,78.5,23,55,2.39,1,20,34,58.8,247,2,1,0,0,88.7,28,186,6.64,1
ARI,7,2006,2006-09-10,4:15,1:15,,SFO,28,1,1,Sun,W 34-27,,34,27,7,61,23,37,62.2,283,3,0,3,18,112.8,29,84,2.9,1,23,40,57.5,286,1,0,1,2,88.1,18,107,5.94,2
DAL,8,2006,2006-09-10,4:15,4:15,@,JAX,30,1,1,Sun,L 17-24,,17,24,-7,41,16,33,48.5,235,1,3,2,11,44.4,22,88,4.0,1,23,34,67.6,229,1,1,1,8,84.1,32,78,2.44,2
DEN,9,2006,2006-09-10,1:02,12:02,@,LAR,22,1,1,Sun,L 10-18,,10,18,-8,28,13,26,50.0,98,0,3,4,40,19.9,25,161,6.44,1,18,34,52.9,195,0,0,3,22,70.1,28,125,4.46,0
DET,10,2006,2006-09-10,1:04,1:04,,SEA,24,1,1,Sun,L 6-9,,6,9,-3,15,21,37,56.8,213,0,0,3,16,73.4,17,38,2.24,0,25,30,83.3,173,0,0,5,37,90.7,26,91,3.5,0
GNB,11,2006,2006-09-10,4:15,3:15,,CHI,3,1,1,Sun,L 0-26,,0,26,-26,26,16,30,53.3,164,0,2,3,22,41.5,23,103,4.48,0,19,27,70.4,252,1,1,1,6,96.5,36,109,3.03,0
HOU,32,2006,2006-09-10,1:02,12:02,,PHI,20,1,1,Sun,L 10-24,,10,24,-14,34,18,27,66.7,171,1,0,5,37,96.4,20,70,3.5,0,24,35,68.6,311,3,1,1,3,112.9,30,130,4.33,0
JAX,30,2006,2006-09-10,4:15,4:15,,DAL,8,1,1,Sun,W 24-17,,24,17,7,41,23,34,67.6,229,1,1,1,8,84.1,32,78,2.44,2,16,33,48.5,235,1,3,2,11,44.4,22,88,4.0,1
KAN,12,2006,2006-09-10,1:00,12:00,,CIN,4,1,1,Sun,L 10-23,,10,23,-13,33,23,35,65.7,176,1,1,7,54,75.4,25,113,4.52,0,13,19,68.4,120,0,0,1,7,85.4,34,116,3.41,2
NOR,15,2006,2006-09-10,1:04,1:04,@,CLE,5,1,1,Sun,W 19-14,,19,14,5,33,16,30,53.3,170,1,1,0,0,67.4,41,156,3.8,0,16,27,59.3,101,1,2,5,31,48.5,22,85,3.86,1
NEW,16,2006,2006-09-10,1:02,1:02,,BUF,2,1,1,Sun,W 19-17,,19,17,2,36,11,23,47.8,136,2,1,3,27,77.4,41,183,4.46,0,15,23,65.2,141,0,0,3,23,82.0,24,99,4.13,1
NYG,17,2006,2006-09-10,8:24,8:24,,IND,6,1,1,Sun,L 21-26,,21,26,-5,47,20,34,58.8,247,2,1,0,0,88.7,28,186,6.64,1,25,41,61.0,272,1,1,1,4,78.5,23,55,2.39,1
NYJ,18,2006,2006-09-10,1:03,12:03,@,TEN,19,1,1,Sun,W 23-16,,23,16,7,39,24,33,72.7,302,2,0,2,17,121.0,34,91,2.68,1,20,42,47.6,242,0,3,2,8,36.0,25,86,3.44,2
TEN,19,2006,2006-09-10,1:03,12:03,,NYJ,18,1,1,Sun,L 16-23,,16,23,-7,39,20,42,47.6,242,0,3,2,8,36.0,25,86,3.44,2,24,33,72.7,302,2,0,2,17,121.0,34,91,2.68,1
PHI,20,2006,2006-09-10,1:02,12:02,@,HOU,32,1,1,Sun,W 24-10,,24,10,14,34,24,35,68.6,311,3,1,1,3,112.9,30,130,4.33,0,18,27,66.7,171,1,0,5,37,96.4,20,70,3.5,0
