Team,Team Code,Year,Date,Time,LTime,Loc,Opponent,Team Code opp,Week,G,Day,Result,OT,Points For,Points Against,Points Difference,Points Combined,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Sk,Yds,Pass Rate,Rush Att,Rush Yard,Rush Avg,Rush TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Pass Int opp,Sk opp,Yds opp,Pass Rate opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp
DET,10,2011,2011-09-11,1:06,1:06,@,TAM,25,1,1,Sun,W 27-20,,27,20,7,47,24,33,72.7,305,3,1,0,0,118.9,35,126,3.6,0,29,46,63.0,259,1,1,2,7,76.3,16,56,3.5,0
HOU,32,2011,2011-09-11,1:05,12:05,,IND,6,1,1,Sun,W 34-7,,34,7,27,41,17,24,70.8,217,1,2,1,3,78.0,41,167,4.07,2,16,31,51.6,172,1,0,3,25,79.0,16,64,4.0,0
JAX,30,2011,2011-09-11,1:05,1:05,,TEN,19,1,1,Sun,W 16-14,,16,14,2,30,17,24,70.8,160,0,0,2,15,88.9,47,163,3.47,1,21,34,61.8,249,2,1,2,14,91.4,13,43,3.31,0
KAN,12,2011,2011-09-11,1:06,12:06,,BUF,2,1,1,Sun,L 7-41,,7,41,-34,48,22,36,61.1,105,1,1,2,14,63.2,18,108,6.0,0,17,26,65.4,201,4,1,1,7,112.3,39,163,4.18,1
MIN,14,2011,2011-09-11,4:20,1:20,@,LAC,23,1,1,Sun,L 17-24,,17,24,-7,41,7,15,46.7,28,1,1,2,11,47.9,26,159,6.12,0,33,48,68.8,330,2,2,2,5,84.5,27,77,2.85,1
NYG,17,2011,2011-09-11,4:23,4:23,@,WAS,26,1,1,Sun,L 14-28,,14,28,-14,42,18,32,56.3,240,0,1,4,28,67.2,20,75,3.75,2,21,34,61.8,258,2,0,4,47,104.8,26,74,2.85,1
NYJ,18,2011,2011-09-11,8:33,8:33,,DAL,8,1,1,Sun,W 27-24,,27,24,3,51,26,44,59.1,315,2,1,4,20,86.8,16,45,2.81,0,23,36,63.9,326,2,1,4,16,100.0,26,64,2.46,1
TEN,19,2011,2011-09-11,1:05,1:05,@,JAX,30,1,1,Sun,L 14-16,,14,16,-2,30,21,34,61.8,249,2,1,2,14,91.4,13,43,3.31,0,17,24,70.8,160,0,0,2,15,88.9,47,163,3.47,1
PHI,20,2011,2011-09-11,1:00,12:00,@,LAR,22,1,1,Sun,W 31-13,,31,13,18,44,14,32,43.8,167,2,0,3,20,81.1,32,236,7.38,1,18,35,51.4,181,0,0,5,28,66.5,26,154,5.92,1
PIT,21,2011,2011-09-11,1:05,1:05,@,BAL,31,1,1,Sun,L 7-35,,7,35,-28,42,22,41,53.7,246,1,3,4,34,49.4,16,66,4.13,0,17,29,58.6,215,3,0,1,9,116.3,31,170,5.48,1
LAR,22,2011,2011-09-11,1:00,12:00,,PHI,20,1,1,Sun,L 13-31,,13,31,-18,44,18,35,51.4,181,0,0,5,28,66.5,26,154,5.92,1,14,32,43.8,167,2,0,3,20,81.1,32,236,7.38,1
BAL,31,2011,2011-09-11,1:05,1:05,,PIT,21,1,1,Sun,W 35-7,,35,7,28,42,17,29,58.6,215,3,0,1,9,116.3,31,170,5.48,1,22,41,53.7,246,1,3,4,34,49.4,16,66,4.13,0
LAC,23,2011,2011-09-11,4:20,1:20,,MIN,14,1,1,Sun,W 24-17,,24,17,7,41,33,48,68.8,330,2,2,2,5,84.5,27,77,2.85,1,7,15,46.7,28,1,1,2,11,47.9,26,159,6.12,0
SEA,24,2011,2011-09-11,4:22,1:22,@,SFO,28,1,1,Sun,L 17-33,,17,33,-16,50,21,37,56.8,155,2,1,5,42,73.6,22,64,2.91,0,15,20,75.0,124,0,0,0,0,90.4,32,85,2.66,1
SFO,28,2011,2011-09-11,4:22,1:22,,SEA,24,1,1,Sun,W 33-17,,33,17,16,50,15,20,75.0,124,0,0,0,0,90.4,32,85,2.66,1,21,37,56.8,155,2,1,5,42,73.6,22,64,2.91,0
TAM,25,2011,2011-09-11,1:06,1:06,,DET,10,1,1,Sun,L 20-27,,20,27,-7,47,29,46,63.0,259,1,1,2,7,76.3,16,56,3.5,0,24,33,72.7,305,3,1,0,0,118.9,35,126,3.6,0
WAS,26,2011,2011-09-11,4:23,4:23,,NYG,17,1,1,Sun,W 28-14,,28,14,14,42,21,34,61.8,258,2,0,4,47,104.8,26,74,2.85,1,18,32,56.3,240,0,1,4,28,67.2,20,75,3.75,2
DEN,9,2011,2011-09-12,10:26,8:26,,OAK,27,1,1,Mon,L 20-23,,20,23,-3,43,24,46,52.2,272,1,1,5,32,68.4,13,38,2.92,0,13,22,59.1,99,1,0,1,6,85.2,39,190,4.87,1
MIA,13,2011,2011-09-12,7:13,7:13,,NEW,16,1,1,Mon,L 24-38,,24,38,-14,62,30,49,61.2,390,2,1,4,26,91.4,20,98,4.9,1,32,48,66.7,516,4,1,1,1,121.5,22,106,4.82,1
NEW,16,2011,2011-09-12,7:13,7:13,@,MIA,13,1,1,Mon,W 38-24,,38,24,14,62,32,48,66.7,516,4,1,1,1,121.5,22,106,4.82,1,30,49,61.2,390,2,1,4,26,91.4,20,98,4.9,1
OAK,27,2011,2011-09-12,10:26,8:26,@,DEN,9,1,1,Mon,W 23-20,,23,20,3,43,13,22,59.1,99,1,0,1,6,85.2,39,190,4.87,1,24,46,52.2,272,1,1,5,32,68.4,13,38,2.92,0
ATL,1,2011,2011-09-18,8:30,8:30,,PHI,20,2,2,Sun,W 35-31,,35,31,4,66,17,28,60.7,180,4,2,4,15,89.3,29,138,4.76,1,26,37,70.3,314,2,1,0,0,102.8,30,133,4.43,2
BUF,2,2011,2011-09-18,1:03,1:03,,OAK,27,2,2,Sun,W 38-35,,38,35,3,73,28,46,60.9,258,3,1,1,6,88.9,24,223,9.29,2,23,33,69.7,323,2,1,0,0,108.5,30,131,4.37,3
CAR,29,2011,2011-09-18,1:02,1:02,,GNB,11,2,2,Sun,L 23-30,,23,30,-7,53,28,46,60.9,404,1,3,4,28,69.5,21,71,3.38,1,19,30,63.3,295,2,0,1,13,118.1,21,124,5.9,1
CHI,3,2011,2011-09-18,1:02,12:02,@,NOR,15,2,2,Sun,L 13-30,,13,30,-17,43,19,45,42.2,186,1,0,6,58,61.9,12,60,5.0,0,26,37,70.3,264,3,0,1,6,117.4,29,118,4.07,0
CIN,4,2011,2011-09-18,4:15,2:15,@,DEN,9,2,2,Sun,L 22-24,,22,24,-2,46,27,41,65.9,310,2,0,2,22,104.7,20,72,3.6,0,15,25,60.0,187,2,0,2,8,109.9,36,131,3.64,1
CLE,5,2011,2011-09-18,1:02,1:02,@,IND,6,2,2,Sun,W 27-19,,27,19,8,46,22,32,68.8,197,1,0,1,14,95.4,34,106,3.12,2,19,38,50.0,176,1,1,2,15,60.9,26,109,4.19,0
IND,6,2011,2011-09-18,1:02,1:02,,CLE,5,2,2,Sun,L 19-27,,19,27,-8,46,19,38,50.0,176,1,1,2,15,60.9,26,109,4.19,0,22,32,68.8,197,1,0,1,14,95.4,34,106,3.12,2
ARI,7,2011,2011-09-18,1:03,1:03,@,WAS,26,2,2,Sun,L 21-22,,21,22,-1,43,17,30,56.7,231,2,1,3,20,89.7,15,93,6.2,1,25,43,58.1,283,2,2,1,8,74.1,35,172,4.91,0
DAL,8,2011,2011-09-18,4:05,1:05,@,SFO,28,2,2,Sun,W 27-24,OT,27,24,3,51,26,43,60.5,427,3,2,1,5,97.7,22,45,2.05,0,16,24,66.7,132,2,1,6,47,91.0,24,74,3.08,1
DEN,9,2011,2011-09-18,4:15,2:15,,CIN,4,2,2,Sun,W 24-22,,24,22,2,46,15,25,60.0,187,2,0,2,8,109.9,36,131,3.64,1,27,41,65.9,310,2,0,2,22,104.7,20,72,3.6,0
DET,10,2011,2011-09-18,1:02,1:02,,KAN,12,2,2,Sun,W 48-3,,48,3,45,51,24,40,60.0,322,4,1,0,0,108.5,30,89,2.97,2,15,23,65.2,116,0,3,2,17,37.9,29,151,5.21,0
GNB,11,2011,2011-09-18,1:02,1:02,@,CAR,29,2,2,Sun,W 30-23,,30,23,7,53,19,30,63.3,295,2,0,1,13,118.1,21,124,5.9,1,28,46,60.9,404,1,3,4,28,69.5,21,71,3.38,1
HOU,32,2011,2011-09-18,4:15,4:15,@,MIA,13,2,2,Sun,W 23-13,,23,13,10,36,21,29,72.4,207,2,0,3,23,115.2,36,138,3.83,0,12,30,40.0,153,1,1,2,17,53.9,28,153,5.46,0
JAX,30,2011,2011-09-18,1:02,1:02,@,NYJ,18,2,2,Sun,L 3-32,,3,32,-29,35,11,25,44.0,91,0,4,2,20,14.3,27,112,4.15,0,17,24,70.8,182,2,2,1,0,85.8,32,101,3.16,1
KAN,12,2011,2011-09-18,1:02,1:02,@,DET,10,2,2,Sun,L 3-48,,3,48,-45,51,15,23,65.2,116,0,3,2,17,37.9,29,151,5.21,0,24,40,60.0,322,4,1,0,0,108.5,30,89,2.97,2
MIA,13,2011,2011-09-18,4:15,4:15,,HOU,32,2,2,Sun,L 13-23,,13,23,-10,36,12,30,40.0,153,1,1,2,17,53.9,28,153,5.46,0,21,29,72.4,207,2,0,3,23,115.2,36,138,3.83,0
MIN,14,2011,2011-09-18,1:05,12:05,,TAM,25,2,2,Sun,L 20-24,,20,24,-4,44,18,30,60.0,212,0,0,2,16,81.5,33,186,5.64,2,22,31,71.0,230,1,1,2,13,89.4,19,105,5.53,2
NOR,15,2011,2011-09-18,1:02,12:02,,CHI,3,2,2,Sun,W 30-13,,30,13,17,43,26,37,70.3,264,3,0,1,6,117.4,29,118,4.07,0,19,45,42.2,186,1,0,6,58,61.9,12,60,5.0,0
NEW,16,2011,2011-09-18,4:15,4:15,,LAC,23,2,2,Sun,W 35-21,,35,21,14,56,31,40,77.5,410,3,0,2,13,134.4,25,94,3.76,1,29,40,72.5,372,2,2,2,6,97.1,24,98,4.08,1
NYJ,18,2011,2011-09-18,1:02,1:02,,JAX,30,2,2,Sun,W 32-3,,32,3,29,35,17,24,70.8,182,2,2,1,0,85.8,32,101,3.16,1,11,25,44.0,91,0,4,2,20,14.3,27,112,4.15,0
TEN,19,2011,2011-09-18,1:02,12:02,,BAL,31,2,2,Sun,W 26-13,,26,13,13,39,30,42,71.4,358,1,1,0,0,95.1,29,74,2.55,1,15,32,46.9,184,1,2,3,13,49.5,17,45,2.65,0
PHI,20,2011,2011-09-18,8:30,8:30,@,ATL,1,2,2,Sun,L 31-35,,31,35,-4,66,26,37,70.3,314,2,1,0,0,102.8,30,133,4.43,2,17,28,60.7,180,4,2,4,15,89.3,29,138,4.76,1
PIT,21,2011,2011-09-18,1:02,1:02,,SEA,24,2,2,Sun,W 24-0,,24,0,24,24,23,31,74.2,297,1,0,2,16,114.6,35,124,3.54,2,20,29,69.0,133,0,0,5,26,78.7,13,31,2.38,0
OAK,27,2011,2011-09-18,1:03,1:03,@,BUF,2,2,2,Sun,L 35-38,,35,38,-3,73,23,33,69.7,323,2,1,0,0,108.5,30,131,4.37,3,28,46,60.9,258,3,1,1,6,88.9,24,223,9.29,2
BAL,31,2011,2011-09-18,1:02,12:02,@,TEN,19,2,2,Sun,L 13-26,,13,26,-13,39,15,32,46.9,184,1,2,3,13,49.5,17,45,2.65,0,30,42,71.4,358,1,1,0,0,95.1,29,74,2.55,1
LAC,23,2011,2011-09-18,4:15,4:15,@,NEW,16,2,2,Sun,L 21-35,,21,35,-14,56,29,40,72.5,372,2,2,2,6,97.1,24,98,4.08,1,31,40,77.5,410,3,0,2,13,134.4,25,94,3.76,1
SEA,24,2011,2011-09-18,1:02,1:02,@,PIT,21,2,2,Sun,L 0-24,,0,24,-24,24,20,29,69.0,133,0,0,5,26,78.7,13,31,2.38,0,23,31,74.2,297,1,0,2,16,114.6,35,124,3.54,2
SFO,28,2011,2011-09-18,4:05,1:05,,DAL,8,2,2,Sun,L 24-27,OT,24,27,-3,51,16,24,66.7,132,2,1,6,47,91.0,24,74,3.08,1,26,43,60.5,427,3,2,1,5,97.7,22,45,2.05,0
TAM,25,2011,2011-09-18,1:05,12:05,@,MIN,14,2,2,Sun,W 24-20,,24,20,4,44,22,31,71.0,230,1,1,2,13,89.4,19,105,5.53,2,18,30,60.0,212,0,0,2,16,81.5,33,186,5.64,2
WAS,26,2011,2011-09-18,1:03,1:03,,ARI,7,2,2,Sun,W 22-21,,22,21,1,43,25,43,58.1,283,2,2,1,8,74.1,35,172,4.91,0,17,30,56.7,231,2,1,3,20,89.7,15,93,6.2,1
NYG,17,2011,2011-09-19,8:40,8:40,,LAR,22,2,2,Mon,W 28-16,,28,16,12,44,19,30,63.3,204,2,1,3,19,91.5,38,119,3.13,1,22,46,47.8,308,1,0,2,23,77.1,19,59,3.11,0
LAR,22,2011,2011-09-19,8:40,8:40,@,NYG,17,2,2,Mon,L 16-28,,16,28,-12,44,22,46,47.8,308,1,0,2,23,77.1,19,59,3.11,0,19,30,63.3,204,2,1,3,19,91.5,38,119,3.13,1
ATL,1,2011,2011-09-25,4:16,4:16,@,TAM,25,3,3,Sun,L 13-16,,13,16,-3,29,26,47,55.3,295,1,1,4,35,72.6,15,30,2.0,0,22,32,68.8,180,0,2,0,0,56.8,36,115,3.19,1
BUF,2,2011,2011-09-25,1:03,1:03,,NEW,16,3,3,Sun,W 34-31,,34,31,3,65,27,40,67.5,369,2,2,0,0,92.6,20,79,3.95,1,30,45,66.7,387,4,4,0,0,86.1,26,108,4.15,0
CAR,29,2011,2011-09-25,1:02,1:02,,JAX,30,3,3,Sun,W 16-10,,16,10,6,26,18,34,52.9,158,1,0,0,0,75.4,28,107,3.82,0,12,21,57.1,129,1,1,2,10,71.3,34,128,3.76,0
CHI,3,2011,2011-09-25,4:15,3:15,,GNB,11,3,3,Sun,L 17-27,,17,27,-10,44,21,37,56.8,278,2,2,3,24,76.2,12,13,1.08,0,28,38,73.7,292,3,1,2,5,110.9,29,100,3.45,0
CIN,4,2011,2011-09-25,1:02,1:02,,SFO,28,3,3,Sun,L 8-13,,8,13,-5,21,17,32,53.1,149,0,2,1,8,39.7,20,79,3.95,0,20,30,66.7,176,0,0,5,25,82.1,29,50,1.72,1
CLE,5,2011,2011-09-25,1:02,1:02,,MIA,13,3,3,Sun,W 17-16,,17,16,1,33,19,39,48.7,210,2,1,0,0,71.5,19,70,3.68,0,19,29,65.5,231,1,1,5,24,87.0,38,138,3.63,0
IND,6,2011,2011-09-25,8:30,8:30,,PIT,21,3,3,Sun,L 20-23,,20,23,-3,43,18,40,45.0,144,0,0,1,9,54.6,21,97,4.62,1,25,37,67.6,341,1,1,3,23,94.5,28,67,2.39,0
ARI,7,2011,2011-09-25,4:15,1:15,@,SEA,24,3,3,Sun,L 10-13,,10,13,-3,23,25,39,64.1,234,1,2,3,18,67.7,28,90,3.21,0,18,31,58.1,139,0,1,4,32,55.7,30,122,4.07,1
DEN,9,2011,2011-09-25,1:02,12:02,@,TEN,19,3,3,Sun,L 14-17,,14,17,-3,31,24,39,61.5,172,2,2,1,1,67.5,23,59,2.57,0,27,36,75.0,295,2,0,2,16,117.2,23,38,1.65,0
DET,10,2011,2011-09-25,1:05,12:05,@,MIN,14,3,3,Sun,W 26-23,OT,26,23,3,49,32,46,69.6,338,2,0,5,40,105.2,19,20,1.05,0,22,36,61.1,189,1,0,4,22,84.1,23,132,5.74,1
GNB,11,2011,2011-09-25,4:15,3:15,@,CHI,3,3,3,Sun,W 27-17,,27,17,10,44,28,38,73.7,292,3,1,2,5,110.9,29,100,3.45,0,21,37,56.8,278,2,2,3,24,76.2,12,13,1.08,0
HOU,32,2011,2011-09-25,1:02,12:02,@,NOR,15,3,3,Sun,L 33-40,,33,40,-7,73,22,39,56.4,364,3,1,2,9,102.9,25,109,4.36,0,31,44,70.5,354,3,2,2,16,98.1,22,100,4.55,2
JAX,30,2011,2011-09-25,1:02,1:02,@,CAR,29,3,3,Sun,L 10-16,,10,16,-6,26,12,21,57.1,129,1,1,2,10,71.3,34,128,3.76,0,18,34,52.9,158,1,0,0,0,75.4,28,107,3.82,0
KAN,12,2011,2011-09-25,4:05,1:05,@,LAC,23,3,3,Sun,L 17-20,,17,20,-3,37,17,24,70.8,171,2,1,1,5,101.2,27,81,3.0,0,24,38,63.2,258,0,2,2,8,61.1,30,117,3.9,2
MIA,13,2011,2011-09-25,1:02,1:02,@,CLE,5,3,3,Sun,L 16-17,,16,17,-1,33,19,29,65.5,231,1,1,5,24,87.0,38,138,3.63,0,19,39,48.7,210,2,1,0,0,71.5,19,70,3.68,0
MIN,14,2011,2011-09-25,1:05,12:05,,DET,10,3,3,Sun,L 23-26,OT,23,26,-3,49,22,36,61.1,189,1,0,4,22,84.1,23,132,5.74,1,32,46,69.6,338,2,0,5,40,105.2,19,20,1.05,0
NOR,15,2011,2011-09-25,1:02,12:02,,HOU,32,3,3,Sun,W 40-33,,40,33,7,73,31,44,70.5,354,3,2,2,16,98.1,22,100,4.55,2,22,39,56.4,364,3,1,2,9,102.9,25,109,4.36,0
NEW,16,2011,2011-09-25,1:03,1:03,@,BUF,2,3,3,Sun,L 31-34,,31,34,-3,65,30,45,66.7,387,4,4,0,0,86.1,26,108,4.15,0,27,40,67.5,369,2,2,0,0,92.6,20,79,3.95,1
NYG,17,2011,2011-09-25,1:03,1:03,@,PHI,20,3,3,Sun,W 29-16,,29,16,13,45,16,23,69.6,232,4,0,3,22,141.7,25,102,4.08,0,20,30,66.7,199,0,3,2,12,45.7,40,177,4.43,1
NYJ,18,2011,2011-09-25,4:04,1:04,@,OAK,27,3,3,Sun,L 24-34,,24,34,-10,58,27,44,61.4,339,2,1,4,30,91.0,25,100,4.0,1,18,27,66.7,149,0,0,1,7,80.6,32,234,7.31,4
TEN,19,2011,2011-09-25,1:02,12:02,,DEN,9,3,3,Sun,W 17-14,,17,14,3,31,27,36,75.0,295,2,0,2,16,117.2,23,38,1.65,0,24,39,61.5,172,2,2,1,1,67.5,23,59,2.57,0
PHI,20,2011,2011-09-25,1:03,1:03,,NYG,17,3,3,Sun,L 16-29,,16,29,-13,45,20,30,66.7,199,0,3,2,12,45.7,40,177,4.43,1,16,23,69.6,232,4,0,3,22,141.7,25,102,4.08,0
PIT,21,2011,2011-09-25,8:30,8:30,@,IND,6,3,3,Sun,W 23-20,,23,20,3,43,25,37,67.6,341,1,1,3,23,94.5,28,67,2.39,0,18,40,45.0,144,0,0,1,9,54.6,21,97,4.62,1
OAK,27,2011,2011-09-25,4:04,1:04,,NYJ,18,3,3,Sun,W 34-24,,34,24,10,58,18,27,66.7,149,0,0,1,7,80.6,32,234,7.31,4,27,44,61.4,339,2,1,4,30,91.0,25,100,4.0,1
LAR,22,2011,2011-09-25,4:05,3:05,,BAL,31,3,3,Sun,L 7-37,,7,37,-30,44,16,32,50.0,132,1,1,5,34,58.3,26,112,4.31,0,27,48,56.3,385,3,0,2,4,103.2,26,168,6.46,0
BAL,31,2011,2011-09-25,4:05,3:05,@,LAR,22,3,3,Sun,W 37-7,,37,7,30,44,27,48,56.3,385,3,0,2,4,103.2,26,168,6.46,0,16,32,50.0,132,1,1,5,34,58.3,26,112,4.31,0
LAC,23,2011,2011-09-25,4:05,1:05,,KAN,12,3,3,Sun,W 20-17,,20,17,3,37,24,38,63.2,258,0,2,2,8,61.1,30,117,3.9,2,17,24,70.8,171,2,1,1,5,101.2,27,81,3.0,0
SEA,24,2011,2011-09-25,4:15,1:15,,ARI,7,3,3,Sun,W 13-10,,13,10,3,23,18,31,58.1,139,0,1,4,32,55.7,30,122,4.07,1,25,39,64.1,234,1,2,3,18,67.7,28,90,3.21,0
SFO,28,2011,2011-09-25,1:02,1:02,@,CIN,4,3,3,Sun,W 13-8,,13,8,5,21,20,30,66.7,176,0,0,5,25,82.1,29,50,1.72,1,17,32,53.1,149,0,2,1,8,39.7,20,79,3.95,0
TAM,25,2011,2011-09-25,4:16,4:16,,ATL,1,3,3,Sun,W 16-13,,16,13,3,29,22,32,68.8,180,0,2,0,0,56.8,36,115,3.19,1,26,47,55.3,295,1,1,4,35,72.6,15,30,2.0,0
DAL,8,2011,2011-09-26,8:41,7:41,,WAS,26,3,3,Mon,W 18-16,,18,16,2,34,22,36,61.1,250,0,1,1,5,70.4,26,125,4.81,0,22,37,59.5,233,1,1,3,17,75.6,22,65,2.95,0
WAS,26,2011,2011-09-26,8:41,7:41,@,DAL,8,3,3,Mon,L 16-18,,16,18,-2,34,22,37,59.5,233,1,1,3,17,75.6,22,65,2.95,0,22,36,61.1,250,0,1,1,5,70.4,26,125,4.81,0
ATL,1,2011,2011-10-02,4:05,1:05,@,SEA,24,4,4,Sun,W 30-28,,30,28,2,58,28,42,66.7,291,1,0,0,0,94.4,36,121,3.36,2,25,38,65.8,319,3,2,0,0,96.3,15,53,3.53,1
BUF,2,2011,2011-10-02,1:03,1:03,@,CIN,4,4,4,Sun,L 20-23,,20,23,-3,43,20,34,58.8,190,0,0,1,9,74.4,21,83,3.95,1,18,36,50.0,287,1,2,2,11,63.1,32,171,5.34,1
CAR,29,2011,2011-10-02,1:04,12:04,@,CHI,3,4,4,Sun,L 29-34,,29,34,-5,63,27,46,58.7,374,1,1,0,0,83.1,26,169,6.5,2,9,17,52.9,93,0,1,1,9,44.5,31,224,7.23,2
CHI,3,2011,2011-10-02,1:04,12:04,,CAR,29,4,4,Sun,W 34-29,,34,29,5,63,9,17,52.9,93,0,1,1,9,44.5,31,224,7.23,2,27,46,58.7,374,1,1,0,0,83.1,26,169,6.5,2
CIN,4,2011,2011-10-02,1:03,1:03,,BUF,2,4,4,Sun,W 23-20,,23,20,3,43,18,36,50.0,287,1,2,2,11,63.1,32,171,5.34,1,20,34,58.8,190,0,0,1,9,74.4,21,83,3.95,1
CLE,5,2011,2011-10-02,1:03,1:03,,TEN,19,4,4,Sun,L 13-31,,13,31,-18,44,40,61,65.6,332,1,1,4,18,78.0,22,84,3.82,0,10,21,47.6,220,3,1,0,0,105.2,29,112,3.86,0
ARI,7,2011,2011-10-02,4:05,1:05,,NYG,17,4,4,Sun,L 27-31,,27,31,-4,58,20,34,58.8,212,0,1,4,25,64.8,32,156,4.88,3,27,40,67.5,306,2,0,1,15,106.9,24,54,2.25,2
DAL,8,2011,2011-10-02,1:02,12:02,,DET,10,4,4,Sun,L 30-34,,30,34,-4,64,34,47,72.3,321,3,3,1,10,85.5,27,113,4.19,0,21,43,48.8,240,2,1,0,0,71.9,17,63,3.71,0
DEN,9,2011,2011-10-02,4:15,3:15,@,GNB,11,4,4,Sun,L 23-49,,23,49,-26,72,22,32,68.8,265,3,3,1,8,86.1,23,119,5.17,0,29,39,74.4,396,4,2,2,12,119.2,28,111,3.96,2
DET,10,2011,2011-10-02,1:02,12:02,@,DAL,8,4,4,Sun,W 34-30,,34,30,4,64,21,43,48.8,240,2,1,0,0,71.9,17,63,3.71,0,34,47,72.3,321,3,3,1,10,85.5,27,113,4.19,0
GNB,11,2011,2011-10-02,4:15,3:15,,DEN,9,4,4,Sun,W 49-23,,49,23,26,72,29,39,74.4,396,4,2,2,12,119.2,28,111,3.96,2,22,32,68.8,265,3,3,1,8,86.1,23,119,5.17,0
HOU,32,2011,2011-10-02,1:03,12:03,,PIT,21,4,4,Sun,W 17-10,,17,10,7,27,14,21,66.7,138,1,0,0,0,100.9,35,180,5.14,1,16,30,53.3,178,0,1,5,28,57.4,22,118,5.36,1
JAX,30,2011,2011-10-02,1:03,1:03,,NOR,15,4,4,Sun,L 10-23,,10,23,-13,33,16,42,38.1,170,1,1,3,26,48.7,17,104,6.12,0,31,44,70.5,326,1,2,3,25,80.3,34,177,5.21,1
KAN,12,2011,2011-10-02,1:02,12:02,,MIN,14,4,4,Sun,W 22-17,,22,17,5,39,18,29,62.1,247,1,0,3,13,100.8,28,103,3.68,0,18,30,60.0,190,2,1,2,12,86.8,30,151,5.03,0
MIA,13,2011,2011-10-02,4:15,1:15,@,LAC,23,4,4,Sun,L 16-26,,16,26,-10,42,20,30,66.7,176,0,2,3,18,54.3,22,72,3.27,1,21,31,67.7,295,1,0,2,12,108.9,28,116,4.14,1
MIN,14,2011,2011-10-02,1:02,12:02,@,KAN,12,4,4,Sun,L 17-22,,17,22,-5,39,18,30,60.0,190,2,1,2,12,86.8,30,151,5.03,0,18,29,62.1,247,1,0,3,13,100.8,28,103,3.68,0
NOR,15,2011,2011-10-02,1:03,1:03,@,JAX,30,4,4,Sun,W 23-10,,23,10,13,33,31,44,70.5,326,1,2,3,25,80.3,34,177,5.21,1,16,42,38.1,170,1,1,3,26,48.7,17,104,6.12,0
