Team,Team Code,Year,Date,Time,LTime,Loc,Opponent,Team Code opp,Week,G,Day,Result,OT,Points For,Points Against,Points Difference,Points Combined,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Sk,Yds,Pass Rate,Rush Att,Rush Yard,Rush Avg,Rush TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Pass Int opp,Sk opp,Yds opp,Pass Rate opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp
ATL,1,1996,1996-09-01,1:00,1:00,@,CAR,29,1,1,Sun,L 6-29,,6,29,-23,35,16,35,45.7,162,0,0,7,53,59.5,19,119,6.26,0,17,31,54.8,186,2,0,4,12,94.3,37,129,3.49,0
BUF,2,1996,1996-09-01,8:00,8:00,@,NYG,17,1,1,Sun,W 23-20,OT,23,20,3,43,24,41,58.5,257,1,1,7,56,74.9,43,153,3.56,1,11,27,40.7,138,1,0,5,31,69.7,31,93,3.0,0
CAR,29,1996,1996-09-01,1:00,1:00,,ATL,1,1,1,Sun,W 29-6,,29,6,23,35,17,31,54.8,186,2,0,4,12,94.3,37,129,3.49,0,16,35,45.7,162,0,0,7,53,59.5,19,119,6.26,0
CIN,4,1996,1996-09-01,1:00,12:00,@,LAR,22,1,1,Sun,L 16-26,,16,26,-10,42,23,40,57.5,205,1,2,3,21,58.9,22,37,1.68,0,13,35,37.1,139,0,1,2,15,37.7,35,70,2.0,2
IND,6,1996,1996-09-01,1:00,1:00,,ARI,7,1,1,Sun,W 20-13,,20,13,7,33,21,33,63.6,238,2,1,1,11,92.7,21,74,3.52,0,25,38,65.8,226,0,0,2,11,81.7,24,84,3.5,1
ARI,7,1996,1996-09-01,1:00,1:00,@,IND,6,1,1,Sun,L 13-20,,13,20,-7,33,25,38,65.8,226,0,0,2,11,81.7,24,84,3.5,1,21,33,63.6,238,2,1,1,11,92.7,21,74,3.52,0
DEN,9,1996,1996-09-01,4:00,2:00,,NYJ,18,1,1,Sun,W 31-6,,31,6,25,37,16,34,47.1,167,2,2,2,16,56.9,37,200,5.41,2,11,25,44.0,72,1,1,9,61,47.9,25,116,4.64,0
DET,10,1996,1996-09-01,1:00,12:00,@,MIN,14,1,1,Sun,L 13-17,,13,17,-4,30,21,42,50.0,244,1,4,3,8,36.3,29,191,6.59,0,21,37,56.8,183,1,0,4,31,79.0,27,128,4.74,0
GNB,11,1996,1996-09-01,4:00,4:00,@,TAM,25,1,1,Sun,W 34-3,,34,3,31,37,21,28,75.0,267,4,0,1,4,143.9,35,139,3.97,0,13,30,43.3,117,0,4,1,6,14.9,23,59,2.57,0
JAX,30,1996,1996-09-01,1:00,1:00,,PIT,21,1,1,Sun,W 24-9,,24,9,15,33,20,31,64.5,194,2,2,4,18,76.5,36,119,3.31,1,12,23,52.2,86,0,1,4,21,43.0,25,101,4.04,0
KAN,12,1996,1996-09-01,1:00,12:00,@,HOU,19,1,1,Sun,W 20-19,,20,19,1,39,21,37,56.8,169,2,0,1,23,86.4,24,79,3.29,0,16,29,55.2,191,1,1,3,25,72.6,26,72,2.77,0
MIA,13,1996,1996-09-01,4:00,4:00,,NEW,16,1,1,Sun,W 24-10,,24,10,14,34,16,22,72.7,176,0,1,0,0,77.1,39,146,3.74,1,19,38,50.0,200,1,2,4,21,52.5,14,29,2.07,0
MIN,14,1996,1996-09-01,1:00,12:00,,DET,10,1,1,Sun,W 17-13,,17,13,4,30,21,37,56.8,183,1,0,4,31,79.0,27,128,4.74,0,21,42,50.0,244,1,4,3,8,36.3,29,191,6.59,0
NOR,15,1996,1996-09-01,4:00,1:00,@,SFO,28,1,1,Sun,L 11-27,,11,27,-16,38,16,41,39.0,175,1,1,0,0,50.4,18,56,3.11,0,18,31,58.1,181,0,0,3,18,74.8,38,157,4.13,3
NEW,16,1996,1996-09-01,4:00,4:00,@,MIA,13,1,1,Sun,L 10-24,,10,24,-14,34,19,38,50.0,200,1,2,4,21,52.5,14,29,2.07,0,16,22,72.7,176,0,1,0,0,77.1,39,146,3.74,1
