Team,Team Code,Year,Date,Time,LTime,Loc,Opponent,Team Code opp,Week,G,Day,Result,OT,Points For,Points Against,Points Difference,Points Combined,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Sk,Yds,Pass Rate,Rush Att,Rush Yard,Rush Avg,Rush TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Pass Int opp,Sk opp,Yds opp,Pass Rate opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp
ATL,1,2018,2018-09-06,8:20,8:20,@,PHI,20,1,1,Thu,L 12-18,,12,18,-6,30,21,43,48.8,225,0,1,4,26,54.9,18,74,4.11,1,20,35,57.1,119,0,1,2,13,52.0,27,113,4.19,2
PHI,20,2018,2018-09-06,8:20,8:20,,ATL,1,1,1,Thu,W 18-12,,18,12,6,30,20,35,57.1,119,0,1,2,13,52.0,27,113,4.19,2,21,43,48.8,225,0,1,4,26,54.9,18,74,4.11,1
BUF,2,2018,2018-09-09,1:00,1:00,@,BAL,31,1,1,Sun,L 3-47,,3,47,-44,50,11,33,33.3,70,0,2,6,28,17.1,22,83,3.77,0,26,38,68.4,252,3,0,2,8,113.0,34,117,3.44,3
CAR,29,2018,2018-09-09,4:25,4:25,,DAL,8,1,1,Sun,W 16-8,,16,8,8,24,17,26,65.4,146,0,0,3,15,80.0,32,147,4.59,2,19,29,65.5,138,0,0,6,32,76.5,22,94,4.27,1
CHI,3,2018,2018-09-09,8:20,7:20,@,GNB,11,1,1,Sun,L 23-24,,23,24,-1,47,23,35,65.7,155,0,0,4,16,75.3,27,139,5.15,1,24,37,64.9,301,3,1,4,40,105.8,18,69,3.83,0
CIN,4,2018,2018-09-09,1:00,1:00,@,IND,6,1,1,Sun,W 34-23,,34,23,11,57,21,28,75.0,229,2,1,2,14,107.6,20,101,5.05,1,39,53,73.6,305,2,1,2,14,92.1,22,75,3.41,0
CLE,5,2018,2018-09-09,1:00,1:00,,PIT,21,1,1,Sun,T 21-21,OT,21,21,0,42,15,40,37.5,150,1,1,7,47,46.9,38,177,4.66,2,23,41,56.1,313,1,3,4,22,58.3,35,159,4.54,2
IND,6,2018,2018-09-09,1:00,1:00,,CIN,4,1,1,Sun,L 23-34,,23,34,-11,57,39,53,73.6,305,2,1,2,14,92.1,22,75,3.41,0,21,28,75.0,229,2,1,2,14,107.6,20,101,5.05,1
ARI,7,2018,2018-09-09,4:25,2:25,,WAS,26,1,1,Sun,L 6-24,,6,24,-18,30,20,34,58.8,145,0,1,2,8,56.6,15,68,4.53,1,21,30,70.0,247,2,0,3,8,116.9,42,182,4.33,1
DAL,8,2018,2018-09-09,4:25,4:25,@,CAR,29,1,1,Sun,L 8-16,,8,16,-8,24,19,29,65.5,138,0,0,6,32,76.5,22,94,4.27,1,17,26,65.4,146,0,0,3,15,80.0,32,147,4.59,2
DEN,9,2018,2018-09-09,4:25,2:25,,SEA,24,1,1,Sun,W 27-24,,27,24,3,51,25,39,64.1,324,3,3,1,5,83.7,32,146,4.56,0,19,33,57.6,242,3,2,6,56,85.7,16,64,4.0,0
