Team,Team Code,Year,Date,Time,LTime,Loc,Opponent,Team Code opp,Week,G,Day,Result,OT,Points For,Points Against,Points Difference,Points Combined,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Sk,Yds,Pass Rate,Rush Att,Rush Yard,Rush Avg,Rush TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Pass Int opp,Sk opp,Yds opp,Pass Rate opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp
CAR,29,2016,2016-09-08,8:40,6:40,@,DEN,9,1,1,Thu,L 20-21,,20,21,-1,41,18,33,54.5,176,1,1,3,18,67.2,32,157,4.91,1,18,26,69.2,159,1,2,2,19,66.0,29,148,5.1,2
DEN,9,2016,2016-09-08,8:40,6:40,,CAR,29,1,1,Thu,W 21-20,,21,20,1,41,18,26,69.2,159,1,2,2,19,66.0,29,148,5.1,2,18,33,54.5,176,1,1,3,18,67.2,32,157,4.91,1
ATL,1,2016,2016-09-11,1:05,1:05,,TAM,25,1,1,Sun,L 24-31,,24,31,-7,55,27,39,69.2,322,2,0,3,12,111.3,22,52,2.36,0,23,32,71.9,281,4,1,0,0,125.1,28,90,3.21,0
BUF,2,2016,2016-09-11,1:04,1:04,@,BAL,31,1,1,Sun,L 7-13,,7,13,-6,20,15,22,68.2,95,0,0,2,16,76.9,24,65,2.71,1,22,33,66.7,225,1,0,4,33,96.1,28,83,2.96,0
CHI,3,2016,2016-09-11,1:05,12:05,@,HOU,32,1,1,Sun,L 14-23,,14,23,-9,37,16,29,55.2,185,1,1,5,31,71.8,20,73,3.65,1,22,35,62.9,215,2,1,2,16,87.2,35,129,3.69,0
CIN,4,2016,2016-09-11,1:05,1:05,@,NYJ,18,1,1,Sun,W 23-22,,23,22,1,45,23,30,76.7,324,1,1,7,42,108.2,19,57,3.0,1,19,35,54.3,188,2,1,1,1,76.8,30,152,5.07,0
CLE,5,2016,2016-09-11,1:05,1:05,@,PHI,20,1,1,Sun,L 10-29,,10,29,-19,39,12,26,46.2,168,0,1,3,22,51.4,21,120,5.71,1,22,37,59.5,270,2,0,2,8,100.1,34,133,3.91,1
IND,6,2016,2016-09-11,4:27,4:27,,DET,10,1,1,Sun,L 35-39,,35,39,-4,74,31,47,66.0,368,4,0,2,17,118.0,19,82,4.32,0,31,39,79.5,332,3,0,1,8,127.8,24,116,4.83,2
ARI,7,2016,2016-09-11,8:30,5:30,,NEW,16,1,1,Sun,L 21-23,,21,23,-2,44,24,37,64.9,252,2,0,3,19,102.5,19,92,4.84,1,24,33,72.7,257,1,0,2,7,105.2,31,106,3.42,1
DAL,8,2016,2016-09-11,4:27,3:27,,NYG,17,1,1,Sun,L 19-20,,19,20,-1,39,25,45,55.6,227,0,0,0,0,69.4,30,101,3.37,1,19,28,67.9,203,3,1,2,4,109.7,24,113,4.71,0
