Team,Team Code,Year,Date,Time,LTime,Loc,Opponent,Team Code opp,Week,G,Day,Result,OT,Points For,Points Against,Points Difference,Points Combined,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Sk,Yds,Pass Rate,Rush Att,Rush Yard,Rush Avg,Rush TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Pass Int opp,Sk opp,Yds opp,Pass Rate opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp
DEN,9,2013,2013-09-05,9:13,7:13,,BAL,31,1,1,Thu,W 49-27,,49,27,22,76,27,42,64.3,445,7,0,3,17,139.4,23,65,2.83,0,34,62,54.8,335,2,2,4,27,67.6,21,58,2.76,1
BAL,31,2013,2013-09-05,9:13,7:13,@,DEN,9,1,1,Thu,L 27-49,,27,49,-22,76,34,62,54.8,335,2,2,4,27,67.6,21,58,2.76,1,27,42,64.3,445,7,0,3,17,139.4,23,65,2.83,0
ATL,1,2013,2013-09-08,1:03,12:03,@,NOR,15,1,1,Sun,L 17-23,,17,23,-6,40,25,38,65.8,279,2,1,3,25,94.1,14,88,6.29,0,26,35,74.3,341,2,1,2,16,111.7,29,78,2.69,0
BUF,2,2013,2013-09-08,1:02,1:02,,NEW,16,1,1,Sun,L 21-23,,21,23,-2,44,18,27,66.7,150,2,0,0,0,105.5,34,136,4.0,0,29,52,55.8,273,2,1,3,15,75.2,34,158,4.65,0
CAR,29,2013,2013-09-08,1:04,1:04,,SEA,24,1,1,Sun,L 7-12,,7,12,-5,19,16,23,69.6,119,1,0,1,6,96.1,26,134,5.15,0,25,33,75.8,300,1,0,2,20,113.2,26,70,2.69,0
CHI,3,2013,2013-09-08,1:02,12:02,,CIN,4,1,1,Sun,W 24-21,,24,21,3,45,21,33,63.6,242,2,1,0,0,93.2,28,81,2.89,1,26,33,78.8,277,2,2,1,5,96.6,21,63,3.0,1
CIN,4,2013,2013-09-08,1:02,12:02,@,CHI,3,1,1,Sun,L 21-24,,21,24,-3,45,26,33,78.8,277,2,2,1,5,96.6,21,63,3.0,1,21,33,63.6,242,2,1,0,0,93.2,28,81,2.89,1
CLE,5,2013,2013-09-08,1:02,1:02,,MIA,13,1,1,Sun,L 10-23,,10,23,-13,33,26,53,49.1,244,1,3,6,45,44.9,13,47,3.62,0,24,38,63.2,255,1,1,4,17,80.5,23,20,0.87,1
IND,6,2013,2013-09-08,1:02,1:02,,OAK,27,1,1,Sun,W 21-17,,21,17,4,38,18,23,78.3,147,2,0,4,31,122.3,26,127,4.88,1,19,29,65.5,201,1,2,1,16,68.3,33,171,5.18,1
ARI,7,2013,2013-09-08,4:23,3:23,@,LAR,22,1,1,Sun,L 24-27,,24,27,-3,51,26,40,65.0,304,2,1,4,23,94.2,26,86,3.31,0,27,38,71.1,299,2,1,0,0,100.7,24,67,2.79,0
DAL,8,2013,2013-09-08,8:30,7:30,,NYG,17,1,1,Sun,W 36-31,,36,31,5,67,36,49,73.5,244,2,1,2,19,89.2,23,87,3.78,0,27,42,64.3,428,4,3,3,22,100.1,14,50,3.57,0
DET,10,2013,2013-09-08,1:02,1:02,,MIN,14,1,1,Sun,W 34-24,,34,24,10,58,28,43,65.1,357,2,1,0,0,96.8,34,112,3.29,2,18,28,64.3,225,1,3,3,11,61.5,22,105,4.77,2
GNB,11,2013,2013-09-08,4:26,1:26,@,SFO,28,1,1,Sun,L 28-34,,28,34,-6,62,21,37,56.8,322,3,1,2,11,101.4,19,63,3.32,1,27,39,69.2,404,3,0,2,8,128.6,34,90,2.65,1
JAX,30,2013,2013-09-08,1:03,1:03,,KAN,12,1,1,Sun,L 2-28,,2,28,-26,30,19,41,46.3,107,0,2,6,50,32.9,23,71,3.09,0,21,34,61.8,171,2,0,1,2,94.1,27,121,4.48,1
KAN,12,2013,2013-09-08,1:03,1:03,@,JAX,30,1,1,Sun,W 28-2,,28,2,26,30,21,34,61.8,171,2,0,1,2,94.1,27,121,4.48,1,19,41,46.3,107,0,2,6,50,32.9,23,71,3.09,0
MIA,13,2013,2013-09-08,1:02,1:02,@,CLE,5,1,1,Sun,W 23-10,,23,10,13,33,24,38,63.2,255,1,1,4,17,80.5,23,20,0.87,1,26,53,49.1,244,1,3,6,45,44.9,13,47,3.62,0
MIN,14,2013,2013-09-08,1:02,1:02,@,DET,10,1,1,Sun,L 24-34,,24,34,-10,58,18,28,64.3,225,1,3,3,11,61.5,22,105,4.77,2,28,43,65.1,357,2,1,0,0,96.8,34,112,3.29,2
NOR,15,2013,2013-09-08,1:03,12:03,,ATL,1,1,1,Sun,W 23-17,,23,17,6,40,26,35,74.3,341,2,1,2,16,111.7,29,78,2.69,0,25,38,65.8,279,2,1,3,25,94.1,14,88,6.29,0
NEW,16,2013,2013-09-08,1:02,1:02,@,BUF,2,1,1,Sun,W 23-21,,23,21,2,44,29,52,55.8,273,2,1,3,15,75.2,34,158,4.65,0,18,27,66.7,150,2,0,0,0,105.5,34,136,4.0,0
NYG,17,2013,2013-09-08,8:30,7:30,@,DAL,8,1,1,Sun,L 31-36,,31,36,-5,67,27,42,64.3,428,4,3,3,22,100.1,14,50,3.57,0,36,49,73.5,244,2,1,2,19,89.2,23,87,3.78,0
NYJ,18,2013,2013-09-08,1:03,1:03,,TAM,25,1,1,Sun,W 18-17,,18,17,1,35,24,39,61.5,214,1,1,5,42,74.1,29,90,3.1,0,15,31,48.4,185,1,1,3,25,64.6,25,65,2.6,1
TEN,19,2013,2013-09-08,1:02,1:02,@,PIT,21,1,1,Sun,W 16-9,,16,9,7,25,11,20,55.0,117,0,0,1,8,72.3,42,112,2.67,1,21,33,63.6,163,1,1,5,28,73.2,15,31,2.07,0
PIT,21,2013,2013-09-08,1:02,1:02,,TEN,19,1,1,Sun,L 9-16,,9,16,-7,25,21,33,63.6,163,1,1,5,28,73.2,15,31,2.07,0,11,20,55.0,117,0,0,1,8,72.3,42,112,2.67,1
OAK,27,2013,2013-09-08,1:02,1:02,@,IND,6,1,1,Sun,L 17-21,,17,21,-4,38,19,29,65.5,201,1,2,1,16,68.3,33,171,5.18,1,18,23,78.3,147,2,0,4,31,122.3,26,127,4.88,1
LAR,22,2013,2013-09-08,4:23,3:23,,ARI,7,1,1,Sun,W 27-24,,27,24,3,51,27,38,71.1,299,2,1,0,0,100.7,24,67,2.79,0,26,40,65.0,304,2,1,4,23,94.2,26,86,3.31,0
SEA,24,2013,2013-09-08,1:04,1:04,@,CAR,29,1,1,Sun,W 12-7,,12,7,5,19,25,33,75.8,300,1,0,2,20,113.2,26,70,2.69,0,16,23,69.6,119,1,0,1,6,96.1,26,134,5.15,0
SFO,28,2013,2013-09-08,4:26,1:26,,GNB,11,1,1,Sun,W 34-28,,34,28,6,62,27,39,69.2,404,3,0,2,8,128.6,34,90,2.65,1,21,37,56.8,322,3,1,2,11,101.4,19,63,3.32,1
TAM,25,2013,2013-09-08,1:03,1:03,@,NYJ,18,1,1,Sun,L 17-18,,17,18,-1,35,15,31,48.4,185,1,1,3,25,64.6,25,65,2.6,1,24,39,61.5,214,1,1,5,42,74.1,29,90,3.1,0
HOU,32,2013,2013-09-09,10:25,7:25,@,LAC,23,1,1,Mon,W 31-28,,31,28,3,59,34,45,75.6,329,3,1,2,17,108.5,28,120,4.29,0,14,29,48.3,183,4,1,2,12,93.8,20,80,4.0,0
PHI,20,2013,2013-09-09,7:10,7:10,@,WAS,26,1,1,Mon,W 33-27,,33,27,6,60,15,25,60.0,180,2,0,3,23,108.7,49,263,5.37,2,30,49,61.2,308,2,2,3,21,75.9,18,74,4.11,1
LAC,23,2013,2013-09-09,10:25,7:25,,HOU,32,1,1,Mon,L 28-31,,28,31,-3,59,14,29,48.3,183,4,1,2,12,93.8,20,80,4.0,0,34,45,75.6,329,3,1,2,17,108.5,28,120,4.29,0
WAS,26,2013,2013-09-09,7:10,7:10,,PHI,20,1,1,Mon,L 27-33,,27,33,-6,60,30,49,61.2,308,2,2,3,21,75.9,18,74,4.11,1,15,25,60.0,180,2,0,3,23,108.7,49,263,5.37,2
NEW,16,2013,2013-09-12,8:29,8:29,,NYJ,18,2,2,Thu,W 13-10,,13,10,3,23,19,39,48.7,178,1,0,1,7,70.2,24,54,2.25,0,15,35,42.9,189,0,3,4,25,24.6,32,129,4.03,1
NYJ,18,2013,2013-09-12,8:29,8:29,@,NEW,16,2,2,Thu,L 10-13,,10,13,-3,23,15,35,42.9,189,0,3,4,25,24.6,32,129,4.03,1,19,39,48.7,178,1,0,1,7,70.2,24,54,2.25,0
ATL,1,2013,2013-09-15,1:03,1:03,,LAR,22,2,2,Sun,W 31-24,,31,24,7,55,33,43,76.7,357,2,0,2,17,116.1,16,36,2.25,1,32,55,58.2,352,3,1,0,0,87.8,18,69,3.83,0
BUF,2,2013,2013-09-15,1:02,1:02,,CAR,29,2,2,Sun,W 24-23,,24,23,1,47,27,39,69.2,287,1,1,1,9,88.3,33,149,4.52,1,21,38,55.3,183,2,1,6,46,74.8,32,125,3.91,0
CAR,29,2013,2013-09-15,1:02,1:02,@,BUF,2,2,2,Sun,L 23-24,,23,24,-1,47,21,38,55.3,183,2,1,6,46,74.8,32,125,3.91,0,27,39,69.2,287,1,1,1,9,88.3,33,149,4.52,1
CHI,3,2013,2013-09-15,1:03,12:03,,MIN,14,2,2,Sun,W 31-30,,31,30,1,61,27,38,71.1,284,3,2,1,8,96.8,27,127,4.7,0,16,30,53.3,227,1,1,1,0,75.3,33,123,3.73,0
CLE,5,2013,2013-09-15,1:02,1:02,@,BAL,31,2,2,Sun,L 6-14,,6,14,-8,20,22,37,59.5,194,0,0,5,39,73.5,20,65,3.25,0,22,33,66.7,197,1,0,2,14,92.6,36,99,2.75,1
IND,6,2013,2013-09-15,1:02,1:02,,MIA,13,2,2,Sun,L 20-24,,20,24,-4,44,25,43,58.1,315,1,1,3,6,79.1,26,133,5.12,1,23,34,67.6,297,1,0,5,22,104.7,27,101,3.74,2
ARI,7,2013,2013-09-15,4:05,1:05,,DET,10,2,2,Sun,W 25-21,,25,21,4,46,23,40,57.5,261,1,1,1,4,75.1,25,87,3.48,1,24,36,66.7,273,2,0,1,5,107.8,20,49,2.45,0
DAL,8,2013,2013-09-15,1:02,12:02,@,KAN,12,2,2,Sun,L 16-17,,16,17,-1,33,30,42,71.4,281,1,0,3,17,97.4,16,37,2.31,0,21,36,58.3,199,2,0,4,24,92.2,25,114,4.56,0
DEN,9,2013,2013-09-15,4:25,4:25,@,NYG,17,2,2,Sun,W 41-23,,41,23,18,64,30,43,69.8,307,2,0,0,0,105.5,29,107,3.69,2,28,49,57.1,353,1,4,1,9,52.5,19,23,1.21,1
DET,10,2013,2013-09-15,4:05,1:05,@,ARI,7,2,2,Sun,L 21-25,,21,25,-4,46,24,36,66.7,273,2,0,1,5,107.8,20,49,2.45,0,23,40,57.5,261,1,1,1,4,75.1,25,87,3.48,1
GNB,11,2013,2013-09-15,1:02,12:02,,WAS,26,2,2,Sun,W 38-20,,38,20,18,58,34,42,81.0,441,4,0,4,39,142.2,24,139,5.79,1,26,40,65.0,314,3,1,1,6,103.5,17,108,6.35,0
HOU,32,2013,2013-09-15,1:03,12:03,,TEN,19,2,2,Sun,W 30-24,OT,30,24,6,54,26,48,54.2,280,3,2,2,18,75.0,28,172,6.14,1,17,30,56.7,129,2,0,4,19,89.4,33,119,3.61,0
JAX,30,2013,2013-09-15,4:25,1:25,@,OAK,27,2,2,Sun,L 9-19,,9,19,-10,28,25,38,65.8,214,1,0,5,27,89.1,19,34,1.79,0,15,24,62.5,114,0,0,3,12,74.0,34,226,6.65,1
KAN,12,2013,2013-09-15,1:02,12:02,,DAL,8,2,2,Sun,W 17-16,,17,16,1,33,21,36,58.3,199,2,0,4,24,92.2,25,114,4.56,0,30,42,71.4,281,1,0,3,17,97.4,16,37,2.31,0
MIA,13,2013,2013-09-15,1:02,1:02,@,IND,6,2,2,Sun,W 24-20,,24,20,4,44,23,34,67.6,297,1,0,5,22,104.7,27,101,3.74,2,25,43,58.1,315,1,1,3,6,79.1,26,133,5.12,1
MIN,14,2013,2013-09-15,1:03,12:03,@,CHI,3,2,2,Sun,L 30-31,,30,31,-1,61,16,30,53.3,227,1,1,1,0,75.3,33,123,3.73,0,27,38,71.1,284,3,2,1,8,96.8,27,127,4.7,0
NOR,15,2013,2013-09-15,4:05,4:05,@,TAM,25,2,2,Sun,W 16-14,,16,14,2,30,26,46,56.5,296,1,2,4,26,65.1,20,75,3.75,0,9,22,40.9,113,1,1,1,12,53.8,33,160,4.85,0
NYG,17,2013,2013-09-15,4:25,4:25,,DEN,9,2,2,Sun,L 23-41,,23,41,-18,64,28,49,57.1,353,1,4,1,9,52.5,19,23,1.21,1,30,43,69.8,307,2,0,0,0,105.5,29,107,3.69,2
TEN,19,2013,2013-09-15,1:03,12:03,@,HOU,32,2,2,Sun,L 24-30,OT,24,30,-6,54,17,30,56.7,129,2,0,4,19,89.4,33,119,3.61,0,26,48,54.2,280,3,2,2,18,75.0,28,172,6.14,1
PHI,20,2013,2013-09-15,1:02,1:02,,LAC,23,2,2,Sun,L 30-33,,30,33,-3,63,23,37,62.2,411,2,0,2,17,118.2,19,100,5.26,1,36,47,76.6,413,3,0,1,6,123.8,31,126,4.06,0
OAK,27,2013,2013-09-15,4:25,1:25,,JAX,30,2,2,Sun,W 19-9,,19,9,10,28,15,24,62.5,114,0,0,3,12,74.0,34,226,6.65,1,25,38,65.8,214,1,0,5,27,89.1,19,34,1.79,0
LAR,22,2013,2013-09-15,1:03,1:03,@,ATL,1,2,2,Sun,L 24-31,,24,31,-7,55,32,55,58.2,352,3,1,0,0,87.8,18,69,3.83,0,33,43,76.7,357,2,0,2,17,116.1,16,36,2.25,1
BAL,31,2013,2013-09-15,1:02,1:02,,CLE,5,2,2,Sun,W 14-6,,14,6,8,20,22,33,66.7,197,1,0,2,14,92.6,36,99,2.75,1,22,37,59.5,194,0,0,5,39,73.5,20,65,3.25,0
LAC,23,2013,2013-09-15,1:02,1:02,@,PHI,20,2,2,Sun,W 33-30,,33,30,3,63,36,47,76.6,413,3,0,1,6,123.8,31,126,4.06,0,23,37,62.2,422,2,0,2,17,119.4,19,100,5.26,1
SEA,24,2013,2013-09-15,8:31,5:31,,SFO,28,2,2,Sun,W 29-3,,29,3,26,32,8,19,42.1,118,1,1,4,24,58.7,47,172,3.66,2,13,28,46.4,107,0,3,3,20,17.1,20,100,5.0,0
SFO,28,2013,2013-09-15,8:31,5:31,@,SEA,24,2,2,Sun,L 3-29,,3,29,-26,32,13,28,46.4,107,0,3,3,20,17.1,20,100,5.0,0,8,19,42.1,118,1,1,4,24,58.7,47,172,3.66,2
TAM,25,2013,2013-09-15,4:05,4:05,,NOR,15,2,2,Sun,L 14-16,,14,16,-2,30,9,22,40.9,113,1,1,1,12,53.8,33,160,4.85,0,26,46,56.5,296,1,2,4,26,65.1,20,75,3.75,0
WAS,26,2013,2013-09-15,1:02,12:02,@,GNB,11,2,2,Sun,L 20-38,,20,38,-18,58,26,40,65.0,314,3,1,1,6,103.5,17,108,6.35,0,34,42,81.0,441,4,0,4,39,142.2,24,139,5.79,1
CIN,4,2013,2013-09-16,8:41,8:41,,PIT,21,2,2,Mon,W 20-10,,20,10,10,30,25,45,55.6,280,1,0,0,0,81.7,34,127,3.74,1,20,37,54.1,234,1,1,2,17,71.2,16,44,2.75,0
PIT,21,2013,2013-09-16,8:41,8:41,@,CIN,4,2,2,Mon,L 10-20,,10,20,-10,30,20,37,54.1,234,1,1,2,17,71.2,16,44,2.75,0,25,45,55.6,280,1,0,0,0,81.7,34,127,3.74,1
KAN,12,2013,2013-09-19,8:29,8:29,@,PHI,20,3,3,Thu,W 26-16,,26,16,10,42,22,35,62.9,248,0,0,5,25,84.0,38,146,3.84,1,13,30,43.3,167,1,2,6,34,44.7,27,264,9.78,1
PHI,20,2013,2013-09-19,8:29,8:29,,KAN,12,3,3,Thu,L 16-26,,16,26,-10,42,13,30,43.3,167,1,2,6,34,44.7,27,264,9.78,1,22,35,62.9,248,0,0,5,25,84.0,38,146,3.84,1
ATL,1,2013,2013-09-22,4:05,4:05,@,MIA,13,3,3,Sun,L 23-27,,23,27,-4,50,23,38,60.5,231,2,1,0,0,84.4,30,146,4.87,0,24,35,68.6,195,2,1,5,41,89.6,15,90,6.0,1
BUF,2,2013,2013-09-22,4:25,4:25,@,NYJ,18,3,3,Sun,L 20-27,,20,27,-7,47,19,42,45.2,208,1,0,8,35,68.4,25,120,4.8,0,16,29,55.2,331,2,2,0,0,89.9,41,182,4.44,1
CAR,29,2013,2013-09-22,1:03,1:03,,NYG,17,3,3,Sun,W 38-0,,38,0,38,38,15,27,55.6,208,3,1,1,15,102.1,46,194,4.22,2,14,27,51.9,90,0,2,7,45,28.3,16,60,3.75,0
CHI,3,2013,2013-09-22,8:30,8:30,@,PIT,21,3,3,Sun,W 40-23,,40,23,17,63,20,30,66.7,151,1,0,2,8,89.7,28,107,3.82,2,26,41,63.4,379,2,2,3,27,89.4,21,80,3.81,0
CIN,4,2013,2013-09-22,1:03,1:03,,GNB,11,3,3,Sun,W 34-30,,34,30,4,64,20,28,71.4,215,2,1,4,20,102.5,24,82,3.42,2,26,43,60.5,217,1,2,4,27,61.9,30,182,6.07,1
CLE,5,2013,2013-09-22,1:05,12:05,@,MIN,14,3,3,Sun,W 31-27,,31,27,4,58,31,55,56.4,306,4,3,3,26,73.7,17,103,6.06,0,25,42,59.5,195,0,1,6,33,61.1,31,134,4.32,3
IND,6,2013,2013-09-22,4:25,1:25,@,SFO,28,3,3,Sun,W 27-7,,27,7,20,34,17,26,65.4,152,0,0,1,7,80.9,40,184,4.6,3,13,27,48.1,139,0,1,3,11,48.2,23,115,5.0,1
ARI,7,2013,2013-09-22,1:03,12:03,@,NOR,15,3,3,Sun,L 7-31,,7,31,-24,38,18,35,51.4,161,0,2,4,26,40.3,16,86,5.38,1,29,46,63.0,319,3,1,4,23,96.2,24,104,4.33,1
DAL,8,2013,2013-09-22,1:02,12:02,,LAR,22,3,3,Sun,W 31-7,,31,7,24,38,17,24,70.8,203,3,0,1,7,135.9,34,193,5.68,1,29,49,59.2,197,1,0,6,43,75.0,12,35,2.92,0
DET,10,2013,2013-09-22,1:03,1:03,@,WAS,26,3,3,Sun,W 27-20,,27,20,7,47,25,42,59.5,378,2,1,1,7,95.1,23,63,2.74,1,32,50,64.0,300,0,1,2,26,72.1,22,120,5.45,1
GNB,11,2013,2013-09-22,1:03,1:03,@,CIN,4,3,3,Sun,L 30-34,,30,34,-4,64,26,43,60.5,217,1,2,4,27,61.9,30,182,6.07,1,20,28,71.4,215,2,1,4,20,102.5,24,82,3.42,2
HOU,32,2013,2013-09-22,1:03,1:03,@,BAL,31,3,3,Sun,L 9-30,,9,30,-21,39,25,35,71.4,170,0,1,3,24,69.9,23,94,4.09,0,16,24,66.7,161,0,0,2,10,85.6,31,75,2.42,1
JAX,30,2013,2013-09-22,4:26,1:26,@,SEA,24,3,3,Sun,L 17-45,,17,45,-28,62,18,38,47.4,214,0,2,3,21,43.1,25,51,2.04,2,21,29,72.4,323,5,1,2,8,134.1,36,156,4.33,1
