School,Date,G,Loc,Opponent,WL,Total TD,Points For,Points Difference,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp
Oklahoma State,2010-09-04,1,,Washington State,W,9,65,48,14,30,46.7,212,1,41,112,2.7,1,2,0,2
Ole Miss,2010-09-04,1,,Jacksonville State,L,6,48,-1,22,36,61.1,252,4,33,103,3.1,1,0,0,0
Oregon,2010-09-04,1,,New Mexico,W,9,72,72,13,29,44.8,82,0,32,25,0.8,0,3,2,5
Oregon State,2010-09-04,1,@,Texas Christian,L,3,21,-9,17,27,63.0,175,1,54,278,5.1,3,0,2,2
Penn State,2010-09-04,1,,Youngstown State,W,5,44,30,21,25,84.0,189,2,34,75,2.2,0,0,0,0
Purdue,2010-09-04,1,@,Notre Dame,L,1,12,-11,19,26,73.1,205,1,36,153,4.3,1,1,0,1
Rice,2010-09-04,1,,Texas,L,2,17,-17,14,24,58.3,172,0,46,197,4.3,3,1,0,1
San Diego State,2010-09-04,1,,Nicholls State,W,6,47,47,12,26,46.2,83,0,37,88,2.4,0,1,0,1
San Jose State,2010-09-04,1,@,Alabama,L,0,3,-45,22,30,73.3,334,2,41,257,6.3,4,1,0,1
South Florida,2010-09-04,1,,Stony Brook,W,8,59,45,9,21,42.9,112,1,37,142,3.8,1,0,4,4
Stanford,2010-09-04,1,,Sacramento State,W,7,52,35,15,27,55.6,113,0,30,44,1.5,1,1,0,1
Syracuse,2010-09-04,1,@,Akron,W,4,29,26,12,35,34.3,111,0,24,55,2.3,0,0,0,0
Tennessee,2010-09-04,1,,Tennessee-Martin,W,6,50,50,11,26,42.3,86,0,29,56,1.9,0,0,2,2
Texas,2010-09-04,1,@,Rice,W,4,34,17,12,18,66.7,131,1,42,88,2.1,1,1,1,2
Texas A&M,2010-09-04,1,,Stephen F. Austin,W,6,48,41,26,45,57.8,235,1,17,31,1.8,0,1,1,2
Texas Christian,2010-09-04,1,,Oregon State,W,4,30,9,10,26,38.5,182,2,25,73,2.9,1,0,0,0
Troy,2010-09-04,1,,Bowling Green State,W,3,30,3,22,43,51.2,221,1,25,108,4.3,1,2,1,3
UCF,2010-09-04,1,,South Dakota,W,5,38,31,10,19,52.6,104,0,26,116,4.5,1,0,0,0
UCLA,2010-09-04,1,@,Kansas State,L,2,22,-9,12,17,70.6,64,1,54,313,5.8,3,2,0,2
UNLV,2010-09-04,1,,Wisconsin,L,3,21,-20,15,20,75.0,197,0,50,278,5.6,4,1,1,2
Utah State,2010-09-04,1,@,Oklahoma,L,3,24,-7,17,36,47.2,217,2,45,195,4.3,2,0,2,2
UTEP,2010-09-04,1,,Arkansas-Pine Bluff,W,4,31,21,20,33,60.6,202,1,26,76,2.9,0,0,2,2
Vanderbilt,2010-09-04,1,,Northwestern,L,3,21,-2,19,21,90.5,222,3,46,143,3.1,0,1,0,1
Virginia,2010-09-04,1,,Richmond,W,5,34,21,19,33,57.6,189,0,30,144,4.8,1,0,1,1
Washington,2010-09-04,1,@,Brigham Young,L,2,17,-6,24,40,60.0,262,2,33,146,4.4,0,0,0,0
Washington State,2010-09-04,1,@,Oklahoma State,L,2,17,-48,27,37,73.0,253,3,44,291,6.6,5,0,0,0
West Virginia,2010-09-04,1,,Coastal Carolina,W,4,31,31,14,27,51.9,123,0,33,63,1.9,0,1,1,2
Western Kentucky,2010-09-04,1,@,Nebraska,L,1,10,-39,17,25,68.0,247,1,33,289,8.8,6,2,0,2
Western Michigan,2010-09-04,1,@,Michigan State,L,2,14,-24,13,22,59.1,186,1,37,297,8.0,4,2,0,2
Wisconsin,2010-09-04,1,@,Nevada-Las Vegas,W,5,41,20,10,26,38.5,105,2,27,112,4.1,0,1,0,1
Wyoming,2010-09-04,1,,Southern Utah,W,4,28,8,22,37,59.5,193,1,42,191,4.5,1,0,0,0
East Carolina,2010-09-05,1,,Tulsa,W,7,51,2,28,43,65.1,399,5,41,180,4.4,2,1,1,2
SMU,2010-09-05,1,@,Texas Tech,L,3,27,-8,34,53,64.2,359,4,31,72,2.3,1,1,0,1
Texas Tech,2010-09-05,1,,Southern Methodist,W,5,35,8,21,38,55.3,218,2,27,109,4.0,1,1,3,4
Tulsa,2010-09-05,1,@,East Carolina,L,7,49,-2,27,47,57.4,383,5,34,155,4.6,2,0,1,1
Boise State,2010-09-06,1,@,Virginia Tech,W,4,33,3,15,22,68.2,186,2,44,128,2.9,2,1,0,1
Maryland,2010-09-06,1,N,Navy,W,2,17,3,6,10,60.0,73,0,72,412,5.7,2,2,0,2
Navy,2010-09-06,1,N,Maryland,L,2,14,-3,2,5,40.0,11,0,34,261,7.7,2,1,1,2
Virginia Tech,2010-09-06,1,,Boise State,L,4,30,-3,23,38,60.5,215,3,24,168,7.0,1,2,0,2
Auburn,2010-09-09,2,@,Mississippi State,W,2,17,3,16,35,45.7,129,0,33,117,3.5,2,1,1,2
Central Michigan,2010-09-09,2,@,Temple,L,1,10,-3,16,22,72.7,151,0,36,114,3.2,1,2,0,2
Mississippi State,2010-09-09,2,,Auburn,L,2,14,-3,12,21,57.1,158,2,46,190,4.1,0,1,1,2
Temple,2010-09-09,2,,Central Michigan,W,1,13,3,25,35,71.4,299,0,33,43,1.3,1,1,2,3
Houston,2010-09-10,2,,Texas-El Paso,W,7,54,30,30,55,54.5,340,3,21,100,4.8,0,1,0,1
Marshall,2010-09-10,2,,West Virginia,L,3,21,-3,32,45,71.1,316,1,42,153,3.6,1,2,0,2
UTEP,2010-09-10,2,@,Houston,L,3,24,-30,24,34,70.6,348,1,42,308,7.3,6,1,1,2
West Virginia,2010-09-10,2,@,Marshall,W,2,24,3,20,29,69.0,229,3,27,135,5.0,0,1,0,1
Air Force,2010-09-11,2,,Brigham Young,W,5,35,21,10,25,40.0,88,0,34,221,6.5,2,2,1,3
Akron,2010-09-11,2,,Gardner-Webb,L,5,37,-1,25,43,58.1,290,3,37,101,2.7,2,0,1,1
Alabama,2010-09-11,2,,Penn State,W,3,24,21,14,31,45.2,156,0,31,127,4.1,0,1,3,4
Arizona,2010-09-11,2,,Citadel,W,7,52,46,3,14,21.4,21,0,50,150,3.0,0,3,0,3
Arizona State,2010-09-11,2,,Northern Arizona,W,5,41,21,15,28,53.6,169,1,34,69,2.0,1,0,1,1
Arkansas,2010-09-11,2,N,Louisiana-Monroe,W,4,31,24,8,19,42.1,72,1,37,116,3.1,0,1,1,2
Arkansas State,2010-09-11,2,@,Louisiana,L,3,24,-7,17,28,60.7,214,2,43,224,5.2,2,0,0,0
Army,2010-09-11,2,,Hawaii,L,4,28,-3,25,37,67.6,343,3,11,10,0.9,1,2,0,2
Ball State,2010-09-11,2,,Liberty,L,2,23,-4,24,38,63.2,276,2,28,119,4.3,2,0,3,3
Baylor,2010-09-11,2,,Buffalo,W,4,34,28,18,47,38.3,163,0,35,162,4.6,0,1,1,2
Boston College,2010-09-11,2,,Kent State,W,2,26,13,23,37,62.2,201,1,17,4,0.2,0,2,3,5
Bowling Green State,2010-09-11,2,@,Tulsa,L,3,20,-13,27,48,56.3,356,2,40,190,4.8,1,1,1,2
Brigham Young,2010-09-11,2,@,Air Force,L,2,14,-21,5,13,38.5,68,1,65,409,6.3,4,0,1,1
Buffalo,2010-09-11,2,@,Baylor,L,0,6,-28,22,37,59.5,320,2,38,173,4.6,2,1,1,2
California,2010-09-11,2,,Colorado,W,7,52,45,18,34,52.9,166,0,42,75,1.8,1,2,3,5
Cincinnati,2010-09-11,2,,Indiana State,W,5,40,33,23,38,60.5,161,1,32,93,2.9,0,1,0,1
Clemson,2010-09-11,2,,Presbyterian,W,8,58,37,17,33,51.5,139,2,36,140,3.9,1,2,1,3
Colorado,2010-09-11,2,@,California,L,1,7,-45,15,24,62.5,197,4,36,159,4.4,1,0,0,0
Colorado State,2010-09-11,2,@,Nevada,L,0,6,-45,23,33,69.7,255,2,46,376,8.2,4,0,0,0
Connecticut,2010-09-11,2,,Texas Southern,W,8,62,59,16,29,55.2,151,0,32,18,0.6,0,1,3,4
Duke,2010-09-11,2,@,Wake Forest,L,6,48,-6,13,24,54.2,271,4,53,229,4.3,3,0,2,2
East Carolina,2010-09-11,2,,Memphis,W,7,49,22,21,31,67.7,312,3,37,101,2.7,0,2,1,3
Eastern Michigan,2010-09-11,2,@,Miami (OH),L,3,21,-7,16,25,64.0,164,1,37,181,4.9,3,0,1,1
Florida,2010-09-11,2,,South Florida,W,5,38,24,6,23,26.1,86,1,39,244,6.3,1,1,4,5
Florida Atlantic,2010-09-11,2,@,Michigan State,L,2,17,-13,9,17,52.9,142,1,30,225,7.5,2,1,1,2
Florida International,2010-09-11,1,,Rutgers,L,2,14,-5,8,16,50.0,96,1,38,76,2.0,1,2,1,3
Florida State,2010-09-11,2,@,Oklahoma,L,2,17,-30,32,42,76.2,394,4,41,93,2.3,2,1,0,1
Georgia,2010-09-11,2,@,South Carolina,L,0,6,-11,12,17,70.6,165,0,52,189,3.6,2,1,0,1
Georgia Tech,2010-09-11,2,@,Kansas,L,3,25,-3,18,30,60.0,179,3,41,141,3.4,1,0,1,1
Hawaii,2010-09-11,2,@,Army,W,4,31,3,4,6,66.7,58,0,64,250,3.9,4,2,0,2
Idaho,2010-09-11,2,@,Nebraska,L,2,17,-21,13,18,72.2,111,0,41,360,8.8,3,3,1,4
Illinois,2010-09-11,2,,Southern Illinois,W,5,35,32,21,37,56.8,184,0,29,46,1.6,0,2,0,2
Iowa,2010-09-11,2,,Iowa State,W,5,35,28,20,44,45.5,197,1,25,78,3.1,0,0,3,3
Iowa State,2010-09-11,2,@,Iowa,L,1,7,-28,11,20,55.0,204,2,50,275,5.5,3,0,0,0
Kansas,2010-09-11,2,,Georgia Tech,W,4,28,3,5,15,33.3,116,1,52,291,5.6,2,1,0,1
Kansas State,2010-09-11,2,,Missouri State,W,7,48,24,20,42,47.6,281,2,42,166,4.0,1,1,0,1
Kent State,2010-09-11,2,@,Boston College,L,1,13,-13,19,30,63.3,218,2,40,87,2.2,0,1,1,2
Kentucky,2010-09-11,2,,Western Kentucky,W,9,63,35,8,15,53.3,97,1,33,187,5.7,2,1,1,2
Louisiana,2010-09-11,2,,Arkansas State,W,4,31,7,25,46,54.3,438,2,19,18,0.9,1,2,1,3
Louisiana Tech,2010-09-11,2,@,Texas A&M,L,2,16,-32,25,38,65.8,349,4,41,216,5.3,1,4,0,4
Louisiana-Monroe,2010-09-11,1,N,Arkansas,L,1,7,-24,28,43,65.1,400,3,31,99,3.2,1,2,1,3
Louisville,2010-09-11,2,,Eastern Kentucky,W,3,23,10,11,23,47.8,138,1,35,92,2.6,0,1,1,2
LSU,2010-09-11,2,@,Vanderbilt,W,3,27,24,8,16,50.0,70,0,32,65,2.0,0,1,0,1
Maryland,2010-09-11,2,,Morgan State,W,8,62,59,7,28,25.0,48,0,28,37,1.3,0,1,2,3
Memphis,2010-09-11,2,@,East Carolina,L,3,27,-22,29,41,70.7,264,3,36,161,4.5,3,0,0,0
Miami (FL),2010-09-11,2,@,Ohio State,L,3,24,-12,12,28,42.9,233,1,49,181,3.7,2,0,0,0
Miami (OH),2010-09-11,2,,Eastern Michigan,W,4,28,7,20,34,58.8,256,3,32,66,2.1,0,0,3,3
Michigan,2010-09-11,2,@,Notre Dame,W,4,28,4,21,44,47.7,381,2,32,154,4.8,1,0,3,3
Michigan State,2010-09-11,2,,Florida Atlantic,W,3,30,13,24,37,64.9,256,1,34,45,1.3,1,1,0,1
Middle Tennessee State,2010-09-11,2,,Austin Peay,W,8,56,23,16,40,40.0,224,2,36,124,3.4,1,0,2,2
Minnesota,2010-09-11,2,,South Dakota,L,5,38,-3,21,30,70.0,352,3,29,92,3.2,3,0,2,2
Missouri,2010-09-11,2,,McNeese State,W,6,50,44,21,31,67.7,180,1,33,65,2.0,0,2,3,5
Navy,2010-09-11,2,,Georgia Southern,W,1,13,6,4,9,44.4,36,1,39,73,1.9,0,1,0,1
Nebraska,2010-09-11,2,,Idaho,W,5,38,21,21,39,53.8,219,2,38,60,1.6,0,1,5,6
Nevada,2010-09-11,2,,Colorado State,W,6,51,45,23,36,63.9,194,0,31,78,2.5,0,0,1,1
New Mexico,2010-09-11,2,,Texas Tech,L,2,17,-35,24,41,58.5,310,3,36,152,4.2,4,2,0,2
New Mexico State,2010-09-11,1,,San Diego State,L,3,21,-20,20,43,46.5,319,1,40,244,6.1,4,0,0,0
North Carolina State,2010-09-11,2,@,Central Florida,W,4,28,7,17,29,58.6,213,0,34,95,2.8,2,2,3,5
North Texas,2010-09-11,2,,Rice,L,4,31,-1,15,33,45.5,245,2,39,106,2.7,1,1,1,2
Northern Illinois,2010-09-11,2,,North Dakota,W,3,23,6,18,31,58.1,267,1,31,67,2.2,0,1,1,2
Northwestern,2010-09-11,2,,Illinois State,W,5,37,34,18,32,56.3,171,0,30,92,3.1,0,1,3,4
Notre Dame,2010-09-11,2,,Michigan,L,3,24,-4,24,40,60.0,244,1,41,288,7.0,3,0,0,0
Ohio,2010-09-11,2,,Toledo,L,1,13,-7,13,20,65.0,110,1,48,102,2.1,2,0,2,2
Ohio State,2010-09-11,2,,Miami (FL),W,3,36,12,22,39,56.4,232,1,28,120,4.3,0,0,4,4
Oklahoma,2010-09-11,2,,Florida State,W,6,47,30,15,36,41.7,222,1,32,123,3.8,1,1,2,3
Oklahoma State,2010-09-11,2,,Troy,W,5,41,3,29,40,72.5,270,3,36,101,2.8,0,4,0,4
Ole Miss,2010-09-11,2,@,Tulane,W,3,27,14,22,31,71.0,218,0,29,94,3.2,1,2,0,2
Oregon,2010-09-11,2,@,Tennessee,W,6,48,35,15,29,51.7,151,0,36,182,5.1,1,0,1,1
Penn State,2010-09-11,2,@,Alabama,L,0,3,-21,16,24,66.7,229,2,34,180,5.3,1,1,0,1
Pitt,2010-09-11,2,,New Hampshire,W,5,38,22,21,37,56.8,225,1,35,73,2.1,1,0,1,1
Purdue,2010-09-11,2,,Western Illinois,W,4,31,10,25,38,65.8,286,1,36,120,3.3,2,1,0,1
Rice,2010-09-11,2,@,North Texas,W,3,32,1,22,41,53.7,296,3,31,124,4.0,1,2,1,3
Rutgers,2010-09-11,2,@,Florida International,W,2,19,5,17,32,53.1,204,2,36,167,4.6,0,3,2,5
San Diego State,2010-09-11,2,@,New Mexico State,W,5,41,20,17,34,50.0,223,2,26,105,4.0,1,1,0,1
San Jose State,2010-09-11,2,@,Wisconsin,L,2,14,-13,15,22,68.2,191,1,46,212,4.6,2,1,1,2
SMU,2010-09-11,2,,Alabama-Birmingham,W,4,28,21,13,26,50.0,153,1,32,108,3.4,0,1,1,2
South Carolina,2010-09-11,2,,Georgia,W,2,17,11,14,21,66.7,192,0,26,61,2.3,0,1,0,1
South Florida,2010-09-11,2,@,Florida,L,2,14,-24,18,31,58.1,172,2,37,251,6.8,2,0,0,0
Southern Mississippi,2010-09-11,2,,Prairie View A&M,W,4,34,27,13,32,40.6,144,1,27,67,2.5,0,1,1,2
Stanford,2010-09-11,2,@,UCLA,W,4,35,35,11,21,52.4,81,0,33,152,4.6,0,2,2,4
Syracuse,2010-09-11,2,@,Washington,L,2,20,-21,23,34,67.6,292,4,33,175,5.3,1,1,0,1
Tennessee,2010-09-11,2,,Oregon,L,1,13,-35,17,32,53.1,202,2,44,245,5.6,2,1,0,1
Texas,2010-09-11,2,,Wyoming,W,4,34,27,20,31,64.5,199,0,30,58,1.9,1,0,0,0
Texas A&M,2010-09-11,2,,Louisiana Tech,W,6,48,32,21,41,51.2,208,1,40,61,1.5,1,2,2,4
Texas Christian,2010-09-11,2,,Tennessee Tech,W,9,62,55,9,14,64.3,58,1,41,92,2.2,0,4,1,5
Texas Tech,2010-09-11,2,@,New Mexico,W,7,52,35,32,52,61.5,336,1,27,97,3.6,1,1,2,3
Toledo,2010-09-11,2,@,Ohio,W,3,20,7,17,28,60.7,137,1,28,46,1.6,0,1,3,4
Troy,2010-09-11,2,@,Oklahoma State,L,4,38,-3,29,39,74.4,348,2,37,174,4.7,2,3,2,5
Tulane,2010-09-11,2,,Mississippi,L,1,13,-14,16,22,72.7,282,1,37,92,2.5,2,0,1,1
Tulsa,2010-09-11,2,,Bowling Green State,W,3,33,13,29,40,72.5,262,0,25,41,1.6,3,0,3,3
UAB,2010-09-11,2,@,Southern Methodist,L,1,7,-21,19,34,55.9,174,2,37,247,6.7,2,1,0,1
UCF,2010-09-11,2,,North Carolina State,L,3,21,-7,10,30,33.3,105,1,40,134,3.4,2,0,0,0
UCLA,2010-09-11,2,,Stanford,L,0,0,-35,11,24,45.8,151,2,49,211,4.3,1,0,0,0
UNLV,2010-09-11,2,@,Utah,L,1,10,-28,13,20,65.0,207,2,28,131,4.7,2,1,0,1
USC,2010-09-11,2,,Virginia,W,2,17,3,17,36,47.2,190,1,36,150,4.2,1,0,1,1
Utah,2010-09-11,2,,Nevada-Las Vegas,W,5,38,28,18,37,48.6,217,0,42,102,2.4,0,1,0,1
Utah State,2010-09-11,2,,Idaho State,W,5,38,21,20,40,50.0,236,1,24,49,2.0,1,0,2,2
Vanderbilt,2010-09-11,2,,Louisiana State,L,0,3,-24,9,21,42.9,112,0,50,280,5.6,3,0,1,1
Virginia,2010-09-11,2,@,Southern California,L,2,14,-3,20,35,57.1,202,2,33,127,3.8,0,1,0,1
Virginia Tech,2010-09-11,2,,James Madison,L,1,16,-5,5,8,62.5,121,1,41,114,2.8,2,0,0,0
Wake Forest,2010-09-11,2,,Duke,W,8,54,6,28,44,63.6,358,4,29,129,4.4,2,1,3,4
Washington,2010-09-11,2,,Syracuse,W,5,41,21,19,37,51.4,224,1,31,112,3.6,1,1,1,2
Washington State,2010-09-11,2,,Montana State,W,3,23,1,26,39,66.7,284,2,30,123,4.1,0,0,3,3
Western Kentucky,2010-09-11,2,@,Kentucky,L,4,28,-35,19,23,82.6,276,4,44,206,4.7,4,0,0,0
Western Michigan,2010-09-11,2,,Nicholls State,W,7,49,35,12,22,54.5,129,1,28,112,4.0,1,2,0,2
Wisconsin,2010-09-11,2,,San Jose State,W,3,27,13,22,30,73.3,252,2,20,55,2.8,0,0,2,2
Wyoming,2010-09-11,2,@,Texas,L,1,7,-27,22,35,62.9,222,1,29,167,5.8,3,0,0,0
Cincinnati,2010-09-16,3,@,North Carolina State,L,3,19,-11,26,40,65.0,333,3,36,158,4.4,1,2,0,2
