School,Date,G,Loc,Opponent,WL,Total TD opp,Points Against
Kentucky,2019-08-31,1,,Toledo,W,3,24
Liberty,2019-08-31,1,,Syracuse,L,3,24
Louisiana,2019-08-31,1,N,Mississippi State,L,5,38
Louisiana Tech,2019-08-31,1,@,Texas,L,6,45
Louisiana-Monroe,2019-08-31,1,,Grambling State,W,1,9
LSU,2019-08-31,1,,Georgia Southern,W,0,3
Marshall,2019-08-31,1,,Virginia Military Institute,W,2,17
Maryland,2019-08-31,1,,Howard,W,0,0
Memphis,2019-08-31,1,,Mississippi,W,1,10
Miami (OH),2019-08-31,1,@,Iowa,L,5,38
Michigan,2019-08-31,1,,Middle Tennessee State,W,3,21
Middle Tennessee State,2019-08-31,1,@,Michigan,L,5,40
Mississippi State,2019-08-31,1,N,Louisiana,W,4,28
Missouri,2019-08-31,1,@,Wyoming,L,4,37
Navy,2019-08-31,1,,Holy Cross,W,1,7
Nebraska,2019-08-31,1,,South Alabama,W,3,21
New Mexico,2019-08-31,1,,Sam Houston State,W,4,31
New Mexico State,2019-08-31,1,@,Washington State,L,7,58
North Carolina,2019-08-31,1,N,South Carolina,W,2,20
North Carolina State,2019-08-31,1,,East Carolina,W,0,6
North Texas,2019-08-31,1,,Abilene Christian,W,4,31
Northern Illinois,2019-08-31,1,,Illinois State,W,1,10
Northwestern,2019-08-31,1,@,Stanford,L,2,17
Ohio,2019-08-31,1,,Rhode Island,W,2,20
Ohio State,2019-08-31,1,,Florida Atlantic,W,2,21
Old Dominion,2019-08-31,1,,Norfolk State,W,3,21
Ole Miss,2019-08-31,1,@,Memphis,L,2,15
Oregon,2019-08-31,1,N,Auburn,L,3,27
Penn State,2019-08-31,1,,Idaho,W,1,7
Pitt,2019-08-31,1,,Virginia,L,3,30
San Diego State,2019-08-31,1,,Weber State,W,0,0
SMU,2019-08-31,1,@,Arkansas State,W,4,30
South Alabama,2019-08-31,1,@,Nebraska,L,5,35
South Carolina,2019-08-31,1,N,North Carolina,L,2,24
Southern Mississippi,2019-08-31,1,,Alcorn State,W,1,10
Stanford,2019-08-31,1,,Northwestern,W,1,7
Syracuse,2019-08-31,1,@,Liberty,W,0,0
Temple,2019-08-31,1,,Bucknell,W,1,12
Tennessee,2019-08-31,1,,Georgia State,L,5,38
Texas,2019-08-31,1,,Louisiana Tech,W,2,14
Texas Christian,2019-08-31,1,,Arkansas-Pine Bluff,W,1,7
Texas Tech,2019-08-31,1,,Montana State,W,1,10
Toledo,2019-08-31,1,@,Kentucky,L,6,38
Troy,2019-08-31,1,,Campbell,W,2,14
UNLV,2019-08-31,1,,Southern Utah,W,3,23
USC,2019-08-31,1,,Fresno State,W,2,23
UTEP,2019-08-31,1,,Houston Baptist,W,4,34
UTSA,2019-08-31,1,,Incarnate Word,W,1,7
Vanderbilt,2019-08-31,1,,Georgia,L,3,30
Virginia,2019-08-31,1,@,Pittsburgh,W,2,14
Virginia Tech,2019-08-31,1,@,Boston College,L,5,35
Washington,2019-08-31,1,,Eastern Washington,W,2,14
Washington State,2019-08-31,1,,New Mexico State,W,1,7
West Virginia,2019-08-31,1,,James Madison,W,1,13
Western Michigan,2019-08-31,1,,Monmouth,W,2,13
Wyoming,2019-08-31,1,,Missouri,W,4,31
Houston,2019-09-01,1,@,Oklahoma,L,7,49
Oklahoma,2019-09-01,1,,Houston,W,4,31
Louisville,2019-09-02,1,,Notre Dame,L,5,35
Notre Dame,2019-09-02,1,@,Louisville,W,2,17
Arizona State,2019-09-06,2,,Sacramento State,W,1,7
Boise State,2019-09-06,2,,Marshall,W,1,7
Marshall,2019-09-06,2,@,Boise State,L,2,14
Rice,2019-09-06,2,,Wake Forest,L,5,41
Virginia,2019-09-06,2,,William & Mary,W,2,17
Wake Forest,2019-09-06,2,@,Rice,W,3,21
Akron,2019-09-07,2,,Alabama-Birmingham,L,4,31
Alabama,2019-09-07,2,,New Mexico State,W,1,10
Appalachian State,2019-09-07,2,,Charlotte,W,6,41
Arizona,2019-09-07,2,,Northern Arizona,W,5,41
Arkansas,2019-09-07,2,@,Mississippi,L,4,31
Arkansas State,2019-09-07,2,@,Nevada-Las Vegas,W,2,17
Army,2019-09-07,2,@,Michigan,L,3,24
Auburn,2019-09-07,2,,Tulane,W,0,6
Ball State,2019-09-07,2,,Fordham,W,4,29
Baylor,2019-09-07,2,,Texas-San Antonio,W,2,14
Boston College,2019-09-07,2,,Richmond,W,1,13
Bowling Green State,2019-09-07,2,@,Kansas State,L,7,52
Brigham Young,2019-09-07,2,@,Tennessee,W,2,26
Buffalo,2019-09-07,2,@,Penn State,L,6,45
California,2019-09-07,2,@,Washington,W,1,19
Central Michigan,2019-09-07,2,@,Wisconsin,L,8,61
Charlotte,2019-09-07,2,@,Appalachian State,L,8,56
Cincinnati,2019-09-07,2,@,Ohio State,L,6,42
Clemson,2019-09-07,2,,Texas A&M,W,1,10
Coastal Carolina,2019-09-07,2,@,Kansas,W,1,7
Colorado,2019-09-07,2,,Nebraska,W,4,31
Colorado State,2019-09-07,2,,Western Illinois,W,1,13
Connecticut,2019-09-07,2,,Illinois,L,4,31
Duke,2019-09-07,2,,North Carolina A&T,W,1,13
East Carolina,2019-09-07,2,,Gardner-Webb,W,1,9
Eastern Michigan,2019-09-07,2,@,Kentucky,L,5,38
Florida,2019-09-07,2,,Tennessee-Martin,W,0,0
Florida Atlantic,2019-09-07,2,,Central Florida,L,7,48
Florida International,2019-09-07,2,,Western Kentucky,L,2,20
Florida State,2019-09-07,2,,Louisiana-Monroe,W,6,44
Fresno State,2019-09-07,2,,Minnesota,L,5,38
Georgia,2019-09-07,2,,Murray State,W,2,17
Georgia Southern,2019-09-07,2,,Maine,W,2,18
Georgia State,2019-09-07,2,,Furman,W,6,42
Georgia Tech,2019-09-07,2,,South Florida,W,1,10
Hawaii,2019-09-07,2,,Oregon State,W,4,28
Houston,2019-09-07,2,,Prairie View A&M,W,2,17
Illinois,2019-09-07,2,@,Connecticut,W,2,23
Indiana,2019-09-07,2,,Eastern Illinois,W,0,0
Iowa,2019-09-07,2,,Rutgers,W,0,0
Kansas,2019-09-07,2,,Coastal Carolina,L,2,12
Kansas State,2019-09-07,2,,Bowling Green State,W,0,0
Kent State,2019-09-07,2,,Kennesaw State,W,2,23
Kentucky,2019-09-07,2,,Eastern Michigan,W,2,17
Liberty,2019-09-07,2,@,Louisiana,L,5,35
Louisiana,2019-09-07,2,,Liberty,W,2,14
Louisiana Tech,2019-09-07,2,,Grambling State,W,2,14
Louisiana-Monroe,2019-09-07,2,@,Florida State,L,6,45
Louisville,2019-09-07,2,,Eastern Kentucky,W,0,0
LSU,2019-09-07,2,@,Texas,W,4,38
Maryland,2019-09-07,2,,Syracuse,W,3,20
Massachusetts,2019-09-07,2,,Southern Illinois,L,6,45
Memphis,2019-09-07,2,,Southern,W,3,24
Miami (FL),2019-09-07,2,@,North Carolina,L,3,28
Miami (OH),2019-09-07,2,,Tennessee Tech,W,2,17
Michigan,2019-09-07,2,,Army,W,3,21
Michigan State,2019-09-07,2,,Western Michigan,W,2,17
Middle Tennessee State,2019-09-07,2,,Tennessee State,W,4,26
Minnesota,2019-09-07,2,@,Fresno State,W,4,35
Mississippi State,2019-09-07,2,,Southern Mississippi,W,2,15
Missouri,2019-09-07,2,,West Virginia,W,1,7
Nebraska,2019-09-07,2,@,Colorado,L,4,34
Nevada,2019-09-07,2,@,Oregon,L,11,77
New Mexico State,2019-09-07,2,@,Alabama,L,8,62
North Carolina,2019-09-07,2,,Miami (FL),W,3,25
North Carolina State,2019-09-07,2,,Western Carolina,W,0,0
North Texas,2019-09-07,2,@,Southern Methodist,L,7,49
Northern Illinois,2019-09-07,2,@,Utah,L,5,35
Ohio,2019-09-07,2,@,Pittsburgh,L,2,20
Ohio State,2019-09-07,2,,Cincinnati,W,0,0
Oklahoma,2019-09-07,2,,South Dakota,W,2,14
Oklahoma State,2019-09-07,2,,McNeese State,W,2,14
Old Dominion,2019-09-07,2,@,Virginia Tech,L,4,31
Ole Miss,2019-09-07,2,,Arkansas,W,2,17
Oregon,2019-09-07,2,,Nevada,W,0,6
Oregon State,2019-09-07,2,@,Hawaii,L,4,31
Penn State,2019-09-07,2,,Buffalo,W,1,13
Pitt,2019-09-07,2,,Ohio,W,1,10
Purdue,2019-09-07,2,,Vanderbilt,W,3,24
Rutgers,2019-09-07,2,@,Iowa,L,3,30
San Diego State,2019-09-07,2,@,UCLA,W,2,14
San Jose State,2019-09-07,2,,Tulsa,L,4,34
SMU,2019-09-07,2,,North Texas,W,3,27
South Alabama,2019-09-07,2,,Jackson State,W,2,14
South Carolina,2019-09-07,2,,Charleston Southern,W,1,10
South Florida,2019-09-07,2,@,Georgia Tech,L,2,14
Southern Mississippi,2019-09-07,2,@,Mississippi State,L,5,38
Stanford,2019-09-07,2,@,Southern California,L,6,45
Syracuse,2019-09-07,2,@,Maryland,L,9,63
Tennessee,2019-09-07,2,,Brigham Young,L,3,29
Texas,2019-09-07,2,,Louisiana State,L,1,45
Texas A&M,2019-09-07,2,@,Clemson,L,3,24
Texas State,2019-09-07,2,,Wyoming,L,2,23
Texas Tech,2019-09-07,2,,Texas-El Paso,W,0,3
Tulane,2019-09-07,2,@,Auburn,L,3,24
Tulsa,2019-09-07,2,@,San Jose State,W,2,16
UAB,2019-09-07,2,@,Akron,W,3,20
UCF,2019-09-07,2,@,Florida Atlantic,W,1,14
UCLA,2019-09-07,2,,San Diego State,L,2,23
UNLV,2019-09-07,2,,Arkansas State,L,5,43
USC,2019-09-07,2,,Stanford,W,2,20
Utah,2019-09-07,2,,Northern Illinois,W,2,17
Utah State,2019-09-07,2,,Stony Brook,W,1,7
UTEP,2019-09-07,2,@,Texas Tech,L,5,38
UTSA,2019-09-07,2,@,Baylor,L,9,63
Vanderbilt,2019-09-07,2,@,Purdue,L,6,42
Virginia Tech,2019-09-07,2,,Old Dominion,W,2,17
Washington,2019-09-07,2,,California,L,2,20
Washington State,2019-09-07,2,,Northern Colorado,W,2,17
West Virginia,2019-09-07,2,@,Missouri,L,5,38
Western Kentucky,2019-09-07,2,@,Florida International,W,2,14
Western Michigan,2019-09-07,2,@,Michigan State,L,6,51
Wisconsin,2019-09-07,2,,Central Michigan,W,0,0
Wyoming,2019-09-07,2,@,Texas State,W,2,14
Boston College,2019-09-13,3,,Kansas,L,6,48
Houston,2019-09-13,3,N,Washington State,L,4,31
Kansas,2019-09-13,3,@,Boston College,W,3,24
North Carolina,2019-09-13,3,@,Wake Forest,L,3,24
Wake Forest,2019-09-13,3,,North Carolina,W,2,18
Washington State,2019-09-13,3,N,Houston,W,3,24
Air Force,2019-09-14,2,@,Colorado,W,3,23
Akron,2019-09-14,3,@,Central Michigan,L,5,45
Alabama,2019-09-14,3,@,South Carolina,W,2,23
Arizona,2019-09-14,3,,Texas Tech,W,2,14
Arizona State,2019-09-14,3,@,Michigan State,W,1,7
Arkansas,2019-09-14,3,,Colorado State,W,4,34
Arkansas State,2019-09-14,3,@,Georgia,L,7,55
Army,2019-09-14,3,@,Texas-San Antonio,W,2,13
Auburn,2019-09-14,3,,Kent State,W,2,16
Ball State,2019-09-14,3,,Florida Atlantic,L,6,41
Boise State,2019-09-14,3,,Portland State,W,1,10
Bowling Green State,2019-09-14,3,,Louisiana Tech,L,5,35
Brigham Young,2019-09-14,3,,Southern California,W,3,27
Buffalo,2019-09-14,3,@,Liberty,L,5,35
California,2019-09-14,3,,North Texas,W,2,17
Central Michigan,2019-09-14,3,,Akron,W,3,24
Charlotte,2019-09-14,3,,Massachusetts,W,2,17
Cincinnati,2019-09-14,3,,Miami (OH),W,1,13
Clemson,2019-09-14,3,@,Syracuse,W,0,6
Coastal Carolina,2019-09-14,3,,Norfolk State,W,1,7
Colorado,2019-09-14,3,,Air Force,L,4,30
Colorado State,2019-09-14,3,@,Arkansas,L,7,55
Duke,2019-09-14,3,@,Middle Tennessee State,W,2,18
East Carolina,2019-09-14,3,@,Navy,L,6,42
Eastern Michigan,2019-09-14,3,@,Illinois,W,4,31
Florida,2019-09-14,3,@,Kentucky,W,3,21
Florida Atlantic,2019-09-14,3,@,Ball State,W,4,31
Florida International,2019-09-14,3,,New Hampshire,W,2,17
Florida State,2019-09-14,3,@,Virginia,L,4,31
Georgia,2019-09-14,3,,Arkansas State,W,0,0
Georgia Southern,2019-09-14,3,@,Minnesota,L,5,35
Georgia State,2019-09-14,3,@,Western Michigan,L,8,57
Georgia Tech,2019-09-14,3,,Citadel,L,3,27
Hawaii,2019-09-14,3,@,Washington,L,7,52
Illinois,2019-09-14,3,,Eastern Michigan,L,4,34
Indiana,2019-09-14,3,,Ohio State,L,6,51
Iowa,2019-09-14,3,@,Iowa State,W,2,17
Iowa State,2019-09-14,2,,Iowa,L,1,18
Kansas State,2019-09-14,3,@,Mississippi State,W,3,24
Kent State,2019-09-14,3,@,Auburn,L,7,55
Kentucky,2019-09-14,3,,Florida,L,4,29
Liberty,2019-09-14,3,,Buffalo,W,2,17
Louisiana,2019-09-14,3,,Texas Southern,W,0,6
Louisiana Tech,2019-09-14,3,@,Bowling Green State,W,1,7
Louisville,2019-09-14,3,N,Western Kentucky,W,3,21
LSU,2019-09-14,3,,Northwestern State,W,2,14
Marshall,2019-09-14,3,,Ohio,W,4,31
Maryland,2019-09-14,3,@,Temple,L,3,20
Massachusetts,2019-09-14,3,@,Charlotte,L,7,52
Memphis,2019-09-14,3,@,South Alabama,W,1,6
Miami (FL),2019-09-14,3,,Bethune-Cookman,W,0,0
Miami (OH),2019-09-14,3,@,Cincinnati,L,5,35
Michigan State,2019-09-14,3,,Arizona State,L,1,10
Middle Tennessee State,2019-09-14,3,,Duke,L,5,41
Minnesota,2019-09-14,3,,Georgia Southern,W,4,32
Mississippi State,2019-09-14,3,,Kansas State,L,4,31
Missouri,2019-09-14,3,,Southeast Missouri State,W,0,0
Navy,2019-09-14,2,,East Carolina,W,1,10
Nebraska,2019-09-14,3,,Northern Illinois,W,0,8
Nevada,2019-09-14,3,,Weber State,W,1,13
New Mexico,2019-09-14,2,@,Notre Dame,L,9,66
New Mexico State,2019-09-14,3,,San Diego State,L,4,31
North Carolina State,2019-09-14,3,@,West Virginia,L,6,44
North Texas,2019-09-14,3,@,California,L,2,23
Northern Illinois,2019-09-14,3,@,Nebraska,L,6,44
Northwestern,2019-09-14,2,,Nevada-Las Vegas,W,2,14
Notre Dame,2019-09-14,2,,New Mexico,W,2,14
Ohio,2019-09-14,3,@,Marshall,L,4,33
Ohio State,2019-09-14,3,@,Indiana,W,1,10
Oklahoma,2019-09-14,3,@,UCLA,W,2,14
Oklahoma State,2019-09-14,3,@,Tulsa,W,3,21
Ole Miss,2019-09-14,3,,Southeastern Louisiana,W,4,29
Oregon,2019-09-14,3,,Montana,W,0,3
Oregon State,2019-09-14,3,,Cal Poly,W,1,7
Penn State,2019-09-14,3,,Pittsburgh,W,1,10
Pitt,2019-09-14,3,@,Penn State,L,2,17
Purdue,2019-09-14,3,,Texas Christian,L,4,34
Rice,2019-09-14,3,N,Texas,L,6,48
San Diego State,2019-09-14,3,@,New Mexico State,W,1,10
SMU,2019-09-14,3,,Texas State,W,2,17
South Alabama,2019-09-14,3,,Memphis,L,5,42
South Carolina,2019-09-14,3,,Alabama,L,6,47
South Florida,2019-09-14,3,,South Carolina State,W,2,16
Southern Mississippi,2019-09-14,3,@,Troy,W,6,42
Stanford,2019-09-14,3,@,Central Florida,L,6,45
Syracuse,2019-09-14,3,,Clemson,L,5,41
Temple,2019-09-14,2,,Maryland,W,2,17
Tennessee,2019-09-14,3,,Chattanooga,W,0,0
Texas,2019-09-14,3,N,Rice,W,2,13
Texas A&M,2019-09-14,3,,Lamar,W,0,3
Texas Christian,2019-09-14,2,@,Purdue,W,1,13
Texas State,2019-09-14,3,@,Southern Methodist,L,7,47
Texas Tech,2019-09-14,3,@,Arizona,L,4,28
Toledo,2019-09-14,2,,Murray State,W,0,0
Troy,2019-09-14,2,,Southern Mississippi,L,6,47
Tulane,2019-09-14,3,,Missouri State,W,1,6
Tulsa,2019-09-14,3,,Oklahoma State,L,5,40
UCF,2019-09-14,3,,Stanford,W,3,27
UCLA,2019-09-14,3,,Oklahoma,L,6,48
UNLV,2019-09-14,3,@,Northwestern,L,3,30
USC,2019-09-14,3,@,Brigham Young,L,3,30
Utah,2019-09-14,3,,Idaho State,W,0,0
UTSA,2019-09-14,3,,Army,L,4,31
Virginia,2019-09-14,3,,Florida State,W,3,24
Virginia Tech,2019-09-14,3,,Furman,W,2,17
Washington,2019-09-14,3,,Hawaii,W,4,20
West Virginia,2019-09-14,3,,North Carolina State,W,3,27
Western Kentucky,2019-09-14,3,N,Louisville,L,5,38
Western Michigan,2019-09-14,3,,Georgia State,W,1,10
Wyoming,2019-09-14,3,,Idaho,W,1,16
Houston,2019-09-19,4,@,Tulane,L,5,38
Tulane,2019-09-19,4,,Houston,W,4,31
Air Force,2019-09-20,3,@,Boise State,L,4,30
Boise State,2019-09-20,4,,Air Force,W,2,19
Florida International,2019-09-20,4,@,Louisiana Tech,L,4,43
Louisiana Tech,2019-09-20,4,,Florida International,W,4,31
USC,2019-09-20,4,,Utah,W,2,23
Utah,2019-09-20,4,@,Southern California,L,4,30
Akron,2019-09-21,4,,Troy,L,5,35
Alabama,2019-09-21,4,,Southern Mississippi,W,1,7
Appalachian State,2019-09-21,3,@,North Carolina,W,4,31
Arizona State,2019-09-21,4,,Colorado,L,4,34
Arkansas,2019-09-21,4,,San Jose State,L,4,31
Arkansas State,2019-09-21,4,,Southern Illinois,W,4,28
Army,2019-09-21,4,,Morgan State,W,3,21
Auburn,2019-09-21,4,@,Texas A&M,W,2,20
Ball State,2019-09-21,4,@,North Carolina State,L,4,34
Baylor,2019-09-21,3,@,Rice,W,1,13
Boston College,2019-09-21,4,@,Rutgers,W,1,16
Bowling Green State,2019-09-21,4,@,Kent State,L,8,62
Brigham Young,2019-09-21,4,,Washington,L,6,45
Buffalo,2019-09-21,4,,Temple,W,3,22
California,2019-09-21,4,@,Mississippi,W,2,20
Central Michigan,2019-09-21,4,@,Miami (FL),L,2,17
Charlotte,2019-09-21,4,@,Clemson,L,7,52
Clemson,2019-09-21,4,,Charlotte,W,1,10
Coastal Carolina,2019-09-21,4,@,Massachusetts,W,4,28
Colorado,2019-09-21,4,@,Arizona State,W,4,31
Colorado State,2019-09-21,4,,Toledo,L,5,41
Connecticut,2019-09-21,3,@,Indiana,L,5,38
East Carolina,2019-09-21,4,,William & Mary,W,1,7
Eastern Michigan,2019-09-21,4,,Central Connecticut State,W,4,29
Florida,2019-09-21,4,,Tennessee,W,0,3
Florida Atlantic,2019-09-21,4,,Wagner,W,1,7
Florida State,2019-09-21,4,,Louisville,W,3,24
Fresno State,2019-09-21,3,,Sacramento State,W,3,20
Georgia,2019-09-21,4,,Notre Dame,W,2,17
Georgia State,2019-09-21,4,@,Texas State,L,4,37
Hawaii,2019-09-21,4,,Central Arkansas,W,2,16
Illinois,2019-09-21,4,,Nebraska,L,6,42
Indiana,2019-09-21,4,,Connecticut,W,0,3
Iowa State,2019-09-21,3,,Louisiana-Monroe,W,3,20
Kansas,2019-09-21,4,,West Virginia,L,3,29
Kent State,2019-09-21,4,,Bowling Green State,W,3,20
Kentucky,2019-09-21,4,@,Mississippi State,L,4,28
Liberty,2019-09-21,4,,Hampton,W,4,27
Louisiana,2019-09-21,4,@,Ohio,W,3,25
Louisiana-Monroe,2019-09-21,3,@,Iowa State,L,9,72
Louisville,2019-09-21,4,@,Florida State,L,5,35
LSU,2019-09-21,4,@,Vanderbilt,W,5,38
Massachusetts,2019-09-21,4,,Coastal Carolina,L,9,62
Miami (FL),2019-09-21,4,,Central Michigan,W,1,12
Miami (OH),2019-09-21,4,@,Ohio State,L,11,76
Michigan,2019-09-21,3,@,Wisconsin,L,5,35
Michigan State,2019-09-21,4,@,Northwestern,W,1,10
Mississippi State,2019-09-21,4,,Kentucky,W,1,13
Missouri,2019-09-21,4,,South Carolina,W,2,14
Nebraska,2019-09-21,4,@,Illinois,W,5,38
Nevada,2019-09-21,4,@,Texas-El Paso,W,3,21
New Mexico,2019-09-21,3,,New Mexico State,W,7,52
New Mexico State,2019-09-21,4,@,New Mexico,L,7,55
North Carolina,2019-09-21,4,,Appalachian State,L,4,34
North Carolina State,2019-09-21,4,,Ball State,W,2,23
North Texas,2019-09-21,4,,Texas-San Antonio,W,0,3
Northwestern,2019-09-21,3,,Michigan State,L,4,31
Notre Dame,2019-09-21,3,@,Georgia,L,2,23
Ohio,2019-09-21,4,,Louisiana,L,6,45
Ohio State,2019-09-21,4,,Miami (OH),W,0,5
Oklahoma State,2019-09-21,4,@,Texas,L,5,36
Old Dominion,2019-09-21,3,@,Virginia,L,4,28
Ole Miss,2019-09-21,4,,California,L,4,28
Oregon,2019-09-21,4,@,Stanford,W,0,6
Pitt,2019-09-21,4,,Central Florida,W,4,34
Rice,2019-09-21,4,,Baylor,L,3,21
Rutgers,2019-09-21,3,,Boston College,L,4,30
San Diego State,2019-09-21,4,,Utah State,L,2,23
San Jose State,2019-09-21,3,@,Arkansas,W,3,24
SMU,2019-09-21,4,@,Texas Christian,W,5,38
South Alabama,2019-09-21,4,@,Alabama-Birmingham,L,5,35
South Carolina,2019-09-21,4,@,Missouri,L,4,34
Southern Mississippi,2019-09-21,4,@,Alabama,L,7,49
Stanford,2019-09-21,4,,Oregon,L,3,21
Syracuse,2019-09-21,4,,Western Michigan,W,5,33
Temple,2019-09-21,3,@,Buffalo,L,5,38
Tennessee,2019-09-21,4,@,Florida,L,4,34
Texas,2019-09-21,4,,Oklahoma State,W,3,30
Texas A&M,2019-09-21,4,,Auburn,L,4,28
Texas Christian,2019-09-21,3,,Southern Methodist,L,5,41
Texas State,2019-09-21,4,,Georgia State,W,4,34
Toledo,2019-09-21,3,@,Colorado State,W,4,35
Troy,2019-09-21,3,@,Akron,W,1,7
Tulsa,2019-09-21,4,,Wyoming,W,3,21
UAB,2019-09-21,3,,South Alabama,W,0,3
UCF,2019-09-21,4,@,Pittsburgh,L,5,35
UCLA,2019-09-21,4,@,Washington State,W,9,63
Utah State,2019-09-21,3,@,San Diego State,W,2,17
UTEP,2019-09-21,3,,Nevada,L,5,37
UTSA,2019-09-21,4,@,North Texas,L,6,45
Vanderbilt,2019-09-21,3,,Louisiana State,L,9,66
Virginia,2019-09-21,4,,Old Dominion,W,2,17
Wake Forest,2019-09-21,4,,Elon,W,1,7
Washington,2019-09-21,4,@,Brigham Young,W,2,19
Washington State,2019-09-21,4,,UCLA,L,9,67
West Virginia,2019-09-21,4,@,Kansas,W,3,24
Western Michigan,2019-09-21,4,@,Syracuse,L,7,52
Wisconsin,2019-09-21,3,,Michigan,W,2,14
Wyoming,2019-09-21,4,@,Tulsa,L,3,24
Memphis,2019-09-26,4,,Navy,W,3,23
Navy,2019-09-26,3,@,Memphis,L,5,35
Air Force,2019-09-27,4,,San Jose State,W,3,24
Arizona State,2019-09-27,5,@,California,W,2,17
California,2019-09-27,5,,Arizona State,L,3,24
Duke,2019-09-27,4,@,Virginia Tech,W,1,10
Maryland,2019-09-27,4,,Penn State,L,8,59
Penn State,2019-09-27,4,@,Maryland,W,0,0
San Jose State,2019-09-27,4,@,Air Force,L,6,41
Virginia Tech,2019-09-27,4,,Duke,L,6,45
Akron,2019-09-28,5,@,Massachusetts,L,4,37
Alabama,2019-09-28,5,,Mississippi,W,4,31
Appalachian State,2019-09-28,4,,Coastal Carolina,W,5,37
Arizona,2019-09-28,4,,UCLA,W,2,17
Arkansas,2019-09-28,5,N,Texas A&M,L,4,31
Arkansas State,2019-09-28,5,@,Troy,W,5,43
Auburn,2019-09-28,5,,Mississippi State,W,3,23
Baylor,2019-09-28,4,,Iowa State,W,3,21
