School,Date,G,Loc,Opponent,WL,Total TD opp,Points Against
Florida,2002-09-07,2,,Miami (FL),L,5,41
Fresno State,2002-09-07,3,@,Oregon,L,3,28
Georgia Tech,2002-09-07,2,@,Connecticut,W,2,14
Houston,2002-09-07,2,,Tulane,L,4,34
Idaho,2002-09-07,2,@,Washington State,L,7,49
Illinois,2002-09-07,2,@,Southern Mississippi,L,3,23
Indiana,2002-09-07,2,@,Utah,L,4,40
Iowa,2002-09-07,2,@,Miami (OH),W,3,24
Iowa State,2002-09-07,3,,Tennessee Tech,W,1,6
Kansas,2002-09-07,2,@,Nevada-Las Vegas,L,4,31
Kansas State,2002-09-07,2,,Louisiana-Monroe,W,0,0
Kent State,2002-09-07,2,@,Ohio State,L,6,51
Kentucky,2002-09-07,2,,Texas-El Paso,W,2,17
Louisiana,2002-09-07,2,,Minnesota,L,5,35
Louisiana Tech,2002-09-07,2,@,Clemson,L,3,33
Louisiana-Monroe,2002-09-07,2,@,Kansas State,L,10,68
Louisville,2002-09-07,2,@,Duke,W,0,3
LSU,2002-09-07,2,,Citadel,W,1,10
Maryland,2002-09-07,2,,Akron,W,2,14
Memphis,2002-09-07,2,@,Mississippi,L,5,38
Miami (FL),2002-09-07,2,@,Florida,W,2,16
Miami (OH),2002-09-07,2,,Iowa,L,3,29
Michigan,2002-09-07,2,,Western Michigan,W,2,12
Michigan State,2002-09-07,2,,Rice,W,1,10
Middle Tennessee State,2002-09-07,2,@,Tennessee,L,3,26
Minnesota,2002-09-07,2,@,Louisiana,W,1,11
Missouri,2002-09-07,2,,Ball State,W,0,6
Navy,2002-09-07,2,,North Carolina State,L,9,65
Nebraska,2002-09-07,3,,Utah State,W,1,13
New Mexico,2002-09-07,3,@,Air Force,L,5,38
New Mexico State,2002-09-07,2,@,California,L,4,34
North Carolina,2002-09-07,2,@,Syracuse,W,3,22
North Carolina State,2002-09-07,3,@,Navy,W,3,19
North Texas,2002-09-07,2,,Nicholls State,W,0,0
Northern Illinois,2002-09-07,2,@,South Florida,L,5,37
Northwestern,2002-09-07,2,,Texas Christian,L,6,48
Notre Dame,2002-09-07,2,,Purdue,W,2,17
Ohio,2002-09-07,2,,Northeastern,L,4,31
Ohio State,2002-09-07,2,,Kent State,W,2,17
Oklahoma,2002-09-07,2,,Alabama,W,3,27
Oklahoma State,2002-09-07,2,,Northern Iowa,W,1,10
Ole Miss,2002-09-07,2,,Memphis,W,2,16
Oregon,2002-09-07,2,,Fresno State,W,3,24
Pitt,2002-09-07,2,,Texas A&M,L,2,14
Purdue,2002-09-07,2,@,Notre Dame,L,3,24
Rice,2002-09-07,2,@,Michigan State,L,3,27
Rutgers,2002-09-07,2,,Buffalo,L,4,34
San Diego State,2002-09-07,2,@,Colorado,L,5,34
San Jose State,2002-09-07,2,@,Washington,L,4,34
SMU,2002-09-07,2,,Texas Tech,L,3,24
South Carolina,2002-09-07,2,@,Virginia,L,5,34
South Florida,2002-09-07,2,,Northern Illinois,W,1,6
Southern Mississippi,2002-09-07,2,,Illinois,W,2,20
Stanford,2002-09-07,1,@,Boston College,L,4,34
Syracuse,2002-09-07,2,,North Carolina,L,3,30
Tennessee,2002-09-07,2,,Middle Tennessee State,W,0,3
Texas A&M,2002-09-07,2,@,Pittsburgh,W,2,12
Texas Christian,2002-09-07,2,@,Northwestern,W,3,24
Texas Tech,2002-09-07,2,@,Southern Methodist,W,2,14
Toledo,2002-09-07,2,@,Eastern Michigan,W,2,13
Troy,2002-09-07,2,@,Alabama-Birmingham,L,3,27
Tulane,2002-09-07,2,@,Houston,W,1,13
Tulsa,2002-09-07,2,@,Arkansas State,L,3,21
UAB,2002-09-07,2,,Troy,W,3,26
UCF,2002-09-07,2,@,Arizona State,L,6,46
UCLA,2002-09-07,1,,Colorado State,W,2,19
UNLV,2002-09-07,2,,Kansas,W,2,20
Utah,2002-09-07,2,,Indiana,W,2,13
Utah State,2002-09-07,2,@,Nebraska,L,6,44
UTEP,2002-09-07,2,@,Kentucky,L,11,77
Vanderbilt,2002-09-07,2,,Furman,W,2,18
Virginia,2002-09-07,3,,South Carolina,W,3,21
Wake Forest,2002-09-07,2,,East Carolina,W,3,22
Washington,2002-09-07,2,,San Jose State,W,1,10
Washington State,2002-09-07,2,,Idaho,W,2,14
West Virginia,2002-09-07,2,@,Wisconsin,L,5,34
Western Michigan,2002-09-07,2,@,Michigan,L,5,35
Wisconsin,2002-09-07,3,,West Virginia,W,2,17
Wyoming,2002-09-07,2,@,Central Michigan,L,3,32
Marshall,2002-09-12,2,@,Virginia Tech,L,6,47
Virginia Tech,2002-09-12,3,,Marshall,W,3,21
Akron,2002-09-14,3,,Central Michigan,L,3,24
Alabama,2002-09-14,3,,North Texas,W,1,7
Arizona,2002-09-14,2,,Utah,W,2,17
Arizona State,2002-09-14,4,@,San Diego State,W,3,28
Arkansas,2002-09-14,2,,South Florida,W,0,3
Arkansas State,2002-09-14,4,@,Illinois,L,8,59
Army,2002-09-14,2,@,Rutgers,L,6,44
Auburn,2002-09-14,3,,Vanderbilt,W,0,6
Ball State,2002-09-14,2,,Indiana State,W,3,21
Baylor,2002-09-14,3,@,New Mexico,L,2,23
Boise State,2002-09-14,3,@,Wyoming,W,2,13
Bowling Green State,2002-09-14,2,,Missouri,W,4,28
Brigham Young,2002-09-14,3,@,Nevada,L,4,31
Buffalo,2002-09-14,3,,Connecticut,L,3,24
California,2002-09-14,3,@,Michigan State,W,3,22
Central Michigan,2002-09-14,3,@,Akron,W,2,17
Cincinnati,2002-09-14,2,,West Virginia,L,5,35
Clemson,2002-09-14,3,,Georgia Tech,W,3,19
Colorado,2002-09-14,3,,Southern California,L,6,40
Colorado State,2002-09-14,4,,Louisville,W,5,33
Connecticut,2002-09-14,3,@,Buffalo,W,0,3
Duke,2002-09-14,3,@,Northwestern,L,3,26
East Carolina,2002-09-14,3,,Tulane,W,2,20
Eastern Michigan,2002-09-14,3,,Southeast Missouri State,W,4,32
Florida,2002-09-14,3,,Ohio,W,0,6
Florida State,2002-09-14,3,@,Maryland,W,1,10
Georgia,2002-09-14,2,@,South Carolina,W,1,7
Georgia Tech,2002-09-14,3,@,Clemson,L,3,24
Houston,2002-09-14,3,,Louisiana,W,2,17
Idaho,2002-09-14,3,@,Oregon,L,7,58
Illinois,2002-09-14,3,,Arkansas State,W,1,7
Indiana,2002-09-14,3,@,Kentucky,L,4,27
Iowa,2002-09-14,3,,Iowa State,L,4,36
Iowa State,2002-09-14,4,@,Iowa,W,4,31
Kansas,2002-09-14,3,,Missouri State,W,3,24
Kansas State,2002-09-14,3,,Eastern Illinois,W,2,13
Kent State,2002-09-14,3,,Cal Poly,W,5,34
Kentucky,2002-09-14,3,,Indiana,W,2,17
Louisiana,2002-09-14,3,@,Houston,L,4,36
Louisiana Tech,2002-09-14,3,,Tulsa,W,1,9
Louisiana-Monroe,2002-09-14,3,,McNeese State,L,3,24
Louisville,2002-09-14,3,@,Colorado State,L,4,36
LSU,2002-09-14,3,,Miami (OH),W,1,7
Maryland,2002-09-14,3,,Florida State,L,4,37
Memphis,2002-09-14,3,@,Southern Mississippi,L,4,33
Miami (FL),2002-09-14,3,@,Temple,W,3,21
Miami (OH),2002-09-14,3,@,Louisiana State,L,3,33
Michigan,2002-09-14,3,@,Notre Dame,L,3,25
Michigan State,2002-09-14,3,,California,L,5,46
Minnesota,2002-09-14,3,,Toledo,W,3,21
Mississippi State,2002-09-14,2,,Jacksonville State,W,2,13
Missouri,2002-09-14,3,@,Bowling Green State,L,6,51
Nebraska,2002-09-14,4,@,Penn State,L,5,40
Nevada,2002-09-14,2,,Brigham Young,W,4,28
New Mexico,2002-09-14,4,,Baylor,W,0,0
North Carolina,2002-09-14,3,,Texas,L,7,52
North Carolina State,2002-09-14,4,,Wake Forest,W,2,13
North Texas,2002-09-14,3,@,Alabama,L,4,33
Northern Illinois,2002-09-14,3,@,Wisconsin,L,3,24
Northwestern,2002-09-14,3,,Duke,W,3,21
Notre Dame,2002-09-14,3,,Michigan,W,3,23
Ohio,2002-09-14,3,@,Florida,L,5,34
Ohio State,2002-09-14,3,,Washington State,W,1,7
Oklahoma,2002-09-14,3,,Texas-El Paso,W,0,0
Oklahoma State,2002-09-14,3,,UCLA,L,5,38
Ole Miss,2002-09-14,3,@,Texas Tech,L,5,42
Oregon,2002-09-14,3,,Idaho,W,3,21
Oregon State,2002-09-14,3,,Nevada-Las Vegas,W,2,17
Penn State,2002-09-14,2,,Nebraska,W,1,7
Pitt,2002-09-14,3,@,Alabama-Birmingham,W,2,20
Purdue,2002-09-14,3,,Western Michigan,W,3,24
Rutgers,2002-09-14,3,,Army,W,0,0
San Diego State,2002-09-14,3,,Arizona State,L,5,39
San Jose State,2002-09-14,3,@,Stanford,L,9,63
SMU,2002-09-14,3,@,Texas Christian,L,2,17
South Carolina,2002-09-14,3,,Georgia,L,1,13
South Florida,2002-09-14,3,@,Arkansas,L,6,42
Southern Mississippi,2002-09-14,3,,Memphis,W,2,14
Stanford,2002-09-14,2,,San Jose State,W,3,26
Syracuse,2002-09-14,3,,Rhode Island,W,2,17
Temple,2002-09-14,3,,Miami (FL),L,6,44
Texas,2002-09-14,2,@,North Carolina,W,3,21
Texas Christian,2002-09-14,3,,Southern Methodist,W,1,6
Texas Tech,2002-09-14,3,,Mississippi,W,4,28
Toledo,2002-09-14,3,@,Minnesota,L,4,31
Troy,2002-09-14,3,,Southern Utah,W,2,15
Tulane,2002-09-14,3,@,East Carolina,L,3,24
Tulsa,2002-09-14,3,@,Louisiana Tech,L,6,53
UAB,2002-09-14,3,,Pittsburgh,L,3,26
UCLA,2002-09-14,2,@,Oklahoma State,W,3,24
UNLV,2002-09-14,3,@,Oregon State,L,6,47
USC,2002-09-14,2,@,Colorado,W,0,3
Utah,2002-09-14,3,@,Arizona,L,2,23
Utah State,2002-09-14,3,,Idaho State,W,4,33
UTEP,2002-09-14,3,@,Oklahoma,L,9,68
Vanderbilt,2002-09-14,3,@,Auburn,L,4,31
Wake Forest,2002-09-14,3,@,North Carolina State,L,4,32
Washington State,2002-09-14,3,@,Ohio State,L,2,25
West Virginia,2002-09-14,3,@,Cincinnati,W,4,32
Western Michigan,2002-09-14,3,@,Purdue,L,4,28
Wisconsin,2002-09-14,4,,Northern Illinois,W,2,21
Wyoming,2002-09-14,3,,Boise State,L,5,35
Auburn,2002-09-19,4,@,Mississippi State,W,2,14
Mississippi State,2002-09-19,3,,Auburn,L,6,42
Marshall,2002-09-20,3,,Central Florida,W,3,21
UCF,2002-09-20,3,@,Marshall,L,3,26
Air Force,2002-09-21,3,@,California,W,1,21
Akron,2002-09-21,4,@,Virginia,L,7,48
Alabama,2002-09-21,4,,Southern Mississippi,W,1,7
Arizona,2002-09-21,3,@,Wisconsin,L,4,31
Arkansas State,2002-09-21,5,@,Louisiana-Monroe,W,3,21
Army,2002-09-21,3,,Louisville,L,6,45
Ball State,2002-09-21,3,@,Clemson,L,4,30
Baylor,2002-09-21,4,,Tulsa,W,3,25
Boston College,2002-09-21,3,@,Miami (FL),L,5,38
Bowling Green State,2002-09-21,3,@,Kansas,W,2,16
Brigham Young,2002-09-21,4,@,Georgia Tech,L,4,28
Buffalo,2002-09-21,4,@,Minnesota,L,5,41
California,2002-09-21,4,,Air Force,L,3,23
Central Michigan,2002-09-21,4,@,Indiana,L,5,39
Cincinnati,2002-09-21,3,,Ohio State,L,3,23
Clemson,2002-09-21,4,,Ball State,W,1,7
Colorado,2002-09-21,4,@,UCLA,W,2,17
Connecticut,2002-09-21,4,,Ohio,W,2,19
Duke,2002-09-21,4,@,Florida State,L,6,48
Eastern Michigan,2002-09-21,4,@,Maryland,L,6,45
Florida,2002-09-21,4,@,Tennessee,W,2,13
Florida State,2002-09-21,4,,Duke,W,2,17
Fresno State,2002-09-21,4,@,Oregon State,L,8,59
Georgia,2002-09-21,3,,Northwestern State,W,1,7
Georgia Tech,2002-09-21,4,,Brigham Young,W,2,19
Hawaii,2002-09-21,3,@,Texas-El Paso,W,0,6
Houston,2002-09-21,4,@,Texas,L,5,41
Idaho,2002-09-21,4,,San Diego State,W,5,38
Illinois,2002-09-21,4,,San Jose State,L,5,38
Indiana,2002-09-21,4,,Central Michigan,W,4,29
Iowa,2002-09-21,4,,Utah State,W,1,7
Iowa State,2002-09-21,5,,Troy,W,1,12
Kansas,2002-09-21,4,,Bowling Green State,L,5,39
Kansas State,2002-09-21,4,,Southern California,W,3,20
Kent State,2002-09-21,4,@,Miami (OH),L,3,27
Kentucky,2002-09-21,4,,Middle Tennessee State,W,3,22
Louisiana,2002-09-21,4,,Alabama-Birmingham,W,0,0
Louisiana Tech,2002-09-21,4,@,Penn State,L,7,49
Louisiana-Monroe,2002-09-21,4,,Arkansas State,L,4,33
Louisville,2002-09-21,4,@,Army,W,2,14
Maryland,2002-09-21,4,,Eastern Michigan,W,0,3
Memphis,2002-09-21,4,,Tulane,W,1,10
Miami (FL),2002-09-21,4,,Boston College,W,0,6
Miami (OH),2002-09-21,4,,Kent State,W,2,20
Michigan,2002-09-21,4,,Utah,W,1,7
Michigan State,2002-09-21,4,,Notre Dame,L,3,21
Middle Tennessee State,2002-09-21,3,@,Kentucky,L,6,44
Minnesota,2002-09-21,4,,Buffalo,W,2,17
Navy,2002-09-21,3,,Northwestern,L,7,49
Nevada,2002-09-21,3,,Rice,W,3,21
New Mexico,2002-09-21,5,@,New Mexico State,L,2,24
New Mexico State,2002-09-21,3,,New Mexico,W,2,13
North Carolina State,2002-09-21,5,@,Texas Tech,W,6,48
North Texas,2002-09-21,4,@,Texas Christian,L,1,16
Northern Illinois,2002-09-21,4,,Western Illinois,L,3,29
Northwestern,2002-09-21,4,@,Navy,W,5,40
Notre Dame,2002-09-21,4,@,Michigan State,W,2,17
Ohio,2002-09-21,4,@,Connecticut,L,4,37
Ohio State,2002-09-21,4,@,Cincinnati,W,2,19
Oklahoma State,2002-09-21,4,,Southern Methodist,W,2,16
Ole Miss,2002-09-21,4,,Vanderbilt,W,5,38
Oregon,2002-09-21,4,,Portland State,W,0,0
Oregon State,2002-09-21,4,,Fresno State,W,1,19
Penn State,2002-09-21,3,,Louisiana Tech,W,2,17
Pitt,2002-09-21,4,,Rutgers,W,0,3
Purdue,2002-09-21,4,,Wake Forest,L,3,24
Rice,2002-09-21,3,@,Nevada,L,4,31
Rutgers,2002-09-21,4,@,Pittsburgh,L,3,23
San Diego State,2002-09-21,4,@,Idaho,L,6,48
San Jose State,2002-09-21,4,@,Illinois,W,5,35
SMU,2002-09-21,4,@,Oklahoma State,L,7,52
South Carolina,2002-09-21,4,,Temple,W,3,21
Southern Mississippi,2002-09-21,4,@,Alabama,L,2,20
Temple,2002-09-21,4,@,South Carolina,L,6,42
Tennessee,2002-09-21,3,,Florida,L,4,30
Texas,2002-09-21,3,,Houston,W,1,11
Texas A&M,2002-09-21,3,,Virginia Tech,L,1,13
Texas Christian,2002-09-21,4,,North Texas,W,1,10
Texas Tech,2002-09-21,4,,North Carolina State,L,7,51
Toledo,2002-09-21,4,,Nevada-Las Vegas,W,3,21
Troy,2002-09-21,4,@,Iowa State,L,6,42
Tulane,2002-09-21,4,@,Memphis,L,5,38
Tulsa,2002-09-21,4,@,Baylor,L,5,37
UAB,2002-09-21,4,@,Louisiana,L,4,34
UCLA,2002-09-21,3,,Colorado,L,3,31
UNLV,2002-09-21,4,@,Toledo,L,5,38
USC,2002-09-21,3,@,Kansas State,L,3,27
Utah,2002-09-21,4,@,Michigan,L,1,10
Utah State,2002-09-21,4,@,Iowa,L,6,48
UTEP,2002-09-21,4,,Hawaii,L,4,31
Vanderbilt,2002-09-21,4,@,Mississippi,L,5,45
Virginia,2002-09-21,4,,Akron,W,4,29
Virginia Tech,2002-09-21,4,@,Texas A&M,W,0,3
Wake Forest,2002-09-21,4,@,Purdue,W,3,21
Washington,2002-09-21,3,,Wyoming,W,1,7
Washington State,2002-09-21,4,,Montana State,W,4,28
Wisconsin,2002-09-21,5,,Arizona,W,1,10
Wyoming,2002-09-21,4,@,Washington,L,5,38
Florida State,2002-09-26,5,@,Louisville,L,3,26
Louisville,2002-09-26,5,,Florida State,W,2,20
New Mexico,2002-09-27,6,,Texas Tech,L,7,49
Texas Tech,2002-09-27,5,@,New Mexico,W,0,0
Air Force,2002-09-28,4,@,Utah,W,3,26
Akron,2002-09-28,5,,Miami (OH),L,6,48
Alabama,2002-09-28,5,@,Arkansas,W,1,12
Arizona,2002-09-28,4,,North Texas,W,0,9
Arizona State,2002-09-28,5,,Stanford,W,3,24
Arkansas,2002-09-28,3,,Alabama,L,3,30
Arkansas State,2002-09-28,6,,Tennessee-Martin,W,1,10
Army,2002-09-28,4,,Southern Mississippi,L,3,27
Auburn,2002-09-28,5,,Syracuse,W,4,34
Ball State,2002-09-28,4,@,Connecticut,W,3,21
Boise State,2002-09-28,4,,Utah State,W,5,38
Boston College,2002-09-28,4,,Central Michigan,W,0,0
Buffalo,2002-09-28,5,@,Ohio,L,4,34
California,2002-09-28,5,,Washington State,L,6,48
Central Michigan,2002-09-28,5,@,Boston College,L,5,43
Cincinnati,2002-09-28,4,@,Temple,W,3,22
Colorado State,2002-09-28,5,@,Nevada,W,4,28
Connecticut,2002-09-28,5,,Ball State,L,3,24
Duke,2002-09-28,5,@,Navy,W,2,17
East Carolina,2002-09-28,4,@,West Virginia,L,5,37
Eastern Michigan,2002-09-28,5,,Southern Illinois,W,6,45
Florida,2002-09-28,5,,Kentucky,W,5,34
Fresno State,2002-09-28,5,@,Rice,W,4,28
Georgia,2002-09-28,4,,New Mexico State,W,1,10
Georgia Tech,2002-09-28,5,@,North Carolina,W,1,13
Hawaii,2002-09-28,4,,Southern Methodist,W,1,10
Idaho,2002-09-28,5,@,Washington,L,5,41
Illinois,2002-09-28,5,,Michigan,L,6,45
Indiana,2002-09-28,5,@,Ohio State,L,6,45
Iowa,2002-09-28,5,@,Penn State,W,5,35
Iowa State,2002-09-28,6,,Nebraska,W,2,14
Kansas,2002-09-28,5,@,Tulsa,W,5,33
Kent State,2002-09-28,5,@,Northern Illinois,L,1,13
Kentucky,2002-09-28,5,@,Florida,L,6,41
Louisiana Tech,2002-09-28,5,@,Texas A&M,L,4,31
LSU,2002-09-28,4,,Mississippi State,W,1,13
Maryland,2002-09-28,5,,Wofford,W,1,8
Memphis,2002-09-28,5,@,Alabama-Birmingham,L,4,31
Miami (OH),2002-09-28,5,@,Akron,W,4,31
Michigan,2002-09-28,5,@,Illinois,W,3,28
Michigan State,2002-09-28,5,,Northwestern,W,3,24
Middle Tennessee State,2002-09-28,4,,Southeast Missouri State,L,3,24
Minnesota,2002-09-28,5,@,Purdue,L,4,28
Mississippi State,2002-09-28,4,@,Louisiana State,L,4,31
Missouri,2002-09-28,4,,Troy,W,1,7
Navy,2002-09-28,4,,Duke,L,6,43
Nebraska,2002-09-28,5,@,Iowa State,L,4,36
Nevada,2002-09-28,4,,Colorado State,L,4,32
New Mexico State,2002-09-28,4,@,Georgia,L,6,41
North Carolina,2002-09-28,4,,Georgia Tech,L,3,21
North Carolina State,2002-09-28,6,,Massachusetts,W,3,24
North Texas,2002-09-28,5,@,Arizona,L,2,14
Northern Illinois,2002-09-28,5,,Kent State,W,0,6
Northwestern,2002-09-28,5,@,Michigan State,L,4,39
