School,Date,G,Loc,Opponent,WL,Total TD,Points For,Points Difference,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp
New Mexico,2003-08-30,1,,Texas State,W,10,72,64,27,60,45.0,321,1,24,59,2.5,0,1,2,3
North Carolina,2003-08-30,1,,Florida State,L,0,0,-37,24,37,64.9,317,1,42,236,5.6,4,2,0,2
North Carolina State,2003-08-30,1,,Western Carolina,W,8,59,39,22,41,53.7,192,1,24,43,1.8,2,0,0,0
North Texas,2003-08-30,1,@,Oklahoma,L,0,3,-34,28,41,68.3,286,4,32,105,3.3,0,0,1,1
Northwestern,2003-08-30,1,@,Kansas,W,4,28,8,13,30,43.3,255,1,27,100,3.7,0,3,2,5
Ohio State,2003-08-30,1,,Washington,W,4,28,19,26,49,53.1,255,0,24,7,0.3,1,0,0,0
Oklahoma,2003-08-30,1,,North Texas,W,4,37,34,7,25,28.0,79,0,35,75,2.1,0,1,1,2
Oklahoma State,2003-08-30,1,@,Nebraska,L,1,7,-10,8,16,50.0,78,0,65,268,4.1,1,1,1,2
Ole Miss,2003-08-30,1,@,Vanderbilt,W,2,24,3,21,33,63.6,298,3,38,101,2.7,0,1,1,2
Oregon,2003-08-30,1,@,Mississippi State,W,6,42,8,23,40,57.5,285,3,22,124,5.6,2,2,1,3
Penn State,2003-08-30,1,,Temple,W,2,23,13,17,37,45.9,195,0,40,162,4.1,1,0,0,0
Rice,2003-08-30,1,@,Houston,L,2,14,-34,17,23,73.9,246,2,49,194,4.0,4,0,0,0
Rutgers,2003-08-30,1,,Buffalo,W,3,24,14,7,21,33.3,60,0,41,232,5.7,1,1,0,1
San Diego State,2003-08-30,1,,Eastern Washington,W,2,19,10,17,33,51.5,100,1,43,117,2.7,0,0,0,0
San Jose State,2003-08-30,2,@,Florida,L,0,3,-62,27,41,65.9,357,3,34,155,4.6,3,1,1,2
SMU,2003-08-30,1,@,Texas Tech,L,1,10,-48,26,41,63.4,314,3,23,123,5.3,3,1,1,2
South Carolina,2003-08-30,1,,Louisiana,W,2,14,7,12,27,44.4,134,0,35,134,3.8,0,2,1,3
South Florida,2003-08-30,1,@,Alabama,L,2,17,-23,14,27,51.9,203,1,48,188,3.9,2,1,0,1
Southern Mississippi,2003-08-30,1,@,California,L,0,2,-32,11,18,61.1,157,2,48,260,5.4,1,1,0,1
Temple,2003-08-30,1,@,Penn State,L,1,10,-13,6,19,31.6,79,1,41,231,5.6,1,0,1,1
Tennessee,2003-08-30,1,,Fresno State,W,3,24,18,13,24,54.2,118,0,24,-1,0.0,0,0,0,0
Texas A&M,2003-08-30,1,,Arkansas State,W,2,26,15,11,20,55.0,94,0,38,114,3.0,0,1,1,2
Texas Tech,2003-08-30,1,,Southern Methodist,W,8,58,48,21,44,47.7,195,1,40,85,2.1,0,1,3,4
Troy,2003-08-30,1,@,Kansas State,L,0,5,-36,10,24,41.7,245,1,43,147,3.4,4,1,2,3
Tulsa,2003-08-30,1,@,Minnesota,L,1,10,-39,16,26,61.5,277,3,49,254,5.2,4,0,0,0
UAB,2003-08-30,1,@,Baylor,W,3,24,5,20,38,52.6,227,2,37,166,4.5,0,1,0,1
USC,2003-08-30,1,@,Auburn,W,2,23,23,12,26,46.2,121,0,36,43,1.2,0,2,1,3
UTEP,2003-08-30,1,@,Arizona,L,1,7,-35,14,26,53.8,229,2,43,217,5.0,4,0,2,2
Vanderbilt,2003-08-30,1,,Mississippi,L,3,21,-3,22,33,66.7,275,1,33,95,2.9,1,1,0,1
Virginia,2003-08-30,1,,Duke,W,3,27,27,11,29,37.9,120,0,35,152,4.3,0,0,0,0
Wake Forest,2003-08-30,1,@,Boston College,W,5,32,4,26,44,59.1,292,2,46,155,3.4,2,3,0,3
Washington,2003-08-30,1,@,Ohio State,L,1,9,-19,15,28,53.6,203,0,43,142,3.3,4,2,0,2
Washington State,2003-08-30,1,N,Idaho,W,2,25,25,16,36,44.4,167,0,26,83,3.2,0,0,3,3
West Virginia,2003-08-30,1,,Wisconsin,L,2,17,-7,20,34,58.8,215,1,45,223,5.0,1,0,0,0
Western Michigan,2003-08-30,1,@,Michigan State,L,3,21,-5,21,34,61.8,324,3,30,97,3.2,0,0,2,2
Wisconsin,2003-08-30,1,@,West Virginia,W,3,24,7,15,26,57.7,138,0,38,162,4.3,2,0,0,0
Wyoming,2003-08-30,1,,Montana State,W,3,21,11,18,39,46.2,223,1,33,130,3.9,0,1,4,5
Kentucky,2003-08-31,1,,Louisville,L,3,24,-16,14,23,60.9,180,1,44,240,5.5,3,0,1,1
Louisville,2003-08-31,1,@,Kentucky,W,5,40,16,18,32,56.3,236,2,36,108,3.0,1,0,2,2
New Mexico State,2003-08-31,1,@,Texas,L,1,7,-59,8,16,50.0,216,2,33,168,5.1,3,1,0,1
Texas,2003-08-31,1,,New Mexico State,W,9,66,59,8,15,53.3,75,0,55,150,2.7,1,2,3,5
UCF,2003-08-31,1,@,Virginia Tech,L,4,28,-21,29,38,76.3,380,4,43,152,3.5,2,1,0,1
Virginia Tech,2003-08-31,1,,Central Florida,W,7,49,21,24,36,66.7,259,3,19,76,4.0,1,1,1,2
Cincinnati,2003-09-01,1,,East Carolina,W,5,40,37,16,26,61.5,146,0,32,57,1.8,0,0,1,1
East Carolina,2003-09-01,1,@,Cincinnati,L,0,3,-37,14,27,51.9,128,1,56,361,6.4,4,2,0,2
Texas Christian,2003-09-01,1,@,Tulane,W,5,38,3,25,43,58.1,303,2,26,66,2.5,1,0,2,2
Tulane,2003-09-01,1,,Texas Christian,L,5,35,-3,17,27,63.0,243,1,61,221,3.6,4,2,1,3
Eastern Michigan,2003-09-04,2,,Western Illinois,L,0,12,-22,9,21,42.9,201,0,48,203,4.2,4,2,0,2
Southern Mississippi,2003-09-04,2,@,Alabama-Birmingham,W,2,17,5,23,37,62.2,262,1,32,114,3.6,0,4,0,4
UAB,2003-09-04,2,,Southern Mississippi,L,1,12,-5,14,20,70.0,197,1,48,117,2.4,1,1,1,2
Fresno State,2003-09-05,2,,Oregon State,W,1,16,2,15,44,34.1,285,1,38,121,3.2,1,0,5,5
Oregon State,2003-09-05,2,@,Fresno State,L,2,14,-2,22,49,44.9,276,1,32,60,1.9,0,0,3,3
Air Force,2003-09-06,2,@,Northwestern,W,3,22,1,15,38,39.5,234,1,41,218,5.3,2,0,4,4
Akron,2003-09-06,2,@,Wisconsin,L,4,31,-17,14,25,56.0,281,2,44,310,7.0,4,1,1,2
Alabama,2003-09-06,2,,Oklahoma,L,1,13,-7,22,36,61.1,281,2,27,74,2.7,0,0,0,0
Arizona,2003-09-06,2,,Louisiana State,L,2,13,-46,19,25,76.0,299,2,56,182,3.3,5,3,1,4
Arizona State,2003-09-06,1,,Northern Arizona,W,5,34,20,25,40,62.5,315,2,36,57,1.6,0,0,1,1
Arkansas,2003-09-06,1,,Tulsa,W,6,45,32,16,36,44.4,159,0,39,212,5.4,1,0,1,1
Arkansas State,2003-09-06,2,,Tennessee-Martin,W,9,63,57,20,34,58.8,180,1,32,73,2.3,0,2,0,2
Army,2003-09-06,1,,Connecticut,L,3,21,-27,26,36,72.2,317,5,31,164,5.3,2,0,2,2
Auburn,2003-09-06,2,@,Georgia Tech,L,0,3,-14,9,21,42.9,149,1,39,102,2.6,1,1,0,1
Ball State,2003-09-06,2,,Missouri,L,1,7,-28,18,29,62.1,171,1,47,290,6.2,4,0,0,0
Baylor,2003-09-06,2,@,North Texas,L,2,14,-38,9,15,60.0,124,0,47,327,7.0,6,1,1,2
Boise State,2003-09-06,1,,Idaho State,W,8,62,62,23,53,43.4,146,0,17,6,0.4,0,1,2,3
Boston College,2003-09-06,2,@,Penn State,W,3,27,13,19,39,48.7,185,0,38,133,3.5,2,2,1,3
Bowling Green State,2003-09-06,2,@,Purdue,W,3,27,1,26,42,61.9,255,3,28,95,3.4,0,1,0,1
Brigham Young,2003-09-06,2,@,Southern California,L,1,18,-17,19,34,55.9,235,3,33,71,2.2,1,0,3,3
Buffalo,2003-09-06,2,@,Iowa,L,1,7,-49,12,19,63.2,150,2,45,292,6.5,4,0,0,0
California,2003-09-06,3,,Colorado State,L,3,21,-2,15,24,62.5,317,2,39,131,3.4,0,1,1,2
Central Michigan,2003-09-06,2,,New Hampshire,W,5,40,7,25,44,56.8,212,2,38,149,3.9,2,1,1,2
Clemson,2003-09-06,2,,Furman,W,4,28,11,10,15,66.7,80,1,48,94,2.0,1,1,0,1
Colorado,2003-09-06,2,,UCLA,W,2,16,2,17,30,56.7,205,2,26,38,1.5,0,1,0,1
Colorado State,2003-09-06,2,@,California,W,2,23,2,23,35,65.7,248,3,31,51,1.6,0,0,2,2
Connecticut,2003-09-06,2,@,Army,W,7,48,27,26,51,51.0,200,2,37,44,1.2,0,0,1,1
Duke,2003-09-06,2,,Western Carolina,W,4,29,26,18,33,54.5,181,0,19,4,0.2,0,1,3,4
East Carolina,2003-09-06,2,,West Virginia,L,1,7,-41,11,18,61.1,194,4,48,361,7.5,3,0,0,0
Florida,2003-09-06,2,@,Miami (FL),L,4,33,-5,27,41,65.9,340,2,30,114,3.8,2,2,2,4
Florida State,2003-09-06,2,,Maryland,W,5,35,25,14,31,45.2,124,0,31,73,2.4,0,2,1,3
Georgia,2003-09-06,2,,Middle Tennessee State,W,3,29,19,18,25,72.0,173,1,27,67,2.5,0,1,0,1
Georgia Tech,2003-09-06,2,,Auburn,W,2,17,14,20,33,60.6,190,0,38,40,1.1,0,1,1,2
Houston,2003-09-06,2,@,Michigan,L,0,3,-47,14,31,45.2,144,1,51,392,7.7,5,0,0,0
Idaho,2003-09-06,2,,Eastern Washington,L,0,5,-3,20,34,58.8,193,1,29,31,1.1,0,2,0,2
Illinois,2003-09-06,2,,Illinois State,W,6,49,27,33,56,58.9,385,2,29,126,4.3,0,2,0,2
Indiana,2003-09-06,2,@,Washington,L,1,13,-25,19,27,70.4,295,3,52,195,3.8,2,2,1,3
Iowa,2003-09-06,2,,Buffalo,W,8,56,49,7,19,36.8,58,0,56,227,4.1,1,2,1,3
Iowa State,2003-09-06,2,,Ohio,W,6,48,28,12,22,54.5,237,1,38,167,4.4,2,2,0,2
Kansas,2003-09-06,2,,Nevada-Las Vegas,W,5,46,22,17,30,56.7,177,0,35,244,7.0,3,0,2,2
Kansas State,2003-09-06,3,,McNeese State,W,7,55,41,11,31,35.5,145,2,45,122,2.7,0,1,2,3
Kent State,2003-09-06,2,@,Pittsburgh,L,0,3,-40,20,36,55.6,320,4,45,202,4.5,1,1,0,1
Kentucky,2003-09-06,2,,Murray State,W,5,37,31,14,30,46.7,104,0,40,85,2.1,1,1,1,2
Louisiana,2003-09-06,2,,Louisiana Tech,L,0,3,-31,21,35,60.0,266,2,39,183,4.7,2,1,1,2
Louisiana Tech,2003-09-06,2,@,Louisiana,W,4,34,31,24,39,61.5,197,0,23,95,4.1,0,2,1,3
Louisiana-Monroe,2003-09-06,2,,Stephen F. Austin,L,3,21,-2,10,24,41.7,243,3,38,103,2.7,0,1,0,1
LSU,2003-09-06,2,@,Arizona,W,8,59,46,10,32,31.3,91,0,27,91,3.4,1,1,2,3
Marshall,2003-09-06,2,@,Tennessee,L,3,24,-10,21,33,63.6,235,3,40,223,5.6,1,0,1,1
Maryland,2003-09-06,2,@,Florida State,L,1,10,-25,17,30,56.7,231,2,46,196,4.3,3,0,1,1
Memphis,2003-09-06,2,,Mississippi,W,5,44,10,26,48,54.2,292,4,30,116,3.9,0,1,2,3
Miami (FL),2003-09-06,2,,Florida,W,5,38,5,18,27,66.7,219,1,39,178,4.6,2,0,1,1
Michigan,2003-09-06,2,,Houston,W,6,50,47,15,31,48.4,64,0,28,74,2.6,0,1,0,1
Michigan State,2003-09-06,2,,Rutgers,W,5,44,16,14,31,45.2,266,2,36,-2,-0.1,1,0,2,2
Middle Tennessee State,2003-09-06,2,@,Georgia,L,1,10,-19,25,35,71.4,317,0,36,150,4.2,3,0,0,0
Minnesota,2003-09-06,2,,Troy,W,6,48,41,10,31,32.3,64,0,40,125,3.1,1,2,0,2
Missouri,2003-09-06,2,@,Ball State,W,5,35,28,23,34,67.6,203,1,28,41,1.5,0,0,0,0
Navy,2003-09-06,2,@,Texas Christian,L,0,3,-14,14,20,70.0,173,0,45,161,3.6,2,2,1,3
Nebraska,2003-09-06,2,,Utah State,W,3,31,24,17,35,48.6,178,1,23,60,2.6,0,2,1,3
Nevada,2003-09-06,2,@,Oregon,L,3,23,-8,13,28,46.4,211,3,41,188,4.6,0,2,0,2
New Mexico,2003-09-06,2,@,Texas Tech,L,4,28,-14,37,54,68.5,418,5,19,38,2.0,1,2,1,3
New Mexico State,2003-09-06,2,,Western New Mexico,W,7,48,45,13,28,46.4,120,0,23,58,2.5,0,0,1,1
North Carolina,2003-09-06,2,,Syracuse,L,6,47,-2,20,33,60.6,288,3,47,230,4.9,3,0,0,0
North Carolina State,2003-09-06,2,@,Wake Forest,L,3,24,-14,9,11,81.8,173,0,50,202,4.0,4,0,0,0
North Texas,2003-09-06,2,,Baylor,W,7,52,38,19,29,65.5,183,1,33,85,2.6,1,3,3,6
Northern Illinois,2003-09-06,2,,Tennessee Tech,W,6,42,25,23,42,54.8,353,2,34,92,2.7,0,1,2,3
Northwestern,2003-09-06,2,,Air Force,L,3,21,-1,6,12,50.0,139,0,53,270,5.1,2,2,0,2
Notre Dame,2003-09-06,1,,Washington State,W,2,29,3,22,39,56.4,274,2,31,55,1.8,0,2,1,3
Ohio,2003-09-06,2,@,Iowa State,L,3,20,-28,14,27,51.9,252,2,51,271,5.3,4,0,0,0
Ohio State,2003-09-06,2,,San Diego State,W,1,16,3,24,41,58.5,188,1,26,28,1.1,0,2,2,4
Oklahoma,2003-09-06,2,@,Alabama,W,2,20,7,24,42,57.1,195,1,32,108,3.4,0,0,2,2
Oklahoma State,2003-09-06,2,,Wyoming,W,6,48,24,17,38,44.7,306,3,29,75,2.6,0,0,0,0
Ole Miss,2003-09-06,2,@,Memphis,L,4,34,-10,19,34,55.9,389,3,36,117,3.3,2,2,0,2
Oregon,2003-09-06,2,,Nevada,W,4,31,8,17,42,40.5,244,2,30,57,1.9,1,0,2,2
Penn State,2003-09-06,2,,Boston College,L,2,14,-13,10,22,45.5,145,2,46,238,5.2,1,0,1,1
Pitt,2003-09-06,1,,Kent State,W,5,43,40,12,28,42.9,88,0,36,73,2.0,0,1,1,2
Purdue,2003-09-06,1,,Bowling Green State,L,3,26,-1,22,40,55.0,357,3,41,50,1.2,0,0,1,1
Rutgers,2003-09-06,2,@,Michigan State,L,4,28,-16,21,34,61.8,351,3,40,134,3.4,0,1,2,3
San Diego State,2003-09-06,2,@,Ohio State,L,1,13,-3,5,20,25.0,76,0,37,120,3.2,0,1,1,2
San Jose State,2003-09-06,3,@,Stanford,L,1,10,-21,24,45,53.3,293,2,41,164,4.0,2,1,2,3
South Carolina,2003-09-06,2,,Virginia,W,4,31,24,10,20,50.0,54,0,38,116,3.1,1,1,2,3
South Florida,2003-09-06,2,,Nicholls State,W,4,27,10,5,12,41.7,48,0,56,267,4.8,2,0,0,0
Stanford,2003-09-06,1,,San Jose State,W,4,31,21,28,67,41.8,261,0,16,9,0.6,1,1,1,2
Syracuse,2003-09-06,1,@,North Carolina,W,6,49,2,32,45,71.1,340,5,42,165,3.9,1,1,1,2
Temple,2003-09-06,2,,Villanova,L,2,20,-3,28,37,75.7,347,2,31,53,1.7,0,2,0,2
Tennessee,2003-09-06,2,,Marshall,W,4,34,10,23,34,67.6,294,3,31,88,2.8,0,0,1,1
Texas A&M,2003-09-06,2,,Utah,W,4,28,2,18,40,45.0,210,1,57,205,3.6,3,3,0,3
Texas Christian,2003-09-06,2,,Navy,W,2,17,14,7,15,46.7,75,0,54,132,2.4,0,1,1,2
Texas Tech,2003-09-06,2,,New Mexico,W,6,42,14,22,42,52.4,349,1,51,235,4.6,3,1,3,4
Toledo,2003-09-06,2,,Liberty,W,7,49,46,16,33,48.5,165,0,39,132,3.4,0,0,2,2
Troy,2003-09-06,2,@,Minnesota,L,1,7,-41,11,18,61.1,176,1,55,292,5.3,4,0,2,2
Tulane,2003-09-06,2,,Northwestern State,W,4,27,3,20,40,50.0,261,1,50,229,4.6,1,0,1,1
Tulsa,2003-09-06,2,@,Arkansas,L,1,13,-32,11,20,55.0,188,2,37,294,7.9,4,0,0,0
UCLA,2003-09-06,1,@,Colorado,L,2,14,-2,21,31,67.7,157,1,47,88,1.9,1,1,0,1
UNLV,2003-09-06,2,@,Kansas,L,3,24,-22,22,31,71.0,270,3,48,276,5.8,1,1,1,2
USC,2003-09-06,2,,Brigham Young,W,5,35,17,29,46,63.0,313,1,26,46,1.8,0,2,3,5
Utah,2003-09-06,2,@,Texas A&M,L,4,26,-2,12,18,66.7,145,1,38,223,5.9,3,3,0,3
Utah State,2003-09-06,2,@,Nebraska,L,1,7,-24,12,17,70.6,132,0,64,273,4.3,3,2,0,2
UTEP,2003-09-06,2,,Cal Poly,L,2,13,-21,12,21,57.1,239,2,53,222,4.2,1,1,0,1
Vanderbilt,2003-09-06,2,,Chattanooga,W,7,51,45,12,25,48.0,65,0,23,28,1.2,0,2,1,3
Virginia,2003-09-06,2,@,South Carolina,L,1,7,-24,9,24,37.5,162,1,49,261,5.3,3,0,1,1
Virginia Tech,2003-09-06,2,,James Madison,W,5,43,43,8,16,50.0,125,0,36,18,0.5,0,2,1,3
Wake Forest,2003-09-06,2,,North Carolina State,W,5,38,14,38,49,77.6,433,3,25,78,3.1,0,0,2,2
Washington,2003-09-06,2,,Indiana,W,5,38,25,16,30,53.3,199,0,40,85,2.1,1,1,1,2
Washington State,2003-09-06,2,@,Notre Dame,L,3,26,-3,21,34,61.8,149,1,45,167,3.7,1,3,1,4
West Virginia,2003-09-06,2,@,East Carolina,W,7,48,41,25,38,65.8,226,0,36,102,2.8,1,3,2,5
Western Michigan,2003-09-06,2,,William & Mary,W,8,56,32,19,32,59.4,191,3,42,158,3.8,0,0,1,1
Wisconsin,2003-09-06,2,,Akron,W,6,48,17,31,52,59.6,372,1,40,162,4.1,3,0,2,2
Wyoming,2003-09-06,2,@,Oklahoma State,L,3,24,-24,19,33,57.6,260,0,50,334,6.7,5,0,0,0
California,2003-09-11,4,@,Utah,L,3,24,-7,18,28,64.3,136,0,48,200,4.2,4,2,0,2
Utah,2003-09-11,3,,California,W,4,31,7,19,32,59.4,246,2,34,119,3.5,1,3,0,3
Marshall,2003-09-12,3,,Toledo,L,2,17,-7,10,20,50.0,147,2,47,269,5.7,1,0,0,0
Toledo,2003-09-12,3,@,Marshall,W,3,24,7,31,39,79.5,289,1,42,139,3.3,1,3,2,5
Air Force,2003-09-13,3,,North Texas,W,4,34,13,13,22,59.1,215,1,35,45,1.3,2,1,2,3
Akron,2003-09-13,3,,Eastern Michigan,W,3,24,7,25,47,53.2,225,0,27,59,2.2,2,0,1,1
Alabama,2003-09-13,3,,Kentucky,W,3,27,10,15,24,62.5,169,1,23,26,1.1,1,0,0,0
Arizona,2003-09-13,3,,Oregon,L,1,10,-38,22,32,68.8,283,4,56,210,3.8,2,1,0,1
Arizona State,2003-09-13,2,,Utah State,W,4,26,10,26,54,48.1,308,1,35,65,1.9,1,0,3,3
Arkansas,2003-09-13,2,@,Texas,W,5,38,10,21,40,52.5,264,3,29,62,2.1,0,3,0,3
Arkansas State,2003-09-13,3,,Southeast Missouri State,W,3,21,18,24,40,60.0,200,0,23,59,2.6,0,0,2,2
Army,2003-09-13,2,,Rutgers,L,3,21,-15,17,26,65.4,250,3,45,177,3.9,1,1,1,2
Auburn,2003-09-13,3,@,Vanderbilt,W,6,45,38,11,23,47.8,124,1,35,97,2.8,0,2,1,3
Ball State,2003-09-13,3,@,Pittsburgh,L,3,21,-21,19,33,57.6,285,3,36,188,5.2,3,0,0,0
Baylor,2003-09-13,3,,Southern Methodist,W,1,10,3,12,26,46.2,106,1,34,98,2.9,0,1,1,2
Boise State,2003-09-13,2,@,Idaho,W,3,24,14,25,51,49.0,273,1,29,55,1.9,0,1,0,1
