School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Pass Int,Turnovers
UCLA,2012-08-30,1,@,Rice,W,24,32,75.0,303,2,37,343,9.3,4,8,6,1,1,2
UNLV,2012-08-30,1,,Minnesota,L,16,35,45.7,116,1,37,159,4.3,2,3,1,0,3,3
Utah,2012-08-30,1,,Northern Colorado,W,21,29,72.4,221,2,47,193,4.1,3,7,2,0,1,1
Utah State,2012-08-30,1,,Southern Utah,W,23,26,88.5,304,2,52,265,5.1,3,5,2,1,1,2
Vanderbilt,2012-08-30,1,,South Carolina,L,13,23,56.5,214,1,36,62,1.7,0,7,3,0,1,1
Washington State,2012-08-30,1,@,Brigham Young,L,30,45,66.7,229,0,16,-5,-0.3,0,7,2,0,2,2
Boise State,2012-08-31,1,@,Michigan State,L,15,32,46.9,169,0,24,37,1.5,0,3,0,1,1,2
Florida Atlantic,2012-08-31,1,,Wagner,W,14,23,60.9,163,1,41,164,4.0,0,8,2,4,0,4
Michigan State,2012-08-31,1,,Boise State,W,22,38,57.9,248,0,52,213,4.1,2,3,0,1,3,4
North Carolina State,2012-08-31,1,N,Tennessee,L,27,48,56.3,288,1,32,119,3.7,2,9,1,0,4,4
San Jose State,2012-08-31,1,@,Stanford,L,24,35,68.6,217,1,27,70,2.6,1,7,1,1,1,2
Stanford,2012-08-31,1,,San Jose State,W,16,26,61.5,125,1,41,155,3.8,1,12,3,0,0,0
Temple,2012-08-31,1,,Villanova,W,5,11,45.5,61,1,47,301,6.4,3,4,4,0,0,0
Tennessee,2012-08-31,1,N,North Carolina State,W,27,41,65.9,333,2,38,191,5.0,2,5,1,1,0,1
Air Force,2012-09-01,1,,Idaho State,W,8,11,72.7,142,0,58,484,8.3,7,6,2,0,0,0
Alabama,2012-09-01,1,N,Michigan,W,11,21,52.4,199,2,42,232,5.5,2,5,1,1,0,1
Arizona,2012-09-01,1,,Toledo,W,30,47,63.8,387,2,41,237,5.8,1,8,2,2,1,3
Arkansas,2012-09-01,1,,Jacksonville State,W,23,34,67.6,400,3,35,164,4.7,4,11,3,3,0,3
Arkansas State,2012-09-01,1,@,Oregon,L,29,44,65.9,304,3,37,226,6.1,1,6,1,2,1,3
Auburn,2012-09-01,1,N,Clemson,L,11,27,40.7,194,1,37,180,4.9,0,5,4,1,1,2
Boston College,2012-09-01,1,,Miami (FL),L,32,51,62.7,441,2,34,96,2.8,1,3,1,2,1,3
Bowling Green State,2012-09-01,1,@,Florida,L,25,52,48.1,226,0,27,101,3.7,2,5,1,1,1,2
Buffalo,2012-09-01,1,@,Georgia,L,14,25,56.0,148,1,45,199,4.4,2,5,3,0,0,0
California,2012-09-01,1,,Nevada,L,19,39,48.7,251,2,28,113,4.0,1,11,1,2,0,2
Clemson,2012-09-01,1,N,Auburn,W,24,35,68.6,208,1,52,320,6.2,1,9,2,0,1,1
Colorado,2012-09-01,1,N,Colorado State,L,22,41,53.7,187,2,29,58,2.0,0,6,3,2,0,2
Colorado State,2012-09-01,1,N,Colorado,W,14,21,66.7,173,2,44,125,2.8,0,6,5,1,0,1
Duke,2012-09-01,1,,Florida International,W,23,34,67.6,301,3,30,119,4.0,2,5,3,1,1,2
East Carolina,2012-09-01,1,,Appalachian State,W,28,43,65.1,242,2,35,148,4.2,1,1,0,1,1,2
Florida,2012-09-01,1,,Bowling Green State,W,13,21,61.9,145,1,42,220,5.2,2,5,1,1,0,1
Florida International,2012-09-01,1,@,Duke,L,27,46,58.7,348,2,45,165,3.7,2,3,0,2,0,2
Florida State,2012-09-01,1,,Murray State,W,25,35,71.4,321,1,42,285,6.8,7,11,6,1,1,2
Fresno State,2012-09-01,1,,Weber State,W,20,26,76.9,298,2,39,217,5.6,3,6,4,0,0,0
Georgia,2012-09-01,1,,Buffalo,W,15,27,55.6,258,3,39,227,5.8,2,4,2,0,0,0
Hawaii,2012-09-01,1,@,Southern California,L,24,39,61.5,208,1,32,56,1.8,0,6,1,2,2,4
Houston,2012-09-01,1,,Texas State,L,17,44,38.6,211,1,23,115,5.0,0,12,4,1,1,2
Illinois,2012-09-01,1,,Western Michigan,W,13,21,61.9,133,1,41,115,2.8,1,5,2,0,1,1
Indiana,2012-09-01,1,,Indiana State,W,26,36,72.2,280,1,47,171,3.6,2,7,5,0,0,0
Iowa,2012-09-01,1,@,Northern Illinois,W,21,33,63.6,129,0,49,139,2.8,1,8,2,0,0,0
Iowa State,2012-09-01,1,,Tulsa,W,32,45,71.1,281,2,45,160,3.6,3,7,2,0,1,1
Kansas,2012-09-01,1,,South Dakota State,W,17,36,47.2,169,1,48,263,5.5,3,6,2,1,1,2
Kansas State,2012-09-01,1,,Missouri State,W,19,28,67.9,169,2,40,324,8.1,3,2,0,0,0,0
Louisiana,2012-09-01,1,,Lamar,W,13,27,48.1,203,2,34,143,4.2,2,12,3,1,0,1
LSU,2012-09-01,1,,North Texas,W,19,26,73.1,192,1,46,316,6.9,3,6,0,0,1,1
Marshall,2012-09-01,1,@,West Virginia,L,38,56,67.9,413,2,45,132,2.9,2,5,1,1,1,2
Maryland,2012-09-01,1,,William & Mary,W,16,24,66.7,145,0,33,91,2.8,1,10,4,1,3,4
Memphis,2012-09-01,1,,Tennessee-Martin,L,12,28,42.9,157,1,44,202,4.6,1,5,0,3,0,3
Miami (FL),2012-09-01,1,@,Boston College,W,28,45,62.2,207,1,34,208,6.1,3,4,0,0,1,1
Miami (OH),2012-09-01,1,@,Ohio State,L,32,54,59.3,313,1,20,-1,-0.1,0,6,2,1,2,3
Michigan,2012-09-01,1,N,Alabama,L,11,27,40.7,200,1,29,69,2.4,1,6,2,0,3,3
Mississippi State,2012-09-01,1,,Jackson State,W,16,28,57.1,193,2,38,202,5.3,4,3,2,0,0,0
Missouri,2012-09-01,1,,Southeastern Louisiana,W,18,26,69.2,191,2,36,261,7.3,3,9,4,0,0,0
Navy,2012-09-01,1,N,Notre Dame,L,14,20,70.0,192,1,40,149,3.7,0,5,2,3,1,4
Nebraska,2012-09-01,1,,Southern Mississippi,W,26,34,76.5,354,5,45,278,6.2,2,8,3,0,0,0
Nevada,2012-09-01,1,@,California,W,25,32,78.1,230,0,57,220,3.9,4,6,2,1,0,1
New Mexico,2012-09-01,1,,Southern,W,7,10,70.0,70,1,51,347,6.8,5,6,2,0,0,0
North Carolina,2012-09-01,1,,Elon,W,20,28,71.4,281,3,46,243,5.3,4,11,2,1,1,2
North Texas,2012-09-01,1,@,Louisiana State,L,8,21,38.1,143,2,35,76,2.2,0,5,2,1,1,2
Northern Illinois,2012-09-01,1,,Iowa,L,6,16,37.5,54,0,36,147,4.1,2,8,6,1,0,1
Northwestern,2012-09-01,1,@,Syracuse,W,22,32,68.8,213,3,40,124,3.1,1,5,1,1,0,1
Notre Dame,2012-09-01,1,N,Navy,W,16,23,69.6,197,1,46,293,6.4,5,7,3,0,1,1
Ohio,2012-09-01,1,@,Penn State,W,31,41,75.6,324,2,47,175,3.7,1,1,0,0,0,0
Ohio State,2012-09-01,1,,Miami (OH),W,19,33,57.6,244,2,53,294,5.5,5,2,2,0,0,0
Oklahoma,2012-09-01,1,@,Texas-El Paso,W,21,36,58.3,222,2,37,205,5.5,1,5,1,0,0,0
Oklahoma State,2012-09-01,1,,Savannah State,W,26,37,70.3,287,3,42,395,9.4,9,12,1,1,1,2
Ole Miss,2012-09-01,1,,Central Arkansas,W,25,31,80.6,330,3,47,235,5.0,4,9,4,0,1,1
Oregon,2012-09-01,1,,Arkansas State,W,28,39,71.8,308,4,57,297,5.2,4,3,0,0,1,1
Penn State,2012-09-01,1,,Ohio,L,27,48,56.3,260,2,22,87,4.0,0,1,1,2,1,3
Pitt,2012-09-01,1,,Youngstown State,L,19,30,63.3,239,1,28,130,4.6,1,2,0,2,0,2
Purdue,2012-09-01,1,,Eastern Kentucky,W,37,47,78.7,372,4,40,175,4.4,2,6,2,3,2,5
Rutgers,2012-09-01,1,@,Tulane,W,11,20,55.0,158,1,35,151,4.3,1,8,3,0,1,1
San Diego State,2012-09-01,1,@,Washington,L,10,19,52.6,128,1,40,199,5.0,1,10,3,2,1,3
South Alabama,2012-09-01,1,,Texas-San Antonio,L,15,26,57.7,182,2,37,126,3.4,2,5,0,3,1,4
South Florida,2012-09-01,1,,Chattanooga,W,20,33,60.6,244,3,31,85,2.7,2,12,6,1,1,2
Southern Mississippi,2012-09-01,1,@,Nebraska,L,7,19,36.8,75,1,47,185,3.9,0,5,1,1,0,1
Syracuse,2012-09-01,1,,Northwestern,L,45,66,68.2,482,4,29,114,3.9,1,12,5,2,1,3
Texas,2012-09-01,1,,Wyoming,W,20,28,71.4,156,1,47,280,6.0,4,6,1,1,0,1
Texas State,2012-09-01,1,@,Houston,W,19,25,76.0,196,1,52,248,4.8,2,2,2,1,0,1
Texas Tech,2012-09-01,1,,Northwestern State,W,33,47,70.2,321,3,46,179,3.9,2,9,3,1,1,2
Toledo,2012-09-01,1,@,Arizona,L,21,47,44.7,197,1,47,161,3.4,1,6,2,1,0,1
Troy,2012-09-01,1,@,Alabama-Birmingham,W,13,22,59.1,191,2,45,262,5.8,3,5,2,2,0,2
Tulane,2012-09-01,1,,Rutgers,L,34,48,70.8,254,1,16,8,0.5,0,3,0,0,1,1
Tulsa,2012-09-01,1,@,Iowa State,L,23,49,46.9,198,2,34,160,4.7,1,10,4,1,2,3
UAB,2012-09-01,1,,Troy,L,19,34,55.9,325,2,44,134,3.0,2,5,0,3,1,4
USC,2012-09-01,1,,Hawaii,W,26,41,63.4,394,4,23,81,3.5,1,12,5,1,0,1
UTEP,2012-09-01,1,,Oklahoma,L,7,26,26.9,48,0,36,207,5.8,0,6,3,0,0,0
UTSA,2012-09-01,1,@,South Alabama,W,18,30,60.0,215,3,31,183,5.9,0,3,1,0,1,1
Virginia,2012-09-01,1,,Richmond,W,30,43,69.8,361,1,42,184,4.4,4,3,0,0,0,0
Wake Forest,2012-09-01,1,,Liberty,W,16,28,57.1,195,1,38,98,2.6,1,5,2,0,1,1
Washington,2012-09-01,1,,San Diego State,W,25,35,71.4,222,1,31,106,3.4,1,7,4,1,0,1
West Virginia,2012-09-01,1,,Marshall,W,34,39,87.2,324,5,35,331,9.5,4,10,1,0,1,1
Western Kentucky,2012-09-01,1,,Austin Peay,W,20,27,74.1,352,4,39,244,6.3,2,7,2,1,1,2
Western Michigan,2012-09-01,1,@,Illinois,L,28,47,59.6,265,1,19,-6,-0.3,0,6,0,1,3,4
Wisconsin,2012-09-01,1,,Northern Iowa,W,19,23,82.6,219,2,47,168,3.6,1,4,1,0,0,0
Wyoming,2012-09-01,1,@,Texas,L,16,28,57.1,276,2,30,69,2.3,0,1,0,0,2,2
Baylor,2012-09-02,1,,Southern Methodist,W,24,35,68.6,393,5,32,220,6.9,2,3,0,0,0,0
Kentucky,2012-09-02,1,@,Louisville,L,35,51,68.6,280,2,19,93,4.9,0,5,2,2,0,2
Louisville,2012-09-02,1,,Kentucky,W,22,26,84.6,247,0,46,219,4.8,4,4,2,0,0,0
SMU,2012-09-02,1,@,Baylor,L,37,63,58.7,362,3,29,145,5.0,0,1,0,1,2,3
Georgia Tech,2012-09-03,1,@,Virginia Tech,L,10,16,62.5,96,1,55,192,3.5,1,10,2,0,1,1
Virginia Tech,2012-09-03,1,,Georgia Tech,W,21,38,55.3,230,2,35,96,2.7,0,9,2,0,0,0
Cincinnati,2012-09-06,1,,Pittsburgh,W,14,28,50.0,205,2,31,259,8.4,2,10,6,0,0,0
Pitt,2012-09-06,2,@,Cincinnati,L,24,37,64.9,278,1,42,137,3.3,0,5,1,1,1,2
Utah,2012-09-07,2,@,Utah State,L,19,39,48.7,229,2,42,96,2.3,0,5,2,1,0,1
Utah State,2012-09-07,2,,Utah,W,22,32,68.8,216,2,35,164,4.7,1,6,3,2,0,2
Air Force,2012-09-08,2,@,Michigan,L,10,19,52.6,127,0,71,290,4.1,3,4,0,0,0,0
Akron,2012-09-08,2,@,Florida International,L,27,54,50.0,313,5,34,98,2.9,0,7,3,0,1,1
Alabama,2012-09-08,2,,Western Kentucky,W,15,20,75.0,225,4,31,103,3.3,1,6,3,0,0,0
Arizona,2012-09-08,2,,Oklahoma State,W,28,41,68.3,320,2,49,181,3.7,4,3,0,0,0,0
Arizona State,2012-09-08,2,,Illinois,W,23,29,79.3,318,3,38,192,5.1,3,12,6,2,0,2
Arkansas,2012-09-08,2,,Louisiana-Monroe,L,17,40,42.5,281,3,26,96,3.7,1,5,3,0,2,2
Arkansas State,2012-09-08,2,,Memphis,W,24,44,54.5,321,1,54,298,5.5,3,6,1,1,0,1
Army,2012-09-08,1,@,San Diego State,L,3,9,33.3,50,0,62,282,4.5,1,5,2,1,2,3
Auburn,2012-09-08,2,@,Mississippi State,L,13,22,59.1,125,0,39,91,2.3,0,6,1,2,3,5
Ball State,2012-09-08,2,@,Clemson,L,16,29,55.2,128,0,40,252,6.3,3,7,0,0,2,2
Boston College,2012-09-08,2,,Maine,W,16,33,48.5,224,3,41,166,4.0,0,3,0,2,0,2
Bowling Green State,2012-09-08,2,,Idaho,W,24,35,68.6,283,1,27,90,3.3,2,6,4,1,1,2
Brigham Young,2012-09-08,2,,Weber State,W,26,42,61.9,307,2,37,225,6.1,4,9,6,1,1,2
Buffalo,2012-09-08,2,,Morgan State,W,17,24,70.8,265,5,32,306,9.6,3,10,6,0,1,1
California,2012-09-08,2,,Southern Utah,W,17,23,73.9,229,1,38,289,7.6,3,9,5,1,1,2
Central Michigan,2012-09-08,2,,Michigan State,L,17,38,44.7,173,0,22,72,3.3,0,2,0,1,2,3
Clemson,2012-09-08,2,,Ball State,W,33,44,75.0,372,4,40,154,3.9,3,3,1,0,0,0
Colorado,2012-09-08,2,,Sacramento State,L,13,25,52.0,188,1,38,153,4.0,3,5,2,0,0,0
Colorado State,2012-09-08,2,,North Dakota State,L,13,24,54.2,171,1,24,72,3.0,0,3,1,1,1,2
Connecticut,2012-09-08,2,,North Carolina State,L,15,27,55.6,204,0,32,35,1.1,1,11,6,1,3,4
Duke,2012-09-08,2,@,Stanford,L,42,63,66.7,358,0,23,27,1.2,1,2,1,1,3,4
East Carolina,2012-09-08,2,@,South Carolina,L,30,47,63.8,333,1,24,70,2.9,0,6,3,1,4,5
Eastern Michigan,2012-09-08,2,,Illinois State,L,11,25,44.0,145,1,32,103,3.2,1,5,1,2,3,5
Florida,2012-09-08,2,@,Texas A&M,W,14,17,82.4,165,0,48,142,3.0,2,7,3,0,0,0
Florida Atlantic,2012-09-08,2,@,Middle Tennessee State,L,25,32,78.1,260,2,28,96,3.4,0,1,0,2,0,2
Florida International,2012-09-08,2,,Akron,W,19,30,63.3,209,1,50,232,4.6,3,8,2,2,0,2
Florida State,2012-09-08,2,,Savannah State,W,17,21,81.0,246,4,23,167,7.3,4,4,1,0,0,0
Fresno State,2012-09-08,2,@,Oregon,L,29,47,61.7,234,1,34,131,3.9,1,11,3,0,0,0
Georgia,2012-09-08,2,@,Missouri,W,22,35,62.9,242,3,35,113,3.2,2,8,2,1,1,2
Georgia Tech,2012-09-08,2,,Presbyterian,W,8,14,57.1,243,2,58,469,8.1,6,4,2,3,0,3
Houston,2012-09-08,2,,Louisiana Tech,L,53,77,68.8,580,4,38,113,3.0,2,6,0,2,0,2
Idaho,2012-09-08,2,@,Bowling Green State,L,30,38,78.9,352,1,20,6,0.3,0,6,3,1,1,2
Illinois,2012-09-08,2,@,Arizona State,L,14,24,58.3,101,1,50,231,4.6,1,4,1,0,3,3
Indiana,2012-09-08,2,@,Massachusetts,W,26,40,65.0,275,2,53,331,6.2,4,11,3,0,1,1
Iowa,2012-09-08,2,,Iowa State,L,20,42,47.6,236,0,28,68,2.4,0,8,0,0,2,2
Iowa State,2012-09-08,2,@,Iowa,W,24,36,66.7,241,1,41,101,2.5,0,4,0,2,2,4
Kansas,2012-09-08,2,,Rice,L,16,28,57.1,144,1,36,195,5.4,2,6,3,1,2,3
Kansas State,2012-09-08,2,,Miami (FL),W,9,11,81.8,210,1,60,288,4.8,6,10,5,0,1,1
Kent State,2012-09-08,2,@,Kentucky,L,28,43,65.1,227,0,37,182,4.9,2,4,1,1,0,1
Kentucky,2012-09-08,2,,Kent State,W,30,39,76.9,354,4,30,185,6.2,2,6,3,0,0,0
Louisiana,2012-09-08,2,@,Troy,W,13,22,59.1,171,1,40,218,5.5,2,6,1,0,0,0
Louisiana Tech,2012-09-08,1,@,Houston,W,34,52,65.4,353,3,42,245,5.8,5,5,2,0,0,0
Louisiana-Monroe,2012-09-08,1,@,Arkansas,W,42,68,61.8,412,3,35,138,3.9,2,1,1,0,1,1
Louisville,2012-09-08,2,,Missouri State,W,30,40,75.0,344,2,37,131,3.5,2,4,1,1,0,1
LSU,2012-09-08,2,,Washington,W,12,19,63.2,195,1,52,242,4.7,4,8,4,1,0,1
Marshall,2012-09-08,2,,Western Carolina,W,36,46,78.3,430,4,48,185,3.9,2,5,1,0,0,0
Maryland,2012-09-08,2,@,Temple,W,11,21,52.4,190,2,48,144,3.0,2,7,3,4,0,4
Massachusetts,2012-09-08,2,,Indiana,L,21,34,61.8,186,0,36,78,2.2,1,3,1,0,0,0
Memphis,2012-09-08,2,@,Arkansas State,L,14,24,58.3,154,2,32,139,4.3,0,3,0,0,0,0
Miami (FL),2012-09-08,2,@,Kansas State,L,21,28,75.0,222,1,29,40,1.4,0,5,1,3,0,3
Miami (OH),2012-09-08,2,,Southern Illinois,W,28,36,77.8,226,1,33,110,3.3,2,6,1,1,0,1
Michigan,2012-09-08,2,,Air Force,W,14,25,56.0,208,2,31,214,6.9,2,7,0,0,1,1
Michigan State,2012-09-08,2,@,Central Michigan,W,25,37,67.6,322,2,41,173,4.2,3,4,1,0,1,1
Middle Tennessee State,2012-09-08,2,,Florida Atlantic,W,10,14,71.4,178,2,55,302,5.5,2,6,3,2,0,2
Minnesota,2012-09-08,2,,New Hampshire,W,11,14,78.6,172,3,52,240,4.6,3,9,4,1,0,1
Mississippi State,2012-09-08,2,,Auburn,W,20,29,69.0,222,3,36,166,4.6,1,9,2,1,0,1
Missouri,2012-09-08,2,,Georgia,L,25,41,61.0,269,2,39,102,2.6,0,8,2,2,1,3
Nebraska,2012-09-08,2,@,UCLA,L,17,31,54.8,179,0,36,260,7.2,3,5,3,1,1,2
Nevada,2012-09-08,2,,South Florida,L,27,38,71.1,271,1,53,278,5.2,3,1,1,3,0,3
New Mexico,2012-09-08,2,@,Texas,L,6,16,37.5,35,0,47,206,4.4,0,2,2,1,1,2
New Mexico State,2012-09-08,2,@,Ohio,L,13,27,48.1,135,1,30,71,2.4,1,5,1,0,1,1
North Carolina,2012-09-08,2,@,Wake Forest,L,23,40,57.5,271,1,42,157,3.7,2,9,1,1,1,2
North Carolina State,2012-09-08,2,@,Connecticut,W,15,30,50.0,204,1,41,54,1.3,0,7,3,1,0,1
North Texas,2012-09-08,2,,Texas Southern,W,11,24,45.8,145,0,57,352,6.2,4,8,4,1,1,2
Northern Illinois,2012-09-08,2,,Tennessee-Martin,W,19,26,73.1,214,1,49,213,4.3,4,7,1,1,1,2
Northwestern,2012-09-08,2,,Vanderbilt,W,17,31,54.8,133,0,46,191,4.2,2,8,3,0,0,0
Notre Dame,2012-09-08,2,,Purdue,W,24,39,61.5,324,1,36,52,1.4,1,4,4,1,0,1
Ohio,2012-09-08,2,,New Mexico State,W,18,29,62.1,291,2,51,293,5.7,3,9,6,1,0,1
Ohio State,2012-09-08,2,,Central Florida,W,18,24,75.0,155,1,51,256,5.0,3,3,1,2,1,3
Oklahoma,2012-09-08,2,,Florida A&M,W,23,33,69.7,313,2,41,349,8.5,8,6,5,1,1,2
Oklahoma State,2012-09-08,2,@,Arizona,L,37,60,61.7,436,4,32,200,6.3,1,11,4,1,3,4
Ole Miss,2012-09-08,2,,Texas-El Paso,W,18,25,72.0,208,3,44,330,7.5,1,11,5,3,0,3
Oregon,2012-09-08,2,,Fresno State,W,19,27,70.4,166,1,58,366,6.3,5,6,3,3,0,3
Oregon State,2012-09-08,1,,Wisconsin,W,29,47,61.7,276,1,30,78,2.6,0,6,3,0,0,0
Penn State,2012-09-08,2,@,Virginia,L,21,43,48.8,209,2,42,121,2.9,0,7,3,0,0,0
Purdue,2012-09-08,2,@,Notre Dame,L,19,37,51.4,198,2,30,90,3.0,0,8,5,0,2,2
Rice,2012-09-08,2,@,Kansas,W,23,35,65.7,236,0,41,167,4.1,2,6,1,2,1,3
Rutgers,2012-09-08,2,,Howard,W,15,27,55.6,130,2,33,191,5.8,1,13,3,0,1,1
San Diego State,2012-09-08,2,,Army,W,14,21,66.7,215,1,42,228,5.4,4,7,1,0,0,0
San Jose State,2012-09-08,2,,California-Davis,W,24,34,70.6,287,2,42,216,5.1,4,12,6,2,0,2
SMU,2012-09-08,2,,Stephen F. Austin,W,21,41,51.2,256,1,29,72,2.5,2,8,2,2,1,3
South Alabama,2012-09-08,2,,Nicholls State,W,17,30,56.7,169,0,45,110,2.4,0,14,6,2,0,2
South Carolina,2012-09-08,2,,East Carolina,W,23,40,57.5,397,5,34,131,3.9,1,1,1,1,0,1
South Florida,2012-09-08,2,@,Nevada,W,22,40,55.0,363,3,35,209,6.0,2,4,2,1,0,1
Stanford,2012-09-08,2,,Duke,W,18,33,54.5,281,3,26,92,3.5,1,6,2,0,1,1
Syracuse,2012-09-08,2,,Southern California,L,30,46,65.2,322,2,41,133,3.2,2,8,2,0,2,2
Temple,2012-09-08,2,,Maryland,L,7,18,38.9,178,2,39,52,1.3,1,9,4,2,1,3
Tennessee,2012-09-08,2,,Georgia State,W,22,28,78.6,374,4,43,184,4.3,3,7,3,1,1,2
Texas,2012-09-08,2,,New Mexico,W,21,30,70.0,285,3,31,146,4.7,3,8,1,0,0,0
Texas A&M,2012-09-08,1,,Florida,L,24,31,77.4,200,0,38,134,3.5,2,9,8,0,0,0
Texas Christian,2012-09-08,1,,Grambling State,W,17,17,100.0,276,4,40,255,6.4,2,6,3,1,0,1
Texas State,2012-09-08,2,,Texas Tech,L,13,31,41.9,141,1,30,129,4.3,0,3,0,0,2,2
Texas Tech,2012-09-08,2,@,Texas State,W,33,44,75.0,405,5,23,186,8.1,1,1,0,1,0,1
Toledo,2012-09-08,2,@,Wyoming,W,25,41,61.0,300,4,44,204,4.6,0,6,2,0,0,0
Troy,2012-09-08,2,,Louisiana,L,50,75,66.7,528,2,27,60,2.2,1,3,0,2,1,3
Tulane,2012-09-08,2,@,Tulsa,L,15,29,51.7,170,1,29,7,0.2,0,6,1,0,0,0
Tulsa,2012-09-08,2,,Tulane,W,17,32,53.1,287,2,55,364,6.6,4,12,8,1,0,1
UCF,2012-09-08,2,@,Ohio State,L,25,41,61.0,249,2,23,103,4.5,0,6,1,0,3,3
UCLA,2012-09-08,2,,Nebraska,W,22,38,57.9,309,4,56,344,6.1,0,8,2,1,0,1
UNLV,2012-09-08,2,,Northern Arizona,L,16,30,53.3,239,0,47,189,4.0,2,8,4,0,0,0
USC,2012-09-08,2,@,Syracuse,W,23,30,76.7,187,6,33,258,7.8,0,7,2,0,1,1
UTEP,2012-09-08,2,@,Mississippi,L,27,40,67.5,274,1,30,37,1.2,0,4,1,0,1,1
UTSA,2012-09-08,2,,Texas A&M-Commerce,W,12,22,54.5,159,1,41,172,4.2,2,9,5,1,0,1
Vanderbilt,2012-09-08,2,@,Northwestern,L,17,33,51.5,217,1,34,101,3.0,0,6,1,2,0,2
Virginia,2012-09-08,2,,Penn State,W,23,36,63.9,263,2,25,32,1.3,0,5,2,3,1,4
Virginia Tech,2012-09-08,2,,Austin Peay,W,18,26,69.2,232,2,38,187,4.9,4,10,1,1,0,1
Wake Forest,2012-09-08,2,,North Carolina,W,28,39,71.8,362,0,34,64,1.9,4,8,2,0,1,1
Washington,2012-09-08,2,@,Louisiana State,L,17,36,47.2,157,0,24,26,1.1,0,1,0,0,1,1
Washington State,2012-09-08,2,,Eastern Washington,W,25,37,67.6,247,2,30,108,3.6,1,8,4,1,1,2
Western Kentucky,2012-09-08,2,@,Alabama,L,20,31,64.5,178,0,28,46,1.6,0,8,6,3,1,4
Western Michigan,2012-09-08,2,,Eastern Illinois,W,33,46,71.7,402,5,47,229,4.9,2,12,4,3,1,4
Wisconsin,2012-09-08,2,@,Oregon State,L,20,38,52.6,172,1,23,35,1.5,0,4,1,1,1,2
Wyoming,2012-09-08,2,,Toledo,L,22,32,68.8,342,3,36,184,5.1,0,5,1,1,2,3
Rutgers,2012-09-13,3,@,South Florida,W,23,43,53.5,277,1,42,147,3.5,1,4,0,1,0,1
South Florida,2012-09-13,3,,Rutgers,L,15,33,45.5,242,0,29,95,3.3,1,5,1,1,3,4
UNLV,2012-09-14,3,,Washington State,L,33,50,66.0,357,3,33,109,3.3,0,2,2,0,1,1
Washington State,2012-09-14,3,@,Nevada-Las Vegas,W,26,45,57.8,378,4,21,83,4.0,1,7,2,0,2,2
Akron,2012-09-15,3,,Morgan State,W,44,59,74.6,565,6,38,188,4.9,2,7,1,1,2,3
Alabama,2012-09-15,3,@,Arkansas,W,14,20,70.0,213,1,45,225,5.0,6,10,4,0,0,0
Arizona,2012-09-15,3,,South Carolina State,W,36,46,78.3,366,4,56,323,5.8,4,7,1,1,0,1
Arizona State,2012-09-15,3,@,Missouri,L,16,27,59.3,183,1,37,113,3.1,2,8,2,2,2,4
Arkansas,2012-09-15,3,,Alabama,L,11,25,44.0,79,0,37,58,1.6,0,1,0,3,2,5
Arkansas State,2012-09-15,3,@,Nebraska,L,16,32,50.0,138,0,37,148,4.0,0,3,2,1,1,2
Army,2012-09-15,2,,Northern Illinois,L,1,4,25.0,8,0,86,486,5.7,6,1,0,0,0,0
