School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Fum,Pass Int,Turnovers
Iowa State,2002-09-14,4,@,Iowa,W,23,37,62.2,361,1,39,85,2.2,3,0,1,1
Kansas,2002-09-14,3,,Missouri State,W,10,18,55.6,112,0,49,202,4.1,4,1,2,3
Kansas State,2002-09-14,3,,Eastern Illinois,W,6,10,60.0,122,3,40,230,5.8,3,3,0,3
Kent State,2002-09-14,3,,Cal Poly,W,11,23,47.8,193,2,41,372,9.1,3,1,1,2
Kentucky,2002-09-14,3,,Indiana,W,19,32,59.4,183,3,35,144,4.1,0,0,1,1
Louisiana,2002-09-14,3,@,Houston,L,23,44,52.3,284,1,25,78,3.1,1,2,1,3
Louisiana Tech,2002-09-14,3,,Tulsa,W,14,24,58.3,223,3,41,290,7.1,2,1,1,2
Louisiana-Monroe,2002-09-14,3,,McNeese State,L,13,31,41.9,252,2,23,35,1.5,0,0,1,1
Louisville,2002-09-14,3,@,Colorado State,L,22,41,53.7,294,1,32,72,2.3,3,1,1,2
LSU,2002-09-14,3,,Miami (OH),W,15,26,57.7,215,3,45,207,4.6,0,1,0,1
Maryland,2002-09-14,3,,Florida State,L,20,37,54.1,241,0,28,57,2.0,1,2,4,6
Memphis,2002-09-14,3,@,Southern Mississippi,L,9,19,47.4,153,1,34,130,3.8,1,1,1,2
Miami (FL),2002-09-14,3,@,Temple,W,24,39,61.5,365,2,37,112,3.0,4,2,0,2
Miami (OH),2002-09-14,3,@,Louisiana State,L,22,34,64.7,195,1,17,29,1.7,0,0,1,1
Michigan,2002-09-14,3,@,Notre Dame,L,19,42,45.2,230,1,26,91,3.5,1,3,1,4
Michigan State,2002-09-14,3,,California,L,20,38,52.6,265,3,30,87,2.9,0,3,2,5
Minnesota,2002-09-14,3,,Toledo,W,10,16,62.5,110,1,43,263,6.1,3,0,1,1
Mississippi State,2002-09-14,2,,Jacksonville State,W,17,29,58.6,372,3,45,175,3.9,3,0,0,0
Missouri,2002-09-14,3,@,Bowling Green State,L,28,50,56.0,334,2,30,55,1.8,2,0,1,1
Nebraska,2002-09-14,4,@,Penn State,L,8,16,50.0,76,0,45,252,5.6,1,0,3,3
Nevada,2002-09-14,2,,Brigham Young,W,28,37,75.7,410,4,38,119,3.1,0,2,1,3
New Mexico,2002-09-14,4,,Baylor,W,15,31,48.4,116,1,47,198,4.2,1,2,0,2
North Carolina,2002-09-14,3,,Texas,L,13,29,44.8,170,1,41,173,4.2,2,1,2,3
North Carolina State,2002-09-14,4,,Wake Forest,W,17,27,63.0,223,1,37,98,2.6,2,2,0,2
North Texas,2002-09-14,3,@,Alabama,L,10,19,52.6,91,1,37,50,1.4,0,2,0,2
Northern Illinois,2002-09-14,3,@,Wisconsin,L,18,33,54.5,273,0,48,182,3.8,2,2,2,4
Northwestern,2002-09-14,3,,Duke,W,21,35,60.0,245,0,39,185,4.7,3,0,2,2
Notre Dame,2002-09-14,3,,Michigan,W,8,17,47.1,154,0,50,157,3.1,3,3,1,4
Ohio,2002-09-14,3,@,Florida,L,2,4,50.0,12,0,62,178,2.9,0,0,0,0
Ohio State,2002-09-14,3,,Washington State,W,4,10,40.0,71,0,54,292,5.4,2,0,0,0
Oklahoma,2002-09-14,3,,Texas-El Paso,W,19,32,59.4,334,3,39,215,5.5,4,0,0,0
Oklahoma State,2002-09-14,3,,UCLA,L,22,43,51.2,350,1,34,94,2.8,2,1,4,5
Ole Miss,2002-09-14,3,@,Texas Tech,L,34,57,59.6,374,3,30,76,2.5,1,0,1,1
Oregon,2002-09-14,3,,Idaho,W,11,25,44.0,238,2,35,165,4.7,5,0,0,0
Oregon State,2002-09-14,3,,Nevada-Las Vegas,W,23,30,76.7,396,5,42,65,1.5,1,0,0,0
Penn State,2002-09-14,2,,Nebraska,W,19,31,61.3,259,0,43,217,5.0,4,0,0,0
Pitt,2002-09-14,3,@,Alabama-Birmingham,W,13,25,52.0,235,2,53,189,3.6,1,0,1,1
Purdue,2002-09-14,3,,Western Michigan,W,16,30,53.3,216,2,41,141,3.4,2,2,0,2
Rutgers,2002-09-14,3,,Army,W,16,23,69.6,230,3,54,169,3.1,2,0,1,1
San Diego State,2002-09-14,3,,Arizona State,L,32,61,52.5,516,3,34,58,1.7,0,4,1,5
San Jose State,2002-09-14,3,@,Stanford,L,18,34,52.9,177,2,23,34,1.5,0,2,4,6
SMU,2002-09-14,3,@,Texas Christian,L,9,21,42.9,101,0,43,124,2.9,1,1,1,2
South Carolina,2002-09-14,3,,Georgia,L,16,27,59.3,213,1,42,158,3.8,0,3,1,4
South Florida,2002-09-14,3,@,Arkansas,L,14,36,38.9,102,0,15,48,3.2,0,1,1,2
Southern Mississippi,2002-09-14,3,,Memphis,W,17,25,68.0,168,1,56,356,6.4,3,0,1,1
Stanford,2002-09-14,2,,San Jose State,W,19,32,59.4,305,3,47,258,5.5,6,1,4,5
Syracuse,2002-09-14,3,,Rhode Island,W,16,25,64.0,349,2,48,280,5.8,6,0,2,2
Temple,2002-09-14,3,,Miami (FL),L,12,18,66.7,101,1,37,121,3.3,2,2,0,2
Texas,2002-09-14,2,@,North Carolina,W,14,30,46.7,298,4,41,271,6.6,3,0,0,0
Texas Christian,2002-09-14,3,,Southern Methodist,W,17,29,58.6,265,2,37,94,2.5,0,1,1,2
Texas Tech,2002-09-14,3,,Mississippi,W,25,39,64.1,270,2,27,39,1.4,1,1,0,1
Toledo,2002-09-14,3,@,Minnesota,L,23,31,74.2,195,0,39,233,6.0,3,2,0,2
Troy,2002-09-14,3,,Southern Utah,W,8,14,57.1,58,0,52,464,8.9,5,4,1,5
Tulane,2002-09-14,3,@,East Carolina,L,31,49,63.3,236,0,40,107,2.7,2,0,1,1
Tulsa,2002-09-14,3,@,Louisiana Tech,L,17,33,51.5,175,1,31,50,1.6,0,2,0,2
UAB,2002-09-14,3,,Pittsburgh,L,10,23,43.5,94,0,26,138,5.3,1,1,1,2
UCLA,2002-09-14,2,@,Oklahoma State,W,13,29,44.8,277,3,44,189,4.3,1,0,1,1
UNLV,2002-09-14,3,@,Oregon State,L,7,16,43.8,76,0,43,160,3.7,2,0,1,1
USC,2002-09-14,2,@,Colorado,W,22,31,71.0,244,1,41,181,4.4,4,1,0,1
Utah,2002-09-14,3,@,Arizona,L,18,38,47.4,172,2,22,32,1.5,0,1,0,1
Utah State,2002-09-14,3,,Idaho State,W,26,41,63.4,330,3,31,161,5.2,1,0,1,1
UTEP,2002-09-14,3,@,Oklahoma,L,10,32,31.3,126,0,41,93,2.3,0,2,3,5
Vanderbilt,2002-09-14,3,@,Auburn,L,13,24,54.2,127,0,42,163,3.9,0,2,2,4
Wake Forest,2002-09-14,3,@,North Carolina State,L,13,29,44.8,152,1,44,149,3.4,1,1,1,2
Washington State,2002-09-14,3,@,Ohio State,L,26,45,57.8,263,1,22,17,0.8,0,0,2,2
West Virginia,2002-09-14,3,@,Cincinnati,W,16,24,66.7,189,1,55,334,6.1,4,1,0,1
Western Michigan,2002-09-14,3,@,Purdue,L,23,46,50.0,316,1,29,84,2.9,2,1,2,3
Wisconsin,2002-09-14,4,,Northern Illinois,W,15,23,65.2,207,0,41,68,1.7,3,0,1,1
Wyoming,2002-09-14,3,,Boise State,L,22,43,51.2,211,1,31,125,4.0,1,0,2,2
Auburn,2002-09-19,4,@,Mississippi State,W,10,21,47.6,183,3,48,207,4.3,3,0,0,0
Mississippi State,2002-09-19,3,,Auburn,L,20,34,58.8,232,0,31,91,2.9,2,4,2,6
Marshall,2002-09-20,3,,Central Florida,W,28,49,57.1,340,2,42,171,4.1,1,0,2,2
UCF,2002-09-20,3,@,Marshall,L,17,34,50.0,260,2,31,138,4.5,1,1,2,3
Air Force,2002-09-21,3,@,California,W,3,8,37.5,22,0,56,295,5.3,3,2,0,2
Akron,2002-09-21,4,@,Virginia,L,28,50,56.0,341,1,48,154,3.2,3,0,3,3
Alabama,2002-09-21,4,,Southern Mississippi,W,5,17,29.4,21,0,64,351,5.5,2,1,2,3
Arizona,2002-09-21,3,@,Wisconsin,L,14,32,43.8,138,0,30,154,5.1,1,0,2,2
Arkansas State,2002-09-21,5,@,Louisiana-Monroe,W,14,23,60.9,226,1,49,231,4.7,3,3,0,3
Army,2002-09-21,3,,Louisville,L,11,28,39.3,114,1,30,26,0.9,0,0,0,0
Ball State,2002-09-21,3,@,Clemson,L,16,23,69.6,138,1,38,82,2.2,0,2,2,4
Baylor,2002-09-21,4,,Tulsa,W,18,30,60.0,235,1,45,215,4.8,4,2,3,5
Boston College,2002-09-21,3,@,Miami (FL),L,14,24,58.3,138,0,48,147,3.1,0,2,1,3
Bowling Green State,2002-09-21,3,@,Kansas,W,8,21,38.1,153,1,47,350,7.4,3,1,1,2
Brigham Young,2002-09-21,4,@,Georgia Tech,L,28,57,49.1,274,1,27,79,2.9,1,1,3,4
Buffalo,2002-09-21,4,@,Minnesota,L,20,35,57.1,190,1,28,49,1.8,1,0,0,0
California,2002-09-21,4,,Air Force,L,13,38,34.2,216,1,31,119,3.8,0,0,1,1
Central Michigan,2002-09-21,4,@,Indiana,L,18,36,50.0,198,2,48,263,5.5,2,1,0,1
Cincinnati,2002-09-21,3,,Ohio State,L,26,52,50.0,324,1,23,91,4.0,1,1,2,3
Clemson,2002-09-21,4,,Ball State,W,21,29,72.4,209,1,39,203,5.2,3,1,1,2
Colorado,2002-09-21,4,@,UCLA,W,12,23,52.2,146,0,51,325,6.4,3,0,0,0
Connecticut,2002-09-21,4,,Ohio,W,15,30,50.0,224,1,40,126,3.2,3,0,1,1
Duke,2002-09-21,4,@,Florida State,L,16,32,50.0,239,2,35,147,4.2,0,1,1,2
Eastern Michigan,2002-09-21,4,@,Maryland,L,16,32,50.0,173,0,31,105,3.4,0,0,2,2
Florida,2002-09-21,4,@,Tennessee,W,20,35,57.1,324,3,34,94,2.8,1,1,2,3
Florida State,2002-09-21,4,,Duke,W,29,44,65.9,404,4,32,113,3.5,1,1,0,1
Fresno State,2002-09-21,4,@,Oregon State,L,25,53,47.2,307,1,30,64,2.1,0,1,3,4
Georgia,2002-09-21,3,,Northwestern State,W,29,47,61.7,394,5,28,142,5.1,0,2,1,3
Georgia Tech,2002-09-21,4,,Brigham Young,W,11,26,42.3,117,0,50,210,4.2,4,0,3,3
Hawaii,2002-09-21,3,@,Texas-El Paso,W,15,38,39.5,244,3,25,125,5.0,1,1,1,2
Houston,2002-09-21,4,@,Texas,L,14,27,51.9,121,0,23,31,1.3,1,0,2,2
Idaho,2002-09-21,4,,San Diego State,W,29,46,63.0,382,6,44,149,3.4,0,1,0,1
Illinois,2002-09-21,4,,San Jose State,L,28,38,73.7,426,4,29,176,6.1,1,1,2,3
Indiana,2002-09-21,4,,Central Michigan,W,15,24,62.5,316,1,51,215,4.2,4,1,1,2
Iowa,2002-09-21,4,,Utah State,W,17,33,51.5,218,1,49,300,6.1,3,0,0,0
Iowa State,2002-09-21,5,,Troy,W,17,25,68.0,295,3,35,68,1.9,1,0,0,0
Kansas,2002-09-21,4,,Bowling Green State,L,18,41,43.9,188,1,34,89,2.6,1,3,0,3
Kansas State,2002-09-21,4,,Southern California,W,13,22,59.1,159,1,48,188,3.9,2,5,0,5
Kent State,2002-09-21,4,@,Miami (OH),L,19,32,59.4,189,0,29,152,5.2,2,0,1,1
Kentucky,2002-09-21,4,,Middle Tennessee State,W,22,31,71.0,305,3,39,205,5.3,3,0,1,1
Louisiana,2002-09-21,4,,Alabama-Birmingham,W,16,23,69.6,242,1,53,123,2.3,2,0,0,0
Louisiana Tech,2002-09-21,4,@,Penn State,L,39,62,62.9,414,2,23,41,1.8,0,1,3,4
Louisiana-Monroe,2002-09-21,4,,Arkansas State,L,19,39,48.7,235,3,30,59,2.0,0,1,2,3
Louisville,2002-09-21,4,@,Army,W,18,33,54.5,275,1,43,171,4.0,3,1,0,1
Maryland,2002-09-21,4,,Eastern Michigan,W,17,23,73.9,329,3,46,238,5.2,3,2,0,2
Memphis,2002-09-21,4,,Tulane,W,11,25,44.0,153,1,47,242,5.1,4,0,2,2
Miami (FL),2002-09-21,4,,Boston College,W,14,27,51.9,211,2,31,182,5.9,2,0,0,0
Miami (OH),2002-09-21,4,,Kent State,W,18,31,58.1,198,1,49,176,3.6,2,1,2,3
Michigan,2002-09-21,4,,Utah,W,19,36,52.8,186,1,48,175,3.6,0,1,0,1
Michigan State,2002-09-21,4,,Notre Dame,L,19,34,55.9,281,2,34,53,1.6,0,0,2,2
Middle Tennessee State,2002-09-21,3,@,Kentucky,L,10,19,52.6,202,1,39,220,5.6,2,2,0,2
Minnesota,2002-09-21,4,,Buffalo,W,16,26,61.5,189,3,54,299,5.5,2,0,0,0
Navy,2002-09-21,3,,Northwestern,L,15,25,60.0,300,1,65,378,5.8,4,4,1,5
Nevada,2002-09-21,3,,Rice,W,30,36,83.3,408,4,45,126,2.8,0,1,0,1
New Mexico,2002-09-21,5,@,New Mexico State,L,19,33,57.6,223,0,31,108,3.5,2,0,1,1
New Mexico State,2002-09-21,3,,New Mexico,W,5,11,45.5,54,0,49,262,5.3,2,0,0,0
North Carolina State,2002-09-21,5,@,Texas Tech,W,20,32,62.5,301,0,44,179,4.1,6,1,1,2
North Texas,2002-09-21,4,@,Texas Christian,L,12,34,35.3,185,1,33,34,1.0,0,1,0,1
Northern Illinois,2002-09-21,4,,Western Illinois,L,6,17,35.3,74,0,42,284,6.8,3,1,0,1
Northwestern,2002-09-21,4,@,Navy,W,20,26,76.9,260,1,51,285,5.6,6,0,0,0
Notre Dame,2002-09-21,4,@,Michigan State,W,9,24,37.5,198,2,39,127,3.3,1,0,1,1
Ohio,2002-09-21,4,@,Connecticut,L,11,20,55.0,95,0,49,218,4.4,2,0,2,2
Ohio State,2002-09-21,4,@,Cincinnati,W,14,29,48.3,129,2,38,163,4.3,1,1,2,3
Oklahoma State,2002-09-21,4,,Southern Methodist,W,21,34,61.8,288,4,41,183,4.5,3,0,0,0
Ole Miss,2002-09-21,4,,Vanderbilt,W,24,41,58.5,386,2,31,107,3.5,3,0,0,0
Oregon,2002-09-21,4,,Portland State,W,17,24,70.8,219,3,39,180,4.6,2,1,0,1
Oregon State,2002-09-21,4,,Fresno State,W,11,24,45.8,224,3,52,286,5.5,3,3,1,4
Penn State,2002-09-21,3,,Louisiana Tech,W,15,22,68.2,169,1,44,298,6.8,5,1,0,1
Pitt,2002-09-21,4,,Rutgers,W,13,26,50.0,261,1,44,110,2.5,1,2,0,2
Purdue,2002-09-21,4,,Wake Forest,L,24,43,55.8,331,3,28,146,5.2,0,4,1,5
Rice,2002-09-21,3,@,Nevada,L,6,14,42.9,118,2,40,248,6.2,1,1,1,2
Rutgers,2002-09-21,4,@,Pittsburgh,L,19,47,40.4,167,0,28,-3,-0.1,0,3,2,5
San Diego State,2002-09-21,4,@,Idaho,L,29,49,59.2,506,5,22,79,3.6,0,1,0,1
San Jose State,2002-09-21,4,@,Illinois,W,27,45,60.0,408,1,44,109,2.5,4,0,0,0
SMU,2002-09-21,4,@,Oklahoma State,L,17,28,60.7,146,0,38,152,4.0,2,1,1,2
South Carolina,2002-09-21,4,,Temple,W,19,24,79.2,199,2,28,99,3.5,3,0,1,1
Southern Mississippi,2002-09-21,4,@,Alabama,L,8,27,29.6,110,0,26,35,1.3,0,4,1,5
Temple,2002-09-21,4,@,South Carolina,L,15,34,44.1,145,2,47,196,4.2,1,0,2,2
Tennessee,2002-09-21,3,,Florida,L,30,44,68.2,285,1,33,99,3.0,1,3,0,3
Texas,2002-09-21,3,,Houston,W,22,33,66.7,244,2,52,233,4.5,2,2,1,3
Texas A&M,2002-09-21,3,,Virginia Tech,L,14,35,40.0,118,0,28,38,1.4,0,1,2,3
Texas Christian,2002-09-21,4,,North Texas,W,11,22,50.0,76,1,39,102,2.6,0,1,1,2
Texas Tech,2002-09-21,4,,North Carolina State,L,28,51,54.9,292,3,39,207,5.3,3,3,0,3
Toledo,2002-09-21,4,,Nevada-Las Vegas,W,12,22,54.5,122,0,36,135,3.8,4,0,0,0
Troy,2002-09-21,4,@,Iowa State,L,17,36,47.2,195,0,38,118,3.1,1,0,0,0
Tulane,2002-09-21,4,@,Memphis,L,22,34,64.7,190,1,40,106,2.7,0,2,1,3
Tulsa,2002-09-21,4,@,Baylor,L,24,42,57.1,251,2,25,70,2.8,0,1,1,2
UAB,2002-09-21,4,@,Louisiana,L,6,20,30.0,94,0,28,122,4.4,0,2,2,4
UCLA,2002-09-21,3,,Colorado,L,22,36,61.1,222,2,28,62,2.2,0,0,1,1
UNLV,2002-09-21,4,@,Toledo,L,19,38,50.0,270,1,43,202,4.7,2,1,1,2
USC,2002-09-21,3,@,Kansas State,L,18,46,39.1,186,1,30,90,3.0,1,1,0,1
Utah,2002-09-21,4,@,Michigan,L,23,39,59.0,208,1,20,13,0.7,0,0,2,2
Utah State,2002-09-21,4,@,Iowa,L,24,41,58.5,223,0,20,21,1.1,1,1,0,1
UTEP,2002-09-21,4,,Hawaii,L,12,37,32.4,151,0,50,114,2.3,0,0,4,4
Vanderbilt,2002-09-21,4,@,Mississippi,L,11,21,52.4,207,2,49,257,5.2,3,3,0,3
Virginia,2002-09-21,4,,Akron,W,19,27,70.4,202,5,30,212,7.1,0,0,0,0
Virginia Tech,2002-09-21,4,@,Texas A&M,W,10,11,90.9,119,0,48,129,2.7,1,1,0,1
Wake Forest,2002-09-21,4,@,Purdue,W,9,12,75.0,120,0,69,248,3.6,3,1,0,1
Washington,2002-09-21,3,,Wyoming,W,37,48,77.1,436,2,37,113,3.1,3,4,0,4
Washington State,2002-09-21,4,,Montana State,W,24,33,72.7,267,3,39,138,3.5,2,0,0,0
Wisconsin,2002-09-21,5,,Arizona,W,15,22,68.2,165,1,47,260,5.5,3,0,0,0
Wyoming,2002-09-21,4,@,Washington,L,20,31,64.5,169,0,31,86,2.8,1,0,1,1
Florida State,2002-09-26,5,@,Louisville,L,15,34,44.1,206,2,32,129,4.0,0,0,1,1
Louisville,2002-09-26,5,,Florida State,W,15,27,55.6,182,2,39,121,3.1,1,0,1,1
New Mexico,2002-09-27,6,,Texas Tech,L,12,33,36.4,114,0,30,85,2.8,0,1,1,2
Texas Tech,2002-09-27,5,@,New Mexico,W,47,68,69.1,469,6,34,121,3.6,1,0,1,1
Air Force,2002-09-28,4,@,Utah,W,6,16,37.5,99,2,48,188,3.9,2,2,1,3
Akron,2002-09-28,5,,Miami (OH),L,29,46,63.0,348,2,39,114,2.9,2,1,0,1
Alabama,2002-09-28,5,@,Arkansas,W,12,24,50.0,285,2,48,267,5.6,1,1,0,1
Arizona,2002-09-28,4,,North Texas,W,16,27,59.3,189,0,35,121,3.5,1,0,0,0
Arizona State,2002-09-28,5,,Stanford,W,23,39,59.0,421,5,34,114,3.4,3,0,1,1
Arkansas,2002-09-28,3,,Alabama,L,8,29,27.6,127,0,32,172,5.4,1,0,2,2
Arkansas State,2002-09-28,6,,Tennessee-Martin,W,9,20,45.0,121,2,43,216,5.0,2,0,0,0
Army,2002-09-28,4,,Southern Mississippi,L,19,43,44.2,252,0,35,141,4.0,0,0,6,6
Auburn,2002-09-28,5,,Syracuse,W,17,33,51.5,271,2,54,231,4.3,3,2,2,4
Ball State,2002-09-28,4,@,Connecticut,W,15,26,57.7,156,2,41,135,3.3,1,0,2,2
Boise State,2002-09-28,4,,Utah State,W,17,28,60.7,376,5,36,178,4.9,3,2,1,3
Boston College,2002-09-28,4,,Central Michigan,W,29,39,74.4,330,3,34,195,5.7,2,0,0,0
Buffalo,2002-09-28,5,@,Ohio,L,29,43,67.4,350,3,24,85,3.5,1,0,0,0
California,2002-09-28,5,,Washington State,L,29,47,61.7,371,3,27,101,3.7,2,0,2,2
Central Michigan,2002-09-28,5,@,Boston College,L,12,27,44.4,88,0,42,154,3.7,0,2,1,3
Cincinnati,2002-09-28,4,@,Temple,W,24,39,61.5,312,3,41,83,2.0,2,0,1,1
Colorado State,2002-09-28,5,@,Nevada,W,16,29,55.2,271,2,50,260,5.2,2,0,0,0
Connecticut,2002-09-28,5,,Ball State,L,24,38,63.2,243,1,34,155,4.6,2,1,2,3
Duke,2002-09-28,5,@,Navy,W,17,25,68.0,191,3,49,288,5.9,3,2,0,2
East Carolina,2002-09-28,4,@,West Virginia,L,23,33,69.7,207,0,24,65,2.7,1,1,2,3
Eastern Michigan,2002-09-28,5,,Southern Illinois,W,20,36,55.6,352,3,40,244,6.1,4,0,1,1
Florida,2002-09-28,5,,Kentucky,W,28,43,65.1,375,2,46,134,2.9,3,1,0,1
Fresno State,2002-09-28,5,@,Rice,W,18,29,62.1,325,3,35,101,2.9,1,0,0,0
Georgia,2002-09-28,4,,New Mexico State,W,19,36,52.8,207,2,20,92,4.6,2,1,1,2
Georgia Tech,2002-09-28,5,@,North Carolina,W,19,33,57.6,211,2,49,185,3.8,1,0,2,2
Hawaii,2002-09-28,4,,Southern Methodist,W,21,43,48.8,314,1,26,173,6.7,3,3,3,6
Idaho,2002-09-28,5,@,Washington,L,22,40,55.0,309,2,25,95,3.8,1,1,1,2
Illinois,2002-09-28,5,,Michigan,L,25,49,51.0,368,2,35,175,5.0,1,2,3,5
Indiana,2002-09-28,5,@,Ohio State,L,19,32,59.4,283,2,28,56,2.0,0,0,0,0
Iowa,2002-09-28,5,@,Penn State,W,18,30,60.0,261,4,49,209,4.3,1,1,2,3
Iowa State,2002-09-28,6,,Nebraska,W,19,32,59.4,220,1,52,192,3.7,3,1,2,3
Kansas,2002-09-28,5,@,Tulsa,W,21,36,58.3,266,1,50,257,5.1,5,0,0,0
Kent State,2002-09-28,5,@,Northern Illinois,L,14,27,51.9,109,0,41,229,5.6,0,0,1,1
Kentucky,2002-09-28,5,@,Florida,L,20,32,62.5,180,2,29,88,3.0,1,1,1,2
Louisiana Tech,2002-09-28,5,@,Texas A&M,L,23,43,53.5,172,0,21,79,3.8,0,0,1,1
LSU,2002-09-28,4,,Mississippi State,W,4,12,33.3,52,1,53,256,4.8,2,3,0,3
Maryland,2002-09-28,5,,Wofford,W,12,20,60.0,140,1,50,250,5.0,3,0,0,0
Memphis,2002-09-28,5,@,Alabama-Birmingham,L,22,40,55.0,259,1,35,68,1.9,1,2,2,4
Miami (OH),2002-09-28,5,@,Akron,W,16,22,72.7,240,2,40,131,3.3,3,0,0,0
Michigan,2002-09-28,5,@,Illinois,W,23,39,59.0,272,4,40,143,3.6,2,1,0,1
Michigan State,2002-09-28,5,,Northwestern,W,15,26,57.7,263,2,48,276,5.8,1,0,2,2
Middle Tennessee State,2002-09-28,4,,Southeast Missouri State,L,20,27,74.1,133,0,36,151,4.2,2,0,1,1
Minnesota,2002-09-28,5,@,Purdue,L,16,48,33.3,233,1,34,83,2.4,0,1,1,2
Mississippi State,2002-09-28,4,@,Louisiana State,L,16,43,37.2,161,0,30,88,2.9,1,0,3,3
Missouri,2002-09-28,4,,Troy,W,19,36,52.8,218,1,52,277,5.3,3,0,1,1
Navy,2002-09-28,4,,Duke,L,9,23,39.1,109,0,51,240,4.7,2,3,1,4
Nebraska,2002-09-28,5,@,Iowa State,L,12,29,41.4,192,1,30,81,2.7,1,4,1,5
Nevada,2002-09-28,4,,Colorado State,L,26,44,59.1,341,3,27,111,4.1,1,0,2,2
New Mexico State,2002-09-28,4,@,Georgia,L,18,36,50.0,194,0,48,81,1.7,1,1,1,2
North Carolina,2002-09-28,4,,Georgia Tech,L,14,25,56.0,231,1,27,68,2.5,0,1,0,1
North Carolina State,2002-09-28,6,,Massachusetts,W,23,37,62.2,252,4,41,178,4.3,2,1,3,4
North Texas,2002-09-28,5,@,Arizona,L,12,18,66.7,149,0,60,282,4.7,0,2,1,3
Northern Illinois,2002-09-28,5,,Kent State,W,7,19,36.8,60,0,49,240,4.9,0,1,0,1
Northwestern,2002-09-28,5,@,Michigan State,L,19,43,44.2,265,2,36,212,5.9,1,1,1,2
Ohio,2002-09-28,5,,Buffalo,W,6,9,66.7,99,0,73,406,5.6,4,3,0,3
Ohio State,2002-09-28,5,,Indiana,W,18,23,78.3,217,2,39,244,6.3,4,0,0,0
Oklahoma,2002-09-28,4,,South Florida,W,22,34,64.7,194,2,33,45,1.4,1,1,0,1
Oregon State,2002-09-28,5,@,Southern California,L,8,31,25.8,80,0,29,51,1.8,0,2,1,3
Penn State,2002-09-28,4,,Iowa,L,23,44,52.3,399,4,27,54,2.0,1,1,2,3
Pitt,2002-09-28,5,,Toledo,W,18,27,66.7,316,3,40,153,3.8,2,0,1,1
Purdue,2002-09-28,5,,Minnesota,W,19,32,59.4,190,1,46,153,3.3,2,3,0,3
Rice,2002-09-28,4,,Fresno State,L,11,16,68.8,96,0,71,329,4.6,4,1,1,2
Rutgers,2002-09-28,5,@,Tennessee,L,17,32,53.1,151,1,43,121,2.8,0,0,1,1
San Diego State,2002-09-28,5,,UCLA,L,18,40,45.0,208,1,30,63,2.1,0,3,2,5
San Jose State,2002-09-28,5,,Texas-El Paso,W,25,36,69.4,330,3,37,179,4.8,3,1,1,2
SMU,2002-09-28,5,@,Hawaii,L,6,21,28.6,46,0,51,192,3.8,1,1,2,3
South Carolina,2002-09-28,5,@,Vanderbilt,W,17,25,68.0,213,1,45,185,4.1,1,0,1,1
South Florida,2002-09-28,4,@,Oklahoma,L,24,44,54.5,267,2,34,61,1.8,0,2,1,3
Southern Mississippi,2002-09-28,5,@,Army,W,14,24,58.3,138,1,40,165,4.1,2,2,1,3
Stanford,2002-09-28,3,@,Arizona State,L,16,36,44.4,179,2,40,239,6.0,1,3,4,7
Syracuse,2002-09-28,4,@,Auburn,L,15,30,50.0,163,1,44,158,3.6,2,0,3,3
Temple,2002-09-28,5,,Cincinnati,L,16,33,48.5,213,1,32,111,3.5,2,1,0,1
Tennessee,2002-09-28,4,,Rutgers,W,15,28,53.6,284,3,23,94,4.1,2,0,0,0
Texas,2002-09-28,4,@,Tulane,W,18,32,56.3,193,2,34,176,5.2,3,1,1,2
Texas A&M,2002-09-28,4,,Louisiana Tech,W,15,30,50.0,238,1,43,206,4.8,3,2,0,2
Toledo,2002-09-28,5,@,Pittsburgh,L,32,46,69.6,331,2,30,104,3.5,1,2,1,3
Troy,2002-09-28,5,@,Missouri,L,18,31,58.1,231,1,28,69,2.5,0,1,4,5
Tulane,2002-09-28,5,,Texas,L,14,35,40.0,127,0,29,88,3.0,0,2,2,4
Tulsa,2002-09-28,5,,Kansas,L,19,31,61.3,236,4,32,216,6.8,1,0,2,2
UAB,2002-09-28,5,,Memphis,W,13,22,59.1,167,1,47,223,4.7,2,1,1,2
UCF,2002-09-28,4,,Liberty,W,26,37,70.3,427,4,30,144,4.8,3,5,0,5
UCLA,2002-09-28,4,@,San Diego State,W,14,24,58.3,238,2,51,153,3.0,2,0,0,0
USC,2002-09-28,4,,Oregon State,W,23,41,56.1,231,2,49,99,2.0,0,1,1,2
Utah,2002-09-28,5,,Air Force,L,11,20,55.0,109,0,46,181,3.9,3,4,2,6
Utah State,2002-09-28,5,@,Boise State,L,24,40,60.0,355,3,35,65,1.9,1,2,2,4
UTEP,2002-09-28,5,@,San Jose State,L,19,44,43.2,303,1,35,157,4.5,2,2,4,6
Vanderbilt,2002-09-28,5,,South Carolina,L,10,19,52.6,105,2,36,136,3.8,0,0,1,1
Virginia,2002-09-28,5,@,Wake Forest,W,24,30,80.0,349,4,27,49,1.8,1,1,0,1
Virginia Tech,2002-09-28,5,@,Western Michigan,W,14,25,56.0,212,1,39,128,3.3,2,0,2,2
Wake Forest,2002-09-28,5,,Virginia,L,13,24,54.2,146,0,68,349,5.1,4,0,0,0
Washington,2002-09-28,4,,Idaho,W,32,45,71.1,438,3,45,129,2.9,1,1,0,1
