School,Date,G,Loc,Opponent,WL,Total TD opp,Points Against
Kent State,2006-09-30,5,,Akron,W,2,15
Kentucky,2006-09-30,5,,Central Michigan,W,4,36
Louisiana,2006-09-30,4,,Eastern Michigan,W,2,14
Louisiana Tech,2006-09-30,4,@,Clemson,L,7,51
Louisiana-Monroe,2006-09-30,4,,Florida Atlantic,L,3,21
LSU,2006-09-30,5,,Mississippi State,W,2,17
Memphis,2006-09-30,4,,Tennessee,L,5,41
Miami (FL),2006-09-30,4,,Houston,W,1,13
Miami (OH),2006-09-30,5,@,Cincinnati,L,3,24
Michigan,2006-09-30,5,@,Minnesota,W,2,14
Michigan State,2006-09-30,5,,Illinois,L,2,23
Middle Tennessee State,2006-09-30,5,@,North Texas,W,0,0
Minnesota,2006-09-30,5,,Michigan,L,4,28
Mississippi State,2006-09-30,5,@,Louisiana State,L,7,48
Missouri,2006-09-30,5,,Colorado,W,1,13
Navy,2006-09-30,5,@,Connecticut,W,2,17
Nebraska,2006-09-30,5,,Kansas,W,4,32
Nevada,2006-09-30,5,@,Nevada-Las Vegas,W,0,3
New Mexico,2006-09-30,5,@,Air Force,L,3,24
New Mexico State,2006-09-30,4,@,Texas-El Paso,L,5,44
North Texas,2006-09-30,5,,Middle Tennessee State,L,5,35
Northern Illinois,2006-09-30,5,@,Ball State,W,4,28
Northwestern,2006-09-30,5,@,Penn State,L,3,33
Notre Dame,2006-09-30,5,,Purdue,W,3,21
Ohio,2006-09-30,5,,Bowling Green State,L,3,21
Ohio State,2006-09-30,5,@,Iowa,W,2,17
Ole Miss,2006-09-30,5,,Georgia,L,2,14
Oregon,2006-09-30,4,@,Arizona State,W,1,13
Oregon State,2006-09-30,4,,California,L,5,41
Penn State,2006-09-30,5,,Northwestern,W,1,7
Pitt,2006-09-30,5,,Toledo,W,0,3
Purdue,2006-09-30,5,@,Notre Dame,L,5,35
Rice,2006-09-30,5,@,Army,W,2,14
San Diego State,2006-09-30,4,@,San Jose State,L,4,31
San Jose State,2006-09-30,4,,San Diego State,W,1,10
SMU,2006-09-30,5,@,Tulane,W,4,28
Stanford,2006-09-30,5,@,UCLA,L,4,31
Syracuse,2006-09-30,5,,Wyoming,W,4,34
Temple,2006-09-30,5,@,Vanderbilt,L,6,43
Tennessee,2006-09-30,5,@,Memphis,W,1,7
Texas,2006-09-30,5,,Sam Houston State,W,0,3
Texas A&M,2006-09-30,5,,Texas Tech,L,4,31
Texas Tech,2006-09-30,5,@,Texas A&M,W,3,27
Toledo,2006-09-30,5,@,Pittsburgh,L,6,45
Troy,2006-09-30,5,@,Alabama-Birmingham,L,3,21
Tulane,2006-09-30,4,,Southern Methodist,L,4,33
UAB,2006-09-30,5,,Troy,W,0,3
UCLA,2006-09-30,4,,Stanford,W,0,0
UNLV,2006-09-30,4,,Nevada,L,4,31
USC,2006-09-30,4,@,Washington State,W,2,22
Utah,2006-09-30,5,,Boise State,L,4,36
Utah State,2006-09-30,5,,Idaho,L,5,41
UTEP,2006-09-30,4,,New Mexico State,W,5,38
Vanderbilt,2006-09-30,5,,Temple,W,2,14
Virginia,2006-09-30,5,@,Duke,W,0,0
Virginia Tech,2006-09-30,5,,Georgia Tech,L,5,38
Wake Forest,2006-09-30,5,,Liberty,W,2,14
Washington,2006-09-30,5,@,Arizona,W,1,10
Washington State,2006-09-30,5,,Southern California,L,4,28
Wisconsin,2006-09-30,5,@,Indiana,W,2,17
Wyoming,2006-09-30,5,@,Syracuse,L,5,40
Southern Mississippi,2006-10-03,5,@,Tulsa,L,3,20
Tulsa,2006-10-03,5,,Southern Mississippi,W,0,6
Marshall,2006-10-04,5,,Central Florida,L,2,23
UCF,2006-10-04,5,@,Marshall,W,2,22
Florida State,2006-10-05,5,@,North Carolina State,L,3,24
North Carolina State,2006-10-05,5,,Florida State,W,2,20
Texas Christian,2006-10-05,5,@,Utah,L,2,20
Utah,2006-10-05,6,,Texas Christian,W,1,7
Louisville,2006-10-06,5,@,Middle Tennessee State,W,2,17
Middle Tennessee State,2006-10-06,6,,Louisville,L,5,44
Air Force,2006-10-07,4,,Navy,L,3,24
Akron,2006-10-07,6,@,Cincinnati,L,2,20
Alabama,2006-10-07,6,,Duke,W,2,14
Arizona,2006-10-07,6,@,UCLA,L,3,27
Arkansas,2006-10-07,5,@,Auburn,W,1,10
Arkansas State,2006-10-07,5,,Louisiana-Monroe,W,1,6
Army,2006-10-07,6,,Virginia Military Institute,W,1,7
Auburn,2006-10-07,6,,Arkansas,L,3,27
Ball State,2006-10-07,6,@,Buffalo,W,3,25
Baylor,2006-10-07,6,@,Colorado,W,4,31
Boise State,2006-10-07,6,,Louisiana Tech,W,2,14
Bowling Green State,2006-10-07,6,@,Ohio State,L,5,35
Brigham Young,2006-10-07,6,,San Diego State,W,2,17
Buffalo,2006-10-07,5,,Ball State,L,7,55
California,2006-10-07,6,,Oregon,W,3,24
Central Michigan,2006-10-07,6,@,Toledo,W,3,20
Cincinnati,2006-10-07,6,,Akron,W,2,14
Clemson,2006-10-07,6,@,Wake Forest,W,2,17
Colorado,2006-10-07,6,,Baylor,L,4,34
Colorado State,2006-10-07,5,,Nevada-Las Vegas,W,1,7
Connecticut,2006-10-07,5,@,South Florida,L,5,38
Duke,2006-10-07,5,@,Alabama,L,4,30
East Carolina,2006-10-07,5,,Virginia,W,3,21
Florida,2006-10-07,6,,Louisiana State,W,1,10
Florida International,2006-10-07,6,@,North Texas,L,1,25
Fresno State,2006-10-07,5,@,Utah State,L,2,13
Georgia,2006-10-07,6,,Tennessee,L,7,51
Georgia Tech,2006-10-07,6,,Maryland,W,2,23
Hawaii,2006-10-07,5,,Nevada,W,5,34
Houston,2006-10-07,6,,Louisiana,L,3,31
Idaho,2006-10-07,6,,New Mexico State,W,3,20
Illinois,2006-10-07,6,,Indiana,L,4,34
Indiana,2006-10-07,6,@,Illinois,W,4,32
Iowa,2006-10-07,6,,Purdue,W,2,17
Iowa State,2006-10-07,6,,Nebraska,L,4,28
Kansas,2006-10-07,6,,Texas A&M,L,3,21
Kansas State,2006-10-07,6,,Oklahoma State,W,3,27
Kent State,2006-10-07,6,@,Temple,W,2,17
Kentucky,2006-10-07,6,,South Carolina,L,3,24
Louisiana,2006-10-07,5,@,Houston,W,4,28
Louisiana Tech,2006-10-07,5,@,Boise State,L,7,55
Louisiana-Monroe,2006-10-07,5,@,Arkansas State,L,1,10
LSU,2006-10-07,6,@,Florida,L,3,23
Maryland,2006-10-07,5,@,Georgia Tech,L,4,27
Memphis,2006-10-07,5,@,Alabama-Birmingham,L,5,35
Miami (FL),2006-10-07,5,,North Carolina,W,1,7
Michigan,2006-10-07,6,,Michigan State,W,2,13
Michigan State,2006-10-07,6,@,Michigan,L,4,31
Minnesota,2006-10-07,6,,Penn State,L,4,28
Mississippi State,2006-10-07,6,,West Virginia,L,6,42
Missouri,2006-10-07,6,@,Texas Tech,W,3,21
Navy,2006-10-07,6,@,Air Force,W,2,17
Nebraska,2006-10-07,6,@,Iowa State,W,2,14
Nevada,2006-10-07,6,@,Hawaii,L,5,41
New Mexico,2006-10-07,6,,Wyoming,L,2,14
New Mexico State,2006-10-07,5,@,Idaho,L,4,28
North Carolina,2006-10-07,5,@,Miami (FL),L,3,27
North Texas,2006-10-07,6,,Florida International,W,2,22
Northwestern,2006-10-07,6,@,Wisconsin,L,5,41
Notre Dame,2006-10-07,6,,Stanford,W,1,10
Ohio,2006-10-07,6,,Western Michigan,W,3,20
Ohio State,2006-10-07,6,,Bowling Green State,W,1,7
Oklahoma,2006-10-07,5,N,Texas,L,4,28
Oklahoma State,2006-10-07,5,@,Kansas State,L,4,31
Ole Miss,2006-10-07,6,,Vanderbilt,W,1,10
Oregon,2006-10-07,5,@,California,L,6,45
Oregon State,2006-10-07,5,,Washington State,L,1,13
Penn State,2006-10-07,6,@,Minnesota,W,4,27
Pitt,2006-10-07,6,@,Syracuse,W,1,11
Purdue,2006-10-07,6,@,Iowa,L,6,47
Rice,2006-10-07,6,@,Tulane,L,5,38
San Diego State,2006-10-07,5,@,Brigham Young,L,7,47
SMU,2006-10-07,6,@,Texas-El Paso,L,3,24
South Carolina,2006-10-07,6,@,Kentucky,W,2,17
South Florida,2006-10-07,6,,Connecticut,W,2,16
Stanford,2006-10-07,6,@,Notre Dame,L,4,31
Syracuse,2006-10-07,6,,Pittsburgh,L,3,21
Temple,2006-10-07,6,,Kent State,L,4,28
Tennessee,2006-10-07,6,@,Georgia,W,4,33
Texas,2006-10-07,6,N,Oklahoma,W,1,10
Texas A&M,2006-10-07,6,@,Kansas,W,1,18
Texas Tech,2006-10-07,6,,Missouri,L,5,38
Toledo,2006-10-07,6,,Central Michigan,L,6,42
Tulane,2006-10-07,5,,Rice,W,3,24
UAB,2006-10-07,6,,Memphis,W,3,29
UCLA,2006-10-07,5,,Arizona,W,1,7
UNLV,2006-10-07,5,@,Colorado State,L,4,28
USC,2006-10-07,5,,Washington,W,2,20
Utah State,2006-10-07,6,,Fresno State,W,1,12
UTEP,2006-10-07,5,,Southern Methodist,W,3,21
Vanderbilt,2006-10-07,6,@,Mississippi,L,2,17
Virginia,2006-10-07,6,@,East Carolina,L,4,31
Wake Forest,2006-10-07,6,,Clemson,L,3,27
Washington,2006-10-07,6,@,Southern California,L,2,26
Washington State,2006-10-07,6,@,Oregon State,W,0,6
West Virginia,2006-10-07,5,@,Mississippi State,W,2,14
Western Michigan,2006-10-07,5,@,Ohio,L,3,27
Wisconsin,2006-10-07,6,,Northwestern,W,1,9
Wyoming,2006-10-07,6,@,New Mexico,W,1,10
Miami (OH),2006-10-08,6,,Northern Illinois,L,3,28
Northern Illinois,2006-10-08,6,@,Miami (OH),W,3,25
Air Force,2006-10-12,5,,Colorado State,W,3,21
Boston College,2006-10-12,6,,Virginia Tech,W,0,3
Clemson,2006-10-12,7,,Temple,W,1,9
Colorado State,2006-10-12,6,@,Air Force,L,3,24
Florida Atlantic,2006-10-12,6,,Southern Utah,W,1,7
Temple,2006-10-12,7,@,Clemson,L,9,63
Virginia Tech,2006-10-12,6,@,Boston College,L,2,22
Pitt,2006-10-13,7,@,Central Florida,W,1,7
UCF,2006-10-13,6,,Pittsburgh,L,7,52
Alabama,2006-10-14,7,,Mississippi,W,2,23
Arizona,2006-10-14,7,@,Stanford,W,1,7
Arizona State,2006-10-14,6,@,Southern California,L,4,28
Arkansas,2006-10-14,6,,Southeast Missouri State,W,1,7
Arkansas State,2006-10-14,6,@,Memphis,W,2,23
Army,2006-10-14,7,@,Connecticut,L,3,21
Auburn,2006-10-14,7,,Florida,W,2,17
Ball State,2006-10-14,7,@,Central Michigan,L,3,18
Baylor,2006-10-14,7,@,Texas,L,9,63
Bowling Green State,2006-10-14,7,,Eastern Michigan,W,3,21
California,2006-10-14,7,@,Washington State,W,0,3
Central Michigan,2006-10-14,7,,Ball State,W,1,7
Cincinnati,2006-10-14,7,@,Louisville,L,2,23
Colorado,2006-10-14,7,,Texas Tech,W,1,6
Connecticut,2006-10-14,6,,Army,W,1,7
Duke,2006-10-14,6,,Florida State,L,7,51
East Carolina,2006-10-14,6,,Tulsa,L,4,31
Eastern Michigan,2006-10-14,6,@,Bowling Green State,L,3,24
Florida,2006-10-14,7,@,Auburn,L,2,27
Florida International,2006-10-14,7,@,Miami (FL),L,5,35
Florida State,2006-10-14,6,@,Duke,W,3,24
Fresno State,2006-10-14,6,,Hawaii,L,10,68
Georgia,2006-10-14,7,,Vanderbilt,L,3,24
Hawaii,2006-10-14,6,@,Fresno State,W,5,37
Houston,2006-10-14,7,@,Southern Mississippi,L,4,31
Idaho,2006-10-14,7,@,Louisiana Tech,W,2,14
Illinois,2006-10-14,7,,Ohio,L,2,20
Indiana,2006-10-14,7,,Iowa,W,4,28
Iowa,2006-10-14,7,@,Indiana,L,4,31
Iowa State,2006-10-14,7,@,Oklahoma,L,4,34
Kansas,2006-10-14,7,,Oklahoma State,L,6,42
Kansas State,2006-10-14,7,,Nebraska,L,3,21
Kent State,2006-10-14,7,,Toledo,W,2,14
Kentucky,2006-10-14,7,@,Louisiana State,L,7,49
Louisiana Tech,2006-10-14,6,,Idaho,L,3,24
Louisiana-Monroe,2006-10-14,6,@,Troy,L,3,24
Louisville,2006-10-14,6,,Cincinnati,W,2,17
LSU,2006-10-14,7,,Kentucky,W,0,0
Marshall,2006-10-14,6,@,Southern Methodist,L,4,31
Maryland,2006-10-14,6,@,Virginia,W,3,26
Memphis,2006-10-14,6,,Arkansas State,L,3,26
Miami (FL),2006-10-14,6,,Florida International,W,0,0
Michigan,2006-10-14,7,@,Penn State,W,1,10
Michigan State,2006-10-14,7,,Ohio State,L,5,38
Minnesota,2006-10-14,7,@,Wisconsin,L,7,48
Mississippi State,2006-10-14,7,,Jacksonville State,W,0,3
Missouri,2006-10-14,7,@,Texas A&M,L,3,25
Navy,2006-10-14,7,,Rutgers,L,4,34
Nebraska,2006-10-14,7,@,Kansas State,W,0,3
New Mexico,2006-10-14,7,@,Nevada-Las Vegas,W,5,36
North Carolina,2006-10-14,6,,South Florida,L,5,37
North Carolina State,2006-10-14,6,,Wake Forest,L,2,25
Northern Illinois,2006-10-14,7,@,Western Michigan,L,1,16
Northwestern,2006-10-14,7,,Purdue,L,4,31
Ohio,2006-10-14,7,@,Illinois,W,2,17
Ohio State,2006-10-14,7,@,Michigan State,W,1,7
Oklahoma,2006-10-14,6,,Iowa State,W,1,9
Oklahoma State,2006-10-14,6,@,Kansas,W,4,32
Ole Miss,2006-10-14,7,@,Alabama,L,3,26
Oregon,2006-10-14,6,,UCLA,W,2,20
Oregon State,2006-10-14,6,@,Washington,W,2,17
Penn State,2006-10-14,7,,Michigan,L,2,17
Purdue,2006-10-14,7,@,Northwestern,W,1,10
Rice,2006-10-14,7,,Alabama-Birmingham,W,5,33
Rutgers,2006-10-14,6,@,Navy,W,0,0
San Jose State,2006-10-14,5,,Utah State,W,2,14
SMU,2006-10-14,7,,Marshall,W,3,21
South Florida,2006-10-14,7,@,North Carolina,W,2,20
Southern Mississippi,2006-10-14,6,,Houston,W,4,27
Stanford,2006-10-14,7,,Arizona,L,2,20
Syracuse,2006-10-14,7,@,West Virginia,L,5,41
Texas,2006-10-14,7,,Baylor,W,4,31
Texas A&M,2006-10-14,7,,Missouri,W,2,19
Texas Tech,2006-10-14,7,@,Colorado,L,3,30
Toledo,2006-10-14,7,@,Kent State,L,6,40
Troy,2006-10-14,6,,Louisiana-Monroe,W,2,19
Tulane,2006-10-14,6,@,Texas-El Paso,L,4,34
Tulsa,2006-10-14,6,@,East Carolina,W,1,10
UAB,2006-10-14,7,@,Rice,L,5,34
UCLA,2006-10-14,6,@,Oregon,L,4,30
UNLV,2006-10-14,6,,New Mexico,L,4,39
USC,2006-10-14,6,,Arizona State,W,3,21
Utah,2006-10-14,7,@,Wyoming,L,4,31
Utah State,2006-10-14,7,@,San Jose State,L,3,21
UTEP,2006-10-14,6,,Tulane,W,2,20
Vanderbilt,2006-10-14,7,@,Georgia,W,2,22
Virginia,2006-10-14,7,,Maryland,L,4,28
Wake Forest,2006-10-14,7,@,North Carolina State,W,3,23
Washington,2006-10-14,7,,Oregon State,L,3,27
Washington State,2006-10-14,7,,California,L,3,21
West Virginia,2006-10-14,6,,Syracuse,W,2,17
Western Michigan,2006-10-14,6,,Northern Illinois,W,2,14
Wisconsin,2006-10-14,7,,Minnesota,W,1,12
Wyoming,2006-10-14,7,,Utah,W,2,15
Boise State,2006-10-15,7,@,New Mexico State,W,4,28
Buffalo,2006-10-15,6,,Miami (OH),L,5,38
Miami (OH),2006-10-15,7,@,Buffalo,W,4,31
New Mexico State,2006-10-15,6,,Boise State,L,6,40
Florida Atlantic,2006-10-18,7,,Louisiana,L,0,6
Louisiana,2006-10-18,6,@,Florida Atlantic,W,0,0
Bowling Green State,2006-10-19,8,@,Central Michigan,L,4,31
Central Michigan,2006-10-19,8,,Bowling Green State,W,2,14
New Mexico,2006-10-19,8,,Utah,W,4,31
North Carolina,2006-10-19,7,@,Virginia,L,2,23
Utah,2006-10-19,8,@,New Mexico,L,4,34
Virginia,2006-10-19,8,,North Carolina,W,0,0
Connecticut,2006-10-20,7,,West Virginia,L,4,37
West Virginia,2006-10-20,7,@,Connecticut,W,1,11
Air Force,2006-10-21,6,@,San Diego State,L,2,19
Akron,2006-10-21,7,,Miami (OH),W,1,13
Alabama,2006-10-21,8,@,Tennessee,L,1,16
Arizona,2006-10-21,8,,Oregon State,L,2,17
Arizona State,2006-10-21,7,,Stanford,W,0,3
Arkansas,2006-10-21,7,,Mississippi,W,0,3
Arkansas State,2006-10-21,7,,North Texas,W,1,10
Army,2006-10-21,8,,Texas Christian,L,4,31
Auburn,2006-10-21,8,,Tulane,W,1,13
Ball State,2006-10-21,8,,Western Michigan,L,5,41
Baylor,2006-10-21,8,,Kansas,W,5,35
Boise State,2006-10-21,8,@,Idaho,W,3,26
Boston College,2006-10-21,7,@,Florida State,W,2,19
Brigham Young,2006-10-21,7,,Nevada-Las Vegas,W,1,7
Buffalo,2006-10-21,7,@,Ohio,L,6,42
California,2006-10-21,8,,Washington,W,3,24
Clemson,2006-10-21,8,,Georgia Tech,W,1,7
Colorado,2006-10-21,8,@,Oklahoma,L,3,24
Colorado State,2006-10-21,7,@,Wyoming,L,3,24
Duke,2006-10-21,7,,Miami (FL),L,2,20
East Carolina,2006-10-21,7,,Southern Methodist,W,3,21
Eastern Michigan,2006-10-21,7,,Toledo,W,2,13
Florida State,2006-10-21,7,,Boston College,L,3,24
Fresno State,2006-10-21,7,@,Louisiana State,L,5,38
Georgia,2006-10-21,8,,Mississippi State,W,3,24
Georgia Tech,2006-10-21,7,@,Clemson,L,4,31
Hawaii,2006-10-21,7,@,New Mexico State,W,4,30
Houston,2006-10-21,8,,Texas-El Paso,W,2,17
Idaho,2006-10-21,8,,Boise State,L,6,42
Illinois,2006-10-21,8,@,Penn State,L,3,26
Indiana,2006-10-21,8,@,Ohio State,L,6,44
Iowa,2006-10-21,8,@,Michigan,L,2,20
Iowa State,2006-10-21,8,,Texas Tech,L,6,42
Kansas,2006-10-21,8,@,Baylor,L,5,36
Kansas State,2006-10-21,8,@,Missouri,L,5,41
Louisiana Tech,2006-10-21,7,,Utah State,W,5,35
Louisiana-Monroe,2006-10-21,7,,Middle Tennessee State,L,5,35
Louisville,2006-10-21,7,@,Syracuse,W,1,13
LSU,2006-10-21,8,,Fresno State,W,0,6
Marshall,2006-10-21,7,@,Alabama-Birmingham,W,3,24
Maryland,2006-10-21,7,,North Carolina State,W,3,20
Memphis,2006-10-21,7,,Tulsa,L,5,35
Miami (FL),2006-10-21,7,@,Duke,W,2,15
Miami (OH),2006-10-21,8,@,Akron,L,3,24
Michigan,2006-10-21,8,,Iowa,W,0,6
Michigan State,2006-10-21,8,@,Northwestern,W,5,38
Middle Tennessee State,2006-10-21,7,@,Louisiana-Monroe,W,3,21
Minnesota,2006-10-21,8,,North Dakota State,W,0,9
Mississippi State,2006-10-21,8,@,Georgia,L,4,27
Missouri,2006-10-21,8,,Kansas State,W,3,21
Nebraska,2006-10-21,8,,Texas,L,2,22
Nevada,2006-10-21,7,,San Jose State,W,1,7
New Mexico State,2006-10-21,7,,Hawaii,L,7,49
North Carolina State,2006-10-21,7,@,Maryland,L,2,26
North Texas,2006-10-21,7,@,Arkansas State,L,4,29
Northern Illinois,2006-10-21,8,,Temple,W,3,21
Northwestern,2006-10-21,8,,Michigan State,L,5,41
Notre Dame,2006-10-21,7,,UCLA,W,2,17
Ohio,2006-10-21,8,,Buffalo,W,1,7
Ohio State,2006-10-21,8,,Indiana,W,0,3
Oklahoma,2006-10-21,7,,Colorado,W,0,3
Oklahoma State,2006-10-21,7,,Texas A&M,L,4,34
Ole Miss,2006-10-21,8,@,Arkansas,L,5,38
Oregon,2006-10-21,7,@,Washington State,L,5,34
Oregon State,2006-10-21,7,@,Arizona,W,1,10
Penn State,2006-10-21,8,,Illinois,W,0,12
Pitt,2006-10-21,8,,Rutgers,L,2,20
Purdue,2006-10-21,8,,Wisconsin,L,3,24
Rice,2006-10-21,8,@,Central Florida,W,3,29
Rutgers,2006-10-21,7,@,Pittsburgh,W,1,10
San Diego State,2006-10-21,6,,Air Force,W,1,12
San Jose State,2006-10-21,6,@,Nevada,L,3,23
SMU,2006-10-21,8,@,East Carolina,L,5,38
South Carolina,2006-10-21,7,@,Vanderbilt,W,1,13
Southern Mississippi,2006-10-21,7,@,Virginia Tech,L,4,36
Stanford,2006-10-21,8,@,Arizona State,L,5,38
Syracuse,2006-10-21,8,,Louisville,L,4,28
Temple,2006-10-21,8,@,Northern Illinois,L,4,43
Tennessee,2006-10-21,7,,Alabama,W,1,13
Texas,2006-10-21,8,@,Nebraska,W,3,20
Texas A&M,2006-10-21,8,@,Oklahoma State,W,5,33
Texas Christian,2006-10-21,6,@,Army,W,2,17
Texas Tech,2006-10-21,8,@,Iowa State,W,3,26
Toledo,2006-10-21,8,@,Eastern Michigan,L,1,17
Tulane,2006-10-21,7,@,Auburn,L,5,38
Tulsa,2006-10-21,7,@,Memphis,W,2,14
UAB,2006-10-21,8,,Marshall,L,4,31
UCF,2006-10-21,7,,Rice,L,5,40
UCLA,2006-10-21,7,@,Notre Dame,L,2,20
UNLV,2006-10-21,7,@,Brigham Young,L,7,52
Utah State,2006-10-21,8,@,Louisiana Tech,L,6,48
UTEP,2006-10-21,7,@,Houston,L,4,34
Vanderbilt,2006-10-21,8,,South Carolina,L,4,31
Virginia Tech,2006-10-21,7,,Southern Mississippi,W,0,6
Washington,2006-10-21,8,@,California,L,3,31
Washington State,2006-10-21,8,,Oregon,W,3,23
Western Michigan,2006-10-21,7,@,Ball State,W,3,27
Wisconsin,2006-10-21,8,@,Purdue,W,0,3
Wyoming,2006-10-21,8,,Colorado State,W,0,0
Cincinnati,2006-10-22,8,,South Florida,W,1,6
South Florida,2006-10-22,8,@,Cincinnati,L,3,23
Clemson,2006-10-26,9,@,Virginia Tech,L,3,24
Virginia Tech,2006-10-26,8,,Clemson,W,1,7
Tulsa,2006-10-27,8,,Texas-El Paso,W,2,20
UTEP,2006-10-27,8,@,Tulsa,L,3,30
Air Force,2006-10-28,7,,Brigham Young,L,4,33
Akron,2006-10-28,8,@,Toledo,L,5,35
Alabama,2006-10-28,9,,Florida International,W,0,3
Arizona State,2006-10-28,8,@,Washington,W,2,23
Arkansas,2006-10-28,8,,Louisiana-Monroe,W,1,10
Arkansas State,2006-10-28,8,@,Florida Atlantic,L,3,29
Army,2006-10-28,9,@,Tulane,L,6,42
Auburn,2006-10-28,9,@,Mississippi,W,2,17
Ball State,2006-10-28,9,@,Miami (OH),W,2,17
Baylor,2006-10-28,9,,Texas A&M,L,4,31
Boston College,2006-10-28,8,,Buffalo,W,0,0
Bowling Green State,2006-10-28,9,@,Temple,L,4,28
Brigham Young,2006-10-28,8,@,Air Force,W,2,14
Buffalo,2006-10-28,8,@,Boston College,L,5,41
Cincinnati,2006-10-28,9,,Syracuse,W,0,3
Colorado,2006-10-28,9,@,Kansas,L,3,20
Colorado State,2006-10-28,8,,New Mexico,L,2,20
Duke,2006-10-28,8,,Vanderbilt,L,6,45
East Carolina,2006-10-28,8,@,Southern Mississippi,W,2,17
Eastern Michigan,2006-10-28,8,@,Western Michigan,L,2,18
Florida,2006-10-28,8,N,Georgia,W,2,14
Florida Atlantic,2006-10-28,8,,Arkansas State,W,0,0
Florida International,2006-10-28,8,@,Alabama,L,5,38
Florida State,2006-10-28,8,@,Maryland,L,3,27
Georgia,2006-10-28,9,N,Florida,L,3,21
Georgia Tech,2006-10-28,8,,Miami (FL),W,2,23
Hawaii,2006-10-28,8,,Idaho,W,1,10
Houston,2006-10-28,9,,Central Florida,W,4,31
Idaho,2006-10-28,9,@,Hawaii,L,10,68
Illinois,2006-10-28,9,@,Wisconsin,L,3,30
Indiana,2006-10-28,9,,Michigan State,W,3,21
Iowa,2006-10-28,9,,Northern Illinois,W,2,14
Iowa State,2006-10-28,9,@,Kansas State,L,4,31
Kansas,2006-10-28,9,,Colorado,W,1,15
Kansas State,2006-10-28,9,,Iowa State,W,1,10
Kent State,2006-10-28,8,,Ohio,L,2,17
Kentucky,2006-10-28,8,@,Mississippi State,W,4,31
Louisiana,2006-10-28,7,,Middle Tennessee State,L,4,34
Louisiana Tech,2006-10-28,8,@,San Jose State,L,6,44
Louisiana-Monroe,2006-10-28,8,@,Arkansas,L,6,44
Marshall,2006-10-28,8,,Memphis,W,3,27
Maryland,2006-10-28,8,,Florida State,W,3,24
Memphis,2006-10-28,8,@,Marshall,L,6,41
Miami (FL),2006-10-28,8,@,Georgia Tech,L,3,30
Miami (OH),2006-10-28,9,,Ball State,L,2,20
Michigan,2006-10-28,9,,Northwestern,W,0,3
Michigan State,2006-10-28,9,@,Indiana,L,6,46
Middle Tennessee State,2006-10-28,8,@,Louisiana,W,2,20
Minnesota,2006-10-28,9,@,Ohio State,L,6,44
Mississippi State,2006-10-28,9,,Kentucky,L,4,34
Missouri,2006-10-28,9,,Oklahoma,L,3,26
Navy,2006-10-28,8,,Notre Dame,L,5,38
Nebraska,2006-10-28,9,@,Oklahoma State,L,6,41
Nevada,2006-10-28,8,,New Mexico State,W,3,21
New Mexico,2006-10-28,9,@,Colorado State,W,2,19
New Mexico State,2006-10-28,8,@,Nevada,L,7,48
North Carolina,2006-10-28,8,,Wake Forest,L,3,24
North Carolina State,2006-10-28,8,@,Virginia,L,2,14
North Texas,2006-10-28,8,@,Troy,L,2,14
Northern Illinois,2006-10-28,9,@,Iowa,L,3,24
Northwestern,2006-10-28,9,@,Michigan,L,2,17
Notre Dame,2006-10-28,8,@,Navy,W,2,14
Ohio,2006-10-28,9,@,Kent State,W,1,7
Ohio State,2006-10-28,9,,Minnesota,W,0,0
Oklahoma,2006-10-28,8,@,Missouri,W,1,10
Oklahoma State,2006-10-28,8,,Nebraska,W,4,29
Ole Miss,2006-10-28,9,,Auburn,L,2,23
Oregon,2006-10-28,8,,Portland State,W,2,12
Oregon State,2006-10-28,8,,Southern California,W,4,31
Penn State,2006-10-28,9,@,Purdue,W,0,0
Purdue,2006-10-28,9,,Penn State,L,1,12
San Diego State,2006-10-28,7,,Cal Poly,L,1,16
San Jose State,2006-10-28,7,,Louisiana Tech,W,1,10
South Carolina,2006-10-28,8,,Tennessee,L,4,31
Southern Mississippi,2006-10-28,8,,East Carolina,L,2,20
Syracuse,2006-10-28,9,@,Cincinnati,L,2,17
Temple,2006-10-28,9,,Bowling Green State,W,2,14
Tennessee,2006-10-28,8,@,South Carolina,W,3,24
Texas,2006-10-28,9,@,Texas Tech,W,4,31
Texas A&M,2006-10-28,9,@,Baylor,W,3,21
Texas Christian,2006-10-28,7,,Wyoming,W,0,3
Texas Tech,2006-10-28,9,,Texas,L,5,35
Toledo,2006-10-28,9,,Akron,W,2,20
Troy,2006-10-28,7,,North Texas,W,0,6
Tulane,2006-10-28,8,,Army,W,3,28
UCF,2006-10-28,8,@,Houston,L,7,51
UCLA,2006-10-28,8,,Washington State,L,5,37
UNLV,2006-10-28,8,@,Utah,L,6,45
USC,2006-10-28,7,@,Oregon State,L,3,33
Utah,2006-10-28,9,,Nevada-Las Vegas,W,2,23
Vanderbilt,2006-10-28,9,@,Duke,W,4,28
Virginia,2006-10-28,9,,North Carolina State,W,1,7
Wake Forest,2006-10-28,8,@,North Carolina,W,2,17
Washington,2006-10-28,9,,Arizona State,L,4,26
Washington State,2006-10-28,9,@,UCLA,W,1,15
Western Michigan,2006-10-28,8,,Eastern Michigan,W,1,15
Wisconsin,2006-10-28,9,,Illinois,W,3,24
Wyoming,2006-10-28,9,@,Texas Christian,L,3,26
Connecticut,2006-10-29,8,@,Rutgers,L,3,24
Rutgers,2006-10-29,8,,Connecticut,W,2,13
