School,Date,G,Loc,Opponent,WL,Total TD opp,Points Against
South Carolina,2000-09-09,2,,Georgia,W,1,10
South Florida,2000-09-09,2,@,Kentucky,L,3,27
Stanford,2000-09-09,2,,San Jose State,L,6,40
Syracuse,2000-09-09,2,@,Cincinnati,L,0,12
Temple,2000-09-09,2,@,Maryland,L,2,17
Texas,2000-09-09,1,,Louisiana,W,1,10
Texas A&M,2000-09-09,2,,Wyoming,W,0,3
Texas Christian,2000-09-09,1,@,Nevada,W,1,10
Texas Tech,2000-09-09,3,,North Texas,W,1,7
Toledo,2000-09-09,2,,Weber State,W,0,0
Tulsa,2000-09-09,2,,Oklahoma State,L,4,36
UCF,2000-09-09,2,,Northwestern State,W,1,7
UCLA,2000-09-09,2,,Fresno State,W,3,21
UNLV,2000-09-09,1,@,Iowa State,L,4,37
USC,2000-09-09,2,,Colorado,W,2,14
Utah,2000-09-09,2,@,California,L,3,24
Utah State,2000-09-09,2,,Southern Utah,W,1,14
UTEP,2000-09-09,2,,Southern Methodist,W,3,20
Vanderbilt,2000-09-09,2,@,Alabama,L,3,28
Virginia,2000-09-09,2,,Richmond,W,1,6
Wake Forest,2000-09-09,2,,North Carolina,L,4,35
Washington,2000-09-09,2,,Miami (FL),W,4,29
Western Michigan,2000-09-09,2,@,Iowa,W,2,21
Wisconsin,2000-09-09,2,,Oregon,W,2,23
Wyoming,2000-09-09,2,@,Texas A&M,L,7,51
Brigham Young,2000-09-14,4,,Mississippi State,L,6,44
Mississippi State,2000-09-14,2,@,Brigham Young,W,4,28
Akron,2000-09-16,3,,Central Florida,W,3,24
Alabama,2000-09-16,3,,Southern Mississippi,L,3,21
Arizona,2000-09-16,3,,San Diego State,W,0,3
Arizona State,2000-09-16,2,,Colorado State,W,1,10
Arkansas,2000-09-16,2,,Boise State,W,3,31
Arkansas State,2000-09-16,3,,Memphis,L,1,19
Army,2000-09-16,3,@,Houston,L,4,31
Auburn,2000-09-16,3,,Louisiana State,W,2,17
Ball State,2000-09-16,3,@,Kansas State,L,11,76
Baylor,2000-09-16,2,,Minnesota,L,4,34
Boise State,2000-09-16,3,@,Arkansas,L,5,38
Bowling Green State,2000-09-16,3,@,Temple,L,4,31
Buffalo,2000-09-16,3,,Connecticut,L,3,24
California,2000-09-16,2,@,Illinois,L,2,17
Central Michigan,2000-09-16,3,@,Wyoming,L,3,31
Cincinnati,2000-09-16,3,@,Wisconsin,L,3,28
Clemson,2000-09-16,3,,Wake Forest,W,1,7
Colorado,2000-09-16,3,,Washington,L,2,17
Colorado State,2000-09-16,3,@,Arizona State,L,1,13
Connecticut,2000-09-16,3,@,Buffalo,W,2,21
Duke,2000-09-16,3,,Virginia,L,3,26
East Carolina,2000-09-16,3,,Tulane,W,2,17
Eastern Michigan,2000-09-16,3,@,South Carolina,L,5,41
Florida,2000-09-16,3,@,Tennessee,W,1,23
Florida State,2000-09-16,3,,North Carolina,W,2,14
Georgia Tech,2000-09-16,3,,Navy,W,1,13
Houston,2000-09-16,3,,Army,W,4,30
Idaho,2000-09-16,3,@,Oregon,L,6,42
Illinois,2000-09-16,3,,California,W,2,15
Indiana,2000-09-16,2,@,Kentucky,L,5,41
Iowa,2000-09-16,3,,Iowa State,L,3,24
Iowa State,2000-09-16,3,@,Iowa,W,2,14
Kansas,2000-09-16,2,,Alabama-Birmingham,W,2,20
Kansas State,2000-09-16,3,,Ball State,W,0,0
Kent State,2000-09-16,3,,Youngstown State,L,4,26
Kentucky,2000-09-16,3,,Indiana,W,4,34
Louisiana,2000-09-16,3,@,Texas Tech,L,3,26
Louisiana Tech,2000-09-16,4,,Stephen F. Austin,L,4,34
Louisiana-Monroe,2000-09-16,3,,Nicholls State,W,3,21
LSU,2000-09-16,3,@,Auburn,L,4,34
Maryland,2000-09-16,2,@,West Virginia,L,4,30
Memphis,2000-09-16,3,@,Arkansas State,W,2,17
Miami (OH),2000-09-16,3,@,Ohio State,L,3,27
Michigan,2000-09-16,3,@,UCLA,L,3,23
Michigan State,2000-09-16,2,@,Missouri,W,1,10
Middle Tennessee State,2000-09-16,3,,Murray State,W,4,28
Minnesota,2000-09-16,3,@,Baylor,W,1,9
Missouri,2000-09-16,3,,Michigan State,L,1,13
Navy,2000-09-16,2,@,Georgia Tech,L,5,40
New Mexico,2000-09-16,4,@,New Mexico State,W,2,13
New Mexico State,2000-09-16,2,,New Mexico,L,2,16
North Carolina,2000-09-16,3,@,Florida State,L,9,63
North Carolina State,2000-09-16,3,,Southern Methodist,W,0,0
North Texas,2000-09-16,3,@,Nevada-Las Vegas,L,5,38
Northwestern,2000-09-16,3,@,Texas Christian,L,5,41
Notre Dame,2000-09-16,3,,Purdue,W,3,21
Ohio,2000-09-16,3,,Tennessee Tech,W,2,14
Ohio State,2000-09-16,3,,Miami (OH),W,2,16
Oklahoma State,2000-09-16,2,,,W,0,0
Ole Miss,2000-09-16,3,@,Vanderbilt,W,1,7
Oregon,2000-09-16,3,,Idaho,W,2,13
Penn State,2000-09-16,4,@,Pittsburgh,L,1,12
Pitt,2000-09-16,3,,Penn State,W,0,0
Purdue,2000-09-16,3,@,Notre Dame,L,2,23
Rice,2000-09-16,3,,Tulsa,L,2,23
Rutgers,2000-09-16,3,@,Virginia Tech,L,7,49
San Diego State,2000-09-16,3,@,Arizona,L,2,17
San Jose State,2000-09-16,3,,Southern Utah,W,1,7
SMU,2000-09-16,3,@,North Carolina State,L,5,41
South Carolina,2000-09-16,3,,Eastern Michigan,W,0,6
South Florida,2000-09-16,3,,James Madison,W,1,7
Southern Mississippi,2000-09-16,2,@,Alabama,W,0,0
Stanford,2000-09-16,3,,Texas,W,3,24
Temple,2000-09-16,3,,Bowling Green State,W,2,14
Tennessee,2000-09-16,2,,Florida,L,3,27
Texas,2000-09-16,2,@,Stanford,L,4,27
Texas A&M,2000-09-16,3,,Texas-El Paso,W,2,17
Texas Christian,2000-09-16,2,,Northwestern,W,2,14
Texas Tech,2000-09-16,4,,Louisiana,W,0,0
Toledo,2000-09-16,3,,Eastern Illinois,W,3,26
Tulane,2000-09-16,2,@,East Carolina,L,5,37
Tulsa,2000-09-16,3,@,Rice,W,1,16
UAB,2000-09-16,2,@,Kansas,L,3,23
UCF,2000-09-16,3,@,Akron,L,5,35
UCLA,2000-09-16,3,,Michigan,W,3,20
UNLV,2000-09-16,2,,North Texas,W,0,0
Utah,2000-09-16,3,,Washington State,L,5,38
UTEP,2000-09-16,3,@,Texas A&M,L,6,45
Vanderbilt,2000-09-16,3,,Mississippi,L,1,12
Virginia,2000-09-16,3,@,Duke,W,1,10
Virginia Tech,2000-09-16,3,,Rutgers,W,0,0
Wake Forest,2000-09-16,3,@,Clemson,L,7,55
Washington,2000-09-16,3,@,Colorado,W,2,14
Washington State,2000-09-16,2,@,Utah,W,3,21
West Virginia,2000-09-16,2,,Maryland,W,2,17
Western Michigan,2000-09-16,3,,Indiana State,W,0,0
Wisconsin,2000-09-16,3,,Cincinnati,W,2,25
Wyoming,2000-09-16,3,,Central Michigan,W,1,10
Georgia Tech,2000-09-21,4,@,North Carolina State,L,4,30
North Carolina State,2000-09-21,4,,Georgia Tech,W,2,23
Air Force,2000-09-23,3,@,Utah,W,2,14
Akron,2000-09-23,4,@,Ohio,W,2,20
Alabama,2000-09-23,4,@,Arkansas,L,4,28
Arizona State,2000-09-23,3,,Utah State,W,2,20
Arkansas,2000-09-23,3,,Alabama,W,3,21
Arkansas State,2000-09-23,4,@,Texas Christian,L,7,52
Army,2000-09-23,4,,Memphis,L,4,26
Auburn,2000-09-23,4,,Northern Illinois,W,2,14
Baylor,2000-09-23,3,,South Florida,W,1,13
Boise State,2000-09-23,4,@,Central Michigan,W,1,10
Boston College,2000-09-23,3,,Navy,W,1,7
Bowling Green State,2000-09-23,4,@,Buffalo,L,3,20
Brigham Young,2000-09-23,5,,Nevada-Las Vegas,W,1,7
Buffalo,2000-09-23,4,,Bowling Green State,W,2,17
California,2000-09-23,3,@,Fresno State,L,2,17
Central Michigan,2000-09-23,4,,Boise State,L,7,47
Cincinnati,2000-09-23,4,@,Indiana,L,6,42
Clemson,2000-09-23,4,@,Virginia,W,1,10
Connecticut,2000-09-23,4,,Northeastern,L,5,35
Duke,2000-09-23,4,@,Vanderbilt,L,2,26
East Carolina,2000-09-23,4,,Syracuse,W,2,17
Eastern Michigan,2000-09-23,4,@,Temple,L,7,49
Florida,2000-09-23,4,,Kentucky,W,4,31
Florida State,2000-09-23,4,,Louisville,W,0,0
Fresno State,2000-09-23,3,,California,W,0,3
Georgia,2000-09-23,3,,New Mexico State,W,0,0
Hawaii,2000-09-23,2,@,Texas-El Paso,L,4,39
Houston,2000-09-23,4,@,Texas,L,6,48
Idaho,2000-09-23,4,@,Washington State,W,5,34
Illinois,2000-09-23,4,,Michigan,L,5,35
Indiana,2000-09-23,3,,Cincinnati,W,0,6
Iowa,2000-09-23,4,@,Nebraska,L,6,42
Kansas,2000-09-23,3,,Southern Illinois,W,0,0
Kansas State,2000-09-23,4,,North Texas,W,1,10
Kent State,2000-09-23,4,@,Miami (OH),L,6,45
Kentucky,2000-09-23,4,@,Florida,L,8,59
Louisiana,2000-09-23,4,,Northwestern State,L,3,23
Louisiana Tech,2000-09-23,5,@,Tulsa,L,2,22
Louisiana-Monroe,2000-09-23,4,@,Tennessee,L,10,70
Louisville,2000-09-23,3,@,Florida State,L,4,31
LSU,2000-09-23,4,,Alabama-Birmingham,L,1,13
Marshall,2000-09-23,3,@,North Carolina,L,2,20
Maryland,2000-09-23,3,,Middle Tennessee State,W,4,27
Memphis,2000-09-23,4,@,Army,W,2,16
Miami (FL),2000-09-23,3,@,West Virginia,W,1,10
Miami (OH),2000-09-23,4,,Kent State,W,2,14
Michigan,2000-09-23,4,@,Illinois,W,4,31
Michigan State,2000-09-23,3,,Notre Dame,W,3,21
Middle Tennessee State,2000-09-23,4,@,Maryland,L,6,45
Minnesota,2000-09-23,4,@,Purdue,L,5,38
Mississippi State,2000-09-23,3,@,South Carolina,L,2,23
Navy,2000-09-23,3,@,Boston College,L,6,48
Nebraska,2000-09-23,3,,Iowa,W,1,13
Nevada,2000-09-23,3,@,Wyoming,W,4,28
New Mexico,2000-09-23,5,,Northern Arizona,W,4,28
New Mexico State,2000-09-23,3,@,Georgia,L,5,37
North Carolina,2000-09-23,4,,Marshall,W,2,15
North Texas,2000-09-23,4,@,Kansas State,L,7,55
Northern Illinois,2000-09-23,3,@,Auburn,L,4,31
Northwestern,2000-09-23,4,@,Wisconsin,W,5,44
Notre Dame,2000-09-23,4,@,Michigan State,L,3,27
Ohio,2000-09-23,4,,Akron,L,2,23
Ohio State,2000-09-23,4,,Penn State,W,1,6
Oklahoma,2000-09-23,3,,Rice,W,2,14
Oklahoma State,2000-09-23,3,,Southern Mississippi,L,4,28
Oregon,2000-09-23,4,,UCLA,W,1,10
Oregon State,2000-09-23,3,,San Diego State,W,0,3
Penn State,2000-09-23,5,@,Ohio State,L,6,45
Pitt,2000-09-23,4,,Rutgers,W,2,17
Purdue,2000-09-23,4,,Minnesota,W,3,24
Rice,2000-09-23,4,@,Oklahoma,L,6,42
Rutgers,2000-09-23,4,@,Pittsburgh,L,4,29
San Diego State,2000-09-23,4,@,Oregon State,L,5,35
San Jose State,2000-09-23,4,@,Southern California,L,5,34
SMU,2000-09-23,4,,Tulane,L,3,29
South Carolina,2000-09-23,4,,Mississippi State,W,2,19
South Florida,2000-09-23,4,@,Baylor,L,4,28
Southern Mississippi,2000-09-23,3,@,Oklahoma State,W,0,6
Syracuse,2000-09-23,3,@,East Carolina,L,4,34
Temple,2000-09-23,4,,Eastern Michigan,W,5,40
Tennessee,2000-09-23,3,,Louisiana-Monroe,W,0,3
Texas,2000-09-23,3,,Houston,W,0,0
Texas Christian,2000-09-23,3,,Arkansas State,W,0,3
Toledo,2000-09-23,4,@,Western Michigan,L,3,21
Tulane,2000-09-23,3,@,Southern Methodist,W,2,17
Tulsa,2000-09-23,4,,Louisiana Tech,W,1,10
UAB,2000-09-23,3,@,Louisiana State,W,1,10
UCF,2000-09-23,4,,William & Mary,W,1,7
UCLA,2000-09-23,4,@,Oregon,L,3,29
UNLV,2000-09-23,3,@,Brigham Young,L,1,10
USC,2000-09-23,3,,San Jose State,W,3,24
Utah,2000-09-23,4,,Air Force,L,3,23
Utah State,2000-09-23,3,@,Arizona State,L,6,44
UTEP,2000-09-23,4,,Hawaii,W,1,7
Vanderbilt,2000-09-23,4,,Duke,W,1,7
Virginia,2000-09-23,4,,Clemson,L,4,31
Washington State,2000-09-23,3,,Idaho,L,5,38
West Virginia,2000-09-23,3,,Miami (FL),L,6,47
Western Michigan,2000-09-23,4,,Toledo,W,2,14
Wisconsin,2000-09-23,4,,Northwestern,L,6,47
Wyoming,2000-09-23,4,,Nevada,L,4,35
Florida State,2000-09-28,5,@,Maryland,W,1,7
Maryland,2000-09-28,4,,Florida State,L,8,59
Temple,2000-09-28,5,,West Virginia,L,4,29
West Virginia,2000-09-28,4,@,Temple,W,3,24
Air Force,2000-09-30,4,@,Nevada-Las Vegas,L,4,34
Akron,2000-09-30,5,,Miami (OH),W,2,20
Alabama,2000-09-30,5,,South Carolina,W,2,17
Arizona,2000-09-30,4,@,Stanford,W,0,3
Arizona State,2000-09-30,4,@,UCLA,L,5,38
Arkansas,2000-09-30,4,,Georgia,L,5,38
Arkansas State,2000-09-30,5,,Richmond,L,4,30
Auburn,2000-09-30,5,,Vanderbilt,W,0,0
Ball State,2000-09-30,4,,Northern Illinois,L,6,43
Baylor,2000-09-30,4,,Iowa State,L,4,31
Boston College,2000-09-30,4,,Virginia Tech,L,7,48
Bowling Green State,2000-09-30,5,@,Kent State,W,1,11
Brigham Young,2000-09-30,6,@,Syracuse,L,6,42
Buffalo,2000-09-30,5,@,Marshall,L,6,47
California,2000-09-30,4,,Washington State,L,2,21
Central Michigan,2000-09-30,5,@,Toledo,L,5,41
Cincinnati,2000-09-30,5,@,Tulane,L,3,24
Clemson,2000-09-30,5,@,Duke,W,3,22
Colorado,2000-09-30,4,,Kansas State,L,6,44
Colorado State,2000-09-30,4,@,Nevada,W,2,14
Connecticut,2000-09-30,5,@,Louisville,L,5,41
Duke,2000-09-30,5,,Clemson,L,7,52
Eastern Michigan,2000-09-30,5,,Central Florida,L,4,31
Florida,2000-09-30,5,@,Mississippi State,L,5,47
Georgia,2000-09-30,4,@,Arkansas,W,1,7
Georgia Tech,2000-09-30,5,@,North Carolina,W,4,28
Hawaii,2000-09-30,3,,Tulsa,L,3,24
Houston,2000-09-30,5,,Southern Methodist,W,1,15
Idaho,2000-09-30,5,,Montana State,W,1,7
Illinois,2000-09-30,5,@,Minnesota,L,5,44
Indiana,2000-09-30,4,,Iowa,W,4,33
Iowa,2000-09-30,5,@,Indiana,L,6,45
Iowa State,2000-09-30,4,@,Baylor,W,2,17
Kansas,2000-09-30,4,@,Oklahoma,L,4,34
Kansas State,2000-09-30,5,@,Colorado,W,2,21
Kent State,2000-09-30,5,,Bowling Green State,L,2,18
Kentucky,2000-09-30,5,@,Mississippi,L,4,35
Louisiana,2000-09-30,5,@,Alabama-Birmingham,L,5,47
Louisiana-Monroe,2000-09-30,5,,,L,3,27
Louisville,2000-09-30,4,,Connecticut,W,3,22
LSU,2000-09-30,5,,Tennessee,W,3,31
Marshall,2000-09-30,4,,Buffalo,W,2,14
Memphis,2000-09-30,5,@,Southern Mississippi,L,2,24
Miami (FL),2000-09-30,4,@,Rutgers,W,1,6
Miami (OH),2000-09-30,5,@,Akron,L,4,37
Michigan,2000-09-30,5,,Wisconsin,W,1,10
Michigan State,2000-09-30,4,,Northwestern,L,4,37
Minnesota,2000-09-30,5,,Illinois,W,1,10
Mississippi State,2000-09-30,4,,Florida,W,5,35
Missouri,2000-09-30,4,@,Nebraska,L,6,42
Navy,2000-09-30,4,,Texas Christian,L,3,24
Nebraska,2000-09-30,4,,Missouri,W,3,24
Nevada,2000-09-30,4,,Colorado State,L,6,45
New Mexico,2000-09-30,6,,Wyoming,W,1,10
New Mexico State,2000-09-30,4,@,Texas-El Paso,L,5,41
North Carolina,2000-09-30,5,,Georgia Tech,L,6,42
Northern Illinois,2000-09-30,4,@,Ball State,W,2,14
Northwestern,2000-09-30,5,@,Michigan State,W,2,17
Ohio,2000-09-30,5,@,Western Michigan,L,2,23
Oklahoma,2000-09-30,4,,Kansas,W,2,16
Oklahoma State,2000-09-30,4,@,Texas,L,5,42
Ole Miss,2000-09-30,4,,Kentucky,W,2,17
Oregon,2000-09-30,5,,Washington,W,2,16
Oregon State,2000-09-30,4,,Southern California,W,3,21
Penn State,2000-09-30,6,,Purdue,W,2,20
Purdue,2000-09-30,5,@,Penn State,L,2,22
Rice,2000-09-30,5,@,San Jose State,L,4,29
Rutgers,2000-09-30,5,,Miami (FL),L,9,64
San Jose State,2000-09-30,5,,Rice,W,2,16
SMU,2000-09-30,5,@,Houston,L,2,17
South Carolina,2000-09-30,5,@,Alabama,L,3,27
