School,Date,G,Loc,Opponent,WL,Total TD opp,Points Against
Northern Illinois,2004-10-02,5,,Akron,W,3,19
Northwestern,2004-10-02,5,,Ohio State,W,3,27
Notre Dame,2004-10-02,5,,Purdue,L,5,41
Ohio,2004-10-02,5,@,Kentucky,W,2,16
Ohio State,2004-10-02,4,@,Northwestern,L,4,33
Oklahoma,2004-10-02,4,,Texas Tech,W,1,13
Oklahoma State,2004-10-02,4,,Iowa State,W,1,7
Ole Miss,2004-10-02,5,,Arkansas State,W,3,21
Oregon,2004-10-02,4,,Arizona State,L,4,28
Oregon State,2004-10-02,5,,California,L,7,49
Penn State,2004-10-02,5,@,Minnesota,L,2,16
Purdue,2004-10-02,4,@,Notre Dame,W,2,16
Rice,2004-10-02,4,@,San Jose State,L,10,70
Rutgers,2004-10-02,4,@,Syracuse,L,5,41
San Diego State,2004-10-02,4,@,UCLA,L,3,33
San Jose State,2004-10-02,4,,Rice,W,9,63
SMU,2004-10-02,5,@,Boise State,L,5,38
South Carolina,2004-10-02,5,@,Alabama,W,0,3
South Florida,2004-10-02,4,,Southern Mississippi,L,3,27
Southern Mississippi,2004-10-02,3,@,South Florida,W,2,20
Stanford,2004-10-02,4,,Washington,W,2,13
Syracuse,2004-10-02,5,,Rutgers,W,4,31
Temple,2004-10-02,5,,Bowling Green State,L,10,70
Tennessee,2004-10-02,4,,Auburn,L,4,34
Texas,2004-10-02,4,,Baylor,W,2,14
Texas A&M,2004-10-02,4,,Kansas State,W,4,30
Texas Christian,2004-10-02,5,@,Army,W,2,17
Texas Tech,2004-10-02,5,@,Oklahoma,L,4,28
Toledo,2004-10-02,5,,Ball State,W,2,14
Troy,2004-10-02,5,,Utah State,W,3,21
Tulsa,2004-10-02,5,@,Hawaii,L,5,44
UAB,2004-10-02,4,@,Cincinnati,W,3,27
UCF,2004-10-02,4,@,Buffalo,L,6,48
UCLA,2004-10-02,4,,San Diego State,W,1,10
UNLV,2004-10-02,5,,Nevada,W,1,13
Utah State,2004-10-02,5,@,Troy,L,7,49
UTEP,2004-10-02,4,,New Mexico State,W,0,0
Vanderbilt,2004-10-02,4,,Mississippi State,W,2,13
Virginia Tech,2004-10-02,5,,West Virginia,W,2,13
Wake Forest,2004-10-02,5,@,North Carolina State,L,4,27
Washington,2004-10-02,4,@,Stanford,L,4,27
West Virginia,2004-10-02,5,@,Virginia Tech,L,1,19
Wisconsin,2004-10-02,5,,Illinois,W,1,7
Wyoming,2004-10-02,4,,Louisiana-Monroe,W,1,10
Clemson,2004-10-07,5,@,Virginia,L,3,30
Houston,2004-10-07,6,@,Southern Mississippi,L,5,35
Southern Mississippi,2004-10-07,4,,Houston,W,3,29
Virginia,2004-10-07,5,,Clemson,W,1,10
Brigham Young,2004-10-08,6,,Nevada-Las Vegas,L,3,24
UNLV,2004-10-08,6,@,Brigham Young,W,2,20
Air Force,2004-10-09,6,,New Mexico,W,3,23
Akron,2004-10-09,6,,Buffalo,W,3,21
Alabama,2004-10-09,6,@,Kentucky,W,2,17
Arizona,2004-10-09,5,@,UCLA,L,5,37
Arkansas State,2004-10-09,6,@,Middle Tennessee State,L,6,45
Army,2004-10-09,5,,Cincinnati,W,4,29
Auburn,2004-10-09,6,,Louisiana Tech,W,1,7
Ball State,2004-10-09,6,,Eastern Michigan,L,4,31
Baylor,2004-10-09,5,,Missouri,L,3,30
Bowling Green State,2004-10-09,5,@,Central Michigan,W,2,14
Buffalo,2004-10-09,6,@,Akron,L,6,44
California,2004-10-09,4,@,Southern California,L,2,23
Central Michigan,2004-10-09,5,,Bowling Green State,L,5,38
Cincinnati,2004-10-09,6,@,Army,L,7,48
Colorado,2004-10-09,5,,Oklahoma State,L,6,42
East Carolina,2004-10-09,5,,Tulane,W,4,25
Eastern Michigan,2004-10-09,6,@,Ball State,W,3,24
Florida,2004-10-09,5,,Louisiana State,L,3,24
Florida A&M,2004-10-09,6,,Nicholls State,L,6,42
Florida Atlantic,2004-10-09,4,@,Texas State,W,2,13
Florida International,2004-10-09,3,@,Stephen F. Austin,W,3,24
Florida State,2004-10-09,5,@,Syracuse,W,1,13
Fresno State,2004-10-09,5,,Texas-El Paso,L,3,24
Georgia,2004-10-09,5,,Tennessee,L,2,19
Georgia Tech,2004-10-09,5,@,Maryland,W,1,7
Hawaii,2004-10-09,4,,Nevada,W,3,26
Idaho,2004-10-09,6,,Louisiana-Monroe,L,2,16
Illinois,2004-10-09,6,@,Michigan State,L,5,38
Indiana,2004-10-09,6,@,Northwestern,L,4,31
Iowa State,2004-10-09,5,,Texas A&M,L,5,34
Kansas,2004-10-09,6,,Kansas State,W,3,28
Kansas State,2004-10-09,5,@,Kansas,L,4,31
Kent State,2004-10-09,6,@,Miami (OH),L,5,47
Kentucky,2004-10-09,5,,Alabama,L,6,45
Louisiana,2004-10-09,6,@,New Mexico State,L,5,35
Louisiana Tech,2004-10-09,6,@,Auburn,L,7,52
Louisiana-Monroe,2004-10-09,5,@,Idaho,W,2,14
LSU,2004-10-09,6,@,Florida,W,3,21
Marshall,2004-10-09,5,@,Ohio,W,1,13
Maryland,2004-10-09,5,,Georgia Tech,L,2,20
Miami (OH),2004-10-09,6,,Kent State,W,4,27
Michigan,2004-10-09,6,,Minnesota,W,3,24
Michigan State,2004-10-09,6,,Illinois,W,3,25
Middle Tennessee State,2004-10-09,5,,Arkansas State,W,2,17
Minnesota,2004-10-09,6,@,Michigan,L,3,27
Mississippi State,2004-10-09,6,,Alabama-Birmingham,L,3,27
Missouri,2004-10-09,5,@,Baylor,W,1,10
Nebraska,2004-10-09,5,@,Texas Tech,L,10,70
Nevada,2004-10-09,6,@,Hawaii,L,6,48
New Mexico,2004-10-09,6,@,Air Force,L,4,28
New Mexico State,2004-10-09,6,,Louisiana,W,4,32
North Carolina,2004-10-09,6,,North Carolina State,W,2,24
North Carolina State,2004-10-09,5,@,North Carolina,L,3,30
North Texas,2004-10-09,6,@,Utah State,W,3,23
Northern Illinois,2004-10-09,6,@,Central Florida,W,4,28
Northwestern,2004-10-09,6,,Indiana,W,3,24
Notre Dame,2004-10-09,6,,Stanford,W,1,15
Ohio,2004-10-09,6,,Marshall,L,1,16
Ohio State,2004-10-09,5,,Wisconsin,L,3,24
Oklahoma,2004-10-09,5,N,Texas,W,0,0
Oklahoma State,2004-10-09,5,@,Colorado,W,2,14
Ole Miss,2004-10-09,6,@,South Carolina,W,4,28
Oregon,2004-10-09,5,@,Washington State,W,5,38
Penn State,2004-10-09,6,,Purdue,L,2,20
Pitt,2004-10-09,5,@,Temple,W,3,22
Purdue,2004-10-09,5,@,Penn State,W,1,13
Rice,2004-10-09,5,,Southern Methodist,W,1,10
Rutgers,2004-10-09,5,@,Vanderbilt,W,4,34
San Diego State,2004-10-09,5,@,Wyoming,L,2,20
San Jose State,2004-10-09,5,@,Washington,L,3,21
SMU,2004-10-09,6,@,Rice,L,6,44
South Carolina,2004-10-09,6,,Mississippi,L,4,31
Stanford,2004-10-09,5,@,Notre Dame,L,3,23
Syracuse,2004-10-09,6,,Florida State,L,2,17
Temple,2004-10-09,6,,Pittsburgh,L,3,27
Tennessee,2004-10-09,5,@,Georgia,W,2,14
Texas,2004-10-09,5,N,Oklahoma,L,1,12
Texas A&M,2004-10-09,5,@,Iowa State,W,0,3
Texas Tech,2004-10-09,6,,Nebraska,W,1,10
Toledo,2004-10-09,6,@,Western Michigan,W,4,33
Tulane,2004-10-09,4,@,East Carolina,L,3,27
UAB,2004-10-09,5,@,Mississippi State,W,1,13
UCF,2004-10-09,5,,Northern Illinois,L,3,30
UCLA,2004-10-09,5,,Arizona,W,2,17
USC,2004-10-09,5,,California,W,2,17
Utah State,2004-10-09,6,,North Texas,L,4,31
UTEP,2004-10-09,5,@,Fresno State,W,3,21
Vanderbilt,2004-10-09,5,,Rutgers,L,5,37
Virginia Tech,2004-10-09,6,@,Wake Forest,W,1,10
Wake Forest,2004-10-09,6,,Virginia Tech,L,2,17
Washington,2004-10-09,5,,San Jose State,W,0,6
Washington State,2004-10-09,5,,Oregon,L,6,41
Western Michigan,2004-10-09,5,,Toledo,L,8,59
Wisconsin,2004-10-09,6,@,Ohio State,W,1,13
Wyoming,2004-10-09,5,,San Diego State,W,1,10
Connecticut,2004-10-13,6,,West Virginia,L,4,31
West Virginia,2004-10-13,6,@,Connecticut,W,2,19
Louisville,2004-10-14,5,@,Miami (FL),L,5,41
Miami (FL),2004-10-14,5,,Louisville,W,5,38
Texas Christian,2004-10-15,6,@,Alabama-Birmingham,L,5,41
UAB,2004-10-15,6,,Texas Christian,W,3,25
Akron,2004-10-16,7,@,Central Florida,W,3,21
Alabama,2004-10-16,7,,Southern Mississippi,W,0,3
Arizona,2004-10-16,6,@,Oregon,L,4,28
Arizona State,2004-10-16,6,@,Southern California,L,6,45
Arkansas,2004-10-16,6,@,Auburn,L,5,38
Arkansas State,2004-10-16,7,,Troy,W,1,9
Army,2004-10-16,6,@,South Florida,W,5,35
Auburn,2004-10-16,7,,Arkansas,W,3,20
Ball State,2004-10-16,7,@,Bowling Green State,L,7,51
Baylor,2004-10-16,6,@,Nebraska,L,8,59
Boise State,2004-10-16,6,@,Tulsa,W,6,42
Boston College,2004-10-16,6,@,Pittsburgh,L,2,20
Bowling Green State,2004-10-16,6,,Ball State,W,1,13
Brigham Young,2004-10-16,7,,Wyoming,W,1,13
Buffalo,2004-10-16,7,,Miami (OH),L,3,25
California,2004-10-16,5,,UCLA,W,4,28
Central Michigan,2004-10-16,6,@,Northern Illinois,L,6,42
Clemson,2004-10-16,6,,Utah State,W,1,6
Colorado,2004-10-16,6,,Iowa State,W,2,14
Colorado State,2004-10-16,6,@,San Diego State,W,1,17
Duke,2004-10-16,6,@,Georgia Tech,L,3,24
Eastern Michigan,2004-10-16,7,@,Western Michigan,W,4,31
Florida,2004-10-16,6,,Middle Tennessee State,W,1,16
Florida A&M,2004-10-16,7,@,Virginia Tech,L,8,62
Florida Atlantic,2004-10-16,5,@,Northern Colorado,W,3,24
Florida International,2004-10-16,4,@,Louisiana-Monroe,L,4,28
Florida State,2004-10-16,6,,Virginia,W,0,3
Georgia,2004-10-16,6,,Vanderbilt,W,0,3
Georgia Tech,2004-10-16,6,,Duke,W,1,7
Hawaii,2004-10-16,5,@,Texas-El Paso,L,7,51
Idaho,2004-10-16,7,,Louisiana,W,3,25
Illinois,2004-10-16,7,,Michigan,L,4,30
Iowa,2004-10-16,6,,Ohio State,W,1,7
Iowa State,2004-10-16,6,@,Colorado,L,1,19
Kansas State,2004-10-16,6,,Oklahoma,L,4,31
Kent State,2004-10-16,7,,Marshall,L,3,27
Kentucky,2004-10-16,6,,South Carolina,L,1,12
Louisiana,2004-10-16,7,@,Idaho,L,5,38
Louisiana Tech,2004-10-16,7,@,Southern Methodist,W,1,10
Louisiana-Monroe,2004-10-16,6,,Florida International,W,2,20
Marshall,2004-10-16,6,@,Kent State,W,2,17
Maryland,2004-10-16,6,,North Carolina State,L,1,13
Memphis,2004-10-16,6,,Tulane,W,3,24
Miami (OH),2004-10-16,7,@,Buffalo,W,1,7
Michigan,2004-10-16,7,@,Illinois,W,2,19
Michigan State,2004-10-16,7,,Minnesota,W,2,17
Middle Tennessee State,2004-10-16,6,@,Florida,L,7,52
Minnesota,2004-10-16,7,@,Michigan State,L,6,51
Missouri,2004-10-16,6,@,Texas,L,4,28
Navy,2004-10-16,6,N,Notre Dame,L,3,27
Nebraska,2004-10-16,6,,Baylor,W,3,27
Nevada,2004-10-16,7,,Rice,W,1,10
New Mexico,2004-10-16,7,@,Nevada-Las Vegas,W,2,20
North Carolina,2004-10-16,7,@,Utah,L,6,46
North Carolina State,2004-10-16,6,@,Maryland,W,0,3
Northern Illinois,2004-10-16,7,,Central Michigan,W,1,10
Notre Dame,2004-10-16,7,N,Navy,W,1,9
Ohio,2004-10-16,7,@,Toledo,L,4,31
Ohio State,2004-10-16,6,@,Iowa,L,4,33
Oklahoma,2004-10-16,6,@,Kansas State,W,3,21
Oklahoma State,2004-10-16,6,,Texas A&M,L,5,36
Ole Miss,2004-10-16,7,,Tennessee,L,3,21
Oregon,2004-10-16,6,,Arizona,W,2,14
Oregon State,2004-10-16,6,@,Washington,W,2,14
Pitt,2004-10-16,6,,Boston College,W,2,17
Purdue,2004-10-16,6,,Wisconsin,L,3,20
Rice,2004-10-16,6,@,Nevada,L,5,35
Rutgers,2004-10-16,6,,Temple,W,0,6
San Diego State,2004-10-16,6,,Colorado State,L,3,21
SMU,2004-10-16,7,,Louisiana Tech,L,5,41
South Carolina,2004-10-16,7,@,Kentucky,W,1,7
South Florida,2004-10-16,5,,Army,L,6,42
Southern Mississippi,2004-10-16,5,@,Alabama,L,3,27
Stanford,2004-10-16,6,@,Washington State,W,2,17
Temple,2004-10-16,7,@,Rutgers,L,1,16
Tennessee,2004-10-16,6,@,Mississippi,W,2,17
Texas,2004-10-16,6,,Missouri,W,3,20
Texas A&M,2004-10-16,6,@,Oklahoma State,W,3,20
Toledo,2004-10-16,7,,Ohio,W,1,13
Troy,2004-10-16,6,@,Arkansas State,L,1,13
Tulane,2004-10-16,5,@,Memphis,L,7,49
Tulsa,2004-10-16,6,,Boise State,L,6,45
UCF,2004-10-16,6,,Akron,L,3,26
UCLA,2004-10-16,6,@,California,L,6,45
UNLV,2004-10-16,7,,New Mexico,L,3,24
USC,2004-10-16,6,,Arizona State,W,1,7
Utah,2004-10-16,6,,North Carolina,W,2,16
Utah State,2004-10-16,7,@,Clemson,L,5,35
UTEP,2004-10-16,6,,Hawaii,W,3,20
Vanderbilt,2004-10-16,6,@,Georgia,L,4,33
Virginia,2004-10-16,6,@,Florida State,L,4,36
Virginia Tech,2004-10-16,7,,Florida A&M,W,0,0
Washington,2004-10-16,6,,Oregon State,L,2,29
Washington State,2004-10-16,6,,Stanford,L,2,23
Western Michigan,2004-10-16,6,,Eastern Michigan,L,4,35
Wisconsin,2004-10-16,7,@,Purdue,W,2,17
Wyoming,2004-10-16,6,@,Brigham Young,L,3,24
Syracuse,2004-10-21,7,@,West Virginia,L,3,27
West Virginia,2004-10-21,7,,Syracuse,W,1,6
Colorado State,2004-10-22,7,,Wyoming,W,1,7
Louisville,2004-10-22,6,,South Florida,W,1,9
South Florida,2004-10-22,6,@,Louisville,L,5,41
Wyoming,2004-10-22,7,@,Colorado State,L,3,30
Air Force,2004-10-23,7,,Brigham Young,L,5,41
Akron,2004-10-23,8,,Ball State,W,3,23
Alabama,2004-10-23,8,@,Tennessee,L,2,17
Arizona,2004-10-23,7,,California,L,5,38
Arizona State,2004-10-23,7,,UCLA,W,5,42
Arkansas,2004-10-23,7,,Georgia,L,2,20
Arkansas State,2004-10-23,8,@,Louisiana,L,3,27
Auburn,2004-10-23,8,,Kentucky,W,1,10
Ball State,2004-10-23,8,@,Akron,L,5,35
Baylor,2004-10-23,7,,Iowa State,L,4,26
Boise State,2004-10-23,7,,Fresno State,W,2,16
Boston College,2004-10-23,7,@,Notre Dame,W,3,23
Bowling Green State,2004-10-23,7,@,Ohio,W,2,16
Brigham Young,2004-10-23,8,@,Air Force,W,3,24
Buffalo,2004-10-23,8,@,Marshall,L,7,48
California,2004-10-23,6,@,Arizona,W,0,0
Central Michigan,2004-10-23,7,@,Toledo,L,3,27
Cincinnati,2004-10-23,7,,Memphis,W,1,10
Clemson,2004-10-23,7,,Maryland,W,1,7
Colorado,2004-10-23,7,@,Texas A&M,L,2,29
Connecticut,2004-10-23,7,,Temple,W,4,31
Duke,2004-10-23,7,,Virginia,L,4,37
East Carolina,2004-10-23,6,@,Southern Mississippi,L,7,51
Florida,2004-10-23,7,@,Mississippi State,L,5,38
Florida A&M,2004-10-23,8,,Savannah State,W,2,14
Florida Atlantic,2004-10-23,6,,Louisiana-Monroe,L,2,17
Florida International,2004-10-23,5,,McNeese State,L,4,30
Florida State,2004-10-23,7,@,Wake Forest,W,2,17
Fresno State,2004-10-23,6,@,Boise State,L,3,33
Georgia,2004-10-23,7,@,Arkansas,W,2,14
Hawaii,2004-10-23,6,,San Jose State,W,4,28
Houston,2004-10-23,7,@,Texas Christian,L,4,34
Idaho,2004-10-23,8,@,Middle Tennessee State,L,4,34
Illinois,2004-10-23,8,@,Minnesota,L,6,45
Indiana,2004-10-23,7,@,Ohio State,L,3,30
Iowa,2004-10-23,7,@,Penn State,W,0,4
Iowa State,2004-10-23,7,@,Baylor,W,3,25
Kansas,2004-10-23,7,@,Oklahoma,L,6,41
Kansas State,2004-10-23,7,,Nebraska,W,3,21
Kentucky,2004-10-23,7,@,Auburn,L,6,42
Louisiana,2004-10-23,8,,Arkansas State,W,3,24
Louisiana Tech,2004-10-23,8,,Texas-El Paso,L,5,44
Louisiana-Monroe,2004-10-23,7,@,Florida Atlantic,W,1,13
LSU,2004-10-23,7,,Troy,W,2,20
Marshall,2004-10-23,7,,Buffalo,W,2,14
Maryland,2004-10-23,7,@,Clemson,L,1,10
Memphis,2004-10-23,7,@,Cincinnati,L,7,49
Miami (FL),2004-10-23,6,@,North Carolina State,W,4,31
Miami (OH),2004-10-23,8,,Central Florida,W,1,7
Michigan,2004-10-23,8,@,Purdue,W,2,14
Middle Tennessee State,2004-10-23,7,,Idaho,W,2,14
Minnesota,2004-10-23,8,,Illinois,W,0,0
Mississippi State,2004-10-23,7,,Florida,W,4,31
Missouri,2004-10-23,7,,Oklahoma State,L,2,20
Navy,2004-10-23,7,,Rice,W,2,13
Nebraska,2004-10-23,7,@,Kansas State,L,6,45
Nevada,2004-10-23,8,,Tulsa,W,6,48
New Mexico,2004-10-23,8,,San Diego State,W,1,9
New Mexico State,2004-10-23,7,@,North Texas,L,4,36
North Carolina State,2004-10-23,7,,Miami (FL),L,6,45
North Texas,2004-10-23,7,,New Mexico State,W,3,26
Northern Illinois,2004-10-23,8,@,Western Michigan,W,5,38
Northwestern,2004-10-23,7,@,Wisconsin,L,3,24
Notre Dame,2004-10-23,8,,Boston College,L,3,24
Ohio,2004-10-23,8,,Bowling Green State,L,5,41
Ohio State,2004-10-23,7,,Indiana,W,1,7
Oklahoma,2004-10-23,7,,Kansas,W,1,10
Oklahoma State,2004-10-23,7,@,Missouri,W,2,17
Oregon,2004-10-23,7,@,Stanford,W,1,13
Oregon State,2004-10-23,7,,Washington State,W,2,19
Penn State,2004-10-23,7,,Iowa,L,0,6
Pitt,2004-10-23,7,,Rutgers,W,2,17
Purdue,2004-10-23,7,,Michigan,L,1,16
Rice,2004-10-23,7,@,Navy,L,2,14
Rutgers,2004-10-23,7,@,Pittsburgh,L,5,41
San Diego State,2004-10-23,7,@,New Mexico,L,2,19
San Jose State,2004-10-23,6,@,Hawaii,L,6,46
Southern Mississippi,2004-10-23,6,,East Carolina,W,1,10
Stanford,2004-10-23,7,,Oregon,L,1,16
Temple,2004-10-23,8,@,Connecticut,L,6,45
Tennessee,2004-10-23,7,,Alabama,W,1,13
Texas,2004-10-23,7,@,Texas Tech,W,3,21
Texas A&M,2004-10-23,7,,Colorado,W,3,26
Texas Christian,2004-10-23,7,,Houston,W,3,27
Texas Tech,2004-10-23,7,,Texas,L,6,51
Toledo,2004-10-23,8,,Central Michigan,W,3,22
Troy,2004-10-23,7,@,Louisiana State,L,3,24
Tulane,2004-10-23,6,,Alabama-Birmingham,W,7,55
Tulsa,2004-10-23,7,@,Nevada,L,7,54
UAB,2004-10-23,7,@,Tulane,L,8,59
UCF,2004-10-23,7,@,Miami (OH),L,5,43
UCLA,2004-10-23,7,@,Arizona State,L,6,48
UNLV,2004-10-23,8,@,Utah,L,9,63
USC,2004-10-23,7,,Washington,W,0,0
Utah,2004-10-23,7,,Nevada-Las Vegas,W,4,28
UTEP,2004-10-23,7,@,Louisiana Tech,W,3,27
Vanderbilt,2004-10-23,7,,Eastern Kentucky,W,1,7
Virginia,2004-10-23,7,@,Duke,W,2,16
Wake Forest,2004-10-23,7,,Florida State,L,2,20
Washington,2004-10-23,7,@,Southern California,L,5,38
Washington State,2004-10-23,7,@,Oregon State,L,5,38
Western Michigan,2004-10-23,7,,Northern Illinois,L,8,59
Wisconsin,2004-10-23,8,,Northwestern,W,2,12
Georgia Tech,2004-10-28,7,,Virginia Tech,L,4,34
Virginia Tech,2004-10-28,8,@,Georgia Tech,W,2,20
Boise State,2004-10-29,8,,Hawaii,W,0,3
Hawaii,2004-10-29,7,@,Boise State,L,9,69
Air Force,2004-10-30,8,@,Wyoming,L,5,43
Arizona,2004-10-30,8,,Oregon State,L,4,28
Arizona State,2004-10-30,8,@,California,L,3,27
Army,2004-10-30,7,@,East Carolina,L,5,38
Auburn,2004-10-30,9,@,Mississippi,W,2,14
Ball State,2004-10-30,9,,Northern Illinois,L,5,38
Baylor,2004-10-30,8,,Texas A&M,W,4,34
Bowling Green State,2004-10-30,8,,Eastern Michigan,W,2,20
California,2004-10-30,7,,Arizona State,W,0,0
Central Michigan,2004-10-30,8,,Western Michigan,W,3,21
Cincinnati,2004-10-30,8,,Texas Christian,W,1,10
Clemson,2004-10-30,8,,North Carolina State,W,2,20
Colorado,2004-10-30,8,,Texas,L,4,31
Colorado State,2004-10-30,8,,New Mexico,L,2,26
Connecticut,2004-10-30,8,@,Syracuse,L,6,42
Duke,2004-10-30,8,@,Wake Forest,L,3,24
East Carolina,2004-10-30,7,,Army,W,4,28
Eastern Michigan,2004-10-30,8,@,Bowling Green State,L,5,41
Florida,2004-10-30,8,N,Georgia,L,4,31
Florida A&M,2004-10-30,9,,Florida Atlantic,L,5,38
Florida Atlantic,2004-10-30,7,@,Florida A&M,W,1,8
Florida International,2004-10-30,6,@,New Mexico State,L,7,56
Florida State,2004-10-30,8,@,Maryland,L,2,20
Fresno State,2004-10-30,7,,Southern Methodist,W,0,0
Georgia,2004-10-30,8,N,Florida,W,3,24
Houston,2004-10-30,8,,Tulane,W,0,3
Idaho,2004-10-30,9,@,Troy,L,6,47
Illinois,2004-10-30,9,,Iowa,L,3,23
Indiana,2004-10-30,8,,Minnesota,W,3,21
Iowa,2004-10-30,8,@,Illinois,W,2,13
Iowa State,2004-10-30,8,,Kansas,W,1,7
Kansas,2004-10-30,8,@,Iowa State,L,1,13
Kansas State,2004-10-30,8,,Texas Tech,L,5,35
Kent State,2004-10-30,8,,Ohio,W,2,16
Kentucky,2004-10-30,8,@,Mississippi State,L,2,22
Louisiana-Monroe,2004-10-30,8,@,North Texas,L,6,45
LSU,2004-10-30,8,,Vanderbilt,W,1,7
Marshall,2004-10-30,8,,Central Florida,W,0,3
Maryland,2004-10-30,8,,Florida State,W,2,17
Miami (FL),2004-10-30,7,@,North Carolina,L,4,31
Michigan,2004-10-30,9,,Michigan State,W,4,37
Michigan State,2004-10-30,8,@,Michigan,L,5,45
Middle Tennessee State,2004-10-30,8,,Utah State,W,0,0
Minnesota,2004-10-30,9,@,Indiana,L,4,30
Mississippi State,2004-10-30,8,,Kentucky,W,1,7
Missouri,2004-10-30,8,@,Nebraska,L,3,24
Navy,2004-10-30,8,,Delaware,W,2,20
Nebraska,2004-10-30,8,,Missouri,W,0,3
New Mexico,2004-10-30,9,@,Colorado State,W,2,17
New Mexico State,2004-10-30,8,,Florida International,W,4,31
North Carolina,2004-10-30,8,,Miami (FL),W,4,28
North Carolina State,2004-10-30,8,@,Clemson,L,2,26
North Texas,2004-10-30,8,,Louisiana-Monroe,W,4,30
Northern Illinois,2004-10-30,9,@,Ball State,W,4,31
Northwestern,2004-10-30,8,,Purdue,W,1,10
Ohio,2004-10-30,9,@,Kent State,L,6,42
Ohio State,2004-10-30,8,,Penn State,W,1,10
Oklahoma,2004-10-30,8,@,Oklahoma State,W,5,35
Oklahoma State,2004-10-30,8,,Oklahoma,L,5,38
Ole Miss,2004-10-30,8,,Auburn,L,5,35
Oregon,2004-10-30,8,,Washington,W,0,6
Oregon State,2004-10-30,8,@,Arizona,W,2,14
Penn State,2004-10-30,8,@,Ohio State,L,3,21
Purdue,2004-10-30,8,@,Northwestern,L,2,13
Rice,2004-10-30,8,@,Tulsa,L,5,39
Rutgers,2004-10-30,8,,West Virginia,L,5,35
San Diego State,2004-10-30,8,,Utah,L,6,51
San Jose State,2004-10-30,7,,Texas-El Paso,L,5,38
SMU,2004-10-30,8,@,Fresno State,L,6,42
South Carolina,2004-10-30,8,,Tennessee,L,6,43
Stanford,2004-10-30,8,@,UCLA,L,3,21
Syracuse,2004-10-30,8,,Connecticut,W,4,30
Tennessee,2004-10-30,8,@,South Carolina,W,3,29
Texas,2004-10-30,8,@,Colorado,W,1,7
Texas A&M,2004-10-30,8,@,Baylor,L,4,35
Texas Christian,2004-10-30,8,@,Cincinnati,L,3,21
Texas Tech,2004-10-30,8,@,Kansas State,W,3,25
Troy,2004-10-30,8,,Idaho,W,1,7
Tulane,2004-10-30,7,@,Houston,L,3,24
Tulsa,2004-10-30,8,,Rice,W,2,22
UCF,2004-10-30,8,@,Marshall,L,2,20
UCLA,2004-10-30,8,,Stanford,W,0,0
USC,2004-10-30,8,@,Washington State,W,2,12
Utah,2004-10-30,8,@,San Diego State,W,4,28
Utah State,2004-10-30,8,@,Middle Tennessee State,L,3,21
UTEP,2004-10-30,8,@,San Jose State,W,3,20
Vanderbilt,2004-10-30,8,@,Louisiana State,L,3,24
Wake Forest,2004-10-30,8,,Duke,W,2,22
Washington,2004-10-30,8,@,Oregon,L,4,31
Washington State,2004-10-30,8,,Southern California,L,6,42
West Virginia,2004-10-30,8,@,Rutgers,W,4,30
Western Michigan,2004-10-30,8,@,Central Michigan,L,3,24
Wyoming,2004-10-30,8,,Air Force,W,4,26
Miami (OH),2004-11-02,9,,Toledo,W,2,16
Toledo,2004-11-02,9,@,Miami (OH),L,2,23
South Florida,2004-11-03,7,@,Alabama-Birmingham,W,3,20
UAB,2004-11-03,8,,South Florida,L,6,45
Louisville,2004-11-04,7,@,Memphis,W,6,49
Memphis,2004-11-04,8,,Louisville,L,8,56
Akron,2004-11-05,9,,Marshall,W,4,28
Louisiana,2004-11-05,9,,North Texas,L,3,27
Marshall,2004-11-05,9,@,Akron,L,4,31
North Texas,2004-11-05,9,@,Louisiana,W,2,17
Air Force,2004-11-06,9,@,Army,W,3,22
Alabama,2004-11-06,9,,Mississippi State,W,2,14
Arizona,2004-11-06,9,@,Washington,W,1,13
Arizona State,2004-11-06,9,,Stanford,W,4,31
Arkansas,2004-11-06,8,@,South Carolina,L,5,35
Arkansas State,2004-11-06,9,@,Idaho,L,6,45
Army,2004-11-06,8,,Air Force,L,4,31
Baylor,2004-11-06,9,@,Texas Tech,L,6,42
Boston College,2004-11-06,8,,Rutgers,W,1,10
Bowling Green State,2004-11-06,9,,Western Michigan,W,0,0
Brigham Young,2004-11-06,9,,San Diego State,W,2,16
Buffalo,2004-11-06,9,,Kent State,L,5,33
California,2004-11-06,8,,Oregon,W,4,27
Central Michigan,2004-11-06,9,@,Eastern Michigan,L,7,61
Cincinnati,2004-11-06,9,@,Southern Mississippi,W,3,24
Clemson,2004-11-06,9,@,Miami (FL),W,2,17
Colorado,2004-11-06,9,@,Kansas,W,3,21
Colorado State,2004-11-06,9,@,Utah,L,9,63
Duke,2004-11-06,9,@,Florida State,L,2,29
East Carolina,2004-11-06,8,@,Houston,L,5,34
Eastern Michigan,2004-11-06,9,,Central Michigan,W,7,58
Florida,2004-11-06,9,@,Vanderbilt,W,2,17
Florida Atlantic,2004-11-06,8,@,Troy,L,3,24
Florida State,2004-11-06,9,,Duke,W,1,7
Fresno State,2004-11-06,8,@,Rice,W,3,21
Georgia,2004-11-06,9,@,Kentucky,W,2,17
Georgia Tech,2004-11-06,8,@,North Carolina State,W,2,14
Hawaii,2004-11-06,8,,Louisiana Tech,W,3,23
Houston,2004-11-06,9,,East Carolina,W,3,24
Idaho,2004-11-06,10,,Arkansas State,W,4,31
