School,Date,G,Loc,Opponent,WL,Total TD,Points For,Points Difference,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp
UCF,2019-08-29,1,,Florida A&M,W,8,62,62,14,36,38.9,92,0,25,4,0.2,0,0,0,0
UCLA,2019-08-29,1,@,Cincinnati,L,2,14,-10,18,26,69.2,242,2,49,175,3.6,1,1,1,2
Utah,2019-08-29,1,@,Brigham Young,W,4,30,18,21,33,63.6,208,0,22,92,4.2,1,1,2,3
Western Kentucky,2019-08-29,1,,Central Arkansas,L,4,28,-7,21,29,72.4,404,4,29,20,0.7,1,0,0,0
Army,2019-08-30,1,,Rice,W,2,14,7,7,14,50.0,62,0,30,181,6.0,1,0,0,0
Colorado,2019-08-30,1,N,Colorado State,W,7,52,21,31,47,66.0,374,3,31,131,4.2,1,2,2,4
Colorado State,2019-08-30,1,N,Colorado,L,4,31,-21,13,20,65.0,232,2,40,243,6.1,4,0,0,0
Massachusetts,2019-08-30,1,@,Rutgers,L,3,21,-27,22,32,68.8,348,2,43,206,4.8,4,0,3,3
Michigan State,2019-08-30,1,,Tulsa,W,2,28,21,16,27,59.3,153,1,25,-73,-2.9,0,2,1,3
Nevada,2019-08-30,1,,Purdue,W,4,34,3,34,52,65.4,423,4,29,96,3.3,0,3,2,5
Oklahoma State,2019-08-30,1,@,Oregon State,W,7,52,16,26,49,53.1,281,4,37,167,4.5,1,0,0,0
Oregon State,2019-08-30,1,,Oklahoma State,L,5,36,-16,19,24,79.2,203,3,52,352,6.8,4,0,0,0
Purdue,2019-08-30,1,@,Nevada,L,4,31,-3,30,52,57.7,295,3,25,109,4.4,1,0,0,0
Rice,2019-08-30,1,@,Army,L,1,7,-7,3,8,37.5,53,1,56,231,4.1,1,1,0,1
Rutgers,2019-08-30,1,,Massachusetts,W,6,48,27,22,37,59.5,121,1,34,183,5.4,2,0,2,2
South Florida,2019-08-30,1,,Wisconsin,L,0,0,-49,19,26,73.1,199,2,43,234,5.4,4,1,0,1
Tulsa,2019-08-30,1,@,Michigan State,L,1,7,-21,22,38,57.9,195,1,40,108,2.7,0,0,0,0
Utah State,2019-08-30,1,@,Wake Forest,L,5,35,-3,34,47,72.3,401,3,58,178,3.1,2,1,0,1
Wake Forest,2019-08-30,1,,Utah State,W,5,38,3,33,48,68.8,416,3,31,180,5.8,2,0,3,3
Wisconsin,2019-08-30,1,@,South Florida,W,7,49,49,16,33,48.5,131,0,23,26,1.1,0,1,2,3
Air Force,2019-08-31,1,,Colgate,W,7,48,41,11,18,61.1,86,1,32,75,2.3,0,1,1,2
Akron,2019-08-31,1,@,Illinois,L,0,3,-39,15,25,60.0,194,3,46,207,4.5,3,0,0,0
Alabama,2019-08-31,1,N,Duke,W,6,42,39,12,22,54.5,97,0,32,107,3.3,0,1,2,3
Appalachian State,2019-08-31,1,,East Tennessee State,W,6,42,35,17,27,63.0,161,1,37,131,3.5,0,1,0,1
Arkansas,2019-08-31,1,,Portland State,W,2,20,7,16,33,48.5,155,1,28,75,2.7,0,0,3,3
Arkansas State,2019-08-31,1,,Southern Methodist,L,4,30,-7,30,49,61.2,360,0,45,148,3.3,3,0,1,1
Auburn,2019-08-31,1,N,Oregon,W,3,27,6,28,37,75.7,242,1,33,90,2.7,2,1,0,1
Ball State,2019-08-31,1,N,Indiana,L,3,24,-10,24,41,58.5,326,1,33,148,4.5,2,0,2,2
Baylor,2019-08-31,1,,Stephen F. Austin,W,8,56,39,16,30,53.3,158,0,32,119,3.7,2,0,1,1
Boise State,2019-08-31,1,@,Florida State,W,3,36,5,23,34,67.6,327,3,28,99,3.5,1,2,0,2
Boston College,2019-08-31,1,,Virginia Tech,W,5,35,7,29,47,61.7,344,4,42,98,2.3,0,2,3,5
California,2019-08-31,1,,California-Davis,W,3,27,14,20,38,52.6,181,0,30,83,2.8,1,1,0,1
Coastal Carolina,2019-08-31,1,,Eastern Michigan,L,2,23,-7,20,22,90.9,188,3,35,103,2.9,1,1,0,1
Duke,2019-08-31,1,N,Alabama,L,0,3,-39,30,36,83.3,367,4,42,145,3.5,2,1,0,1
East Carolina,2019-08-31,1,@,North Carolina State,L,0,6,-28,26,39,66.7,314,1,31,191,6.2,3,0,0,0
Eastern Michigan,2019-08-31,1,@,Coastal Carolina,W,4,30,7,29,43,67.4,304,2,30,74,2.5,0,0,4,4
Florida Atlantic,2019-08-31,1,@,Ohio State,L,2,21,-24,19,26,73.1,232,4,48,237,4.9,2,2,0,2
Florida State,2019-08-31,1,,Boise State,L,4,31,-5,30,51,58.8,407,1,57,214,3.8,2,2,1,3
Fresno State,2019-08-31,1,@,Southern California,L,2,23,-8,31,42,73.8,272,1,36,175,4.9,2,2,2,4
Georgia,2019-08-31,1,@,Vanderbilt,W,3,30,24,16,32,50.0,109,0,30,116,3.9,0,1,0,1
Georgia Southern,2019-08-31,1,@,Louisiana State,L,0,3,-52,30,39,76.9,350,5,33,122,3.7,2,0,0,0
Georgia State,2019-08-31,1,@,Tennessee,W,5,38,8,26,40,65.0,311,2,31,93,3.0,1,2,1,3
Illinois,2019-08-31,1,,Akron,W,6,42,39,12,28,42.9,128,0,38,64,1.7,0,1,1,2
Indiana,2019-08-31,1,N,Ball State,W,3,34,10,26,41,63.4,298,2,40,100,2.5,1,0,1,1
Iowa,2019-08-31,1,,Miami (OH),W,5,38,24,17,27,63.0,186,2,25,59,2.4,0,0,1,1
Iowa State,2019-08-31,1,,Northern Iowa,W,3,29,3,25,42,59.5,228,1,31,34,1.1,0,0,0,0
Kansas,2019-08-31,1,,Indiana State,W,3,24,7,22,34,64.7,219,1,37,146,3.9,0,0,2,2
Kansas State,2019-08-31,1,,Nicholls State,W,7,49,35,10,18,55.6,126,0,23,150,6.5,2,1,1,2
Kentucky,2019-08-31,1,,Toledo,W,6,38,14,11,25,44.0,166,0,39,181,4.6,3,1,1,2
Liberty,2019-08-31,1,,Syracuse,L,0,0,-24,17,35,48.6,176,0,44,192,4.4,3,1,2,3
Louisiana,2019-08-31,1,N,Mississippi State,L,4,28,-10,20,30,66.7,236,2,40,261,6.5,3,2,0,2
Louisiana Tech,2019-08-31,1,@,Texas,L,2,14,-31,31,43,72.1,301,4,30,153,5.1,2,1,0,1
Louisiana-Monroe,2019-08-31,1,,Grambling State,W,4,31,22,19,34,55.9,164,1,37,243,6.6,0,0,1,1
LSU,2019-08-31,1,,Georgia Southern,W,7,55,52,4,11,36.4,24,0,39,74,1.9,0,2,0,2
Marshall,2019-08-31,1,,Virginia Military Institute,W,8,56,39,22,40,55.0,201,1,27,56,2.1,1,0,1,1
Maryland,2019-08-31,1,,Howard,W,11,79,79,8,19,42.1,67,0,38,1,0.0,0,1,0,1
Memphis,2019-08-31,1,,Mississippi,W,2,15,5,9,19,47.4,93,0,33,80,2.4,1,0,1,1
Miami (OH),2019-08-31,1,@,Iowa,L,2,14,-24,21,30,70.0,252,3,41,213,5.2,2,1,0,1
Michigan,2019-08-31,1,,Middle Tennessee State,W,5,40,19,26,41,63.4,234,2,28,67,2.4,1,1,1,2
Middle Tennessee State,2019-08-31,1,@,Michigan,L,3,21,-19,19,33,57.6,220,3,45,233,5.2,2,2,0,2
Mississippi State,2019-08-31,1,N,Louisiana,W,5,38,10,24,40,60.0,267,1,38,163,4.3,3,3,1,4
Missouri,2019-08-31,1,@,Wyoming,L,4,31,-6,6,16,37.5,92,0,42,297,7.1,3,0,0,0
Navy,2019-08-31,1,,Holy Cross,W,6,45,38,16,29,55.2,167,0,26,65,2.5,1,1,0,1
Nebraska,2019-08-31,1,,South Alabama,W,5,35,14,19,35,54.3,231,2,44,83,1.9,1,2,3,5
New Mexico,2019-08-31,1,,Sam Houston State,W,4,39,8,35,60,58.3,443,2,35,115,3.3,2,1,0,1
New Mexico State,2019-08-31,1,@,Washington State,L,1,7,-51,39,49,79.6,507,6,20,111,5.6,1,0,0,0
North Carolina,2019-08-31,1,N,South Carolina,W,2,24,4,16,30,53.3,142,1,31,128,4.1,1,0,2,2
North Carolina State,2019-08-31,1,,East Carolina,W,4,34,28,26,45,57.8,228,0,29,41,1.4,0,1,1,2
North Texas,2019-08-31,1,,Abilene Christian,W,6,51,20,24,35,68.6,273,1,36,183,5.1,3,1,0,1
Northern Illinois,2019-08-31,1,,Illinois State,W,3,24,14,14,32,43.8,187,1,28,51,1.8,0,1,1,2
Northwestern,2019-08-31,1,@,Stanford,L,1,7,-10,23,34,67.6,233,1,39,132,3.4,0,2,0,2
Ohio,2019-08-31,1,,Rhode Island,W,5,41,21,22,42,52.4,291,2,23,84,3.7,0,0,1,1
Ohio State,2019-08-31,1,,Florida Atlantic,W,6,45,24,26,40,65.0,206,1,33,22,0.7,1,0,1,1
Old Dominion,2019-08-31,1,,Norfolk State,W,3,24,3,19,29,65.5,199,2,30,69,2.3,1,1,2,3
Ole Miss,2019-08-31,1,@,Memphis,L,1,10,-5,23,31,74.2,172,0,51,192,3.8,2,0,1,1
Oregon,2019-08-31,1,N,Auburn,L,3,21,-6,13,32,40.6,177,2,43,206,4.8,1,0,2,2
Penn State,2019-08-31,1,,Idaho,W,10,79,72,16,26,61.5,141,1,28,4,0.1,0,0,1,1
Pitt,2019-08-31,1,,Virginia,L,2,14,-16,20,34,58.8,181,2,33,129,3.9,1,0,0,0
San Diego State,2019-08-31,1,,Weber State,W,0,6,6,21,32,65.6,119,0,19,35,1.8,0,0,1,1
SMU,2019-08-31,1,@,Arkansas State,W,4,37,7,32,50,64.0,324,4,24,90,3.8,0,2,1,3
South Alabama,2019-08-31,1,@,Nebraska,L,3,21,-14,13,22,59.1,178,0,44,98,2.2,2,2,1,3
South Carolina,2019-08-31,1,N,North Carolina,L,2,20,-4,15,24,62.5,245,2,52,238,4.6,0,1,0,1
Southern Mississippi,2019-08-31,1,,Alcorn State,W,4,38,28,18,32,56.3,149,0,35,80,2.3,1,1,1,2
Stanford,2019-08-31,1,,Northwestern,W,2,17,10,12,27,44.4,117,0,33,93,2.8,1,2,2,4
Syracuse,2019-08-31,1,@,Liberty,W,3,24,24,21,42,50.0,238,0,34,-4,-0.1,0,2,2,4
Temple,2019-08-31,1,,Bucknell,W,8,56,44,20,42,47.6,190,0,26,21,0.8,0,0,0,0
Tennessee,2019-08-31,1,,Georgia State,L,3,30,-8,11,24,45.8,139,2,53,213,4.0,3,1,0,1
Texas,2019-08-31,1,,Louisiana Tech,W,6,45,31,35,54,64.8,340,2,26,73,2.8,0,1,2,3
Texas Christian,2019-08-31,1,,Arkansas-Pine Bluff,W,3,39,32,13,28,46.4,114,0,34,101,3.0,1,0,2,2
Texas Tech,2019-08-31,1,,Montana State,W,6,45,35,12,24,50.0,162,1,36,127,3.5,0,0,0,0
Toledo,2019-08-31,1,@,Kentucky,L,3,24,-14,19,26,73.1,246,2,39,176,4.5,3,2,0,2
Troy,2019-08-31,1,,Campbell,W,5,43,29,9,19,47.4,93,2,39,50,1.3,0,0,0,0
UNLV,2019-08-31,1,,Southern Utah,W,8,56,33,25,42,59.5,295,2,38,46,1.2,1,1,0,1
USC,2019-08-31,1,,Fresno State,W,4,31,8,19,39,48.7,256,2,40,206,5.2,0,2,1,3
UTEP,2019-08-31,1,,Houston Baptist,W,4,36,2,27,37,73.0,300,2,34,113,3.3,1,1,0,1
UTSA,2019-08-31,1,,Incarnate Word,W,5,35,28,15,33,45.5,181,1,20,28,1.4,0,0,1,1
Vanderbilt,2019-08-31,1,,Georgia,L,0,6,-24,15,23,65.2,156,1,40,323,8.1,2,1,0,1
Virginia,2019-08-31,1,@,Pittsburgh,W,3,30,16,21,41,51.2,185,1,30,78,2.6,1,0,2,2
Virginia Tech,2019-08-31,1,@,Boston College,L,4,28,-7,15,27,55.6,275,2,48,157,3.3,3,0,1,1
Washington,2019-08-31,1,,Eastern Washington,W,6,47,33,21,35,60.0,211,1,30,63,2.1,1,0,0,0
Washington State,2019-08-31,1,,New Mexico State,W,7,58,51,28,42,66.7,221,0,25,96,3.8,1,1,2,3
West Virginia,2019-08-31,1,,James Madison,W,2,20,7,13,20,65.0,156,0,48,172,3.6,1,2,1,3
Western Michigan,2019-08-31,1,,Monmouth,W,6,48,35,26,42,61.9,194,1,39,128,3.3,1,0,0,0
Wyoming,2019-08-31,1,,Missouri,W,4,37,6,31,48,64.6,423,2,42,114,2.7,2,2,1,3
Houston,2019-09-01,1,@,Oklahoma,L,4,31,-18,20,24,83.3,332,3,37,354,9.6,4,2,0,2
Oklahoma,2019-09-01,1,,Houston,W,7,49,18,14,27,51.9,167,2,42,241,5.7,2,0,0,0
Louisville,2019-09-02,1,,Notre Dame,L,2,17,-18,14,23,60.9,193,1,42,230,5.5,4,1,0,1
Notre Dame,2019-09-02,1,@,Louisville,W,5,35,18,12,28,42.9,134,0,46,258,5.6,2,3,0,3
Arizona State,2019-09-06,2,,Sacramento State,W,1,19,12,32,50,64.0,263,1,23,42,1.8,0,1,1,2
Boise State,2019-09-06,2,,Marshall,W,2,14,7,10,18,55.6,56,0,25,116,4.6,1,1,1,2
Marshall,2019-09-06,2,@,Boise State,L,1,7,-7,22,34,64.7,282,1,47,155,3.3,1,1,1,2
Rice,2019-09-06,2,,Wake Forest,L,3,21,-20,21,27,77.8,312,3,35,201,5.7,2,0,0,0
Virginia,2019-09-06,2,,William & Mary,W,7,52,35,5,13,38.5,130,0,35,63,1.8,1,0,1,1
Wake Forest,2019-09-06,2,@,Rice,W,5,41,20,22,35,62.9,254,1,37,67,1.8,2,1,0,1
Akron,2019-09-07,2,,Alabama-Birmingham,L,3,20,-11,15,24,62.5,319,4,34,83,2.4,0,0,1,1
Alabama,2019-09-07,2,,New Mexico State,W,8,62,52,21,36,58.3,161,1,33,101,3.1,0,2,1,3
Appalachian State,2019-09-07,2,,Charlotte,W,8,56,15,20,31,64.5,296,4,40,230,5.8,2,1,1,2
Arizona,2019-09-07,2,,Northern Arizona,W,9,65,24,28,48,58.3,373,2,27,69,2.6,3,0,2,2
Arkansas,2019-09-07,2,@,Mississippi,L,2,17,-14,16,24,66.7,246,2,53,237,4.5,2,2,0,2
Arkansas State,2019-09-07,2,@,Nevada-Las Vegas,W,5,43,26,11,26,42.3,112,1,42,188,4.5,1,0,1,1
Army,2019-09-07,2,@,Michigan,L,3,21,-3,20,31,64.5,232,0,45,108,2.4,3,3,0,3
Auburn,2019-09-07,2,,Tulane,W,3,24,18,10,34,29.4,103,0,30,120,4.0,0,0,1,1
Ball State,2019-09-07,2,,Fordham,W,8,57,28,20,35,57.1,221,1,37,105,2.8,3,0,2,2
Baylor,2019-09-07,2,,Texas-San Antonio,W,9,63,49,17,30,56.7,102,0,36,164,4.6,2,1,0,1
Boston College,2019-09-07,2,,Richmond,W,6,45,32,19,26,73.1,149,1,44,215,4.9,0,0,2,2
Bowling Green State,2019-09-07,2,@,Kansas State,L,0,0,-52,14,19,73.7,188,2,58,333,5.7,5,1,0,1
Brigham Young,2019-09-07,2,@,Tennessee,W,3,29,3,17,28,60.7,176,2,49,242,4.9,0,0,1,1
Buffalo,2019-09-07,2,@,Penn State,L,1,13,-32,16,22,72.7,279,4,24,78,3.3,1,1,0,1
California,2019-09-07,2,@,Washington,W,2,20,1,18,30,60.0,162,0,46,186,4.0,1,1,1,2
Central Michigan,2019-09-07,2,@,Wisconsin,L,0,0,-61,31,39,79.5,400,3,43,199,4.6,5,1,0,1
Charlotte,2019-09-07,2,@,Appalachian State,L,6,41,-15,14,20,70.0,182,3,39,276,7.1,3,0,0,0
Cincinnati,2019-09-07,2,@,Ohio State,L,0,0,-42,22,27,81.5,238,2,46,270,5.9,4,0,0,0
Clemson,2019-09-07,2,,Texas A&M,W,3,24,14,24,42,57.1,236,1,27,53,2.0,0,1,1,2
Coastal Carolina,2019-09-07,2,@,Kansas,W,2,12,5,13,19,68.4,107,0,37,173,4.7,1,0,2,2
Colorado,2019-09-07,2,,Nebraska,W,4,34,3,16,26,61.5,290,2,46,179,3.9,2,2,1,3
Colorado State,2019-09-07,2,,Western Illinois,W,5,38,25,22,37,59.5,151,1,28,64,2.3,0,1,0,1
Connecticut,2019-09-07,2,,Illinois,L,2,23,-8,24,35,68.6,227,4,33,133,4.0,0,2,1,3
Duke,2019-09-07,2,,North Carolina A&T,W,6,45,32,8,25,32.0,111,0,29,138,4.8,1,2,0,2
East Carolina,2019-09-07,2,,Gardner-Webb,W,6,48,39,11,23,47.8,147,0,34,39,1.1,1,0,2,2
Eastern Michigan,2019-09-07,2,@,Kentucky,L,2,17,-21,20,36,55.6,222,2,39,239,6.1,3,1,0,1
Florida,2019-09-07,2,,Tennessee-Martin,W,6,45,45,15,23,65.2,140,0,27,54,2.0,0,0,1,1
Florida Atlantic,2019-09-07,2,,Central Florida,L,1,14,-34,8,20,40.0,262,2,47,312,6.6,5,0,0,0
Florida International,2019-09-07,2,,Western Kentucky,L,2,14,-6,19,33,57.6,241,1,35,98,2.8,1,0,2,2
Florida State,2019-09-07,2,,Louisiana-Monroe,W,6,45,1,23,38,60.5,241,2,41,178,4.3,3,1,0,1
Fresno State,2019-09-07,2,,Minnesota,L,4,35,-3,16,23,69.6,234,2,52,146,2.8,3,3,0,3
Georgia,2019-09-07,2,,Murray State,W,9,63,46,24,33,72.7,261,1,27,23,0.9,0,1,1,2
Georgia Southern,2019-09-07,2,,Maine,W,2,26,8,24,48,50.0,307,2,21,52,2.5,0,1,1,2
Georgia State,2019-09-07,2,,Furman,W,6,48,6,16,26,61.5,323,4,41,215,5.2,2,0,1,1
Georgia Tech,2019-09-07,2,,South Florida,W,2,14,4,16,25,64.0,169,1,30,93,3.1,0,2,0,2
Hawaii,2019-09-07,2,,Oregon State,W,4,31,3,15,33,45.5,169,1,43,263,6.1,3,0,0,0
Houston,2019-09-07,2,,Prairie View A&M,W,4,37,20,15,38,39.5,248,2,34,70,2.1,0,0,1,1
Illinois,2019-09-07,2,@,Connecticut,W,4,31,8,21,31,67.7,275,0,29,10,0.3,1,1,2,3
Indiana,2019-09-07,2,,Eastern Illinois,W,7,52,52,11,25,44.0,64,0,31,52,1.7,0,0,0,0
Iowa,2019-09-07,2,,Rutgers,W,3,30,30,9,26,34.6,41,0,23,84,3.7,0,1,2,3
Kansas,2019-09-07,2,,Coastal Carolina,L,1,7,-5,8,14,57.1,119,1,49,172,3.5,1,0,0,0
Kansas State,2019-09-07,2,,Bowling Green State,W,7,52,52,11,24,45.8,79,0,20,61,3.1,0,1,0,1
Kent State,2019-09-07,2,,Kennesaw State,W,2,26,3,8,21,38.1,185,0,66,252,3.8,2,1,1,2
Kentucky,2019-09-07,2,,Eastern Michigan,W,5,38,21,34,53,64.2,337,2,22,49,2.2,0,0,2,2
Liberty,2019-09-07,2,@,Louisiana,L,2,14,-21,16,25,64.0,186,2,46,407,8.8,3,1,1,2
Louisiana,2019-09-07,2,,Liberty,W,5,35,21,22,39,56.4,219,1,28,142,5.1,1,0,1,1
Louisiana Tech,2019-09-07,2,,Grambling State,W,2,20,6,26,40,65.0,239,1,51,216,4.2,1,1,0,1
Louisiana-Monroe,2019-09-07,2,@,Florida State,L,6,44,-1,30,40,75.0,282,3,50,219,4.4,3,1,2,3
Louisville,2019-09-07,2,,Eastern Kentucky,W,6,42,42,9,16,56.3,42,0,43,130,3.0,0,0,0,0
LSU,2019-09-07,2,@,Texas,W,1,45,7,32,48,66.7,409,4,37,121,3.3,0,0,0,0
Maryland,2019-09-07,2,,Syracuse,W,9,63,43,28,41,68.3,330,3,29,70,2.4,0,1,1,2
Massachusetts,2019-09-07,2,,Southern Illinois,L,3,20,-25,19,26,73.1,265,4,44,237,5.4,2,1,0,1
Memphis,2019-09-07,2,,Southern,W,7,55,31,8,19,42.1,90,1,39,168,4.3,1,0,0,0
Miami (FL),2019-09-07,2,@,North Carolina,L,3,25,-3,17,25,68.0,292,2,36,97,2.7,1,0,0,0
Miami (OH),2019-09-07,2,,Tennessee Tech,W,6,48,31,23,34,67.6,208,2,36,74,2.1,0,1,2,3
Michigan,2019-09-07,2,,Army,W,3,24,3,2,5,40.0,43,0,61,200,3.3,3,2,1,3
Michigan State,2019-09-07,2,,Western Michigan,W,6,51,34,27,41,65.9,285,2,27,67,2.5,0,1,2,3
Middle Tennessee State,2019-09-07,2,,Tennessee State,W,6,45,19,21,33,63.6,259,2,42,207,4.9,2,0,2,2
Minnesota,2019-09-07,2,@,Fresno State,W,5,38,3,24,35,68.6,288,3,27,57,2.1,1,0,2,2
Mississippi State,2019-09-07,2,,Southern Mississippi,W,5,38,23,18,26,69.2,234,2,27,110,4.1,0,1,2,3
Missouri,2019-09-07,2,,West Virginia,W,5,38,31,16,27,59.3,141,1,32,30,0.9,0,0,3,3
Nebraska,2019-09-07,2,@,Colorado,L,4,31,-3,28,41,68.3,375,2,37,89,2.4,2,1,1,2
Nevada,2019-09-07,2,@,Oregon,L,0,6,-71,27,35,77.1,402,7,39,221,5.7,3,1,0,1
New Mexico State,2019-09-07,2,@,Alabama,L,1,10,-52,21,33,63.6,285,4,32,318,9.9,4,0,0,0
North Carolina,2019-09-07,2,,Miami (FL),W,3,28,3,30,39,76.9,309,2,37,179,4.8,1,0,0,0
North Carolina State,2019-09-07,2,,Western Carolina,W,5,41,41,15,27,55.6,98,0,19,8,0.4,0,1,0,1
North Texas,2019-09-07,2,@,Southern Methodist,L,3,27,-22,21,31,67.7,292,3,39,211,5.4,4,1,0,1
Northern Illinois,2019-09-07,2,@,Utah,L,2,17,-18,14,19,73.7,214,1,37,193,5.2,4,0,0,0
Ohio,2019-09-07,2,@,Pittsburgh,L,1,10,-10,26,37,70.3,321,1,37,160,4.3,1,0,0,0
Ohio State,2019-09-07,2,,Cincinnati,W,6,42,42,13,23,56.5,166,0,34,107,3.1,0,1,1,2
Oklahoma,2019-09-07,2,,South Dakota,W,10,70,56,29,38,76.3,269,2,25,79,3.2,0,1,2,3
Oklahoma State,2019-09-07,2,,McNeese State,W,8,56,42,12,25,48.0,157,1,47,161,3.4,0,0,2,2
Old Dominion,2019-09-07,2,@,Virginia Tech,L,2,17,-14,16,28,57.1,272,2,39,131,3.4,2,2,0,2
Ole Miss,2019-09-07,2,,Arkansas,W,4,31,14,25,41,61.0,300,1,26,61,2.3,0,1,0,1
Oregon,2019-09-07,2,,Nevada,W,11,77,71,16,28,57.1,109,0,40,83,2.1,0,2,2,4
Oregon State,2019-09-07,2,@,Hawaii,L,4,28,-3,30,52,57.7,421,4,25,67,2.7,0,1,1,2
Penn State,2019-09-07,2,,Buffalo,W,6,45,32,16,32,50.0,245,1,58,184,3.2,0,1,1,2
Pitt,2019-09-07,2,,Ohio,W,2,20,10,15,27,55.6,177,0,29,35,1.2,1,0,0,0
Purdue,2019-09-07,2,,Vanderbilt,W,6,42,18,31,48,64.6,420,2,27,71,2.6,1,0,1,1
Rutgers,2019-09-07,2,@,Iowa,L,0,0,-30,19,34,55.9,244,3,39,194,5.0,0,0,0,0
San Diego State,2019-09-07,2,@,UCLA,W,2,23,9,24,35,68.6,199,1,32,62,1.9,1,2,0,2
San Jose State,2019-09-07,2,,Tulsa,L,2,16,-18,21,28,75.0,283,1,54,256,4.7,3,0,0,0
SMU,2019-09-07,2,,North Texas,W,7,49,22,22,38,57.9,185,2,42,211,5.0,1,0,1,1
South Alabama,2019-09-07,2,,Jackson State,W,5,37,23,15,26,57.7,123,1,30,142,4.7,1,1,1,2
South Carolina,2019-09-07,2,,Charleston Southern,W,10,72,62,26,46,56.5,195,1,24,72,3.0,0,0,3,3
South Florida,2019-09-07,2,@,Georgia Tech,L,1,10,-4,14,21,66.7,76,0,49,181,3.7,2,1,1,2
Southern Mississippi,2019-09-07,2,@,Mississippi State,L,2,15,-23,16,21,76.2,176,2,41,210,5.1,3,0,0,0
Stanford,2019-09-07,2,@,Southern California,L,2,20,-25,28,33,84.8,377,3,28,115,4.1,3,1,0,1
Syracuse,2019-09-07,2,@,Maryland,L,3,20,-43,21,38,55.3,296,3,45,354,7.9,6,0,1,1
Tennessee,2019-09-07,2,,Brigham Young,L,2,26,-3,19,30,63.3,232,1,30,107,3.6,2,0,0,0
Texas,2019-09-07,2,,Louisiana State,L,4,38,-7,31,39,79.5,471,1,29,102,3.5,0,0,1,1
Texas A&M,2019-09-07,2,@,Clemson,L,1,10,-14,24,35,68.6,268,1,33,121,3.7,2,0,1,1
Texas State,2019-09-07,2,,Wyoming,L,2,14,-9,8,18,44.4,103,0,49,190,3.9,1,0,1,1
Texas Tech,2019-09-07,2,,Texas-El Paso,W,5,38,35,7,19,36.8,54,0,38,77,2.0,0,0,0,0
Tulane,2019-09-07,2,@,Auburn,L,0,6,-18,19,37,51.4,207,1,45,172,3.8,2,2,0,2
Tulsa,2019-09-07,2,@,San Jose State,W,4,34,18,21,37,56.8,233,1,31,115,3.7,1,1,0,1
