School,Date,G,Loc,Opponent,WL,Total TD opp,Points Against
Western Kentucky,2018-09-22,4,@,Ball State,W,2,20
Western Michigan,2018-09-22,4,@,Georgia State,W,2,15
Wisconsin,2018-09-22,4,@,Iowa,W,2,17
Miami (FL),2018-09-27,5,,North Carolina,W,1,10
North Carolina,2018-09-27,4,@,Miami (FL),L,6,47
Colorado,2018-09-28,4,,UCLA,W,1,16
Memphis,2018-09-28,5,@,Tulane,L,5,40
Tulane,2018-09-28,5,,Memphis,W,3,24
UCLA,2018-09-28,4,@,Colorado,L,5,38
Air Force,2018-09-29,4,,Nevada,L,4,28
Alabama,2018-09-29,5,,Louisiana,W,2,14
Appalachian State,2018-09-29,4,,South Alabama,W,1,7
Arizona,2018-09-29,5,,Southern California,L,3,24
Arizona State,2018-09-29,5,,Oregon State,W,3,24
Arkansas,2018-09-29,5,N,Texas A&M,L,3,24
Arkansas State,2018-09-29,5,@,Georgia Southern,L,4,28
Army,2018-09-29,5,@,Buffalo,W,2,13
Auburn,2018-09-29,5,,Southern Mississippi,W,1,13
Ball State,2018-09-29,5,,Kent State,W,3,24
Baylor,2018-09-29,5,@,Oklahoma,L,9,66
Boise State,2018-09-29,4,@,Wyoming,W,2,14
Boston College,2018-09-29,5,,Temple,W,5,35
Bowling Green State,2018-09-29,5,@,Georgia Tech,L,8,63
Brigham Young,2018-09-29,5,@,Washington,L,5,35
Buffalo,2018-09-29,5,,Army,L,6,42
California,2018-09-29,4,,Oregon,L,6,42
Central Michigan,2018-09-29,5,@,Michigan State,L,4,31
Charlotte,2018-09-29,5,@,Alabama-Birmingham,L,4,28
Cincinnati,2018-09-29,5,@,Connecticut,W,1,7
Clemson,2018-09-29,5,,Syracuse,W,2,23
Coastal Carolina,2018-09-29,5,@,Troy,L,6,45
Connecticut,2018-09-29,5,,Cincinnati,L,7,49
Duke,2018-09-29,5,,Virginia Tech,L,4,31
East Carolina,2018-09-29,4,,Old Dominion,W,4,35
Eastern Michigan,2018-09-29,5,,Northern Illinois,L,3,26
Florida,2018-09-29,5,@,Mississippi State,W,0,6
Florida Atlantic,2018-09-29,5,@,Middle Tennessee State,L,3,25
Florida International,2018-09-29,5,,Arkansas-Pine Bluff,W,0,9
Florida State,2018-09-29,5,@,Louisville,W,3,24
Fresno State,2018-09-29,4,,Toledo,W,3,27
Georgia,2018-09-29,5,,Tennessee,W,2,12
Georgia Southern,2018-09-29,4,,Arkansas State,W,2,21
Georgia State,2018-09-29,5,,Louisiana-Monroe,W,2,14
Georgia Tech,2018-09-29,5,,Bowling Green State,W,2,17
Hawaii,2018-09-29,6,@,San Jose State,W,5,41
Indiana,2018-09-29,5,@,Rutgers,W,2,17
Iowa State,2018-09-29,4,@,Texas Christian,L,2,17
Kansas,2018-09-29,5,,Oklahoma State,L,6,48
Kansas State,2018-09-29,5,,Texas,L,2,19
Kent State,2018-09-29,5,@,Ball State,L,7,52
Kentucky,2018-09-29,5,,South Carolina,W,1,10
Liberty,2018-09-29,4,@,New Mexico,W,6,43
Louisiana,2018-09-29,4,@,Alabama,L,8,56
Louisiana Tech,2018-09-29,4,@,North Texas,W,4,27
Louisiana-Monroe,2018-09-29,5,@,Georgia State,L,6,46
Louisville,2018-09-29,5,,Florida State,L,4,28
LSU,2018-09-29,5,,Mississippi,W,1,16
Marshall,2018-09-29,4,@,Western Kentucky,W,2,17
Massachusetts,2018-09-29,6,@,Ohio,L,7,58
Miami (OH),2018-09-29,5,,Western Michigan,L,6,40
Michigan,2018-09-29,5,@,Northwestern,W,2,17
Michigan State,2018-09-29,4,,Central Michigan,W,2,20
Middle Tennessee State,2018-09-29,4,,Florida Atlantic,W,3,24
Mississippi State,2018-09-29,5,,Florida,L,1,13
Nebraska,2018-09-29,4,,Purdue,L,5,42
Nevada,2018-09-29,5,@,Air Force,W,3,25
New Mexico,2018-09-29,4,,Liberty,L,7,52
North Carolina State,2018-09-29,4,,Virginia,W,3,21
North Texas,2018-09-29,5,,Louisiana Tech,L,2,29
Northern Illinois,2018-09-29,5,@,Eastern Michigan,W,2,23
Northwestern,2018-09-29,4,,Michigan,L,2,20
Notre Dame,2018-09-29,5,,Stanford,W,2,17
Ohio,2018-09-29,4,,Massachusetts,W,6,42
Ohio State,2018-09-29,5,@,Penn State,W,3,26
Oklahoma,2018-09-29,5,,Baylor,W,4,33
Oklahoma State,2018-09-29,5,@,Kansas,W,4,28
Old Dominion,2018-09-29,5,@,East Carolina,L,5,37
Ole Miss,2018-09-29,5,@,Louisiana State,L,6,45
Oregon,2018-09-29,5,@,California,W,3,24
Oregon State,2018-09-29,5,@,Arizona State,L,7,52
Penn State,2018-09-29,5,,Ohio State,L,4,27
Pitt,2018-09-29,5,@,Central Florida,L,6,45
Purdue,2018-09-29,5,@,Nebraska,W,4,28
Rice,2018-09-29,5,@,Wake Forest,L,8,56
Rutgers,2018-09-29,5,,Indiana,L,3,24
San Jose State,2018-09-29,4,,Hawaii,L,5,44
SMU,2018-09-29,5,,Houston Baptist,W,3,27
South Alabama,2018-09-29,5,@,Appalachian State,L,7,52
South Carolina,2018-09-29,4,@,Kentucky,L,3,24
Southern Mississippi,2018-09-29,4,@,Auburn,L,3,24
Stanford,2018-09-29,5,@,Notre Dame,L,5,38
Syracuse,2018-09-29,5,@,Clemson,L,3,27
Temple,2018-09-29,5,@,Boston College,L,6,45
Tennessee,2018-09-29,5,@,Georgia,L,5,38
Texas,2018-09-29,5,@,Kansas State,W,2,14
Texas A&M,2018-09-29,5,N,Arkansas,W,2,17
Texas Christian,2018-09-29,5,,Iowa State,W,2,14
Texas Tech,2018-09-29,5,,West Virginia,L,6,42
Toledo,2018-09-29,4,@,Fresno State,L,7,49
Troy,2018-09-29,5,,Coastal Carolina,W,3,21
UAB,2018-09-29,4,,Charlotte,W,1,7
UCF,2018-09-29,4,,Pittsburgh,W,2,14
USC,2018-09-29,5,@,Arizona,W,3,20
Utah,2018-09-29,4,@,Washington State,L,4,28
UTEP,2018-09-29,5,@,Texas-San Antonio,L,3,30
UTSA,2018-09-29,5,,Texas-El Paso,W,3,21
Vanderbilt,2018-09-29,5,,Tennessee State,W,4,27
Virginia,2018-09-29,5,@,North Carolina State,L,4,35
Virginia Tech,2018-09-29,4,@,Duke,W,2,14
Wake Forest,2018-09-29,5,,Rice,W,3,24
Washington,2018-09-29,5,,Brigham Young,W,1,7
Washington State,2018-09-29,5,,Utah,W,3,24
West Virginia,2018-09-29,4,@,Texas Tech,W,4,34
Western Kentucky,2018-09-29,5,,Marshall,L,2,20
Western Michigan,2018-09-29,5,@,Miami (OH),W,5,39
Wyoming,2018-09-29,5,,Boise State,L,4,34
Georgia State,2018-10-04,6,@,Troy,L,5,37
Houston,2018-10-04,5,,Tulsa,W,2,26
Troy,2018-10-04,6,,Georgia State,W,2,20
Tulsa,2018-10-04,5,@,Houston,L,5,41
Brigham Young,2018-10-05,6,,Utah State,L,6,45
Georgia Tech,2018-10-05,6,@,Louisville,W,4,31
Louisville,2018-10-05,6,,Georgia Tech,L,9,66
Marshall,2018-10-05,5,,Middle Tennessee State,L,4,34
Middle Tennessee State,2018-10-05,5,@,Marshall,W,3,24
Utah State,2018-10-05,5,@,Brigham Young,W,3,20
Air Force,2018-10-06,5,,Navy,W,1,7
Akron,2018-10-06,4,,Miami (OH),L,5,41
Alabama,2018-10-06,6,@,Arkansas,W,4,31
Arizona,2018-10-06,6,,California,W,2,17
Arizona State,2018-10-06,6,@,Colorado,L,4,28
Arkansas,2018-10-06,6,,Alabama,L,9,65
Auburn,2018-10-06,6,@,Mississippi State,L,2,23
Ball State,2018-10-06,6,,Northern Illinois,L,3,24
Baylor,2018-10-06,6,,Kansas State,W,5,34
Boise State,2018-10-06,5,,San Diego State,L,2,19
Boston College,2018-10-06,6,@,North Carolina State,L,4,28
Bowling Green State,2018-10-06,6,@,Toledo,L,7,52
Buffalo,2018-10-06,6,@,Central Michigan,W,3,24
California,2018-10-06,5,@,Arizona,L,3,24
Central Michigan,2018-10-06,6,,Buffalo,L,4,34
Cincinnati,2018-10-06,6,,Tulane,W,3,21
Clemson,2018-10-06,6,@,Wake Forest,W,0,3
Colorado,2018-10-06,5,,Arizona State,W,3,21
Colorado State,2018-10-06,6,@,San Jose State,W,4,30
Connecticut,2018-10-06,6,@,Memphis,L,8,55
East Carolina,2018-10-06,5,@,Temple,L,7,49
Eastern Michigan,2018-10-06,6,@,Western Michigan,L,4,27
Florida,2018-10-06,6,,Louisiana State,W,2,19
Florida Atlantic,2018-10-06,6,,Old Dominion,W,5,33
Florida State,2018-10-06,6,@,Miami (FL),L,4,28
Fresno State,2018-10-06,5,@,Nevada,W,0,3
Georgia,2018-10-06,6,,Vanderbilt,W,1,13
Georgia Southern,2018-10-06,5,,South Alabama,W,1,13
Hawaii,2018-10-06,7,,Wyoming,W,1,13
Illinois,2018-10-06,5,@,Rutgers,W,2,17
Indiana,2018-10-06,6,@,Ohio State,L,7,49
Iowa,2018-10-06,5,@,Minnesota,W,4,31
Iowa State,2018-10-06,5,@,Oklahoma State,W,6,42
Kansas,2018-10-06,6,@,West Virginia,L,5,38
Kansas State,2018-10-06,6,@,Baylor,L,4,37
Kent State,2018-10-06,6,,Ohio,L,4,27
Kentucky,2018-10-06,6,@,Texas A&M,L,3,20
Liberty,2018-10-06,5,@,New Mexico State,L,7,49
Louisiana,2018-10-06,5,@,Texas State,W,4,27
Louisiana Tech,2018-10-06,5,,Alabama-Birmingham,L,4,28
Louisiana-Monroe,2018-10-06,6,@,Mississippi,L,10,70
LSU,2018-10-06,6,@,Florida,L,4,27
Maryland,2018-10-06,5,@,Michigan,L,5,42
Massachusetts,2018-10-06,7,,South Florida,L,7,58
Memphis,2018-10-06,6,,Connecticut,W,2,14
Miami (FL),2018-10-06,6,,Florida State,W,3,27
Miami (OH),2018-10-06,6,@,Akron,W,2,17
Michigan,2018-10-06,6,,Maryland,W,3,21
Michigan State,2018-10-06,5,,Northwestern,L,4,29
Minnesota,2018-10-06,5,,Iowa,L,6,48
Mississippi State,2018-10-06,6,,Auburn,W,0,9
Missouri,2018-10-06,5,@,South Carolina,L,4,37
Navy,2018-10-06,5,@,Air Force,L,5,35
Nebraska,2018-10-06,5,@,Wisconsin,L,5,41
Nevada,2018-10-06,6,,Fresno State,L,3,21
New Mexico,2018-10-06,5,@,Nevada-Las Vegas,W,2,14
New Mexico State,2018-10-06,6,,Liberty,W,6,41
North Carolina State,2018-10-06,5,,Boston College,W,3,23
North Texas,2018-10-06,6,@,Texas-El Paso,W,3,24
Northern Illinois,2018-10-06,6,@,Ball State,W,1,16
Northwestern,2018-10-06,5,@,Michigan State,W,2,19
Notre Dame,2018-10-06,6,@,Virginia Tech,W,2,23
Ohio,2018-10-06,5,@,Kent State,W,2,26
Ohio State,2018-10-06,6,,Indiana,W,3,26
Oklahoma,2018-10-06,6,N,Texas,L,6,48
Oklahoma State,2018-10-06,6,,Iowa State,L,6,48
Old Dominion,2018-10-06,6,@,Florida Atlantic,L,8,52
Ole Miss,2018-10-06,6,,Louisiana-Monroe,W,3,21
Oregon State,2018-10-06,6,,Washington State,L,8,56
Pitt,2018-10-06,6,,Syracuse,W,4,37
Rice,2018-10-06,6,,Texas-San Antonio,L,2,20
Rutgers,2018-10-06,6,,Illinois,L,5,38
San Diego State,2018-10-06,5,@,Boise State,W,2,13
San Jose State,2018-10-06,5,,Colorado State,L,6,42
SMU,2018-10-06,6,@,Central Florida,L,6,48
South Alabama,2018-10-06,6,@,Georgia Southern,L,6,48
South Carolina,2018-10-06,5,,Missouri,W,3,35
South Florida,2018-10-06,5,@,Massachusetts,W,6,42
Stanford,2018-10-06,6,,Utah,L,4,40
Syracuse,2018-10-06,6,@,Pittsburgh,L,5,44
Temple,2018-10-06,6,,East Carolina,W,0,6
Texas,2018-10-06,6,N,Oklahoma,W,6,45
Texas A&M,2018-10-06,6,,Kentucky,W,2,14
Texas State,2018-10-06,5,,Louisiana,L,6,42
Toledo,2018-10-06,5,,Bowling Green State,W,5,36
Tulane,2018-10-06,6,@,Cincinnati,L,5,37
UAB,2018-10-06,5,@,Louisiana Tech,W,1,7
UCF,2018-10-06,5,,Southern Methodist,W,2,20
UCLA,2018-10-06,5,,Washington,L,4,31
UNLV,2018-10-06,5,,New Mexico,L,7,50
Utah,2018-10-06,5,@,Stanford,W,3,21
UTEP,2018-10-06,6,,North Texas,L,3,27
UTSA,2018-10-06,6,@,Rice,W,0,3
Vanderbilt,2018-10-06,6,@,Georgia,L,6,41
Virginia Tech,2018-10-06,5,,Notre Dame,L,6,45
Wake Forest,2018-10-06,6,,Clemson,L,9,63
Washington,2018-10-06,6,@,UCLA,W,3,24
Washington State,2018-10-06,6,@,Oregon State,W,5,37
West Virginia,2018-10-06,5,,Kansas,W,3,22
Western Michigan,2018-10-06,6,,Eastern Michigan,W,3,24
Wisconsin,2018-10-06,5,,Nebraska,W,3,24
Wyoming,2018-10-06,6,@,Hawaii,L,2,17
Appalachian State,2018-10-09,5,@,Arkansas State,W,0,9
Arkansas State,2018-10-09,6,,Appalachian State,L,5,35
Georgia Southern,2018-10-11,6,@,Texas State,W,2,13
Texas Christian,2018-10-11,6,,Texas Tech,L,2,17
Texas State,2018-10-11,6,,Georgia Southern,L,1,15
Texas Tech,2018-10-11,6,@,Texas Christian,W,2,14
Air Force,2018-10-12,6,@,San Diego State,L,3,21
Arizona,2018-10-12,7,@,Utah,L,6,42
San Diego State,2018-10-12,6,,Air Force,W,2,17
South Florida,2018-10-12,6,@,Tulsa,W,3,24
Tulsa,2018-10-12,6,,South Florida,L,3,25
Utah,2018-10-12,6,,Arizona,W,1,10
Akron,2018-10-13,5,@,Buffalo,L,3,24
Alabama,2018-10-13,7,,Missouri,W,1,10
Arkansas,2018-10-13,7,,Mississippi,L,5,37
Army,2018-10-13,6,N,San Jose State,W,0,3
Auburn,2018-10-13,7,,Tennessee,L,3,30
Ball State,2018-10-13,7,@,Central Michigan,W,2,23
Baylor,2018-10-13,7,@,Texas,L,2,23
Boise State,2018-10-13,6,@,Nevada,W,3,27
Boston College,2018-10-13,7,,Louisville,W,3,20
Bowling Green State,2018-10-13,7,,Western Michigan,L,6,42
Brigham Young,2018-10-13,7,,Hawaii,W,3,23
Buffalo,2018-10-13,7,,Akron,W,0,6
California,2018-10-13,6,,UCLA,L,4,37
Central Michigan,2018-10-13,7,,Ball State,L,3,24
Charlotte,2018-10-13,6,,Western Kentucky,W,2,14
Coastal Carolina,2018-10-13,6,,Louisiana-Monroe,L,6,45
Colorado,2018-10-13,6,@,Southern California,L,4,31
Colorado State,2018-10-13,7,,New Mexico,W,2,18
Duke,2018-10-13,6,@,Georgia Tech,W,2,14
East Carolina,2018-10-13,6,,Houston,L,6,42
Eastern Michigan,2018-10-13,7,,Toledo,W,3,26
Florida,2018-10-13,7,@,Vanderbilt,W,3,27
Florida International,2018-10-13,6,,Middle Tennessee State,W,3,21
Fresno State,2018-10-13,6,,Wyoming,W,0,3
Georgia,2018-10-13,7,@,Louisiana State,L,3,36
Georgia Tech,2018-10-13,7,,Duke,L,4,28
Hawaii,2018-10-13,8,@,Brigham Young,L,7,49
Houston,2018-10-13,6,@,East Carolina,W,2,20
Illinois,2018-10-13,6,,Purdue,L,6,46
Indiana,2018-10-13,7,,Iowa,L,6,42
Iowa,2018-10-13,6,@,Indiana,W,2,16
Iowa State,2018-10-13,6,,West Virginia,W,2,14
Kansas State,2018-10-13,7,,Oklahoma State,W,1,12
Kent State,2018-10-13,7,@,Miami (OH),L,4,31
Liberty,2018-10-13,6,,Troy,W,1,16
Louisiana,2018-10-13,6,,New Mexico State,W,5,38
Louisiana Tech,2018-10-13,6,@,Texas-San Antonio,W,0,3
Louisiana-Monroe,2018-10-13,7,@,Coastal Carolina,W,2,20
Louisville,2018-10-13,7,@,Boston College,L,5,38
LSU,2018-10-13,7,,Georgia,W,2,16
Marshall,2018-10-13,6,@,Old Dominion,W,2,20
Maryland,2018-10-13,6,,Rutgers,W,1,7
Memphis,2018-10-13,7,,Central Florida,L,4,31
Miami (FL),2018-10-13,7,@,Virginia,L,1,16
Miami (OH),2018-10-13,7,,Kent State,W,1,6
Michigan,2018-10-13,7,,Wisconsin,W,2,13
Michigan State,2018-10-13,6,@,Penn State,W,2,17
Middle Tennessee State,2018-10-13,6,@,Florida International,L,2,24
Minnesota,2018-10-13,6,@,Ohio State,L,3,30
Missouri,2018-10-13,6,@,Alabama,L,4,39
Navy,2018-10-13,6,,Temple,L,3,24
Nebraska,2018-10-13,6,@,Northwestern,L,4,34
Nevada,2018-10-13,7,,Boise State,L,4,31
New Mexico,2018-10-13,6,@,Colorado State,L,2,20
New Mexico State,2018-10-13,7,@,Louisiana,L,9,66
North Carolina,2018-10-13,5,,Virginia Tech,L,3,22
North Texas,2018-10-13,7,,Southern Mississippi,W,1,7
Northern Illinois,2018-10-13,7,,Ohio,W,3,21
Northwestern,2018-10-13,6,,Nebraska,W,4,31
Notre Dame,2018-10-13,7,,Pittsburgh,W,2,14
Ohio,2018-10-13,6,@,Northern Illinois,L,3,24
Ohio State,2018-10-13,7,,Minnesota,W,2,14
Oklahoma State,2018-10-13,7,@,Kansas State,L,4,31
Old Dominion,2018-10-13,7,,Marshall,L,6,42
Ole Miss,2018-10-13,7,@,Arkansas,W,3,33
Oregon,2018-10-13,6,,Washington,W,3,27
Penn State,2018-10-13,6,,Michigan State,L,3,21
Pitt,2018-10-13,7,@,Notre Dame,L,2,19
Purdue,2018-10-13,6,@,Illinois,W,1,7
Rice,2018-10-13,7,,Alabama-Birmingham,L,6,42
Rutgers,2018-10-13,7,@,Maryland,L,4,34
San Jose State,2018-10-13,6,N,Army,L,7,52
South Alabama,2018-10-13,7,,Alabama State,W,1,7
South Carolina,2018-10-13,6,,Texas A&M,L,2,26
Southern Mississippi,2018-10-13,5,@,North Texas,L,4,30
Temple,2018-10-13,7,@,Navy,W,2,17
Tennessee,2018-10-13,6,@,Auburn,W,3,24
Texas,2018-10-13,7,,Baylor,W,2,17
Texas A&M,2018-10-13,7,@,South Carolina,W,3,23
Toledo,2018-10-13,6,@,Eastern Michigan,L,4,28
Troy,2018-10-13,7,@,Liberty,L,3,22
UAB,2018-10-13,6,@,Rice,W,0,0
UCF,2018-10-13,6,@,Memphis,W,3,30
UCLA,2018-10-13,6,@,California,W,1,7
UNLV,2018-10-13,6,@,Utah State,L,8,59
USC,2018-10-13,6,,Colorado,W,3,20
Utah State,2018-10-13,6,,Nevada-Las Vegas,W,4,28
UTSA,2018-10-13,7,,Louisiana Tech,L,4,31
Vanderbilt,2018-10-13,7,,Florida,L,4,37
Virginia,2018-10-13,6,,Miami (FL),W,1,13
Virginia Tech,2018-10-13,6,@,North Carolina,W,1,19
Washington,2018-10-13,7,@,Oregon,L,4,30
West Virginia,2018-10-13,6,@,Iowa State,L,4,30
Western Kentucky,2018-10-13,6,@,Charlotte,L,5,40
Western Michigan,2018-10-13,7,@,Bowling Green State,W,5,35
Wisconsin,2018-10-13,6,@,Michigan,L,4,38
Wyoming,2018-10-13,7,@,Fresno State,L,4,27
Arizona State,2018-10-18,7,,Stanford,L,2,20
Arkansas State,2018-10-18,7,,Georgia State,W,5,35
Georgia State,2018-10-18,7,@,Arkansas State,L,7,51
Stanford,2018-10-18,7,@,Arizona State,W,1,13
Air Force,2018-10-19,7,@,Nevada-Las Vegas,W,5,35
Boise State,2018-10-19,7,,Colorado State,W,4,28
Colorado State,2018-10-19,8,@,Boise State,L,8,56
UNLV,2018-10-19,7,,Air Force,L,5,41
Akron,2018-10-20,6,@,Kent State,W,3,23
Alabama,2018-10-20,8,@,Tennessee,W,3,21
Appalachian State,2018-10-20,6,,Louisiana,W,2,17
Arizona,2018-10-20,8,@,UCLA,L,4,31
Arkansas,2018-10-20,8,,Tulsa,W,0,0
Army,2018-10-20,7,,Miami (OH),W,4,30
Auburn,2018-10-20,8,@,Mississippi,W,1,16
Ball State,2018-10-20,8,,Eastern Michigan,L,6,42
Bowling Green State,2018-10-20,8,@,Ohio,L,7,49
Buffalo,2018-10-20,8,@,Toledo,W,2,17
California,2018-10-20,7,@,Oregon State,W,1,7
Central Michigan,2018-10-20,8,,Western Michigan,L,5,35
Charlotte,2018-10-20,7,@,Middle Tennessee State,L,4,21
Cincinnati,2018-10-20,7,@,Temple,L,3,24
Clemson,2018-10-20,7,,North Carolina State,W,1,7
Coastal Carolina,2018-10-20,7,@,Massachusetts,W,1,13
Colorado,2018-10-20,7,@,Washington,L,3,27
Connecticut,2018-10-20,7,@,South Florida,L,5,38
Duke,2018-10-20,7,,Virginia,L,3,28
East Carolina,2018-10-20,7,,Central Florida,L,4,37
Eastern Michigan,2018-10-20,8,@,Ball State,W,3,20
Florida Atlantic,2018-10-20,7,@,Marshall,L,4,31
Florida International,2018-10-20,7,,Rice,W,2,17
Florida State,2018-10-20,7,,Wake Forest,W,2,17
Fresno State,2018-10-20,7,@,New Mexico,W,1,7
Georgia Southern,2018-10-20,7,@,New Mexico State,W,4,31
Hawaii,2018-10-20,9,,Nevada,L,5,40
Houston,2018-10-20,7,@,Navy,W,5,36
Illinois,2018-10-20,7,@,Wisconsin,L,7,49
Indiana,2018-10-20,8,,Penn State,L,4,33
Iowa,2018-10-20,7,,Maryland,W,0,0
Kansas,2018-10-20,7,@,Texas Tech,L,6,48
Kent State,2018-10-20,8,,Akron,L,3,24
Kentucky,2018-10-20,7,,Vanderbilt,W,1,7
Liberty,2018-10-20,7,,Idaho State,W,5,41
Louisiana,2018-10-20,7,@,Appalachian State,L,3,27
Louisiana Tech,2018-10-20,7,,Texas-El Paso,W,3,24
Louisiana-Monroe,2018-10-20,8,,Texas State,W,2,14
LSU,2018-10-20,8,,Mississippi State,W,0,3
Marshall,2018-10-20,7,,Florida Atlantic,W,1,7
Maryland,2018-10-20,7,@,Iowa,L,2,23
Massachusetts,2018-10-20,8,,Coastal Carolina,L,3,24
Memphis,2018-10-20,8,@,Missouri,L,9,65
Miami (OH),2018-10-20,8,@,Army,L,4,31
Michigan,2018-10-20,8,@,Michigan State,W,1,7
Michigan State,2018-10-20,7,,Michigan,L,3,21
Middle Tennessee State,2018-10-20,7,,Charlotte,W,2,13
Minnesota,2018-10-20,7,@,Nebraska,L,7,53
Mississippi State,2018-10-20,7,@,Louisiana State,L,1,19
Missouri,2018-10-20,7,,Memphis,W,4,33
Navy,2018-10-20,7,,Houston,L,7,49
Nebraska,2018-10-20,7,,Minnesota,W,4,28
Nevada,2018-10-20,8,@,Hawaii,W,3,22
New Mexico,2018-10-20,7,,Fresno State,L,5,38
New Mexico State,2018-10-20,8,,Georgia Southern,L,6,48
North Carolina,2018-10-20,6,@,Syracuse,L,5,40
North Carolina State,2018-10-20,6,@,Clemson,L,5,41
North Texas,2018-10-20,8,@,Alabama-Birmingham,L,3,29
Northwestern,2018-10-20,7,@,Rutgers,W,1,15
Ohio,2018-10-20,7,,Bowling Green State,W,2,14
Ohio State,2018-10-20,8,@,Purdue,L,7,49
Oklahoma,2018-10-20,7,@,Texas Christian,W,3,27
Old Dominion,2018-10-20,8,@,Western Kentucky,W,4,34
Ole Miss,2018-10-20,8,,Auburn,L,5,31
Oregon,2018-10-20,7,@,Washington State,L,5,34
Oregon State,2018-10-20,7,,California,L,7,49
Penn State,2018-10-20,7,@,Indiana,W,4,28
Purdue,2018-10-20,7,,Ohio State,W,2,20
Rice,2018-10-20,8,@,Florida International,L,4,36
Rutgers,2018-10-20,8,,Northwestern,L,2,18
San Diego State,2018-10-20,7,,San Jose State,W,1,13
San Jose State,2018-10-20,7,@,San Diego State,L,1,16
SMU,2018-10-20,7,@,Tulane,W,3,23
South Florida,2018-10-20,7,,Connecticut,W,4,30
Southern Mississippi,2018-10-20,6,,Texas-San Antonio,W,2,17
Syracuse,2018-10-20,7,,North Carolina,W,4,37
Temple,2018-10-20,8,,Cincinnati,W,2,17
Tennessee,2018-10-20,7,,Alabama,L,8,58
Texas Christian,2018-10-20,7,,Oklahoma,L,7,52
Texas State,2018-10-20,7,@,Louisiana-Monroe,L,2,20
Texas Tech,2018-10-20,7,,Kansas,W,2,16
Toledo,2018-10-20,7,,Buffalo,L,4,31
Tulane,2018-10-20,7,,Southern Methodist,L,4,27
Tulsa,2018-10-20,7,@,Arkansas,L,2,23
UAB,2018-10-20,7,,North Texas,W,3,21
UCF,2018-10-20,7,@,East Carolina,W,1,10
UCLA,2018-10-20,7,,Arizona,W,3,30
USC,2018-10-20,7,@,Utah,L,5,41
Utah,2018-10-20,7,,Southern California,W,4,28
Utah State,2018-10-20,7,@,Wyoming,W,1,16
UTEP,2018-10-20,7,@,Louisiana Tech,L,4,31
UTSA,2018-10-20,8,@,Southern Mississippi,L,3,27
Vanderbilt,2018-10-20,8,@,Kentucky,L,2,14
Virginia,2018-10-20,7,@,Duke,W,2,14
Wake Forest,2018-10-20,7,@,Florida State,L,5,38
Washington,2018-10-20,8,,Colorado,W,1,13
Washington State,2018-10-20,7,,Oregon,W,2,20
Western Kentucky,2018-10-20,7,,Old Dominion,L,4,37
Western Michigan,2018-10-20,8,@,Central Michigan,W,1,10
Wisconsin,2018-10-20,7,,Illinois,W,2,20
Wyoming,2018-10-20,8,,Utah State,L,3,24
South Alabama,2018-10-23,8,,Troy,L,5,38
Troy,2018-10-23,8,@,South Alabama,W,2,17
Appalachian State,2018-10-25,7,@,Georgia Southern,L,4,34
Ball State,2018-10-25,9,@,Ohio,L,7,52
Baylor,2018-10-25,8,@,West Virginia,L,7,58
Georgia Southern,2018-10-25,8,,Appalachian State,W,2,14
Georgia Tech,2018-10-25,8,@,Virginia Tech,W,4,28
Ohio,2018-10-25,8,,Ball State,W,2,14
Toledo,2018-10-25,8,@,Western Michigan,W,3,24
Virginia Tech,2018-10-25,7,,Georgia Tech,L,7,49
West Virginia,2018-10-25,7,,Baylor,W,2,14
Western Michigan,2018-10-25,9,,Toledo,L,6,51
Boston College,2018-10-26,8,,Miami (FL),W,2,14
Colorado State,2018-10-26,9,,Wyoming,L,4,34
Florida Atlantic,2018-10-26,8,,Louisiana Tech,L,3,21
Indiana,2018-10-26,9,@,Minnesota,L,5,38
Louisiana Tech,2018-10-26,8,@,Florida Atlantic,W,1,13
Miami (FL),2018-10-26,8,@,Boston College,L,3,27
Minnesota,2018-10-26,8,,Indiana,W,3,31
UCLA,2018-10-26,8,,Utah,L,5,41
Utah,2018-10-26,8,@,UCLA,W,1,10
Wyoming,2018-10-26,9,@,Colorado State,W,3,21
Air Force,2018-10-27,8,,Boise State,L,6,48
Akron,2018-10-27,7,,Central Michigan,W,1,10
Arizona,2018-10-27,9,,Oregon,W,2,15
Arizona State,2018-10-27,8,@,Southern California,W,5,35
Arkansas,2018-10-27,9,,Vanderbilt,L,6,45
Arkansas State,2018-10-27,8,@,Louisiana,L,6,47
Army,2018-10-27,8,@,Eastern Michigan,W,3,22
Boise State,2018-10-27,8,@,Air Force,W,5,38
Brigham Young,2018-10-27,8,,Northern Illinois,L,1,7
California,2018-10-27,8,,Washington,W,1,10
Central Michigan,2018-10-27,9,@,Akron,L,2,17
Charlotte,2018-10-27,8,,Southern Mississippi,W,2,17
Cincinnati,2018-10-27,8,@,Southern Methodist,W,2,20
Clemson,2018-10-27,8,@,Florida State,W,1,10
Coastal Carolina,2018-10-27,8,@,Georgia State,W,5,34
Colorado,2018-10-27,8,,Oregon State,L,5,41
Connecticut,2018-10-27,8,,Massachusetts,L,3,22
Duke,2018-10-27,8,@,Pittsburgh,L,6,54
Eastern Michigan,2018-10-27,9,,Army,L,4,37
Florida,2018-10-27,8,N,Georgia,L,4,36
Florida International,2018-10-27,8,@,Western Kentucky,W,2,17
Florida State,2018-10-27,8,,Clemson,L,8,59
