School,Date,G,Loc,Opponent,WL,Total TD opp,Points Against
New Mexico State,2011-09-03,1,,Ohio,L,6,44
North Carolina,2011-09-03,1,,James Madison,W,1,10
North Carolina State,2011-09-03,1,,Liberty,W,2,21
Northern Illinois,2011-09-03,1,,Army,W,4,26
Northwestern,2011-09-03,1,@,Boston College,W,2,17
Notre Dame,2011-09-03,1,,South Florida,L,2,23
Ohio,2011-09-03,1,@,New Mexico State,W,3,24
Ohio State,2011-09-03,1,,Akron,W,0,0
Oklahoma,2011-09-03,1,,Tulsa,W,2,14
Oklahoma State,2011-09-03,1,,Louisiana,W,4,34
Ole Miss,2011-09-03,1,,Brigham Young,L,2,14
Oregon,2011-09-03,1,N,Louisiana State,L,5,40
Oregon State,2011-09-03,1,,Sacramento State,L,4,29
Penn State,2011-09-03,1,,Indiana State,W,1,7
Pitt,2011-09-03,1,,Buffalo,W,2,16
Purdue,2011-09-03,1,,Middle Tennessee State,W,3,24
Rice,2011-09-03,1,@,Texas,L,4,34
San Diego State,2011-09-03,1,,Cal Poly,W,3,21
San Jose State,2011-09-03,1,@,Stanford,L,7,57
South Carolina,2011-09-03,1,N,East Carolina,W,5,37
South Florida,2011-09-03,1,@,Notre Dame,W,3,20
Southern Mississippi,2011-09-03,1,,Louisiana Tech,W,2,17
Stanford,2011-09-03,1,,San Jose State,W,0,3
Tennessee,2011-09-03,1,,Montana,W,2,16
Texas,2011-09-03,1,,Rice,W,0,9
Texas Tech,2011-09-03,1,,Texas State,W,1,10
Troy,2011-09-03,1,@,Clemson,L,5,43
Tulane,2011-09-03,1,,Southeastern Louisiana,W,4,33
Tulsa,2011-09-03,1,@,Oklahoma,L,6,47
UCF,2011-09-03,1,,Charleston Southern,W,0,0
UCLA,2011-09-03,1,@,Houston,L,5,38
USC,2011-09-03,1,,Minnesota,W,2,17
Utah State,2011-09-03,1,@,Auburn,L,6,42
UTEP,2011-09-03,1,,Stony Brook,W,3,24
Vanderbilt,2011-09-03,1,,Elon,W,2,14
Virginia,2011-09-03,1,,William & Mary,W,0,3
Virginia Tech,2011-09-03,1,,Appalachian State,W,2,13
Washington,2011-09-03,1,,Eastern Washington,W,3,27
Washington State,2011-09-03,1,,Idaho State,W,3,21
Western Michigan,2011-09-03,1,@,Michigan,L,5,34
Wyoming,2011-09-03,1,,Weber State,W,4,32
Eastern Michigan,2011-09-04,1,,Howard,W,1,9
Marshall,2011-09-04,1,@,West Virginia,L,4,34
SMU,2011-09-04,1,@,Texas A&M,L,6,46
Texas A&M,2011-09-04,1,,Southern Methodist,W,2,14
West Virginia,2011-09-04,1,,Marshall,W,1,13
Maryland,2011-09-05,1,,Miami (FL),W,3,24
Miami (FL),2011-09-05,1,@,Maryland,L,3,32
Arizona,2011-09-08,2,@,Oklahoma State,L,5,37
Oklahoma State,2011-09-08,2,,Arizona,W,2,14
Arizona State,2011-09-09,2,,Missouri,W,3,30
Florida International,2011-09-09,2,@,Louisville,W,2,17
Louisville,2011-09-09,2,,Florida International,L,3,24
Missouri,2011-09-09,2,@,Arizona State,L,5,37
Air Force,2011-09-10,2,,Texas Christian,L,5,35
Akron,2011-09-10,2,,Temple,L,5,41
Alabama,2011-09-10,2,@,Penn State,W,1,11
Arkansas,2011-09-10,2,,New Mexico,W,0,3
Arkansas State,2011-09-10,2,,Memphis,W,0,3
Army,2011-09-10,2,,San Diego State,L,3,23
Auburn,2011-09-10,2,,Mississippi State,W,4,34
Ball State,2011-09-10,2,@,South Florida,L,4,37
Boston College,2011-09-10,2,@,Central Florida,L,3,30
Bowling Green State,2011-09-10,2,,Morgan State,W,1,13
Brigham Young,2011-09-10,2,@,Texas,L,2,17
Buffalo,2011-09-10,2,,Stony Brook,W,1,7
California,2011-09-10,2,@,Colorado,W,3,33
Central Michigan,2011-09-10,2,@,Kentucky,L,3,27
Cincinnati,2011-09-10,2,@,Tennessee,L,6,45
Clemson,2011-09-10,2,,Wofford,W,3,27
Colorado,2011-09-10,2,,California,L,5,36
Colorado State,2011-09-10,2,,Northern Colorado,W,2,14
Connecticut,2011-09-10,2,@,Vanderbilt,L,3,24
Duke,2011-09-10,2,,Stanford,L,6,44
East Carolina,2011-09-10,2,,Virginia Tech,L,2,17
Eastern Michigan,2011-09-10,2,,Alabama State,W,1,7
Florida,2011-09-10,2,,Alabama-Birmingham,W,0,0
Florida Atlantic,2011-09-10,2,@,Michigan State,L,5,44
Florida State,2011-09-10,2,,Charleston Southern,W,1,10
Fresno State,2011-09-10,2,@,Nebraska,L,6,42
Georgia,2011-09-10,2,,South Carolina,L,6,45
Georgia Tech,2011-09-10,2,@,Middle Tennessee State,W,3,21
Hawaii,2011-09-10,2,@,Washington,L,5,40
Houston,2011-09-10,2,@,North Texas,W,3,23
Idaho,2011-09-10,2,,North Dakota,W,2,14
Illinois,2011-09-10,2,,South Dakota State,W,0,3
Indiana,2011-09-10,2,,Virginia,L,3,34
Iowa,2011-09-10,2,@,Iowa State,L,6,44
Iowa State,2011-09-10,2,,Iowa,W,4,41
Kansas,2011-09-10,2,,Northern Illinois,W,6,42
Kent State,2011-09-10,2,,Louisiana,L,2,20
Kentucky,2011-09-10,2,,Central Michigan,W,1,13
Louisiana,2011-09-10,2,@,Kent State,W,1,12
Louisiana Tech,2011-09-10,2,,Central Arkansas,W,5,42
Louisiana-Monroe,2011-09-10,2,,Grambling State,W,1,7
LSU,2011-09-10,2,,Northwestern State,W,0,3
Marshall,2011-09-10,2,,Southern Mississippi,W,2,20
Memphis,2011-09-10,2,@,Arkansas State,L,6,47
Michigan,2011-09-10,2,,Notre Dame,W,4,31
Michigan State,2011-09-10,2,,Florida Atlantic,W,0,0
Middle Tennessee State,2011-09-10,2,,Georgia Tech,L,7,49
Minnesota,2011-09-10,2,,New Mexico State,L,4,28
Mississippi State,2011-09-10,2,@,Auburn,L,5,41
Navy,2011-09-10,2,@,Western Kentucky,W,2,14
Nebraska,2011-09-10,2,,Fresno State,W,3,29
Nevada,2011-09-10,1,@,Oregon,L,10,69
New Mexico,2011-09-10,2,@,Arkansas,L,7,52
New Mexico State,2011-09-10,2,@,Minnesota,W,3,21
North Carolina,2011-09-10,2,,Rutgers,W,2,22
North Carolina State,2011-09-10,2,@,Wake Forest,L,4,34
North Texas,2011-09-10,2,,Houston,L,6,48
Northern Illinois,2011-09-10,2,@,Kansas,L,6,45
Northwestern,2011-09-10,2,,Eastern Illinois,W,3,21
Notre Dame,2011-09-10,2,@,Michigan,L,5,35
Ohio,2011-09-10,2,,Gardner-Webb,W,0,3
Ohio State,2011-09-10,2,,Toledo,W,3,22
Ole Miss,2011-09-10,2,,Southern Illinois,W,3,24
Oregon,2011-09-10,2,,Nevada,W,3,20
Oregon State,2011-09-10,2,@,Wisconsin,L,5,35
Penn State,2011-09-10,2,,Alabama,L,3,27
Pitt,2011-09-10,2,,Maine,W,4,29
Purdue,2011-09-10,2,@,Rice,L,3,24
Rice,2011-09-10,2,,Purdue,W,2,22
Rutgers,2011-09-10,2,@,North Carolina,L,3,24
San Diego State,2011-09-10,2,@,Army,W,3,20
San Jose State,2011-09-10,2,@,UCLA,L,3,27
SMU,2011-09-10,2,,Texas-El Paso,W,2,17
South Carolina,2011-09-10,2,@,Georgia,W,5,42
South Florida,2011-09-10,2,,Ball State,W,1,7
Southern Mississippi,2011-09-10,2,@,Marshall,L,3,26
Stanford,2011-09-10,2,@,Duke,W,2,14
Syracuse,2011-09-10,2,,Rhode Island,W,2,14
Temple,2011-09-10,2,@,Akron,W,0,3
Tennessee,2011-09-10,2,,Cincinnati,W,3,23
Texas,2011-09-10,2,,Brigham Young,W,1,16
Texas Christian,2011-09-10,2,@,Air Force,W,2,19
Toledo,2011-09-10,2,@,Ohio State,L,4,27
Tulane,2011-09-10,2,,Tulsa,L,4,31
Tulsa,2011-09-10,2,@,Tulane,W,0,3
UAB,2011-09-10,1,@,Florida,L,4,39
UCF,2011-09-10,2,,Boston College,W,0,3
UCLA,2011-09-10,2,,San Jose State,W,2,17
UNLV,2011-09-10,2,@,Washington State,L,8,59
USC,2011-09-10,2,,Utah,W,2,14
Utah,2011-09-10,2,@,Southern California,L,3,23
Utah State,2011-09-10,2,,Weber State,W,2,17
UTEP,2011-09-10,2,@,Southern Methodist,L,4,28
Vanderbilt,2011-09-10,2,,Connecticut,W,2,21
Virginia,2011-09-10,2,@,Indiana,W,4,31
Virginia Tech,2011-09-10,2,@,East Carolina,W,1,10
Wake Forest,2011-09-10,2,,North Carolina State,W,3,27
Washington,2011-09-10,2,,Hawaii,W,5,32
Washington State,2011-09-10,2,,Nevada-Las Vegas,W,1,7
West Virginia,2011-09-10,2,,Norfolk State,W,0,12
Western Kentucky,2011-09-10,2,,Navy,L,6,40
Western Michigan,2011-09-10,2,,Nicholls State,W,1,7
Wisconsin,2011-09-10,2,,Oregon State,W,0,0
Wyoming,2011-09-10,2,,Texas State,W,1,10
LSU,2011-09-15,3,@,Mississippi State,W,0,6
Mississippi State,2011-09-15,3,,Louisiana State,L,1,19
Boise State,2011-09-16,2,@,Toledo,W,2,15
Connecticut,2011-09-16,3,,Iowa State,L,3,24
Iowa State,2011-09-16,3,@,Connecticut,W,2,20
Toledo,2011-09-16,3,,Boise State,L,6,40
Akron,2011-09-17,3,@,Cincinnati,L,8,59
Alabama,2011-09-17,3,,North Texas,W,0,0
Arizona,2011-09-17,3,,Stanford,L,4,37
Arizona State,2011-09-17,3,@,Illinois,L,2,17
Arkansas,2011-09-17,3,,Troy,W,4,28
Arkansas State,2011-09-17,3,@,Virginia Tech,L,3,26
Army,2011-09-17,3,,Northwestern,W,2,14
Auburn,2011-09-17,3,@,Clemson,L,5,38
Ball State,2011-09-17,3,,Buffalo,W,4,25
Baylor,2011-09-17,2,,Stephen F. Austin,W,0,0
Boston College,2011-09-17,3,,Duke,L,3,20
Bowling Green State,2011-09-17,3,,Wyoming,L,4,28
Brigham Young,2011-09-17,3,,Utah,L,7,54
Buffalo,2011-09-17,3,@,Ball State,L,4,28
California,2011-09-17,3,,Presbyterian,W,2,12
Central Michigan,2011-09-17,3,@,Western Michigan,L,5,44
Cincinnati,2011-09-17,3,,Akron,W,2,14
Clemson,2011-09-17,3,,Auburn,W,3,24
Colorado,2011-09-17,3,N,Colorado State,W,2,14
Colorado State,2011-09-17,3,N,Colorado,L,4,28
Duke,2011-09-17,3,@,Boston College,W,2,19
Eastern Michigan,2011-09-17,3,@,Michigan,L,4,31
Florida,2011-09-17,3,,Tennessee,W,3,23
Florida International,2011-09-17,3,,Central Florida,W,1,10
Florida State,2011-09-17,3,,Oklahoma,L,2,23
Fresno State,2011-09-17,3,,North Dakota,W,3,22
Georgia,2011-09-17,3,,Coastal Carolina,W,0,0
Georgia Tech,2011-09-17,3,,Kansas,W,3,24
Hawaii,2011-09-17,3,@,Nevada-Las Vegas,L,5,40
Houston,2011-09-17,3,@,Louisiana Tech,W,4,34
Idaho,2011-09-17,3,@,Texas A&M,L,4,37
Illinois,2011-09-17,3,,Arizona State,W,2,14
Indiana,2011-09-17,3,,South Carolina State,W,3,21
Iowa,2011-09-17,3,,Pittsburgh,W,3,27
Kansas,2011-09-17,3,@,Georgia Tech,L,9,66
Kansas State,2011-09-17,2,,Kent State,W,0,0
Kent State,2011-09-17,3,@,Kansas State,L,4,37
Kentucky,2011-09-17,3,,Louisville,L,3,24
Louisiana,2011-09-17,3,,Nicholls State,W,3,21
Louisiana Tech,2011-09-17,3,,Houston,L,5,35
Louisiana-Monroe,2011-09-17,3,@,Texas Christian,L,5,38
Louisville,2011-09-17,3,@,Kentucky,W,2,17
Marshall,2011-09-17,3,@,Ohio,L,5,44
Maryland,2011-09-17,2,,West Virginia,L,4,37
Memphis,2011-09-17,3,,Austin Peay,W,1,6
Miami (FL),2011-09-17,2,,Ohio State,W,0,6
Miami (OH),2011-09-17,2,@,Minnesota,L,3,29
Michigan,2011-09-17,3,,Eastern Michigan,W,0,3
Michigan State,2011-09-17,3,@,Notre Dame,L,4,31
Minnesota,2011-09-17,3,,Miami (OH),W,3,23
Missouri,2011-09-17,3,,Western Illinois,W,0,0
Navy,2011-09-17,3,@,South Carolina,L,3,24
Nebraska,2011-09-17,3,,Washington,W,5,38
Nevada,2011-09-17,2,@,San Jose State,W,2,14
New Mexico,2011-09-17,3,,Texas Tech,L,8,59
New Mexico State,2011-09-17,3,,Texas-El Paso,L,1,16
North Carolina,2011-09-17,3,,Virginia,W,2,17
North Carolina State,2011-09-17,3,,South Alabama,W,1,13
North Texas,2011-09-17,3,@,Alabama,L,5,41
Northern Illinois,2011-09-17,3,N,Wisconsin,L,7,49
Northwestern,2011-09-17,3,@,Army,L,3,21
Notre Dame,2011-09-17,3,,Michigan State,W,1,13
Ohio,2011-09-17,3,,Marshall,W,1,7
Ohio State,2011-09-17,3,@,Miami (FL),L,3,24
Oklahoma,2011-09-17,2,@,Florida State,W,1,13
Oklahoma State,2011-09-17,3,@,Tulsa,W,4,33
Ole Miss,2011-09-17,3,@,Vanderbilt,L,4,30
Oregon,2011-09-17,3,,Missouri State,W,1,7
Penn State,2011-09-17,3,@,Temple,W,1,10
Pitt,2011-09-17,3,@,Iowa,L,4,31
Purdue,2011-09-17,3,,Southeast Missouri State,W,0,0
San Diego State,2011-09-17,3,,Washington State,W,3,24
San Jose State,2011-09-17,3,,Nevada,L,2,17
SMU,2011-09-17,3,,Northwestern State,W,1,7
South Carolina,2011-09-17,3,,Navy,W,3,21
South Florida,2011-09-17,3,,Florida A&M,W,2,17
Southern Mississippi,2011-09-17,3,,Southeastern Louisiana,W,0,6
Stanford,2011-09-17,3,@,Arizona,W,1,10
Syracuse,2011-09-17,3,@,Southern California,L,5,38
Temple,2011-09-17,3,,Penn State,L,2,14
Tennessee,2011-09-17,3,@,Florida,L,3,33
Texas,2011-09-17,3,@,UCLA,W,2,20
Texas A&M,2011-09-17,2,,Idaho,W,1,7
Texas Christian,2011-09-17,3,,Louisiana-Monroe,W,2,17
Texas Tech,2011-09-17,2,@,New Mexico,W,1,13
Troy,2011-09-17,2,@,Arkansas,L,5,38
Tulane,2011-09-17,3,@,Alabama-Birmingham,W,1,10
Tulsa,2011-09-17,3,,Oklahoma State,L,8,59
UAB,2011-09-17,2,,Tulane,L,7,49
UCF,2011-09-17,3,@,Florida International,L,2,17
UCLA,2011-09-17,3,,Texas,L,7,49
UNLV,2011-09-17,3,,Hawaii,W,3,20
USC,2011-09-17,3,,Syracuse,W,2,17
Utah,2011-09-17,3,@,Brigham Young,W,1,10
UTEP,2011-09-17,3,@,New Mexico State,W,1,10
Vanderbilt,2011-09-17,3,,Mississippi,W,1,7
Virginia,2011-09-17,3,@,North Carolina,L,4,28
Virginia Tech,2011-09-17,3,,Arkansas State,W,1,7
Wake Forest,2011-09-17,3,,Gardner-Webb,W,0,5
Washington,2011-09-17,3,@,Nebraska,L,6,51
Washington State,2011-09-17,3,@,San Diego State,L,6,42
West Virginia,2011-09-17,3,@,Maryland,W,4,31
Western Kentucky,2011-09-17,3,,Indiana State,L,5,44
Western Michigan,2011-09-17,3,,Central Michigan,W,2,14
Wisconsin,2011-09-17,3,N,Northern Illinois,W,1,7
Wyoming,2011-09-17,3,@,Bowling Green State,W,4,27
Cincinnati,2011-09-22,4,,North Carolina State,W,2,14
North Carolina State,2011-09-22,4,@,Cincinnati,L,5,44
Brigham Young,2011-09-23,4,,Central Florida,W,2,17
UCF,2011-09-23,4,@,Brigham Young,L,3,24
Air Force,2011-09-24,3,,Tennessee State,W,3,24
Akron,2011-09-24,4,,Virginia Military Institute,W,2,13
Alabama,2011-09-24,4,,Arkansas,W,2,14
Arizona,2011-09-24,4,,Oregon,L,8,56
Arizona State,2011-09-24,4,,Southern California,W,2,22
Arkansas,2011-09-24,4,@,Alabama,L,5,38
Arkansas State,2011-09-24,4,,Central Arkansas,W,3,24
Army,2011-09-24,4,@,Ball State,L,6,48
Auburn,2011-09-24,4,,Florida Atlantic,W,1,14
Ball State,2011-09-24,4,,Army,W,3,21
Baylor,2011-09-24,3,,Rice,W,4,31
Boise State,2011-09-24,3,,Tulsa,W,3,21
Boston College,2011-09-24,4,,Massachusetts,W,2,17
Bowling Green State,2011-09-24,4,@,Miami (OH),W,3,23
Buffalo,2011-09-24,4,,Connecticut,L,2,17
California,2011-09-24,4,@,Washington,L,4,31
Central Michigan,2011-09-24,4,@,Michigan State,L,6,45
Clemson,2011-09-24,4,,Florida State,W,4,30
Colorado,2011-09-24,4,@,Ohio State,L,4,37
Colorado State,2011-09-24,4,@,Utah State,W,5,34
Connecticut,2011-09-24,4,@,Buffalo,W,0,3
Duke,2011-09-24,4,,Tulane,W,3,27
East Carolina,2011-09-24,3,,Alabama-Birmingham,W,3,23
Eastern Michigan,2011-09-24,4,@,Penn State,L,4,34
Florida,2011-09-24,4,@,Kentucky,W,1,10
Florida Atlantic,2011-09-24,3,@,Auburn,L,3,30
Florida International,2011-09-24,4,,Louisiana,L,4,36
Florida State,2011-09-24,4,@,Clemson,L,5,35
Fresno State,2011-09-24,4,@,Idaho,W,3,24
Georgia,2011-09-24,4,@,Mississippi,W,2,13
Georgia Tech,2011-09-24,4,,North Carolina,W,4,28
Hawaii,2011-09-24,4,,California-Davis,W,2,14
Houston,2011-09-24,4,,Georgia State,W,0,0
Idaho,2011-09-24,4,,Fresno State,L,6,48
Illinois,2011-09-24,4,,Western Michigan,W,2,20
Indiana,2011-09-24,4,@,North Texas,L,3,24
Iowa,2011-09-24,4,,Louisiana-Monroe,W,2,17
Kansas State,2011-09-24,3,@,Miami (FL),W,3,24
Kent State,2011-09-24,4,,South Alabama,W,3,25
Kentucky,2011-09-24,4,,Florida,L,6,48
Louisiana,2011-09-24,4,@,Florida International,W,4,31
Louisiana Tech,2011-09-24,4,@,Mississippi State,L,3,26
Louisiana-Monroe,2011-09-24,4,@,Iowa,L,6,45
LSU,2011-09-24,4,@,West Virginia,W,3,21
Marshall,2011-09-24,4,,Virginia Tech,L,4,30
Maryland,2011-09-24,3,,Temple,L,5,38
Memphis,2011-09-24,4,,Southern Methodist,L,6,42
Miami (FL),2011-09-24,3,,Kansas State,L,4,28
Miami (OH),2011-09-24,3,,Bowling Green State,L,5,37
Michigan,2011-09-24,4,,San Diego State,W,1,7
Michigan State,2011-09-24,4,,Central Michigan,W,1,7
Middle Tennessee State,2011-09-24,3,@,Troy,L,5,38
Minnesota,2011-09-24,4,,North Dakota State,L,5,37
Mississippi State,2011-09-24,4,,Louisiana Tech,W,2,20
Missouri,2011-09-24,4,@,Oklahoma,L,5,38
Nebraska,2011-09-24,4,@,Wyoming,W,2,14
Nevada,2011-09-24,3,@,Texas Tech,L,5,35
New Mexico,2011-09-24,4,,Sam Houston State,L,7,48
New Mexico State,2011-09-24,4,@,San Jose State,L,4,34
North Carolina,2011-09-24,4,@,Georgia Tech,L,4,35
North Texas,2011-09-24,4,,Indiana,W,3,21
Northern Illinois,2011-09-24,4,,Cal Poly,W,4,30
Notre Dame,2011-09-24,4,@,Pittsburgh,W,1,12
Ohio,2011-09-24,4,@,Rutgers,L,5,38
Ohio State,2011-09-24,4,,Colorado,W,2,17
Oklahoma,2011-09-24,3,,Missouri,W,4,28
Oklahoma State,2011-09-24,4,@,Texas A&M,W,3,29
Ole Miss,2011-09-24,4,,Georgia,L,3,27
Oregon,2011-09-24,4,@,Arizona,W,4,31
Oregon State,2011-09-24,3,,UCLA,L,4,27
Penn State,2011-09-24,4,,Eastern Michigan,W,0,6
Pitt,2011-09-24,4,,Notre Dame,L,2,15
Rice,2011-09-24,3,@,Baylor,L,8,56
Rutgers,2011-09-24,3,,Ohio,W,3,26
San Diego State,2011-09-24,4,@,Michigan,L,4,28
San Jose State,2011-09-24,4,,New Mexico State,W,3,24
SMU,2011-09-24,4,@,Memphis,W,0,0
South Carolina,2011-09-24,4,,Vanderbilt,W,0,3
South Florida,2011-09-24,4,,Texas-El Paso,W,3,24
Southern Mississippi,2011-09-24,4,@,Virginia,W,3,24
Syracuse,2011-09-24,4,,Toledo,W,3,30
Temple,2011-09-24,4,@,Maryland,W,1,7
Texas A&M,2011-09-24,3,,Oklahoma State,L,3,30
Texas Christian,2011-09-24,4,,Portland State,W,1,13
Texas Tech,2011-09-24,3,,Nevada,W,4,34
Toledo,2011-09-24,4,@,Syracuse,L,3,33
Troy,2011-09-24,3,,Middle Tennessee State,W,5,35
Tulane,2011-09-24,4,@,Duke,L,6,48
Tulsa,2011-09-24,4,@,Boise State,L,6,41
UAB,2011-09-24,3,@,East Carolina,L,4,28
UCLA,2011-09-24,4,@,Oregon State,W,2,19
UNLV,2011-09-24,4,,Southern Utah,L,5,41
USC,2011-09-24,4,@,Arizona State,L,6,43
Utah State,2011-09-24,3,,Colorado State,L,4,35
UTEP,2011-09-24,4,@,South Florida,L,7,52
Vanderbilt,2011-09-24,4,@,South Carolina,L,3,21
Virginia,2011-09-24,4,,Southern Mississippi,L,3,30
Virginia Tech,2011-09-24,4,@,Marshall,W,1,10
Washington,2011-09-24,4,,California,W,2,23
West Virginia,2011-09-24,4,,Louisiana State,L,7,47
Western Michigan,2011-09-24,4,@,Illinois,L,2,23
Wisconsin,2011-09-24,4,,South Dakota,W,1,10
Wyoming,2011-09-24,4,,Nebraska,L,5,38
Houston,2011-09-29,5,@,Texas-El Paso,W,6,42
Pitt,2011-09-29,5,,South Florida,W,2,17
South Florida,2011-09-29,5,@,Pittsburgh,L,5,44
UTEP,2011-09-29,5,,Houston,L,6,49
Brigham Young,2011-09-30,5,,Utah State,W,3,24
Utah State,2011-09-30,4,@,Brigham Young,L,3,27
Air Force,2011-10-01,4,@,Navy,W,4,34
Akron,2011-10-01,5,@,Eastern Michigan,L,4,31
Alabama,2011-10-01,5,@,Florida,W,1,10
Arizona,2011-10-01,5,@,Southern California,L,6,48
Arizona State,2011-10-01,5,,Oregon State,W,2,20
Arkansas,2011-10-01,5,N,Texas A&M,W,5,38
Arkansas State,2011-10-01,5,@,Western Kentucky,W,3,22
Army,2011-10-01,5,,Tulane,W,1,6
Auburn,2011-10-01,5,@,South Carolina,W,2,13
Ball State,2011-10-01,5,@,Oklahoma,L,8,62
Baylor,2011-10-01,4,@,Kansas State,L,4,36
Boise State,2011-10-01,4,,Nevada,W,1,10
Boston College,2011-10-01,5,,Wake Forest,L,3,27
Bowling Green State,2011-10-01,5,@,West Virginia,L,7,55
Buffalo,2011-10-01,5,@,Tennessee,L,5,41
Central Michigan,2011-10-01,5,,Northern Illinois,W,4,41
Cincinnati,2011-10-01,5,@,Miami (OH),W,0,0
Clemson,2011-10-01,5,@,Virginia Tech,W,0,3
Colorado,2011-10-01,5,,Washington State,L,4,31
Colorado State,2011-10-01,5,,San Jose State,L,5,38
Connecticut,2011-10-01,5,,Western Michigan,L,5,38
Duke,2011-10-01,5,@,Florida International,W,3,27
East Carolina,2011-10-01,4,,North Carolina,L,5,35
Eastern Michigan,2011-10-01,5,,Akron,W,3,23
Florida,2011-10-01,5,,Alabama,L,5,38
Florida Atlantic,2011-10-01,4,@,Louisiana,L,4,37
Florida International,2011-10-01,5,,Duke,L,4,31
Fresno State,2011-10-01,5,,Mississippi,L,5,38
Georgia,2011-10-01,5,,Mississippi State,W,1,10
Georgia Tech,2011-10-01,5,@,North Carolina State,W,5,35
Hawaii,2011-10-01,5,@,Louisiana Tech,W,4,26
Idaho,2011-10-01,5,@,Virginia,L,3,21
Illinois,2011-10-01,5,,Northwestern,W,5,35
Indiana,2011-10-01,5,,Penn State,L,1,16
Iowa State,2011-10-01,4,,Texas,L,4,37
Kansas,2011-10-01,4,,Texas Tech,L,6,45
Kansas State,2011-10-01,4,,Baylor,W,5,35
Kent State,2011-10-01,5,@,Ohio,L,2,17
Kentucky,2011-10-01,5,@,Louisiana State,L,5,35
