School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Pass Int,Turnovers
East Carolina,2007-09-01,1,@,Virginia Tech,L,16,31,51.6,119,0,35,142,4.1,1,10,4,0,1,1
Eastern Michigan,2007-09-01,1,@,Pittsburgh,L,16,29,55.2,106,0,23,39,1.7,0,8,1,0,1,1
Florida,2007-09-01,1,,Western Kentucky,W,16,21,76.2,325,3,33,185,5.6,4,8,4,0,0,0
Florida Atlantic,2007-09-01,1,,Middle Tennessee State,W,12,27,44.4,195,2,42,216,5.1,1,10,4,1,0,1
Florida International,2007-09-01,1,@,Penn State,L,12,26,46.2,117,0,31,-3,-0.1,0,6,2,5,0,5
Fresno State,2007-09-01,1,,Sacramento State,W,17,29,58.6,209,1,49,266,5.4,2,8,1,3,0,3
Georgia,2007-09-01,1,,Oklahoma State,W,18,24,75.0,234,2,47,142,3.0,3,11,5,0,0,0
Georgia Tech,2007-09-01,1,@,Notre Dame,W,11,24,45.8,121,0,43,259,6.0,3,19,9,0,0,0
Hawaii,2007-09-01,1,,Northern Colorado,W,45,59,76.3,540,7,10,37,3.7,0,8,1,0,2,2
Houston,2007-09-01,1,@,Oregon,L,22,39,56.4,230,1,49,315,6.4,2,7,3,2,2,4
Idaho,2007-09-01,1,@,Southern California,L,16,35,45.7,155,0,32,98,3.1,1,4,1,1,0,1
Illinois,2007-09-01,1,N,Missouri,L,23,40,57.5,316,1,34,119,3.5,3,8,2,3,2,5
Indiana,2007-09-01,1,,Indiana State,W,13,22,59.1,299,3,51,217,4.3,4,10,5,1,1,2
Iowa,2007-09-01,1,@,Northern Illinois,W,12,29,41.4,133,1,46,250,5.4,1,4,3,0,0,0
Kansas,2007-09-01,1,,Central Michigan,W,26,35,74.3,308,5,43,230,5.3,1,5,2,0,0,0
Kansas State,2007-09-01,1,@,Auburn,L,33,58,56.9,289,1,16,27,1.7,0,10,5,1,2,3
Kentucky,2007-09-01,1,,Eastern Kentucky,W,23,33,69.7,280,3,44,288,6.5,4,7,2,1,1,2
Louisiana,2007-09-01,1,@,South Carolina,L,12,19,63.2,63,0,47,252,5.4,2,4,2,0,0,0
Louisiana Tech,2007-09-01,1,,Central Arkansas,W,12,23,52.2,71,1,36,190,5.3,3,10,4,2,0,2
Marshall,2007-09-01,1,@,Miami (FL),L,19,35,54.3,183,0,32,51,1.6,0,0,0,0,4,4
Maryland,2007-09-01,1,,Villanova,W,23,30,76.7,207,0,47,221,4.7,4,8,4,0,3,3
Memphis,2007-09-01,1,,Mississippi,L,41,61,67.2,343,1,35,124,3.5,2,5,2,1,4,5
Miami (FL),2007-09-01,1,,Marshall,W,9,21,42.9,81,1,40,260,6.5,3,13,6,0,1,1
Michigan,2007-09-01,1,,Appalachian State,L,19,37,51.4,233,1,40,246,6.2,3,9,4,1,1,2
Michigan State,2007-09-01,1,,Alabama-Birmingham,W,22,30,73.3,295,2,48,298,6.2,5,10,4,0,0,0
Middle Tennessee State,2007-09-01,1,@,Florida Atlantic,L,20,32,62.5,199,1,32,18,0.6,0,5,1,2,2,4
Minnesota,2007-09-01,1,,Bowling Green State,L,15,31,48.4,188,2,48,246,5.1,2,4,1,1,2,3
Missouri,2007-09-01,1,N,Illinois,W,37,54,68.5,359,3,33,70,2.1,0,10,3,2,0,2
Nebraska,2007-09-01,1,,Nevada,W,15,26,57.7,212,1,70,413,5.9,6,6,1,0,1,1
Nevada,2007-09-01,1,@,Nebraska,L,9,27,33.3,108,0,24,77,3.2,0,3,0,0,1,1
New Mexico,2007-09-01,1,@,Texas-El Paso,L,25,40,62.5,190,0,51,193,3.8,0,4,2,0,0,0
North Carolina,2007-09-01,1,,James Madison,W,14,19,73.7,227,3,34,100,2.9,2,6,0,1,1,2
North Carolina State,2007-09-01,1,,Central Florida,L,24,38,63.2,272,2,32,85,2.7,1,8,1,0,2,2
North Texas,2007-09-01,1,@,Oklahoma,L,19,38,50.0,232,1,31,15,0.5,0,2,0,0,3,3
Northern Illinois,2007-09-01,1,,Iowa,L,26,42,61.9,214,0,21,21,1.0,0,5,1,0,3,3
Northwestern,2007-09-01,1,,Northeastern,W,25,31,80.6,254,1,49,163,3.3,2,6,0,0,0,0
Notre Dame,2007-09-01,1,,Georgia Tech,L,15,22,68.2,130,0,41,-8,-0.2,0,3,1,3,0,3
Ohio,2007-09-01,1,,Gardner-Webb,W,17,31,54.8,226,1,47,209,4.4,3,6,3,1,0,1
Ohio State,2007-09-01,1,,Youngstown State,W,21,31,67.7,270,3,41,147,3.6,2,5,2,1,0,1
Oklahoma,2007-09-01,1,,North Texas,W,25,28,89.3,403,3,45,265,5.9,7,12,6,2,0,2
Oklahoma State,2007-09-01,1,@,Georgia,L,17,31,54.8,196,1,34,70,2.1,1,5,2,0,1,1
Ole Miss,2007-09-01,1,@,Memphis,W,19,30,63.3,201,1,29,74,2.6,0,9,2,3,0,3
Oregon,2007-09-01,1,,Houston,W,9,15,60.0,134,2,49,339,6.9,4,8,1,0,0,0
Penn State,2007-09-01,1,,Florida International,W,25,41,61.0,313,3,48,236,4.9,5,10,7,2,0,2
Pitt,2007-09-01,1,,Eastern Michigan,W,16,24,66.7,195,1,42,130,3.1,2,7,2,0,0,0
Purdue,2007-09-01,1,@,Toledo,W,14,32,43.8,244,4,34,244,7.2,2,8,3,2,1,3
Rice,2007-09-01,1,,Nicholls State,L,11,28,39.3,101,0,39,117,3.0,2,8,1,2,3,5
San Jose State,2007-09-01,1,@,Arizona State,L,11,23,47.8,75,0,26,40,1.5,0,4,1,0,2,2
South Carolina,2007-09-01,1,,Louisiana,W,21,29,72.4,238,2,41,195,4.8,2,4,0,0,1,1
South Florida,2007-09-01,1,,Elon,W,23,39,59.0,238,2,33,135,4.1,2,15,5,2,0,2
Southern Mississippi,2007-09-01,1,,Tennessee-Martin,W,12,29,41.4,122,1,55,310,5.6,4,4,1,1,0,1
Stanford,2007-09-01,1,,UCLA,L,27,59,45.8,346,2,26,52,2.0,0,9,1,1,0,1
Tennessee,2007-09-01,1,@,California,L,32,47,68.1,271,3,27,111,4.1,1,6,0,1,0,1
Texas,2007-09-01,1,,Arkansas State,W,22,33,66.7,223,2,38,117,3.1,1,9,4,0,2,2
Texas A&M,2007-09-01,1,,Montana State,W,11,23,47.8,129,1,35,261,7.5,4,8,2,1,0,1
Texas Christian,2007-09-01,1,,Baylor,W,18,30,60.0,205,1,45,181,4.0,2,5,1,2,0,2
Toledo,2007-09-01,1,,Purdue,L,20,42,47.6,154,0,43,172,4.0,3,2,0,0,2,2
Troy,2007-09-01,1,@,Arkansas,L,17,49,34.7,214,1,31,162,5.2,2,3,1,0,1,1
UAB,2007-09-01,1,@,Michigan State,L,21,39,53.8,214,1,32,12,0.4,0,9,1,0,1,1
UCF,2007-09-01,1,@,North Carolina State,W,12,24,50.0,93,0,43,206,4.8,2,9,4,0,0,0
UCLA,2007-09-01,1,@,Stanford,W,16,29,55.2,286,5,50,338,6.8,1,8,4,0,0,0
USC,2007-09-01,1,,Idaho,W,22,34,64.7,206,3,43,214,5.0,2,6,2,1,2,3
UTEP,2007-09-01,1,,New Mexico,W,8,25,32.0,81,0,25,114,4.6,1,4,0,0,1,1
Vanderbilt,2007-09-01,1,,Richmond,W,19,26,73.1,284,4,35,162,4.6,1,4,1,1,0,1
Virginia,2007-09-01,1,@,Wyoming,L,14,29,48.3,103,0,18,-3,-0.2,0,6,4,0,2,2
Virginia Tech,2007-09-01,1,,East Carolina,W,22,33,66.7,245,1,31,33,1.1,0,2,0,2,1,3
Wake Forest,2007-09-01,1,@,Boston College,L,45,60,75.0,366,2,24,2,0.1,0,3,2,0,4,4
Washington State,2007-09-01,1,@,Wisconsin,L,17,28,60.7,171,1,32,157,4.9,2,2,1,0,1,1
West Virginia,2007-09-01,1,,Western Michigan,W,13,22,59.1,226,2,45,316,7.0,7,7,3,2,0,2
Western Kentucky,2007-09-01,1,@,Florida,L,15,21,71.4,156,0,32,48,1.5,0,2,0,0,0,0
Western Michigan,2007-09-01,1,@,West Virginia,L,26,43,60.5,245,2,32,32,1.0,1,3,1,1,2,3
Wisconsin,2007-09-01,1,,Washington State,W,20,30,66.7,304,3,46,182,4.0,3,5,1,1,0,1
Wyoming,2007-09-01,1,,Virginia,W,25,34,73.5,253,1,55,199,3.6,1,5,3,1,1,2
Clemson,2007-09-03,1,,Florida State,W,14,24,58.3,160,2,42,132,3.1,1,10,6,1,0,1
Florida State,2007-09-03,1,@,Clemson,L,17,35,48.6,142,1,28,114,4.1,1,8,2,1,0,1
SMU,2007-09-03,1,,Texas Tech,L,16,34,47.1,155,0,31,115,3.7,0,3,0,1,2,3
Texas Tech,2007-09-03,1,@,Southern Methodist,W,50,66,75.8,473,4,18,80,4.4,3,7,3,0,0,0
Cincinnati,2007-09-06,2,,Oregon State,W,15,23,65.2,199,2,33,30,0.9,1,7,1,2,0,2
Louisville,2007-09-06,2,,Middle Tennessee State,W,25,39,64.1,401,5,53,328,6.2,2,3,1,1,0,1
Middle Tennessee State,2007-09-06,2,@,Louisville,L,14,26,53.8,290,2,29,265,9.1,4,5,0,2,2,4
Oregon State,2007-09-06,2,@,Cincinnati,L,32,54,59.3,274,0,21,36,1.7,0,8,3,1,6,7
Navy,2007-09-07,2,@,Rutgers,L,5,12,41.7,35,1,54,254,4.7,2,4,0,0,3,3
Rutgers,2007-09-07,2,,Navy,W,14,19,73.7,266,3,43,210,4.9,2,2,1,0,1,1
Air Force,2007-09-08,2,@,Utah,W,8,14,57.1,56,0,63,334,5.3,2,4,2,1,0,1
Akron,2007-09-08,2,@,Ohio State,L,17,32,53.1,66,0,19,3,0.2,0,6,1,1,0,1
Alabama,2007-09-08,2,@,Vanderbilt,W,14,28,50.0,150,0,48,221,4.6,2,4,2,0,1,1
Arizona,2007-09-08,2,,Northern Arizona,W,26,48,54.2,295,5,33,195,5.9,0,9,4,0,1,1
Arizona State,2007-09-08,2,,Colorado,W,19,37,51.4,269,3,44,138,3.1,1,9,2,2,1,3
Army,2007-09-08,2,,Rhode Island,W,21,33,63.6,230,1,28,46,1.6,1,10,5,2,1,3
Auburn,2007-09-08,2,,South Florida,L,16,35,45.7,165,1,35,125,3.6,1,9,3,3,2,5
Ball State,2007-09-08,2,@,Eastern Michigan,W,19,39,48.7,306,4,42,153,3.6,1,4,0,0,0,0
Baylor,2007-09-08,2,,Rice,W,30,51,58.8,423,6,26,98,3.8,0,10,5,1,0,1
Boise State,2007-09-08,2,@,Washington,L,29,47,61.7,285,0,32,103,3.2,1,5,2,1,3,4
Boston College,2007-09-08,2,,North Carolina State,W,15,34,44.1,142,1,39,231,5.9,3,6,2,0,1,1
Bowling Green State,2007-09-08,2,@,Michigan State,L,32,51,62.7,295,1,25,47,1.9,1,6,1,1,2,3
Brigham Young,2007-09-08,2,@,UCLA,L,30,53,56.6,391,2,25,44,1.8,0,8,2,2,1,3
Buffalo,2007-09-08,2,@,Temple,W,20,22,90.9,190,2,45,224,5.0,3,9,5,2,1,3
California,2007-09-08,2,@,Colorado State,W,19,29,65.5,146,0,31,245,7.9,4,6,5,0,0,0
Central Michigan,2007-09-08,2,,Toledo,W,22,32,68.8,244,2,42,218,5.2,5,6,2,0,0,0
Clemson,2007-09-08,2,,Louisiana-Monroe,W,26,34,76.5,319,5,28,184,6.6,2,8,1,0,0,0
Colorado,2007-09-08,2,@,Arizona State,L,17,47,36.2,172,1,26,32,1.2,0,5,3,1,1,2
Colorado State,2007-09-08,2,,California,L,21,30,70.0,301,1,42,157,3.7,3,1,1,1,2,3
Connecticut,2007-09-08,2,,Maine,W,18,29,62.1,196,2,42,183,4.4,2,11,2,0,1,1
Duke,2007-09-08,2,@,Virginia,L,15,35,42.9,145,1,34,84,2.5,0,4,0,0,1,1
East Carolina,2007-09-08,2,,North Carolina,W,31,42,73.8,406,3,33,64,1.9,1,8,3,0,0,0
Eastern Michigan,2007-09-08,2,,Ball State,L,16,26,61.5,155,1,28,107,3.8,0,8,2,0,1,1
Florida,2007-09-08,2,,Troy,W,18,25,72.0,236,3,46,264,5.7,5,5,1,2,0,2
Florida Atlantic,2007-09-08,2,@,Oklahoma State,L,19,32,59.4,175,0,34,28,0.8,0,6,0,0,2,2
Florida International,2007-09-08,2,,Maryland,L,8,23,34.8,81,1,27,82,3.0,0,9,4,1,2,3
Florida State,2007-09-08,2,,Alabama-Birmingham,W,22,35,62.9,332,3,46,188,4.1,1,2,1,2,1,3
Fresno State,2007-09-08,2,@,Texas A&M,L,21,31,67.7,260,3,48,139,2.9,3,2,1,2,1,3
Georgia,2007-09-08,2,,South Carolina,L,19,45,42.2,213,0,31,128,4.1,0,8,2,0,1,1
Georgia Tech,2007-09-08,2,,Samford,W,10,12,83.3,109,0,55,389,7.1,9,6,2,0,0,0
Hawaii,2007-09-08,2,@,Louisiana Tech,W,43,61,70.5,548,4,20,45,2.3,2,6,3,2,1,3
Idaho,2007-09-08,2,,Cal Poly,W,7,22,31.8,101,1,41,235,5.7,1,7,0,2,0,2
Illinois,2007-09-08,2,,Western Illinois,W,12,26,46.2,123,0,52,277,5.3,3,5,0,1,1,2
Indiana,2007-09-08,2,@,Western Michigan,W,20,40,50.0,221,3,53,221,4.2,0,10,8,0,1,1
Iowa,2007-09-08,2,,Syracuse,W,24,37,64.9,290,4,41,118,2.9,1,13,6,1,2,3
Iowa State,2007-09-08,2,,Northern Iowa,L,29,48,60.4,270,0,36,129,3.6,2,8,3,2,2,4
Kansas,2007-09-08,2,,Southeastern Louisiana,W,14,24,58.3,280,3,39,221,5.7,4,20,4,0,0,0
Kansas State,2007-09-08,2,,San Jose State,W,25,36,69.4,272,1,27,153,5.7,3,8,3,0,2,2
Kent State,2007-09-08,2,@,Kentucky,L,12,29,41.4,129,1,59,324,5.5,2,8,4,2,2,4
Kentucky,2007-09-08,2,,Kent State,W,15,22,68.2,218,2,39,266,6.8,6,6,2,0,0,0
Louisiana,2007-09-08,2,,Ohio,L,17,28,60.7,257,3,51,277,5.4,0,5,2,2,0,2
Louisiana Tech,2007-09-08,2,,Hawaii,L,23,36,63.9,187,2,49,223,4.6,4,9,4,0,0,0
Louisiana-Monroe,2007-09-08,2,@,Clemson,L,13,30,43.3,148,1,53,271,5.1,2,4,2,0,0,0
LSU,2007-09-08,2,,Virginia Tech,W,22,32,68.8,301,2,41,297,7.2,4,8,3,0,0,0
Marshall,2007-09-08,2,,West Virginia,L,20,32,62.5,266,2,32,121,3.8,0,6,1,1,0,1
Maryland,2007-09-08,2,@,Florida International,W,18,25,72.0,135,0,41,135,3.3,3,3,0,0,0,0
Miami (FL),2007-09-08,2,@,Oklahoma,L,11,24,45.8,87,1,35,52,1.5,0,4,1,1,0,1
Miami (OH),2007-09-08,2,@,Minnesota,L,30,54,55.6,418,3,34,159,4.7,1,8,0,1,2,3
Michigan,2007-09-08,2,,Oregon,L,18,40,45.0,221,1,44,144,3.3,0,6,1,2,2,4
Michigan State,2007-09-08,2,,Bowling Green State,W,17,29,58.6,250,2,41,142,3.5,2,11,7,1,2,3
Minnesota,2007-09-08,2,,Miami (OH),W,26,40,65.0,271,4,53,306,5.8,2,6,0,1,1,2
Mississippi State,2007-09-08,2,@,Tulane,W,20,31,64.5,223,1,54,266,4.9,3,4,1,1,1,2
Missouri,2007-09-08,2,@,Mississippi,W,31,43,72.1,330,5,37,218,5.9,0,5,1,0,0,0
Nebraska,2007-09-08,2,@,Wake Forest,W,24,41,58.5,258,1,34,115,3.4,1,7,1,1,2,3
Nevada,2007-09-08,2,@,Northwestern,L,22,36,61.1,337,2,51,192,3.8,2,3,2,1,1,2
New Mexico,2007-09-08,2,,New Mexico State,W,17,24,70.8,342,2,39,154,3.9,3,8,3,1,0,1
New Mexico State,2007-09-08,2,@,New Mexico,L,47,64,73.4,473,4,28,108,3.9,0,2,1,0,2,2
North Carolina,2007-09-08,2,@,East Carolina,L,20,32,62.5,344,3,30,79,2.6,0,7,2,1,1,2
North Carolina State,2007-09-08,2,@,Boston College,L,29,54,53.7,351,1,24,56,2.3,1,3,0,2,5,7
North Texas,2007-09-08,2,@,Southern Methodist,L,46,64,71.9,601,3,21,12,0.6,1,4,1,1,3,4
Northern Illinois,2007-09-08,2,,Southern Illinois,L,21,27,77.8,223,2,42,207,4.9,2,7,1,2,3,5
Northwestern,2007-09-08,2,,Nevada,W,20,45,44.4,227,3,26,204,7.8,1,7,3,0,0,0
Notre Dame,2007-09-08,2,@,Penn State,L,17,32,53.1,144,0,26,0,0.0,0,6,2,0,1,1
Ohio,2007-09-08,2,@,Louisiana,W,17,28,60.7,264,1,44,152,3.5,3,4,2,0,1,1
Ohio State,2007-09-08,2,,Akron,W,20,31,64.5,167,2,41,196,4.8,0,10,3,3,2,5
Oklahoma,2007-09-08,2,,Miami (FL),W,22,28,78.6,295,6,45,116,2.6,0,14,2,2,0,2
Oklahoma State,2007-09-08,2,,Florida Atlantic,W,16,25,64.0,255,3,39,233,6.0,2,9,1,1,1,2
Ole Miss,2007-09-08,2,,Missouri,L,23,41,56.1,305,3,38,229,6.0,1,5,1,1,1,2
Oregon,2007-09-08,2,@,Michigan,W,17,26,65.4,293,3,51,331,6.5,2,11,4,1,0,1
Penn State,2007-09-08,2,,Notre Dame,W,12,22,54.5,131,1,46,164,3.6,2,10,6,2,1,3
Pitt,2007-09-08,2,,Grambling State,W,15,23,65.2,202,1,35,119,3.4,3,7,2,1,2,3
Purdue,2007-09-08,2,,Eastern Illinois,W,39,51,76.5,355,6,38,178,4.7,1,7,1,0,0,0
Rice,2007-09-08,2,@,Baylor,L,23,30,76.7,239,0,38,110,2.9,2,4,2,0,1,1
San Diego State,2007-09-08,1,@,Washington State,L,30,47,63.8,285,1,23,114,5.0,1,1,0,0,1,1
San Jose State,2007-09-08,2,@,Kansas State,L,28,41,68.3,220,2,31,73,2.4,0,1,0,0,0,0
SMU,2007-09-08,2,,North Texas,W,30,42,71.4,353,2,32,181,5.7,3,6,3,1,1,2
South Carolina,2007-09-08,2,@,Georgia,W,20,31,64.5,174,0,34,140,4.1,1,6,3,0,0,0
South Florida,2007-09-08,2,@,Auburn,W,18,27,66.7,184,1,52,135,2.6,2,8,2,0,0,0
Southern Mississippi,2007-09-08,2,@,Tennessee,L,21,41,51.2,264,1,32,90,2.8,0,5,1,2,1,3
Syracuse,2007-09-08,2,@,Iowa,L,7,20,35.0,79,0,30,24,0.8,0,7,2,0,1,1
Temple,2007-09-08,2,,Buffalo,L,15,27,55.6,177,0,25,-36,-1.4,1,4,1,1,2,3
Tennessee,2007-09-08,2,,Southern Mississippi,W,23,36,63.9,276,2,39,193,4.9,2,4,2,2,0,2
Texas,2007-09-08,2,,Texas Christian,W,25,38,65.8,239,1,36,176,4.9,2,5,3,0,2,2
Texas A&M,2007-09-08,2,,Fresno State,W,13,24,54.2,79,1,63,318,5.0,4,5,1,1,0,1
Texas Christian,2007-09-08,2,@,Texas,L,23,37,62.2,208,0,32,43,1.3,0,7,0,3,1,4
Texas Tech,2007-09-08,2,,Texas-El Paso,W,48,64,75.0,484,4,21,77,3.7,2,4,1,2,1,3
Toledo,2007-09-08,2,@,Central Michigan,L,26,42,61.9,381,3,36,101,2.8,1,1,0,1,0,1
Troy,2007-09-08,2,@,Florida,L,29,52,55.8,283,2,26,53,2.0,2,8,2,1,1,2
Tulane,2007-09-08,1,,Mississippi State,L,16,29,55.2,199,1,17,44,2.6,1,6,2,2,1,3
UAB,2007-09-08,2,@,Florida State,L,17,36,47.2,226,1,28,119,4.3,1,6,0,2,0,2
UCLA,2007-09-08,2,,Brigham Young,W,13,28,46.4,126,0,37,110,3.0,2,5,4,0,1,1
UNLV,2007-09-08,2,,Wisconsin,L,23,36,63.9,258,1,27,48,1.8,0,1,1,0,1,1
Utah,2007-09-08,2,,Air Force,L,20,39,51.3,240,1,33,73,2.2,0,2,1,0,2,2
Utah State,2007-09-08,2,@,Wyoming,L,17,25,68.0,147,1,42,133,3.2,0,8,1,1,0,1
UTEP,2007-09-08,2,@,Texas Tech,L,14,28,50.0,216,2,46,215,4.7,2,7,1,1,0,1
Vanderbilt,2007-09-08,2,,Alabama,L,18,41,43.9,175,1,26,57,2.2,0,5,1,0,1,1
Virginia,2007-09-08,2,,Duke,W,22,32,68.8,191,2,34,133,3.9,1,7,5,2,0,2
Virginia Tech,2007-09-08,2,@,Louisiana State,L,9,29,31.0,78,0,28,71,2.5,1,5,2,0,1,1
Wake Forest,2007-09-08,2,,Nebraska,L,12,24,50.0,140,0,53,236,4.5,2,1,0,0,2,2
Washington,2007-09-08,2,,Boise State,W,14,26,53.8,209,2,40,133,3.3,1,8,2,1,1,2
Washington State,2007-09-08,2,,San Diego State,W,38,47,80.9,469,5,35,185,5.3,1,6,4,0,1,1
West Virginia,2007-09-08,2,@,Marshall,W,13,18,72.2,149,2,51,362,7.1,5,9,4,0,0,0
Western Kentucky,2007-09-08,2,,West Virginia Tech,W,7,12,58.3,100,2,53,331,6.2,6,13,2,0,1,1
Western Michigan,2007-09-08,2,,Indiana,L,29,54,53.7,354,3,30,30,1.0,0,12,1,3,2,5
Wisconsin,2007-09-08,2,@,Nevada-Las Vegas,W,14,26,53.8,138,1,41,210,5.1,1,6,2,0,0,0
Wyoming,2007-09-08,2,,Utah State,W,19,32,59.4,180,1,42,189,4.5,3,3,0,0,2,2
Air Force,2007-09-13,3,,Texas Christian,W,17,28,60.7,193,1,42,146,3.5,1,4,0,0,1,1
Maryland,2007-09-13,3,,West Virginia,L,16,24,66.7,180,1,39,89,2.3,1,8,1,1,2,3
Texas Christian,2007-09-13,3,@,Air Force,L,29,45,64.4,320,2,32,89,2.8,0,7,4,1,2,3
West Virginia,2007-09-13,3,@,Maryland,W,8,13,61.5,95,0,48,353,7.4,4,8,4,2,0,2
Oklahoma State,2007-09-14,3,@,Troy,L,18,37,48.6,191,1,38,241,6.3,2,6,1,3,2,5
Troy,2007-09-14,3,,Oklahoma State,W,34,49,69.4,388,2,48,174,3.6,3,3,1,1,1,2
Akron,2007-09-15,3,@,Indiana,L,19,27,70.4,250,2,41,120,2.9,1,11,0,1,1,2
Alabama,2007-09-15,3,,Arkansas,W,24,45,53.3,327,4,34,123,3.6,1,7,0,1,2,3
Arizona,2007-09-15,3,,New Mexico,L,30,53,56.6,446,3,21,38,1.8,0,10,3,2,1,3
Arizona State,2007-09-15,3,,San Diego State,W,16,22,72.7,211,2,40,268,6.7,2,3,2,0,1,1
Arkansas,2007-09-15,2,@,Alabama,L,12,25,48.0,149,3,53,301,5.7,2,8,2,2,1,3
Arkansas State,2007-09-15,2,,Southern Methodist,W,22,34,64.7,266,2,50,250,5.0,4,5,2,0,1,1
Army,2007-09-15,3,@,Wake Forest,L,14,34,41.2,165,0,38,91,2.4,1,6,2,1,2,3
Auburn,2007-09-15,3,,Mississippi State,L,12,22,54.5,107,0,46,216,4.7,2,7,1,2,3,5
