School,Date,G,Loc,Opponent,WL,Total TD opp,Points Against
Akron,2016-10-01,5,@,Kent State,W,3,27
Alabama,2016-10-01,5,,Kentucky,W,0,6
Appalachian State,2016-10-01,5,,Georgia State,W,0,3
Arizona,2016-10-01,5,@,UCLA,L,6,45
Arizona State,2016-10-01,5,@,Southern California,L,5,41
Arkansas,2016-10-01,5,,Alcorn State,W,1,10
Auburn,2016-10-01,5,,Louisiana-Monroe,W,1,7
Ball State,2016-10-01,5,,Northern Illinois,L,4,31
Baylor,2016-10-01,5,@,Iowa State,W,6,42
Boise State,2016-10-01,4,,Utah State,W,1,10
Boston College,2016-10-01,5,,Buffalo,W,0,3
Bowling Green State,2016-10-01,5,,Eastern Michigan,L,4,28
Buffalo,2016-10-01,4,@,Boston College,L,5,35
California,2016-10-01,5,,Utah,W,3,23
Central Michigan,2016-10-01,5,,Western Michigan,L,7,49
Charlotte,2016-10-01,5,,Old Dominion,L,7,52
Cincinnati,2016-10-01,5,,South Florida,L,6,45
Clemson,2016-10-01,5,,Louisville,W,4,36
Colorado,2016-10-01,5,,Oregon State,W,0,6
Colorado State,2016-10-01,5,,Wyoming,L,5,38
Duke,2016-10-01,5,,Virginia,L,5,34
East Carolina,2016-10-01,5,,Central Florida,L,6,47
Eastern Michigan,2016-10-01,5,@,Bowling Green State,W,3,25
Florida,2016-10-01,5,@,Vanderbilt,W,0,6
Florida Atlantic,2016-10-01,5,@,Florida International,L,4,33
Florida International,2016-10-01,5,,Florida Atlantic,W,4,31
Florida State,2016-10-01,5,,North Carolina,L,5,37
Fresno State,2016-10-01,5,@,Nevada-Las Vegas,L,6,45
Georgia,2016-10-01,5,,Tennessee,L,5,34
Georgia State,2016-10-01,4,@,Appalachian State,L,2,17
Georgia Tech,2016-10-01,5,,Miami (FL),L,5,35
Hawaii,2016-10-01,5,,Nevada,W,2,17
Idaho,2016-10-01,5,,Troy,L,4,34
Illinois,2016-10-01,4,@,Nebraska,L,4,31
Indiana,2016-10-01,4,,Michigan State,W,3,21
Iowa,2016-10-01,5,,Northwestern,L,5,38
Iowa State,2016-10-01,5,,Baylor,L,6,45
Kansas State,2016-10-01,4,@,West Virginia,L,2,17
Kent State,2016-10-01,5,,Akron,L,4,31
Kentucky,2016-10-01,5,@,Alabama,L,4,34
Louisiana,2016-10-01,5,@,New Mexico State,L,5,37
Louisiana Tech,2016-10-01,5,,Texas-El Paso,W,1,7
Louisiana-Monroe,2016-10-01,4,@,Auburn,L,8,58
Louisville,2016-10-01,5,@,Clemson,L,6,42
LSU,2016-10-01,5,,Missouri,W,1,7
Marshall,2016-10-01,4,@,Pittsburgh,L,5,43
Maryland,2016-10-01,4,,Purdue,W,1,7
Massachusetts,2016-10-01,5,,Tulane,L,4,31
Memphis,2016-10-01,4,@,Mississippi,L,6,48
Miami (FL),2016-10-01,4,@,Georgia Tech,W,3,21
Miami (OH),2016-10-01,5,,Ohio,L,2,17
Michigan,2016-10-01,5,,Wisconsin,W,1,7
Michigan State,2016-10-01,4,@,Indiana,L,3,24
Middle Tennessee State,2016-10-01,5,@,North Texas,W,2,13
Minnesota,2016-10-01,4,@,Penn State,L,3,29
Missouri,2016-10-01,5,@,Louisiana State,L,6,42
Navy,2016-10-01,4,@,Air Force,L,3,28
Nebraska,2016-10-01,5,,Illinois,W,1,16
Nevada,2016-10-01,5,@,Hawaii,L,5,38
New Mexico,2016-10-01,4,,San Jose State,W,6,41
New Mexico State,2016-10-01,5,,Louisiana,W,4,31
North Carolina,2016-10-01,5,@,Florida State,W,5,35
North Carolina State,2016-10-01,4,,Wake Forest,W,1,16
North Texas,2016-10-01,5,,Middle Tennessee State,L,3,30
Northern Illinois,2016-10-01,5,@,Ball State,W,3,24
Northwestern,2016-10-01,5,@,Iowa,W,4,31
Notre Dame,2016-10-01,5,N,Syracuse,W,5,33
Ohio,2016-10-01,5,@,Miami (OH),W,1,7
Ohio State,2016-10-01,4,,Rutgers,W,0,0
Oklahoma,2016-10-01,4,@,Texas Christian,W,6,46
Oklahoma State,2016-10-01,5,,Texas,W,5,31
Old Dominion,2016-10-01,5,@,Charlotte,W,2,17
Ole Miss,2016-10-01,5,,Memphis,W,4,28
Oregon,2016-10-01,5,@,Washington State,L,7,51
Oregon State,2016-10-01,4,@,Colorado,L,6,47
Penn State,2016-10-01,5,,Minnesota,W,2,26
Pitt,2016-10-01,5,,Marshall,W,4,27
Purdue,2016-10-01,4,@,Maryland,L,7,50
Rice,2016-10-01,5,@,Southern Mississippi,L,5,44
Rutgers,2016-10-01,5,@,Ohio State,L,8,58
San Diego State,2016-10-01,4,@,South Alabama,L,6,42
San Jose State,2016-10-01,5,@,New Mexico,L,6,48
SMU,2016-10-01,5,@,Temple,L,6,45
South Alabama,2016-10-01,5,,San Diego State,W,3,24
South Carolina,2016-10-01,5,,Texas A&M,L,3,24
South Florida,2016-10-01,5,@,Cincinnati,W,3,20
Southern Mississippi,2016-10-01,5,,Rice,W,4,28
Syracuse,2016-10-01,5,N,Notre Dame,L,6,50
Temple,2016-10-01,5,,Southern Methodist,W,3,20
Tennessee,2016-10-01,5,@,Georgia,W,5,31
Texas,2016-10-01,4,@,Oklahoma State,L,6,49
Texas A&M,2016-10-01,5,@,South Carolina,W,1,13
Texas Christian,2016-10-01,5,,Oklahoma,L,7,52
Texas State,2016-10-01,4,,Incarnate Word,W,2,17
Troy,2016-10-01,5,@,Idaho,W,1,13
Tulane,2016-10-01,5,@,Massachusetts,W,3,24
UCF,2016-10-01,5,@,East Carolina,W,4,29
UCLA,2016-10-01,5,,Arizona,W,3,24
UNLV,2016-10-01,5,,Fresno State,W,2,20
USC,2016-10-01,5,,Arizona State,W,2,20
Utah,2016-10-01,5,@,California,L,4,28
Utah State,2016-10-01,5,@,Boise State,L,3,21
UTEP,2016-10-01,5,@,Louisiana Tech,L,4,28
Vanderbilt,2016-10-01,5,,Florida,L,1,13
Virginia,2016-10-01,5,@,Duke,W,2,20
Wake Forest,2016-10-01,5,@,North Carolina State,L,4,33
Washington State,2016-10-01,4,,Oregon,W,5,33
West Virginia,2016-10-01,4,,Kansas State,W,1,16
Western Kentucky,2016-10-01,5,,Houston Baptist,W,0,3
Western Michigan,2016-10-01,5,@,Central Michigan,W,1,10
Wisconsin,2016-10-01,5,@,Michigan,L,2,14
Wyoming,2016-10-01,5,@,Colorado State,W,2,17
Arkansas State,2016-10-05,5,,Georgia Southern,W,2,26
Georgia Southern,2016-10-05,5,@,Arkansas State,L,3,27
Louisiana Tech,2016-10-06,6,,Western Kentucky,W,7,52
Memphis,2016-10-06,5,,Temple,W,3,27
Temple,2016-10-06,6,@,Memphis,L,4,34
Western Kentucky,2016-10-06,6,@,Louisiana Tech,L,7,55
Boise State,2016-10-07,5,@,New Mexico,W,3,21
Boston College,2016-10-07,6,,Clemson,L,8,56
Clemson,2016-10-07,6,@,Boston College,W,1,10
Massachusetts,2016-10-07,6,@,Old Dominion,L,4,36
New Mexico,2016-10-07,5,,Boise State,L,7,49
Old Dominion,2016-10-07,6,,Massachusetts,W,2,16
SMU,2016-10-07,6,@,Tulsa,L,5,43
Tulsa,2016-10-07,5,,Southern Methodist,W,4,40
Air Force,2016-10-08,5,@,Wyoming,L,5,35
Akron,2016-10-08,6,,Miami (OH),W,1,13
Alabama,2016-10-08,6,@,Arkansas,W,4,30
Arizona,2016-10-08,6,@,Utah,L,4,36
Arizona State,2016-10-08,6,,UCLA,W,2,20
Arkansas,2016-10-08,6,,Alabama,L,7,49
Army,2016-10-08,5,@,Duke,L,2,13
Auburn,2016-10-08,6,@,Mississippi State,W,2,14
Ball State,2016-10-08,6,@,Central Michigan,L,3,24
Bowling Green State,2016-10-08,6,@,Ohio,L,4,30
Brigham Young,2016-10-08,6,@,Michigan State,W,2,14
Buffalo,2016-10-08,5,,Kent State,L,5,44
California,2016-10-08,6,@,Oregon State,L,6,47
Central Michigan,2016-10-08,6,,Ball State,W,3,21
Cincinnati,2016-10-08,6,@,Connecticut,L,2,20
Colorado,2016-10-08,6,@,Southern California,L,3,21
Colorado State,2016-10-08,6,,Utah State,W,3,24
Connecticut,2016-10-08,6,,Cincinnati,W,0,9
Duke,2016-10-08,6,,Army,W,1,6
East Carolina,2016-10-08,6,@,South Florida,L,5,38
Eastern Michigan,2016-10-08,6,,Toledo,L,5,35
Florida International,2016-10-08,6,@,Texas-El Paso,W,3,21
Florida State,2016-10-08,6,@,Miami (FL),W,2,19
Fresno State,2016-10-08,6,@,Nevada,L,4,27
Georgia State,2016-10-08,5,,Texas State,W,3,21
Georgia Tech,2016-10-08,6,@,Pittsburgh,L,4,37
Hawaii,2016-10-08,6,@,San Jose State,W,2,17
Houston,2016-10-08,6,@,Navy,L,5,46
Idaho,2016-10-08,6,@,Louisiana-Monroe,W,4,31
Illinois,2016-10-08,5,,Purdue,L,4,34
Indiana,2016-10-08,5,@,Ohio State,L,5,38
Iowa,2016-10-08,6,@,Minnesota,W,1,7
Iowa State,2016-10-08,6,@,Oklahoma State,L,5,38
Kansas,2016-10-08,5,,Texas Christian,L,3,24
Kansas State,2016-10-08,5,,Texas Tech,W,5,38
Kent State,2016-10-08,6,@,Buffalo,W,2,20
Kentucky,2016-10-08,6,,Vanderbilt,W,1,13
Louisiana-Monroe,2016-10-08,5,,Idaho,L,3,34
Marshall,2016-10-08,5,@,North Texas,L,5,38
Maryland,2016-10-08,5,@,Penn State,L,5,38
Miami (FL),2016-10-08,5,,Florida State,L,2,20
Miami (OH),2016-10-08,6,@,Akron,L,5,35
Michigan,2016-10-08,6,@,Rutgers,W,0,0
Michigan State,2016-10-08,5,,Brigham Young,L,4,31
Minnesota,2016-10-08,5,,Iowa,L,1,14
Mississippi State,2016-10-08,5,,Auburn,L,5,38
Navy,2016-10-08,5,,Houston,W,5,40
Nevada,2016-10-08,6,,Fresno State,W,2,22
North Carolina,2016-10-08,6,,Virginia Tech,L,4,34
North Carolina State,2016-10-08,5,,Notre Dame,W,0,3
North Texas,2016-10-08,6,,Marshall,W,3,21
Northern Illinois,2016-10-08,6,@,Western Michigan,L,6,45
Notre Dame,2016-10-08,6,@,North Carolina State,L,1,10
Ohio,2016-10-08,6,,Bowling Green State,W,3,24
Ohio State,2016-10-08,5,,Indiana,W,2,17
Oklahoma,2016-10-08,5,N,Texas,W,5,40
Oklahoma State,2016-10-08,6,,Iowa State,W,4,31
Oregon,2016-10-08,6,,Washington,L,10,70
Oregon State,2016-10-08,5,,California,W,5,44
Penn State,2016-10-08,6,,Maryland,W,2,14
Pitt,2016-10-08,6,,Georgia Tech,W,4,34
Purdue,2016-10-08,5,@,Illinois,W,3,31
Rutgers,2016-10-08,6,,Michigan,L,11,78
San Diego State,2016-10-08,5,,Nevada-Las Vegas,W,1,7
San Jose State,2016-10-08,6,,Hawaii,L,4,34
South Florida,2016-10-08,6,,East Carolina,W,2,22
Southern Mississippi,2016-10-08,6,@,Texas-San Antonio,L,7,55
Stanford,2016-10-08,5,,Washington State,L,6,42
Syracuse,2016-10-08,6,@,Wake Forest,L,4,28
Tennessee,2016-10-08,6,@,Texas A&M,L,6,45
Texas,2016-10-08,5,N,Oklahoma,L,6,45
Texas A&M,2016-10-08,6,,Tennessee,W,5,38
Texas Christian,2016-10-08,6,@,Kansas,W,2,23
Texas State,2016-10-08,5,@,Georgia State,L,5,41
Texas Tech,2016-10-08,5,@,Kansas State,L,5,44
Toledo,2016-10-08,5,@,Eastern Michigan,W,2,20
UCLA,2016-10-08,6,@,Arizona State,L,2,23
UNLV,2016-10-08,6,@,San Diego State,L,3,26
USC,2016-10-08,6,,Colorado,W,2,17
Utah,2016-10-08,6,,Arizona,W,3,23
Utah State,2016-10-08,6,@,Colorado State,L,4,31
UTEP,2016-10-08,6,,Florida International,L,4,35
UTSA,2016-10-08,5,,Southern Mississippi,W,4,32
Vanderbilt,2016-10-08,6,@,Kentucky,L,2,20
Virginia Tech,2016-10-08,5,@,North Carolina,W,0,3
Wake Forest,2016-10-08,6,,Syracuse,W,1,9
Washington,2016-10-08,6,@,Oregon,W,3,21
Washington State,2016-10-08,5,@,Stanford,W,2,16
Western Michigan,2016-10-08,6,,Northern Illinois,W,3,30
Wyoming,2016-10-08,6,,Air Force,W,3,26
Charlotte,2016-10-09,6,@,Florida Atlantic,W,3,23
Florida Atlantic,2016-10-09,6,,Charlotte,L,4,28
Georgia,2016-10-09,6,@,South Carolina,W,2,14
South Carolina,2016-10-09,6,,Georgia,L,4,28
Appalachian State,2016-10-12,6,@,Louisiana,W,0,0
Louisiana,2016-10-12,6,,Appalachian State,L,3,24
Brigham Young,2016-10-14,7,,Mississippi State,W,3,21
Duke,2016-10-14,7,@,Louisville,L,3,24
Fresno State,2016-10-14,7,,San Diego State,L,2,17
Louisville,2016-10-14,6,,Duke,W,2,14
Memphis,2016-10-14,6,@,Tulane,W,2,14
Mississippi State,2016-10-14,6,@,Brigham Young,L,4,28
San Diego State,2016-10-14,6,@,Fresno State,W,0,3
Tulane,2016-10-14,6,,Memphis,L,2,24
Air Force,2016-10-15,6,N,New Mexico,L,6,45
Akron,2016-10-15,7,,Western Michigan,L,6,41
Alabama,2016-10-15,7,@,Tennessee,W,1,10
Arizona,2016-10-15,7,,Southern California,L,7,48
Arizona State,2016-10-15,7,@,Colorado,L,5,40
Arkansas,2016-10-15,7,,Mississippi,W,4,30
Arkansas State,2016-10-15,6,,South Alabama,W,1,7
Army,2016-10-15,6,,Lafayette,W,1,7
Ball State,2016-10-15,7,@,Buffalo,W,3,21
Baylor,2016-10-15,6,,Kansas,W,1,7
Boise State,2016-10-15,6,,Colorado State,W,3,23
Bowling Green State,2016-10-15,7,@,Toledo,L,6,42
Buffalo,2016-10-15,6,,Ball State,L,4,31
Central Michigan,2016-10-15,7,@,Northern Illinois,W,4,28
Charlotte,2016-10-15,7,,Florida International,L,3,27
Clemson,2016-10-15,7,,North Carolina State,W,2,17
Colorado,2016-10-15,7,,Arizona State,W,1,16
Colorado State,2016-10-15,7,@,Boise State,L,4,28
Connecticut,2016-10-15,7,@,South Florida,L,6,42
Eastern Michigan,2016-10-15,7,@,Ohio,W,2,20
Florida,2016-10-15,6,,Missouri,W,2,14
Florida Atlantic,2016-10-15,7,@,Marshall,L,3,27
Florida International,2016-10-15,7,@,Charlotte,W,3,26
Florida State,2016-10-15,7,,Wake Forest,W,0,6
Georgia,2016-10-15,7,,Vanderbilt,L,2,17
Georgia Southern,2016-10-15,6,@,Georgia Tech,L,5,35
Georgia State,2016-10-15,6,@,Troy,L,3,31
Georgia Tech,2016-10-15,7,,Georgia Southern,W,3,24
Hawaii,2016-10-15,7,,Nevada-Las Vegas,L,5,41
Houston,2016-10-15,7,,Tulsa,W,4,31
Idaho,2016-10-15,7,,New Mexico State,W,3,23
Illinois,2016-10-15,6,@,Rutgers,W,1,7
Indiana,2016-10-15,6,,Nebraska,L,3,27
Iowa,2016-10-15,7,@,Purdue,W,5,35
Iowa State,2016-10-15,7,@,Texas,L,3,27
Kansas,2016-10-15,6,@,Baylor,L,7,49
Kansas State,2016-10-15,6,@,Oklahoma,L,5,38
Kent State,2016-10-15,7,@,Miami (OH),L,2,18
Louisiana Tech,2016-10-15,7,@,Massachusetts,W,4,28
Louisiana-Monroe,2016-10-15,6,,Texas State,W,5,34
LSU,2016-10-15,6,,Southern Mississippi,W,1,10
Marshall,2016-10-15,6,,Florida Atlantic,W,3,21
Maryland,2016-10-15,6,,Minnesota,L,4,31
Massachusetts,2016-10-15,7,,Louisiana Tech,L,8,56
Miami (FL),2016-10-15,6,,North Carolina,L,2,20
Miami (OH),2016-10-15,7,,Kent State,W,2,14
Michigan State,2016-10-15,6,,Northwestern,L,7,54
Middle Tennessee State,2016-10-15,6,,Western Kentucky,L,5,44
Minnesota,2016-10-15,6,@,Maryland,W,1,10
Missouri,2016-10-15,6,@,Florida,L,5,40
Nebraska,2016-10-15,6,@,Indiana,W,2,22
Nevada,2016-10-15,7,@,San Jose State,L,2,14
New Mexico,2016-10-15,6,N,Air Force,W,5,40
New Mexico State,2016-10-15,6,@,Idaho,L,7,55
North Carolina,2016-10-15,7,@,Miami (FL),W,1,13
North Carolina State,2016-10-15,6,@,Clemson,L,3,24
Northern Illinois,2016-10-15,7,,Central Michigan,L,5,34
Northwestern,2016-10-15,6,@,Michigan State,W,5,40
Notre Dame,2016-10-15,7,,Stanford,L,2,17
Ohio,2016-10-15,7,,Eastern Michigan,L,3,27
Ohio State,2016-10-15,6,@,Wisconsin,W,2,23
Oklahoma,2016-10-15,6,,Kansas State,W,2,17
Ole Miss,2016-10-15,6,@,Arkansas,L,4,34
Oregon State,2016-10-15,6,,Utah,L,2,19
Pitt,2016-10-15,7,@,Virginia,W,4,31
Purdue,2016-10-15,6,,Iowa,L,7,49
Rice,2016-10-15,6,,Texas-San Antonio,L,2,14
Rutgers,2016-10-15,7,,Illinois,L,3,24
San Jose State,2016-10-15,7,,Nevada,W,1,10
South Alabama,2016-10-15,6,@,Arkansas State,L,2,17
South Florida,2016-10-15,7,,Connecticut,W,3,27
Southern Mississippi,2016-10-15,7,@,Louisiana State,L,6,45
Stanford,2016-10-15,6,@,Notre Dame,W,1,10
Syracuse,2016-10-15,7,,Virginia Tech,W,2,17
Temple,2016-10-15,7,@,Central Florida,W,3,25
Tennessee,2016-10-15,7,,Alabama,L,7,49
Texas,2016-10-15,6,,Iowa State,W,0,6
Texas State,2016-10-15,6,@,Louisiana-Monroe,L,5,40
Texas Tech,2016-10-15,6,,West Virginia,L,6,48
Toledo,2016-10-15,6,,Bowling Green State,W,5,35
Troy,2016-10-15,6,,Georgia State,W,3,21
Tulsa,2016-10-15,6,@,Houston,L,5,38
UCF,2016-10-15,6,,Temple,L,3,26
UCLA,2016-10-15,7,@,Washington State,L,3,27
UNLV,2016-10-15,7,@,Hawaii,W,5,38
USC,2016-10-15,7,@,Arizona,W,2,14
Utah,2016-10-15,7,@,Oregon State,W,2,14
UTSA,2016-10-15,6,@,Rice,W,2,13
Vanderbilt,2016-10-15,7,@,Georgia,W,1,16
Virginia,2016-10-15,6,,Pittsburgh,L,6,45
Virginia Tech,2016-10-15,6,@,Syracuse,L,4,31
Wake Forest,2016-10-15,7,@,Florida State,L,2,17
Washington State,2016-10-15,6,,UCLA,W,3,21
West Virginia,2016-10-15,5,@,Texas Tech,W,2,17
Western Kentucky,2016-10-15,7,@,Middle Tennessee State,W,5,43
Western Michigan,2016-10-15,7,@,Akron,W,0,0
Wisconsin,2016-10-15,6,,Ohio State,L,3,30
Boise State,2016-10-20,7,,Brigham Young,W,3,27
Brigham Young,2016-10-20,8,@,Boise State,L,4,28
Miami (FL),2016-10-20,7,@,Virginia Tech,L,4,37
South Alabama,2016-10-20,7,,Troy,L,3,28
Troy,2016-10-20,7,@,South Alabama,W,3,21
Virginia Tech,2016-10-20,7,,Miami (FL),W,2,16
California,2016-10-21,7,,Oregon,W,7,49
Oregon,2016-10-21,7,@,California,L,6,52
San Diego State,2016-10-21,7,,San Jose State,W,0,3
San Jose State,2016-10-21,8,@,San Diego State,L,6,42
South Florida,2016-10-21,8,@,Temple,L,5,46
Temple,2016-10-21,8,,South Florida,W,4,30
Air Force,2016-10-22,7,,Hawaii,L,4,34
Akron,2016-10-22,8,@,Ball State,W,3,25
Alabama,2016-10-22,8,,Texas A&M,W,2,14
Appalachian State,2016-10-22,7,,Idaho,W,1,19
Arizona State,2016-10-22,8,,Washington State,L,5,37
Arkansas,2016-10-22,8,@,Auburn,L,8,56
Army,2016-10-22,7,,North Texas,L,5,35
Auburn,2016-10-22,7,,Arkansas,W,0,3
Ball State,2016-10-22,8,,Akron,L,5,35
Boston College,2016-10-22,7,,Syracuse,L,4,28
Bowling Green State,2016-10-22,8,,Miami (OH),L,5,40
Buffalo,2016-10-22,7,@,Northern Illinois,L,6,44
Central Michigan,2016-10-22,8,@,Toledo,L,4,31
Charlotte,2016-10-22,8,@,Marshall,W,3,24
Cincinnati,2016-10-22,7,,East Carolina,W,2,19
Colorado,2016-10-22,8,@,Stanford,W,0,5
Colorado State,2016-10-22,8,@,Nevada-Las Vegas,W,3,23
Connecticut,2016-10-22,8,,Central Florida,L,3,24
East Carolina,2016-10-22,7,@,Cincinnati,L,4,31
Eastern Michigan,2016-10-22,8,@,Western Michigan,L,6,45
Florida International,2016-10-22,8,,Louisiana Tech,L,5,44
Fresno State,2016-10-22,8,@,Utah State,L,5,38
Georgia Southern,2016-10-22,7,@,New Mexico State,W,2,19
Georgia State,2016-10-22,7,,Tennessee-Martin,W,0,6
Hawaii,2016-10-22,8,@,Air Force,W,3,27
Houston,2016-10-22,8,@,Southern Methodist,L,5,38
Idaho,2016-10-22,8,@,Appalachian State,L,4,37
Illinois,2016-10-22,7,@,Michigan,L,5,41
Indiana,2016-10-22,7,@,Northwestern,L,3,24
Iowa,2016-10-22,8,,Wisconsin,L,2,17
Kansas,2016-10-22,7,,Oklahoma State,L,5,44
Kansas State,2016-10-22,7,,Texas,W,3,21
Kent State,2016-10-22,8,,Ohio,L,2,14
Kentucky,2016-10-22,7,,Mississippi State,W,5,38
Louisiana,2016-10-22,7,@,Texas State,W,0,3
Louisiana Tech,2016-10-22,8,@,Florida International,W,3,24
Louisiana-Monroe,2016-10-22,7,@,New Mexico,L,8,59
Louisville,2016-10-22,7,,North Carolina State,W,2,13
LSU,2016-10-22,7,,Mississippi,W,2,21
Marshall,2016-10-22,7,,Charlotte,L,3,27
Maryland,2016-10-22,7,,Michigan State,W,2,17
Massachusetts,2016-10-22,8,@,South Carolina,L,5,34
Memphis,2016-10-22,7,@,Navy,L,6,42
Miami (OH),2016-10-22,8,@,Bowling Green State,W,3,26
Michigan,2016-10-22,7,,Illinois,W,1,8
Michigan State,2016-10-22,7,@,Maryland,L,4,28
Middle Tennessee State,2016-10-22,7,@,Missouri,W,6,45
Minnesota,2016-10-22,7,,Rutgers,W,4,32
Mississippi State,2016-10-22,7,@,Kentucky,L,4,40
Missouri,2016-10-22,7,,Middle Tennessee State,L,6,51
Navy,2016-10-22,6,,Memphis,W,4,28
Nebraska,2016-10-22,7,,Purdue,W,2,14
Nevada,2016-10-22,8,,Wyoming,L,6,42
New Mexico,2016-10-22,7,,Louisiana-Monroe,W,2,17
New Mexico State,2016-10-22,7,,Georgia Southern,L,2,22
North Carolina,2016-10-22,8,@,Virginia,W,2,14
North Carolina State,2016-10-22,7,@,Louisville,L,6,54
North Texas,2016-10-22,7,@,Army,W,2,18
Northern Illinois,2016-10-22,8,,Buffalo,W,1,7
Northwestern,2016-10-22,7,,Indiana,W,1,14
Ohio,2016-10-22,8,@,Kent State,W,1,10
Ohio State,2016-10-22,7,@,Penn State,L,3,24
Oklahoma,2016-10-22,7,@,Texas Tech,W,8,59
Oklahoma State,2016-10-22,7,@,Kansas,W,2,20
Old Dominion,2016-10-22,7,@,Western Kentucky,L,8,59
Ole Miss,2016-10-22,7,@,Louisiana State,L,5,38
Oregon State,2016-10-22,7,@,Washington,L,5,41
Penn State,2016-10-22,7,,Ohio State,W,2,21
Purdue,2016-10-22,7,@,Nebraska,L,3,27
Rice,2016-10-22,7,,Prairie View A&M,W,6,44
Rutgers,2016-10-22,8,@,Minnesota,L,4,34
SMU,2016-10-22,7,,Houston,W,2,16
South Carolina,2016-10-22,7,,Massachusetts,W,4,28
Stanford,2016-10-22,7,,Colorado,L,1,10
Syracuse,2016-10-22,8,@,Boston College,W,2,20
Texas,2016-10-22,7,@,Kansas State,L,3,24
Texas A&M,2016-10-22,7,@,Alabama,L,4,33
Texas Christian,2016-10-22,7,@,West Virginia,L,4,34
Texas State,2016-10-22,7,,Louisiana,L,3,27
Texas Tech,2016-10-22,7,,Oklahoma,L,9,66
Toledo,2016-10-22,7,,Central Michigan,W,2,17
Tulane,2016-10-22,7,@,Tulsa,L,6,50
Tulsa,2016-10-22,7,,Tulane,W,4,27
UCF,2016-10-22,7,@,Connecticut,W,1,16
UCLA,2016-10-22,8,,Utah,L,6,52
UNLV,2016-10-22,8,,Colorado State,L,6,42
Utah,2016-10-22,8,@,UCLA,W,6,45
Utah State,2016-10-22,7,,Fresno State,W,2,20
UTEP,2016-10-22,7,@,Texas-San Antonio,W,6,49
UTSA,2016-10-22,7,,Texas-El Paso,L,7,52
Vanderbilt,2016-10-22,8,,Tennessee State,W,2,17
Virginia,2016-10-22,7,,North Carolina,L,5,35
Washington,2016-10-22,7,,Oregon State,W,2,17
Washington State,2016-10-22,7,@,Arizona State,W,4,32
West Virginia,2016-10-22,6,,Texas Christian,W,1,10
Western Kentucky,2016-10-22,8,,Old Dominion,W,3,24
Western Michigan,2016-10-22,8,,Eastern Michigan,W,4,31
Wisconsin,2016-10-22,7,@,Iowa,W,0,9
Wyoming,2016-10-22,7,@,Nevada,W,5,34
Akron,2016-10-27,9,@,Buffalo,L,5,41
Appalachian State,2016-10-27,8,@,Georgia Southern,W,1,10
Buffalo,2016-10-27,8,,Akron,W,2,20
California,2016-10-27,8,@,Southern California,L,6,45
Georgia Southern,2016-10-27,8,,Appalachian State,L,4,34
Ohio,2016-10-27,9,@,Toledo,W,3,26
Pitt,2016-10-27,8,,Virginia Tech,L,3,39
Toledo,2016-10-27,8,,Ohio,L,4,31
USC,2016-10-27,8,,California,W,3,24
Virginia Tech,2016-10-27,8,@,Pittsburgh,W,5,36
Air Force,2016-10-28,8,@,Fresno State,W,3,21
Fresno State,2016-10-28,9,,Air Force,L,4,31
Navy,2016-10-28,7,@,South Florida,L,7,52
San Diego State,2016-10-28,8,@,Utah State,W,2,13
South Florida,2016-10-28,9,,Navy,W,7,45
Utah State,2016-10-28,8,,San Diego State,L,4,40
Arizona,2016-10-29,8,,Stanford,L,4,34
Arizona State,2016-10-29,9,@,Oregon,L,6,54
Arkansas State,2016-10-29,7,,Louisiana-Monroe,W,1,10
Army,2016-10-29,8,@,Wake Forest,W,1,13
Auburn,2016-10-29,8,@,Mississippi,W,3,29
Baylor,2016-10-29,7,@,Texas,L,4,35
Boise State,2016-10-29,8,@,Wyoming,L,3,30
Boston College,2016-10-29,8,@,North Carolina State,W,2,14
Central Michigan,2016-10-29,9,,Kent State,L,3,27
Cincinnati,2016-10-29,8,@,Temple,L,4,34
Clemson,2016-10-29,8,@,Florida State,W,5,34
Connecticut,2016-10-29,9,@,East Carolina,L,5,41
Duke,2016-10-29,8,@,Georgia Tech,L,5,38
East Carolina,2016-10-29,8,,Connecticut,W,0,3
Eastern Michigan,2016-10-29,9,,Miami (OH),L,4,28
Florida,2016-10-29,7,N,Georgia,W,1,10
Florida Atlantic,2016-10-29,8,,Western Kentucky,L,7,52
Florida International,2016-10-29,9,,Middle Tennessee State,L,6,42
Florida State,2016-10-29,8,,Clemson,L,4,37
Georgia,2016-10-29,8,N,Florida,L,3,24
Georgia State,2016-10-29,8,@,South Alabama,L,1,13
Georgia Tech,2016-10-29,8,,Duke,W,5,35
Hawaii,2016-10-29,9,,New Mexico,L,4,28
Houston,2016-10-29,9,,Central Florida,W,3,24
Illinois,2016-10-29,8,,Minnesota,L,5,40
Indiana,2016-10-29,8,,Maryland,W,5,36
Iowa State,2016-10-29,8,,Kansas State,L,4,31
Kansas,2016-10-29,8,@,Oklahoma,L,8,56
Kansas State,2016-10-29,8,@,Iowa State,W,3,26
Kent State,2016-10-29,9,@,Central Michigan,W,3,24
Kentucky,2016-10-29,8,@,Missouri,W,3,21
Louisiana Tech,2016-10-29,9,,Rice,W,2,16
Louisiana-Monroe,2016-10-29,8,@,Arkansas State,L,7,51
Louisville,2016-10-29,8,@,Virginia,W,3,25
Marshall,2016-10-29,8,@,Southern Mississippi,L,3,24
Maryland,2016-10-29,8,@,Indiana,L,6,42
Massachusetts,2016-10-29,9,,Wagner,W,1,10
Memphis,2016-10-29,8,,Tulsa,L,8,59
