School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Fum,Pass Int,Turnovers
Vanderbilt,2004-10-02,4,,Mississippi State,W,12,22,54.5,102,1,49,228,4.7,3,1,0,1
Virginia Tech,2004-10-02,5,,West Virginia,W,16,34,47.1,142,0,47,192,4.1,0,0,2,2
Wake Forest,2004-10-02,5,@,North Carolina State,L,11,18,61.1,77,0,42,202,4.8,2,0,0,0
Washington,2004-10-02,4,@,Stanford,L,17,39,43.6,211,1,40,91,2.3,1,0,1,1
West Virginia,2004-10-02,5,@,Virginia Tech,L,10,21,47.6,113,0,36,134,3.7,1,1,1,2
Wisconsin,2004-10-02,5,,Illinois,W,9,20,45.0,99,0,50,258,5.2,3,1,0,1
Wyoming,2004-10-02,4,,Louisiana-Monroe,W,16,28,57.1,175,1,53,261,4.9,3,0,1,1
Clemson,2004-10-07,5,@,Virginia,L,16,28,57.1,166,1,21,45,2.1,0,0,1,1
Houston,2004-10-07,6,@,Southern Mississippi,L,19,36,52.8,345,1,47,173,3.7,2,0,0,0
Southern Mississippi,2004-10-07,4,,Houston,W,17,29,58.6,173,2,38,165,4.3,2,1,1,2
Virginia,2004-10-07,5,,Clemson,W,14,26,53.8,225,1,54,239,4.4,2,1,0,1
Brigham Young,2004-10-08,6,,Nevada-Las Vegas,L,34,68,50.0,358,1,28,91,3.3,0,4,1,5
UNLV,2004-10-08,6,@,Brigham Young,W,9,27,33.3,130,1,46,128,2.8,2,1,1,2
Air Force,2004-10-09,6,,New Mexico,W,4,9,44.4,95,0,53,239,4.5,4,0,0,0
Akron,2004-10-09,6,,Buffalo,W,13,23,56.5,202,2,28,172,6.1,3,0,0,0
Alabama,2004-10-09,6,@,Kentucky,W,7,11,63.6,83,0,63,304,4.8,5,0,0,0
Arizona,2004-10-09,5,@,UCLA,L,13,25,52.0,93,0,39,258,6.6,2,0,1,1
Arkansas State,2004-10-09,6,@,Middle Tennessee State,L,19,29,65.5,251,1,37,144,3.9,1,2,3,5
Army,2004-10-09,5,,Cincinnati,W,13,21,61.9,270,2,46,284,6.2,4,0,1,1
Auburn,2004-10-09,6,,Louisiana Tech,W,16,21,76.2,274,4,40,198,5.0,2,0,0,0
Ball State,2004-10-09,6,,Eastern Michigan,L,21,39,53.8,267,1,35,142,4.1,2,0,0,0
Baylor,2004-10-09,5,,Missouri,L,15,31,48.4,88,1,29,85,2.9,0,2,2,4
Bowling Green State,2004-10-09,5,@,Central Michigan,W,31,42,73.8,387,4,33,123,3.7,1,0,0,0
Buffalo,2004-10-09,6,@,Akron,L,11,20,55.0,136,1,47,172,3.7,2,0,0,0
California,2004-10-09,4,@,Southern California,L,29,35,82.9,267,1,44,157,3.6,1,3,0,3
Central Michigan,2004-10-09,5,,Bowling Green State,L,19,35,54.3,191,0,41,210,5.1,2,0,2,2
Cincinnati,2004-10-09,6,@,Army,L,25,39,64.1,350,4,40,186,4.7,0,4,1,5
Colorado,2004-10-09,5,,Oklahoma State,L,28,46,60.9,318,1,30,129,4.3,1,1,2,3
East Carolina,2004-10-09,5,,Tulane,W,13,23,56.5,107,1,47,158,3.4,2,2,0,2
Eastern Michigan,2004-10-09,6,@,Ball State,W,30,46,65.2,390,2,34,147,4.3,2,1,0,1
Florida,2004-10-09,5,,Louisiana State,L,15,33,45.5,142,2,26,94,3.6,1,0,0,0
Florida A&M,2004-10-09,6,,Nicholls State,L,23,42,54.8,290,1,38,221,5.8,3,0,2,2
Florida Atlantic,2004-10-09,4,@,Texas State,W,12,23,52.2,245,1,42,86,2.0,1,3,1,4
Florida International,2004-10-09,3,@,Stephen F. Austin,W,19,34,55.9,216,1,43,218,5.1,3,0,2,2
Florida State,2004-10-09,5,@,Syracuse,W,15,26,57.7,169,0,43,258,6.0,2,2,1,3
Fresno State,2004-10-09,5,,Texas-El Paso,L,20,36,55.6,126,1,39,195,5.0,2,0,2,2
Georgia,2004-10-09,5,,Tennessee,L,19,41,46.3,209,1,29,56,1.9,1,1,0,1
Georgia Tech,2004-10-09,5,@,Maryland,W,11,22,50.0,197,1,43,131,3.0,1,0,0,0
Hawaii,2004-10-09,4,,Nevada,W,21,35,60.0,322,3,24,251,10.5,2,1,1,2
Idaho,2004-10-09,6,,Louisiana-Monroe,L,25,35,71.4,210,2,31,83,2.7,0,0,1,1
Illinois,2004-10-09,6,@,Michigan State,L,15,25,60.0,144,0,39,234,6.0,2,1,0,1
Indiana,2004-10-09,6,@,Northwestern,L,27,50,54.0,329,3,40,100,2.5,0,1,1,2
Iowa State,2004-10-09,5,,Texas A&M,L,18,43,41.9,161,0,42,142,3.4,0,0,2,2
Kansas,2004-10-09,6,,Kansas State,W,14,27,51.9,137,3,32,101,3.2,1,2,0,2
Kansas State,2004-10-09,5,@,Kansas,L,19,33,57.6,306,2,33,59,1.8,1,1,1,2
Kent State,2004-10-09,6,@,Miami (OH),L,28,44,63.6,361,4,36,58,1.6,0,3,1,4
Kentucky,2004-10-09,5,,Alabama,L,7,18,38.9,100,1,28,77,2.8,1,3,0,3
Louisiana,2004-10-09,6,@,New Mexico State,L,29,45,64.4,334,2,42,166,4.0,1,3,0,3
Louisiana Tech,2004-10-09,6,@,Auburn,L,14,25,56.0,185,1,34,37,1.1,0,1,2,3
Louisiana-Monroe,2004-10-09,5,@,Idaho,W,13,24,54.2,139,1,33,117,3.5,1,1,0,1
LSU,2004-10-09,6,@,Florida,W,24,38,63.2,254,2,45,210,4.7,1,0,3,3
Marshall,2004-10-09,5,@,Ohio,W,20,35,57.1,170,0,28,109,3.9,0,2,1,3
Maryland,2004-10-09,5,,Georgia Tech,L,11,23,47.8,74,0,38,8,0.2,1,0,0,0
Miami (OH),2004-10-09,6,,Kent State,W,19,29,65.5,308,3,38,116,3.1,2,0,0,0
Michigan,2004-10-09,6,,Minnesota,W,33,49,67.3,328,2,45,190,4.2,1,1,2,3
Michigan State,2004-10-09,6,,Illinois,W,23,30,76.7,234,4,46,253,5.5,1,0,0,0
Middle Tennessee State,2004-10-09,5,,Arkansas State,W,30,34,88.2,447,4,36,104,2.9,2,0,0,0
Minnesota,2004-10-09,6,@,Michigan,L,8,22,36.4,156,1,39,189,4.8,2,0,0,0
Mississippi State,2004-10-09,6,,Alabama-Birmingham,L,10,20,50.0,99,1,43,225,5.2,0,1,0,1
Missouri,2004-10-09,5,@,Baylor,W,13,28,46.4,151,3,52,176,3.4,0,0,0,0
Nebraska,2004-10-09,5,@,Texas Tech,L,15,42,35.7,199,1,37,93,2.5,0,2,5,7
Nevada,2004-10-09,6,@,Hawaii,L,21,39,53.8,258,1,55,233,4.2,2,1,2,3
New Mexico,2004-10-09,6,@,Air Force,L,9,22,40.9,119,0,41,140,3.4,1,0,1,1
New Mexico State,2004-10-09,6,,Louisiana,W,16,25,64.0,274,1,42,210,5.0,4,2,1,3
North Carolina,2004-10-09,6,,North Carolina State,W,15,23,65.2,192,3,30,164,5.5,0,0,0,0
North Carolina State,2004-10-09,5,@,North Carolina,L,22,28,78.6,273,0,50,304,6.1,2,2,1,3
North Texas,2004-10-09,6,@,Utah State,W,5,12,41.7,84,1,48,259,5.4,2,1,0,1
Northern Illinois,2004-10-09,6,@,Central Florida,W,17,30,56.7,202,1,44,205,4.7,1,0,3,3
Northwestern,2004-10-09,6,,Indiana,W,28,48,58.3,254,1,40,229,5.7,3,0,1,1
Notre Dame,2004-10-09,6,,Stanford,W,11,24,45.8,173,0,51,149,2.9,3,1,0,1
Ohio,2004-10-09,6,,Marshall,L,21,38,55.3,236,1,37,76,2.1,0,0,1,1
Ohio State,2004-10-09,5,,Wisconsin,L,15,31,48.4,125,0,25,99,4.0,0,2,0,2
Oklahoma,2004-10-09,5,N,Texas,W,14,27,51.9,113,0,52,301,5.8,1,1,2,3
Oklahoma State,2004-10-09,5,@,Colorado,W,8,11,72.7,193,3,43,236,5.5,2,0,1,1
Ole Miss,2004-10-09,6,@,South Carolina,W,20,34,58.8,236,1,45,178,4.0,3,1,0,1
Oregon,2004-10-09,5,@,Washington State,W,36,56,64.3,437,3,46,209,4.5,3,3,0,3
Penn State,2004-10-09,6,,Purdue,L,29,51,56.9,293,1,17,18,1.1,0,0,0,0
Pitt,2004-10-09,5,@,Temple,W,14,19,73.7,234,1,37,126,3.4,2,0,0,0
Purdue,2004-10-09,5,@,Penn State,W,24,35,68.6,275,1,32,73,2.3,1,0,2,2
Rice,2004-10-09,5,,Southern Methodist,W,1,5,20.0,5,0,77,496,6.4,6,1,0,1
Rutgers,2004-10-09,5,@,Vanderbilt,W,31,40,77.5,344,2,27,49,1.8,3,2,1,3
San Diego State,2004-10-09,5,@,Wyoming,L,28,45,62.2,295,1,32,68,2.1,0,2,1,3
San Jose State,2004-10-09,5,@,Washington,L,7,9,77.8,22,0,42,111,2.6,0,0,0,0
SMU,2004-10-09,6,@,Rice,L,17,29,58.6,209,1,32,116,3.6,0,1,2,3
South Carolina,2004-10-09,6,,Mississippi,L,15,33,45.5,349,2,39,142,3.6,2,1,0,1
Stanford,2004-10-09,5,@,Notre Dame,L,17,38,44.7,267,0,25,67,2.7,1,0,0,0
Syracuse,2004-10-09,6,,Florida State,L,19,28,67.9,207,1,31,58,1.9,0,1,1,2
Temple,2004-10-09,6,,Pittsburgh,L,30,45,66.7,314,3,38,144,3.8,0,0,0,0
Tennessee,2004-10-09,5,@,Georgia,W,12,22,54.5,150,2,47,127,2.7,0,2,0,2
Texas,2004-10-09,5,N,Oklahoma,L,8,23,34.8,86,0,40,154,3.9,0,3,0,3
Texas A&M,2004-10-09,5,@,Iowa State,W,19,31,61.3,257,4,37,162,4.4,1,0,0,0
Texas Tech,2004-10-09,6,,Nebraska,W,47,61,77.0,451,6,15,72,4.8,4,0,1,1
Toledo,2004-10-09,6,@,Western Michigan,W,25,29,86.2,299,3,64,350,5.5,5,1,0,1
Tulane,2004-10-09,4,@,East Carolina,L,15,28,53.6,223,2,27,43,1.6,0,0,2,2
UAB,2004-10-09,5,@,Mississippi State,W,13,19,68.4,150,2,40,164,4.1,0,0,0,0
UCF,2004-10-09,5,,Northern Illinois,L,25,33,75.8,272,2,36,51,1.4,1,1,1,2
UCLA,2004-10-09,5,,Arizona,W,17,25,68.0,234,4,39,114,2.9,1,0,0,0
USC,2004-10-09,5,,California,W,15,25,60.0,164,2,25,41,1.6,0,0,1,1
Utah State,2004-10-09,6,,North Texas,L,22,40,55.0,290,1,36,79,2.2,1,2,4,6
UTEP,2004-10-09,5,@,Fresno State,W,12,23,52.2,185,1,37,92,2.5,1,2,0,2
Vanderbilt,2004-10-09,5,,Rutgers,L,14,21,66.7,260,1,40,136,3.4,2,1,0,1
Virginia Tech,2004-10-09,6,@,Wake Forest,W,12,18,66.7,119,1,50,210,4.2,1,2,0,2
Wake Forest,2004-10-09,6,,Virginia Tech,L,15,26,57.7,208,0,41,139,3.4,1,0,1,1
Washington,2004-10-09,5,,San Jose State,W,7,16,43.8,75,0,53,259,4.9,3,0,2,2
Washington State,2004-10-09,5,,Oregon,L,13,36,36.1,231,3,26,143,5.5,1,1,2,3
Western Michigan,2004-10-09,5,,Toledo,L,24,43,55.8,363,4,17,34,2.0,0,2,3,5
Wisconsin,2004-10-09,6,@,Ohio State,W,15,24,62.5,160,2,48,184,3.8,1,0,0,0
Wyoming,2004-10-09,5,,San Diego State,W,16,29,55.2,192,2,34,72,2.1,0,0,0,0
Connecticut,2004-10-13,6,,West Virginia,L,24,47,51.1,268,2,32,97,3.0,0,0,3,3
West Virginia,2004-10-13,6,@,Connecticut,W,12,20,60.0,138,1,49,324,6.6,2,1,1,2
Louisville,2004-10-14,5,@,Miami (FL),L,24,36,66.7,293,3,41,214,5.2,2,1,1,2
Miami (FL),2004-10-14,5,,Louisville,W,25,37,67.6,308,3,33,123,3.7,1,0,1,1
Texas Christian,2004-10-15,6,@,Alabama-Birmingham,L,24,38,63.2,343,1,41,115,2.8,2,0,0,0
UAB,2004-10-15,6,,Texas Christian,W,15,24,62.5,337,5,33,136,4.1,0,0,1,1
Akron,2004-10-16,7,@,Central Florida,W,14,24,58.3,169,2,42,166,4.0,1,1,0,1
Alabama,2004-10-16,7,,Southern Mississippi,W,4,9,44.4,72,1,51,262,5.1,2,0,1,1
Arizona,2004-10-16,6,@,Oregon,L,14,34,41.2,156,1,33,110,3.3,1,0,3,3
Arizona State,2004-10-16,6,@,Southern California,L,23,39,59.0,219,0,30,24,0.8,1,0,2,2
Arkansas,2004-10-16,6,@,Auburn,L,14,29,48.3,209,3,29,128,4.4,0,0,0,0
Arkansas State,2004-10-16,7,,Troy,W,11,23,47.8,114,1,40,124,3.1,0,0,0,0
Army,2004-10-16,6,@,South Florida,W,16,27,59.3,202,1,37,242,6.5,5,1,0,1
Auburn,2004-10-16,7,,Arkansas,W,17,20,85.0,297,3,47,225,4.8,2,1,1,2
Ball State,2004-10-16,7,@,Bowling Green State,L,18,42,42.9,193,0,46,92,2.0,1,0,0,0
Baylor,2004-10-16,6,@,Nebraska,L,25,40,62.5,300,2,38,100,2.6,1,1,1,2
Boise State,2004-10-16,6,@,Tulsa,W,18,34,52.9,261,2,56,264,4.7,3,0,2,2
Boston College,2004-10-16,6,@,Pittsburgh,L,32,53,60.4,367,2,32,56,1.8,0,2,0,2
Bowling Green State,2004-10-16,6,,Ball State,W,20,28,71.4,302,4,31,135,4.4,2,0,0,0
Brigham Young,2004-10-16,7,,Wyoming,W,11,26,42.3,179,1,44,237,5.4,2,2,1,3
Buffalo,2004-10-16,7,,Miami (OH),L,10,19,52.6,98,0,31,67,2.2,1,0,1,1
California,2004-10-16,5,,UCLA,W,19,30,63.3,260,4,43,290,6.7,2,1,0,1
Central Michigan,2004-10-16,6,@,Northern Illinois,L,12,22,54.5,115,1,36,193,5.4,0,1,0,1
Clemson,2004-10-16,6,,Utah State,W,15,24,62.5,179,0,48,200,4.2,4,0,2,2
Colorado,2004-10-16,6,,Iowa State,W,18,34,52.9,163,1,34,141,4.1,0,0,3,3
Colorado State,2004-10-16,6,@,San Diego State,W,17,28,60.7,133,1,38,63,1.7,1,1,1,2
Duke,2004-10-16,6,@,Georgia Tech,L,11,23,47.8,100,0,40,84,2.1,1,2,0,2
Eastern Michigan,2004-10-16,7,@,Western Michigan,W,14,36,38.9,229,3,34,200,5.9,1,1,1,2
Florida,2004-10-16,6,,Middle Tennessee State,W,20,25,80.0,360,3,32,141,4.4,4,1,1,2
Florida A&M,2004-10-16,7,@,Virginia Tech,L,19,38,50.0,139,0,37,60,1.6,0,2,3,5
Florida Atlantic,2004-10-16,5,@,Northern Colorado,W,18,33,54.5,307,2,36,151,4.2,2,1,0,1
Florida International,2004-10-16,4,@,Louisiana-Monroe,L,25,48,52.1,217,1,22,41,1.9,0,1,2,3
Florida State,2004-10-16,6,,Virginia,W,21,27,77.8,278,1,39,192,4.9,3,0,0,0
Georgia,2004-10-16,6,,Vanderbilt,W,18,26,69.2,254,2,47,273,5.8,2,1,1,2
Georgia Tech,2004-10-16,6,,Duke,W,11,21,52.4,147,2,38,183,4.8,1,1,2,3
Hawaii,2004-10-16,5,@,Texas-El Paso,L,32,65,49.2,359,2,14,77,5.5,0,2,2,4
Idaho,2004-10-16,7,,Louisiana,W,21,28,75.0,197,1,41,250,6.1,3,0,0,0
Illinois,2004-10-16,7,,Michigan,L,20,40,50.0,156,1,30,98,3.3,1,1,3,4
Iowa,2004-10-16,6,,Ohio State,W,26,39,66.7,331,3,37,117,3.2,1,1,0,1
Iowa State,2004-10-16,6,@,Colorado,L,16,33,48.5,239,1,47,164,3.5,0,3,1,4
Kansas State,2004-10-16,6,,Oklahoma,L,21,41,51.2,246,1,25,1,0.0,1,3,0,3
Kent State,2004-10-16,7,,Marshall,L,13,34,38.2,122,1,34,113,3.3,1,0,3,3
Kentucky,2004-10-16,6,,South Carolina,L,22,35,62.9,171,0,35,80,2.3,1,3,1,4
Louisiana,2004-10-16,7,@,Idaho,L,21,49,42.9,339,2,38,183,4.8,1,1,2,3
Louisiana Tech,2004-10-16,7,@,Southern Methodist,W,19,27,70.4,313,2,40,277,6.9,3,1,0,1
Louisiana-Monroe,2004-10-16,6,,Florida International,W,25,41,61.0,303,2,36,89,2.5,1,0,1,1
Marshall,2004-10-16,6,@,Kent State,W,15,35,42.9,198,2,41,41,1.0,1,1,1,2
Maryland,2004-10-16,6,,North Carolina State,L,7,19,36.8,24,0,37,67,1.8,0,0,0,0
Memphis,2004-10-16,6,,Tulane,W,23,31,74.2,226,3,42,257,6.1,3,1,1,2
Miami (OH),2004-10-16,7,@,Buffalo,W,25,36,69.4,306,2,45,116,2.6,1,1,1,2
Michigan,2004-10-16,7,@,Illinois,W,14,27,51.9,114,1,61,294,4.8,3,0,2,2
Michigan State,2004-10-16,7,,Minnesota,W,21,32,65.6,312,3,52,324,6.2,3,1,2,3
Middle Tennessee State,2004-10-16,6,@,Florida,L,25,38,65.8,223,1,37,78,2.1,0,0,2,2
Minnesota,2004-10-16,7,@,Michigan State,L,11,33,33.3,211,2,29,102,3.5,0,0,2,2
Missouri,2004-10-16,6,@,Texas,L,20,34,58.8,185,1,47,173,3.7,2,0,2,2
Navy,2004-10-16,6,N,Notre Dame,L,3,6,50.0,44,0,61,216,3.5,1,1,0,1
Nebraska,2004-10-16,6,,Baylor,W,13,20,65.0,342,5,42,169,4.0,3,0,0,0
Nevada,2004-10-16,7,,Rice,W,16,32,50.0,168,1,42,192,4.6,4,0,2,2
New Mexico,2004-10-16,7,@,Nevada-Las Vegas,W,14,27,51.9,92,1,50,284,5.7,2,0,0,0
North Carolina,2004-10-16,7,@,Utah,L,16,34,47.1,173,0,27,48,1.8,2,1,1,2
North Carolina State,2004-10-16,6,@,Maryland,W,13,30,43.3,208,0,45,95,2.1,1,1,0,1
Northern Illinois,2004-10-16,7,,Central Michigan,W,9,15,60.0,148,1,66,331,5.0,5,0,0,0
Notre Dame,2004-10-16,7,N,Navy,W,11,20,55.0,130,0,44,204,4.6,3,0,0,0
Ohio,2004-10-16,7,@,Toledo,L,14,31,45.2,132,1,37,98,2.6,0,2,1,3
Ohio State,2004-10-16,6,@,Iowa,L,14,26,53.8,150,1,29,27,0.9,0,2,1,3
Oklahoma,2004-10-16,6,@,Kansas State,W,20,31,64.5,256,4,44,149,3.4,0,0,1,1
Oklahoma State,2004-10-16,6,,Texas A&M,L,15,26,57.7,202,1,53,182,3.4,2,2,0,2
Ole Miss,2004-10-16,7,,Tennessee,L,14,26,53.8,168,0,38,89,2.3,1,1,2,3
Oregon,2004-10-16,6,,Arizona,W,21,30,70.0,336,1,42,156,3.7,3,2,0,2
Oregon State,2004-10-16,6,@,Washington,W,26,40,65.0,286,1,36,101,2.8,1,2,0,2
Pitt,2004-10-16,6,,Boston College,W,12,27,44.4,131,0,42,177,4.2,2,1,0,1
Purdue,2004-10-16,6,,Wisconsin,L,25,45,55.6,235,1,40,132,3.3,1,2,1,3
Rice,2004-10-16,6,@,Nevada,L,7,16,43.8,57,0,53,268,5.1,1,1,1,2
Rutgers,2004-10-16,6,,Temple,W,18,31,58.1,193,1,32,90,2.8,0,1,4,5
San Diego State,2004-10-16,6,,Colorado State,L,19,41,46.3,238,1,32,128,4.0,0,1,2,3
SMU,2004-10-16,7,,Louisiana Tech,L,26,53,49.1,288,1,31,62,2.0,0,1,4,5
South Carolina,2004-10-16,7,@,Kentucky,W,9,16,56.3,105,1,43,213,5.0,0,3,2,5
South Florida,2004-10-16,5,,Army,L,10,23,43.5,116,1,53,367,6.9,4,1,1,2
Southern Mississippi,2004-10-16,5,@,Alabama,L,6,23,26.1,23,0,37,148,4.0,0,1,1,2
Stanford,2004-10-16,6,@,Washington State,W,16,33,48.5,244,1,41,139,3.4,1,0,1,1
Temple,2004-10-16,7,@,Rutgers,L,21,39,53.8,219,0,41,141,3.4,0,2,2,4
Tennessee,2004-10-16,6,@,Mississippi,W,16,33,48.5,258,1,37,118,3.2,2,1,1,2
Texas,2004-10-16,6,,Missouri,W,8,20,40.0,106,0,39,193,4.9,3,1,2,3
Texas A&M,2004-10-16,6,@,Oklahoma State,W,19,25,76.0,288,2,38,191,5.0,3,0,0,0
Toledo,2004-10-16,7,,Ohio,W,26,38,68.4,285,1,39,115,2.9,2,1,0,1
Troy,2004-10-16,6,@,Arkansas State,L,6,19,31.6,73,1,46,176,3.8,0,2,1,3
Tulane,2004-10-16,5,@,Memphis,L,16,35,45.7,231,3,34,90,2.6,0,0,1,1
Tulsa,2004-10-16,6,,Boise State,L,19,29,65.5,305,3,32,107,3.3,2,0,1,1
UCF,2004-10-16,6,,Akron,L,30,41,73.2,322,2,34,48,1.4,1,2,2,4
UCLA,2004-10-16,6,@,California,L,20,36,55.6,299,4,30,79,2.6,0,1,0,1
UNLV,2004-10-16,7,,New Mexico,L,17,33,51.5,206,2,36,156,4.3,0,4,2,6
USC,2004-10-16,6,,Arizona State,W,17,28,60.7,301,5,38,145,3.8,1,1,0,1
Utah,2004-10-16,6,,North Carolina,W,31,40,77.5,381,4,46,288,6.3,2,1,1,2
Utah State,2004-10-16,7,@,Clemson,L,16,31,51.6,159,0,30,-20,-0.7,1,0,1,1
UTEP,2004-10-16,6,,Hawaii,W,28,45,62.2,317,5,42,173,4.1,2,0,4,4
Vanderbilt,2004-10-16,6,@,Georgia,L,13,23,56.5,134,0,30,53,1.8,0,0,0,0
Virginia,2004-10-16,6,@,Florida State,L,26,38,68.4,261,0,29,20,0.7,0,0,1,1
Virginia Tech,2004-10-16,7,,Florida A&M,W,13,21,61.9,173,4,54,310,5.7,3,1,0,1
Washington,2004-10-16,6,,Oregon State,L,13,36,36.1,224,2,35,121,3.5,0,4,3,7
Washington State,2004-10-16,6,,Stanford,L,18,36,50.0,257,1,36,180,5.0,1,1,3,4
Western Michigan,2004-10-16,6,,Eastern Michigan,L,29,48,60.4,338,4,37,75,2.0,0,2,2,4
Wisconsin,2004-10-16,7,@,Purdue,W,17,32,53.1,211,1,30,84,2.8,1,0,1,1
Wyoming,2004-10-16,6,@,Brigham Young,L,23,40,57.5,219,1,37,103,2.8,0,0,4,4
Syracuse,2004-10-21,7,@,West Virginia,L,23,37,62.2,249,0,36,66,1.8,1,1,0,1
West Virginia,2004-10-21,7,,Syracuse,W,7,12,58.3,144,3,50,279,5.6,0,1,0,1
Colorado State,2004-10-22,7,,Wyoming,W,11,22,50.0,167,0,50,233,4.7,2,1,1,2
Louisville,2004-10-22,6,,South Florida,W,28,39,71.8,345,1,41,172,4.2,4,1,0,1
South Florida,2004-10-22,6,@,Louisville,L,3,21,14.3,67,1,36,136,3.8,0,0,2,2
Wyoming,2004-10-22,7,@,Colorado State,L,26,39,66.7,256,0,29,80,2.8,1,2,2,4
Air Force,2004-10-23,7,,Brigham Young,L,10,24,41.7,150,1,47,213,4.5,2,0,0,0
Akron,2004-10-23,8,,Ball State,W,21,33,63.6,246,2,43,192,4.5,2,3,0,3
Alabama,2004-10-23,8,@,Tennessee,L,14,28,50.0,113,0,39,105,2.7,1,1,1,2
Arizona,2004-10-23,7,,California,L,13,32,40.6,159,0,29,86,3.0,0,1,1,2
Arizona State,2004-10-23,7,,UCLA,W,25,51,49.0,415,6,37,121,3.3,0,0,3,3
Arkansas,2004-10-23,7,,Georgia,L,12,21,57.1,181,1,33,97,2.9,0,2,0,2
Arkansas State,2004-10-23,8,@,Louisiana,L,16,38,42.1,164,1,40,306,7.7,2,0,1,1
Auburn,2004-10-23,8,,Kentucky,W,11,18,61.1,127,0,49,210,4.3,5,1,1,2
Ball State,2004-10-23,8,@,Akron,L,21,38,55.3,200,0,38,176,4.6,3,0,2,2
Baylor,2004-10-23,7,,Iowa State,L,31,39,79.5,310,1,41,140,3.4,2,4,0,4
Boise State,2004-10-23,7,,Fresno State,W,15,23,65.2,227,1,55,164,3.0,2,1,0,1
Boston College,2004-10-23,7,@,Notre Dame,W,27,41,65.9,383,2,28,62,2.2,1,0,2,2
Bowling Green State,2004-10-23,7,@,Ohio,W,30,48,62.5,405,2,31,76,2.5,3,0,0,0
Brigham Young,2004-10-23,8,@,Air Force,W,21,32,65.6,354,4,39,173,4.4,0,1,1,2
Buffalo,2004-10-23,8,@,Marshall,L,10,22,45.5,101,1,37,202,5.5,1,0,1,1
California,2004-10-23,6,@,Arizona,W,22,30,73.3,267,3,41,192,4.7,2,0,2,2
Central Michigan,2004-10-23,7,@,Toledo,L,29,42,69.0,385,2,42,168,4.0,1,1,0,1
Cincinnati,2004-10-23,7,,Memphis,W,13,18,72.2,182,3,59,242,4.1,4,0,0,0
Clemson,2004-10-23,7,,Maryland,W,14,31,45.2,170,0,40,36,0.9,1,0,0,0
Colorado,2004-10-23,7,@,Texas A&M,L,26,43,60.5,364,2,36,146,4.1,1,2,0,2
Connecticut,2004-10-23,7,,Temple,W,18,29,62.1,260,2,34,258,7.6,3,3,1,4
Duke,2004-10-23,7,,Virginia,L,20,32,62.5,242,2,34,95,2.8,0,0,1,1
East Carolina,2004-10-23,6,@,Southern Mississippi,L,18,33,54.5,181,1,27,-3,-0.1,0,1,0,1
Florida,2004-10-23,7,@,Mississippi State,L,20,35,57.1,260,2,30,181,6.0,2,2,1,3
Florida A&M,2004-10-23,8,,Savannah State,W,26,38,68.4,369,5,26,257,9.9,3,1,1,2
Florida Atlantic,2004-10-23,6,,Louisiana-Monroe,L,18,36,50.0,260,0,40,151,3.8,1,0,3,3
Florida International,2004-10-23,5,,McNeese State,L,13,32,40.6,204,2,24,77,3.2,0,1,1,2
Florida State,2004-10-23,7,@,Wake Forest,W,17,39,43.6,194,2,38,138,3.6,0,1,2,3
Fresno State,2004-10-23,6,@,Boise State,L,17,30,56.7,174,1,17,17,1.0,1,1,2,3
Georgia,2004-10-23,7,@,Arkansas,W,22,30,73.3,382,2,47,131,2.8,0,2,0,2
Hawaii,2004-10-23,6,,San Jose State,W,26,40,65.0,341,2,30,108,3.6,3,0,2,2
Houston,2004-10-23,7,@,Texas Christian,L,25,44,56.8,256,3,30,121,4.0,0,1,0,1
Idaho,2004-10-23,8,@,Middle Tennessee State,L,28,47,59.6,236,1,30,87,2.9,1,1,0,1
Illinois,2004-10-23,8,@,Minnesota,L,19,29,65.5,159,0,33,72,2.2,0,1,1,2
Indiana,2004-10-23,7,@,Ohio State,L,17,28,60.7,189,0,36,53,1.5,1,0,1,1
Iowa,2004-10-23,7,@,Penn State,W,14,31,45.2,126,0,40,42,1.1,0,1,1,2
Iowa State,2004-10-23,7,@,Baylor,W,12,20,60.0,148,1,39,109,2.8,2,0,0,0
Kansas,2004-10-23,7,@,Oklahoma,L,17,35,48.6,184,1,34,72,2.1,0,1,2,3
Kansas State,2004-10-23,7,,Nebraska,W,14,23,60.9,124,0,61,294,4.8,6,2,0,2
Kentucky,2004-10-23,7,@,Auburn,L,14,26,53.8,73,0,36,37,1.0,1,2,0,2
Louisiana,2004-10-23,8,,Arkansas State,W,17,29,58.6,226,1,47,188,4.0,1,0,0,0
Louisiana Tech,2004-10-23,8,,Texas-El Paso,L,9,28,32.1,151,0,40,192,4.8,2,1,3,4
Louisiana-Monroe,2004-10-23,7,@,Florida Atlantic,W,24,33,72.7,202,1,31,137,4.4,1,1,0,1
LSU,2004-10-23,7,,Troy,W,25,38,65.8,329,1,36,57,1.6,2,1,3,4
Marshall,2004-10-23,7,,Buffalo,W,20,28,71.4,273,4,47,193,4.1,2,1,2,3
Maryland,2004-10-23,7,@,Clemson,L,14,31,45.2,111,0,37,83,2.2,1,0,2,2
Memphis,2004-10-23,7,@,Cincinnati,L,11,25,44.0,113,0,28,89,3.2,1,0,1,1
Miami (FL),2004-10-23,6,@,North Carolina State,W,15,30,50.0,265,5,46,151,3.3,0,1,1,2
