School,Date,G,Loc,Opponent,WL,Total TD,Points For,Points Difference,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp
Florida International,2012-09-01,1,@,Duke,L,4,26,-20,23,34,67.6,301,3,30,119,4.0,2,1,1,2
Florida State,2012-09-01,1,,Murray State,W,9,69,66,19,38,50.0,117,0,32,39,1.2,0,2,1,3
Fresno State,2012-09-01,1,,Weber State,W,5,37,27,26,33,78.8,207,1,29,67,2.3,0,0,1,1
Georgia,2012-09-01,1,,Buffalo,W,6,45,22,14,25,56.0,148,1,45,199,4.4,2,0,0,0
Hawaii,2012-09-01,1,@,Southern California,L,1,10,-39,26,41,63.4,394,4,23,81,3.5,1,1,0,1
Houston,2012-09-01,1,,Texas State,L,1,13,-17,19,25,76.0,196,1,52,248,4.8,2,1,0,1
Illinois,2012-09-01,1,,Western Michigan,W,3,24,17,28,47,59.6,265,1,19,-6,-0.3,0,1,3,4
Indiana,2012-09-01,1,,Indiana State,W,3,24,7,20,32,62.5,211,1,32,176,5.5,1,1,1,2
Iowa,2012-09-01,1,@,Northern Illinois,W,1,18,1,6,16,37.5,54,0,36,147,4.1,2,1,0,1
Iowa State,2012-09-01,1,,Tulsa,W,5,38,15,23,49,46.9,198,2,34,160,4.7,1,1,2,3
Kansas,2012-09-01,1,,South Dakota State,W,4,31,14,18,40,45.0,207,1,33,204,6.2,1,1,4,5
Kansas State,2012-09-01,1,,Missouri State,W,6,51,42,26,51,51.0,323,0,26,95,3.7,0,1,1,2
Louisiana,2012-09-01,1,,Lamar,W,4,40,40,18,29,62.1,156,0,37,38,1.0,0,3,1,4
LSU,2012-09-01,1,,North Texas,W,5,41,27,8,21,38.1,143,2,35,76,2.2,0,1,1,2
Marshall,2012-09-01,1,@,West Virginia,L,4,34,-35,34,39,87.2,324,5,35,331,9.5,4,0,1,1
Maryland,2012-09-01,1,,William & Mary,W,1,7,1,10,23,43.5,125,0,41,104,2.5,0,1,1,2
Memphis,2012-09-01,1,,Tennessee-Martin,L,2,17,-3,19,39,48.7,211,1,38,181,4.8,1,1,2,3
Miami (FL),2012-09-01,1,@,Boston College,W,5,41,9,32,51,62.7,441,2,34,96,2.8,1,2,1,3
Miami (OH),2012-09-01,1,@,Ohio State,L,1,10,-46,19,33,57.6,244,2,53,294,5.5,5,0,0,0
Michigan,2012-09-01,1,N,Alabama,L,2,14,-27,11,21,52.4,199,2,42,232,5.5,2,1,0,1
Mississippi State,2012-09-01,1,,Jackson State,W,8,56,47,20,38,52.6,156,1,21,109,5.2,0,1,2,3
Missouri,2012-09-01,1,,Southeastern Louisiana,W,9,62,52,21,34,61.8,165,1,34,58,1.7,0,3,1,4
Navy,2012-09-01,1,N,Notre Dame,L,1,10,-40,16,23,69.6,197,1,46,293,6.4,5,0,1,1
Nebraska,2012-09-01,1,,Southern Mississippi,W,7,49,29,7,19,36.8,75,1,47,185,3.9,0,1,0,1
Nevada,2012-09-01,1,@,California,W,4,31,7,19,39,48.7,251,2,28,113,4.0,1,2,0,2
New Mexico,2012-09-01,1,,Southern,W,9,66,45,20,34,58.8,242,2,30,83,2.8,1,2,2,4
North Carolina,2012-09-01,1,,Elon,W,8,62,62,17,34,50.0,128,0,36,42,1.2,0,2,2,4
North Texas,2012-09-01,1,@,Louisiana State,L,2,14,-27,19,26,73.1,192,1,46,316,6.9,3,0,1,1
Northern Illinois,2012-09-01,1,,Iowa,L,2,17,-1,21,33,63.6,129,0,49,139,2.8,1,0,0,0
Northwestern,2012-09-01,1,@,Syracuse,W,6,42,1,45,66,68.2,482,4,29,114,3.9,1,2,1,3
Notre Dame,2012-09-01,1,N,Navy,W,7,50,40,14,20,70.0,192,1,40,149,3.7,0,3,1,4
Ohio,2012-09-01,1,@,Penn State,W,3,24,10,27,48,56.3,260,2,22,87,4.0,0,2,1,3
Ohio State,2012-09-01,1,,Miami (OH),W,8,56,46,32,54,59.3,313,1,20,-1,-0.1,0,1,2,3
Oklahoma,2012-09-01,1,@,Texas-El Paso,W,3,24,17,7,26,26.9,48,0,36,207,5.8,0,0,0,0
Oklahoma State,2012-09-01,1,,Savannah State,W,12,84,84,12,27,44.4,81,0,41,58,1.4,0,0,2,2
Ole Miss,2012-09-01,1,,Central Arkansas,W,7,49,22,25,32,78.1,247,2,35,100,2.9,2,1,1,2
Oregon,2012-09-01,1,,Arkansas State,W,8,57,23,29,44,65.9,304,3,37,226,6.1,1,2,1,3
Penn State,2012-09-01,1,,Ohio,L,2,14,-10,31,41,75.6,324,2,47,175,3.7,1,0,0,0
Pitt,2012-09-01,1,,Youngstown State,L,2,17,-14,14,24,58.3,177,3,46,204,4.4,1,0,0,0
Purdue,2012-09-01,1,,Eastern Kentucky,W,7,48,42,8,22,36.4,85,0,31,105,3.4,1,2,2,4
Rutgers,2012-09-01,1,@,Tulane,W,3,24,12,34,48,70.8,254,1,16,8,0.5,0,0,1,1
San Diego State,2012-09-01,1,@,Washington,L,2,12,-9,25,35,71.4,222,1,31,106,3.4,1,1,0,1
South Alabama,2012-09-01,1,,Texas-San Antonio,L,4,31,-2,18,30,60.0,215,3,31,183,5.9,0,0,1,1
South Florida,2012-09-01,1,,Chattanooga,W,5,34,21,13,18,72.2,102,0,45,49,1.1,1,0,0,0
Southern Mississippi,2012-09-01,1,@,Nebraska,L,2,20,-29,26,34,76.5,354,5,45,278,6.2,2,0,0,0
Syracuse,2012-09-01,1,,Northwestern,L,5,41,-1,22,32,68.8,213,3,40,124,3.1,1,1,0,1
Texas,2012-09-01,1,,Wyoming,W,5,37,20,16,28,57.1,276,2,30,69,2.3,0,0,2,2
Texas State,2012-09-01,1,@,Houston,W,3,30,17,17,44,38.6,211,1,23,115,5.0,0,1,1,2
Texas Tech,2012-09-01,1,,Northwestern State,W,5,44,38,11,21,52.4,71,0,28,13,0.5,0,0,0,0
Toledo,2012-09-01,1,@,Arizona,L,2,17,-7,30,47,63.8,387,2,41,237,5.8,1,2,1,3
Troy,2012-09-01,1,@,Alabama-Birmingham,W,5,39,10,19,34,55.9,325,2,44,134,3.0,2,3,1,4
Tulane,2012-09-01,1,,Rutgers,L,1,12,-12,11,20,55.0,158,1,35,151,4.3,1,0,1,1
Tulsa,2012-09-01,1,@,Iowa State,L,3,23,-15,32,45,71.1,281,2,45,160,3.6,3,0,1,1
UAB,2012-09-01,1,,Troy,L,4,29,-10,13,22,59.1,191,2,45,262,5.8,3,2,0,2
USC,2012-09-01,1,,Hawaii,W,7,49,39,24,39,61.5,208,1,32,56,1.8,0,2,2,4
UTEP,2012-09-01,1,,Oklahoma,L,1,7,-17,21,36,58.3,222,2,37,205,5.5,1,0,0,0
UTSA,2012-09-01,1,@,South Alabama,W,3,33,2,15,26,57.7,182,2,37,126,3.4,2,3,1,4
Virginia,2012-09-01,1,,Richmond,W,5,43,24,24,43,55.8,238,2,21,28,1.3,1,0,0,0
Wake Forest,2012-09-01,1,,Liberty,W,3,20,3,21,40,52.5,272,2,33,91,2.8,0,1,1,2
Washington,2012-09-01,1,,San Diego State,W,3,21,9,10,19,52.6,128,1,40,199,5.0,1,2,1,3
West Virginia,2012-09-01,1,,Marshall,W,10,69,35,38,56,67.9,413,2,45,132,2.9,2,1,1,2
Western Kentucky,2012-09-01,1,,Austin Peay,W,7,49,39,2,11,18.2,11,0,37,143,3.9,1,1,1,2
Western Michigan,2012-09-01,1,@,Illinois,L,1,7,-17,13,21,61.9,133,1,41,115,2.8,1,0,1,1
Wisconsin,2012-09-01,1,,Northern Iowa,W,3,26,5,18,34,52.9,265,3,20,41,2.1,0,0,0,0
Wyoming,2012-09-01,1,@,Texas,L,2,17,-20,20,28,71.4,156,1,47,280,6.0,4,1,0,1
Baylor,2012-09-02,1,,Southern Methodist,W,8,59,35,37,63,58.7,362,3,29,145,5.0,0,1,2,3
Kentucky,2012-09-02,1,@,Louisville,L,2,14,-18,22,26,84.6,247,0,46,219,4.8,4,0,0,0
Louisville,2012-09-02,1,,Kentucky,W,4,32,18,35,51,68.6,280,2,19,93,4.9,0,2,0,2
SMU,2012-09-02,1,@,Baylor,L,3,24,-35,24,35,68.6,393,5,32,220,6.9,2,0,0,0
Georgia Tech,2012-09-03,1,@,Virginia Tech,L,2,17,-3,21,38,55.3,230,2,35,96,2.7,0,0,0,0
Virginia Tech,2012-09-03,1,,Georgia Tech,W,2,20,3,10,16,62.5,96,1,55,192,3.5,1,0,1,1
Cincinnati,2012-09-06,1,,Pittsburgh,W,4,34,24,24,37,64.9,278,1,42,137,3.3,0,1,1,2
Pitt,2012-09-06,2,@,Cincinnati,L,1,10,-24,14,28,50.0,205,2,31,259,8.4,2,0,0,0
Utah,2012-09-07,2,@,Utah State,L,2,20,-7,22,32,68.8,216,2,35,164,4.7,1,2,0,2
Utah State,2012-09-07,2,,Utah,W,4,27,7,19,39,48.7,229,2,42,96,2.3,0,1,0,1
Air Force,2012-09-08,2,@,Michigan,L,3,25,-6,14,25,56.0,208,2,31,214,6.9,2,0,1,1
Akron,2012-09-08,2,@,Florida International,L,5,38,-3,19,30,63.3,209,1,50,232,4.6,3,2,0,2
Alabama,2012-09-08,2,,Western Kentucky,W,5,35,35,20,31,64.5,178,0,28,46,1.6,0,3,1,4
Arizona,2012-09-08,2,,Oklahoma State,W,7,59,21,37,60,61.7,436,4,32,200,6.3,1,1,3,4
Arizona State,2012-09-08,2,,Illinois,W,6,45,31,14,24,58.3,101,1,50,231,4.6,1,0,3,3
Arkansas,2012-09-08,2,,Louisiana-Monroe,L,4,31,-3,42,68,61.8,412,3,35,138,3.9,2,0,1,1
Arkansas State,2012-09-08,2,,Memphis,W,4,33,5,14,24,58.3,154,2,32,139,4.3,0,0,0,0
Army,2012-09-08,1,@,San Diego State,L,1,7,-35,14,21,66.7,215,1,42,228,5.4,4,0,0,0
Auburn,2012-09-08,2,@,Mississippi State,L,1,10,-18,20,29,69.0,222,3,36,166,4.6,1,1,0,1
Ball State,2012-09-08,2,@,Clemson,L,3,27,-25,33,44,75.0,372,4,40,154,3.9,3,0,0,0
Boston College,2012-09-08,2,,Maine,W,4,34,31,20,42,47.6,134,0,31,69,2.2,0,1,2,3
Bowling Green State,2012-09-08,2,,Idaho,W,3,21,8,30,38,78.9,352,1,20,6,0.3,0,1,1,2
Brigham Young,2012-09-08,2,,Weber State,W,6,45,32,15,28,53.6,139,0,43,115,2.7,2,2,0,2
Buffalo,2012-09-08,2,,Morgan State,W,8,56,22,13,18,72.2,165,2,60,201,3.4,2,0,0,0
California,2012-09-08,2,,Southern Utah,W,6,50,19,31,45,68.9,292,4,34,79,2.3,0,1,1,2
Central Michigan,2012-09-08,2,,Michigan State,L,1,7,-34,25,37,67.6,322,2,41,173,4.2,3,0,1,1
Clemson,2012-09-08,2,,Ball State,W,7,52,25,16,29,55.2,128,0,40,252,6.3,3,0,2,2
Colorado,2012-09-08,2,,Sacramento State,L,4,28,-2,25,37,67.6,312,2,35,154,4.4,1,0,0,0
Colorado State,2012-09-08,2,,North Dakota State,L,1,7,-15,18,31,58.1,189,1,50,177,3.5,1,1,0,1
Connecticut,2012-09-08,2,,North Carolina State,L,1,7,-3,15,30,50.0,204,1,41,54,1.3,0,1,0,1
Duke,2012-09-08,2,@,Stanford,L,1,13,-37,18,33,54.5,281,3,26,92,3.5,1,0,1,1
East Carolina,2012-09-08,2,@,South Carolina,L,1,10,-38,23,40,57.5,397,5,34,131,3.9,1,1,0,1
Eastern Michigan,2012-09-08,2,,Illinois State,L,2,14,-17,14,22,63.6,155,1,53,216,4.1,3,1,1,2
Florida,2012-09-08,2,@,Texas A&M,W,2,20,3,24,31,77.4,200,0,38,134,3.5,2,0,0,0
Florida Atlantic,2012-09-08,2,@,Middle Tennessee State,L,2,17,-14,10,14,71.4,178,2,55,302,5.5,2,2,0,2
Florida International,2012-09-08,2,,Akron,W,5,41,3,27,54,50.0,313,5,34,98,2.9,0,0,1,1
Florida State,2012-09-08,2,,Savannah State,W,8,55,55,2,15,13.3,9,0,18,19,1.1,0,1,0,1
Fresno State,2012-09-08,2,@,Oregon,L,2,25,-17,19,27,70.4,166,1,58,366,6.3,5,3,0,3
Georgia,2012-09-08,2,@,Missouri,W,5,41,21,25,41,61.0,269,2,39,102,2.6,0,2,1,3
Georgia Tech,2012-09-08,2,,Presbyterian,W,8,59,56,13,35,37.1,98,0,30,145,4.8,0,2,1,3
Houston,2012-09-08,2,,Louisiana Tech,L,6,49,-7,34,52,65.4,353,3,42,245,5.8,5,0,0,0
Idaho,2012-09-08,2,@,Bowling Green State,L,1,13,-8,24,35,68.6,283,1,27,90,3.3,2,1,1,2
Illinois,2012-09-08,2,@,Arizona State,L,2,14,-31,23,29,79.3,318,3,38,192,5.1,3,2,0,2
Indiana,2012-09-08,2,@,Massachusetts,W,6,45,39,21,34,61.8,186,0,36,78,2.2,1,0,0,0
Iowa,2012-09-08,2,,Iowa State,L,0,6,-3,24,36,66.7,241,1,41,101,2.5,0,2,2,4
Iowa State,2012-09-08,2,@,Iowa,W,1,9,3,20,42,47.6,236,0,28,68,2.4,0,0,2,2
Kansas,2012-09-08,2,,Rice,L,3,24,-1,23,35,65.7,236,0,41,167,4.1,2,2,1,3
Kansas State,2012-09-08,2,,Miami (FL),W,7,52,39,21,28,75.0,222,1,29,40,1.4,0,3,0,3
Kent State,2012-09-08,2,@,Kentucky,L,2,14,-33,30,39,76.9,354,4,30,185,6.2,2,0,0,0
Kentucky,2012-09-08,2,,Kent State,W,6,47,33,28,43,65.1,227,0,37,182,4.9,2,1,0,1
Louisiana,2012-09-08,2,@,Troy,W,4,37,13,50,75,66.7,528,2,27,60,2.2,1,2,1,3
Louisiana Tech,2012-09-08,1,@,Houston,W,8,56,7,53,77,68.8,580,4,38,113,3.0,2,2,0,2
Louisiana-Monroe,2012-09-08,1,@,Arkansas,W,5,34,3,17,40,42.5,281,3,26,96,3.7,1,0,2,2
Louisville,2012-09-08,2,,Missouri State,W,4,35,28,16,28,57.1,150,1,31,99,3.2,0,1,1,2
LSU,2012-09-08,2,,Washington,W,5,41,38,17,36,47.2,157,0,24,26,1.1,0,0,1,1
Marshall,2012-09-08,2,,Western Carolina,W,7,52,28,19,40,47.5,191,1,35,144,4.1,2,0,1,1
Maryland,2012-09-08,2,@,Temple,W,4,36,9,7,18,38.9,178,2,39,52,1.3,1,2,1,3
Massachusetts,2012-09-08,2,,Indiana,L,1,6,-39,26,40,65.0,275,2,53,331,6.2,4,0,1,1
Memphis,2012-09-08,2,@,Arkansas State,L,4,28,-5,24,44,54.5,321,1,54,298,5.5,3,1,0,1
Miami (FL),2012-09-08,2,@,Kansas State,L,1,13,-39,9,11,81.8,210,1,60,288,4.8,6,0,1,1
Miami (OH),2012-09-08,2,,Southern Illinois,W,4,30,16,19,34,55.9,195,0,37,154,4.2,2,0,2,2
Michigan,2012-09-08,2,,Air Force,W,4,31,6,10,19,52.6,127,0,71,290,4.1,3,0,0,0
Michigan State,2012-09-08,2,@,Central Michigan,W,5,41,34,17,38,44.7,173,0,22,72,3.3,0,1,2,3
Middle Tennessee State,2012-09-08,2,,Florida Atlantic,W,4,31,14,25,32,78.1,260,2,28,96,3.4,0,2,0,2
Minnesota,2012-09-08,2,,New Hampshire,W,6,44,37,19,36,52.8,163,0,32,68,2.1,1,1,1,2
Mississippi State,2012-09-08,2,,Auburn,W,4,28,18,13,22,59.1,125,0,39,91,2.3,0,2,3,5
Missouri,2012-09-08,2,,Georgia,L,2,20,-21,22,35,62.9,242,3,35,113,3.2,2,1,1,2
Nebraska,2012-09-08,2,@,UCLA,L,3,30,-6,22,38,57.9,309,4,56,344,6.1,0,1,0,1
Nevada,2012-09-08,2,,South Florida,L,4,31,-1,22,40,55.0,363,3,35,209,6.0,2,1,0,1
New Mexico,2012-09-08,2,@,Texas,L,0,0,-45,21,30,70.0,285,3,31,146,4.7,3,0,0,0
New Mexico State,2012-09-08,2,@,Ohio,L,3,24,-27,18,29,62.1,291,2,51,293,5.7,3,1,0,1
North Carolina,2012-09-08,2,@,Wake Forest,L,3,27,-1,28,39,71.8,362,0,34,64,1.9,4,0,1,1
North Carolina State,2012-09-08,2,@,Connecticut,W,1,10,3,15,27,55.6,204,0,32,35,1.1,1,1,3,4
North Texas,2012-09-08,2,,Texas Southern,W,4,34,27,13,37,35.1,154,1,25,31,1.2,0,1,3,4
Northern Illinois,2012-09-08,2,,Tennessee-Martin,W,5,35,28,20,36,55.6,283,1,33,63,1.9,0,2,1,3
Northwestern,2012-09-08,2,,Vanderbilt,W,2,23,10,17,33,51.5,217,1,34,101,3.0,0,2,0,2
Notre Dame,2012-09-08,2,,Purdue,W,2,20,3,19,37,51.4,198,2,30,90,3.0,0,0,2,2
Ohio,2012-09-08,2,,New Mexico State,W,6,51,27,13,27,48.1,135,1,30,71,2.4,1,0,1,1
Ohio State,2012-09-08,2,,Central Florida,W,4,31,15,25,41,61.0,249,2,23,103,4.5,0,0,3,3
Oklahoma,2012-09-08,2,,Florida A&M,W,10,69,56,17,28,60.7,174,1,28,61,2.2,0,0,1,1
Oklahoma State,2012-09-08,2,@,Arizona,L,5,38,-21,28,41,68.3,320,2,49,181,3.7,4,0,0,0
Ole Miss,2012-09-08,2,,Texas-El Paso,W,4,28,18,27,40,67.5,274,1,30,37,1.2,0,0,1,1
Oregon,2012-09-08,2,,Fresno State,W,6,42,17,29,47,61.7,234,1,34,131,3.9,1,0,0,0
Oregon State,2012-09-08,1,,Wisconsin,W,1,10,3,20,38,52.6,172,1,23,35,1.5,0,1,1,2
Penn State,2012-09-08,2,@,Virginia,L,2,16,-1,23,36,63.9,263,2,25,32,1.3,0,3,1,4
Purdue,2012-09-08,2,@,Notre Dame,L,2,17,-3,24,39,61.5,324,1,36,52,1.4,1,1,0,1
Rice,2012-09-08,2,@,Kansas,W,2,25,1,16,28,57.1,144,1,36,195,5.4,2,1,2,3
Rutgers,2012-09-08,2,,Howard,W,4,26,26,11,22,50.0,75,0,38,74,1.9,0,1,0,1
San Diego State,2012-09-08,2,,Army,W,6,42,35,3,9,33.3,50,0,62,282,4.5,1,1,2,3
San Jose State,2012-09-08,2,,California-Davis,W,6,45,32,14,24,58.3,194,1,36,58,1.6,1,1,3,4
SMU,2012-09-08,2,,Stephen F. Austin,W,7,52,52,42,74,56.8,377,0,26,75,2.9,0,3,7,10
South Alabama,2012-09-08,2,,Nicholls State,W,0,9,6,12,27,44.4,96,0,25,22,0.9,0,1,2,3
South Carolina,2012-09-08,2,,East Carolina,W,7,48,38,30,47,63.8,333,1,24,70,2.9,0,1,4,5
South Florida,2012-09-08,2,@,Nevada,W,5,32,1,27,38,71.1,271,1,53,278,5.2,3,3,0,3
Stanford,2012-09-08,2,,Duke,W,6,50,37,42,63,66.7,358,0,23,27,1.2,1,1,3,4
Syracuse,2012-09-08,2,,Southern California,L,4,29,-13,23,30,76.7,187,6,33,258,7.8,0,0,1,1
Temple,2012-09-08,2,,Maryland,L,3,27,-9,11,21,52.4,190,2,48,144,3.0,2,4,0,4
Tennessee,2012-09-08,2,,Georgia State,W,7,51,38,18,41,43.9,176,0,41,87,2.1,1,1,1,2
Texas,2012-09-08,2,,New Mexico,W,6,45,45,6,16,37.5,35,0,47,206,4.4,0,1,1,2
Texas A&M,2012-09-08,1,,Florida,L,2,17,-3,14,17,82.4,165,0,48,142,3.0,2,0,0,0
Texas Christian,2012-09-08,1,,Grambling State,W,8,56,56,5,14,35.7,26,0,33,44,1.3,0,0,1,1
Texas State,2012-09-08,2,,Texas Tech,L,1,10,-48,33,44,75.0,405,5,23,186,8.1,1,1,0,1
Texas Tech,2012-09-08,2,@,Texas State,W,7,58,48,13,31,41.9,141,1,30,129,4.3,0,0,2,2
Toledo,2012-09-08,2,@,Wyoming,W,4,34,3,22,32,68.8,342,3,36,184,5.1,0,1,2,3
Troy,2012-09-08,2,,Louisiana,L,3,24,-13,13,22,59.1,171,1,40,218,5.5,2,0,0,0
Tulane,2012-09-08,2,@,Tulsa,L,1,10,-35,17,32,53.1,287,2,55,364,6.6,4,1,0,1
Tulsa,2012-09-08,2,,Tulane,W,6,45,35,15,29,51.7,170,1,29,7,0.2,0,0,0,0
UCF,2012-09-08,2,@,Ohio State,L,2,16,-15,18,24,75.0,155,1,51,256,5.0,3,2,1,3
UCLA,2012-09-08,2,,Nebraska,W,4,36,6,17,31,54.8,179,0,36,260,7.2,3,1,1,2
UNLV,2012-09-08,2,,Northern Arizona,L,2,14,-3,17,40,42.5,197,0,27,91,3.4,1,0,0,0
USC,2012-09-08,2,@,Syracuse,W,6,42,13,30,46,65.2,322,2,41,133,3.2,2,0,2,2
UTEP,2012-09-08,2,@,Mississippi,L,1,10,-18,18,25,72.0,208,3,44,330,7.5,1,3,0,3
UTSA,2012-09-08,2,,Texas A&M-Commerce,W,3,27,11,19,32,59.4,193,2,22,16,0.7,0,0,2,2
Vanderbilt,2012-09-08,2,@,Northwestern,L,1,13,-10,17,31,54.8,133,0,46,191,4.2,2,0,0,0
Virginia,2012-09-08,2,,Penn State,W,2,17,1,21,43,48.8,209,2,42,121,2.9,0,0,0,0
Virginia Tech,2012-09-08,2,,Austin Peay,W,6,42,35,8,21,38.1,62,0,41,159,3.9,1,0,2,2
Wake Forest,2012-09-08,2,,North Carolina,W,4,28,1,23,40,57.5,271,1,42,157,3.7,2,1,1,2
Washington,2012-09-08,2,@,Louisiana State,L,0,3,-38,12,19,63.2,195,1,52,242,4.7,4,1,0,1
Washington State,2012-09-08,2,,Eastern Washington,W,3,24,4,26,55,47.3,379,2,30,90,3.0,1,0,2,2
Western Kentucky,2012-09-08,2,@,Alabama,L,0,0,-35,15,20,75.0,225,4,31,103,3.3,1,0,0,0
Western Michigan,2012-09-08,2,,Eastern Illinois,W,7,52,31,17,36,47.2,244,1,33,100,3.0,2,0,2,2
Wisconsin,2012-09-08,2,@,Oregon State,L,1,7,-3,29,47,61.7,276,1,30,78,2.6,0,0,0,0
Wyoming,2012-09-08,2,,Toledo,L,3,31,-3,25,41,61.0,300,4,44,204,4.6,0,0,0,0
