School,Date,G,Loc,Opponent,WL,Total TD opp,Points Against
Navy,2013-09-28,3,@,Western Kentucky,L,2,19
Nevada,2013-09-28,5,,Air Force,W,6,42
New Mexico,2013-09-28,4,,Nevada-Las Vegas,L,8,56
New Mexico State,2013-09-28,5,,San Diego State,L,3,26
North Carolina,2013-09-28,4,,East Carolina,L,7,55
North Carolina State,2013-09-28,4,,Central Michigan,W,2,14
Northern Illinois,2013-09-28,4,@,Purdue,W,3,24
Notre Dame,2013-09-28,5,,Oklahoma,L,4,35
Ohio State,2013-09-28,5,,Wisconsin,W,3,24
Oklahoma,2013-09-28,4,@,Notre Dame,W,3,21
Oklahoma State,2013-09-28,4,@,West Virginia,L,3,30
Ole Miss,2013-09-28,4,@,Alabama,L,2,25
Oregon,2013-09-28,4,,California,W,2,16
Oregon State,2013-09-28,5,,Colorado,W,2,17
Pitt,2013-09-28,4,,Virginia,W,0,3
Purdue,2013-09-28,5,,Northern Illinois,L,7,55
Rice,2013-09-28,4,,Florida Atlantic,W,2,14
San Diego State,2013-09-28,4,@,New Mexico State,W,2,16
SMU,2013-09-28,4,@,Texas Christian,L,6,48
South Alabama,2013-09-28,4,@,Tennessee,L,4,31
South Carolina,2013-09-28,4,@,Central Florida,W,3,25
South Florida,2013-09-28,4,,Miami (FL),L,7,49
Southern Mississippi,2013-09-28,4,@,Boise State,L,8,60
Stanford,2013-09-28,4,N,Washington State,W,2,17
Temple,2013-09-28,4,@,Idaho,L,2,26
Tennessee,2013-09-28,5,,South Alabama,W,3,24
Texas A&M,2013-09-28,5,@,Arkansas,W,4,33
Texas Christian,2013-09-28,4,,Southern Methodist,W,2,17
Texas State,2013-09-28,4,,Wyoming,W,3,21
Toledo,2013-09-28,5,@,Ball State,L,4,31
Troy,2013-09-28,5,@,Duke,L,5,38
Tulane,2013-09-28,5,@,Louisiana-Monroe,W,2,14
UAB,2013-09-28,4,@,Vanderbilt,L,7,52
UCF,2013-09-28,4,,South Carolina,L,4,28
UNLV,2013-09-28,5,@,New Mexico,W,6,42
USC,2013-09-28,5,@,Arizona State,L,8,62
UTEP,2013-09-28,4,@,Colorado State,L,8,59
UTSA,2013-09-28,5,,Houston,L,8,59
Vanderbilt,2013-09-28,5,,Alabama-Birmingham,W,2,24
Virginia,2013-09-28,4,@,Pittsburgh,L,2,14
Wake Forest,2013-09-28,5,@,Clemson,L,8,56
Washington,2013-09-28,4,,Arizona,W,2,13
Washington State,2013-09-28,5,N,Stanford,L,7,55
West Virginia,2013-09-28,5,,Oklahoma State,W,3,21
Western Kentucky,2013-09-28,5,,Navy,W,1,7
Western Michigan,2013-09-28,5,,Kent State,L,4,32
Wisconsin,2013-09-28,5,@,Ohio State,L,4,31
Wyoming,2013-09-28,5,@,Texas State,L,6,42
Iowa State,2013-10-03,4,,Texas,L,4,31
Louisiana-Monroe,2013-10-03,6,,Western Kentucky,L,4,31
Texas,2013-10-03,5,@,Iowa State,W,3,30
UCLA,2013-10-03,4,@,Utah,W,3,27
Utah,2013-10-03,5,,UCLA,L,4,34
Western Kentucky,2013-10-03,6,@,Louisiana-Monroe,W,1,10
Brigham Young,2013-10-04,5,@,Utah State,W,2,14
Nevada,2013-10-04,6,@,San Diego State,L,7,51
San Diego State,2013-10-04,5,,Nevada,W,6,44
Utah State,2013-10-04,6,,Brigham Young,L,4,31
Air Force,2013-10-05,6,@,Navy,L,4,28
Akron,2013-10-05,6,,Ohio,L,5,43
Alabama,2013-10-05,5,,Georgia State,W,0,3
Arizona State,2013-10-05,5,N,Notre Dame,L,4,37
Arkansas,2013-10-05,6,@,Florida,L,4,30
Army,2013-10-05,6,@,Boston College,L,6,48
Auburn,2013-10-05,5,,Mississippi,W,2,22
Ball State,2013-10-05,6,@,Virginia,W,3,27
Baylor,2013-10-05,4,,West Virginia,W,6,42
Boston College,2013-10-05,5,,Army,W,3,27
Bowling Green State,2013-10-05,6,,Massachusetts,W,1,7
Buffalo,2013-10-05,5,,Eastern Michigan,W,2,14
California,2013-10-05,5,,Washington State,L,5,44
Central Michigan,2013-10-05,6,@,Miami (OH),W,1,9
Cincinnati,2013-10-05,5,@,South Florida,L,2,26
Clemson,2013-10-05,5,@,Syracuse,W,2,14
Colorado,2013-10-05,5,,Oregon,L,8,57
East Carolina,2013-10-05,5,@,Middle Tennessee State,W,2,17
Eastern Michigan,2013-10-05,5,@,Buffalo,L,6,42
Florida,2013-10-05,5,,Arkansas,W,1,10
Florida Atlantic,2013-10-05,6,@,Alabama-Birmingham,W,2,23
Florida International,2013-10-05,5,@,Southern Mississippi,W,3,23
Florida State,2013-10-05,5,,Maryland,W,0,0
Fresno State,2013-10-05,6,@,Idaho,W,2,14
Georgia,2013-10-05,5,@,Tennessee,W,4,31
Georgia State,2013-10-05,5,@,Alabama,L,6,45
Georgia Tech,2013-10-05,5,@,Miami (FL),L,6,45
Hawaii,2013-10-05,5,,San Jose State,L,4,37
Idaho,2013-10-05,6,,Fresno State,L,8,61
Illinois,2013-10-05,5,@,Nebraska,L,4,39
Indiana,2013-10-05,5,,Penn State,W,3,24
Iowa,2013-10-05,6,,Michigan State,L,2,26
Kansas,2013-10-05,4,,Texas Tech,L,6,54
Kansas State,2013-10-05,5,@,Oklahoma State,L,3,33
Kent State,2013-10-05,6,,Northern Illinois,L,5,38
Kentucky,2013-10-05,5,@,South Carolina,L,4,35
Louisiana,2013-10-05,5,,Texas State,W,3,24
Louisiana Tech,2013-10-05,6,@,Texas-El Paso,W,5,35
Louisville,2013-10-05,5,@,Temple,W,1,7
LSU,2013-10-05,6,@,Mississippi State,W,3,26
Marshall,2013-10-05,5,,Texas-San Antonio,W,1,10
Maryland,2013-10-05,5,@,Florida State,L,9,63
Massachusetts,2013-10-05,5,@,Bowling Green State,L,4,28
Memphis,2013-10-05,4,,Central Florida,L,3,24
Miami (FL),2013-10-05,5,,Georgia Tech,W,4,30
Miami (OH),2013-10-05,5,,Central Michigan,L,3,21
Michigan,2013-10-05,5,,Minnesota,W,1,13
Michigan State,2013-10-05,5,@,Iowa,W,2,14
Middle Tennessee State,2013-10-05,6,,East Carolina,L,3,24
Minnesota,2013-10-05,6,@,Michigan,L,6,42
Mississippi State,2013-10-05,5,,Louisiana State,L,8,59
Missouri,2013-10-05,5,@,Vanderbilt,W,4,28
Navy,2013-10-05,4,,Air Force,W,1,10
Nebraska,2013-10-05,5,,Illinois,W,2,19
New Mexico,2013-10-05,5,,New Mexico State,W,2,17
New Mexico State,2013-10-05,6,@,New Mexico,L,9,66
North Carolina,2013-10-05,5,@,Virginia Tech,L,4,27
North Carolina State,2013-10-05,5,@,Wake Forest,L,4,28
North Texas,2013-10-05,5,@,Tulane,L,3,24
Northern Illinois,2013-10-05,5,@,Kent State,W,3,24
Northwestern,2013-10-05,5,,Ohio State,L,5,40
Notre Dame,2013-10-05,6,N,Arizona State,W,4,34
Ohio,2013-10-05,5,@,Akron,W,0,3
Ohio State,2013-10-05,6,@,Northwestern,W,3,30
Oklahoma,2013-10-05,5,,Texas Christian,W,2,17
Oklahoma State,2013-10-05,5,,Kansas State,W,4,29
Ole Miss,2013-10-05,5,@,Auburn,L,3,30
Oregon,2013-10-05,5,@,Colorado,W,1,16
Penn State,2013-10-05,5,@,Indiana,L,5,44
Rice,2013-10-05,5,@,Tulsa,W,2,27
Rutgers,2013-10-05,5,@,Southern Methodist,W,7,52
San Jose State,2013-10-05,5,@,Hawaii,W,4,27
SMU,2013-10-05,5,,Rutgers,L,8,55
South Alabama,2013-10-05,5,@,Troy,L,4,34
South Carolina,2013-10-05,5,,Kentucky,W,4,28
South Florida,2013-10-05,5,,Cincinnati,W,3,20
Southern Mississippi,2013-10-05,5,,Florida International,L,3,24
Stanford,2013-10-05,5,,Washington,W,4,28
Syracuse,2013-10-05,5,,Clemson,L,7,49
Temple,2013-10-05,5,,Louisville,L,3,30
Tennessee,2013-10-05,6,,Georgia,L,4,34
Texas Christian,2013-10-05,5,@,Oklahoma,L,2,20
Texas State,2013-10-05,5,@,Louisiana,L,6,48
Texas Tech,2013-10-05,5,@,Kansas,W,2,16
Toledo,2013-10-05,6,,Western Michigan,W,2,20
Troy,2013-10-05,6,,South Alabama,W,5,33
Tulane,2013-10-05,6,,North Texas,W,3,21
Tulsa,2013-10-05,5,,Rice,L,4,30
UAB,2013-10-05,5,,Florida Atlantic,L,5,37
UCF,2013-10-05,5,@,Memphis,W,2,17
UTEP,2013-10-05,5,,Louisiana Tech,L,5,38
UTSA,2013-10-05,6,@,Marshall,L,4,34
Vanderbilt,2013-10-05,6,,Missouri,L,6,51
Virginia,2013-10-05,5,,Ball State,L,6,48
Virginia Tech,2013-10-05,6,,North Carolina,W,2,17
Wake Forest,2013-10-05,6,,North Carolina State,W,1,13
Washington,2013-10-05,5,@,Stanford,L,4,31
Washington State,2013-10-05,6,@,California,W,2,22
West Virginia,2013-10-05,6,@,Baylor,L,10,73
Western Michigan,2013-10-05,6,@,Toledo,L,6,47
Air Force,2013-10-10,7,,San Diego State,L,4,27
Arizona,2013-10-10,5,@,Southern California,L,5,38
Louisville,2013-10-10,6,,Rutgers,W,1,10
Rutgers,2013-10-10,6,@,Louisville,L,3,24
San Diego State,2013-10-10,6,@,Air Force,W,2,20
USC,2013-10-10,6,,Arizona,W,4,31
Cincinnati,2013-10-11,6,,Temple,W,3,20
Temple,2013-10-11,6,@,Cincinnati,L,5,38
Akron,2013-10-12,7,@,Northern Illinois,L,3,27
Alabama,2013-10-12,6,@,Kentucky,W,1,7
Arizona State,2013-10-12,6,,Colorado,W,2,13
Arkansas,2013-10-12,7,,South Carolina,L,7,52
Arkansas State,2013-10-12,5,,Idaho,W,3,24
Army,2013-10-12,7,,Eastern Michigan,W,3,25
Auburn,2013-10-12,5,,Western Carolina,W,0,3
Ball State,2013-10-12,7,,Kent State,W,3,24
Baylor,2013-10-12,5,@,Kansas State,W,3,25
Boise State,2013-10-12,6,@,Utah State,W,3,23
Boston College,2013-10-12,6,@,Clemson,L,3,24
Bowling Green State,2013-10-12,7,@,Mississippi State,L,3,21
Brigham Young,2013-10-12,6,,Georgia Tech,W,2,20
Buffalo,2013-10-12,6,@,Western Michigan,W,0,0
California,2013-10-12,6,@,UCLA,L,4,37
Central Michigan,2013-10-12,6,@,Ohio,W,3,23
Clemson,2013-10-12,6,,Boston College,W,2,14
Colorado,2013-10-12,6,@,Arizona State,L,6,54
Colorado State,2013-10-12,6,,San Jose State,L,4,34
Connecticut,2013-10-12,5,,South Florida,L,1,13
Duke,2013-10-12,6,,Navy,W,1,7
East Carolina,2013-10-12,6,@,Tulane,L,3,36
Eastern Michigan,2013-10-12,6,@,Army,L,7,50
Florida,2013-10-12,6,@,Louisiana State,L,2,17
Florida Atlantic,2013-10-12,7,,Marshall,L,3,24
Florida International,2013-10-12,6,,Alabama-Birmingham,L,3,27
Georgia,2013-10-12,6,,Missouri,L,6,41
Georgia State,2013-10-12,6,,Troy,L,5,35
Georgia Tech,2013-10-12,6,@,Brigham Young,L,5,38
Hawaii,2013-10-12,6,@,Nevada-Las Vegas,L,4,39
Houston,2013-10-12,5,N,Memphis,W,0,15
Idaho,2013-10-12,6,@,Arkansas State,L,6,48
Indiana,2013-10-12,6,@,Michigan State,L,6,42
Iowa State,2013-10-12,5,@,Texas Tech,L,6,42
Kansas,2013-10-12,5,@,Texas Christian,L,3,27
Kansas State,2013-10-12,6,,Baylor,L,5,35
Kent State,2013-10-12,7,@,Ball State,L,4,27
Kentucky,2013-10-12,6,,Alabama,L,6,48
Louisiana-Monroe,2013-10-12,7,@,Texas State,W,1,14
LSU,2013-10-12,7,,Florida,W,0,6
Marshall,2013-10-12,6,@,Florida Atlantic,W,3,23
Maryland,2013-10-12,6,,Virginia,W,2,26
Massachusetts,2013-10-12,6,,Miami (OH),W,1,10
Memphis,2013-10-12,5,N,Houston,L,3,25
Miami (OH),2013-10-12,6,@,Massachusetts,L,2,17
Michigan,2013-10-12,6,@,Penn State,L,5,43
Michigan State,2013-10-12,6,,Indiana,W,4,28
Middle Tennessee State,2013-10-12,7,@,North Texas,L,4,34
Mississippi State,2013-10-12,6,,Bowling Green State,W,2,20
Missouri,2013-10-12,6,@,Georgia,W,3,26
Navy,2013-10-12,5,@,Duke,L,5,35
Nebraska,2013-10-12,6,@,Purdue,W,1,7
New Mexico,2013-10-12,6,@,Wyoming,L,5,38
North Carolina State,2013-10-12,6,,Syracuse,L,3,24
North Texas,2013-10-12,6,,Middle Tennessee State,W,1,7
Northern Illinois,2013-10-12,6,,Akron,W,3,20
Northwestern,2013-10-12,6,@,Wisconsin,L,5,35
Ohio,2013-10-12,5,,Central Michigan,L,3,26
Oklahoma,2013-10-12,6,N,Texas,L,4,36
Ole Miss,2013-10-12,6,,Texas A&M,L,5,41
Oregon,2013-10-12,6,@,Washington,W,3,24
Oregon State,2013-10-12,6,@,Washington State,W,3,24
Penn State,2013-10-12,6,,Michigan,W,4,40
Pitt,2013-10-12,5,@,Virginia Tech,L,1,19
Purdue,2013-10-12,6,,Nebraska,L,6,44
Rice,2013-10-12,6,@,Texas-San Antonio,W,3,21
San Jose State,2013-10-12,6,@,Colorado State,W,3,27
South Carolina,2013-10-12,6,@,Arkansas,W,1,7
South Florida,2013-10-12,6,@,Connecticut,W,1,10
Stanford,2013-10-12,6,@,Utah,L,3,27
Syracuse,2013-10-12,6,@,North Carolina State,W,1,10
Texas,2013-10-12,6,N,Oklahoma,W,2,20
Texas A&M,2013-10-12,6,@,Mississippi,W,5,38
Texas Christian,2013-10-12,6,,Kansas,W,2,17
Texas State,2013-10-12,6,,Louisiana-Monroe,L,3,21
Texas Tech,2013-10-12,6,,Iowa State,W,5,35
Troy,2013-10-12,7,@,Georgia State,W,4,28
Tulane,2013-10-12,7,,East Carolina,W,3,33
Tulsa,2013-10-12,6,@,Texas-El Paso,W,2,20
UAB,2013-10-12,6,@,Florida International,W,3,24
UCLA,2013-10-12,5,,California,W,1,10
UNLV,2013-10-12,6,,Hawaii,W,5,37
Utah,2013-10-12,6,,Stanford,W,3,21
Utah State,2013-10-12,7,,Boise State,L,4,34
UTEP,2013-10-12,6,,Tulsa,L,4,34
UTSA,2013-10-12,7,,Rice,L,3,27
Virginia,2013-10-12,6,@,Maryland,L,3,27
Virginia Tech,2013-10-12,7,,Pittsburgh,W,1,9
Washington,2013-10-12,6,,Oregon,L,6,45
Washington State,2013-10-12,7,,Oregon State,L,7,52
Western Michigan,2013-10-12,7,,Buffalo,L,4,33
Wisconsin,2013-10-12,6,,Northwestern,W,0,6
Wyoming,2013-10-12,6,,New Mexico,W,4,31
Louisiana,2013-10-15,6,@,Western Kentucky,W,1,20
Western Kentucky,2013-10-15,7,,Louisiana,L,5,37
Miami (FL),2013-10-17,6,@,North Carolina,W,2,23
North Carolina,2013-10-17,6,,Miami (FL),L,3,27
Louisville,2013-10-18,7,,Central Florida,L,5,38
UCF,2013-10-18,6,@,Louisville,W,5,35
Akron,2013-10-19,8,@,Miami (OH),W,2,17
Alabama,2013-10-19,7,,Arkansas,W,0,0
Arizona,2013-10-19,6,,Utah,W,3,24
Arizona State,2013-10-19,7,,Washington,W,3,24
Arkansas,2013-10-19,8,@,Alabama,L,7,52
Army,2013-10-19,8,@,Temple,L,5,33
Auburn,2013-10-19,7,@,Texas A&M,W,5,41
Ball State,2013-10-19,7,@,Western Michigan,W,2,17
Baylor,2013-10-19,6,,Iowa State,W,1,7
Boise State,2013-10-19,7,,Nevada,W,2,17
Brigham Young,2013-10-19,7,N,Houston,W,6,46
Buffalo,2013-10-19,7,,Massachusetts,W,0,3
California,2013-10-19,7,,Oregon State,L,7,49
Central Michigan,2013-10-19,8,,Northern Illinois,L,5,38
Cincinnati,2013-10-19,7,,Connecticut,W,2,16
Clemson,2013-10-19,7,,Florida State,L,6,51
Colorado State,2013-10-19,7,@,Wyoming,W,3,22
Connecticut,2013-10-19,6,@,Cincinnati,L,6,41
Duke,2013-10-19,7,@,Virginia,W,3,22
East Carolina,2013-10-19,7,,Southern Mississippi,W,2,14
Eastern Michigan,2013-10-19,7,,Ohio,L,8,56
Florida,2013-10-19,7,@,Missouri,L,3,36
Florida State,2013-10-19,6,@,Clemson,W,2,14
Fresno State,2013-10-19,7,,Nevada-Las Vegas,W,2,14
Georgia,2013-10-19,7,@,Vanderbilt,L,4,31
Georgia State,2013-10-19,7,@,Texas State,L,3,24
Georgia Tech,2013-10-19,7,,Syracuse,W,0,0
Houston,2013-10-19,6,N,Brigham Young,L,6,47
Illinois,2013-10-19,6,,Wisconsin,L,8,56
Indiana,2013-10-19,7,@,Michigan,L,9,63
Iowa,2013-10-19,7,@,Ohio State,L,4,34
Iowa State,2013-10-19,6,@,Baylor,L,9,71
Kansas,2013-10-19,6,,Oklahoma,L,4,34
Kent State,2013-10-19,8,@,South Alabama,L,5,38
Louisiana Tech,2013-10-19,7,,North Texas,L,4,28
LSU,2013-10-19,8,@,Mississippi,L,3,27
Maryland,2013-10-19,7,@,Wake Forest,L,4,34
Massachusetts,2013-10-19,7,@,Buffalo,L,3,32
Memphis,2013-10-19,6,,Southern Methodist,L,4,34
Miami (OH),2013-10-19,7,,Akron,L,3,24
Michigan,2013-10-19,7,,Indiana,W,6,47
Michigan State,2013-10-19,7,,Purdue,W,0,0
Minnesota,2013-10-19,7,@,Northwestern,W,2,17
Missouri,2013-10-19,7,,Florida,W,2,17
Navy,2013-10-19,6,@,Toledo,L,6,45
Nevada,2013-10-19,7,@,Boise State,L,5,34
New Mexico,2013-10-19,7,,Utah State,L,6,45
New Mexico State,2013-10-19,7,,Rice,L,6,45
North Texas,2013-10-19,7,@,Louisiana Tech,W,1,13
Northern Illinois,2013-10-19,7,@,Central Michigan,W,2,17
Northwestern,2013-10-19,7,,Minnesota,L,2,20
Notre Dame,2013-10-19,7,,Southern California,W,1,10
Ohio,2013-10-19,7,@,Eastern Michigan,W,4,28
Ohio State,2013-10-19,7,,Iowa,W,3,24
Oklahoma,2013-10-19,7,@,Kansas,W,3,19
Oklahoma State,2013-10-19,6,,Texas Christian,W,1,10
Ole Miss,2013-10-19,7,,Louisiana State,W,3,24
Oregon,2013-10-19,7,,Washington State,W,5,38
Oregon State,2013-10-19,7,@,California,W,2,17
Purdue,2013-10-19,7,@,Michigan State,L,2,14
Rice,2013-10-19,7,@,New Mexico State,W,2,19
SMU,2013-10-19,6,@,Memphis,W,4,29
South Alabama,2013-10-19,6,,Kent State,W,3,21
South Carolina,2013-10-19,7,@,Tennessee,L,2,23
Southern Mississippi,2013-10-19,6,@,East Carolina,L,7,55
Stanford,2013-10-19,7,,UCLA,W,1,10
Syracuse,2013-10-19,7,@,Georgia Tech,L,8,56
Temple,2013-10-19,7,,Army,W,2,14
Tennessee,2013-10-19,7,,South Carolina,W,3,21
Texas A&M,2013-10-19,7,,Auburn,L,6,45
Texas Christian,2013-10-19,7,@,Oklahoma State,L,3,24
Texas State,2013-10-19,7,,Georgia State,W,2,17
Texas Tech,2013-10-19,7,@,West Virginia,W,3,27
Toledo,2013-10-19,7,,Navy,W,6,44
UCLA,2013-10-19,6,@,Stanford,L,3,24
UNLV,2013-10-19,7,@,Fresno State,L,5,38
USC,2013-10-19,7,@,Notre Dame,L,2,14
Utah,2013-10-19,7,@,Arizona,L,4,35
Utah State,2013-10-19,8,@,New Mexico,W,1,10
Vanderbilt,2013-10-19,7,,Georgia,W,3,27
Virginia,2013-10-19,7,,Duke,L,5,35
Wake Forest,2013-10-19,7,,Maryland,W,1,10
Washington,2013-10-19,7,@,Arizona State,L,6,53
Washington State,2013-10-19,8,@,Oregon,L,9,62
West Virginia,2013-10-19,7,,Texas Tech,L,4,37
Western Michigan,2013-10-19,7,,Ball State,L,5,38
Wisconsin,2013-10-19,7,@,Illinois,W,4,32
Wyoming,2013-10-19,7,,Colorado State,L,7,52
Arkansas State,2013-10-22,7,,Louisiana,L,2,23
Louisiana,2013-10-22,7,@,Arkansas State,W,1,7
Kentucky,2013-10-24,7,@,Mississippi State,L,4,28
Marshall,2013-10-24,7,@,Middle Tennessee State,L,7,51
Middle Tennessee State,2013-10-24,8,,Marshall,W,7,49
Mississippi State,2013-10-24,7,,Kentucky,W,2,22
Boise State,2013-10-25,8,@,Brigham Young,L,4,37
Brigham Young,2013-10-25,8,,Boise State,W,2,20
Air Force,2013-10-26,8,,Notre Dame,L,6,45
Akron,2013-10-26,9,,Ball State,L,6,42
Alabama,2013-10-26,8,,Tennessee,W,1,10
Arizona,2013-10-26,7,@,Colorado,W,2,20
Auburn,2013-10-26,8,,Florida Atlantic,W,1,10
Ball State,2013-10-26,9,@,Akron,W,3,24
Baylor,2013-10-26,7,@,Kansas,W,2,14
Boston College,2013-10-26,7,@,North Carolina,L,5,34
Bowling Green State,2013-10-26,8,,Toledo,L,4,28
Buffalo,2013-10-26,8,@,Kent State,W,3,21
California,2013-10-26,8,@,Washington,L,5,41
Clemson,2013-10-26,8,@,Maryland,W,3,27
Colorado,2013-10-26,8,,Arizona,L,5,44
Colorado State,2013-10-26,8,@,Hawaii,W,3,28
Connecticut,2013-10-26,7,@,Central Florida,L,8,62
Duke,2013-10-26,8,@,Virginia Tech,W,1,10
Eastern Michigan,2013-10-26,8,@,Northern Illinois,L,8,59
Florida Atlantic,2013-10-26,8,@,Auburn,L,6,45
Florida International,2013-10-26,7,,Louisiana Tech,L,1,23
Florida State,2013-10-26,7,,North Carolina State,W,2,17
Fresno State,2013-10-26,8,@,San Diego State,W,4,28
Georgia State,2013-10-26,8,@,Louisiana-Monroe,L,5,38
Georgia Tech,2013-10-26,8,@,Virginia,W,3,25
Hawaii,2013-10-26,7,,Colorado State,L,5,35
Houston,2013-10-26,7,@,Rutgers,W,2,14
Idaho,2013-10-26,8,@,Mississippi,L,8,59
Illinois,2013-10-26,7,,Michigan State,L,6,42
Iowa,2013-10-26,8,,Northwestern,W,1,10
Iowa State,2013-10-26,7,,Oklahoma State,L,8,58
Kansas,2013-10-26,7,,Baylor,L,8,59
Kansas State,2013-10-26,7,,West Virginia,W,1,12
Kent State,2013-10-26,9,,Buffalo,L,6,41
Louisiana Tech,2013-10-26,8,@,Florida International,W,1,7
Louisiana-Monroe,2013-10-26,8,,Georgia State,W,1,10
Louisville,2013-10-26,8,@,South Florida,W,0,3
LSU,2013-10-26,8,,Furman,W,1,16
Maryland,2013-10-26,8,,Clemson,L,4,40
Massachusetts,2013-10-26,7,,Western Michigan,L,4,31
Miami (FL),2013-10-26,7,,Wake Forest,W,3,21
Miami (OH),2013-10-26,8,@,Ohio,L,5,41
Michigan State,2013-10-26,8,@,Illinois,W,0,3
Minnesota,2013-10-26,8,,Nebraska,W,2,23
Missouri,2013-10-26,8,,South Carolina,L,3,27
Navy,2013-10-26,7,,Pittsburgh,W,2,21
Nebraska,2013-10-26,7,@,Minnesota,L,4,34
Nevada,2013-10-26,8,,Nevada-Las Vegas,L,4,27
North Carolina,2013-10-26,7,,Boston College,W,1,10
North Carolina State,2013-10-26,7,@,Florida State,L,7,49
North Texas,2013-10-26,8,@,Southern Mississippi,W,2,14
Northern Illinois,2013-10-26,8,,Eastern Michigan,W,2,20
Northwestern,2013-10-26,8,@,Iowa,L,2,17
Notre Dame,2013-10-26,8,@,Air Force,W,1,10
Ohio,2013-10-26,8,,Miami (OH),W,2,16
Ohio State,2013-10-26,8,,Penn State,W,2,14
Oklahoma,2013-10-26,8,,Texas Tech,W,4,30
Oklahoma State,2013-10-26,7,@,Iowa State,W,4,27
Ole Miss,2013-10-26,8,,Idaho,W,2,14
Oregon,2013-10-26,8,,UCLA,W,2,14
Oregon State,2013-10-26,8,,Stanford,L,3,20
Penn State,2013-10-26,7,@,Ohio State,L,9,63
Pitt,2013-10-26,7,@,Navy,L,3,24
Rice,2013-10-26,8,,Texas-El Paso,W,1,7
Rutgers,2013-10-26,7,,Houston,L,7,49
San Diego State,2013-10-26,7,,Fresno State,L,5,35
San Jose State,2013-10-26,7,,Wyoming,W,6,44
SMU,2013-10-26,7,,Temple,W,7,49
South Alabama,2013-10-26,7,@,Texas State,L,3,33
South Carolina,2013-10-26,8,@,Missouri,W,3,24
South Florida,2013-10-26,7,,Louisville,L,4,34
Southern Mississippi,2013-10-26,7,,North Texas,L,8,55
Stanford,2013-10-26,8,@,Oregon State,W,1,12
Temple,2013-10-26,8,@,Southern Methodist,L,8,59
Tennessee,2013-10-26,8,@,Alabama,L,6,45
Texas,2013-10-26,7,@,Texas Christian,W,1,7
Texas A&M,2013-10-26,8,,Vanderbilt,W,3,24
Texas Christian,2013-10-26,8,,Texas,L,3,30
Texas State,2013-10-26,8,,South Alabama,W,4,31
Texas Tech,2013-10-26,8,@,Oklahoma,L,5,38
Toledo,2013-10-26,8,@,Bowling Green State,W,3,25
Troy,2013-10-26,8,@,Western Kentucky,W,2,26
Tulane,2013-10-26,8,,Tulsa,W,1,7
Tulsa,2013-10-26,7,@,Tulane,L,2,14
UAB,2013-10-26,7,@,Texas-San Antonio,L,7,52
UCF,2013-10-26,7,,Connecticut,W,2,17
UCLA,2013-10-26,7,@,Oregon,L,6,42
UNLV,2013-10-26,8,@,Nevada,W,2,22
USC,2013-10-26,8,,Utah,W,0,3
Utah,2013-10-26,8,@,Southern California,L,1,19
UTEP,2013-10-26,7,@,Rice,L,6,45
UTSA,2013-10-26,8,,Alabama-Birmingham,W,0,31
Vanderbilt,2013-10-26,8,@,Texas A&M,L,8,56
Virginia,2013-10-26,8,,Georgia Tech,L,5,35
Virginia Tech,2013-10-26,8,,Duke,L,1,13
Wake Forest,2013-10-26,8,@,Miami (FL),L,3,24
Washington,2013-10-26,8,,California,W,2,17
West Virginia,2013-10-26,8,@,Kansas State,L,5,35
Western Kentucky,2013-10-26,8,,Troy,L,4,32
Western Michigan,2013-10-26,7,@,Massachusetts,W,3,30
Wyoming,2013-10-26,8,@,San Jose State,L,7,51
Cincinnati,2013-10-30,8,@,Memphis,W,3,21
Memphis,2013-10-30,7,,Cincinnati,L,5,34
Arizona State,2013-10-31,8,@,Washington State,W,3,21
Houston,2013-10-31,8,,South Florida,W,2,23
Louisiana-Monroe,2013-10-31,9,@,Troy,W,5,37
North Texas,2013-10-31,9,,Rice,W,2,16
Rice,2013-10-31,9,@,North Texas,L,4,28
South Florida,2013-10-31,8,@,Houston,L,5,35
Troy,2013-10-31,9,,Louisiana-Monroe,L,7,49
Washington State,2013-10-31,9,,Arizona State,L,7,55
Oregon State,2013-11-01,9,,Southern California,L,4,31
USC,2013-11-01,9,@,Oregon State,W,2,14
Air Force,2013-11-02,9,,Army,W,4,28
Akron,2013-11-02,10,,Kent State,W,1,7
Arizona,2013-11-02,8,@,California,W,4,28
Arkansas,2013-11-02,9,,Auburn,L,5,35
Arkansas State,2013-11-02,8,@,South Alabama,W,1,16
Army,2013-11-02,9,@,Air Force,L,6,42
Auburn,2013-11-02,9,@,Arkansas,W,2,17
Boise State,2013-11-02,9,@,Colorado State,W,4,30
Boston College,2013-11-02,8,,Virginia Tech,W,3,27
California,2013-11-02,9,,Arizona,L,4,33
Clemson,2013-11-02,9,@,Virginia,W,1,10
Colorado,2013-11-02,9,@,UCLA,L,6,45
Colorado State,2013-11-02,9,,Boise State,L,6,42
East Carolina,2013-11-02,8,@,Florida International,W,1,13
Eastern Michigan,2013-11-02,9,@,Toledo,L,7,55
Florida,2013-11-02,8,N,Georgia,L,2,23
Florida Atlantic,2013-11-02,9,,Tulane,W,2,17
Florida International,2013-11-02,8,,East Carolina,L,5,34
Florida State,2013-11-02,8,,Miami (FL),W,2,14
Fresno State,2013-11-02,9,,Nevada,W,3,23
Georgia,2013-11-02,8,N,Florida,W,1,20
Georgia State,2013-11-02,9,,Western Kentucky,L,6,44
Georgia Tech,2013-11-02,9,,Pittsburgh,W,1,10
