School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Fum,Pass Int,Turnovers
Akron,2000-10-07,6,@,Bowling Green State,W,17,27,63.0,259,3,34,85,2.5,0,0,0,0
Arizona,2000-10-07,5,@,Southern California,W,7,13,53.8,136,1,44,117,2.7,3,1,1,2
Arizona State,2000-10-07,5,,California,W,12,32,37.5,420,3,44,146,3.3,1,1,1,2
Arkansas,2000-10-07,5,,Louisiana-Monroe,W,17,33,51.5,237,4,40,166,4.2,2,2,0,2
Arkansas State,2000-10-07,6,@,Mississippi,L,11,26,42.3,79,1,24,113,4.7,0,0,2,2
Army,2000-10-07,5,@,New Mexico State,L,12,28,42.9,144,0,47,235,5.0,3,0,4,4
Auburn,2000-10-07,6,@,Mississippi State,L,17,32,53.1,146,0,19,18,0.9,1,0,0,0
Ball State,2000-10-07,5,@,Miami (OH),W,17,29,58.6,186,1,56,218,3.9,1,1,3,4
Baylor,2000-10-07,5,@,Texas Tech,L,13,40,32.5,148,0,30,100,3.3,0,1,2,3
Boise State,2000-10-07,5,@,Washington State,L,24,41,58.5,335,4,29,139,4.8,0,3,1,4
Boston College,2000-10-07,5,,Connecticut,W,15,22,68.2,274,2,51,361,7.1,4,0,0,0
Bowling Green State,2000-10-07,6,,Akron,L,15,24,62.5,185,2,50,159,3.2,1,0,1,1
Buffalo,2000-10-07,6,@,Ohio,L,17,31,54.8,262,2,46,145,3.2,1,3,1,4
California,2000-10-07,5,@,Arizona State,L,14,32,43.8,135,0,40,255,6.4,1,3,0,3
Central Michigan,2000-10-07,6,,Kent State,L,20,34,58.8,271,3,40,109,2.7,0,2,2,4
Cincinnati,2000-10-07,6,,Houston,W,15,25,60.0,268,2,52,262,5.0,4,2,2,4
Clemson,2000-10-07,6,,North Carolina State,W,18,30,60.0,220,1,65,274,4.2,4,1,2,3
Colorado,2000-10-07,5,@,Texas A&M,W,15,25,60.0,239,1,42,112,2.7,2,2,0,2
Colorado State,2000-10-07,5,,New Mexico,W,21,36,58.3,252,1,34,39,1.1,1,0,2,2
Connecticut,2000-10-07,6,@,Boston College,L,20,40,50.0,215,0,26,49,1.9,0,1,2,3
East Carolina,2000-10-07,5,@,Memphis,L,18,43,41.9,246,1,21,64,3.0,0,2,2,4
Eastern Michigan,2000-10-07,6,,Toledo,L,14,22,63.6,106,2,26,66,2.5,0,1,2,3
Florida,2000-10-07,6,,Louisiana State,W,21,32,65.6,298,3,34,175,5.1,2,0,0,0
Florida State,2000-10-07,6,@,Miami (FL),L,29,58,50.0,496,3,27,69,2.6,0,1,2,3
Georgia,2000-10-07,5,,Tennessee,W,8,18,44.4,134,0,51,146,2.9,3,3,0,3
Hawaii,2000-10-07,4,@,Texas Christian,L,18,44,40.9,266,3,16,118,7.4,0,2,0,2
Houston,2000-10-07,6,@,Cincinnati,L,31,44,70.5,326,1,29,77,2.7,3,1,1,2
Idaho,2000-10-07,6,@,West Virginia,L,35,50,70.0,365,2,48,89,1.9,0,0,4,4
Indiana,2000-10-07,5,@,Northwestern,L,23,47,48.9,268,2,38,174,4.6,3,3,1,4
Iowa,2000-10-07,6,,Michigan State,W,17,25,68.0,146,1,37,85,2.3,1,2,0,2
Iowa State,2000-10-07,5,,Nebraska,L,22,43,51.2,346,2,25,37,1.5,1,0,2,2
Kansas,2000-10-07,5,,Kansas State,L,10,23,43.5,128,0,46,103,2.2,2,2,1,3
Kansas State,2000-10-07,6,@,Kansas,W,14,22,63.6,258,1,49,210,4.3,6,0,1,1
Kent State,2000-10-07,6,@,Central Michigan,W,10,21,47.6,132,1,56,188,3.4,2,1,0,1
Kentucky,2000-10-07,6,,South Carolina,L,34,52,65.4,304,1,28,93,3.3,1,0,2,2
Louisiana,2000-10-07,6,,Tulane,L,17,35,48.6,291,1,40,166,4.2,3,0,1,1
Louisiana Tech,2000-10-07,6,@,Middle Tennessee State,L,26,41,63.4,217,1,31,127,4.1,2,1,2,3
Louisiana-Monroe,2000-10-07,6,@,Arkansas,L,13,30,43.3,109,0,32,85,2.7,1,1,2,3
Louisville,2000-10-07,5,@,Alabama-Birmingham,W,21,30,70.0,227,4,39,107,2.7,1,0,1,1
LSU,2000-10-07,6,@,Florida,L,19,38,50.0,249,1,29,92,3.2,0,0,4,4
Maryland,2000-10-07,5,@,Virginia,L,14,34,41.2,207,2,31,109,3.5,0,0,2,2
Memphis,2000-10-07,6,,East Carolina,W,18,25,72.0,175,0,56,129,2.3,2,1,0,1
Miami (FL),2000-10-07,5,,Florida State,W,27,42,64.3,328,2,35,120,3.4,1,3,0,3
Miami (OH),2000-10-07,6,,Ball State,L,15,38,39.5,170,1,24,65,2.7,0,2,2,4
Michigan,2000-10-07,6,@,Purdue,L,26,35,74.3,256,3,29,174,6.0,1,1,0,1
Michigan State,2000-10-07,5,@,Iowa,L,14,36,38.9,180,1,41,286,7.0,1,0,2,2
Middle Tennessee State,2000-10-07,5,,Louisiana Tech,W,16,22,72.7,201,0,44,335,7.6,6,2,0,2
Minnesota,2000-10-07,6,,Penn State,W,12,20,60.0,166,2,49,182,3.7,0,1,0,1
Mississippi State,2000-10-07,5,,Auburn,W,18,31,58.1,208,1,42,135,3.2,1,2,1,3
Missouri,2000-10-07,5,,Oklahoma State,W,14,28,50.0,191,1,39,182,4.7,2,0,1,1
Navy,2000-10-07,5,@,Air Force,L,11,23,47.8,140,0,57,108,1.9,1,2,0,2
Nebraska,2000-10-07,5,@,Iowa State,W,7,17,41.2,164,0,60,336,5.6,6,0,1,1
Nevada,2000-10-07,5,@,Nevada-Las Vegas,L,11,33,33.3,136,1,31,109,3.5,0,0,1,1
New Mexico,2000-10-07,7,@,Colorado State,L,16,22,72.7,203,1,37,73,2.0,1,1,0,1
New Mexico State,2000-10-07,5,,Army,W,10,16,62.5,101,1,52,202,3.9,2,0,0,0
North Carolina State,2000-10-07,5,@,Clemson,L,21,50,42.0,370,3,23,32,1.4,0,0,0,0
Northern Illinois,2000-10-07,5,,Central Florida,W,10,18,55.6,153,2,56,221,3.9,2,1,1,2
Northwestern,2000-10-07,6,,Indiana,W,9,17,52.9,119,2,61,417,6.8,5,1,1,2
Notre Dame,2000-10-07,5,,Stanford,W,10,18,55.6,100,2,50,166,3.3,1,0,0,0
Ohio,2000-10-07,6,,Buffalo,W,4,8,50.0,109,2,62,367,5.9,4,0,1,1
Ohio State,2000-10-07,5,@,Wisconsin,W,8,13,61.5,143,1,44,249,5.7,2,1,1,2
Oklahoma,2000-10-07,5,N,Texas,W,18,28,64.3,289,1,56,245,4.4,7,2,0,2
Oklahoma State,2000-10-07,5,@,Missouri,L,26,44,59.1,257,1,39,102,2.6,0,0,3,3
Ole Miss,2000-10-07,5,,Arkansas State,W,24,33,72.7,251,3,41,163,4.0,2,1,2,3
Oregon State,2000-10-07,5,@,Washington,L,13,25,52.0,314,3,40,160,4.0,1,0,0,0
Penn State,2000-10-07,7,@,Minnesota,L,19,36,52.8,189,1,33,98,3.0,1,2,0,2
Pitt,2000-10-07,5,@,Syracuse,L,21,46,45.7,237,1,32,91,2.8,1,0,0,0
Purdue,2000-10-07,6,,Michigan,W,32,45,71.1,286,2,43,244,5.7,2,0,1,1
San Diego State,2000-10-07,5,@,Wyoming,W,19,27,70.4,317,2,42,117,2.8,2,1,1,2
San Jose State,2000-10-07,6,@,Southern Methodist,W,10,25,40.0,167,2,38,200,5.3,1,2,0,2
SMU,2000-10-07,6,,San Jose State,L,25,54,46.3,324,1,38,136,3.6,0,1,4,5
South Carolina,2000-10-07,6,@,Kentucky,W,17,31,54.8,228,1,30,159,5.3,1,2,0,2
South Florida,2000-10-07,6,@,Southern Mississippi,L,13,27,48.1,133,1,25,18,0.7,0,0,1,1
Southern Mississippi,2000-10-07,5,,South Florida,W,19,35,54.3,180,2,50,169,3.4,3,0,0,0
Stanford,2000-10-07,5,@,Notre Dame,L,19,43,44.2,242,2,29,142,4.9,0,1,1,2
Syracuse,2000-10-07,5,,Pittsburgh,W,20,29,69.0,279,2,53,160,3.0,1,0,0,0
Temple,2000-10-07,6,@,Virginia Tech,L,13,28,46.4,131,1,28,-15,-0.5,0,0,3,3
Tennessee,2000-10-07,5,@,Georgia,L,18,32,56.3,136,0,32,112,3.5,1,1,2,3
Texas,2000-10-07,5,N,Oklahoma,L,20,41,48.8,161,1,17,-7,-0.4,1,1,2,3
Texas A&M,2000-10-07,5,,Colorado,L,28,45,62.2,291,1,36,71,2.0,1,0,0,0
Texas Christian,2000-10-07,5,,Hawaii,W,7,17,41.2,91,0,71,393,5.5,5,1,1,2
Texas Tech,2000-10-07,6,,Baylor,W,33,50,66.0,322,2,27,129,4.8,2,1,0,1
Toledo,2000-10-07,6,@,Eastern Michigan,W,16,26,61.5,123,1,58,281,4.8,4,0,0,0
Tulane,2000-10-07,5,@,Louisiana,W,32,49,65.3,410,2,31,138,4.5,3,1,3,4
Tulsa,2000-10-07,6,,Texas-El Paso,L,19,36,52.8,237,0,26,6,0.2,1,2,2,4
UAB,2000-10-07,5,,Louisville,L,12,30,40.0,187,1,35,38,1.1,1,1,3,4
UCF,2000-10-07,6,@,Northern Illinois,L,31,41,75.6,306,2,22,25,1.1,1,6,1,7
UNLV,2000-10-07,5,,Nevada,W,8,14,57.1,152,2,53,321,6.1,3,0,0,0
USC,2000-10-07,5,,Arizona,L,26,50,52.0,321,1,27,10,0.4,1,2,3,5
UTEP,2000-10-07,6,@,Tulsa,W,17,23,73.9,204,3,49,264,5.4,2,1,0,1
Vanderbilt,2000-10-07,6,@,Wake Forest,W,10,17,58.8,147,1,33,138,4.2,1,0,1,1
Virginia,2000-10-07,6,,Maryland,W,12,20,60.0,222,1,59,263,4.5,3,2,2,4
Virginia Tech,2000-10-07,5,,Temple,W,14,29,48.3,162,1,56,214,3.8,4,1,2,3
Wake Forest,2000-10-07,5,,Vanderbilt,L,12,26,46.2,158,0,56,217,3.9,1,1,0,1
Washington,2000-10-07,5,,Oregon State,W,20,32,62.5,223,1,47,281,6.0,3,0,0,0
Washington State,2000-10-07,5,,Boise State,W,21,31,67.7,290,2,47,131,2.8,3,1,0,1
West Virginia,2000-10-07,5,,Idaho,W,12,30,40.0,131,1,34,116,3.4,2,1,1,2
Wisconsin,2000-10-07,6,,Ohio State,L,19,35,54.3,209,0,43,109,2.5,1,1,1,2
Wyoming,2000-10-07,6,,San Diego State,L,20,30,66.7,158,0,30,26,0.9,0,2,1,3
Virginia Tech,2000-10-12,6,,West Virginia,W,10,18,55.6,233,2,48,271,5.6,4,3,0,3
West Virginia,2000-10-12,6,@,Virginia Tech,L,15,33,45.5,170,1,33,78,2.4,1,0,2,2
Air Force,2000-10-14,6,@,Wyoming,W,8,14,57.1,193,1,71,432,6.1,6,1,0,1
Akron,2000-10-14,7,,Northern Illinois,L,12,28,42.9,324,3,28,116,4.1,2,1,2,3
Alabama,2000-10-14,6,,Mississippi,W,21,26,80.8,296,0,39,168,4.3,4,1,1,2
Arizona,2000-10-14,6,,Washington State,W,15,31,48.4,236,3,57,254,4.5,4,0,2,2
Arizona State,2000-10-14,6,,Washington,L,15,46,32.6,202,1,38,60,1.6,0,4,2,6
Arkansas,2000-10-14,6,@,South Carolina,L,19,37,51.4,151,0,41,100,2.4,1,2,2,4
Arkansas State,2000-10-14,7,@,Idaho,L,15,31,48.4,165,1,35,191,5.5,2,0,1,1
Army,2000-10-14,6,@,East Carolina,L,16,30,53.3,125,1,45,178,4.0,2,0,1,1
Auburn,2000-10-14,7,@,Florida,L,20,34,58.8,203,1,32,119,3.7,0,2,1,3
Ball State,2000-10-14,6,,Eastern Michigan,W,12,19,63.2,97,1,56,192,3.4,3,0,1,1
Baylor,2000-10-14,6,,Texas A&M,L,14,36,38.9,162,0,33,74,2.2,0,0,4,4
Boise State,2000-10-14,6,,Eastern Washington,W,21,39,53.8,333,4,41,19,0.5,1,0,2,2
Boston College,2000-10-14,6,,Syracuse,W,10,24,41.7,119,0,36,176,4.9,1,0,0,0
Bowling Green State,2000-10-14,7,@,Miami (OH),L,16,36,44.4,222,1,42,159,3.8,0,0,2,2
California,2000-10-14,6,,UCLA,W,16,34,47.1,252,3,43,107,2.5,2,3,1,4
Cincinnati,2000-10-14,7,@,Louisville,L,11,29,37.9,142,1,34,108,3.2,2,0,3,3
Clemson,2000-10-14,7,,Maryland,W,10,20,50.0,186,0,61,278,4.6,5,1,1,2
Colorado,2000-10-14,6,,Texas,L,12,36,33.3,78,0,36,55,1.5,1,1,2,3
Colorado State,2000-10-14,6,,Nevada-Las Vegas,W,20,28,71.4,222,0,42,158,3.8,2,1,1,2
Duke,2000-10-14,6,@,Florida State,L,15,37,40.5,152,0,33,108,3.3,1,1,1,2
East Carolina,2000-10-14,6,,Army,W,14,23,60.9,195,2,42,332,7.9,4,0,2,2
Eastern Michigan,2000-10-14,7,@,Ball State,L,19,39,48.7,268,1,23,41,1.8,1,2,0,2
Florida,2000-10-14,7,,Auburn,W,16,26,61.5,243,5,29,116,4.0,0,0,0,0
Florida State,2000-10-14,7,,Duke,W,37,49,75.5,536,5,25,71,2.8,3,0,1,1
Fresno State,2000-10-14,5,,Nevada,W,11,21,52.4,201,1,40,125,3.1,4,0,0,0
Georgia,2000-10-14,6,,Vanderbilt,W,12,31,38.7,215,1,30,92,3.1,1,0,0,0
Georgia Tech,2000-10-14,6,,Wake Forest,W,16,24,66.7,333,4,47,245,5.2,3,0,0,0
Hawaii,2000-10-14,5,,Southern Methodist,W,23,42,54.8,314,2,17,50,2.9,2,1,1,2
Idaho,2000-10-14,7,,Arkansas State,W,24,29,82.8,339,1,43,172,4.0,5,0,0,0
Illinois,2000-10-14,6,,Iowa,W,17,28,60.7,248,3,44,169,3.8,0,1,1,2
Indiana,2000-10-14,6,@,Michigan,L,14,30,46.7,101,0,33,85,2.6,0,2,1,3
Iowa,2000-10-14,7,@,Illinois,L,18,34,52.9,181,0,32,86,2.7,0,2,2,4
Iowa State,2000-10-14,6,@,Oklahoma State,W,19,38,50.0,290,2,40,210,5.3,2,0,1,1
Kansas,2000-10-14,6,@,Missouri,W,14,30,46.7,234,1,58,219,3.8,2,2,1,3
Kansas State,2000-10-14,7,,Oklahoma,L,14,36,38.9,211,1,33,144,4.4,2,0,2,2
Kent State,2000-10-14,7,,Ohio,L,7,20,35.0,41,1,39,141,3.6,0,0,2,2
Kentucky,2000-10-14,7,@,Louisiana State,L,31,55,56.4,280,0,22,117,5.3,0,3,1,4
Louisiana,2000-10-14,7,@,Louisiana Tech,L,10,26,38.5,81,1,48,219,4.6,0,1,1,2
Louisiana Tech,2000-10-14,7,,Louisiana,W,35,48,72.9,399,6,24,97,4.0,0,1,1,2
Louisiana-Monroe,2000-10-14,7,@,Middle Tennessee State,L,20,32,62.5,119,0,25,76,3.0,0,1,0,1
Louisville,2000-10-14,6,,Cincinnati,W,25,32,78.1,326,3,42,147,3.5,1,1,2,3
LSU,2000-10-14,7,,Kentucky,W,15,33,45.5,225,3,46,114,2.5,1,0,0,0
Marshall,2000-10-14,6,@,Toledo,L,21,39,53.8,218,0,28,42,1.5,0,2,2,4
Maryland,2000-10-14,6,@,Clemson,L,8,22,36.4,179,0,37,82,2.2,2,0,3,3
Memphis,2000-10-14,7,@,Alabama-Birmingham,L,11,22,50.0,129,0,35,57,1.6,1,1,1,2
Miami (OH),2000-10-14,7,,Bowling Green State,W,24,43,55.8,222,0,37,141,3.8,3,1,0,1
Michigan,2000-10-14,7,,Indiana,W,17,22,77.3,280,2,52,282,5.4,4,1,0,1
Michigan State,2000-10-14,6,,Wisconsin,L,12,24,50.0,183,1,46,183,4.0,0,0,3,3
Middle Tennessee State,2000-10-14,6,,Louisiana-Monroe,W,14,24,58.3,151,1,42,192,4.6,3,0,0,0
Minnesota,2000-10-14,7,@,Ohio State,W,16,28,57.1,243,2,48,138,2.9,1,1,0,1
Missouri,2000-10-14,6,,Kansas,L,16,34,47.1,237,1,26,10,0.4,0,1,4,5
Navy,2000-10-14,6,N,Notre Dame,L,11,20,55.0,188,2,32,58,1.8,0,2,0,2
Nebraska,2000-10-14,6,@,Texas Tech,W,7,14,50.0,98,1,77,442,5.7,6,1,1,2
Nevada,2000-10-14,6,@,Fresno State,L,29,49,59.2,341,2,29,61,2.1,1,1,2,3
New Mexico State,2000-10-14,6,,Tulsa,W,10,15,66.7,144,3,53,450,8.5,3,1,1,2
North Carolina,2000-10-14,6,,North Carolina State,L,12,25,48.0,128,0,49,158,3.2,2,2,0,2
North Carolina State,2000-10-14,6,@,North Carolina,W,14,26,53.8,221,2,46,171,3.7,3,0,1,1
North Texas,2000-10-14,6,,Utah State,L,8,17,47.1,72,0,35,69,2.0,0,0,1,1
Northern Illinois,2000-10-14,6,@,Akron,W,15,23,65.2,134,0,57,360,6.3,6,1,0,1
Northwestern,2000-10-14,7,,Purdue,L,24,36,66.7,369,3,37,83,2.2,1,1,2,3
Notre Dame,2000-10-14,6,N,Navy,W,14,21,66.7,229,3,55,218,4.0,1,0,1,1
Ohio,2000-10-14,7,@,Kent State,W,9,11,81.8,136,1,56,233,4.2,3,1,0,1
Ohio State,2000-10-14,6,,Minnesota,L,11,28,39.3,130,1,35,70,2.0,1,0,0,0
Oklahoma,2000-10-14,6,@,Kansas State,W,29,38,76.3,374,2,36,11,0.3,3,0,1,1
Oklahoma State,2000-10-14,6,,Iowa State,L,26,46,56.5,328,2,37,132,3.6,1,2,1,3
Ole Miss,2000-10-14,6,@,Alabama,L,20,40,50.0,163,1,26,74,2.8,0,1,3,4
Oregon,2000-10-14,6,@,Southern California,W,28,42,66.7,382,4,41,117,2.9,0,2,1,3
Oregon State,2000-10-14,6,,Stanford,W,14,26,53.8,324,2,37,147,4.0,3,1,0,1
Purdue,2000-10-14,7,@,Northwestern,W,22,40,55.0,239,5,47,222,4.7,1,1,1,2
Rutgers,2000-10-14,6,,Temple,L,19,39,48.7,243,1,27,108,4.0,1,4,1,5
San Diego State,2000-10-14,6,,Utah,L,15,39,38.5,157,0,35,93,2.7,1,0,0,0
San Jose State,2000-10-14,7,,Texas-El Paso,L,16,35,45.7,166,0,26,218,8.4,4,0,1,1
SMU,2000-10-14,7,@,Hawaii,L,16,27,59.3,145,0,47,126,2.7,1,1,0,1
South Carolina,2000-10-14,7,,Arkansas,W,12,21,57.1,170,2,31,174,5.6,2,0,1,1
Southern Mississippi,2000-10-14,6,@,Tulane,W,15,24,62.5,224,2,35,256,7.3,4,1,1,2
Stanford,2000-10-14,6,@,Oregon State,L,18,33,54.5,185,0,49,148,3.0,0,1,2,3
Syracuse,2000-10-14,6,@,Boston College,L,9,22,40.9,134,1,46,306,6.7,0,0,4,4
Temple,2000-10-14,7,@,Rutgers,W,21,32,65.6,254,0,57,202,3.5,6,2,1,3
Texas,2000-10-14,6,@,Colorado,W,23,40,57.5,308,3,41,166,4.0,0,3,1,4
Texas A&M,2000-10-14,6,@,Baylor,W,22,41,53.7,311,1,30,103,3.4,2,1,2,3
Texas Tech,2000-10-14,7,,Nebraska,L,22,48,45.8,181,0,12,19,1.6,0,0,2,2
Toledo,2000-10-14,7,,Marshall,W,13,19,68.4,140,2,49,247,5.0,1,1,0,1
Tulane,2000-10-14,6,,Southern Mississippi,L,22,50,44.0,260,1,49,138,2.8,2,2,2,4
Tulsa,2000-10-14,7,@,New Mexico State,L,14,26,53.8,306,2,40,86,2.2,2,1,0,1
UAB,2000-10-14,6,,Memphis,W,14,27,51.9,144,0,37,56,1.5,1,1,0,1
UCF,2000-10-14,7,,Eastern Kentucky,W,20,33,60.6,255,2,22,80,3.6,1,0,2,2
UCLA,2000-10-14,6,@,California,L,20,40,50.0,309,4,45,45,1.0,1,0,3,3
UNLV,2000-10-14,6,@,Colorado State,L,9,14,64.3,80,2,43,200,4.7,1,0,0,0
USC,2000-10-14,6,,Oregon,L,15,36,41.7,194,1,33,229,6.9,1,1,1,2
Utah,2000-10-14,6,@,San Diego State,W,12,20,60.0,230,3,38,99,2.6,0,1,2,3
Utah State,2000-10-14,6,@,North Texas,W,21,36,58.3,170,0,40,156,3.9,2,0,1,1
UTEP,2000-10-14,7,@,San Jose State,W,21,36,58.3,292,3,50,186,3.7,4,0,1,1
Vanderbilt,2000-10-14,7,@,Georgia,L,29,43,67.4,327,1,30,115,3.8,1,1,3,4
Wake Forest,2000-10-14,6,@,Georgia Tech,L,27,43,62.8,272,1,39,179,4.6,2,2,2,4
Washington,2000-10-14,6,@,Arizona State,W,13,30,43.3,110,1,42,186,4.4,2,5,1,6
Washington State,2000-10-14,6,@,Arizona,L,20,37,54.1,378,6,34,112,3.3,0,3,2,5
Wisconsin,2000-10-14,7,@,Michigan State,W,7,21,33.3,96,1,40,101,2.5,1,0,0,0
Wyoming,2000-10-14,7,,Air Force,L,28,41,68.3,339,2,29,82,2.8,2,0,1,1
East Carolina,2000-10-19,7,@,Louisville,W,11,20,55.0,174,2,48,145,3.0,2,1,2,3
Louisville,2000-10-19,7,,East Carolina,L,22,42,52.4,252,1,38,130,3.4,2,0,4,4
Air Force,2000-10-21,7,,New Mexico,L,15,27,55.6,153,1,38,145,3.8,2,2,1,3
Akron,2000-10-21,8,,Connecticut,L,17,32,53.1,147,2,50,289,5.8,3,2,1,3
Alabama,2000-10-21,7,@,Tennessee,L,14,30,46.7,181,1,28,44,1.6,0,1,2,3
Arizona,2000-10-21,7,@,Oregon,L,15,32,46.9,200,1,32,17,0.5,0,1,1,2
Arizona State,2000-10-21,7,@,Washington State,W,20,32,62.5,251,1,50,117,2.3,2,0,2,2
Arkansas State,2000-10-21,8,,New Mexico State,L,18,23,78.3,244,3,28,208,7.4,1,2,0,2
Army,2000-10-21,7,,Tulane,W,21,34,61.8,171,1,40,221,5.5,2,0,1,1
Auburn,2000-10-21,8,,Louisiana Tech,W,12,18,66.7,135,0,48,301,6.3,5,0,1,1
Ball State,2000-10-21,7,@,Buffalo,W,13,18,72.2,248,3,57,192,3.4,2,2,0,2
Baylor,2000-10-21,7,@,Nebraska,L,7,29,24.1,79,0,27,5,0.2,0,2,0,2
Boise State,2000-10-21,7,,North Texas,W,20,28,71.4,292,4,54,291,5.4,3,2,0,2
Boston College,2000-10-21,7,@,Pittsburgh,L,19,37,51.4,284,2,34,140,4.1,1,0,3,3
Bowling Green State,2000-10-21,8,,Eastern Michigan,W,11,22,50.0,113,0,50,141,2.8,2,0,0,0
Brigham Young,2000-10-21,8,,San Diego State,L,34,58,58.6,376,1,34,63,1.9,0,1,0,1
Buffalo,2000-10-21,7,,Ball State,L,14,24,58.3,172,3,44,252,5.7,2,1,1,2
California,2000-10-21,7,@,Washington,L,14,32,43.8,213,1,29,132,4.6,1,2,1,3
Central Michigan,2000-10-21,7,@,Ohio,L,18,37,48.6,179,0,32,111,3.5,0,0,2,2
Clemson,2000-10-21,8,@,North Carolina,W,14,25,56.0,296,4,45,112,2.5,1,0,0,0
Colorado,2000-10-21,7,@,Kansas,L,20,36,55.6,246,0,32,90,2.8,0,0,0,0
Colorado State,2000-10-21,7,@,Utah,W,18,36,50.0,207,2,35,68,1.9,0,0,1,1
Connecticut,2000-10-21,7,@,Akron,W,22,35,62.9,293,1,43,106,2.5,4,0,0,0
Duke,2000-10-21,7,@,Georgia Tech,L,22,43,51.2,210,1,46,112,2.4,0,1,2,3
Eastern Michigan,2000-10-21,8,@,Bowling Green State,L,21,44,47.7,216,0,21,59,2.8,0,2,0,2
Florida State,2000-10-21,8,,Virginia,W,22,35,62.9,426,2,33,128,3.9,2,1,1,2
Fresno State,2000-10-21,6,@,Texas-El Paso,L,14,31,45.2,142,1,31,93,3.0,1,0,1,1
Georgia,2000-10-21,7,@,Kentucky,W,20,38,52.6,400,4,24,38,1.6,0,0,1,1
Georgia Tech,2000-10-21,7,,Duke,W,12,21,57.1,221,1,35,226,6.5,5,0,1,1
Hawaii,2000-10-21,6,@,Rice,L,25,48,52.1,227,1,9,10,1.1,0,0,5,5
Houston,2000-10-21,7,@,Memphis,W,33,50,66.0,262,4,31,64,2.1,0,1,1,2
Idaho,2000-10-21,8,@,Utah State,L,27,45,60.0,251,0,36,155,4.3,2,1,1,2
Illinois,2000-10-21,7,@,Penn State,L,30,50,60.0,343,3,32,129,4.0,0,2,2,4
Indiana,2000-10-21,7,,Minnesota,W,12,21,57.1,263,2,54,348,6.4,5,1,1,2
Iowa,2000-10-21,8,,Ohio State,L,22,42,52.4,233,1,39,13,0.3,0,1,1,2
Iowa State,2000-10-21,7,,Texas A&M,L,16,35,45.7,137,1,26,102,3.9,0,0,2,2
Kansas,2000-10-21,7,,Colorado,W,10,22,45.5,152,0,51,262,5.1,2,1,0,1
Kansas State,2000-10-21,8,,Texas Tech,W,13,25,52.0,160,1,44,125,2.8,3,0,2,2
Kent State,2000-10-21,8,@,Marshall,L,16,37,43.2,162,1,36,75,2.1,0,0,1,1
Kentucky,2000-10-21,8,,Georgia,L,39,58,67.2,528,2,26,92,3.5,1,0,2,2
Louisiana Tech,2000-10-21,8,@,Auburn,L,47,65,72.3,433,4,17,36,2.1,0,1,2,3
Louisiana-Monroe,2000-10-21,8,@,Central Florida,L,17,34,50.0,182,0,38,-20,-0.5,0,3,1,4
LSU,2000-10-21,8,,Mississippi State,W,24,38,63.2,246,2,43,220,5.1,4,1,1,2
Marshall,2000-10-21,7,,Kent State,W,31,42,73.8,312,2,30,181,6.0,2,1,0,1
Maryland,2000-10-21,7,,Wake Forest,W,20,31,64.5,246,1,42,233,5.5,3,1,0,1
Memphis,2000-10-21,8,,Houston,L,12,26,46.2,129,2,46,73,1.6,1,1,0,1
Miami (FL),2000-10-21,6,@,Temple,W,12,23,52.2,205,2,36,152,4.2,2,3,1,4
Michigan,2000-10-21,8,,Michigan State,W,17,31,54.8,138,0,35,188,5.4,2,1,0,1
Michigan State,2000-10-21,7,@,Michigan,L,26,37,70.3,292,0,44,63,1.4,0,1,1,2
Middle Tennessee State,2000-10-21,7,@,Alabama-Birmingham,L,16,29,55.2,146,1,20,65,3.3,0,0,1,1
Minnesota,2000-10-21,8,@,Indiana,L,23,36,63.9,324,2,41,151,3.7,2,1,1,2
Mississippi State,2000-10-21,6,@,Louisiana State,L,12,26,46.2,215,2,40,239,6.0,3,0,1,1
Missouri,2000-10-21,7,@,Texas,L,12,33,36.4,176,1,38,145,3.8,0,1,2,3
Navy,2000-10-21,7,,Rutgers,L,8,18,44.4,107,0,70,260,3.7,3,1,0,1
Nebraska,2000-10-21,7,,Baylor,W,5,12,41.7,49,0,67,459,6.9,7,0,0,0
Nevada,2000-10-21,7,,San Jose State,L,28,51,54.9,357,3,38,157,4.1,0,0,2,2
New Mexico,2000-10-21,8,@,Air Force,W,10,17,58.8,170,1,55,251,4.6,2,0,0,0
New Mexico State,2000-10-21,7,@,Arkansas State,W,21,40,52.5,258,3,55,259,4.7,1,1,0,1
North Carolina,2000-10-21,7,,Clemson,L,18,34,52.9,314,0,38,89,2.3,3,1,2,3
North Texas,2000-10-21,7,@,Boise State,L,3,20,15.0,42,0,39,120,3.1,0,0,3,3
Northern Illinois,2000-10-21,7,@,Western Michigan,L,12,20,60.0,193,2,38,162,4.3,1,1,1,2
Notre Dame,2000-10-21,7,@,West Virginia,W,9,17,52.9,146,2,43,227,5.3,3,0,0,0
Ohio,2000-10-21,8,,Central Michigan,W,4,11,36.4,63,0,62,444,7.2,7,1,0,1
Ohio State,2000-10-21,7,@,Iowa,W,20,36,55.6,338,3,33,108,3.3,2,0,0,0
Oregon,2000-10-21,7,,Arizona,W,9,22,40.9,123,2,45,137,3.0,0,0,1,1
Oregon State,2000-10-21,7,@,UCLA,W,23,37,62.2,351,4,53,253,4.8,1,2,1,3
