School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Pass Int,Turnovers
Wake Forest,2017-09-09,2,@,Boston College,W,13,19,68.4,151,1,52,158,3.0,2,6,,0,0,0
Washington,2017-09-09,2,,Montana,W,24,28,85.7,293,2,37,213,5.8,5,10,5,0,1,1
Washington State,2017-09-09,2,,Boise State,W,49,67,73.1,433,3,27,22,0.8,1,8,4,1,2,3
West Virginia,2017-09-09,2,,East Carolina,W,24,34,70.6,403,5,47,211,4.5,3,3,,0,0,0
Western Kentucky,2017-09-09,2,@,Illinois,L,28,43,65.1,238,0,16,6,0.4,1,6,1,1,1,2
Western Michigan,2017-09-09,2,@,Michigan State,L,12,27,44.4,79,0,36,116,3.2,0,5,2,0,1,1
Wisconsin,2017-09-09,2,,Florida Atlantic,W,17,30,56.7,207,1,54,357,6.6,3,10,5,1,1,2
Wyoming,2017-09-09,2,,Gardner-Webb,W,22,32,68.8,328,2,28,65,2.3,1,7,3,0,0,0
Boise State,2017-09-14,3,,New Mexico,W,15,19,78.9,137,2,32,127,4.0,2,7,1,0,0,0
New Mexico,2017-09-14,3,@,Boise State,L,8,16,50.0,79,1,51,198,3.9,1,7,1,1,1,2
Arizona,2017-09-15,3,@,Texas-El Paso,W,20,23,87.0,175,3,64,328,5.1,5,7,2,1,0,1
Illinois,2017-09-15,3,@,South Florida,L,20,40,50.0,287,1,15,67,4.5,2,7,3,0,3,3
Massachusetts,2017-09-15,4,@,Temple,L,23,39,59.0,377,2,33,81,2.5,1,11,2,1,0,1
South Florida,2017-09-15,3,,Illinois,W,17,32,53.1,304,4,66,376,5.7,2,4,2,0,1,1
Temple,2017-09-15,3,,Massachusetts,W,24,39,61.5,268,3,34,119,3.5,0,12,9,0,0,0
UTEP,2017-09-15,3,,Arizona,L,18,39,46.2,201,1,14,17,1.2,1,4,1,1,1,2
Air Force,2017-09-16,2,@,Michigan,L,1,9,11.1,64,1,49,168,3.4,0,8,2,0,1,1
Akron,2017-09-16,3,,Iowa State,L,27,44,61.4,293,2,24,38,1.6,0,4,,1,2,3
Alabama,2017-09-16,3,,Colorado State,W,13,21,61.9,248,2,39,239,6.1,3,5,,0,0,0
Appalachian State,2017-09-16,3,@,Texas State,W,17,28,60.7,167,1,29,116,4.0,1,7,5,1,0,1
Arizona State,2017-09-16,3,@,Texas Tech,L,27,41,65.9,326,3,44,168,3.8,3,4,3,1,0,1
Arkansas State,2017-09-16,2,,Arkansas-Pine Bluff,W,26,34,76.5,356,6,37,137,3.7,1,9,4,0,0,0
Army,2017-09-16,3,@,Ohio State,L,2,8,25.0,19,0,58,259,4.5,1,2,2,1,0,1
Auburn,2017-09-16,3,,Mercer,W,32,37,86.5,364,0,43,146,3.4,3,7,,4,1,5
Ball State,2017-09-16,3,,Tennessee Tech,W,23,31,74.2,238,3,33,228,6.9,1,11,4,1,2,3
Baylor,2017-09-16,3,@,Duke,L,12,34,35.3,263,3,27,57,2.1,0,12,5,1,3,4
Boston College,2017-09-16,3,,Notre Dame,L,24,41,58.5,215,2,44,185,4.2,0,2,,1,2,3
Bowling Green State,2017-09-16,3,@,Northwestern,L,27,44,61.4,256,0,30,96,3.2,1,5,2,1,0,1
Brigham Young,2017-09-16,4,,Wisconsin,L,11,20,55.0,111,0,26,81,3.1,0,4,1,0,2,2
Buffalo,2017-09-16,3,,Colgate,W,9,16,56.3,184,1,58,302,5.2,3,3,2,0,0,0
California,2017-09-16,3,,Mississippi,W,24,48,50.0,236,1,40,163,4.1,1,7,5,0,2,2
Central Michigan,2017-09-16,3,@,Syracuse,L,23,46,50.0,277,2,34,105,3.1,0,2,,1,2,3
Charlotte,2017-09-16,3,,North Carolina A&T,L,13,29,44.8,170,3,46,266,5.8,1,5,2,1,2,3
Cincinnati,2017-09-16,3,@,Miami (OH),W,24,43,55.8,222,1,35,139,4.0,0,6,3,0,2,2
Clemson,2017-09-16,3,@,Louisville,W,23,33,69.7,316,1,48,297,6.2,4,7,5,0,0,0
Coastal Carolina,2017-09-16,2,@,Alabama-Birmingham,L,9,23,39.1,100,0,49,227,4.6,2,3,2,0,3,3
Colorado,2017-09-16,3,,Northern Colorado,W,29,41,70.7,357,4,39,212,5.4,1,4,1,2,1,3
Colorado State,2017-09-16,4,@,Alabama,L,21,38,55.3,247,2,40,144,3.6,1,1,,0,2,2
Connecticut,2017-09-16,2,@,Virginia,L,18,26,69.2,227,2,41,207,5.0,1,2,1,1,1,2
Duke,2017-09-16,3,,Baylor,W,20,35,57.1,184,0,51,246,4.8,3,10,3,1,1,2
East Carolina,2017-09-16,3,,Virginia Tech,L,11,30,36.7,241,2,31,40,1.3,0,5,1,2,1,3
Florida,2017-09-16,2,,Tennessee,W,18,28,64.3,212,2,29,168,5.8,0,5,1,2,1,3
Florida Atlantic,2017-09-16,3,,Bethune-Cookman,W,19,32,59.4,180,1,58,439,7.6,4,9,4,1,1,2
Fresno State,2017-09-16,3,@,Washington,L,21,36,58.3,194,1,31,119,3.8,0,10,1,0,1,1
Georgia,2017-09-16,3,,Samford,W,9,15,60.0,175,3,54,284,5.3,3,6,3,1,0,1
Georgia State,2017-09-16,2,@,Penn State,L,18,32,56.3,170,0,49,150,3.1,0,3,1,2,3,5
Houston,2017-09-16,2,,Rice,W,34,38,89.5,354,2,37,130,3.5,3,9,3,0,0,0
Idaho,2017-09-16,3,@,Western Michigan,L,16,26,61.5,229,3,34,170,5.0,1,6,2,2,1,3
Iowa,2017-09-16,3,,North Texas,W,16,27,59.3,197,2,59,238,4.0,2,3,1,2,0,2
Iowa State,2017-09-16,3,@,Akron,W,24,33,72.7,317,2,37,191,5.2,3,11,6,0,0,0
Kansas,2017-09-16,3,@,Ohio,L,30,47,63.8,343,2,32,108,3.4,2,11,1,0,1,1
Kansas State,2017-09-16,3,@,Vanderbilt,L,10,28,35.7,76,0,35,201,5.7,1,2,1,0,2,2
Kent State,2017-09-16,3,@,Marshall,L,7,17,41.2,117,0,44,142,3.2,0,4,,0,1,1
Kentucky,2017-09-16,3,@,South Carolina,W,16,26,61.5,169,0,47,184,3.9,2,3,2,1,1,2
Louisiana,2017-09-16,3,@,Texas A&M,L,28,44,63.6,216,2,29,93,3.2,1,7,1,2,3,5
Louisiana Tech,2017-09-16,3,@,Western Kentucky,W,22,39,56.4,306,1,30,122,4.1,1,6,4,0,1,1
Louisiana-Monroe,2017-09-16,2,,Southern Mississippi,L,11,27,40.7,112,0,37,218,5.9,2,9,3,1,0,1
Louisville,2017-09-16,3,,Clemson,L,21,42,50.0,317,3,27,116,4.3,0,5,4,0,1,1
LSU,2017-09-16,3,@,Mississippi State,L,13,29,44.8,137,0,29,133,4.6,1,3,1,0,0,0
Marshall,2017-09-16,3,,Kent State,W,23,43,53.5,223,1,33,158,4.8,2,11,7,0,1,1
Memphis,2017-09-16,2,,UCLA,W,23,39,59.0,398,6,37,162,4.4,0,11,1,1,2,3
Miami (OH),2017-09-16,3,,Cincinnati,L,16,31,51.6,221,1,32,70,2.2,1,4,1,0,1,1
Michigan,2017-09-16,3,,Air Force,W,14,23,60.9,169,0,42,190,4.5,1,9,3,1,0,1
Middle Tennessee State,2017-09-16,3,@,Minnesota,L,25,42,59.5,184,0,15,46,3.1,0,2,1,0,2,2
Minnesota,2017-09-16,3,,Middle Tennessee State,W,11,18,61.1,122,0,47,221,4.7,3,7,1,0,0,0
Mississippi State,2017-09-16,3,,Louisiana State,W,15,23,65.2,180,2,48,285,5.9,2,4,2,0,0,0
Missouri,2017-09-16,3,,Purdue,L,12,28,42.9,133,0,24,70,2.9,0,8,3,1,2,3
Nebraska,2017-09-16,3,,Northern Illinois,L,25,47,53.2,299,0,36,85,2.4,2,9,2,0,3,3
Nevada,2017-09-16,3,,Idaho State,L,19,33,57.6,205,3,56,218,3.9,1,8,2,2,1,3
New Mexico State,2017-09-16,3,,Troy,L,32,45,71.1,331,3,16,75,4.7,0,3,1,0,0,0
North Carolina,2017-09-16,3,@,Old Dominion,W,16,26,61.5,259,1,50,252,5.0,6,8,2,1,0,1
North Carolina State,2017-09-16,3,,Furman,W,24,30,80.0,248,1,39,242,6.2,5,8,2,0,0,0
North Texas,2017-09-16,3,@,Iowa,L,18,29,62.1,193,1,17,112,6.6,1,5,1,1,1,2
Northern Illinois,2017-09-16,3,@,Nebraska,W,15,23,65.2,128,0,27,108,4.0,1,9,3,1,0,1
Northwestern,2017-09-16,3,,Bowling Green State,W,24,31,77.4,375,2,43,303,7.0,5,9,3,2,0,2
Notre Dame,2017-09-16,3,@,Boston College,W,11,27,40.7,96,0,51,515,10.1,7,5,1,1,1,2
Ohio,2017-09-16,3,,Kansas,W,16,22,72.7,254,3,41,196,4.8,2,9,5,0,1,1
Ohio State,2017-09-16,3,,Army,W,29,37,78.4,316,2,32,270,8.4,3,5,,0,0,0
Oklahoma,2017-09-16,3,,Tulane,W,20,30,66.7,434,5,32,197,6.2,2,7,3,2,0,2
Oklahoma State,2017-09-16,3,@,Pittsburgh,W,26,37,70.3,572,5,32,131,4.1,2,3,2,1,1,2
Old Dominion,2017-09-16,3,,North Carolina,L,14,32,43.8,214,2,33,102,3.1,0,6,1,2,1,3
Ole Miss,2017-09-16,3,@,California,L,26,44,59.1,363,2,29,53,1.8,0,8,1,0,3,3
Oregon,2017-09-16,3,@,Wyoming,W,18,30,60.0,251,1,65,307,4.7,6,6,2,2,1,3
Oregon State,2017-09-16,4,@,Washington State,L,24,37,64.9,199,1,33,155,4.7,2,8,3,2,0,2
Penn State,2017-09-16,3,,Georgia State,W,21,29,72.4,360,5,24,166,6.9,3,11,3,0,0,0
Pitt,2017-09-16,3,,Oklahoma State,L,20,35,57.1,288,1,34,103,3.0,1,5,1,0,2,2
Purdue,2017-09-16,3,@,Missouri,W,26,34,76.5,272,2,50,205,4.1,3,4,,0,1,1
Rice,2017-09-16,3,@,Houston,L,11,25,44.0,113,0,35,129,3.7,0,6,2,2,1,3
Rutgers,2017-09-16,3,,Morgan State,W,13,19,68.4,152,2,54,326,6.0,7,6,1,1,0,1
San Diego State,2017-09-16,3,,Stanford,W,21,29,72.4,187,1,48,172,3.6,1,4,4,0,0,0
San Jose State,2017-09-16,4,@,Utah,L,17,35,48.6,233,1,37,30,0.8,0,3,1,3,2,5
SMU,2017-09-16,3,@,Texas Christian,L,18,38,47.4,339,2,30,124,4.1,2,9,3,0,2,2
South Alabama,2017-09-16,3,,Alabama A&M,W,9,13,69.2,255,2,39,158,4.1,2,7,2,0,0,0
South Carolina,2017-09-16,3,,Kentucky,L,24,37,64.9,304,2,20,54,2.7,0,4,1,0,2,2
Southern Mississippi,2017-09-16,3,@,Louisiana-Monroe,W,17,32,53.1,250,3,48,284,5.9,1,6,1,0,1,1
Stanford,2017-09-16,3,@,San Diego State,L,10,21,47.6,80,0,22,174,7.9,2,8,6,1,2,3
Syracuse,2017-09-16,3,,Central Michigan,W,19,35,54.3,279,2,44,300,6.8,2,5,,2,1,3
Tennessee,2017-09-16,3,@,Florida,L,21,39,53.8,259,1,33,183,5.5,1,3,2,0,3,3
Texas,2017-09-16,3,@,Southern California,L,21,40,52.5,298,2,35,68,1.9,0,9,3,2,2,4
Texas A&M,2017-09-16,3,,Louisiana,W,21,34,61.8,301,3,40,179,4.5,2,9,2,1,1,2
Texas Christian,2017-09-16,3,,Southern Methodist,W,24,30,80.0,365,4,49,254,5.2,3,3,,3,0,3
Texas State,2017-09-16,3,,Appalachian State,L,23,35,65.7,260,1,37,125,3.4,0,6,1,0,1,1
Texas Tech,2017-09-16,2,,Arizona State,W,37,50,74.0,543,6,29,72,2.5,1,4,3,1,0,1
Toledo,2017-09-16,3,,Tulsa,W,22,33,66.7,458,6,33,221,6.7,1,7,2,0,1,1
Troy,2017-09-16,3,@,New Mexico State,W,25,40,62.5,286,1,37,192,5.2,3,4,,0,0,0
Tulane,2017-09-16,3,@,Oklahoma,L,6,12,50.0,54,0,62,237,3.8,2,4,1,1,1,2
Tulsa,2017-09-16,3,@,Toledo,L,12,20,60.0,125,0,68,423,6.2,6,3,1,0,0,0
UAB,2017-09-16,3,,Coastal Carolina,W,8,15,53.3,105,0,47,169,3.6,4,9,1,1,0,1
UCLA,2017-09-16,3,@,Memphis,L,34,56,60.7,463,4,35,170,4.9,2,7,2,1,2,3
USC,2017-09-16,3,,Texas,W,28,51,54.9,397,3,37,71,1.9,0,9,5,0,2,2
Utah,2017-09-16,3,,San Jose State,W,30,44,68.2,341,4,40,160,4.0,2,7,5,2,1,3
Utah State,2017-09-16,3,@,Wake Forest,L,15,37,40.5,225,1,31,42,1.4,0,7,1,0,1,1
UTSA,2017-09-16,2,,Southern,W,24,30,80.0,335,4,39,167,4.3,3,6,5,2,2,4
Vanderbilt,2017-09-16,3,,Kansas State,W,14,23,60.9,205,1,32,65,2.0,1,8,2,1,0,1
Virginia,2017-09-16,3,,Connecticut,W,30,40,75.0,455,3,31,171,5.5,2,8,2,0,1,1
Virginia Tech,2017-09-16,3,@,East Carolina,W,25,33,75.8,388,5,62,287,4.6,3,11,2,0,0,0
Wake Forest,2017-09-16,3,,Utah State,W,16,27,59.3,297,2,59,291,4.9,3,10,2,0,0,0
Washington,2017-09-16,3,,Fresno State,W,25,28,89.3,328,4,30,92,3.1,2,6,1,2,0,2
Washington State,2017-09-16,3,,Oregon State,W,42,58,72.4,431,6,16,60,3.8,0,8,3,0,0,0
West Virginia,2017-09-16,3,,Delaware State,W,24,34,70.6,334,4,35,204,5.8,4,10,3,2,1,3
Western Kentucky,2017-09-16,3,,Louisiana Tech,L,25,35,71.4,226,0,41,141,3.4,3,7,1,0,0,0
Western Michigan,2017-09-16,3,,Idaho,W,21,31,67.7,212,1,42,135,3.2,3,7,4,1,0,1
Wisconsin,2017-09-16,3,@,Brigham Young,W,18,19,94.7,256,4,49,235,4.8,1,4,2,0,0,0
Wyoming,2017-09-16,3,,Oregon,L,10,25,40.0,66,0,32,117,3.7,1,11,2,1,1,2
South Florida,2017-09-21,4,,Temple,W,8,20,40.0,96,0,63,312,5.0,4,12,5,2,0,2
Temple,2017-09-21,4,@,South Florida,L,7,25,28.0,89,0,33,-4,-0.1,0,9,1,2,4,6
Arizona,2017-09-22,4,,Utah,L,24,42,57.1,248,1,42,200,4.8,2,5,2,2,3,5
Boise State,2017-09-22,4,,Virginia,L,28,53,52.8,353,1,24,30,1.3,2,4,1,0,1,1
Utah,2017-09-22,4,@,Arizona,W,17,28,60.7,229,1,38,112,2.9,1,7,2,2,0,2
Virginia,2017-09-22,4,@,Boise State,W,19,29,65.5,273,3,40,167,4.2,3,7,4,0,0,0
Air Force,2017-09-23,3,,San Diego State,L,2,6,33.3,33,0,60,220,3.7,3,3,1,0,1,1
Akron,2017-09-23,4,@,Troy,L,20,40,50.0,268,1,35,99,2.8,1,3,1,1,2,3
Alabama,2017-09-23,4,@,Vanderbilt,W,17,27,63.0,181,2,66,496,7.5,6,1,,0,0,0
Appalachian State,2017-09-23,4,,Wake Forest,L,26,52,50.0,372,2,35,122,3.5,0,2,1,0,0,0
Arizona State,2017-09-23,4,,Oregon,W,24,39,61.5,347,1,53,142,2.7,3,6,2,1,0,1
Arkansas,2017-09-23,3,,Texas A&M,L,13,27,48.1,231,3,45,226,5.0,3,5,1,0,1,1
Arkansas State,2017-09-23,3,@,Southern Methodist,L,23,43,53.5,284,2,29,143,4.9,1,5,1,1,1,2
Army,2017-09-23,4,@,Tulane,L,0,5,0.0,0,0,69,371,5.4,2,4,2,1,2,3
Auburn,2017-09-23,4,@,Missouri,W,16,21,76.2,219,1,53,263,5.0,5,6,2,0,0,0
Ball State,2017-09-23,4,@,Western Kentucky,L,18,36,50.0,267,0,31,107,3.5,3,6,4,1,2,3
Baylor,2017-09-23,4,,Oklahoma,L,33,50,66.0,463,4,35,60,1.7,0,4,2,1,0,1
Boston College,2017-09-23,4,@,Clemson,L,15,32,46.9,141,0,34,97,2.9,1,4,2,0,2,2
Bowling Green State,2017-09-23,4,@,Middle Tennessee State,L,21,35,60.0,283,1,29,41,1.4,0,4,1,0,0,0
Buffalo,2017-09-23,4,,Florida Atlantic,W,18,27,66.7,254,1,57,204,3.6,3,3,1,0,0,0
California,2017-09-23,4,,Southern California,L,22,52,42.3,303,1,33,113,3.4,1,5,1,2,4,6
Central Michigan,2017-09-23,4,,Miami (OH),L,20,39,51.3,228,1,38,117,3.1,1,3,2,0,2,2
Charlotte,2017-09-23,4,,Georgia State,L,16,29,55.2,179,0,34,94,2.8,0,4,,1,2,3
Cincinnati,2017-09-23,4,@,Navy,L,28,46,60.9,381,3,23,58,2.5,1,2,,1,0,1
Clemson,2017-09-23,4,,Boston College,W,17,26,65.4,140,0,58,342,5.9,5,6,1,0,2,2
Coastal Carolina,2017-09-23,3,,Western Illinois,L,11,23,47.8,137,0,35,170,4.9,1,5,1,1,3,4
Colorado,2017-09-23,4,,Washington,L,22,30,73.3,191,0,42,131,3.1,1,2,,0,3,3
Duke,2017-09-23,4,@,North Carolina,W,18,34,52.9,202,1,45,186,4.1,1,11,4,0,0,0
Eastern Michigan,2017-09-23,3,,Ohio,L,29,49,59.2,305,1,27,45,1.7,1,7,4,0,1,1
Florida,2017-09-23,3,@,Kentucky,W,17,27,63.0,209,2,36,186,5.2,2,7,4,0,1,1
Florida Atlantic,2017-09-23,4,@,Buffalo,L,17,29,58.6,150,0,37,262,7.1,4,5,2,0,1,1
Florida International,2017-09-23,3,@,Rice,W,17,28,60.7,172,1,33,99,3.0,0,9,2,0,1,1
Florida State,2017-09-23,2,,North Carolina State,L,22,39,56.4,278,1,26,104,4.0,0,10,1,1,0,1
Georgia,2017-09-23,4,,Mississippi State,W,9,12,75.0,201,2,42,203,4.8,2,3,,1,0,1
Georgia Southern,2017-09-23,3,@,Indiana,L,7,16,43.8,133,2,54,242,4.5,0,5,,3,0,3
Georgia State,2017-09-23,3,@,Charlotte,W,26,37,70.3,250,1,40,119,3.0,2,7,1,0,0,0
Georgia Tech,2017-09-23,3,,Pittsburgh,W,4,7,57.1,48,0,67,436,6.5,5,7,3,4,0,4
Hawaii,2017-09-23,4,@,Wyoming,L,29,40,72.5,280,1,38,170,4.5,2,5,2,0,2,2
Houston,2017-09-23,3,,Texas Tech,L,32,52,61.5,317,2,31,110,3.5,1,6,2,3,2,5
Idaho,2017-09-23,4,@,South Alabama,W,23,39,59.0,273,1,37,146,3.9,2,9,1,2,0,2
Indiana,2017-09-23,3,,Georgia Southern,W,11,22,50.0,185,2,47,282,6.0,3,8,3,0,0,0
Iowa,2017-09-23,4,,Penn State,L,13,22,59.1,191,2,23,82,3.6,1,11,4,1,0,1
Kansas,2017-09-23,4,,West Virginia,L,17,34,50.0,197,1,50,367,7.3,3,2,1,1,2,3
Kent State,2017-09-23,4,@,Louisville,L,2,5,40.0,11,0,54,139,2.6,0,3,1,2,1,3
Kentucky,2017-09-23,4,,Florida,L,18,27,66.7,220,3,32,120,3.8,0,4,1,0,0,0
Louisiana,2017-09-23,4,,Louisiana-Monroe,L,24,43,55.8,295,2,47,231,4.9,5,3,,0,0,0
Louisiana Tech,2017-09-23,4,@,South Carolina,L,23,33,69.7,281,1,28,80,2.9,0,4,2,0,1,1
Louisiana-Monroe,2017-09-23,3,@,Louisiana,W,28,34,82.4,343,1,45,250,5.6,7,9,5,0,0,0
Louisville,2017-09-23,4,,Kent State,W,23,30,76.7,374,2,27,165,6.1,3,14,2,2,2,4
LSU,2017-09-23,4,,Syracuse,W,14,23,60.9,263,2,38,151,4.0,3,8,3,0,1,1
Maryland,2017-09-23,3,,Central Florida,L,17,28,60.7,155,1,37,42,1.1,0,4,,0,2,2
Massachusetts,2017-09-23,5,@,Tennessee,L,13,22,59.1,137,1,37,144,3.9,1,12,,0,0,0
Memphis,2017-09-23,3,,Southern Illinois,W,22,36,61.1,288,2,36,176,4.9,2,6,,0,0,0
Miami (FL),2017-09-23,2,,Toledo,W,27,36,75.0,333,3,26,254,9.8,4,9,4,0,1,1
Miami (OH),2017-09-23,4,@,Central Michigan,W,11,19,57.9,217,2,40,177,4.4,2,4,,0,0,0
Michigan,2017-09-23,4,@,Purdue,W,21,31,67.7,284,1,44,139,3.2,3,7,5,1,1,2
Michigan State,2017-09-23,3,,Notre Dame,L,32,53,60.4,345,2,32,151,4.7,0,7,1,2,1,3
Middle Tennessee State,2017-09-23,4,,Bowling Green State,W,24,32,75.0,290,2,43,243,5.7,1,8,3,2,1,3
Mississippi State,2017-09-23,4,@,Georgia,L,15,33,45.5,103,0,37,177,4.8,0,3,,0,2,2
Missouri,2017-09-23,4,,Auburn,L,23,39,59.0,216,2,30,124,4.1,0,3,1,3,1,4
Navy,2017-09-23,3,,Cincinnati,W,2,3,66.7,53,1,72,569,7.9,5,6,2,1,0,1
Nebraska,2017-09-23,4,,Rutgers,W,13,26,50.0,109,2,47,197,4.2,1,3,,0,2,2
Nevada,2017-09-23,4,@,Washington State,L,14,30,46.7,105,0,24,46,1.9,1,13,4,0,3,3
New Mexico,2017-09-23,4,@,Tulsa,W,9,14,64.3,108,0,59,338,5.7,1,3,2,2,1,3
New Mexico State,2017-09-23,4,,Texas-El Paso,W,26,43,60.5,283,2,27,183,6.8,3,7,3,1,1,2
North Carolina,2017-09-23,4,,Duke,L,17,32,53.1,259,1,33,118,3.6,1,4,3,0,1,1
North Carolina State,2017-09-23,4,@,Florida State,W,23,33,69.7,255,2,37,110,3.0,1,5,4,0,0,0
North Texas,2017-09-23,4,,Alabama-Birmingham,W,15,29,51.7,261,3,44,287,6.5,2,8,4,2,0,2
Notre Dame,2017-09-23,4,@,Michigan State,W,14,20,70.0,173,1,40,182,4.6,3,4,2,0,0,0
Ohio,2017-09-23,4,@,Eastern Michigan,W,19,31,61.3,197,2,46,171,3.7,0,4,2,2,0,2
Ohio State,2017-09-23,4,,Nevada-Las Vegas,W,31,44,70.5,474,7,40,190,4.8,0,13,4,2,1,3
Oklahoma,2017-09-23,4,@,Baylor,W,13,19,68.4,283,3,40,342,8.6,4,8,3,1,0,1
Oklahoma State,2017-09-23,4,,Texas Christian,L,22,42,52.4,398,2,31,101,3.3,2,10,2,1,3,4
Old Dominion,2017-09-23,4,@,Virginia Tech,L,8,26,30.8,85,0,24,64,2.7,0,5,1,0,1,1
Oregon,2017-09-23,4,@,Arizona State,L,19,35,54.3,281,3,30,120,4.0,2,13,4,1,0,1
Penn State,2017-09-23,4,@,Iowa,W,31,48,64.6,284,1,51,295,5.8,1,7,1,1,1,2
Pitt,2017-09-23,4,@,Georgia Tech,L,22,35,62.9,198,1,20,37,1.9,0,2,,1,0,1
Purdue,2017-09-23,4,,Michigan,L,13,30,43.3,159,1,20,30,1.5,0,8,4,1,0,1
Rice,2017-09-23,4,,Florida International,L,16,27,59.3,148,0,41,100,2.4,1,11,5,0,1,1
Rutgers,2017-09-23,4,@,Nebraska,L,15,29,51.7,126,0,24,68,2.8,1,6,,0,2,2
San Diego State,2017-09-23,4,@,Air Force,W,10,16,62.5,180,1,41,187,4.6,3,5,,1,0,1
San Jose State,2017-09-23,5,,Utah State,L,8,22,36.4,54,0,37,108,2.9,0,4,4,4,1,5
SMU,2017-09-23,4,,Arkansas State,W,16,32,50.0,266,2,54,311,5.8,4,5,3,0,0,0
South Alabama,2017-09-23,4,,Idaho,L,11,26,42.3,106,0,48,244,5.1,2,6,3,0,1,1
South Carolina,2017-09-23,4,,Louisiana Tech,W,22,35,62.9,295,1,31,154,5.0,1,5,1,1,1,2
Stanford,2017-09-23,4,,UCLA,W,16,24,66.7,148,2,45,405,9.0,5,2,1,1,0,1
Syracuse,2017-09-23,4,@,Louisiana State,L,34,55,61.8,308,2,27,76,2.8,1,6,2,0,1,1
Tennessee,2017-09-23,4,,Massachusetts,W,19,32,59.4,184,1,39,135,3.5,1,12,7,1,0,1
Texas A&M,2017-09-23,4,@,Arkansas,W,14,27,51.9,216,2,42,285,6.8,3,7,6,0,1,1
Texas Christian,2017-09-23,4,@,Oklahoma State,W,22,33,66.7,228,1,52,238,4.6,4,6,3,0,1,1
Texas State,2017-09-23,4,,Texas-San Antonio,L,10,27,37.0,161,1,32,37,1.2,1,4,2,1,0,1
Texas Tech,2017-09-23,3,@,Houston,W,29,45,64.4,321,2,33,200,6.1,1,6,2,0,1,1
Toledo,2017-09-23,4,@,Miami (FL),L,29,50,58.0,344,3,34,102,3.0,0,6,2,1,0,1
Troy,2017-09-23,4,,Akron,W,28,42,66.7,314,1,28,181,6.5,2,4,2,1,0,1
Tulane,2017-09-23,4,,Army,W,10,22,45.5,103,0,30,253,8.4,3,3,,0,0,0
Tulsa,2017-09-23,4,,New Mexico,L,13,27,48.1,131,0,31,155,5.0,1,3,1,0,1,1
UAB,2017-09-23,4,@,North Texas,L,17,36,47.2,321,4,36,74,2.1,2,8,1,1,1,2
UCF,2017-09-23,2,@,Maryland,W,18,30,60.0,178,1,39,250,6.4,3,11,5,0,0,0
UCLA,2017-09-23,4,@,Stanford,L,40,60,66.7,480,3,15,115,7.7,1,5,,2,2,4
UNLV,2017-09-23,3,@,Ohio State,L,11,20,55.0,88,0,41,176,4.3,2,6,3,0,2,2
USC,2017-09-23,4,@,California,W,26,38,68.4,223,2,38,133,3.5,1,6,3,1,1,2
Utah State,2017-09-23,4,@,San Jose State,W,28,41,68.3,271,3,57,318,5.6,3,8,3,1,2,3
UTEP,2017-09-23,4,@,New Mexico State,L,10,34,29.4,92,0,36,135,3.8,1,3,,0,5,5
UTSA,2017-09-23,3,@,Texas State,W,17,25,68.0,212,0,45,357,7.9,4,11,1,1,0,1
Vanderbilt,2017-09-23,4,,Alabama,L,7,22,31.8,38,0,16,40,2.5,0,2,1,1,1,2
Virginia Tech,2017-09-23,4,,Old Dominion,W,21,32,65.6,311,3,57,271,4.8,2,4,1,0,1,1
Wake Forest,2017-09-23,4,@,Appalachian State,W,14,27,51.9,176,2,40,168,4.2,0,7,,0,0,0
Washington,2017-09-23,4,@,Colorado,W,11,21,52.4,160,1,39,254,6.5,3,6,5,0,1,1
Washington State,2017-09-23,4,,Nevada,W,38,50,76.0,505,5,34,55,1.6,1,9,5,1,1,2
West Virginia,2017-09-23,4,@,Kansas,W,25,39,64.1,347,2,43,288,6.7,5,5,1,0,1,1
Western Kentucky,2017-09-23,4,,Ball State,W,28,44,63.6,319,1,30,52,1.7,2,2,1,0,2,2
Western Michigan,2017-09-23,4,,Wagner,W,11,12,91.7,165,3,51,362,7.1,4,13,2,2,0,2
Wyoming,2017-09-23,4,,Hawaii,W,9,19,47.4,92,1,29,177,6.1,2,5,2,0,0,0
Connecticut,2017-09-24,3,,East Carolina,L,24,39,61.5,406,3,38,190,5.0,2,3,1,0,1,1
East Carolina,2017-09-24,4,@,Connecticut,W,30,39,76.9,426,3,47,170,3.6,2,3,1,0,0,0
Iowa State,2017-09-28,4,,Texas,L,24,49,49.0,246,1,15,10,0.7,0,6,2,0,3,3
Texas,2017-09-28,4,@,Iowa State,W,19,26,73.1,171,1,52,141,2.7,1,4,4,1,1,2
Brigham Young,2017-09-29,5,@,Utah State,L,12,29,41.4,186,2,46,210,4.6,0,9,4,3,4,7
Duke,2017-09-29,5,,Miami (FL),L,21,42,50.0,166,0,46,183,4.0,0,7,3,1,1,2
Illinois,2017-09-29,4,,Nebraska,L,10,16,62.5,106,0,37,93,2.5,0,5,2,0,1,1
Miami (FL),2017-09-29,3,@,Duke,W,15,26,57.7,270,2,35,139,4.0,2,11,5,0,1,1
Nebraska,2017-09-29,5,@,Illinois,W,17,24,70.8,246,3,38,165,4.3,1,10,5,1,0,1
USC,2017-09-29,5,@,Washington State,L,15,29,51.7,164,0,29,163,5.6,3,6,5,1,1,2
