School,Date,G,Loc,Opponent,WL,Total TD,Points For,Points Difference,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp
West Virginia,2006-09-14,3,,Maryland,W,6,45,21,24,45,53.3,211,2,33,122,3.7,1,3,2,5
Kansas,2006-09-15,3,@,Toledo,L,4,31,-6,15,47,31.9,136,1,30,101,3.4,3,0,0,0
Toledo,2006-09-15,3,,Kansas,W,5,37,6,23,41,56.1,243,2,40,148,3.7,2,1,4,5
Akron,2006-09-16,3,@,Central Michigan,L,3,21,-3,16,23,69.6,162,1,36,129,3.6,1,1,1,2
Alabama,2006-09-16,3,,Louisiana-Monroe,W,5,41,34,10,21,47.6,73,0,30,123,4.1,1,1,1,2
Arizona,2006-09-16,3,,Stephen F. Austin,W,4,28,18,15,25,60.0,110,0,25,86,3.4,1,1,0,1
Arizona State,2006-09-16,3,@,Colorado,W,3,21,18,8,18,44.4,86,0,44,133,3.0,0,2,1,3
Arkansas,2006-09-16,3,@,Vanderbilt,W,3,21,2,12,26,46.2,124,1,37,240,6.5,2,0,0,0
Army,2006-09-16,3,@,Texas A&M,L,3,24,-4,7,11,63.6,102,1,44,262,6.0,3,1,0,1
Auburn,2006-09-16,3,,Louisiana State,W,1,7,4,20,37,54.1,269,0,23,42,1.8,0,0,0,0
Ball State,2006-09-16,3,@,Purdue,L,3,28,-10,30,39,76.9,416,3,28,117,4.2,2,1,2,3
Baylor,2006-09-16,3,@,Washington State,L,2,15,-2,25,38,65.8,285,2,34,51,1.5,0,2,2,4
Boise State,2006-09-16,3,@,Wyoming,W,2,17,7,14,30,46.7,178,0,29,73,2.5,1,0,2,2
Boston College,2006-09-16,3,,Brigham Young,W,4,30,7,38,60,63.3,436,1,30,111,3.7,1,1,2,3
Bowling Green State,2006-09-16,3,@,Florida International,W,4,33,5,14,23,60.9,145,0,28,187,6.7,3,1,3,4
Brigham Young,2006-09-16,3,@,Boston College,L,2,23,-7,29,48,60.4,356,2,26,115,4.4,2,2,2,4
Buffalo,2006-09-16,3,@,Northern Illinois,L,2,13,-18,12,19,63.2,156,1,36,344,9.6,3,0,1,1
California,2006-09-16,3,,Portland State,W,6,42,26,15,25,60.0,176,2,34,97,2.9,0,1,1,2
Central Michigan,2006-09-16,3,,Akron,W,3,24,3,25,46,54.3,375,3,31,61,2.0,0,0,3,3
Cincinnati,2006-09-16,3,@,Ohio State,L,1,7,-30,25,35,71.4,278,2,32,166,5.2,2,0,0,0
Clemson,2006-09-16,3,@,Florida State,W,4,27,7,11,20,55.0,102,0,38,102,2.7,1,2,0,2
Colorado,2006-09-16,3,,Arizona State,L,0,3,-18,21,37,56.8,248,2,37,182,4.9,1,2,2,4
Colorado State,2006-09-16,3,@,Nevada,L,1,10,-18,19,22,86.4,210,2,41,171,4.2,2,0,1,1
Connecticut,2006-09-16,2,,Wake Forest,L,2,13,-11,7,16,43.8,110,0,38,99,2.6,2,1,0,1
Duke,2006-09-16,3,@,Virginia Tech,L,0,0,-36,16,27,59.3,316,2,33,102,3.1,2,0,1,1
East Carolina,2006-09-16,3,,Memphis,W,5,35,15,25,46,54.3,296,3,30,95,3.2,0,1,5,6
Eastern Michigan,2006-09-16,3,@,Northwestern,L,0,6,-8,16,26,61.5,110,0,44,156,3.5,2,1,1,2
Florida,2006-09-16,3,@,Tennessee,W,3,21,1,18,33,54.5,231,1,23,-11,-0.5,1,0,2,2
Florida Atlantic,2006-09-16,3,@,Oklahoma State,L,1,8,-40,9,19,47.4,186,1,43,246,5.7,4,0,0,0
Florida International,2006-09-16,3,,Bowling Green State,L,4,28,-5,18,34,52.9,242,2,45,161,3.6,1,0,2,2
Florida State,2006-09-16,3,,Clemson,L,2,20,-7,16,30,53.3,194,1,28,151,5.4,3,0,0,0
Fresno State,2006-09-16,3,@,Washington,L,3,20,-1,15,26,57.7,151,2,35,128,3.7,1,0,0,0
Georgia,2006-09-16,3,,Alabama-Birmingham,W,4,34,34,12,21,57.1,94,0,36,69,1.9,0,1,0,1
Georgia Tech,2006-09-16,3,,Troy,W,5,35,15,18,33,54.5,182,1,38,101,2.7,2,1,2,3
Hawaii,2006-09-16,2,,Nevada-Las Vegas,W,6,42,29,18,47,38.3,232,1,28,39,1.4,1,0,1,1
Houston,2006-09-16,3,,Grambling State,W,6,42,20,18,26,69.2,248,2,35,91,2.6,1,1,0,1
Idaho,2006-09-16,3,,Idaho State,W,3,27,3,24,37,64.9,274,2,27,109,4.0,1,0,2,2
Illinois,2006-09-16,3,,Syracuse,L,3,21,-10,9,18,50.0,167,2,44,202,4.6,1,0,1,1
Indiana,2006-09-16,3,,Southern Illinois,L,4,28,-7,10,19,52.6,142,4,50,244,4.9,1,1,0,1
Iowa,2006-09-16,3,,Iowa State,W,3,27,10,15,31,48.4,152,1,36,171,4.8,1,0,0,0
Iowa State,2006-09-16,3,@,Iowa,L,2,17,-10,26,38,68.4,274,3,30,136,4.5,0,0,1,1
Kansas State,2006-09-16,3,,Marshall,W,2,23,16,16,28,57.1,92,0,22,50,2.3,0,1,2,3
Kent State,2006-09-16,3,@,Miami (OH),W,2,16,2,20,35,57.1,167,0,41,130,3.2,2,1,1,2
Kentucky,2006-09-16,3,,Mississippi,W,4,31,17,13,26,50.0,190,2,39,205,5.3,0,4,1,5
Louisiana Tech,2006-09-16,2,,Nicholls State,W,4,31,10,4,11,36.4,83,1,50,141,2.8,2,2,0,2
Louisiana-Monroe,2006-09-16,3,@,Alabama,L,1,7,-34,15,23,65.2,225,2,43,219,5.1,3,1,0,1
Louisville,2006-09-16,3,,Miami (FL),W,4,31,24,20,34,58.8,278,0,29,64,2.2,1,2,0,2
LSU,2006-09-16,3,@,Auburn,L,0,3,-4,11,20,55.0,110,0,38,72,1.9,1,0,1,1
Marshall,2006-09-16,3,@,Kansas State,L,1,7,-16,19,35,54.3,256,1,27,99,3.7,1,1,1,2
Memphis,2006-09-16,3,@,East Carolina,L,3,20,-15,18,27,66.7,236,1,39,177,4.5,2,1,2,3
Miami (FL),2006-09-16,3,@,Louisville,L,1,7,-24,13,18,72.2,294,2,31,95,3.1,2,1,0,1
Miami (OH),2006-09-16,3,,Kent State,L,2,14,-2,14,22,63.6,244,1,33,142,4.3,1,1,1,2
Michigan,2006-09-16,3,@,Notre Dame,W,6,47,26,25,49,51.0,241,3,17,4,0.2,0,2,3,5
Michigan State,2006-09-16,3,@,Pittsburgh,W,5,38,15,28,47,59.6,277,2,20,81,4.1,1,1,2,3
Minnesota,2006-09-16,3,,Temple,W,8,62,62,17,30,56.7,96,0,29,61,2.1,0,1,2,3
Mississippi State,2006-09-16,3,,Tulane,L,4,29,-3,16,24,66.7,298,4,36,129,3.6,1,1,0,1
Missouri,2006-09-16,3,@,New Mexico,W,3,27,10,16,31,51.6,168,1,27,33,1.2,0,2,1,3
Navy,2006-09-16,3,@,Stanford,W,4,37,28,26,41,63.4,270,0,25,74,3.0,1,2,1,3
Nebraska,2006-09-16,3,@,Southern California,L,1,10,-18,25,37,67.6,257,3,31,142,4.6,1,0,0,0
Nevada,2006-09-16,3,,Colorado State,W,4,28,18,14,26,53.8,113,0,24,64,2.7,0,0,2,2
New Mexico,2006-09-16,3,,Missouri,L,2,17,-10,25,36,69.4,199,1,40,197,4.9,2,1,1,2
New Mexico State,2006-09-16,3,,Texas Southern,W,7,48,34,14,29,48.3,148,2,24,64,2.7,0,2,2,4
North Carolina,2006-09-16,3,,Furman,W,6,45,3,20,27,74.1,310,1,46,211,4.6,5,1,0,1
North Carolina State,2006-09-16,3,@,Southern Mississippi,L,2,17,-20,13,19,68.4,181,0,52,261,5.0,4,1,0,1
North Texas,2006-09-16,3,@,Tulsa,L,0,3,-25,23,35,65.7,275,2,30,126,4.2,2,0,2,2
Northern Illinois,2006-09-16,3,,Buffalo,W,4,31,18,25,41,61.0,250,1,32,99,3.1,1,0,0,0
Northwestern,2006-09-16,3,,Eastern Michigan,W,2,14,8,9,25,36.0,47,0,28,87,3.1,0,0,2,2
Notre Dame,2006-09-16,3,,Michigan,L,3,21,-26,13,22,59.1,220,3,41,120,2.9,1,0,1,1
Ohio,2006-09-16,3,@,Rutgers,L,1,7,-17,6,16,37.5,83,0,38,217,5.7,2,0,3,3
Ohio State,2006-09-16,3,,Cincinnati,W,4,37,30,20,25,80.0,216,1,22,-4,-0.2,0,0,3,3
Oklahoma,2006-09-16,3,@,Oregon,L,3,33,-1,27,42,64.3,343,2,32,158,4.9,2,2,2,4
Oklahoma State,2006-09-16,3,,Florida Atlantic,W,6,48,40,16,28,57.1,166,0,35,49,1.4,1,1,2,3
Ole Miss,2006-09-16,3,@,Kentucky,L,2,14,-17,22,34,64.7,293,3,33,87,2.6,1,1,0,1
Oregon,2006-09-16,3,,Oklahoma,W,4,34,1,13,24,54.2,174,1,43,207,4.8,2,1,0,1
Penn State,2006-09-16,3,,Youngstown State,W,4,37,34,16,27,59.3,137,0,28,47,1.7,0,1,2,3
Pitt,2006-09-16,3,,Michigan State,L,3,23,-15,16,25,64.0,198,2,48,335,7.0,3,1,1,2
Purdue,2006-09-16,3,,Ball State,W,5,38,10,24,37,64.9,291,2,29,61,2.1,1,1,1,2
Rice,2006-09-16,3,,Texas,L,1,7,-45,10,11,90.9,163,2,43,330,7.7,3,2,0,2
Rutgers,2006-09-16,3,,Ohio,W,3,24,17,14,29,48.3,125,1,26,-6,-0.2,0,2,2,4
San Diego State,2006-09-16,2,@,Wisconsin,L,0,0,-14,12,23,52.2,85,1,45,287,6.4,1,1,0,1
SMU,2006-09-16,3,,Sam Houston State,W,6,45,31,33,51,64.7,244,0,25,66,2.6,2,1,2,3
South Carolina,2006-09-16,3,,Wofford,W,3,27,7,5,11,45.5,67,1,61,290,4.8,1,1,0,1
South Florida,2006-09-16,3,@,Central Florida,W,3,24,7,19,44,43.2,219,1,34,140,4.1,0,0,2,2
Southern Mississippi,2006-09-16,3,,North Carolina State,W,4,37,20,18,35,51.4,197,2,21,77,3.7,0,0,3,3
Stanford,2006-09-16,3,,Navy,L,1,9,-28,9,12,75.0,78,0,69,368,5.3,4,1,0,1
Syracuse,2006-09-16,3,@,Illinois,W,4,31,10,17,33,51.5,288,2,31,110,3.5,1,1,1,2
Temple,2006-09-16,3,@,Minnesota,L,0,0,-62,9,17,52.9,166,4,45,282,6.3,4,0,1,1
Tennessee,2006-09-16,3,,Florida,L,2,20,-1,15,25,60.0,199,3,41,121,3.0,0,0,1,1
Texas,2006-09-16,3,@,Rice,W,7,52,45,18,29,62.1,180,1,20,-12,-0.6,0,1,0,1
Texas A&M,2006-09-16,3,,Army,W,4,28,4,17,32,53.1,136,0,39,186,4.8,3,0,3,3
Texas Christian,2006-09-16,3,,Texas Tech,W,0,12,9,23,47,48.9,204,0,15,38,2.5,0,1,0,1
Texas Tech,2006-09-16,3,@,Texas Christian,L,0,3,-9,13,23,56.5,101,0,44,180,4.1,0,0,0,0
Troy,2006-09-16,3,@,Georgia Tech,L,3,20,-15,15,32,46.9,180,2,41,320,7.8,3,0,2,2
Tulane,2006-09-16,2,@,Mississippi State,W,5,32,3,18,35,51.4,252,0,32,98,3.1,3,1,1,2
Tulsa,2006-09-16,3,,North Texas,W,4,28,25,6,11,54.5,62,0,31,27,0.9,0,1,2,3
UAB,2006-09-16,3,@,Georgia,L,0,0,-34,11,19,57.9,125,0,38,146,3.8,3,0,0,0
UCF,2006-09-16,3,,South Florida,L,2,17,-7,22,32,68.8,333,3,38,100,2.6,0,0,1,1
UNLV,2006-09-16,3,@,Hawaii,L,2,13,-29,33,45,73.3,369,2,31,214,6.9,3,2,2,4
USC,2006-09-16,2,,Nebraska,W,4,28,18,9,17,52.9,143,0,36,68,1.9,1,1,0,1
Utah,2006-09-16,3,@,Utah State,W,6,48,48,6,20,30.0,64,0,29,34,1.2,0,4,2,6
Utah State,2006-09-16,3,,Utah,L,0,0,-48,20,30,66.7,240,4,37,161,4.4,0,1,0,1
Vanderbilt,2006-09-16,3,,Arkansas,L,3,19,-2,13,20,65.0,224,3,39,170,4.4,0,0,1,1
Virginia,2006-09-16,3,,Western Michigan,L,1,10,-7,7,11,63.6,40,0,40,139,3.5,1,0,0,0
Virginia Tech,2006-09-16,3,,Duke,W,5,36,36,8,14,57.1,81,0,41,58,1.4,0,1,0,1
Wake Forest,2006-09-16,3,@,Connecticut,W,3,24,11,19,32,59.4,197,1,47,127,2.7,1,1,2,3
Washington,2006-09-16,3,,Fresno State,W,3,21,1,11,21,52.4,140,1,37,157,4.2,2,0,1,1
Washington State,2006-09-16,3,,Baylor,W,2,17,2,31,49,63.3,256,1,14,-10,-0.7,0,2,2,4
Western Michigan,2006-09-16,3,@,Virginia,W,2,17,7,24,32,75.0,189,0,26,69,2.7,1,0,2,2
Wisconsin,2006-09-16,3,,San Diego State,W,2,14,14,15,27,55.6,102,0,26,13,0.5,0,1,0,1
Wyoming,2006-09-16,3,,Boise State,L,1,10,-7,12,21,57.1,116,0,41,130,3.2,1,0,0,0
Georgia Tech,2006-09-21,4,,Virginia,W,3,24,17,15,31,48.4,115,1,23,51,2.2,0,1,2,3
Virginia,2006-09-21,4,@,Georgia Tech,L,1,7,-17,12,21,57.1,230,2,38,105,2.8,1,1,0,1
Nevada,2006-09-22,4,,Northwestern,W,4,31,10,9,21,42.9,122,0,37,246,6.6,3,2,3,5
Northwestern,2006-09-22,4,@,Nevada,L,3,21,-10,17,26,65.4,197,2,45,156,3.5,1,0,1,1
Air Force,2006-09-23,2,@,Wyoming,W,4,31,7,13,21,61.9,169,2,21,77,3.7,0,2,0,2
Akron,2006-09-23,4,,North Texas,W,5,33,20,17,36,47.2,112,1,36,175,4.9,1,1,2,3
Alabama,2006-09-23,4,@,Arkansas,L,3,23,-1,7,22,31.8,97,1,31,172,5.5,1,0,3,3
Arizona,2006-09-23,4,,Southern California,L,0,3,-17,24,39,61.5,179,1,42,202,4.8,1,1,1,2
Arizona State,2006-09-23,4,@,California,L,3,21,-28,18,26,69.2,270,4,27,139,5.1,0,1,1,2
Arkansas,2006-09-23,4,,Alabama,W,3,24,1,16,20,80.0,243,3,52,118,2.3,0,1,0,1
Arkansas State,2006-09-23,3,@,Southern Methodist,L,1,9,-46,17,28,60.7,231,5,31,226,7.3,1,1,1,2
Army,2006-09-23,4,@,Baylor,W,3,27,7,26,35,74.3,241,1,28,62,2.2,1,0,0,0
Auburn,2006-09-23,4,,Buffalo,W,5,38,31,12,24,50.0,111,1,39,87,2.2,0,0,0,0
Ball State,2006-09-23,4,,North Dakota State,L,3,24,-5,29,47,61.7,451,3,23,84,3.7,0,1,0,1
Baylor,2006-09-23,4,,Army,L,2,20,-7,15,22,68.2,138,1,38,140,3.7,1,1,0,1
Boise State,2006-09-23,4,,Hawaii,W,5,41,7,25,37,67.6,388,5,18,88,4.9,0,2,1,3
Boston College,2006-09-23,4,@,North Carolina State,L,2,15,-2,15,32,46.9,179,1,23,141,6.1,1,0,1,1
Bowling Green State,2006-09-23,4,,Kent State,L,0,3,-35,14,22,63.6,141,1,38,216,5.7,3,0,0,0
Brigham Young,2006-09-23,4,,Utah State,W,5,38,38,17,28,60.7,122,0,42,120,2.9,0,1,1,2
Buffalo,2006-09-23,4,@,Auburn,L,1,7,-31,10,14,71.4,153,0,36,261,7.3,5,0,1,1
California,2006-09-23,4,,Arizona State,W,7,49,28,16,36,44.4,177,2,46,237,5.2,1,1,4,5
Central Michigan,2006-09-23,4,@,Eastern Michigan,W,3,24,7,22,32,68.8,157,1,47,188,4.0,1,0,0,0
Cincinnati,2006-09-23,4,@,Virginia Tech,L,1,13,-16,11,23,47.8,188,1,33,145,4.4,1,1,1,2
Clemson,2006-09-23,4,,North Carolina,W,7,52,45,7,23,30.4,96,0,22,54,2.5,1,1,1,2
Colorado,2006-09-23,4,@,Georgia,L,1,13,-1,18,29,62.1,230,2,27,54,2.0,0,2,0,2
Connecticut,2006-09-23,3,@,Indiana,W,2,14,7,20,43,46.5,192,0,27,0,0.0,0,1,3,4
East Carolina,2006-09-23,4,,West Virginia,L,1,10,-17,17,24,70.8,216,2,42,153,3.6,1,0,3,3
Eastern Michigan,2006-09-23,4,,Central Michigan,L,2,17,-7,27,42,64.3,276,1,33,176,5.3,2,0,1,1
Florida,2006-09-23,4,,Kentucky,W,4,26,19,26,38,68.4,210,1,22,39,1.8,0,0,0,0
Florida Atlantic,2006-09-23,4,@,South Carolina,L,1,6,-39,19,34,55.9,292,5,38,200,5.3,1,0,0,0
Florida International,2006-09-23,4,@,Maryland,L,1,10,-4,17,30,56.7,158,2,40,117,2.9,0,0,1,1
Florida State,2006-09-23,4,,Rice,W,7,55,48,9,27,33.3,128,1,37,113,3.1,0,2,1,3
Georgia,2006-09-23,4,,Colorado,W,2,14,1,14,27,51.9,140,0,39,173,4.4,1,1,1,2
Hawaii,2006-09-23,3,@,Boise State,L,5,34,-7,17,29,58.6,273,3,44,242,5.5,2,0,1,1
Houston,2006-09-23,4,,Oklahoma State,W,4,34,9,13,22,59.1,281,3,27,165,6.1,0,2,0,2
Idaho,2006-09-23,4,@,Oregon State,L,0,0,-38,20,35,57.1,206,1,38,174,4.6,3,1,1,2
Illinois,2006-09-23,4,,Iowa,L,1,7,-17,17,27,63.0,190,1,42,154,3.7,2,0,1,1
Indiana,2006-09-23,4,,Connecticut,L,1,7,-7,5,13,38.5,27,0,53,257,4.8,1,1,2,3
Iowa,2006-09-23,4,@,Illinois,W,3,24,17,12,39,30.8,194,1,35,121,3.5,0,0,4,4
Iowa State,2006-09-23,4,@,Texas,L,2,14,-23,19,24,79.2,246,2,40,193,4.8,3,1,1,2
Kansas,2006-09-23,4,,South Florida,W,1,13,6,17,34,50.0,196,0,29,113,3.9,1,1,2,3
Kansas State,2006-09-23,4,,Louisville,L,1,6,-18,18,26,69.2,173,1,42,228,5.4,2,2,1,3
Kent State,2006-09-23,4,@,Bowling Green State,W,5,38,35,15,31,48.4,125,0,45,157,3.5,0,3,3,6
Kentucky,2006-09-23,4,@,Florida,L,1,7,-19,16,28,57.1,279,2,38,235,6.2,2,1,1,2
Louisiana,2006-09-23,3,,North Carolina A&T,W,7,48,41,14,26,53.8,154,1,28,41,1.5,0,1,0,1
Louisiana Tech,2006-09-23,3,@,Texas A&M,L,2,14,-31,21,33,63.6,336,3,34,153,4.5,3,1,0,1
Louisville,2006-09-23,4,@,Kansas State,W,3,24,18,17,45,37.8,139,0,19,108,5.7,1,0,2,2
LSU,2006-09-23,4,,Tulane,W,7,49,42,12,32,37.5,119,0,35,112,3.2,1,1,2,3
Marshall,2006-09-23,4,@,Tennessee,L,1,7,-26,18,27,66.7,258,1,24,176,7.3,3,0,1,1
Maryland,2006-09-23,4,,Florida International,W,2,14,4,15,34,44.1,221,1,19,89,4.7,0,0,1,1
Miami (OH),2006-09-23,4,@,Syracuse,L,2,14,-20,14,20,70.0,163,2,34,152,4.5,1,0,0,0
Michigan,2006-09-23,4,,Wisconsin,W,3,27,14,22,43,51.2,236,1,27,12,0.4,0,1,0,1
Michigan State,2006-09-23,4,,Notre Dame,L,5,37,-3,20,36,55.6,319,5,17,47,2.8,0,1,1,2
Middle Tennessee State,2006-09-23,4,@,Oklahoma,L,0,0,-59,14,20,70.0,272,3,44,190,4.3,3,2,0,2
Minnesota,2006-09-23,4,@,Purdue,L,3,21,-6,18,27,66.7,243,2,32,178,5.6,1,0,0,0
Mississippi State,2006-09-23,4,@,Alabama-Birmingham,W,2,16,6,12,26,46.2,116,0,32,94,2.9,1,0,2,2
Missouri,2006-09-23,4,,Ohio,W,4,31,25,17,33,51.5,145,1,30,43,1.4,0,1,1,2
Navy,2006-09-23,4,,Tulsa,L,3,23,-1,24,36,66.7,285,3,30,159,5.3,0,0,0,0
Nebraska,2006-09-23,4,,Troy,W,8,56,56,15,24,62.5,92,0,27,48,1.8,0,2,1,3
New Mexico,2006-09-23,4,,Texas-El Paso,W,3,26,13,26,37,70.3,211,1,23,30,1.3,0,1,0,1
North Carolina,2006-09-23,4,@,Clemson,L,1,7,-45,14,21,66.7,180,0,58,324,5.6,7,0,1,1
North Carolina State,2006-09-23,4,,Boston College,W,2,17,2,13,25,52.0,149,1,42,172,4.1,1,0,1,1
North Texas,2006-09-23,4,@,Akron,L,2,13,-20,14,20,70.0,173,3,31,105,3.4,2,0,0,0
Northern Illinois,2006-09-23,4,,Indiana State,W,6,48,34,14,26,53.8,160,1,38,104,2.7,1,2,0,2
Notre Dame,2006-09-23,4,@,Michigan State,W,6,40,3,11,23,47.8,140,3,43,248,5.8,1,1,2,3
Ohio,2006-09-23,4,@,Missouri,L,1,6,-25,18,34,52.9,258,2,39,170,4.4,2,2,1,3
Ohio State,2006-09-23,4,,Penn State,W,4,28,22,16,25,64.0,106,0,40,142,3.6,0,0,3,3
Oklahoma,2006-09-23,4,,Middle Tennessee State,W,8,59,59,6,20,30.0,73,0,28,22,0.8,0,3,2,5
Oklahoma State,2006-09-23,4,@,Houston,L,3,25,-9,21,28,75.0,313,4,46,196,4.3,0,1,0,1
Ole Miss,2006-09-23,4,,Wake Forest,L,0,3,-24,4,5,80.0,43,0,53,240,4.5,3,1,0,1
Oregon State,2006-09-23,3,,Idaho,W,5,38,38,8,23,34.8,128,0,24,57,2.4,0,2,4,6
Penn State,2006-09-23,4,@,Ohio State,L,0,6,-22,12,22,54.5,115,1,29,138,4.8,1,0,2,2
Pitt,2006-09-23,4,,Citadel,W,7,51,45,17,26,65.4,99,1,32,53,1.7,0,1,1,2
Purdue,2006-09-23,4,,Minnesota,W,3,27,6,21,35,60.0,227,2,45,194,4.3,1,1,1,2
Rice,2006-09-23,4,@,Florida State,L,1,7,-48,13,23,56.5,213,2,38,287,7.6,5,1,0,1
Rutgers,2006-09-23,4,,Howard,W,8,56,49,12,26,46.2,124,0,31,48,1.5,0,2,1,3
San Diego State,2006-09-23,3,,Utah,L,1,7,-31,13,28,46.4,167,1,41,192,4.7,2,1,1,2
San Jose State,2006-09-23,3,,Cal Poly,W,2,17,10,10,24,41.7,142,1,32,78,2.4,0,1,3,4
SMU,2006-09-23,4,,Arkansas State,W,7,55,46,13,28,46.4,193,1,41,69,1.7,0,4,1,5
South Carolina,2006-09-23,4,,Florida Atlantic,W,6,45,39,8,25,32.0,105,1,35,138,3.9,0,1,1,2
South Florida,2006-09-23,4,@,Kansas,L,1,7,-6,25,35,71.4,273,0,35,118,3.4,1,2,0,2
Stanford,2006-09-23,4,,Washington State,L,1,10,-26,21,33,63.6,228,2,49,240,4.9,2,3,0,3
Syracuse,2006-09-23,4,,Miami (OH),W,4,34,20,25,39,64.1,241,2,29,31,1.1,0,0,1,1
Temple,2006-09-23,4,@,Western Michigan,L,1,7,-34,15,26,57.7,143,2,34,151,4.4,2,1,0,1
Tennessee,2006-09-23,4,,Marshall,W,4,33,26,8,14,57.1,110,0,48,126,2.6,1,1,1,2
Texas,2006-09-23,4,,Iowa State,W,5,37,23,25,45,55.6,302,2,27,21,0.8,0,0,2,2
Texas A&M,2006-09-23,4,,Louisiana Tech,W,6,45,31,13,32,40.6,229,1,24,73,3.0,1,1,0,1
Texas Tech,2006-09-23,4,,Southeastern Louisiana,W,8,62,62,12,19,63.2,61,0,32,58,1.8,0,2,0,2
Toledo,2006-09-23,4,,McNeese State,W,5,41,34,10,22,45.5,116,1,37,155,4.2,0,2,1,3
Troy,2006-09-23,4,@,Nebraska,L,0,0,-56,16,23,69.6,281,2,46,316,6.9,6,0,1,1
Tulane,2006-09-23,3,@,Louisiana State,L,1,7,-42,18,28,64.3,201,2,32,172,5.4,5,0,0,0
Tulsa,2006-09-23,4,@,Navy,W,3,24,1,6,11,54.5,73,1,51,283,5.5,2,0,1,1
UAB,2006-09-23,4,,Mississippi State,L,1,10,-6,14,23,60.9,115,0,44,166,3.8,2,2,0,2
UCLA,2006-09-23,3,@,Washington,L,1,19,-10,18,29,62.1,200,3,27,49,1.8,0,3,1,4
USC,2006-09-23,3,@,Arizona,W,2,20,17,14,25,56.0,170,0,19,-16,-0.8,0,1,1,2
Utah,2006-09-23,4,@,San Diego State,W,5,38,31,9,20,45.0,83,1,45,204,4.5,0,0,5,5
Utah State,2006-09-23,4,@,Brigham Young,L,0,0,-38,20,28,71.4,305,1,34,136,4.0,3,0,1,1
UTEP,2006-09-23,3,@,New Mexico,L,1,13,-13,11,19,57.9,96,2,45,193,4.3,1,0,1,1
Vanderbilt,2006-09-23,4,,Tennessee State,W,5,38,29,11,22,50.0,181,1,36,71,2.0,0,2,2,4
Virginia Tech,2006-09-23,4,,Cincinnati,W,3,29,16,14,20,70.0,159,0,38,121,3.2,1,1,2,3
Wake Forest,2006-09-23,4,@,Mississippi,W,3,27,24,21,40,52.5,211,0,31,26,0.8,0,0,1,1
Washington,2006-09-23,4,,UCLA,W,4,29,10,18,31,58.1,135,0,34,143,4.2,1,0,2,2
Washington State,2006-09-23,4,@,Stanford,W,5,36,26,15,25,60.0,167,1,31,28,0.9,0,1,1,2
West Virginia,2006-09-23,4,@,East Carolina,W,3,27,17,22,47,46.8,276,1,24,41,1.7,0,1,2,3
Western Michigan,2006-09-23,4,,Temple,W,5,41,34,12,26,46.2,140,0,29,9,0.3,1,1,3,4
Wisconsin,2006-09-23,4,@,Michigan,L,1,13,-14,18,25,72.0,211,2,39,111,2.8,1,0,3,3
Wyoming,2006-09-23,4,,Air Force,L,3,24,-7,3,7,42.9,40,1,70,327,4.7,3,1,0,1
Southern Mississippi,2006-09-26,4,@,Central Florida,W,2,19,5,18,31,58.1,191,1,39,134,3.4,1,1,1,2
UCF,2006-09-26,4,,Southern Mississippi,L,2,14,-5,15,31,48.4,184,1,29,89,3.1,0,0,0,0
Auburn,2006-09-28,5,@,South Carolina,W,3,24,7,21,35,60.0,240,2,34,109,3.2,0,1,1,2
Brigham Young,2006-09-28,5,@,Texas Christian,W,4,31,14,26,50,52.0,296,1,32,141,4.4,1,1,1,2
South Carolina,2006-09-28,5,,Auburn,L,2,17,-7,13,19,68.4,180,1,35,127,3.6,2,1,0,1
Texas Christian,2006-09-28,4,,Brigham Young,L,2,17,-14,23,37,62.2,321,3,34,72,2.1,1,0,0,0
Rutgers,2006-09-29,5,@,South Florida,W,2,22,2,17,26,65.4,255,1,25,92,3.7,2,1,2,3
South Florida,2006-09-29,5,,Rutgers,L,3,20,-2,11,20,55.0,100,0,45,226,5.0,2,0,1,1
Air Force,2006-09-30,3,,New Mexico,W,3,24,17,16,30,53.3,232,1,31,41,1.3,0,2,1,3
Akron,2006-09-30,5,@,Kent State,L,2,15,-22,17,21,81.0,305,2,55,156,2.8,3,1,0,1
Alabama,2006-09-30,5,@,Florida,L,1,13,-15,15,21,71.4,197,2,33,133,4.0,1,2,0,2
Arizona,2006-09-30,5,,Washington,L,1,10,-11,14,26,53.8,293,2,40,154,3.9,1,0,1,1
Arizona State,2006-09-30,5,,Oregon,L,1,13,-35,23,37,62.2,259,4,40,315,7.9,2,1,0,1
Arkansas State,2006-09-30,4,@,Florida International,W,4,31,25,18,35,51.4,177,0,19,9,0.5,1,1,3,4
Army,2006-09-30,5,,Rice,L,2,14,-34,30,40,75.0,329,5,28,128,4.6,0,0,0,0
Ball State,2006-09-30,5,,Northern Illinois,L,4,28,-12,20,27,74.1,252,2,41,358,8.7,3,1,0,1
Baylor,2006-09-30,5,,Kansas State,W,2,17,14,22,55,40.0,296,0,21,45,2.1,0,2,3,5
Boise State,2006-09-30,5,@,Utah,W,4,36,33,8,27,29.6,51,0,29,127,4.4,0,0,4,4
Boston College,2006-09-30,5,,Maine,W,2,22,22,16,23,69.6,88,0,38,52,1.4,0,3,1,4
