School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Fum,Pass Int,Turnovers
Louisiana Tech,2003-09-13,3,@,Michigan State,W,35,63,55.6,436,3,19,61,3.2,0,2,3,5
Louisiana-Monroe,2003-09-13,3,@,Mississippi,L,26,44,59.1,307,2,31,29,0.9,0,1,2,3
Louisville,2003-09-13,2,@,Syracuse,W,16,25,64.0,266,3,39,185,4.7,0,0,1,1
LSU,2003-09-13,3,,Western Illinois,W,23,32,71.9,305,4,43,152,3.5,1,3,0,3
Maryland,2003-09-13,3,,Citadel,W,17,27,63.0,283,1,53,282,5.3,5,0,0,0
Memphis,2003-09-13,3,@,Southern Mississippi,L,16,36,44.4,182,0,39,192,4.9,0,3,3,6
Miami (FL),2003-09-13,3,,East Carolina,W,17,27,63.0,226,2,37,223,6.0,2,1,1,2
Miami (OH),2003-09-13,2,@,Northwestern,W,29,41,70.7,368,3,38,147,3.9,3,0,0,0
Michigan,2003-09-13,3,,Notre Dame,W,17,24,70.8,251,1,54,188,3.5,4,3,0,3
Michigan State,2003-09-13,3,,Louisiana Tech,L,19,30,63.3,192,0,42,169,4.0,1,0,0,0
Middle Tennessee State,2003-09-13,3,@,Clemson,L,15,26,57.7,170,0,38,194,5.1,2,0,1,1
Minnesota,2003-09-13,3,@,Ohio,W,9,15,60.0,146,1,50,269,5.4,5,1,1,2
Mississippi State,2003-09-13,2,@,Tulane,L,16,33,48.5,246,2,37,225,6.1,1,3,0,3
Missouri,2003-09-13,3,,Eastern Illinois,W,30,38,78.9,288,2,36,221,6.1,2,2,0,2
Nebraska,2003-09-13,3,,Penn State,W,4,6,66.7,60,0,72,337,4.7,1,1,1,2
New Mexico,2003-09-13,3,,Brigham Young,L,11,24,45.8,141,0,48,171,3.6,1,1,0,1
New Mexico State,2003-09-13,3,@,Oregon State,L,10,22,45.5,116,0,42,143,3.4,1,1,0,1
North Carolina State,2003-09-13,3,@,Ohio State,L,36,52,69.2,315,4,30,21,0.7,1,1,2,3
North Texas,2003-09-13,3,@,Air Force,L,13,22,59.1,215,1,35,45,1.3,2,1,2,3
Northwestern,2003-09-13,3,,Miami (OH),L,22,44,50.0,273,0,27,41,1.5,2,0,1,1
Notre Dame,2003-09-13,2,@,Michigan,L,8,24,33.3,91,0,25,49,2.0,0,0,2,2
Ohio,2003-09-13,3,,Minnesota,L,14,22,63.6,123,0,52,222,4.3,3,1,1,2
Ohio State,2003-09-13,3,,North Carolina State,W,26,36,72.2,273,4,32,44,1.4,2,2,3,5
Oklahoma,2003-09-13,3,,Fresno State,W,26,38,68.4,344,4,48,212,4.4,3,0,0,0
Oklahoma State,2003-09-13,3,,Missouri State,W,14,26,53.8,153,1,34,264,7.8,5,1,2,3
Ole Miss,2003-09-13,3,,Louisiana-Monroe,W,24,30,80.0,387,4,47,225,4.8,3,1,0,1
Oregon,2003-09-13,3,@,Arizona,W,22,32,68.8,283,4,56,210,3.8,2,1,0,1
Oregon State,2003-09-13,3,,New Mexico State,W,17,30,56.7,233,1,51,221,4.3,3,1,2,3
Penn State,2003-09-13,3,@,Nebraska,L,16,33,48.5,159,0,21,44,2.1,1,1,1,2
Pitt,2003-09-13,2,,Ball State,W,19,33,57.6,285,3,36,188,5.2,3,0,0,0
Purdue,2003-09-13,2,@,Wake Forest,W,26,36,72.2,227,1,37,116,3.1,0,1,0,1
Rice,2003-09-13,2,@,Duke,L,6,20,30.0,61,1,64,346,5.4,2,2,0,2
Rutgers,2003-09-13,3,@,Army,W,17,26,65.4,250,3,45,177,3.9,1,1,1,2
San Diego State,2003-09-13,3,@,Texas-El Paso,W,18,29,62.1,180,0,34,137,4.0,3,2,0,2
SMU,2003-09-13,2,@,Baylor,L,12,26,46.2,106,1,34,98,2.9,0,1,1,2
South Carolina,2003-09-13,3,@,Georgia,L,16,36,44.4,239,1,37,111,3.0,0,0,3,3
Southern Mississippi,2003-09-13,3,,Memphis,W,7,25,28.0,102,0,49,205,4.2,2,2,1,3
Syracuse,2003-09-13,2,,Louisville,L,19,30,63.3,229,0,41,217,5.3,2,2,0,2
Texas,2003-09-13,2,,Arkansas,L,21,40,52.5,264,3,29,62,2.1,0,3,0,3
Troy,2003-09-13,3,@,Alabama-Birmingham,W,11,18,61.1,131,0,51,256,5.0,2,1,2,3
Tulane,2003-09-13,3,,Mississippi State,W,29,47,61.7,349,4,31,112,3.6,0,0,0,0
Tulsa,2003-09-13,3,,Texas State,W,18,27,66.7,257,3,44,273,6.2,3,1,0,1
UAB,2003-09-13,3,,Troy,L,20,38,52.6,248,0,28,89,3.2,0,3,2,5
UCF,2003-09-13,2,,Florida Atlantic,W,37,52,71.2,497,3,24,68,2.8,1,0,2,2
UCLA,2003-09-13,2,,Illinois,W,11,31,35.5,94,0,35,110,3.1,0,0,1,1
UNLV,2003-09-13,3,@,Wisconsin,W,12,25,48.0,93,2,37,94,2.5,0,1,0,1
USC,2003-09-13,3,,Hawaii,W,18,26,69.2,254,2,33,164,5.0,4,2,0,2
Utah State,2003-09-13,3,@,Arizona State,L,26,54,48.1,308,1,35,65,1.9,1,0,3,3
UTEP,2003-09-13,3,,San Diego State,L,15,40,37.5,137,0,44,124,2.8,0,3,3,6
Vanderbilt,2003-09-13,3,,Auburn,L,11,23,47.8,124,1,35,97,2.8,0,2,1,3
Virginia,2003-09-13,3,@,Western Michigan,W,14,22,63.6,186,4,49,219,4.5,2,0,0,0
Wake Forest,2003-09-13,3,,Purdue,L,18,30,60.0,188,0,34,56,1.6,1,0,1,1
Washington State,2003-09-13,3,@,Colorado,W,17,33,51.5,310,3,33,153,4.6,1,0,1,1
West Virginia,2003-09-13,3,,Cincinnati,L,10,31,32.3,125,2,40,118,3.0,0,3,2,5
Western Michigan,2003-09-13,3,,Virginia,L,28,53,52.8,317,1,26,91,3.5,1,3,3,6
Wisconsin,2003-09-13,3,,Nevada-Las Vegas,L,13,30,43.3,239,0,42,52,1.2,0,3,2,5
Wyoming,2003-09-13,3,,Kansas,L,33,46,71.7,328,4,36,179,5.0,1,2,0,2
Nevada,2003-09-18,3,@,San Jose State,W,17,24,70.8,291,2,60,272,4.5,4,0,1,1
San Jose State,2003-09-18,4,,Nevada,L,15,27,55.6,209,2,29,133,4.6,0,0,1,1
Texas A&M,2003-09-18,3,@,Virginia Tech,L,14,26,53.8,170,1,39,102,2.6,1,1,1,2
Virginia Tech,2003-09-18,3,,Texas A&M,W,9,13,69.2,63,1,47,273,5.8,4,1,1,2
Hawaii,2003-09-19,3,@,Nevada-Las Vegas,L,37,61,60.7,363,2,20,54,2.7,1,3,3,6
UNLV,2003-09-19,4,,Hawaii,W,14,36,38.9,180,0,44,116,2.6,3,0,1,1
Air Force,2003-09-20,4,,Wyoming,W,8,13,61.5,79,1,75,431,5.7,4,1,1,2
Akron,2003-09-20,4,,Howard,W,30,44,68.2,352,2,47,340,7.2,5,2,0,2
Alabama,2003-09-20,4,,Northern Illinois,L,22,39,56.4,276,1,26,118,4.5,1,0,0,0
Arizona,2003-09-20,4,@,Purdue,L,13,31,41.9,108,1,31,66,2.1,0,2,2,4
Arizona State,2003-09-20,3,@,Iowa,L,25,44,56.8,160,0,21,24,1.1,0,0,1,1
Arkansas,2003-09-20,3,,North Texas,W,14,23,60.9,183,1,38,143,3.8,3,0,0,0
Arkansas State,2003-09-20,4,@,Tulsa,L,6,26,23.1,64,0,42,207,4.9,1,1,3,4
Army,2003-09-20,3,,Tulane,L,29,48,60.4,339,2,42,142,3.4,2,3,5,8
Ball State,2003-09-20,4,,Central Michigan,W,24,36,66.7,215,3,47,206,4.4,0,0,0,0
Baylor,2003-09-20,4,,Sam Houston State,W,12,21,57.1,190,1,49,145,3.0,2,1,1,2
Boise State,2003-09-20,3,@,Oregon State,L,19,37,51.4,334,1,35,47,1.3,1,1,0,1
Boston College,2003-09-20,4,,Miami (FL),L,8,26,30.8,94,0,45,119,2.6,2,0,2,2
Bowling Green State,2003-09-20,4,@,Ohio State,L,33,56,58.9,326,2,23,40,1.7,0,1,3,4
Brigham Young,2003-09-20,4,,Stanford,L,23,46,50.0,310,2,25,-5,-0.2,0,3,2,5
Buffalo,2003-09-20,4,,Connecticut,L,13,30,43.3,96,0,36,145,4.0,1,0,0,0
California,2003-09-20,5,@,Illinois,W,20,37,54.1,263,1,32,105,3.3,2,1,0,1
Central Michigan,2003-09-20,4,@,Ball State,L,10,26,38.5,142,1,36,121,3.4,1,0,1,1
Cincinnati,2003-09-20,3,,Temple,W,29,44,65.9,321,1,38,136,3.6,3,1,0,1
Clemson,2003-09-20,4,@,Georgia Tech,W,23,39,59.0,298,3,30,138,4.6,2,0,1,1
Colorado,2003-09-20,4,@,Florida State,L,15,31,48.4,192,1,38,83,2.2,0,2,0,2
Colorado State,2003-09-20,4,,Miami (OH),L,17,28,60.7,349,3,29,39,1.3,0,1,1,2
Connecticut,2003-09-20,4,@,Buffalo,W,19,30,63.3,326,1,50,287,5.7,4,1,0,1
Duke,2003-09-20,4,,Northwestern,L,20,39,51.3,208,1,32,90,2.8,0,1,1,2
East Carolina,2003-09-20,4,@,Wake Forest,L,25,35,71.4,224,0,41,167,4.1,2,2,3,5
Eastern Michigan,2003-09-20,4,@,Navy,L,20,37,54.1,239,1,22,32,1.5,0,2,4,6
Florida,2003-09-20,4,,Tennessee,L,25,44,56.8,281,0,27,73,2.7,1,1,2,3
Florida State,2003-09-20,4,,Colorado,W,35,47,74.5,458,2,24,93,3.9,2,0,0,0
Fresno State,2003-09-20,4,,Louisiana Tech,W,18,33,54.5,153,0,53,299,5.6,1,0,2,2
Georgia,2003-09-20,4,@,Louisiana State,L,20,46,43.5,314,1,31,97,3.1,0,1,2,3
Georgia Tech,2003-09-20,4,,Clemson,L,19,42,45.2,248,0,33,45,1.4,0,1,1,2
Houston,2003-09-20,4,,Mississippi State,W,20,29,69.0,321,4,49,198,4.0,2,3,0,3
Idaho,2003-09-20,4,@,Washington,L,9,30,30.0,86,2,32,120,3.8,0,1,1,2
Illinois,2003-09-20,4,,California,L,35,57,61.4,430,3,35,66,1.9,0,0,1,1
Indiana,2003-09-20,4,,Kentucky,L,17,33,51.5,266,1,46,183,4.0,1,0,1,1
Iowa,2003-09-20,4,,Arizona State,W,15,23,65.2,154,3,45,153,3.4,0,1,1,2
Kansas,2003-09-20,4,,Jacksonville State,W,24,39,61.5,396,3,42,245,5.8,3,1,1,2
Kansas State,2003-09-20,5,,Marshall,L,14,26,53.8,241,0,39,128,3.3,2,3,1,4
Kent State,2003-09-20,4,@,Penn State,L,9,23,39.1,105,0,41,79,1.9,0,0,1,1
Kentucky,2003-09-20,4,@,Indiana,W,12,21,57.1,187,2,41,167,4.1,3,1,0,1
Louisiana,2003-09-20,4,@,Minnesota,L,16,32,50.0,154,2,29,50,1.7,0,1,1,2
Louisiana Tech,2003-09-20,4,@,Fresno State,L,21,33,63.6,165,0,21,91,4.3,0,1,1,2
Louisiana-Monroe,2003-09-20,4,,Northwestern State,L,12,29,41.4,102,1,39,164,4.2,0,1,3,4
Louisville,2003-09-20,3,,Texas-El Paso,W,18,28,64.3,246,2,42,191,4.5,4,1,0,1
LSU,2003-09-20,4,,Georgia,W,14,29,48.3,180,1,43,105,2.4,1,1,1,2
Marshall,2003-09-20,4,@,Kansas State,W,16,24,66.7,106,2,45,210,4.7,0,0,1,1
Maryland,2003-09-20,4,,West Virginia,W,15,26,57.7,238,1,49,260,5.3,3,1,1,2
Miami (FL),2003-09-20,4,@,Boston College,W,20,33,60.6,164,0,34,136,4.0,2,1,2,3
Miami (OH),2003-09-20,3,@,Colorado State,W,29,40,72.5,330,2,39,206,5.3,3,1,0,1
Michigan,2003-09-20,4,@,Oregon,L,28,55,50.9,360,3,19,-3,-0.2,0,1,2,3
Michigan State,2003-09-20,4,@,Notre Dame,W,13,27,48.1,119,0,39,181,4.6,1,1,2,3
Middle Tennessee State,2003-09-20,4,@,Missouri,L,20,32,62.5,286,2,56,197,3.5,3,0,0,0
Minnesota,2003-09-20,4,,Louisiana,W,12,22,54.5,174,1,61,356,5.8,5,1,1,2
Mississippi State,2003-09-20,3,@,Houston,L,24,42,57.1,360,3,32,112,3.5,2,1,5,6
Missouri,2003-09-20,4,,Middle Tennessee State,W,22,32,68.8,192,3,43,296,6.9,2,0,0,0
Navy,2003-09-20,3,,Eastern Michigan,W,6,10,60.0,92,1,65,372,5.7,4,1,0,1
New Mexico,2003-09-20,4,@,Washington State,L,17,33,51.5,235,2,23,22,1.0,0,1,0,1
North Carolina,2003-09-20,3,@,Wisconsin,L,16,31,51.6,199,1,25,110,4.4,1,2,1,3
North Carolina State,2003-09-20,4,,Texas Tech,W,18,22,81.8,257,1,39,217,5.6,4,2,0,2
North Texas,2003-09-20,4,@,Arkansas,L,6,14,42.9,81,1,40,116,2.9,0,2,1,3
Northern Illinois,2003-09-20,3,@,Alabama,W,16,24,66.7,149,2,40,118,3.0,0,0,0,0
Northwestern,2003-09-20,4,@,Duke,W,15,23,65.2,177,0,45,286,6.4,4,1,0,1
Notre Dame,2003-09-20,3,,Michigan State,L,17,42,40.5,202,1,37,100,2.7,0,1,2,3
Ohio State,2003-09-20,4,,Bowling Green State,W,10,16,62.5,118,1,48,205,4.3,2,2,1,3
Oklahoma,2003-09-20,4,,UCLA,W,17,25,68.0,243,2,35,111,3.2,2,0,2,2
Oklahoma State,2003-09-20,4,@,Southern Methodist,W,19,31,61.3,275,7,29,123,4.2,0,0,0,0
Oregon,2003-09-20,4,,Michigan,W,20,31,64.5,253,0,45,127,2.8,2,0,0,0
Oregon State,2003-09-20,4,,Boise State,W,19,37,51.4,408,1,46,154,3.3,1,1,0,1
Penn State,2003-09-20,4,,Kent State,W,12,31,38.7,128,0,51,282,5.5,4,3,0,3
Pitt,2003-09-20,3,@,Toledo,L,24,36,66.7,315,4,28,74,2.6,0,0,2,2
Purdue,2003-09-20,3,,Arizona,W,19,31,61.3,288,4,52,292,5.6,4,1,1,2
Rice,2003-09-20,3,,Texas,L,2,8,25.0,27,0,44,165,3.8,1,2,1,3
San Diego State,2003-09-20,4,,Samford,W,20,39,51.3,234,3,47,294,6.3,2,1,1,2
SMU,2003-09-20,3,,Oklahoma State,L,9,26,34.6,125,1,44,108,2.5,0,0,2,2
South Carolina,2003-09-20,4,,Alabama-Birmingham,W,14,21,66.7,208,0,43,214,5.0,5,0,1,1
Stanford,2003-09-20,2,@,Brigham Young,W,11,24,45.8,56,0,44,144,3.3,2,0,2,2
Syracuse,2003-09-20,3,,Central Florida,W,13,20,65.0,133,0,52,318,6.1,5,0,0,0
Temple,2003-09-20,3,@,Cincinnati,L,28,48,58.3,415,2,31,107,3.5,1,0,2,2
Tennessee,2003-09-20,3,@,Florida,W,12,24,50.0,235,1,50,139,2.8,2,2,1,3
Texas,2003-09-20,3,@,Rice,W,11,13,84.6,193,2,53,322,6.1,5,0,0,0
Texas Christian,2003-09-20,3,,Vanderbilt,W,15,30,50.0,227,1,55,182,3.3,2,1,1,2
Texas Tech,2003-09-20,3,@,North Carolina State,L,39,64,60.9,586,2,24,95,4.0,1,2,1,3
Toledo,2003-09-20,4,,Pittsburgh,W,49,62,79.0,461,3,29,90,3.1,2,1,1,2
Troy,2003-09-20,4,,Southeastern Louisiana,W,12,22,54.5,237,3,37,217,5.9,1,2,2,4
Tulane,2003-09-20,4,@,Army,W,26,34,76.5,350,5,35,129,3.7,1,1,0,1
Tulsa,2003-09-20,4,,Arkansas State,W,13,25,52.0,187,3,41,217,5.3,2,0,1,1
UAB,2003-09-20,4,@,South Carolina,L,18,40,45.0,171,1,25,60,2.4,0,1,2,3
UCF,2003-09-20,3,@,Syracuse,L,33,49,67.3,284,1,23,92,4.0,1,2,3,5
UCLA,2003-09-20,3,@,Oklahoma,L,18,34,52.9,144,0,39,127,3.3,2,1,2,3
UTEP,2003-09-20,4,@,Louisville,L,10,27,37.0,111,1,43,189,4.4,1,1,2,3
Vanderbilt,2003-09-20,4,@,Texas Christian,L,17,36,47.2,250,1,32,90,2.8,1,2,2,4
Wake Forest,2003-09-20,4,,East Carolina,W,7,14,50.0,131,1,55,193,3.5,3,1,0,1
Washington,2003-09-20,3,,Idaho,W,24,34,70.6,271,0,49,231,4.7,5,2,1,3
Washington State,2003-09-20,4,,New Mexico,W,29,42,69.0,346,0,44,87,2.0,1,0,0,0
West Virginia,2003-09-20,4,@,Maryland,L,3,12,25.0,36,0,39,120,3.1,1,0,0,0
Wisconsin,2003-09-20,4,,North Carolina,W,12,20,60.0,193,2,50,209,4.2,3,0,2,2
Wyoming,2003-09-20,4,@,Air Force,L,27,52,51.9,398,3,28,88,3.1,1,0,0,0
Nebraska,2003-09-25,4,@,Southern Mississippi,W,6,15,40.0,124,2,45,141,3.1,3,0,1,1
Southern Mississippi,2003-09-25,4,,Nebraska,L,18,42,42.9,211,1,36,108,3.0,1,3,2,5
Air Force,2003-09-27,5,@,Brigham Young,W,12,22,54.5,134,1,47,194,4.1,2,0,1,1
Akron,2003-09-27,5,@,Buffalo,W,26,41,63.4,362,1,31,165,5.3,4,1,1,2
Alabama,2003-09-27,5,,Arkansas,L,15,32,46.9,226,3,31,158,5.1,1,1,1,2
Arizona,2003-09-27,5,,Texas Christian,L,14,30,46.7,276,1,29,33,1.1,0,0,4,4
Arizona State,2003-09-27,4,@,Oregon State,L,20,50,40.0,284,2,33,97,2.9,0,2,4,6
Arkansas,2003-09-27,4,@,Alabama,W,16,27,59.3,202,1,61,289,4.7,3,1,3,4
Arkansas State,2003-09-27,5,@,Memphis,L,16,29,55.2,171,0,34,105,3.1,2,2,1,3
Army,2003-09-27,4,,South Florida,L,21,51,41.2,159,0,28,17,0.6,0,3,3,6
Auburn,2003-09-27,4,,Western Kentucky,W,22,26,84.6,282,1,42,285,6.8,5,1,0,1
Ball State,2003-09-27,5,@,Boston College,L,17,33,51.5,242,3,34,94,2.8,1,2,1,3
Boise State,2003-09-27,4,,Wyoming,W,27,38,71.1,285,4,50,155,3.1,0,2,1,3
Boston College,2003-09-27,5,,Ball State,W,22,30,73.3,209,3,46,259,5.6,3,1,0,1
Brigham Young,2003-09-27,5,,Air Force,L,19,36,52.8,193,1,36,113,3.1,0,1,0,1
Buffalo,2003-09-27,5,,Akron,L,13,18,72.2,119,2,41,108,2.6,0,2,0,2
California,2003-09-27,6,,Southern California,W,27,37,73.0,326,3,48,143,3.0,1,2,2,4
Cincinnati,2003-09-27,4,@,Miami (OH),L,17,40,42.5,226,2,33,152,4.6,2,4,1,5
Colorado State,2003-09-27,5,,Utah,L,22,32,68.8,267,1,41,102,2.5,2,4,2,6
Connecticut,2003-09-27,5,@,Virginia Tech,L,25,40,62.5,316,2,44,127,2.9,0,0,1,1
Duke,2003-09-27,5,,Florida State,L,15,34,44.1,169,0,45,106,2.4,1,2,1,3
Eastern Michigan,2003-09-27,5,,Maryland,L,14,20,70.0,126,1,39,149,3.8,0,0,1,1
Florida,2003-09-27,5,@,Kentucky,W,20,35,57.1,268,2,29,93,3.2,1,1,2,3
Florida State,2003-09-27,5,@,Duke,W,22,34,64.7,328,3,31,96,3.1,3,2,0,2
Fresno State,2003-09-27,5,,Portland State,W,14,26,53.8,181,1,39,198,5.1,4,1,0,1
Georgia Tech,2003-09-27,5,@,Vanderbilt,W,11,22,50.0,108,1,39,223,5.7,2,0,2,2
Hawaii,2003-09-27,4,,Rice,W,42,70,60.0,397,2,27,119,4.4,3,2,0,2
Idaho,2003-09-27,5,@,Montana,L,23,50,46.0,332,3,26,83,3.2,1,3,0,3
Illinois,2003-09-27,5,,Wisconsin,L,23,41,56.1,207,1,21,64,3.0,1,0,1,1
Indiana,2003-09-27,5,@,Michigan,L,16,33,48.5,107,0,44,102,2.3,1,0,2,2
Iowa,2003-09-27,5,@,Michigan State,L,11,23,47.8,158,1,39,107,2.7,0,3,1,4
Iowa State,2003-09-27,4,@,Northern Illinois,L,16,33,48.5,182,0,47,173,3.7,1,0,2,2
Kansas,2003-09-27,5,,Missouri,W,14,23,60.9,111,0,48,207,4.3,5,1,0,1
Kent State,2003-09-27,5,,Central Florida,W,16,23,69.6,141,2,56,121,2.2,1,1,0,1
Kentucky,2003-09-27,5,,Florida,L,18,29,62.1,179,0,44,175,4.0,3,0,2,2
Louisiana,2003-09-27,5,@,North Texas,L,22,38,57.9,200,1,31,27,0.9,1,0,3,3
Louisiana-Monroe,2003-09-27,5,@,Utah State,L,25,47,53.2,212,1,34,45,1.3,0,1,2,3
Louisville,2003-09-27,4,,Temple,W,13,24,54.2,197,3,43,187,4.3,0,1,2,3
LSU,2003-09-27,5,@,Mississippi State,W,14,25,56.0,191,1,35,163,4.7,3,1,1,2
Marshall,2003-09-27,5,@,Troy,L,33,52,63.5,319,3,27,98,3.6,0,1,3,4
Maryland,2003-09-27,5,@,Eastern Michigan,W,16,21,76.2,268,1,41,199,4.9,3,2,0,2
Memphis,2003-09-27,4,,Arkansas State,W,20,36,55.6,238,2,39,163,4.2,3,1,1,2
Miami (OH),2003-09-27,4,,Cincinnati,W,31,49,63.3,377,2,38,98,2.6,4,1,3,4
Michigan,2003-09-27,5,,Indiana,W,16,26,61.5,170,2,36,168,4.7,0,2,2,4
Michigan State,2003-09-27,5,,Iowa,W,28,44,63.6,218,2,32,45,1.4,0,0,0,0
Minnesota,2003-09-27,5,@,Penn State,W,7,15,46.7,71,0,52,250,4.8,2,0,0,0
Mississippi State,2003-09-27,4,,Louisiana State,L,21,39,53.8,208,1,30,31,1.0,0,2,2,4
Missouri,2003-09-27,5,@,Kansas,L,12,24,50.0,62,1,37,134,3.6,1,0,0,0
Navy,2003-09-27,4,@,Rutgers,L,5,15,33.3,117,1,55,373,6.8,3,3,0,3
Nevada,2003-09-27,4,,Southern Methodist,W,11,25,44.0,96,0,33,164,5.0,0,1,2,3
New Mexico,2003-09-27,5,,New Mexico State,W,10,18,55.6,83,1,49,145,3.0,2,1,2,3
New Mexico State,2003-09-27,4,@,New Mexico,L,15,32,46.9,258,2,38,106,2.8,0,3,2,5
North Carolina,2003-09-27,4,@,North Carolina State,L,32,53,60.4,469,4,27,81,3.0,0,1,0,1
North Carolina State,2003-09-27,5,,North Carolina,W,23,30,76.7,423,1,39,192,4.9,4,0,0,0
North Texas,2003-09-27,5,,Louisiana,W,9,16,56.3,222,3,47,229,4.9,2,1,1,2
Northern Illinois,2003-09-27,4,,Iowa State,W,15,22,68.2,167,2,43,167,3.9,1,1,1,2
Northwestern,2003-09-27,5,@,Ohio State,L,10,25,40.0,64,0,40,121,3.0,0,1,0,1
Notre Dame,2003-09-27,4,@,Purdue,L,29,62,46.8,297,1,25,49,2.0,0,0,4,4
Ohio,2003-09-27,4,,Western Michigan,L,13,29,44.8,223,1,48,170,3.5,3,3,2,5
Ohio State,2003-09-27,5,,Northwestern,W,19,32,59.4,186,1,35,125,3.6,1,0,1,1
Ole Miss,2003-09-27,4,,Texas Tech,L,29,49,59.2,409,3,34,169,5.0,0,0,2,2
Oregon,2003-09-27,5,,Washington State,L,24,58,41.4,360,1,29,54,1.9,1,2,7,9
Oregon State,2003-09-27,5,,Arizona State,W,15,29,51.7,246,2,44,151,3.4,3,0,3,3
Penn State,2003-09-27,5,,Minnesota,L,19,35,54.3,193,0,43,226,5.3,2,0,2,2
Pitt,2003-09-27,4,@,Texas A&M,W,14,28,50.0,283,5,44,195,4.4,0,0,1,1
Purdue,2003-09-27,4,,Notre Dame,W,12,24,50.0,127,2,41,96,2.3,0,0,0,0
Rice,2003-09-27,4,@,Hawaii,L,7,14,50.0,173,0,42,186,4.4,1,2,3,5
Rutgers,2003-09-27,4,,Navy,W,15,22,68.2,155,1,53,249,4.7,5,1,1,2
San Diego State,2003-09-27,5,@,UCLA,L,19,37,51.4,110,0,29,120,4.1,1,1,2,3
SMU,2003-09-27,4,@,Nevada,L,9,18,50.0,97,0,52,148,2.8,1,1,2,3
South Carolina,2003-09-27,5,@,Tennessee,L,12,30,40.0,154,1,44,217,4.9,1,0,1,1
South Florida,2003-09-27,3,@,Army,W,23,42,54.8,225,0,35,145,4.1,2,1,2,3
Stanford,2003-09-27,3,@,Washington,L,16,32,50.0,159,2,40,129,3.2,0,0,2,2
Syracuse,2003-09-27,4,,Toledo,W,17,23,73.9,147,1,47,303,6.4,3,2,0,2
Temple,2003-09-27,4,@,Louisville,L,27,54,50.0,362,2,30,53,1.8,0,2,0,2
Tennessee,2003-09-27,4,,South Carolina,W,13,22,59.1,149,2,36,117,3.3,1,0,0,0
Texas,2003-09-27,4,,Tulane,W,14,24,58.3,213,4,52,302,5.8,5,1,0,1
Texas A&M,2003-09-27,4,,Pittsburgh,L,21,39,53.8,317,2,39,227,5.8,1,3,1,4
Texas Christian,2003-09-27,4,@,Arizona,W,12,24,50.0,246,1,56,206,3.7,0,1,0,1
Texas Tech,2003-09-27,4,@,Mississippi,W,44,64,68.8,661,6,17,52,3.1,1,3,1,4
Toledo,2003-09-27,5,@,Syracuse,L,32,53,60.4,257,1,23,76,3.3,0,0,1,1
Troy,2003-09-27,5,,Marshall,W,6,17,35.3,95,1,48,254,5.3,2,1,0,1
Tulane,2003-09-27,5,@,Texas,L,13,29,44.8,186,1,36,156,4.3,2,2,2,4
UCF,2003-09-27,4,@,Kent State,L,27,40,67.5,235,1,23,68,3.0,1,4,4,8
UCLA,2003-09-27,4,,San Diego State,W,18,28,64.3,258,2,36,65,1.8,0,4,0,4
USC,2003-09-27,4,@,California,L,21,39,53.8,277,2,24,99,4.1,1,1,3,4
Utah,2003-09-27,4,@,Colorado State,W,17,21,81.0,158,0,35,126,3.6,2,1,0,1
Utah State,2003-09-27,4,,Louisiana-Monroe,W,15,22,68.2,121,1,40,201,5.0,3,1,0,1
UTEP,2003-09-27,5,,Sam Houston State,W,14,25,56.0,176,2,52,226,4.3,4,1,2,3
Vanderbilt,2003-09-27,5,,Georgia Tech,L,14,27,51.9,185,0,46,170,3.7,2,1,1,2
Virginia,2003-09-27,4,,Wake Forest,W,30,45,66.7,326,2,33,151,4.6,0,2,3,5
Virginia Tech,2003-09-27,4,,Connecticut,W,10,19,52.6,123,1,28,245,8.8,2,0,0,0
Wake Forest,2003-09-27,5,@,Virginia,L,17,31,54.8,218,1,49,174,3.6,2,1,2,3
Washington,2003-09-27,4,,Stanford,W,20,34,58.8,231,2,40,165,4.1,1,2,0,2
Washington State,2003-09-27,5,@,Oregon,W,15,35,42.9,315,3,40,84,2.1,2,2,0,2
Western Michigan,2003-09-27,4,@,Ohio,W,22,39,56.4,315,2,38,128,3.4,3,2,2,4
Wisconsin,2003-09-27,5,@,Illinois,W,7,13,53.8,131,0,63,307,4.9,5,0,0,0
Wyoming,2003-09-27,5,@,Boise State,L,15,34,44.1,241,2,25,32,1.3,0,0,2,2
East Carolina,2003-09-30,5,,Houston,L,10,27,37.0,95,0,36,105,2.9,1,0,3,3
Houston,2003-09-30,5,@,East Carolina,W,20,29,69.0,277,2,44,160,3.6,1,2,0,2
Miami (FL),2003-10-02,5,,West Virginia,W,37,54,68.5,352,1,28,88,3.1,0,1,2,3
West Virginia,2003-10-02,5,@,Miami (FL),L,9,19,47.4,200,1,37,170,4.6,1,2,1,3
Oregon,2003-10-03,6,@,Utah,L,16,34,47.1,277,0,32,80,2.5,1,1,1,2
Utah,2003-10-03,5,,Oregon,W,25,38,65.8,340,2,44,126,2.9,0,1,0,1
Air Force,2003-10-04,6,@,Navy,L,7,16,43.8,87,0,61,275,4.5,3,0,1,1
Akron,2003-10-04,6,@,Miami (OH),L,23,44,52.3,258,2,20,47,2.4,0,0,3,3
Alabama,2003-10-04,6,@,Georgia,L,11,29,37.9,115,1,31,94,3.0,0,2,1,3
