School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Fum,Pass Int,Turnovers
Minnesota,2001-11-17,10,@,Iowa,L,21,35,60.0,368,3,35,107,3.1,0,0,1,1
Mississippi State,2001-11-17,9,@,Arkansas,L,17,31,54.8,192,1,30,65,2.2,1,0,3,3
Navy,2001-11-17,9,@,Notre Dame,L,7,18,38.9,123,0,45,177,3.9,1,2,1,3
Nevada,2001-11-17,10,,Fresno State,L,14,33,42.4,167,1,53,117,2.2,1,3,0,3
New Mexico,2001-11-17,10,,Colorado State,L,15,37,40.5,255,1,41,156,3.8,0,0,5,5
New Mexico State,2001-11-17,11,@,Louisiana,W,12,22,54.5,203,1,45,245,5.4,5,2,0,2
North Carolina,2001-11-17,11,,Duke,W,22,39,56.4,368,4,39,192,4.9,3,0,0,0
North Carolina State,2001-11-17,10,,Maryland,L,27,43,62.8,275,1,33,38,1.2,0,1,1,2
North Texas,2001-11-17,10,@,Idaho,W,13,19,68.4,148,3,46,254,5.5,4,0,1,1
Northern Illinois,2001-11-17,10,,Ball State,W,14,26,53.8,217,1,40,124,3.1,2,0,1,1
Northwestern,2001-11-17,10,,Bowling Green State,L,26,39,66.7,421,3,58,203,3.5,3,2,2,4
Notre Dame,2001-11-17,9,,Navy,W,7,12,58.3,118,0,58,272,4.7,3,1,1,2
Ohio,2001-11-17,10,@,Marshall,L,8,21,38.1,86,2,65,318,4.9,1,2,1,3
Ohio State,2001-11-17,10,,Illinois,L,15,37,40.5,206,2,40,224,5.6,1,0,2,2
Oklahoma,2001-11-17,11,@,Texas Tech,W,34,51,66.7,292,3,34,92,2.7,0,0,2,2
Oklahoma State,2001-11-17,10,@,Baylor,W,14,26,53.8,194,2,33,129,3.9,1,0,1,1
Ole Miss,2001-11-17,9,,Georgia,L,35,47,74.5,233,2,20,28,1.4,0,1,1,2
Oregon State,2001-11-17,10,,Northern Arizona,W,15,25,60.0,353,3,40,168,4.2,2,3,2,5
Penn State,2001-11-17,9,,Indiana,W,17,23,73.9,278,1,38,172,4.5,3,0,1,1
Purdue,2001-11-17,9,,Michigan State,W,13,21,61.9,126,0,49,140,2.9,2,2,0,2
Rice,2001-11-17,11,,Texas-El Paso,W,6,15,40.0,57,0,73,293,4.0,3,0,0,0
Rutgers,2001-11-17,10,,Boston College,L,9,24,37.5,132,0,38,51,1.3,0,2,1,3
San Diego State,2001-11-17,11,,Wyoming,W,12,25,48.0,183,1,59,199,3.4,4,1,1,2
San Jose State,2001-11-17,10,@,Boise State,L,13,33,39.4,129,1,30,54,1.8,0,1,2,3
SMU,2001-11-17,9,@,Tulsa,W,8,14,57.1,84,0,52,218,4.2,2,1,2,3
South Carolina,2001-11-17,11,,Clemson,W,14,24,58.3,152,0,55,215,3.9,2,0,1,1
Southern Mississippi,2001-11-17,8,,Tulane,W,24,36,66.7,409,3,39,103,2.6,5,0,0,0
Stanford,2001-11-17,9,,California,W,20,39,51.3,390,4,45,178,4.0,1,2,3,5
Syracuse,2001-11-17,11,@,Miami (FL),L,10,20,50.0,80,0,46,105,2.3,0,1,1,2
Temple,2001-11-17,10,@,West Virginia,W,8,19,42.1,85,0,50,205,4.1,1,2,0,2
Tennessee,2001-11-17,9,@,Kentucky,W,20,30,66.7,285,4,23,82,3.6,0,0,0,0
Texas Tech,2001-11-17,10,,Oklahoma,L,24,37,64.9,254,1,16,-7,-0.4,0,1,2,3
Toledo,2001-11-17,9,,Eastern Michigan,W,23,29,79.3,236,1,47,189,4.0,2,1,0,1
Troy,2001-11-17,10,,Jacksonville State,W,17,26,65.4,254,1,39,187,4.8,2,0,2,2
Tulane,2001-11-17,12,@,Southern Mississippi,L,19,34,55.9,170,0,36,155,4.3,1,1,2,3
Tulsa,2001-11-17,10,,Southern Methodist,L,20,44,45.5,242,1,32,107,3.3,1,2,3,5
UAB,2001-11-17,10,@,Houston,W,8,15,53.3,128,1,54,252,4.7,3,0,0,0
UCLA,2001-11-17,10,@,Southern California,L,13,28,46.4,86,0,27,28,1.0,0,1,3,4
UNLV,2001-11-17,11,@,Air Force,W,7,19,36.8,138,0,42,215,5.1,3,2,1,3
USC,2001-11-17,11,,UCLA,W,14,23,60.9,180,1,38,96,2.5,1,0,1,1
Utah,2001-11-17,10,@,Brigham Young,L,16,32,50.0,189,1,46,168,3.7,2,1,1,2
Utah State,2001-11-17,9,,Weber State,W,24,35,68.6,441,5,41,243,5.9,3,0,2,2
UTEP,2001-11-17,10,@,Rice,L,16,33,48.5,227,1,21,86,4.1,1,1,2,3
Virginia,2001-11-17,11,,Virginia Tech,L,21,36,58.3,261,1,28,8,0.3,1,3,2,5
Virginia Tech,2001-11-17,10,@,Virginia,W,12,24,50.0,190,3,55,241,4.4,1,1,1,2
Wake Forest,2001-11-17,10,,Georgia Tech,L,18,39,46.2,210,0,43,140,3.3,3,1,2,3
Washington,2001-11-17,10,,Washington State,W,25,38,65.8,371,1,41,79,1.9,2,1,1,2
Washington State,2001-11-17,11,@,Washington,L,22,35,62.9,227,2,30,95,3.2,0,3,1,4
West Virginia,2001-11-17,10,,Temple,L,19,37,51.4,153,1,40,216,5.4,1,2,2,4
Western Michigan,2001-11-17,10,,Central Michigan,W,14,29,48.3,167,0,43,170,4.0,1,0,1,1
Wisconsin,2001-11-17,11,,Michigan,L,14,29,48.3,133,0,45,159,3.5,2,2,0,2
Wyoming,2001-11-17,10,@,San Diego State,L,21,40,52.5,307,0,32,57,1.8,2,3,6,9
Arkansas State,2001-11-22,11,,Nicholls State,L,13,30,43.3,146,2,33,201,6.1,0,0,4,4
Illinois,2001-11-22,11,,Northwestern,W,33,43,76.7,387,4,47,183,3.9,0,1,1,2
Mississippi State,2001-11-22,10,,Mississippi,W,14,21,66.7,263,1,45,199,4.4,4,0,0,0
Northwestern,2001-11-22,11,@,Illinois,L,19,41,46.3,266,4,42,201,4.8,0,0,1,1
Ole Miss,2001-11-22,10,@,Mississippi State,L,17,37,45.9,211,2,41,137,3.3,2,0,3,3
Arizona,2001-11-23,11,@,Arizona State,W,18,29,62.1,225,2,44,163,3.7,2,0,1,1
Arizona State,2001-11-23,10,,Arizona,L,16,37,43.2,217,1,33,113,3.4,2,1,2,3
Arkansas,2001-11-23,11,@,Louisiana State,L,16,33,48.5,266,4,42,146,3.5,1,0,2,2
Bowling Green State,2001-11-23,11,,Toledo,W,20,32,62.5,286,4,54,211,3.9,3,0,0,0
California,2001-11-23,11,@,Rutgers,W,15,26,57.7,193,1,45,192,4.3,1,1,1,2
Colorado,2001-11-23,11,,Nebraska,W,9,16,56.3,202,1,52,380,7.3,8,0,0,0
East Carolina,2001-11-23,11,,Southern Mississippi,L,19,29,65.5,250,1,41,109,2.7,1,4,1,5
Fresno State,2001-11-23,12,,San Jose State,W,21,37,56.8,328,2,51,282,5.5,3,0,1,1
Louisville,2001-11-23,12,@,Texas Christian,L,33,52,63.5,381,3,25,-47,-1.9,0,3,0,3
LSU,2001-11-23,10,,Arkansas,W,19,33,57.6,359,3,37,159,4.3,3,1,4,5
Nebraska,2001-11-23,12,@,Colorado,L,13,28,46.4,198,0,49,354,7.2,5,2,2,4
Rutgers,2001-11-23,11,,California,L,11,27,40.7,142,1,35,47,1.3,0,0,2,2
San Jose State,2001-11-23,11,@,Fresno State,L,26,41,63.4,450,3,27,42,1.6,0,2,4,6
Southern Mississippi,2001-11-23,9,@,East Carolina,W,18,25,72.0,167,1,48,195,4.1,2,0,0,0
Texas,2001-11-23,11,@,Texas A&M,W,16,33,48.5,138,0,35,97,2.8,2,0,0,0
Texas A&M,2001-11-23,11,,Texas,L,17,38,44.7,117,0,31,48,1.5,1,0,2,2
Texas Christian,2001-11-23,10,,Louisville,W,13,24,54.2,256,3,42,178,4.2,1,0,1,1
Toledo,2001-11-23,10,@,Bowling Green State,L,14,28,50.0,180,3,30,93,3.1,0,4,2,6
Air Force,2001-11-24,11,@,Hawaii,L,4,20,20.0,58,0,78,545,7.0,4,2,2,4
Akron,2001-11-24,11,,Eastern Michigan,W,21,33,63.6,313,2,58,219,3.8,5,1,0,1
Ball State,2001-11-24,11,@,Western Michigan,W,14,24,58.3,284,3,45,100,2.2,2,1,0,1
Baylor,2001-11-24,11,,Southern Illinois,W,23,35,65.7,344,3,40,163,4.1,3,0,1,1
Boise State,2001-11-24,12,,Central Michigan,W,13,27,48.1,191,1,64,277,4.3,2,2,1,3
Boston College,2001-11-24,11,@,Syracuse,L,17,28,60.7,217,2,27,216,8.0,2,1,0,1
Central Michigan,2001-11-24,11,@,Boise State,L,10,25,40.0,73,0,31,74,2.4,1,1,2,3
Cincinnati,2001-11-24,10,@,Memphis,W,18,36,50.0,348,2,54,224,4.1,2,0,0,0
Connecticut,2001-11-24,11,@,Temple,L,12,28,42.9,90,0,36,23,0.6,1,1,2,3
Eastern Michigan,2001-11-24,11,@,Akron,L,27,50,54.0,392,6,36,111,3.1,2,0,3,3
Georgia,2001-11-24,10,@,Georgia Tech,W,11,25,44.0,210,0,52,232,4.5,1,1,0,1
Georgia Tech,2001-11-24,11,,Georgia,L,19,35,54.3,179,1,28,63,2.3,1,1,1,2
Hawaii,2001-11-24,11,,Air Force,W,32,49,65.3,505,5,15,67,4.5,1,1,0,1
Idaho,2001-11-24,11,@,Montana,L,23,31,74.2,243,2,57,192,3.4,2,2,0,2
Indiana,2001-11-24,10,,Purdue,W,7,19,36.8,96,0,51,204,4.0,2,2,1,3
Iowa,2001-11-24,11,@,Iowa State,L,15,20,75.0,145,1,36,159,4.4,1,2,1,3
Iowa State,2001-11-24,11,,Iowa,W,20,27,74.1,228,1,39,84,2.2,1,0,1,1
Kansas,2001-11-24,11,,Wyoming,W,13,27,48.1,221,1,50,230,4.6,2,0,1,1
Kansas State,2001-11-24,11,,Missouri,W,11,21,52.4,113,0,56,282,5.0,2,1,0,1
Kent State,2001-11-24,11,,Miami (OH),W,9,20,45.0,79,0,46,333,7.2,3,0,2,2
Louisiana,2001-11-24,11,@,Central Florida,L,20,41,48.8,184,0,27,30,1.1,0,1,1,2
Louisiana Tech,2001-11-24,11,@,Tulsa,W,16,28,57.1,137,1,43,233,5.4,1,0,0,0
Marshall,2001-11-24,11,,Youngstown State,W,25,35,71.4,218,3,31,161,5.2,1,1,0,1
Memphis,2001-11-24,11,,Cincinnati,L,16,33,48.5,295,3,32,145,4.5,1,0,0,0
Miami (FL),2001-11-24,10,,Washington,W,15,24,62.5,202,4,37,211,5.7,4,0,1,1
Miami (OH),2001-11-24,12,@,Kent State,L,20,36,55.6,238,1,31,-1,0.0,0,0,2,2
Michigan,2001-11-24,11,,Ohio State,L,21,47,44.7,206,2,35,117,3.3,1,1,4,5
Michigan State,2001-11-24,10,,Penn State,L,24,36,66.7,356,3,41,186,4.5,2,1,0,1
Minnesota,2001-11-24,11,,Wisconsin,W,18,26,69.2,269,3,43,208,4.8,3,0,1,1
Missouri,2001-11-24,10,@,Kansas State,L,8,28,28.6,88,0,35,229,6.5,0,0,1,1
Nevada,2001-11-24,11,@,Texas-El Paso,W,13,24,54.2,119,1,56,409,7.3,6,0,0,0
New Mexico,2001-11-24,11,,New Mexico State,W,5,9,55.6,113,0,59,350,5.9,6,0,0,0
New Mexico State,2001-11-24,12,@,New Mexico,L,15,37,40.5,157,0,31,79,2.5,0,1,2,3
North Carolina State,2001-11-24,11,,Ohio,W,26,32,81.3,254,1,39,168,4.3,2,0,0,0
Northern Illinois,2001-11-24,11,@,Wake Forest,L,14,28,50.0,201,3,36,122,3.4,2,1,0,1
Notre Dame,2001-11-24,10,@,Stanford,L,2,20,10.0,64,1,43,241,5.6,0,0,1,1
Ohio,2001-11-24,11,@,North Carolina State,L,6,14,42.9,52,0,44,133,3.0,1,0,0,0
Ohio State,2001-11-24,11,@,Michigan,W,11,18,61.1,118,0,50,137,2.7,3,0,1,1
Oklahoma,2001-11-24,12,,Oklahoma State,L,22,48,45.8,220,0,27,0,0.0,1,0,3,3
Oklahoma State,2001-11-24,11,@,Oklahoma,W,21,47,44.7,258,1,40,76,1.9,0,1,3,4
Penn State,2001-11-24,10,@,Michigan State,W,15,29,51.7,305,1,35,95,2.7,5,0,1,1
Pitt,2001-11-24,10,@,West Virginia,W,18,30,60.0,282,2,45,178,4.0,0,1,0,1
Purdue,2001-11-24,10,@,Indiana,L,31,62,50.0,263,1,18,-8,-0.4,0,2,0,2
Rice,2001-11-24,12,@,Southern Methodist,L,10,18,55.6,117,1,57,174,3.1,0,0,2,2
SMU,2001-11-24,10,,Rice,W,17,31,54.8,247,3,37,141,3.8,2,0,1,1
South Florida,2001-11-24,11,,Utah State,W,15,34,44.1,132,1,24,138,5.8,1,1,1,2
Stanford,2001-11-24,10,,Notre Dame,W,8,23,34.8,159,0,45,199,4.4,2,2,1,3
Syracuse,2001-11-24,12,,Boston College,W,16,21,76.2,253,1,66,322,4.9,4,0,0,0
Temple,2001-11-24,11,,Connecticut,W,14,19,73.7,205,4,42,339,8.1,3,1,0,1
Tennessee,2001-11-24,10,,Vanderbilt,W,21,31,67.7,285,2,35,189,5.4,1,2,0,2
Texas Tech,2001-11-24,11,,Stephen F. Austin,W,48,56,85.7,432,6,16,110,6.9,2,1,0,1
Tulsa,2001-11-24,11,,Louisiana Tech,L,12,30,40.0,116,0,45,191,4.2,1,0,1,1
UCF,2001-11-24,11,,Louisiana,W,17,32,53.1,272,3,30,153,5.1,1,1,2,3
Utah State,2001-11-24,10,@,South Florida,L,28,51,54.9,363,2,37,59,1.6,0,3,2,5
UTEP,2001-11-24,11,,Nevada,L,17,25,68.0,217,2,34,188,5.5,1,0,0,0
Vanderbilt,2001-11-24,10,@,Tennessee,L,17,27,63.0,144,0,36,61,1.7,0,0,3,3
Wake Forest,2001-11-24,11,,Northern Illinois,W,13,24,54.2,157,2,58,232,4.0,3,0,1,1
Washington,2001-11-24,11,@,Miami (FL),L,17,36,47.2,194,0,45,98,2.2,1,1,6,7
West Virginia,2001-11-24,11,,Pittsburgh,L,10,23,43.5,68,1,37,104,2.8,1,0,0,0
Western Michigan,2001-11-24,11,,Ball State,L,19,42,45.2,274,4,36,88,2.4,0,0,0,0
Wisconsin,2001-11-24,12,@,Minnesota,L,17,37,45.9,238,0,37,256,6.9,4,0,1,1
Wyoming,2001-11-24,11,@,Kansas,L,14,32,43.8,165,0,39,121,3.1,2,0,1,1
Alabama,2001-11-29,11,,Southern Mississippi,W,7,19,36.8,90,2,40,221,5.5,2,2,1,3
Southern Mississippi,2001-11-29,10,@,Alabama,L,23,36,63.9,239,2,37,47,1.3,0,2,1,3
Marshall,2001-11-30,12,@,Toledo,L,32,52,61.5,421,4,21,120,5.7,1,2,1,3
Toledo,2001-11-30,11,,Marshall,W,16,25,64.0,175,1,56,288,5.1,4,1,0,1
Air Force,2001-12-01,12,,Utah,W,4,11,36.4,35,1,51,239,4.7,4,0,0,0
Arizona State,2001-12-01,11,@,UCLA,L,16,29,55.2,226,2,37,184,5.0,3,1,1,2
Army,2001-12-01,11,N,Navy,W,8,19,42.1,119,1,52,222,4.3,1,1,4,5
Auburn,2001-12-01,11,@,Louisiana State,L,13,27,48.1,177,1,30,116,3.9,1,0,2,2
Brigham Young,2001-12-01,12,@,Mississippi State,W,23,32,71.9,390,5,43,139,3.2,0,1,3,4
Cincinnati,2001-12-01,11,,Louisiana-Monroe,W,19,34,55.9,262,4,45,139,3.1,2,2,1,3
Clemson,2001-12-01,11,,Duke,W,18,31,58.1,280,4,45,328,7.3,4,1,1,2
Colorado,2001-12-01,12,N,Texas,W,8,19,42.1,111,1,53,223,4.2,3,0,2,2
Duke,2001-12-01,11,@,Clemson,L,24,57,42.1,312,3,29,82,2.8,1,1,2,3
Florida,2001-12-01,11,,Tennessee,L,34,53,64.2,371,2,23,36,1.6,1,0,1,1
Florida State,2001-12-01,11,,Georgia Tech,W,14,25,56.0,248,2,46,168,3.7,2,0,0,0
Fresno State,2001-12-01,13,,Utah State,W,24,31,77.4,469,6,54,244,4.5,3,0,0,0
Georgia,2001-12-01,11,,Houston,W,14,29,48.3,256,4,45,213,4.7,1,1,1,2
Georgia Tech,2001-12-01,12,@,Florida State,L,25,39,64.1,275,0,29,51,1.8,2,0,1,1
Houston,2001-12-01,11,@,Georgia,L,28,46,60.9,191,1,25,46,1.8,0,1,2,3
Indiana,2001-12-01,11,,Kentucky,W,15,31,48.4,194,2,55,215,3.9,2,0,0,0
Kentucky,2001-12-01,11,@,Indiana,L,26,47,55.3,324,2,19,16,0.8,0,0,1,1
Louisiana-Monroe,2001-12-01,11,@,Cincinnati,L,9,26,34.6,111,0,36,94,2.6,1,2,1,3
LSU,2001-12-01,11,,Auburn,W,17,35,48.6,243,1,42,188,4.5,2,0,1,1
Miami (FL),2001-12-01,11,@,Virginia Tech,W,21,44,47.7,235,1,41,149,3.6,1,2,0,2
Michigan State,2001-12-01,11,,Missouri,W,17,27,63.0,375,3,52,264,5.1,4,1,1,2
Mississippi State,2001-12-01,11,,Brigham Young,L,20,28,71.4,346,3,27,160,5.9,2,2,1,3
Missouri,2001-12-01,11,@,Michigan State,L,10,30,33.3,74,0,40,167,4.2,1,1,2,3
Navy,2001-12-01,10,N,Army,L,12,36,33.3,142,1,37,97,2.6,0,1,1,2
North Carolina,2001-12-01,12,,Southern Methodist,W,15,27,55.6,212,1,32,162,5.1,1,1,2,3
North Texas,2001-12-01,11,@,Troy,L,9,18,50.0,145,2,43,72,1.7,0,1,2,3
Notre Dame,2001-12-01,11,@,Purdue,W,7,15,46.7,31,0,40,131,3.3,1,1,0,1
Ole Miss,2001-12-01,11,,Vanderbilt,W,23,40,57.5,286,4,42,201,4.8,1,0,3,3
Oregon,2001-12-01,11,,Oregon State,W,11,22,50.0,104,0,34,105,3.1,1,1,0,1
Oregon State,2001-12-01,11,@,Oregon,L,20,39,51.3,252,1,38,107,2.8,0,0,1,1
Penn State,2001-12-01,11,@,Virginia,L,12,28,42.9,136,1,39,164,4.2,1,1,4,5
Pitt,2001-12-01,11,,Alabama-Birmingham,W,15,29,51.7,172,3,41,152,3.7,0,0,1,1
Purdue,2001-12-01,11,,Notre Dame,L,24,52,46.2,258,1,33,74,2.2,0,1,3,4
San Jose State,2001-12-01,12,,Stanford,L,21,42,50.0,279,2,38,30,0.8,0,1,1,2
SMU,2001-12-01,11,@,North Carolina,L,20,31,64.5,202,0,32,96,3.0,1,0,0,0
Stanford,2001-12-01,11,@,San Jose State,W,12,22,54.5,256,1,47,220,4.7,5,2,1,3
Tennessee,2001-12-01,11,@,Florida,W,17,25,68.0,168,1,31,242,7.8,4,1,2,3
Texas,2001-12-01,12,N,Colorado,L,24,43,55.8,370,2,23,92,4.0,1,1,3,4
Troy,2001-12-01,11,,North Texas,W,14,22,63.6,86,0,40,162,4.1,2,0,1,1
UAB,2001-12-01,11,@,Pittsburgh,L,16,36,44.4,198,0,32,76,2.4,0,1,0,1
UCLA,2001-12-01,11,,Arizona State,W,21,38,55.3,299,3,48,237,4.9,4,0,1,1
Utah,2001-12-01,11,@,Air Force,L,12,22,54.5,161,1,56,382,6.8,4,1,2,3
Utah State,2001-12-01,11,@,Fresno State,L,21,39,53.8,240,2,24,92,3.8,1,0,3,3
Vanderbilt,2001-12-01,11,@,Mississippi,L,23,41,56.1,286,3,26,119,4.6,1,1,2,3
Virginia,2001-12-01,12,,Penn State,W,13,23,56.5,131,0,50,188,3.8,1,0,0,0
Virginia Tech,2001-12-01,11,,Miami (FL),L,4,16,25.0,81,0,39,167,4.3,2,1,4,5
Southern Mississippi,2001-12-07,11,,Texas Christian,L,20,37,54.1,224,1,30,94,3.1,0,0,3,3
Texas Christian,2001-12-07,11,@,Southern Mississippi,W,15,31,48.4,274,1,42,123,2.9,1,0,1,1
Brigham Young,2001-12-08,13,@,Hawaii,L,40,65,61.5,515,5,40,97,2.4,1,6,1,7
Hawaii,2001-12-08,12,,Brigham Young,W,29,52,55.8,543,8,21,103,4.9,0,4,1,5
LSU,2001-12-08,12,N,Tennessee,W,14,35,40.0,151,0,42,134,3.2,3,0,0,0
Tennessee,2001-12-08,12,N,Louisiana State,L,27,43,62.8,332,2,18,50,2.8,0,2,0,2
