School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Fum,Pass Int,Turnovers
Louisville,2001-08-23,1,,New Mexico State,W,18,32,56.3,272,3,30,101,3.4,1,1,1,2
New Mexico State,2001-08-23,1,@,Louisville,L,8,16,50.0,137,1,68,407,6.0,2,4,0,4
Brigham Young,2001-08-25,1,,Tulane,W,27,33,81.8,297,3,49,437,8.9,7,1,0,1
Nebraska,2001-08-25,1,,Texas Christian,W,10,18,55.6,151,0,50,159,3.2,3,1,1,2
North Carolina,2001-08-25,1,@,Oklahoma,L,17,41,41.5,226,2,35,64,1.8,0,4,1,5
Oklahoma,2001-08-25,1,,North Carolina,W,21,31,67.7,178,0,33,108,3.3,2,0,1,1
Texas Christian,2001-08-25,1,@,Nebraska,L,11,22,50.0,130,1,28,56,2.0,0,1,0,1
Tulane,2001-08-25,1,@,Brigham Young,L,23,49,46.9,289,3,43,219,5.1,2,0,1,1
Virginia,2001-08-25,1,@,Wisconsin,L,13,32,40.6,178,2,33,128,3.9,0,1,2,3
Wisconsin,2001-08-25,1,,Virginia,W,10,24,41.7,191,2,51,228,4.5,1,0,1,1
Colorado,2001-08-26,1,,Fresno State,L,31,51,60.8,346,2,31,66,2.1,0,3,2,5
Fresno State,2001-08-26,1,@,Colorado,W,21,36,58.3,198,1,35,89,2.5,2,0,0,0
Georgia Tech,2001-08-26,1,N,Syracuse,W,15,26,57.7,224,0,46,125,2.7,1,0,0,0
Syracuse,2001-08-26,1,N,Georgia Tech,L,19,32,59.4,183,0,26,59,2.3,1,0,1,1
Akron,2001-08-30,1,,Ohio,W,19,24,79.2,217,0,46,290,6.3,4,2,0,2
Arizona,2001-08-30,1,@,San Diego State,W,21,32,65.6,176,1,37,55,1.5,1,0,1,1
Arkansas,2001-08-30,1,,Nevada-Las Vegas,W,12,32,37.5,89,0,26,25,1.0,1,3,1,4
Buffalo,2001-08-30,1,,Rutgers,L,21,40,52.5,180,1,25,55,2.2,0,0,2,2
Central Michigan,2001-08-30,1,,Eastern Kentucky,W,16,29,55.2,195,1,45,124,2.8,4,1,0,1
Idaho,2001-08-30,1,@,Washington State,L,14,30,46.7,72,1,24,74,3.1,0,0,0,0
Middle Tennessee State,2001-08-30,1,@,Vanderbilt,W,27,36,75.0,308,0,52,300,5.8,5,1,0,1
Minnesota,2001-08-30,1,@,Toledo,L,22,35,62.9,187,0,30,103,3.4,1,1,0,1
Navy,2001-08-30,1,@,Temple,L,15,30,50.0,210,2,31,49,1.6,1,0,1,1
Northern Illinois,2001-08-30,1,,South Florida,W,20,36,55.6,144,1,47,200,4.3,1,1,0,1
Ohio,2001-08-30,1,@,Akron,L,9,11,81.8,104,0,60,339,5.7,3,0,0,0
Rutgers,2001-08-30,1,@,Buffalo,W,11,23,47.8,157,2,45,196,4.4,1,1,2,3
San Diego State,2001-08-30,1,,Arizona,L,18,38,47.4,160,0,29,41,1.4,1,3,0,3
South Florida,2001-08-30,1,@,Northern Illinois,L,17,32,53.1,223,2,30,51,1.7,0,1,0,1
Temple,2001-08-30,1,,Navy,W,15,22,68.2,175,3,54,285,5.3,2,1,1,2
Toledo,2001-08-30,1,,Minnesota,W,17,25,68.0,149,1,50,363,7.3,4,1,0,1
Tulsa,2001-08-30,1,,Indiana State,W,33,40,82.5,379,3,48,191,4.0,4,0,0,0
UAB,2001-08-30,1,,Montana State,W,10,24,41.7,161,2,51,267,5.2,3,0,2,2
UNLV,2001-08-30,1,@,Arkansas,L,4,16,25.0,40,1,54,258,4.8,0,1,3,4
Vanderbilt,2001-08-30,1,,Middle Tennessee State,L,13,32,40.6,300,2,28,177,6.3,2,0,0,0
Washington State,2001-08-30,1,,Idaho,W,19,32,59.4,303,3,49,241,4.9,1,1,0,1
Western Michigan,2001-08-30,1,,Illinois State,W,31,43,72.1,462,6,29,151,5.2,1,2,0,2
Air Force,2001-09-01,1,,Oklahoma,L,11,28,39.3,112,0,53,137,2.6,0,2,2,4
Alabama,2001-09-01,1,,UCLA,L,15,25,60.0,299,2,46,159,3.5,0,1,1,2
Arkansas State,2001-09-01,1,@,Georgia,L,17,32,53.1,180,1,41,143,3.5,1,0,1,1
Auburn,2001-09-01,1,,Ball State,W,19,33,57.6,243,1,37,142,3.8,2,0,0,0
Ball State,2001-09-01,1,@,Auburn,L,5,17,29.4,32,0,34,60,1.8,0,1,0,1
Boise State,2001-09-01,1,@,South Carolina,L,18,32,56.3,162,1,26,91,3.5,1,0,1,1
Boston College,2001-09-01,1,,West Virginia,W,11,26,42.3,146,1,50,325,6.5,3,1,1,2
Bowling Green State,2001-09-01,1,@,Missouri,W,15,24,62.5,148,1,45,194,4.3,2,0,1,1
Brigham Young,2001-09-01,2,,Nevada,W,25,40,62.5,389,2,38,209,5.5,5,0,0,0
California,2001-09-01,1,,Illinois,L,21,34,61.8,217,0,41,164,4.0,2,3,2,5
Clemson,2001-09-01,1,,Central Florida,W,15,25,60.0,154,1,42,138,3.3,2,2,0,2
Colorado,2001-09-01,2,N,Colorado State,W,15,19,78.9,95,0,54,315,5.8,3,1,0,1
Colorado State,2001-09-01,1,N,Colorado,L,18,40,45.0,186,2,29,108,3.7,0,0,4,4
Connecticut,2001-09-01,1,@,Virginia Tech,L,10,29,34.5,110,0,27,74,2.7,1,0,1,1
Duke,2001-09-01,1,,Florida State,L,13,30,43.3,194,1,36,32,0.9,0,1,0,1
East Carolina,2001-09-01,1,,Wake Forest,L,18,35,51.4,231,1,25,63,2.5,2,1,2,3
Eastern Michigan,2001-09-01,1,,Southeast Missouri State,W,16,38,42.1,191,0,37,159,4.3,1,1,1,2
Florida,2001-09-01,1,,Marshall,W,25,38,65.8,430,4,28,111,4.0,3,0,1,1
Florida State,2001-09-01,1,@,Duke,W,16,30,53.3,189,2,38,200,5.3,3,0,0,0
Georgia,2001-09-01,1,,Arkansas State,W,26,38,68.4,386,3,39,212,5.4,3,1,0,1
Georgia Tech,2001-09-01,2,,Citadel,W,22,34,64.7,351,2,36,122,3.4,3,0,2,2
Houston,2001-09-01,1,,Rice,L,22,47,46.8,192,2,21,7,0.3,0,0,1,1
Illinois,2001-09-01,1,@,California,W,18,35,51.4,297,2,34,76,2.2,3,0,0,0
Iowa,2001-09-01,1,,Kent State,W,15,22,68.2,236,0,49,331,6.8,6,1,0,1
Kansas,2001-09-01,1,,Missouri State,W,19,29,65.5,231,1,37,102,2.8,1,2,2,4
Kent State,2001-09-01,1,@,Iowa,L,13,32,40.6,90,0,30,113,3.8,0,1,1,2
Kentucky,2001-09-01,1,,Louisville,L,15,37,40.5,155,0,28,58,2.1,0,2,2,4
Louisiana,2001-09-01,1,,Nicholls State,W,12,27,44.4,179,0,43,110,2.6,2,3,0,3
Louisiana Tech,2001-09-01,1,,Southern Methodist,W,22,35,62.9,189,0,24,56,2.3,2,0,1,1
Louisiana-Monroe,2001-09-01,1,,Sam Houston State,L,18,36,50.0,186,0,30,60,2.0,1,2,0,2
Louisville,2001-09-01,2,@,Kentucky,W,21,34,61.8,368,3,35,118,3.4,2,1,0,1
LSU,2001-09-01,1,,Tulane,W,21,31,67.7,262,2,50,232,4.6,4,2,0,2
Marshall,2001-09-01,1,@,Florida,L,27,43,62.8,274,1,26,66,2.5,1,1,0,1
Maryland,2001-09-01,1,,North Carolina,W,10,26,38.5,86,2,46,161,3.5,1,0,0,0
Miami (FL),2001-09-01,1,@,Penn State,W,20,27,74.1,344,3,44,258,5.9,0,1,1,2
Miami (OH),2001-09-01,1,@,Michigan,L,22,44,50.0,223,2,29,127,4.4,0,0,3,3
Michigan,2001-09-01,1,,Miami (OH),W,20,34,58.8,214,1,47,189,4.0,3,1,0,1
Missouri,2001-09-01,1,,Bowling Green State,L,18,39,46.2,158,1,28,76,2.7,0,1,2,3
Nebraska,2001-09-01,2,,Troy,W,9,16,56.3,127,0,60,330,5.5,5,2,1,3
Nevada,2001-09-01,1,@,Brigham Young,L,15,28,53.6,127,0,36,160,4.4,1,0,1,1
New Mexico,2001-09-01,1,,Texas-El Paso,W,6,30,20.0,52,0,46,271,5.9,2,0,2,2
New Mexico State,2001-09-01,2,@,Texas,L,8,16,50.0,63,0,34,169,5.0,1,2,0,2
North Carolina,2001-09-01,2,@,Maryland,L,16,26,61.5,158,0,37,118,3.2,1,0,3,3
North Texas,2001-09-01,1,,Texas Christian,L,3,12,25.0,23,0,34,106,3.1,0,1,0,1
Oklahoma,2001-09-01,2,@,Air Force,W,14,31,45.2,161,2,35,237,6.8,2,2,1,3
Oklahoma State,2001-09-01,1,@,Southern Mississippi,L,26,38,68.4,294,0,26,45,1.7,0,4,0,4
Ole Miss,2001-09-01,1,,Murray State,W,23,31,74.2,303,5,41,196,4.8,1,1,0,1
Oregon,2001-09-01,1,,Wisconsin,W,23,49,46.9,279,3,34,135,4.0,1,0,2,2
Penn State,2001-09-01,1,,Miami (FL),L,13,31,41.9,241,1,33,82,2.5,0,1,2,3
Pitt,2001-09-01,1,,East Tennessee State,W,19,28,67.9,185,1,35,229,6.5,3,0,0,0
Rice,2001-09-01,1,@,Houston,W,6,12,50.0,42,1,69,354,5.1,2,0,0,0
San Jose State,2001-09-01,1,@,Southern California,L,20,37,54.1,213,0,30,115,3.8,1,1,2,3
SMU,2001-09-01,1,@,Louisiana Tech,L,25,54,46.3,216,0,32,70,2.2,0,2,1,3
South Carolina,2001-09-01,1,,Boise State,W,18,26,69.2,220,1,41,172,4.2,2,1,0,1
Southern Mississippi,2001-09-01,1,,Oklahoma State,W,22,36,61.1,277,1,40,57,1.4,1,0,0,0
Syracuse,2001-09-01,2,@,Tennessee,L,6,21,28.6,115,1,42,75,1.8,0,2,1,3
Tennessee,2001-09-01,1,,Syracuse,W,14,27,51.9,136,1,39,197,5.1,3,2,1,3
Texas,2001-09-01,1,,New Mexico State,W,21,38,55.3,228,2,45,171,3.8,2,0,0,0
Texas A&M,2001-09-01,1,,McNeese State,W,24,40,60.0,254,1,35,120,3.4,3,1,1,2
Texas Christian,2001-09-01,2,@,North Texas,W,10,16,62.5,92,1,46,106,2.3,0,1,1,2
Troy,2001-09-01,1,@,Nebraska,L,15,36,41.7,190,1,35,-25,-0.7,1,1,2,3
Tulane,2001-09-01,2,@,Louisiana State,L,25,47,53.2,343,2,26,48,1.8,0,2,1,3
UCF,2001-09-01,1,@,Clemson,L,29,47,61.7,297,0,22,35,1.6,2,1,0,1
UCLA,2001-09-01,1,@,Alabama,W,8,22,36.4,123,1,38,168,4.4,1,0,0,0
USC,2001-09-01,1,,San Jose State,W,21,28,75.0,213,0,33,165,5.0,3,0,1,1
Utah,2001-09-01,1,,Utah State,W,16,33,48.5,147,0,46,213,4.6,2,1,0,1
Utah State,2001-09-01,1,@,Utah,L,23,43,53.5,231,1,21,70,3.3,0,2,3,5
UTEP,2001-09-01,1,@,New Mexico,L,19,32,59.4,223,1,27,-53,-2.0,0,3,2,5
Virginia,2001-09-01,2,,Richmond,W,26,37,70.3,242,2,43,110,2.6,0,1,1,2
Virginia Tech,2001-09-01,1,,Connecticut,W,21,30,70.0,323,3,46,283,6.2,4,0,0,0
Wake Forest,2001-09-01,1,@,East Carolina,W,9,16,56.3,161,1,69,290,4.2,1,1,0,1
West Virginia,2001-09-01,1,@,Boston College,L,22,40,55.0,240,0,40,76,1.9,1,2,3,5
Wisconsin,2001-09-01,2,@,Oregon,L,16,32,50.0,231,2,32,157,4.9,2,1,1,2
Wyoming,2001-09-01,1,,Furman,W,30,48,62.5,331,0,39,91,2.3,1,0,0,0
Cincinnati,2001-09-02,1,,Purdue,L,21,36,58.3,220,2,35,87,2.5,0,0,3,3
Fresno State,2001-09-02,2,,Oregon State,W,21,34,61.8,340,4,34,122,3.6,1,0,0,0
Oregon State,2001-09-02,1,@,Fresno State,L,21,36,58.3,296,2,30,27,0.9,1,0,1,1
Purdue,2001-09-02,1,@,Cincinnati,W,14,25,56.0,117,0,38,153,4.0,2,1,0,1
Memphis,2001-09-03,1,@,Mississippi State,L,10,17,58.8,76,1,46,86,1.9,0,2,0,2
Mississippi State,2001-09-03,1,,Memphis,W,12,22,54.5,174,2,41,179,4.4,1,3,1,4
Indiana,2001-09-06,1,@,North Carolina State,L,19,33,57.6,170,1,34,106,3.1,1,2,0,2
North Carolina State,2001-09-06,1,,Indiana,W,22,34,64.7,243,3,35,118,3.4,1,0,0,0
Texas A&M,2001-09-06,2,@,Wyoming,W,30,42,71.4,341,1,42,166,4.0,3,0,1,1
Wyoming,2001-09-06,2,,Texas A&M,L,11,26,42.3,171,1,32,102,3.2,1,0,2,2
Northwestern,2001-09-07,1,@,Nevada-Las Vegas,W,24,49,49.0,224,2,49,187,3.8,3,1,0,1
UNLV,2001-09-07,2,,Northwestern,L,18,39,46.2,304,2,41,149,3.6,2,1,1,2
Air Force,2001-09-08,2,,Tennessee Tech,W,12,17,70.6,167,2,48,212,4.4,4,1,0,1
Akron,2001-09-08,2,@,Ohio State,L,15,32,46.9,134,1,33,114,3.5,0,1,0,1
Alabama,2001-09-08,2,@,Vanderbilt,W,10,17,58.8,128,0,43,229,5.3,0,0,0,0
Arizona,2001-09-08,2,,Idaho,W,21,35,60.0,310,2,36,181,5.0,3,1,0,1
Arizona State,2001-09-08,1,,San Diego State,W,27,36,75.0,271,4,39,154,3.9,0,1,0,1
Arkansas,2001-09-08,2,,Tennessee,L,8,16,50.0,73,0,26,19,0.7,0,0,2,2
Arkansas State,2001-09-08,2,@,Baylor,L,12,29,41.4,106,0,40,66,1.7,0,4,1,5
Army,2001-09-08,1,,Cincinnati,L,19,30,63.3,203,1,31,160,5.2,2,3,1,4
Auburn,2001-09-08,2,,Mississippi,W,15,19,78.9,142,0,52,194,3.7,3,1,1,2
Ball State,2001-09-08,2,@,Kentucky,L,19,35,54.3,170,2,51,257,5.0,0,0,0,0
Baylor,2001-09-08,1,,Arkansas State,W,14,31,45.2,192,1,45,175,3.9,1,1,1,2
Boise State,2001-09-08,2,,Washington State,L,18,38,47.4,316,3,31,54,1.7,0,0,3,3
Boston College,2001-09-08,2,@,Stanford,L,17,41,41.5,202,3,36,130,3.6,0,0,2,2
Bowling Green State,2001-09-08,2,,Buffalo,W,15,26,57.7,133,1,50,184,3.7,4,0,0,0
Brigham Young,2001-09-08,3,@,California,W,19,28,67.9,295,3,35,193,5.5,3,0,0,0
Buffalo,2001-09-08,2,@,Bowling Green State,L,16,38,42.1,162,0,24,43,1.8,0,1,2,3
California,2001-09-08,2,,Brigham Young,L,23,38,60.5,291,2,36,120,3.3,0,2,1,3
Central Michigan,2001-09-08,2,@,Michigan State,L,18,36,50.0,122,1,40,165,4.1,0,1,2,3
Cincinnati,2001-09-08,2,@,Army,W,32,44,72.7,333,3,43,138,3.2,0,1,0,1
Clemson,2001-09-08,2,,Wofford,W,26,37,70.3,283,2,41,200,4.9,2,1,2,3
Colorado,2001-09-08,3,,San Jose State,W,19,31,61.3,297,2,55,263,4.8,4,0,0,0
Colorado State,2001-09-08,2,,Nevada,W,11,20,55.0,235,2,39,182,4.7,3,2,1,3
Connecticut,2001-09-08,2,,Eastern Washington,L,9,21,42.9,104,0,40,90,2.3,2,0,1,1
Duke,2001-09-08,2,@,Rice,L,15,26,57.7,189,1,42,139,3.3,1,2,1,3
East Carolina,2001-09-08,2,@,Tulane,W,11,22,50.0,220,1,45,319,7.1,4,0,0,0
Eastern Michigan,2001-09-08,2,@,Maryland,L,15,30,50.0,100,0,29,24,0.8,0,0,2,2
Florida,2001-09-08,2,,Louisiana-Monroe,W,33,49,67.3,432,4,31,168,5.4,3,2,1,3
Florida State,2001-09-08,2,,Alabama-Birmingham,W,15,23,65.2,246,1,41,135,3.3,2,0,0,0
Fresno State,2001-09-08,3,@,Wisconsin,W,22,38,57.9,240,2,46,174,3.8,0,0,1,1
Georgia,2001-09-08,2,,South Carolina,L,21,35,60.0,169,0,39,113,2.9,0,0,2,2
Georgia Tech,2001-09-08,3,@,Navy,W,15,19,78.9,291,3,54,270,5.0,6,0,1,1
Hawaii,2001-09-08,1,,Montana,W,31,54,57.4,435,2,28,90,3.2,2,1,2,3
Idaho,2001-09-08,2,@,Arizona,L,30,49,61.2,366,4,37,113,3.1,0,1,1,2
Illinois,2001-09-08,2,,Northern Illinois,W,17,34,50.0,241,2,37,102,2.8,0,0,0,0
Iowa,2001-09-08,2,,Miami (OH),W,22,32,68.8,270,4,40,141,3.5,1,0,1,1
Iowa State,2001-09-08,1,,Northern Iowa,W,9,18,50.0,88,0,45,249,5.5,6,1,0,1
Kansas,2001-09-08,2,,UCLA,L,12,33,36.4,156,0,36,86,2.4,2,1,2,3
Kansas State,2001-09-08,1,@,Southern California,W,7,16,43.8,26,0,57,340,6.0,1,1,1,2
Kent State,2001-09-08,2,,Bucknell,W,10,26,38.5,145,2,44,212,4.8,2,1,0,1
Kentucky,2001-09-08,2,,Ball State,W,15,22,68.2,215,2,28,146,5.2,2,1,0,1
Louisiana,2001-09-08,2,@,Minnesota,L,18,35,51.4,126,1,26,30,1.2,0,1,0,1
Louisiana Tech,2001-09-08,2,@,Oklahoma State,L,29,54,53.7,286,1,26,13,0.5,0,1,2,3
Louisiana-Monroe,2001-09-08,2,@,Florida,L,11,26,42.3,78,0,21,27,1.3,1,1,0,1
Louisville,2001-09-08,3,,Western Carolina,W,14,25,56.0,218,0,32,176,5.5,3,1,0,1
LSU,2001-09-08,2,,Utah State,W,13,24,54.2,229,0,43,275,6.4,4,3,0,3
Marshall,2001-09-08,2,,Massachusetts,W,21,32,65.6,331,5,32,214,6.7,2,1,1,2
Maryland,2001-09-08,2,,Eastern Michigan,W,16,25,64.0,196,1,52,280,5.4,6,1,0,1
Memphis,2001-09-08,2,,Chattanooga,W,20,29,69.0,198,3,43,245,5.7,3,0,0,0
Miami (FL),2001-09-08,2,,Rutgers,W,14,26,53.8,315,2,42,227,5.4,4,1,1,2
Miami (OH),2001-09-08,2,@,Iowa,L,10,20,50.0,223,2,38,165,4.3,1,1,2,3
Michigan,2001-09-08,2,@,Washington,L,26,45,57.8,248,2,37,124,3.4,0,0,2,2
Michigan State,2001-09-08,1,,Central Michigan,W,18,29,62.1,290,3,49,196,4.0,2,2,1,3
Middle Tennessee State,2001-09-08,2,,Troy,W,20,28,71.4,328,2,55,313,5.7,6,1,1,2
Minnesota,2001-09-08,2,,Louisiana,W,15,28,53.6,202,2,61,331,5.4,3,1,1,2
Missouri,2001-09-08,2,,,W,13,26,50.0,103,2,51,238,4.7,2,2,0,2
Navy,2001-09-08,2,,Georgia Tech,L,11,26,42.3,111,0,40,106,2.7,1,3,2,5
Nebraska,2001-09-08,3,,Notre Dame,W,6,9,66.7,88,1,52,182,3.5,2,2,0,2
Nevada,2001-09-08,2,@,Colorado State,L,26,46,56.5,273,1,36,138,3.8,1,1,3,4
New Mexico,2001-09-08,2,@,Texas Tech,L,11,24,45.8,122,1,47,210,4.5,3,1,0,1
New Mexico State,2001-09-08,3,,Oregon State,L,15,29,51.7,206,1,43,161,3.7,2,1,0,1
North Carolina,2001-09-08,3,@,Texas,L,10,30,33.3,116,0,38,95,2.5,2,0,3,3
North Texas,2001-09-08,2,@,Oklahoma,L,12,26,46.2,180,1,39,117,3.0,0,1,2,3
Northern Illinois,2001-09-08,2,@,Illinois,L,17,44,38.6,159,1,44,214,4.9,0,0,2,2
Notre Dame,2001-09-08,1,@,Nebraska,L,16,32,50.0,119,0,30,43,1.4,1,2,2,4
Ohio,2001-09-08,2,@,West Virginia,L,5,8,62.5,87,0,58,223,3.8,0,2,0,2
Ohio State,2001-09-08,1,,Akron,W,17,29,58.6,289,2,56,236,4.2,2,2,1,3
Oklahoma,2001-09-08,3,,North Texas,W,29,42,69.0,353,2,29,190,6.6,3,2,1,3
Oklahoma State,2001-09-08,2,,Louisiana Tech,W,11,22,50.0,137,0,48,165,3.4,2,2,1,3
Ole Miss,2001-09-08,2,@,Auburn,L,24,39,61.5,265,1,23,50,2.2,2,3,1,4
Oregon,2001-09-08,2,,Utah,W,18,28,64.3,270,2,32,107,3.3,1,0,0,0
Oregon State,2001-09-08,2,@,New Mexico State,W,16,27,59.3,207,0,46,217,4.7,3,0,1,1
Pitt,2001-09-08,2,,South Florida,L,30,51,58.8,371,3,29,12,0.4,1,2,1,3
Rice,2001-09-08,2,,Duke,W,11,18,61.1,116,0,57,154,2.7,2,1,0,1
Rutgers,2001-09-08,2,@,Miami (FL),L,9,22,40.9,62,0,40,64,1.6,0,5,1,6
San Diego State,2001-09-08,2,@,Arizona State,L,10,29,34.5,102,0,35,88,2.5,1,1,1,2
San Jose State,2001-09-08,2,@,Colorado,L,22,41,53.7,180,1,27,125,4.6,1,0,2,2
SMU,2001-09-08,2,,Texas Christian,L,14,30,46.7,109,1,30,39,1.3,0,2,1,3
South Carolina,2001-09-08,2,@,Georgia,W,19,29,65.5,193,1,36,43,1.2,1,1,0,1
South Florida,2001-09-08,2,@,Pittsburgh,W,37,65,56.9,343,4,32,100,3.1,1,1,1,2
Stanford,2001-09-08,1,,Boston College,W,15,30,50.0,232,4,43,160,3.7,1,1,0,1
Syracuse,2001-09-08,3,,Central Florida,W,9,18,50.0,155,0,53,205,3.9,3,0,1,1
Temple,2001-09-08,2,,Toledo,L,13,31,41.9,166,1,22,-27,-1.2,0,2,3,5
Tennessee,2001-09-08,2,@,Arkansas,W,13,17,76.5,136,0,55,183,3.3,1,1,0,1
Texas,2001-09-08,2,,North Carolina,W,17,37,45.9,167,0,35,159,4.5,3,2,0,2
Texas Christian,2001-09-08,3,@,Southern Methodist,W,13,21,61.9,119,0,47,171,3.6,3,1,2,3
Texas Tech,2001-09-08,1,,New Mexico,W,30,49,61.2,364,3,28,62,2.2,0,0,2,2
Toledo,2001-09-08,2,@,Temple,W,17,28,60.7,231,2,49,179,3.7,2,0,3,3
Troy,2001-09-08,2,@,Middle Tennessee State,L,25,42,59.5,268,2,27,61,2.3,0,0,2,2
Tulane,2001-09-08,3,,East Carolina,L,29,53,54.7,288,3,38,141,3.7,0,2,2,4
UAB,2001-09-08,2,@,Florida State,L,13,27,48.1,149,0,29,83,2.9,1,1,1,2
UCF,2001-09-08,2,@,Syracuse,L,13,34,38.2,253,1,30,100,3.3,0,1,2,3
UCLA,2001-09-08,2,@,Kansas,W,13,19,68.4,183,1,61,292,4.8,3,3,0,3
USC,2001-09-08,2,,Kansas State,L,16,36,44.4,197,0,30,100,3.3,1,1,0,1
Utah,2001-09-08,2,@,Oregon,L,25,51,49.0,252,0,35,121,3.5,1,0,1,1
Utah State,2001-09-08,2,@,Louisiana State,L,30,52,57.7,235,1,24,91,3.8,1,2,2,4
UTEP,2001-09-08,2,,Texas Southern,W,10,28,35.7,122,1,51,305,6.0,5,0,2,2
Vanderbilt,2001-09-08,2,,Alabama,L,17,35,48.6,253,0,35,143,4.1,0,1,0,1
Virginia Tech,2001-09-08,2,,Western Michigan,W,14,26,53.8,156,1,58,271,4.7,3,2,0,2
Wake Forest,2001-09-08,2,,Appalachian State,W,12,19,63.2,174,1,55,209,3.8,1,3,0,3
Washington,2001-09-08,1,,Michigan,W,13,22,59.1,199,0,35,69,2.0,0,0,0,0
Washington State,2001-09-08,2,@,Boise State,W,24,35,68.6,380,4,39,110,2.8,1,1,0,1
West Virginia,2001-09-08,2,,Ohio,W,14,26,53.8,139,0,49,211,4.3,2,0,0,0
Western Michigan,2001-09-08,2,@,Virginia Tech,L,15,31,48.4,132,0,23,34,1.5,0,0,1,1
Wisconsin,2001-09-08,3,,Fresno State,L,13,31,41.9,246,1,34,128,3.8,1,0,2,2
Mississippi State,2001-09-20,2,,South Carolina,L,27,46,58.7,261,1,34,119,3.5,1,1,1,2
Nebraska,2001-09-20,4,,Rice,W,12,15,80.0,205,3,53,292,5.5,4,0,0,0
Rice,2001-09-20,3,@,Nebraska,L,8,25,32.0,169,0,47,196,4.2,0,0,2,2
South Carolina,2001-09-20,3,@,Mississippi State,W,7,16,43.8,60,0,46,238,5.2,1,0,0,0
Akron,2001-09-22,3,@,Purdue,L,15,25,60.0,133,1,47,133,2.8,1,1,2,3
Alabama,2001-09-22,3,,Arkansas,W,9,16,56.3,133,1,34,116,3.4,1,2,0,2
Arizona,2001-09-22,3,,Nevada-Las Vegas,W,19,34,55.9,256,3,37,184,5.0,1,2,0,2
Arizona State,2001-09-22,2,@,Stanford,L,23,47,48.9,418,3,23,86,3.7,0,1,2,3
Arkansas,2001-09-22,3,@,Alabama,L,22,40,55.0,209,0,46,106,2.3,1,2,2,4
Arkansas State,2001-09-22,3,,Jacksonville State,L,11,27,40.7,191,3,21,142,6.8,1,0,2,2
Army,2001-09-22,2,@,Alabama-Birmingham,L,21,36,58.3,191,0,21,46,2.2,0,2,4,6
Auburn,2001-09-22,3,@,Syracuse,L,13,23,56.5,172,1,40,182,4.6,1,4,1,5
Ball State,2001-09-22,3,,Northern Iowa,L,20,32,62.5,271,2,56,235,4.2,3,2,1,3
Baylor,2001-09-22,2,,New Mexico,W,26,47,55.3,223,1,37,72,1.9,0,1,2,3
Boise State,2001-09-22,3,,Texas-El Paso,W,8,13,61.5,155,3,53,224,4.2,3,2,0,2
Boston College,2001-09-22,3,@,Navy,W,19,26,73.1,247,4,44,232,5.3,1,0,0,0
Bowling Green State,2001-09-22,3,,Temple,W,18,35,51.4,194,2,28,54,1.9,1,1,2,3
Buffalo,2001-09-22,3,@,Connecticut,W,23,41,56.1,237,1,45,149,3.3,3,2,0,2
California,2001-09-22,3,@,Washington State,L,20,49,40.8,296,2,27,71,2.6,0,2,2,4
Central Michigan,2001-09-22,3,,Toledo,L,25,42,59.5,280,3,41,118,2.9,1,1,2,3
Cincinnati,2001-09-22,3,@,Miami (OH),L,22,37,59.5,206,0,25,77,3.1,2,0,1,1
Clemson,2001-09-22,3,,Virginia,L,25,34,73.5,251,0,51,182,3.6,3,1,2,3
Colorado,2001-09-22,4,,Kansas,W,12,25,48.0,186,1,48,338,7.0,2,0,1,1
Colorado State,2001-09-22,3,,San Diego State,L,11,30,36.7,119,1,29,93,3.2,0,0,1,1
Connecticut,2001-09-22,3,,Buffalo,L,7,22,31.8,106,1,35,115,3.3,0,0,3,3
Duke,2001-09-22,3,,Northwestern,L,17,36,47.2,171,1,32,137,4.3,0,0,4,4
East Carolina,2001-09-22,3,,William & Mary,W,12,24,50.0,245,3,29,199,6.9,2,1,1,2
Eastern Michigan,2001-09-22,3,,Indiana State,L,16,33,48.5,179,1,31,89,2.9,0,0,0,0
Florida,2001-09-22,3,@,Kentucky,W,25,40,62.5,397,5,32,168,5.3,1,3,0,3
Florida State,2001-09-22,3,@,North Carolina,L,9,25,36.0,136,1,37,88,2.4,0,4,1,5
Fresno State,2001-09-22,4,@,Tulsa,W,22,29,75.9,314,3,33,199,6.0,1,0,1,1
Hawaii,2001-09-22,2,@,Nevada,L,25,38,65.8,303,2,20,45,2.3,0,0,1,1
Houston,2001-09-22,2,,Texas,L,20,33,60.6,364,3,30,68,2.3,1,2,1,3
Idaho,2001-09-22,3,@,Washington,L,12,28,42.9,120,0,34,130,3.8,0,0,2,2
Illinois,2001-09-22,3,,Louisville,W,18,39,46.2,301,2,42,203,4.8,1,0,2,2
Indiana,2001-09-22,2,,Utah,L,13,23,56.5,157,1,44,229,5.2,3,0,1,1
Iowa State,2001-09-22,2,@,Ohio,W,15,28,53.6,250,0,53,308,5.8,4,0,2,2
Kansas,2001-09-22,3,@,Colorado,L,12,25,48.0,165,1,44,113,2.6,0,0,0,0
Kansas State,2001-09-22,2,,New Mexico State,W,11,19,57.9,251,2,53,277,5.2,6,0,1,1
Kent State,2001-09-22,3,@,West Virginia,L,13,33,39.4,117,1,42,176,4.2,1,1,2,3
