School,Date,G,Loc,Opponent,WL,Total TD opp,Points Against
Purdue,2008-09-27,4,@,Notre Dame,L,5,38
Rice,2008-09-27,5,,North Texas,W,3,20
Rutgers,2008-09-27,4,,Morgan State,W,0,0
San Diego State,2008-09-27,4,,Idaho,W,2,17
San Jose State,2008-09-27,5,@,Hawaii,W,2,17
South Carolina,2008-09-27,5,,Alabama-Birmingham,W,1,13
South Florida,2008-09-27,5,@,North Carolina State,W,1,10
Stanford,2008-09-27,5,@,Washington,W,4,28
Syracuse,2008-09-27,5,,Pittsburgh,L,3,34
Temple,2008-09-27,5,,Western Michigan,L,1,7
Tennessee,2008-09-27,4,@,Auburn,L,2,14
Texas,2008-09-27,4,,Arkansas,W,1,10
Texas A&M,2008-09-27,4,,Army,W,2,17
Texas Christian,2008-09-27,5,@,Oklahoma,L,5,35
Toledo,2008-09-27,4,,Florida International,L,5,35
Troy,2008-09-27,4,@,Oklahoma State,L,7,55
Tulsa,2008-09-27,4,,Central Arkansas,W,4,34
UAB,2008-09-27,5,@,South Carolina,L,2,26
UCF,2008-09-27,4,@,Texas-El Paso,L,7,58
UCLA,2008-09-27,4,,Fresno State,L,5,36
UNLV,2008-09-27,5,,Nevada,L,7,49
Utah,2008-09-27,5,,Weber State,W,3,21
UTEP,2008-09-27,4,,Central Florida,W,2,13
Virginia,2008-09-27,4,@,Duke,L,4,31
Virginia Tech,2008-09-27,5,@,Nebraska,W,4,30
Wake Forest,2008-09-27,4,,Navy,L,3,24
Washington,2008-09-27,4,,Stanford,L,5,35
Washington State,2008-09-27,5,,Oregon,L,9,63
West Virginia,2008-09-27,4,,Marshall,W,0,3
Western Kentucky,2008-09-27,5,@,Kentucky,L,5,41
Western Michigan,2008-09-27,5,@,Temple,W,0,3
Wisconsin,2008-09-27,4,@,Michigan,L,4,27
Wyoming,2008-09-27,5,,Bowling Green State,L,6,45
Florida Atlantic,2008-09-30,5,@,Middle Tennessee State,L,2,14
Middle Tennessee State,2008-09-30,5,,Florida Atlantic,W,1,13
Boise State,2008-10-01,4,,Louisiana Tech,W,0,3
Louisiana Tech,2008-10-01,4,@,Boise State,L,5,38
Memphis,2008-10-02,6,@,Alabama-Birmingham,W,4,30
Oregon State,2008-10-02,5,@,Utah,L,3,31
Pitt,2008-10-02,5,@,South Florida,W,3,21
South Florida,2008-10-02,6,,Pittsburgh,L,3,26
UAB,2008-10-02,6,,Memphis,L,4,33
Utah,2008-10-02,6,,Oregon State,W,4,28
Brigham Young,2008-10-03,5,@,Utah State,W,2,14
Cincinnati,2008-10-03,5,@,Marshall,W,1,10
Marshall,2008-10-03,6,,Cincinnati,L,4,33
Utah State,2008-10-03,5,,Brigham Young,L,4,34
Air Force,2008-10-04,5,,Navy,L,3,33
Akron,2008-10-04,6,@,Kent State,W,3,27
Alabama,2008-10-04,6,,Kentucky,W,2,14
Arizona,2008-10-04,5,,Washington,W,2,14
Arizona State,2008-10-04,5,@,California,L,3,24
Arkansas,2008-10-04,5,,Florida,L,5,38
Army,2008-10-04,5,@,Tulane,W,2,13
Auburn,2008-10-04,6,@,Vanderbilt,L,2,14
Ball State,2008-10-04,6,@,Toledo,W,0,0
Baylor,2008-10-04,5,,Oklahoma,L,7,49
Boston College,2008-10-04,5,@,North Carolina State,W,4,31
Bowling Green State,2008-10-04,5,,Eastern Michigan,L,3,24
California,2008-10-04,5,,Arizona State,W,2,14
Colorado,2008-10-04,5,,Texas,L,5,38
Colorado State,2008-10-04,5,,Nevada-Las Vegas,W,4,28
Connecticut,2008-10-04,6,@,North Carolina,L,5,38
Duke,2008-10-04,5,@,Georgia Tech,L,3,27
Eastern Michigan,2008-10-04,6,@,Bowling Green State,W,3,21
Florida,2008-10-04,5,@,Arkansas,W,1,7
Florida International,2008-10-04,5,@,North Texas,W,1,10
Florida State,2008-10-04,5,@,Miami (FL),W,4,39
Fresno State,2008-10-04,5,,Hawaii,L,3,32
Georgia Tech,2008-10-04,5,,Duke,W,0,0
Hawaii,2008-10-04,5,@,Fresno State,W,3,29
Idaho,2008-10-04,6,,Nevada,L,7,49
Illinois,2008-10-04,5,@,Michigan,W,3,20
Indiana,2008-10-04,5,@,Minnesota,L,1,16
Iowa,2008-10-04,6,@,Michigan State,L,1,16
Iowa State,2008-10-04,5,,Kansas,L,5,35
Kansas,2008-10-04,5,@,Iowa State,W,4,33
Kansas State,2008-10-04,5,,Texas Tech,L,8,58
Kent State,2008-10-04,6,,Akron,L,3,30
Kentucky,2008-10-04,5,@,Alabama,L,2,17
Louisiana,2008-10-04,5,@,Louisiana-Monroe,W,4,35
Louisiana-Monroe,2008-10-04,5,,Louisiana,L,6,44
Maryland,2008-10-04,6,@,Virginia,L,4,31
Miami (FL),2008-10-04,5,,Florida State,L,5,41
Miami (OH),2008-10-04,5,,Temple,L,4,28
Michigan,2008-10-04,5,,Illinois,L,6,45
Michigan State,2008-10-04,6,,Iowa,W,1,13
Minnesota,2008-10-04,6,,Indiana,W,1,7
Missouri,2008-10-04,5,@,Nebraska,W,2,17
Navy,2008-10-04,6,@,Air Force,W,3,27
Nebraska,2008-10-04,5,,Missouri,L,7,52
Nevada,2008-10-04,5,@,Idaho,W,2,14
New Mexico,2008-10-04,6,,Wyoming,W,0,0
New Mexico State,2008-10-04,4,,Alcorn State,W,1,10
North Carolina,2008-10-04,5,,Connecticut,W,1,12
North Carolina State,2008-10-04,6,,Boston College,L,5,38
North Texas,2008-10-04,5,,Florida International,L,6,42
Northern Illinois,2008-10-04,5,@,Tennessee,L,1,13
Notre Dame,2008-10-04,5,,Stanford,W,3,21
Ohio,2008-10-04,6,@,Western Michigan,L,5,41
Ohio State,2008-10-04,6,@,Wisconsin,W,2,17
Oklahoma,2008-10-04,5,@,Baylor,W,2,17
Oklahoma State,2008-10-04,5,,Texas A&M,W,4,28
Ole Miss,2008-10-04,6,,South Carolina,L,4,31
Oregon,2008-10-04,6,@,Southern California,L,5,44
Penn State,2008-10-04,6,@,Purdue,W,1,6
Purdue,2008-10-04,5,,Penn State,L,2,20
Rice,2008-10-04,6,@,Tulsa,L,9,63
Rutgers,2008-10-04,5,@,West Virginia,L,3,24
San Diego State,2008-10-04,5,@,Texas Christian,L,5,41
SMU,2008-10-04,6,@,Central Florida,L,4,31
South Carolina,2008-10-04,6,@,Mississippi,W,3,24
Southern Mississippi,2008-10-04,5,,Texas-El Paso,L,5,40
Stanford,2008-10-04,6,@,Notre Dame,L,4,28
Temple,2008-10-04,6,@,Miami (OH),W,1,10
Tennessee,2008-10-04,5,,Northern Illinois,W,0,9
Texas,2008-10-04,5,@,Colorado,W,2,14
Texas A&M,2008-10-04,5,@,Oklahoma State,L,8,56
Texas Christian,2008-10-04,6,,San Diego State,W,1,7
Texas Tech,2008-10-04,5,@,Kansas State,W,4,28
Toledo,2008-10-04,5,,Ball State,L,4,31
Tulane,2008-10-04,5,,Army,L,6,44
Tulsa,2008-10-04,5,,Rice,W,4,28
UCF,2008-10-04,5,,Southern Methodist,W,2,17
UCLA,2008-10-04,5,,Washington State,W,0,3
UNLV,2008-10-04,6,@,Colorado State,L,5,41
USC,2008-10-04,4,,Oregon,W,1,10
UTEP,2008-10-04,5,@,Southern Mississippi,W,4,37
Vanderbilt,2008-10-04,5,,Auburn,W,2,13
Virginia,2008-10-04,5,,Maryland,W,0,0
Virginia Tech,2008-10-04,6,,Western Kentucky,W,1,13
Washington,2008-10-04,5,@,Arizona,L,6,48
Washington State,2008-10-04,6,@,UCLA,L,4,28
West Virginia,2008-10-04,5,,Rutgers,W,2,17
Western Kentucky,2008-10-04,6,@,Virginia Tech,L,3,27
Western Michigan,2008-10-04,6,,Ohio,W,3,20
Wisconsin,2008-10-04,5,,Ohio State,L,2,20
Wyoming,2008-10-04,6,@,New Mexico,L,3,24
Florida Atlantic,2008-10-07,6,,Troy,L,3,30
Troy,2008-10-07,5,@,Florida Atlantic,W,2,17
Clemson,2008-10-09,6,@,Wake Forest,L,1,12
Houston,2008-10-09,6,,Alabama-Birmingham,W,2,20
UAB,2008-10-09,7,@,Houston,L,6,45
Wake Forest,2008-10-09,5,,Clemson,W,1,7
Louisville,2008-10-10,5,@,Memphis,W,4,28
Memphis,2008-10-10,7,,Louisville,L,5,35
Air Force,2008-10-11,6,@,San Diego State,W,1,10
Akron,2008-10-11,7,,Bowling Green State,L,5,37
Arizona,2008-10-11,6,@,Stanford,L,3,24
Arizona State,2008-10-11,6,@,Southern California,L,4,28
Arkansas,2008-10-11,6,@,Auburn,W,2,22
Arkansas State,2008-10-11,6,,Louisiana-Monroe,W,4,29
Army,2008-10-11,6,,Eastern Michigan,W,1,13
Auburn,2008-10-11,7,,Arkansas,L,3,25
Ball State,2008-10-11,7,@,Western Kentucky,W,1,7
Baylor,2008-10-11,6,,Iowa State,W,1,10
Boise State,2008-10-11,5,@,Southern Mississippi,W,1,7
Bowling Green State,2008-10-11,6,@,Akron,W,4,33
Brigham Young,2008-10-11,6,,New Mexico,W,0,3
Buffalo,2008-10-11,6,,Western Michigan,L,4,34
Central Michigan,2008-10-11,6,,Temple,W,2,14
Cincinnati,2008-10-11,6,,Rutgers,W,1,10
Colorado,2008-10-11,6,@,Kansas,L,4,30
Colorado State,2008-10-11,6,,Texas Christian,L,2,13
East Carolina,2008-10-11,6,@,Virginia,L,5,35
Eastern Michigan,2008-10-11,7,@,Army,L,2,17
Florida,2008-10-11,6,,Louisiana State,W,3,21
Florida International,2008-10-11,6,,Middle Tennessee State,W,2,21
Fresno State,2008-10-11,6,,Idaho,W,4,32
Georgia,2008-10-11,6,,Tennessee,W,2,14
Georgia Tech,2008-10-11,6,,Gardner-Webb,W,1,7
Hawaii,2008-10-11,6,,Louisiana Tech,W,2,14
Idaho,2008-10-11,7,@,Fresno State,L,6,45
Illinois,2008-10-11,6,,Minnesota,L,4,27
Indiana,2008-10-11,6,,Iowa,L,6,45
Iowa,2008-10-11,7,@,Indiana,W,1,9
Iowa State,2008-10-11,6,@,Baylor,L,5,38
Kansas,2008-10-11,6,,Colorado,W,2,14
Kansas State,2008-10-11,6,@,Texas A&M,W,4,30
Kent State,2008-10-11,7,,Ohio,L,2,26
Kentucky,2008-10-11,6,,South Carolina,L,3,24
Louisiana,2008-10-11,6,@,North Texas,W,3,30
Louisiana Tech,2008-10-11,5,@,Hawaii,L,3,24
Louisiana-Monroe,2008-10-11,6,@,Arkansas State,L,4,37
LSU,2008-10-11,5,@,Florida,L,6,51
Miami (FL),2008-10-11,6,,Central Florida,W,2,14
Miami (OH),2008-10-11,6,@,Northern Illinois,L,2,17
Michigan,2008-10-11,6,,Toledo,L,1,13
Michigan State,2008-10-11,7,@,Northwestern,W,2,20
Middle Tennessee State,2008-10-11,6,@,Florida International,L,4,31
Minnesota,2008-10-11,7,@,Illinois,W,2,20
Mississippi State,2008-10-11,6,,Vanderbilt,W,2,14
Missouri,2008-10-11,6,,Oklahoma State,L,4,28
Nebraska,2008-10-11,6,@,Texas Tech,L,5,37
Nevada,2008-10-11,6,,New Mexico State,L,6,48
New Mexico,2008-10-11,7,@,Brigham Young,L,3,21
New Mexico State,2008-10-11,5,@,Nevada,W,6,45
North Carolina,2008-10-11,6,,Notre Dame,W,3,24
North Texas,2008-10-11,6,,Louisiana,L,8,59
Northern Illinois,2008-10-11,6,,Miami (OH),W,1,13
Northwestern,2008-10-11,6,,Michigan State,L,4,37
Notre Dame,2008-10-11,6,@,North Carolina,L,3,29
Ohio,2008-10-11,7,@,Kent State,W,3,19
Ohio State,2008-10-11,7,,Purdue,W,0,3
Oklahoma,2008-10-11,6,N,Texas,L,5,45
Oklahoma State,2008-10-11,6,@,Missouri,W,3,23
Oregon,2008-10-11,7,,UCLA,W,3,24
Oregon State,2008-10-11,6,,Washington State,W,2,13
Penn State,2008-10-11,7,@,Wisconsin,W,1,7
Purdue,2008-10-11,6,@,Ohio State,L,1,16
Rutgers,2008-10-11,6,@,Cincinnati,L,1,13
San Diego State,2008-10-11,6,,Air Force,L,5,35
San Jose State,2008-10-11,6,,Utah State,W,1,7
SMU,2008-10-11,7,,Tulsa,L,4,37
South Carolina,2008-10-11,7,@,Kentucky,W,2,17
Southern Mississippi,2008-10-11,6,,Boise State,L,3,24
Stanford,2008-10-11,7,,Arizona,W,2,23
Syracuse,2008-10-11,6,@,West Virginia,L,2,17
Temple,2008-10-11,7,@,Central Michigan,L,3,24
Tennessee,2008-10-11,6,@,Georgia,L,2,26
Texas,2008-10-11,6,N,Oklahoma,W,5,35
Texas A&M,2008-10-11,6,,Kansas State,L,6,44
Texas Christian,2008-10-11,7,@,Colorado State,W,1,7
Texas Tech,2008-10-11,6,,Nebraska,W,4,31
Toledo,2008-10-11,6,@,Michigan,W,1,10
Tulane,2008-10-11,6,@,Texas-El Paso,L,3,24
Tulsa,2008-10-11,6,@,Southern Methodist,W,4,31
UCF,2008-10-11,6,@,Miami (FL),L,2,20
UCLA,2008-10-11,6,@,Oregon,L,4,31
USC,2008-10-11,5,,Arizona State,W,0,0
Utah,2008-10-11,7,@,Wyoming,W,1,7
Utah State,2008-10-11,6,@,San Jose State,L,4,30
UTEP,2008-10-11,6,,Tulane,W,3,21
Vanderbilt,2008-10-11,6,@,Mississippi State,L,2,17
Virginia,2008-10-11,6,,East Carolina,W,2,20
Washington State,2008-10-11,7,@,Oregon State,L,9,66
West Virginia,2008-10-11,6,,Syracuse,W,0,6
Western Kentucky,2008-10-11,7,,Ball State,L,3,24
Western Michigan,2008-10-11,7,@,Buffalo,W,4,28
Wisconsin,2008-10-11,6,,Penn State,L,6,48
Wyoming,2008-10-11,7,,Utah,L,5,40
Brigham Young,2008-10-16,7,@,Texas Christian,L,4,32
Florida State,2008-10-16,6,@,North Carolina State,W,2,17
North Carolina State,2008-10-16,7,,Florida State,L,2,26
Texas Christian,2008-10-16,8,,Brigham Young,W,1,7
Boise State,2008-10-17,6,,Hawaii,W,1,7
Hawaii,2008-10-17,7,@,Boise State,L,3,27
Air Force,2008-10-18,7,@,Nevada-Las Vegas,W,4,28
Akron,2008-10-18,8,@,Eastern Michigan,W,5,35
Alabama,2008-10-18,7,,Mississippi,W,2,20
Arizona,2008-10-18,7,,California,W,3,27
Arkansas,2008-10-18,7,@,Kentucky,L,3,21
Arkansas State,2008-10-18,7,@,Louisiana,L,4,28
Army,2008-10-18,7,@,Buffalo,L,3,27
Baylor,2008-10-18,7,@,Oklahoma State,L,4,34
Boston College,2008-10-18,6,,Virginia Tech,W,2,23
Bowling Green State,2008-10-18,7,,Miami (OH),L,3,27
Buffalo,2008-10-18,7,,Army,W,3,24
California,2008-10-18,6,@,Arizona,L,6,42
Central Michigan,2008-10-18,7,,Western Michigan,W,4,28
Clemson,2008-10-18,7,,Georgia Tech,L,3,21
Colorado,2008-10-18,7,,Kansas State,W,1,13
Colorado State,2008-10-18,7,@,Utah,L,7,49
Connecticut,2008-10-18,7,@,Rutgers,L,1,12
Duke,2008-10-18,6,,Miami (FL),L,7,49
East Carolina,2008-10-18,7,,Memphis,W,1,10
Eastern Michigan,2008-10-18,8,,Akron,L,5,42
Florida Atlantic,2008-10-18,7,@,Western Kentucky,W,2,20
Florida International,2008-10-18,7,@,Troy,L,4,33
Georgia,2008-10-18,7,,Vanderbilt,W,2,14
Georgia Tech,2008-10-18,7,@,Clemson,W,2,17
Houston,2008-10-18,7,@,Southern Methodist,W,5,38
Idaho,2008-10-18,8,@,Louisiana Tech,L,5,46
Illinois,2008-10-18,7,,Indiana,W,1,13
Indiana,2008-10-18,7,@,Illinois,L,8,55
Iowa,2008-10-18,8,,Wisconsin,W,1,16
Iowa State,2008-10-18,7,,Nebraska,L,5,35
Kansas,2008-10-18,7,@,Oklahoma,L,6,45
Kansas State,2008-10-18,7,@,Colorado,L,2,14
Kentucky,2008-10-18,7,,Arkansas,W,2,20
Louisiana,2008-10-18,7,,Arkansas State,W,2,23
Louisiana Tech,2008-10-18,6,,Idaho,W,2,14
Louisiana-Monroe,2008-10-18,7,,North Texas,W,2,23
Louisville,2008-10-18,6,,Middle Tennessee State,W,3,23
LSU,2008-10-18,6,@,South Carolina,W,2,17
Marshall,2008-10-18,7,@,Alabama-Birmingham,L,3,23
Maryland,2008-10-18,7,,Wake Forest,W,0,0
Memphis,2008-10-18,8,@,East Carolina,L,4,30
Miami (FL),2008-10-18,7,@,Duke,W,4,31
Miami (OH),2008-10-18,7,@,Bowling Green State,W,2,20
Michigan,2008-10-18,7,@,Penn State,L,5,46
Michigan State,2008-10-18,8,,Ohio State,L,6,45
Middle Tennessee State,2008-10-18,7,@,Louisville,L,6,42
Mississippi State,2008-10-18,7,@,Tennessee,L,4,34
Missouri,2008-10-18,7,@,Texas,L,8,56
Navy,2008-10-18,7,,Pittsburgh,L,6,42
Nebraska,2008-10-18,7,@,Iowa State,W,1,7
Nevada,2008-10-18,7,,Utah State,W,2,17
New Mexico,2008-10-18,8,,San Diego State,W,1,7
New Mexico State,2008-10-18,6,,San Jose State,L,4,31
North Carolina,2008-10-18,7,@,Virginia,L,2,16
North Texas,2008-10-18,7,@,Louisiana-Monroe,L,5,35
Northern Illinois,2008-10-18,7,,Toledo,W,1,7
Northwestern,2008-10-18,7,,Purdue,W,3,26
Ohio State,2008-10-18,8,@,Michigan State,W,1,7
Oklahoma,2008-10-18,7,,Kansas,W,4,31
Oklahoma State,2008-10-18,7,,Baylor,W,1,6
Ole Miss,2008-10-18,7,@,Alabama,L,3,24
Oregon State,2008-10-18,7,@,Washington,W,1,13
Penn State,2008-10-18,8,,Michigan,W,2,17
Pitt,2008-10-18,6,@,Navy,W,3,21
Purdue,2008-10-18,7,@,Northwestern,L,6,48
Rice,2008-10-18,7,,Southern Mississippi,W,6,40
Rutgers,2008-10-18,7,,Connecticut,W,1,10
San Diego State,2008-10-18,7,@,New Mexico,L,10,70
San Jose State,2008-10-18,7,@,New Mexico State,W,2,14
SMU,2008-10-18,8,,Houston,L,6,44
South Carolina,2008-10-18,8,,Louisiana State,L,3,24
South Florida,2008-10-18,7,,Syracuse,W,1,13
Southern Mississippi,2008-10-18,7,@,Rice,L,6,45
Stanford,2008-10-18,8,@,UCLA,L,2,23
Syracuse,2008-10-18,7,@,South Florida,L,6,45
Tennessee,2008-10-18,7,,Mississippi State,W,0,3
Texas,2008-10-18,7,,Missouri,W,4,31
Texas A&M,2008-10-18,7,,Texas Tech,L,6,43
Texas Tech,2008-10-18,7,@,Texas A&M,W,2,25
Toledo,2008-10-18,7,@,Northern Illinois,L,5,38
Troy,2008-10-18,6,,Florida International,W,3,23
Tulsa,2008-10-18,7,,Texas-El Paso,W,5,35
UAB,2008-10-18,8,,Marshall,W,3,21
UCLA,2008-10-18,7,,Stanford,W,2,20
UNLV,2008-10-18,7,,Air Force,L,3,29
USC,2008-10-18,6,@,Washington State,W,0,0
Utah,2008-10-18,8,,Colorado State,W,1,16
Utah State,2008-10-18,7,@,Nevada,L,6,44
UTEP,2008-10-18,7,@,Tulsa,L,11,77
Vanderbilt,2008-10-18,7,@,Georgia,L,3,24
Virginia,2008-10-18,7,,North Carolina,W,1,13
Virginia Tech,2008-10-18,7,@,Boston College,L,4,28
Wake Forest,2008-10-18,6,@,Maryland,L,2,26
Washington,2008-10-18,6,,Oregon State,L,4,34
Washington State,2008-10-18,8,,Southern California,L,10,69
Western Kentucky,2008-10-18,8,,Florida Atlantic,L,3,24
Western Michigan,2008-10-18,8,@,Central Michigan,L,5,38
Wisconsin,2008-10-18,7,@,Iowa,L,5,38
Ohio,2008-10-21,8,@,Temple,L,2,14
Temple,2008-10-21,8,,Ohio,W,1,10
Air Force,2008-10-23,8,,New Mexico,W,1,10
Auburn,2008-10-23,8,@,West Virginia,L,4,34
New Mexico,2008-10-23,9,@,Air Force,L,2,23
West Virginia,2008-10-23,7,,Auburn,W,2,17
Boise State,2008-10-24,7,@,San Jose State,W,2,16
San Jose State,2008-10-24,8,,Boise State,L,4,33
Alabama,2008-10-25,8,@,Tennessee,W,1,9
Arizona,2008-10-25,8,,Southern California,L,2,17
Arizona State,2008-10-25,7,,Oregon,L,7,54
Arkansas,2008-10-25,8,,Mississippi,L,2,23
Army,2008-10-25,8,,Louisiana Tech,W,1,7
Ball State,2008-10-25,8,,Eastern Michigan,W,2,16
Baylor,2008-10-25,8,@,Nebraska,L,4,32
Boston College,2008-10-25,7,@,North Carolina,L,6,45
Bowling Green State,2008-10-25,8,@,Northern Illinois,L,1,16
Brigham Young,2008-10-25,8,,Nevada-Las Vegas,W,5,35
California,2008-10-25,7,,UCLA,W,2,20
Central Michigan,2008-10-25,8,@,Toledo,W,2,23
Cincinnati,2008-10-25,7,@,Connecticut,L,4,40
Colorado,2008-10-25,8,@,Missouri,L,7,58
Colorado State,2008-10-25,8,@,San Diego State,W,4,34
Connecticut,2008-10-25,8,,Cincinnati,W,1,16
Duke,2008-10-25,7,@,Vanderbilt,W,1,7
Eastern Michigan,2008-10-25,9,@,Ball State,L,5,38
Florida,2008-10-25,7,,Kentucky,W,0,5
Florida Atlantic,2008-10-25,8,@,Louisiana-Monroe,W,4,28
Florida State,2008-10-25,7,,Virginia Tech,W,2,20
Fresno State,2008-10-25,7,@,Utah State,W,3,28
Georgia,2008-10-25,8,@,Louisiana State,W,5,38
Georgia Tech,2008-10-25,8,,Virginia,L,3,24
Hawaii,2008-10-25,8,,Nevada,W,4,31
Idaho,2008-10-25,9,,New Mexico State,W,2,14
Illinois,2008-10-25,8,@,Wisconsin,L,3,27
Indiana,2008-10-25,8,,Northwestern,W,2,19
Iowa State,2008-10-25,8,,Texas A&M,L,7,49
Kansas,2008-10-25,8,,Texas Tech,L,9,63
Kansas State,2008-10-25,8,,Oklahoma,L,8,58
Kent State,2008-10-25,8,@,Miami (OH),W,3,21
Kentucky,2008-10-25,8,@,Florida,L,9,63
Louisiana Tech,2008-10-25,7,@,Army,L,2,14
Louisiana-Monroe,2008-10-25,8,,Florida Atlantic,L,3,29
Louisville,2008-10-25,7,,South Florida,W,2,20
LSU,2008-10-25,7,,Georgia,L,7,52
Maryland,2008-10-25,8,,North Carolina State,W,3,24
Memphis,2008-10-25,9,,Southern Mississippi,W,4,30
Miami (FL),2008-10-25,8,,Wake Forest,W,1,10
Miami (OH),2008-10-25,8,,Kent State,L,7,54
Michigan,2008-10-25,8,,Michigan State,L,5,35
Michigan State,2008-10-25,9,@,Michigan,W,3,21
Middle Tennessee State,2008-10-25,8,@,Mississippi State,L,4,31
Minnesota,2008-10-25,8,@,Purdue,W,0,6
Mississippi State,2008-10-25,8,,Middle Tennessee State,W,2,22
Missouri,2008-10-25,8,,Colorado,W,0,0
Navy,2008-10-25,8,,Southern Methodist,W,1,7
Nebraska,2008-10-25,8,,Baylor,W,3,20
Nevada,2008-10-25,8,@,Hawaii,L,5,38
New Mexico State,2008-10-25,7,@,Idaho,L,2,20
North Carolina,2008-10-25,8,,Boston College,W,3,24
North Carolina State,2008-10-25,8,@,Maryland,L,3,27
North Texas,2008-10-25,8,,Troy,L,6,45
Northern Illinois,2008-10-25,8,,Bowling Green State,W,1,13
Northwestern,2008-10-25,8,@,Indiana,L,3,21
Notre Dame,2008-10-25,7,@,Washington,W,1,7
Ohio State,2008-10-25,9,,Penn State,L,1,13
Oklahoma,2008-10-25,8,@,Kansas State,W,5,35
Oklahoma State,2008-10-25,8,@,Texas,L,4,28
Ole Miss,2008-10-25,8,@,Arkansas,W,3,21
Oregon,2008-10-25,8,@,Arizona State,W,3,20
Penn State,2008-10-25,9,@,Ohio State,W,0,6
Pitt,2008-10-25,7,,Rutgers,L,8,54
Purdue,2008-10-25,8,,Minnesota,L,2,17
Rice,2008-10-25,8,@,Tulane,W,2,17
Rutgers,2008-10-25,8,@,Pittsburgh,W,4,34
San Diego State,2008-10-25,8,,Colorado State,L,5,38
SMU,2008-10-25,9,@,Navy,L,5,34
South Florida,2008-10-25,8,@,Louisville,L,3,24
Southern Mississippi,2008-10-25,8,@,Memphis,L,5,36
Tennessee,2008-10-25,8,,Alabama,L,3,29
Texas,2008-10-25,8,,Oklahoma State,W,3,24
Texas A&M,2008-10-25,8,@,Iowa State,W,4,35
Texas Christian,2008-10-25,9,,Wyoming,W,1,7
Texas Tech,2008-10-25,8,@,Kansas,W,3,21
Toledo,2008-10-25,8,,Central Michigan,L,3,24
Troy,2008-10-25,7,@,North Texas,W,2,17
Tulane,2008-10-25,7,,Rice,L,6,42
UCLA,2008-10-25,8,@,California,L,5,41
UNLV,2008-10-25,8,@,Brigham Young,L,5,42
USC,2008-10-25,7,@,Arizona,W,1,10
Utah State,2008-10-25,8,,Fresno State,L,3,30
Vanderbilt,2008-10-25,8,,Duke,L,1,10
Virginia,2008-10-25,8,@,Georgia Tech,W,2,17
Virginia Tech,2008-10-25,8,@,Florida State,L,3,30
Wake Forest,2008-10-25,7,@,Miami (FL),L,1,16
Washington,2008-10-25,7,,Notre Dame,L,4,33
Wisconsin,2008-10-25,8,,Illinois,W,2,17
Wyoming,2008-10-25,8,@,Texas Christian,L,7,54
Tulsa,2008-10-26,8,,Central Florida,W,2,19
UCF,2008-10-26,7,@,Tulsa,L,7,49
Buffalo,2008-10-28,8,@,Ohio,W,3,19
Houston,2008-10-28,8,@,Marshall,L,4,37
Marshall,2008-10-28,8,,Houston,W,3,23
Ohio,2008-10-28,9,,Buffalo,L,4,32
Cincinnati,2008-10-30,8,,South Florida,W,1,10
South Florida,2008-10-30,9,@,Cincinnati,L,3,24
Air Force,2008-11-01,9,@,Army,W,1,7
Alabama,2008-11-01,9,,Arkansas State,W,0,0
Arizona State,2008-11-01,8,@,Oregon State,L,3,27
Arkansas,2008-11-01,9,,Tulsa,W,3,23
Arkansas State,2008-11-01,8,@,Alabama,L,5,35
Army,2008-11-01,9,,Air Force,L,1,16
Auburn,2008-11-01,9,@,Mississippi,L,2,17
Baylor,2008-11-01,9,,Missouri,L,4,31
Boise State,2008-11-01,8,@,New Mexico State,W,0,0
Boston College,2008-11-01,8,,Clemson,L,3,27
Bowling Green State,2008-11-01,9,,Kent State,W,4,30
Brigham Young,2008-11-01,9,@,Colorado State,W,6,42
California,2008-11-01,8,,Oregon,W,2,16
Central Michigan,2008-11-01,9,@,Indiana,W,5,34
Clemson,2008-11-01,8,@,Boston College,W,3,21
Colorado,2008-11-01,9,@,Texas A&M,L,3,24
Colorado State,2008-11-01,9,,Brigham Young,L,6,45
Connecticut,2008-11-01,9,,West Virginia,L,5,35
Duke,2008-11-01,8,@,Wake Forest,L,3,33
Eastern Michigan,2008-11-01,10,@,Western Michigan,L,4,31
Florida,2008-11-01,8,N,Georgia,W,1,10
Florida International,2008-11-01,8,@,Louisiana,L,7,49
Florida State,2008-11-01,8,@,Georgia Tech,L,4,31
Fresno State,2008-11-01,8,@,Louisiana Tech,L,5,38
Georgia,2008-11-01,9,N,Florida,L,7,49
Georgia Tech,2008-11-01,9,,Florida State,W,3,28
Hawaii,2008-11-01,9,@,Utah State,L,3,30
Idaho,2008-11-01,10,,San Jose State,L,3,30
Illinois,2008-11-01,9,,Iowa,W,2,24
Indiana,2008-11-01,9,,Central Michigan,L,5,37
Iowa,2008-11-01,9,@,Illinois,L,3,27
Iowa State,2008-11-01,9,@,Oklahoma State,L,8,59
Kansas,2008-11-01,9,,Kansas State,W,3,21
Kansas State,2008-11-01,9,@,Kansas,L,7,52
Kent State,2008-11-01,9,@,Bowling Green State,L,6,45
Kentucky,2008-11-01,9,@,Mississippi State,W,2,13
Louisiana,2008-11-01,8,,Florida International,W,3,20
Louisiana Tech,2008-11-01,8,,Fresno State,W,5,35
Louisiana-Monroe,2008-11-01,9,,Troy,W,4,30
Louisville,2008-11-01,8,@,Syracuse,L,4,28
LSU,2008-11-01,8,,Tulane,W,1,10
Miami (FL),2008-11-01,9,@,Virginia,W,2,17
