School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Pass Int,Turnovers
Wake Forest,2015-09-12,2,@,Syracuse,L,30,45,66.7,373,1,32,46,1.4,1,7,2,0,3,3
Washington,2015-09-12,2,,Sacramento State,W,17,25,68.0,326,2,36,218,6.1,5,8,1,1,0,1
Washington State,2015-09-12,2,@,Rutgers,W,47,66,71.2,478,4,16,81,5.1,0,5,1,0,0,0
West Virginia,2015-09-12,2,,Liberty,W,27,32,84.4,313,3,45,172,3.8,2,5,,0,0,0
Western Michigan,2015-09-12,2,@,Georgia Southern,L,24,36,66.7,227,2,26,25,1.0,0,4,,1,3,4
Wisconsin,2015-09-12,2,,Miami (OH),W,23,36,63.9,263,4,45,188,4.2,3,9,3,0,1,1
Wyoming,2015-09-12,2,,Eastern Michigan,L,6,17,35.3,32,0,58,430,7.4,4,5,,1,0,1
Clemson,2015-09-17,3,@,Louisville,W,21,30,70.0,199,2,40,202,5.1,0,7,5,0,2,2
Louisville,2015-09-17,3,,Clemson,L,20,35,57.1,253,0,28,19,0.7,1,4,1,0,2,2
Arizona State,2015-09-18,3,,New Mexico,W,22,37,59.5,317,3,30,132,4.4,1,7,2,1,0,1
Boise State,2015-09-18,3,,Idaho State,W,22,28,78.6,254,1,58,344,5.9,6,4,1,0,0,0
Boston College,2015-09-18,3,,Florida State,L,5,15,33.3,56,0,43,139,3.2,0,8,2,1,1,2
Florida State,2015-09-18,3,@,Boston College,W,15,24,62.5,119,1,33,98,3.0,0,9,2,0,0,0
New Mexico,2015-09-18,3,@,Arizona State,L,12,29,41.4,111,0,47,184,3.9,1,5,1,0,1,1
Air Force,2015-09-19,3,@,Michigan State,L,6,9,66.7,149,1,51,279,5.5,2,8,3,2,1,3
Akron,2015-09-19,3,,Savannah State,W,18,33,54.5,335,2,47,291,6.2,5,3,1,0,2,2
Alabama,2015-09-19,3,,Mississippi,L,32,59,54.2,288,3,42,215,5.1,2,6,2,2,3,5
Arizona,2015-09-19,3,,Northern Arizona,W,26,39,66.7,293,4,41,499,12.2,7,9,5,0,0,0
Arkansas,2015-09-19,3,,Texas Tech,L,16,21,76.2,196,2,43,228,5.3,1,3,,1,1,2
Arkansas State,2015-09-19,3,,Missouri State,W,23,26,88.5,280,3,46,344,7.5,6,7,1,1,0,1
Army,2015-09-19,3,,Wake Forest,L,2,3,66.7,54,0,54,186,3.4,2,7,2,0,0,0
Auburn,2015-09-19,3,@,Louisiana State,L,11,19,57.9,100,2,37,160,4.3,1,1,,1,1,2
Ball State,2015-09-19,3,@,Eastern Michigan,W,24,33,72.7,194,1,52,278,5.3,3,6,2,1,0,1
Bowling Green State,2015-09-19,3,,Memphis,L,28,45,62.2,443,4,29,136,4.7,2,8,2,0,0,0
Brigham Young,2015-09-19,3,@,UCLA,L,30,47,63.8,244,1,41,161,3.9,1,2,,0,1,1
Buffalo,2015-09-19,3,@,Florida Atlantic,W,10,20,50.0,105,0,45,185,4.1,1,9,4,0,1,1
California,2015-09-19,3,@,Texas,W,27,37,73.0,268,3,41,280,6.8,3,4,2,2,0,2
Central Michigan,2015-09-19,3,@,Syracuse,L,37,51,72.5,430,2,40,90,2.3,1,7,1,1,1,2
Charlotte,2015-09-19,3,@,Middle Tennessee State,L,13,33,39.4,102,0,38,117,3.1,1,9,2,3,4,7
Cincinnati,2015-09-19,3,@,Miami (OH),W,22,40,55.0,263,1,54,282,5.2,3,4,,2,2,4
Colorado,2015-09-19,3,N,Colorado State,W,15,29,51.7,220,2,32,125,3.9,0,2,,0,0,0
Colorado State,2015-09-19,3,N,Colorado,L,25,39,64.1,282,1,49,218,4.4,2,4,,0,2,2
Connecticut,2015-09-19,3,@,Missouri,L,17,28,60.7,156,0,33,77,2.3,1,10,1,1,1,2
Duke,2015-09-19,3,,Northwestern,L,24,39,61.5,150,0,35,177,5.1,1,9,1,2,1,3
East Carolina,2015-09-19,3,@,Navy,L,36,49,73.5,325,3,21,80,3.8,0,1,,1,1,2
Eastern Michigan,2015-09-19,3,,Ball State,L,19,39,48.7,196,0,22,123,5.6,2,5,2,0,2,2
Florida,2015-09-19,3,@,Kentucky,W,13,22,59.1,125,0,37,120,3.2,2,10,6,0,1,1
Florida Atlantic,2015-09-19,3,,Buffalo,L,26,56,46.4,385,2,34,105,3.1,0,5,1,3,2,5
Florida International,2015-09-19,3,,North Carolina Central,W,22,36,61.1,242,3,46,248,5.4,2,4,2,1,1,2
Fresno State,2015-09-19,3,,Utah,L,17,35,48.6,241,3,29,124,4.3,0,5,,2,0,2
Georgia,2015-09-19,3,,South Carolina,W,24,25,96.0,330,3,38,246,6.5,4,4,1,1,0,1
Georgia Southern,2015-09-19,3,,Citadel,W,12,19,63.2,101,0,49,383,7.8,6,4,1,1,0,1
Georgia State,2015-09-19,3,@,Oregon,L,25,40,62.5,318,3,36,113,3.1,1,7,1,2,2,4
Georgia Tech,2015-09-19,3,@,Notre Dame,L,8,24,33.3,121,2,47,216,4.6,1,5,1,1,0,1
Hawaii,2015-09-19,3,,California-Davis,W,17,24,70.8,272,2,31,193,6.2,3,5,,1,0,1
Idaho,2015-09-19,3,,Wofford,W,25,34,73.5,334,1,43,198,4.6,3,8,,0,2,2
Illinois,2015-09-19,3,@,North Carolina,L,19,38,50.0,172,0,45,227,5.0,2,5,,0,1,1
Indiana,2015-09-19,3,,Western Kentucky,W,20,27,74.1,355,3,59,284,4.8,1,2,,1,0,1
Iowa,2015-09-19,3,,Pittsburgh,W,27,40,67.5,258,0,29,105,3.6,3,4,2,0,1,1
Iowa State,2015-09-19,3,@,Toledo,L,26,43,60.5,274,1,49,207,4.2,1,6,,1,0,1
Kansas State,2015-09-19,3,,Louisiana Tech,W,15,26,57.7,195,3,45,160,3.6,1,7,5,1,0,1
Kent State,2015-09-19,3,@,Minnesota,L,10,28,35.7,63,0,31,79,2.5,0,9,2,0,0,0
Kentucky,2015-09-19,3,,Florida,L,8,24,33.3,126,0,41,115,2.8,0,3,2,0,2,2
Louisiana Tech,2015-09-19,3,@,Kansas State,L,30,51,58.8,314,1,38,137,3.6,2,6,1,2,0,2
LSU,2015-09-19,3,,Auburn,W,12,17,70.6,74,1,48,411,8.6,5,6,5,0,0,0
Marshall,2015-09-19,3,,Norfolk State,W,25,34,73.5,279,4,43,216,5.0,2,7,1,1,1,2
Maryland,2015-09-19,3,,South Florida,W,21,34,61.8,297,4,34,114,3.4,1,11,6,0,3,3
Massachusetts,2015-09-19,2,,Temple,L,29,55,52.7,393,3,25,45,1.8,0,9,2,1,1,2
Memphis,2015-09-19,3,@,Bowling Green State,W,29,40,72.5,386,3,50,155,3.1,2,6,4,0,0,0
Miami (FL),2015-09-19,3,,Nebraska,W,25,42,59.5,379,2,33,132,4.0,1,7,2,0,1,1
Miami (OH),2015-09-19,3,,Cincinnati,L,14,34,41.2,228,4,41,220,5.4,0,9,2,0,1,1
Michigan,2015-09-19,3,,Nevada-Las Vegas,W,14,25,56.0,123,1,39,254,6.5,3,9,2,0,1,1
Michigan State,2015-09-19,3,,Air Force,W,15,23,65.2,247,4,42,77,1.8,0,5,,0,0,0
Middle Tennessee State,2015-09-19,3,,Charlotte,W,24,29,82.8,379,5,49,316,6.4,4,6,3,2,0,2
Minnesota,2015-09-19,3,,Kent State,W,17,27,63.0,184,1,44,104,2.4,0,5,1,1,2,3
Mississippi State,2015-09-19,3,,Northwestern State,W,16,18,88.9,372,4,37,275,7.4,5,13,4,2,0,2
Missouri,2015-09-19,3,,Connecticut,W,20,31,64.5,185,0,34,85,2.5,1,9,3,1,1,2
Navy,2015-09-19,2,,East Carolina,W,4,7,57.1,41,0,75,415,5.5,6,4,2,0,0,0
Nebraska,2015-09-19,3,@,Miami (FL),L,21,45,46.7,309,4,32,153,4.8,0,4,1,0,3,3
Nevada,2015-09-19,3,@,Texas A&M,L,16,29,55.2,206,2,45,153,3.4,1,4,3,0,1,1
New Mexico State,2015-09-19,3,,Texas-El Paso,L,14,28,50.0,285,3,35,266,7.6,2,4,,0,1,1
North Carolina,2015-09-19,3,,Illinois,W,19,26,73.1,217,3,37,254,6.9,2,3,,0,1,1
North Carolina State,2015-09-19,3,@,Old Dominion,W,18,27,66.7,179,1,52,256,4.9,4,6,2,0,0,0
North Texas,2015-09-19,2,,Rice,L,19,35,54.3,303,2,27,175,6.5,1,7,4,2,1,3
Northern Illinois,2015-09-19,3,@,Ohio State,L,14,31,45.2,80,0,43,110,2.6,1,1,,0,2,2
Northwestern,2015-09-19,3,@,Duke,W,9,23,39.1,70,0,54,201,3.7,1,0,,0,2,2
Notre Dame,2015-09-19,3,,Georgia Tech,W,21,30,70.0,242,1,32,215,6.7,3,6,1,1,1,2
Ohio,2015-09-19,3,,Southeastern Louisiana,W,18,27,66.7,346,2,31,115,3.7,3,3,3,0,1,1
Ohio State,2015-09-19,3,,Northern Illinois,W,16,29,55.2,136,1,37,162,4.4,0,7,4,2,3,5
Oklahoma,2015-09-19,3,,Tulsa,W,32,38,84.2,487,4,47,286,6.1,3,2,1,2,0,2
Oklahoma State,2015-09-19,3,,Texas-San Antonio,W,19,26,73.1,312,3,40,217,5.4,3,7,3,1,0,1
Old Dominion,2015-09-19,3,,North Carolina State,L,11,23,47.8,151,2,21,-3,-0.1,0,5,2,0,0,0
Ole Miss,2015-09-19,3,@,Alabama,W,18,33,54.5,341,3,32,92,2.9,2,8,1,0,0,0
Oregon,2015-09-19,3,,Georgia State,W,23,31,74.2,228,2,53,311,5.9,3,11,4,1,0,1
Oregon State,2015-09-19,3,,San Jose State,W,13,25,52.0,135,1,46,303,6.6,3,5,1,1,1,2
Penn State,2015-09-19,3,,Rutgers,W,10,19,52.6,141,0,41,330,8.0,4,9,5,0,1,1
Pitt,2015-09-19,3,@,Iowa,L,21,31,67.7,227,2,27,55,2.0,0,4,1,0,2,2
Purdue,2015-09-19,3,,Virginia Tech,L,12,35,34.3,121,0,29,144,5.0,2,10,2,1,2,3
Rice,2015-09-19,3,@,North Texas,W,29,39,74.4,373,3,51,189,3.7,2,3,2,0,0,0
Rutgers,2015-09-19,3,@,Penn State,L,27,42,64.3,251,0,32,43,1.3,0,5,,1,2,3
San Diego State,2015-09-19,3,,South Alabama,L,13,27,48.1,165,2,38,140,3.7,1,5,,1,0,1
San Jose State,2015-09-19,3,@,Oregon State,L,20,33,60.6,149,1,36,104,2.9,2,6,,0,2,2
SMU,2015-09-19,3,@,Texas Christian,L,17,31,54.8,330,1,48,178,3.7,3,4,2,0,0,0
South Alabama,2015-09-19,3,@,San Diego State,W,18,36,50.0,270,2,47,241,5.1,2,7,2,0,0,0
South Carolina,2015-09-19,3,@,Georgia,L,10,22,45.5,84,0,39,174,4.5,2,3,,0,1,1
South Florida,2015-09-19,3,@,Maryland,L,10,22,45.5,60,1,50,240,4.8,1,3,,0,2,2
Southern Mississippi,2015-09-19,3,@,Texas State,W,19,27,70.4,333,4,46,280,6.1,4,7,3,1,0,1
Stanford,2015-09-19,3,@,Southern California,W,18,24,75.0,279,2,49,195,4.0,3,3,1,0,0,0
Syracuse,2015-09-19,3,,Central Michigan,W,11,17,64.7,161,2,30,165,5.5,2,11,4,0,1,1
Temple,2015-09-19,3,@,Massachusetts,W,28,49,57.1,391,1,37,67,1.8,1,5,1,1,2,3
Tennessee,2015-09-19,3,,Western Carolina,W,21,29,72.4,237,3,49,210,4.3,2,3,,0,0,0
Texas,2015-09-19,3,,California,L,20,31,64.5,364,0,52,286,5.5,6,4,1,1,1,2
Texas A&M,2015-09-19,3,,Nevada,W,20,36,55.6,302,4,40,233,5.8,1,16,5,1,1,2
Texas Christian,2015-09-19,3,,Southern Methodist,W,21,30,70.0,454,5,41,266,6.5,3,7,3,0,1,1
Texas State,2015-09-19,3,,Southern Mississippi,L,31,46,67.4,310,3,37,281,7.6,1,6,1,0,0,0
Texas Tech,2015-09-19,3,@,Arkansas,W,27,31,87.1,315,2,27,171,6.3,3,3,,0,2,2
Toledo,2015-09-19,3,,Iowa State,W,11,28,39.3,138,1,34,171,5.0,1,13,4,0,1,1
Troy,2015-09-19,3,@,Wisconsin,L,23,35,65.7,174,0,33,81,2.5,0,3,,1,0,1
Tulane,2015-09-19,3,,Maine,W,18,31,58.1,292,1,42,205,4.9,4,7,,1,1,2
Tulsa,2015-09-19,3,@,Oklahoma,L,34,51,66.7,427,4,40,176,4.4,1,7,3,0,0,0
UCF,2015-09-19,3,,Furman,L,14,30,46.7,98,0,42,171,4.1,1,4,2,1,3,4
UCLA,2015-09-19,3,,Brigham Young,W,11,23,47.8,106,1,38,296,7.8,2,5,4,0,3,3
UNLV,2015-09-19,3,@,Michigan,L,14,26,53.8,143,1,36,92,2.6,0,2,,0,2,2
USC,2015-09-19,3,,Stanford,L,25,32,78.1,272,3,28,155,5.5,1,4,3,0,0,0
Utah,2015-09-19,3,@,Fresno State,W,19,26,73.1,159,1,48,221,4.6,2,6,1,2,1,3
Utah State,2015-09-19,3,@,Washington,L,17,33,51.5,171,0,30,83,2.8,1,7,1,0,2,2
UTEP,2015-09-19,3,@,New Mexico State,W,25,34,73.5,273,3,44,269,6.1,3,7,2,1,1,2
UTSA,2015-09-19,3,@,Oklahoma State,L,16,30,53.3,170,1,51,176,3.5,1,4,3,5,2,7
Vanderbilt,2015-09-19,3,,Austin Peay,W,30,39,76.9,394,2,35,147,4.2,4,9,3,1,1,2
Virginia,2015-09-19,3,,William & Mary,W,17,23,73.9,263,3,29,110,3.8,1,6,3,0,2,2
Virginia Tech,2015-09-19,3,@,Purdue,W,16,26,61.5,233,2,56,238,4.3,2,2,2,1,0,1
Wake Forest,2015-09-19,3,@,Army,W,18,33,54.5,175,0,35,171,4.9,2,10,1,0,3,3
Washington,2015-09-19,3,,Utah State,W,22,31,71.0,368,3,35,74,2.1,1,6,,2,1,3
Washington State,2015-09-19,3,,Wyoming,W,37,45,82.2,303,2,20,75,3.8,2,14,5,0,1,1
Western Kentucky,2015-09-19,3,@,Indiana,L,35,46,76.1,484,3,26,84,3.2,2,4,,0,2,2
Western Michigan,2015-09-19,3,,Murray State,W,28,33,84.8,391,4,42,237,5.6,2,8,1,2,0,2
Wisconsin,2015-09-19,3,,Troy,W,13,18,72.2,202,1,35,199,5.7,3,7,3,0,0,0
Wyoming,2015-09-19,3,@,Washington State,L,25,36,69.4,296,2,40,113,2.8,0,7,3,1,1,2
Cincinnati,2015-09-24,4,@,Memphis,L,38,64,59.4,620,4,36,132,3.7,1,4,1,0,3,3
Memphis,2015-09-24,4,,Cincinnati,W,24,36,66.7,412,2,37,158,4.3,4,3,,1,0,1
Boise State,2015-09-25,4,@,Virginia,W,25,38,65.8,358,3,31,89,2.9,1,7,4,0,0,0
Oregon State,2015-09-25,4,,Stanford,L,20,36,55.6,275,1,36,111,3.1,2,3,,1,0,1
Stanford,2015-09-25,4,@,Oregon State,W,9,14,64.3,163,2,48,325,6.8,4,4,1,1,1,2
Virginia,2015-09-25,4,,Boise State,L,16,33,48.5,233,2,33,40,1.2,0,9,4,1,4,5
Akron,2015-09-26,4,@,Louisiana,W,13,29,44.8,238,2,42,220,5.2,3,6,1,0,1,1
Alabama,2015-09-26,4,,Louisiana-Monroe,W,18,32,56.3,166,3,35,137,3.9,1,12,6,0,1,1
Appalachian State,2015-09-26,3,@,Old Dominion,W,12,17,70.6,198,4,56,303,5.4,2,7,1,1,0,1
Arizona,2015-09-26,4,,UCLA,L,10,28,35.7,115,2,59,353,6.0,2,6,2,2,1,3
Arizona State,2015-09-26,4,,Southern California,L,23,44,52.3,272,0,35,182,5.2,2,11,2,3,1,4
Arkansas,2015-09-26,4,N,Texas A&M,L,20,25,80.0,225,1,42,232,5.5,2,5,2,1,1,2
Arkansas State,2015-09-26,4,@,Toledo,L,18,35,51.4,223,0,24,-14,-0.6,0,4,,2,3,5
Army,2015-09-26,4,@,Eastern Michigan,W,5,9,55.6,98,1,71,556,7.8,7,3,,2,1,3
Auburn,2015-09-26,4,,Mississippi State,L,20,28,71.4,188,0,50,201,4.0,0,3,,0,1,1
Ball State,2015-09-26,4,@,Northwestern,L,14,35,40.0,178,2,34,181,5.3,0,6,1,1,0,1
Baylor,2015-09-26,3,,Rice,W,19,25,76.0,366,7,53,427,8.1,3,11,5,1,0,1
Boston College,2015-09-26,4,,Northern Illinois,W,5,14,35.7,92,1,63,234,3.7,1,8,2,0,1,1
Bowling Green State,2015-09-26,4,@,Purdue,W,43,59,72.9,402,1,33,137,4.2,4,7,3,1,1,2
Brigham Young,2015-09-26,4,@,Michigan,L,12,28,42.9,55,0,22,50,2.3,0,7,2,0,0,0
Buffalo,2015-09-26,4,,Nevada,L,28,46,60.9,338,2,35,149,4.3,0,4,1,1,2,3
California,2015-09-26,4,@,Washington,W,24,41,58.5,342,2,51,139,2.7,1,5,5,1,1,2
Central Michigan,2015-09-26,4,@,Michigan State,L,26,39,66.7,285,1,26,55,2.1,0,1,,1,0,1
Charlotte,2015-09-26,4,,Florida Atlantic,L,11,34,32.4,89,0,49,117,2.4,0,9,3,1,6,7
Colorado,2015-09-26,4,,Nicholls State,W,18,31,58.1,278,1,62,358,5.8,5,3,2,1,0,1
Colorado State,2015-09-26,4,@,Texas-San Antonio,W,16,30,53.3,267,3,46,171,3.7,1,6,2,0,0,0
Connecticut,2015-09-26,4,,Navy,L,19,32,59.4,219,2,31,106,3.4,0,1,,1,0,1
Duke,2015-09-26,4,,Georgia Tech,W,17,25,68.0,114,1,36,165,4.6,3,8,2,1,2,3
East Carolina,2015-09-26,4,,Virginia Tech,W,14,20,70.0,228,2,43,182,4.2,3,4,1,1,1,2
Eastern Michigan,2015-09-26,4,,Army,L,27,39,69.2,280,2,25,193,7.7,3,6,1,1,1,2
Florida,2015-09-26,4,,Tennessee,W,23,43,53.5,283,2,28,109,3.9,2,10,3,0,1,1
Florida Atlantic,2015-09-26,4,@,Charlotte,W,14,25,56.0,144,0,48,40,0.8,1,9,5,3,2,5
Florida International,2015-09-26,4,@,Louisiana Tech,L,29,44,65.9,263,1,23,45,2.0,0,8,1,0,0,0
Fresno State,2015-09-26,4,@,San Jose State,L,19,33,57.6,159,2,29,88,3.0,1,8,6,0,1,1
Georgia,2015-09-26,4,,Southern,W,20,24,83.3,271,2,33,261,7.9,4,6,1,1,0,1
Georgia Southern,2015-09-26,4,@,Idaho,W,7,16,43.8,127,0,52,441,8.5,5,2,2,1,1,2
Georgia Tech,2015-09-26,4,@,Duke,L,6,22,27.3,143,1,60,173,2.9,1,3,1,1,1,2
Hawaii,2015-09-26,4,@,Wisconsin,L,16,34,47.1,240,0,18,15,0.8,0,2,1,0,0,0
Houston,2015-09-26,3,,Texas State,W,18,24,75.0,323,4,54,366,6.8,3,6,4,0,0,0
Idaho,2015-09-26,4,,Georgia Southern,L,20,36,55.6,284,2,34,111,3.3,0,6,,0,2,2
Illinois,2015-09-26,4,,Middle Tennessee State,W,29,49,59.2,238,1,39,140,3.6,1,10,3,0,0,0
Indiana,2015-09-26,4,@,Wake Forest,W,19,34,55.9,205,2,52,211,4.1,1,8,6,0,0,0
Iowa,2015-09-26,4,,North Texas,W,19,22,86.4,278,2,43,210,4.9,5,4,3,2,0,2
Kansas,2015-09-26,3,@,Rutgers,L,19,32,59.4,278,0,29,64,2.2,2,2,,0,1,1
Kent State,2015-09-26,4,,Marshall,L,13,34,38.2,189,2,55,247,4.5,2,9,5,1,0,1
Kentucky,2015-09-26,4,,Missouri,W,22,27,81.5,249,2,38,120,3.2,1,4,2,0,0,0
Louisiana,2015-09-26,3,,Akron,L,19,37,51.4,173,1,28,112,4.0,1,3,,2,2,4
Louisiana Tech,2015-09-26,4,,Florida International,W,18,32,56.3,226,1,42,246,5.9,2,7,1,0,0,0
Louisiana-Monroe,2015-09-26,3,@,Alabama,L,20,43,46.5,83,0,31,9,0.3,0,4,2,0,2,2
Louisville,2015-09-26,4,,Samford,W,18,28,64.3,274,2,46,288,6.3,4,5,3,0,2,2
LSU,2015-09-26,4,@,Syracuse,W,8,16,50.0,157,1,42,268,6.4,2,4,1,0,0,0
Marshall,2015-09-26,4,@,Kent State,W,14,36,38.9,151,2,44,126,2.9,2,7,,1,2,3
Maryland,2015-09-26,4,@,West Virginia,L,14,36,38.9,153,1,29,173,6.0,0,8,3,1,5,6
Massachusetts,2015-09-26,3,@,Notre Dame,L,28,48,58.3,302,1,29,148,5.1,3,2,1,0,1,1
Miami (OH),2015-09-26,4,@,Western Kentucky,L,15,28,53.6,168,2,40,123,3.1,0,6,3,1,3,4
Michigan,2015-09-26,4,,Brigham Young,W,14,25,56.0,194,1,51,254,5.0,3,6,3,0,0,0
Michigan State,2015-09-26,4,,Central Michigan,W,11,19,57.9,143,1,36,181,5.0,3,10,4,0,0,0
Middle Tennessee State,2015-09-26,4,@,Illinois,L,29,43,67.4,330,3,37,38,1.0,0,5,2,1,0,1
Minnesota,2015-09-26,4,,Ohio,W,22,31,71.0,264,0,36,204,5.7,3,9,2,1,0,1
Mississippi State,2015-09-26,4,@,Auburn,W,29,41,70.7,270,2,21,56,2.7,0,8,4,1,0,1
Missouri,2015-09-26,4,@,Kentucky,L,18,35,51.4,227,1,33,111,3.4,0,7,2,0,0,0
Navy,2015-09-26,3,@,Connecticut,W,3,5,60.0,40,1,61,303,5.0,3,9,5,0,0,0
Nebraska,2015-09-26,4,,Southern Mississippi,W,23,35,65.7,368,2,39,242,6.2,1,8,4,1,1,2
Nevada,2015-09-26,4,@,Buffalo,W,12,21,57.1,90,0,39,289,7.4,3,3,2,0,0,0
New Mexico,2015-09-26,4,@,Wyoming,W,5,8,62.5,107,1,47,302,6.4,4,10,3,0,0,0
North Carolina,2015-09-26,4,,Delaware,W,23,33,69.7,377,4,35,191,5.5,1,5,,1,0,1
North Carolina State,2015-09-26,4,@,South Alabama,W,21,27,77.8,256,2,41,330,8.0,7,6,2,0,0,0
North Texas,2015-09-26,3,@,Iowa,L,17,43,39.5,173,1,45,183,4.1,0,5,1,1,2,3
Northern Illinois,2015-09-26,4,@,Boston College,L,11,25,44.0,81,0,31,72,2.3,1,10,1,1,1,2
Northwestern,2015-09-26,4,,Ball State,W,18,31,58.1,256,3,57,290,5.1,0,3,,2,1,3
Notre Dame,2015-09-26,4,,Massachusetts,W,18,28,64.3,224,2,51,457,9.0,6,8,2,0,1,1
Ohio,2015-09-26,4,@,Minnesota,L,17,27,63.0,194,2,38,151,4.0,1,4,1,0,0,0
Ohio State,2015-09-26,4,,Western Michigan,W,20,36,55.6,288,2,34,223,6.6,2,4,2,0,2,2
Oklahoma State,2015-09-26,4,@,Texas,W,24,36,66.7,292,2,46,103,2.2,1,12,7,1,2,3
Old Dominion,2015-09-26,4,,Appalachian State,L,16,28,57.1,133,0,21,42,2.0,0,4,1,2,2,4
Ole Miss,2015-09-26,4,,Vanderbilt,W,24,42,57.1,321,1,42,151,3.6,2,7,,0,2,2
Oregon,2015-09-26,4,,Utah,L,14,30,46.7,178,2,40,222,5.6,1,4,,1,2,3
Penn State,2015-09-26,4,,San Diego State,W,22,36,61.1,328,3,34,72,2.1,0,9,5,1,0,1
Purdue,2015-09-26,4,,Bowling Green State,L,30,40,75.0,349,2,38,77,2.0,2,3,2,0,1,1
Rice,2015-09-26,4,@,Baylor,L,11,21,52.4,152,1,45,94,2.1,1,3,,2,0,2
Rutgers,2015-09-26,4,,Kansas,W,18,25,72.0,201,2,58,312,5.4,2,7,3,1,2,3
San Diego State,2015-09-26,4,@,Penn State,L,10,29,34.5,141,1,34,101,3.0,1,10,2,3,0,3
San Jose State,2015-09-26,4,,Fresno State,W,20,23,87.0,252,3,58,291,5.0,3,8,2,1,0,1
SMU,2015-09-26,4,,James Madison,L,18,30,60.0,262,1,44,232,5.3,5,1,,2,0,2
South Alabama,2015-09-26,4,,North Carolina State,L,16,35,45.7,213,1,26,45,1.7,0,4,1,1,2,3
South Carolina,2015-09-26,4,,Central Florida,W,12,25,48.0,184,2,43,216,5.0,1,5,2,1,0,1
Southern Mississippi,2015-09-26,4,@,Nebraska,L,26,42,61.9,447,2,23,11,0.5,2,4,1,1,0,1
Syracuse,2015-09-26,4,,Louisiana State,L,16,38,42.1,154,3,31,127,4.1,0,7,2,0,1,1
Tennessee,2015-09-26,4,@,Florida,L,12,19,63.2,165,1,51,254,5.0,2,6,3,1,0,1
Texas,2015-09-26,4,,Oklahoma State,L,9,17,52.9,119,0,42,171,4.1,1,8,3,0,1,1
Texas A&M,2015-09-26,4,N,Arkansas,W,21,28,75.0,358,2,20,65,3.3,1,2,2,0,0,0
Texas Christian,2015-09-26,4,@,Texas Tech,W,35,56,62.5,503,4,47,247,5.3,3,5,1,0,0,0
Texas State,2015-09-26,4,@,Houston,L,31,50,62.0,302,0,32,99,3.1,2,3,1,2,2,4
Texas Tech,2015-09-26,4,,Texas Christian,L,25,45,55.6,392,2,39,215,5.5,5,5,,0,0,0
Toledo,2015-09-26,4,,Arkansas State,W,25,52,48.1,308,0,46,169,3.7,3,6,6,0,1,1
UCF,2015-09-26,4,@,South Carolina,L,23,38,60.5,204,1,23,26,1.1,1,5,1,0,2,2
UCLA,2015-09-26,4,@,Arizona,W,19,28,67.9,284,2,47,213,4.5,6,5,1,0,0,0
UNLV,2015-09-26,4,,Idaho State,W,10,15,66.7,109,4,54,517,9.6,6,5,1,0,0,0
USC,2015-09-26,4,@,Arizona State,W,20,34,58.8,379,5,32,76,2.4,0,8,3,1,1,2
Utah,2015-09-26,4,@,Oregon,W,20,32,62.5,257,5,42,273,6.5,2,6,5,0,0,0
UTEP,2015-09-26,4,,Incarnate Word,W,20,28,71.4,275,2,31,81,2.6,0,4,4,0,0,0
UTSA,2015-09-26,4,,Colorado State,L,9,18,50.0,153,1,34,279,8.2,3,3,1,0,1,1
Vanderbilt,2015-09-26,4,@,Mississippi,L,23,42,54.8,194,1,43,128,3.0,0,9,3,0,0,0
Virginia Tech,2015-09-26,4,@,East Carolina,L,20,35,57.1,281,1,42,158,3.8,3,11,1,0,1,1
Wake Forest,2015-09-26,4,,Indiana,L,20,48,41.7,264,1,32,99,3.1,2,3,1,0,1,1
Washington,2015-09-26,4,,California,L,17,28,60.7,152,0,27,107,4.0,2,10,5,3,2,5
West Virginia,2015-09-26,3,,Maryland,W,23,37,62.2,297,4,59,304,5.2,2,9,3,1,1,2
Western Kentucky,2015-09-26,4,,Miami (OH),W,34,42,81.0,464,6,32,105,3.3,2,10,3,0,0,0
Western Michigan,2015-09-26,4,@,Ohio State,L,18,33,54.5,169,2,41,169,4.1,0,3,1,0,1,1
Wisconsin,2015-09-26,4,,Hawaii,W,15,25,60.0,186,1,54,326,6.0,3,4,3,0,0,0
Wyoming,2015-09-26,4,,New Mexico,L,30,42,71.4,366,4,30,42,1.4,0,3,,0,2,2
Cincinnati,2015-10-01,5,,Miami (FL),W,22,33,66.7,279,2,34,167,4.9,2,4,1,0,1,1
Miami (FL),2015-10-01,4,@,Cincinnati,L,25,40,62.5,281,0,32,146,4.6,2,5,2,0,0,0
Brigham Young,2015-10-02,5,,Connecticut,W,35,54,64.8,365,2,41,174,4.2,1,7,4,1,2,3
Charlotte,2015-10-02,5,,Temple,L,13,27,48.1,131,0,44,223,5.1,0,3,,0,1,1
Connecticut,2015-10-02,5,@,Brigham Young,L,14,28,50.0,168,1,27,62,2.3,0,4,2,0,2,2
Memphis,2015-10-02,5,@,South Florida,W,20,33,60.6,305,2,39,120,3.1,1,3,,0,0,0
South Florida,2015-10-02,4,,Memphis,L,17,26,65.4,199,1,43,178,4.1,1,6,2,0,1,1
Temple,2015-10-02,4,@,Charlotte,W,11,23,47.8,116,2,45,206,4.6,2,6,,1,0,1
