School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Pass Int,Turnovers
Kansas State,2011-09-03,1,,Eastern Kentucky,W,13,21,61.9,128,1,56,175,3.1,0,10,4,4,1,5
Kent State,2011-09-03,1,@,Alabama,L,20,47,42.6,99,1,23,-9,-0.4,0,7,2,0,1,1
Louisiana,2011-09-03,1,@,Oklahoma State,L,20,37,54.1,212,0,37,108,2.9,2,7,1,1,1,2
Louisiana Tech,2011-09-03,1,@,Southern Mississippi,L,20,36,55.6,176,0,33,68,2.1,1,4,1,0,0,0
Louisiana-Monroe,2011-09-03,1,@,Florida State,L,12,22,54.5,92,0,39,99,2.5,0,4,2,0,1,1
LSU,2011-09-03,1,N,Oregon,W,10,22,45.5,98,1,48,175,3.6,3,6,0,1,0,1
Miami (OH),2011-09-03,1,@,Missouri,L,26,39,66.7,194,0,36,76,2.1,1,7,1,1,1,2
Michigan,2011-09-03,1,,Western Michigan,W,9,13,69.2,98,0,26,190,7.3,3,4,2,0,0,0
Middle Tennessee State,2011-09-03,1,@,Purdue,L,27,47,57.4,330,2,33,130,3.9,1,9,4,0,1,1
Minnesota,2011-09-03,1,@,Southern California,L,14,26,53.8,192,1,34,110,3.2,1,6,0,0,1,1
Missouri,2011-09-03,1,,Miami (OH),W,17,26,65.4,129,1,37,162,4.4,1,5,3,0,1,1
Navy,2011-09-03,1,,Delaware,W,4,7,57.1,46,1,59,391,6.6,4,3,0,0,1,1
Nebraska,2011-09-03,1,,Chattanooga,W,12,25,48.0,135,0,43,229,5.3,4,10,3,2,0,2
New Mexico,2011-09-03,1,,Colorado State,L,20,31,64.5,179,1,48,150,3.1,0,5,2,3,0,3
New Mexico State,2011-09-03,1,,Ohio,L,22,41,53.7,362,2,23,6,0.3,0,2,1,0,1,1
North Carolina,2011-09-03,1,,James Madison,W,22,23,95.7,277,2,35,184,5.3,4,9,5,0,1,1
North Carolina State,2011-09-03,1,,Liberty,W,18,31,58.1,156,1,35,162,4.6,3,8,6,2,0,2
Northern Illinois,2011-09-03,1,,Army,W,15,24,62.5,220,5,47,289,6.1,1,8,1,1,1,2
Northwestern,2011-09-03,1,@,Boston College,W,17,24,70.8,197,0,54,227,4.2,3,8,3,0,1,1
Notre Dame,2011-09-03,1,,South Florida,L,31,49,63.3,391,2,29,117,4.0,1,6,2,2,3,5
Ohio,2011-09-03,1,@,New Mexico State,W,17,30,56.7,211,2,47,241,5.1,3,10,5,1,1,2
Ohio State,2011-09-03,1,,Akron,W,20,28,71.4,293,4,51,224,4.4,2,10,5,1,0,1
Oklahoma,2011-09-03,1,,Tulsa,W,39,54,72.2,417,1,46,246,5.3,5,6,3,1,0,1
Oklahoma State,2011-09-03,1,,Louisiana,W,28,43,65.1,458,4,44,208,4.7,3,7,5,0,3,3
Ole Miss,2011-09-03,1,,Brigham Young,L,16,29,55.2,145,0,28,69,2.5,0,3,1,2,0,2
Oregon,2011-09-03,1,N,Louisiana State,L,31,54,57.4,240,1,28,95,3.4,2,5,1,3,1,4
Oregon State,2011-09-03,1,,Sacramento State,L,19,36,52.8,230,0,43,266,6.2,3,6,2,1,1,2
Penn State,2011-09-03,1,,Indiana State,W,12,20,60.0,114,0,48,245,5.1,5,7,2,0,0,0
Pitt,2011-09-03,1,,Buffalo,W,16,28,57.1,179,1,38,231,6.1,4,6,1,1,0,1
Purdue,2011-09-03,1,,Middle Tennessee State,W,19,35,54.3,220,2,46,200,4.3,1,3,0,1,1,2
Rice,2011-09-03,1,@,Texas,L,15,30,50.0,94,0,30,130,4.3,0,3,2,2,0,2
San Diego State,2011-09-03,1,,Cal Poly,W,15,28,53.6,203,4,49,289,5.9,2,9,2,0,0,0
San Jose State,2011-09-03,1,@,Stanford,L,17,33,51.5,210,0,32,27,0.8,0,5,0,3,0,3
South Carolina,2011-09-03,1,N,East Carolina,W,10,25,40.0,131,1,40,220,5.5,5,3,0,4,0,4
South Florida,2011-09-03,1,@,Notre Dame,W,18,30,60.0,128,1,42,126,3.0,0,5,2,0,0,0
Southern Mississippi,2011-09-03,1,,Louisiana Tech,W,21,38,55.3,226,0,38,153,4.0,1,12,3,1,1,2
Stanford,2011-09-03,1,,San Jose State,W,22,31,71.0,232,3,40,141,3.5,4,7,2,0,0,0
Tennessee,2011-09-03,1,,Montana,W,18,25,72.0,311,3,46,128,2.8,2,6,0,0,0,0
Texas,2011-09-03,1,,Rice,W,15,27,55.6,277,2,48,229,4.8,2,3,0,1,0,1
Texas Tech,2011-09-03,1,,Texas State,W,26,38,68.4,353,4,32,152,4.8,3,6,1,1,0,1
Troy,2011-09-03,1,@,Clemson,L,24,42,57.1,258,1,36,165,4.6,1,8,3,2,1,3
Tulane,2011-09-03,1,,Southeastern Louisiana,W,14,25,56.0,267,3,37,126,3.4,3,8,7,0,0,0
Tulsa,2011-09-03,1,@,Oklahoma,L,18,33,54.5,271,2,31,129,4.2,0,2,0,2,1,3
UCF,2011-09-03,1,,Charleston Southern,W,14,20,70.0,244,0,48,316,6.6,8,8,1,1,0,1
UCLA,2011-09-03,1,@,Houston,L,20,29,69.0,322,2,42,232,5.5,3,4,1,1,0,1
USC,2011-09-03,1,,Minnesota,W,34,45,75.6,304,3,28,67,2.4,0,8,3,1,0,1
Utah State,2011-09-03,1,@,Auburn,L,22,31,71.0,221,0,53,227,4.3,5,5,2,0,0,0
UTEP,2011-09-03,1,,Stony Brook,W,24,38,63.2,365,3,23,36,1.6,1,7,2,2,2,4
Vanderbilt,2011-09-03,1,,Elon,W,16,31,51.6,177,3,24,132,5.5,2,5,2,0,0,0
Virginia,2011-09-03,1,,William & Mary,W,26,36,72.2,256,0,47,240,5.1,4,6,1,0,0,0
Virginia Tech,2011-09-03,1,,Appalachian State,W,15,28,53.6,262,4,45,256,5.7,4,8,1,0,0,0
Washington,2011-09-03,1,,Eastern Washington,W,17,25,68.0,102,3,38,148,3.9,0,5,1,0,0,0
Washington State,2011-09-03,1,,Idaho State,W,21,35,60.0,301,3,36,289,8.0,4,8,6,0,0,0
Western Michigan,2011-09-03,1,@,Michigan,L,22,31,71.0,183,0,25,96,3.8,1,2,0,2,1,3
Wyoming,2011-09-03,1,,Weber State,W,27,42,64.3,294,3,38,169,4.4,2,5,1,0,1,1
Eastern Michigan,2011-09-04,1,,Howard,W,12,21,57.1,115,2,43,326,7.6,3,11,2,0,1,1
Marshall,2011-09-04,1,@,West Virginia,L,15,21,71.4,115,0,23,72,3.1,0,9,1,0,0,0
SMU,2011-09-04,1,@,Texas A&M,L,23,38,60.5,268,1,32,79,2.5,1,1,0,0,2,2
Texas A&M,2011-09-04,1,,Southern Methodist,W,21,26,80.8,246,2,39,212,5.4,4,9,8,0,0,0
West Virginia,2011-09-04,1,,Marshall,W,26,35,74.3,249,2,26,42,1.6,1,7,1,0,0,0
Maryland,2011-09-05,1,,Miami (FL),W,31,44,70.5,348,1,34,151,4.4,0,6,2,0,1,1
Miami (FL),2011-09-05,1,@,Maryland,L,19,28,67.9,195,0,40,172,4.3,3,5,0,2,2,4
Arizona,2011-09-08,2,@,Oklahoma State,L,37,51,72.5,398,1,21,41,2.0,1,4,0,1,0,1
Oklahoma State,2011-09-08,2,,Arizona,W,42,53,79.2,397,2,31,197,6.4,3,3,1,0,1,1
Arizona State,2011-09-09,2,,Missouri,W,25,33,75.8,388,4,31,104,3.4,1,4,2,1,0,1
Florida International,2011-09-09,2,@,Louisville,W,14,21,66.7,248,2,26,45,1.7,0,12,6,0,0,0
Louisville,2011-09-09,2,,Florida International,L,32,45,71.1,363,2,41,83,2.0,0,6,1,1,1,2
Missouri,2011-09-09,2,@,Arizona State,L,26,42,61.9,319,2,37,182,4.9,1,5,1,0,0,0
Air Force,2011-09-10,2,,Texas Christian,L,12,21,57.1,167,1,43,249,5.8,1,4,1,2,0,2
Akron,2011-09-10,2,,Temple,L,16,34,47.1,227,0,28,42,1.5,0,3,0,1,1,2
Alabama,2011-09-10,2,@,Penn State,W,19,31,61.3,163,1,41,196,4.8,2,1,0,0,0,0
Arkansas,2011-09-10,2,,New Mexico,W,26,39,66.7,373,2,42,259,6.2,4,4,0,1,1,2
Arkansas State,2011-09-10,2,,Memphis,W,29,33,87.9,375,4,46,236,5.1,2,10,5,1,1,2
Army,2011-09-10,2,,San Diego State,L,2,7,28.6,43,0,77,403,5.2,3,2,1,3,0,3
Auburn,2011-09-10,2,,Mississippi State,W,16,23,69.6,146,2,36,235,6.5,2,8,1,0,1,1
Ball State,2011-09-10,2,@,South Florida,L,24,35,68.6,148,0,33,77,2.3,1,5,1,3,0,3
Boston College,2011-09-10,2,@,Central Florida,L,11,24,45.8,84,0,23,57,2.5,0,5,0,0,2,2
Bowling Green State,2011-09-10,2,,Morgan State,W,19,27,70.4,304,5,49,268,5.5,3,7,1,2,1,3
Brigham Young,2011-09-10,2,@,Texas,L,22,38,57.9,192,1,23,43,1.9,0,4,0,0,2,2
Buffalo,2011-09-10,2,,Stony Brook,W,17,24,70.8,177,2,24,165,6.9,3,9,3,0,1,1
California,2011-09-10,2,@,Colorado,W,19,36,52.8,270,4,31,100,3.2,1,4,0,0,1,1
Central Michigan,2011-09-10,2,@,Kentucky,L,24,45,53.3,295,1,32,88,2.8,0,6,3,0,2,2
Cincinnati,2011-09-10,2,@,Tennessee,L,21,34,61.8,230,2,26,166,6.4,1,7,0,0,0,0
Clemson,2011-09-10,2,,Wofford,W,18,29,62.1,261,3,42,215,5.1,2,3,0,1,0,1
Colorado,2011-09-10,2,,California,L,28,50,56.0,474,3,32,108,3.4,0,5,3,0,0,0
Colorado State,2011-09-10,2,,Northern Colorado,W,28,42,66.7,259,1,41,242,5.9,3,5,2,0,3,3
Connecticut,2011-09-10,2,@,Vanderbilt,L,11,29,37.9,104,0,36,89,2.5,0,12,7,1,3,4
Duke,2011-09-10,2,,Stanford,L,28,39,71.8,305,0,33,30,0.9,1,2,2,1,0,1
East Carolina,2011-09-10,2,,Virginia Tech,L,20,38,52.6,127,0,16,-15,-0.9,1,5,0,0,1,1
Eastern Michigan,2011-09-10,2,,Alabama State,W,7,19,36.8,61,1,47,336,7.1,1,13,8,1,1,2
Florida,2011-09-10,2,,Alabama-Birmingham,W,13,20,65.0,212,0,55,300,5.5,4,3,0,0,0,0
Florida Atlantic,2011-09-10,2,@,Michigan State,L,6,13,46.2,26,0,20,22,1.1,0,7,2,1,0,1
Florida State,2011-09-10,2,,Charleston Southern,W,30,42,71.4,477,6,37,170,4.6,2,8,3,0,1,1
Fresno State,2011-09-10,2,@,Nebraska,L,20,41,48.8,254,1,40,190,4.8,1,4,1,1,0,1
Georgia,2011-09-10,2,,South Carolina,L,19,29,65.5,248,4,38,188,4.9,1,5,1,2,1,3
Georgia Tech,2011-09-10,2,@,Middle Tennessee State,W,6,10,60.0,214,2,65,382,5.9,5,1,0,1,0,1
Hawaii,2011-09-10,2,@,Washington,L,31,45,68.9,333,1,22,55,2.5,3,3,2,1,1,2
Houston,2011-09-10,2,@,North Texas,W,39,59,66.1,563,5,31,127,4.1,1,4,0,1,1,2
Idaho,2011-09-10,2,,North Dakota,W,28,40,70.0,307,4,38,117,3.1,1,1,1,0,0,0
Illinois,2011-09-10,2,,South Dakota State,W,16,18,88.9,155,1,50,364,7.3,6,7,3,0,0,0
Indiana,2011-09-10,2,,Virginia,L,16,31,51.6,171,1,41,148,3.6,2,6,1,2,1,3
Iowa,2011-09-10,2,@,Iowa State,L,16,29,55.2,207,2,43,158,3.7,2,4,1,1,0,1
Iowa State,2011-09-10,2,,Iowa,W,25,38,65.8,279,4,52,194,3.7,2,3,1,3,0,3
Kansas,2011-09-10,2,,Northern Illinois,W,21,30,70.0,281,3,60,253,4.2,3,4,0,1,0,1
Kent State,2011-09-10,2,,Louisiana,L,15,33,45.5,114,1,34,72,2.1,0,10,1,3,1,4
Kentucky,2011-09-10,2,,Central Michigan,W,9,18,50.0,114,1,37,230,6.2,2,6,0,1,1,2
Louisiana,2011-09-10,2,@,Kent State,W,7,15,46.7,46,0,51,113,2.2,1,8,3,2,1,3
Louisiana Tech,2011-09-10,2,,Central Arkansas,W,23,38,60.5,321,2,44,221,5.0,5,8,4,1,1,2
Louisiana-Monroe,2011-09-10,2,,Grambling State,W,19,37,51.4,205,2,48,247,5.1,3,10,6,2,1,3
LSU,2011-09-10,2,,Northwestern State,W,17,21,81.0,225,2,45,175,3.9,5,9,1,1,0,1
Marshall,2011-09-10,2,,Southern Mississippi,W,27,42,64.3,275,3,37,103,2.8,0,11,5,0,2,2
Memphis,2011-09-10,2,@,Arkansas State,L,13,29,44.8,87,0,38,82,2.2,0,13,3,1,0,1
Michigan,2011-09-10,2,,Notre Dame,W,11,24,45.8,338,4,26,114,4.4,1,4,0,0,3,3
Michigan State,2011-09-10,2,,Florida Atlantic,W,22,32,68.8,246,2,51,188,3.7,2,3,3,0,0,0
Middle Tennessee State,2011-09-10,2,,Georgia Tech,L,23,36,63.9,198,1,28,144,5.1,2,5,1,2,1,3
Minnesota,2011-09-10,2,,New Mexico State,L,18,40,45.0,238,2,35,181,5.2,1,5,0,0,2,2
Mississippi State,2011-09-10,2,@,Auburn,L,21,34,61.8,198,1,63,333,5.3,2,9,1,0,1,1
Navy,2011-09-10,2,@,Western Kentucky,W,3,7,42.9,100,2,57,410,7.2,3,4,1,3,0,3
Nebraska,2011-09-10,2,,Fresno State,W,10,21,47.6,219,1,35,219,6.3,4,0,0,0,2,2
Nevada,2011-09-10,1,@,Oregon,L,23,39,59.0,233,1,51,283,5.5,2,4,1,0,3,3
New Mexico,2011-09-10,2,@,Arkansas,L,22,38,57.9,202,0,28,95,3.4,0,3,1,0,0,0
New Mexico State,2011-09-10,2,@,Minnesota,W,20,31,64.5,288,3,37,133,3.6,1,3,1,0,2,2
North Carolina,2011-09-10,2,,Rutgers,W,20,26,76.9,273,1,29,132,4.6,2,6,4,2,3,5
North Carolina State,2011-09-10,2,@,Wake Forest,L,24,41,58.5,315,3,26,109,4.2,0,5,3,0,1,1
North Texas,2011-09-10,2,,Houston,L,21,34,61.8,172,1,34,118,3.5,2,5,1,2,1,3
Northern Illinois,2011-09-10,2,@,Kansas,L,27,33,81.8,315,2,29,147,5.1,4,9,3,0,0,0
Northwestern,2011-09-10,2,,Eastern Illinois,W,12,16,75.0,117,1,67,320,4.8,5,3,2,0,0,0
Notre Dame,2011-09-10,2,@,Michigan,L,27,39,69.2,315,3,33,198,6.0,1,5,1,3,2,5
Ohio,2011-09-10,2,,Gardner-Webb,W,17,30,56.7,172,2,42,219,5.2,0,8,1,2,1,3
Ohio State,2011-09-10,2,,Toledo,W,16,30,53.3,189,1,34,112,3.3,2,9,4,1,0,1
Ole Miss,2011-09-10,2,,Southern Illinois,W,12,19,63.2,136,1,40,179,4.5,4,5,1,1,0,1
Oregon,2011-09-10,2,,Nevada,W,15,26,57.7,331,6,43,272,6.3,2,4,1,0,0,0
Oregon State,2011-09-10,2,@,Wisconsin,L,27,41,65.9,261,0,24,23,1.0,0,3,1,1,0,1
Penn State,2011-09-10,2,,Alabama,L,12,39,30.8,144,0,30,107,3.6,1,3,0,2,1,3
Pitt,2011-09-10,2,,Maine,W,26,42,61.9,257,0,48,124,2.6,4,7,2,0,2,2
Purdue,2011-09-10,2,@,Rice,L,18,32,56.3,183,1,40,183,4.6,1,8,2,0,0,0
Rice,2011-09-10,2,,Purdue,W,20,32,62.5,242,2,48,110,2.3,1,12,4,1,0,1
Rutgers,2011-09-10,2,@,North Carolina,L,25,47,53.2,243,2,25,1,0.0,0,6,0,0,0,0
San Diego State,2011-09-10,2,@,Army,W,8,18,44.4,146,1,25,146,5.8,2,2,1,0,0,0
San Jose State,2011-09-10,2,@,UCLA,L,16,34,47.1,115,0,29,202,7.0,2,2,0,0,2,2
SMU,2011-09-10,2,,Texas-El Paso,W,18,31,58.1,244,0,27,146,5.4,3,8,6,2,1,3
South Carolina,2011-09-10,2,@,Georgia,W,11,26,42.3,142,1,41,253,6.2,3,3,2,0,2,2
South Florida,2011-09-10,2,,Ball State,W,31,50,62.0,372,1,38,147,3.9,2,8,3,0,2,2
Southern Mississippi,2011-09-10,2,@,Marshall,L,25,49,51.0,309,2,28,75,2.7,0,6,2,3,3,6
Stanford,2011-09-10,2,@,Duke,W,21,30,70.0,299,4,30,205,6.8,2,14,6,0,1,1
Syracuse,2011-09-10,2,,Rhode Island,W,29,37,78.4,318,3,25,36,1.4,0,8,3,0,1,1
Temple,2011-09-10,2,@,Akron,W,8,19,42.1,111,1,49,305,6.2,4,7,6,1,0,1
Tennessee,2011-09-10,2,,Cincinnati,W,34,41,82.9,405,4,35,126,3.6,2,3,2,2,0,2
Texas,2011-09-10,2,,Brigham Young,W,12,20,60.0,123,0,43,166,3.9,2,5,1,0,2,2
Texas Christian,2011-09-10,2,@,Air Force,W,20,25,80.0,206,2,44,204,4.6,3,6,0,1,0,1
Toledo,2011-09-10,2,@,Ohio State,L,21,42,50.0,292,2,30,46,1.5,1,3,0,0,1,1
Tulane,2011-09-10,2,,Tulsa,L,19,42,45.2,176,0,35,59,1.7,0,6,3,2,1,3
Tulsa,2011-09-10,2,@,Tulane,W,22,32,68.8,246,3,37,166,4.5,1,5,2,1,1,2
UAB,2011-09-10,1,@,Florida,L,15,29,51.7,141,0,23,71,3.1,0,8,0,1,0,1
UCF,2011-09-10,2,,Boston College,W,20,25,80.0,187,0,45,235,5.2,3,6,3,0,0,0
UCLA,2011-09-10,2,,San Jose State,W,12,23,52.2,145,1,42,272,6.5,2,2,1,2,0,2
UNLV,2011-09-10,2,@,Washington State,L,11,20,55.0,60,0,34,98,2.9,0,7,1,1,0,1
USC,2011-09-10,2,,Utah,W,20,32,62.5,264,1,39,152,3.9,1,4,2,2,1,3
Utah,2011-09-10,2,@,Southern California,L,23,46,50.0,238,1,25,81,3.2,1,3,1,1,0,1
Utah State,2011-09-10,2,,Weber State,W,12,17,70.6,195,2,47,440,9.4,5,6,4,2,0,2
UTEP,2011-09-10,2,@,Southern Methodist,L,24,47,51.1,276,0,26,30,1.2,2,3,1,1,1,2
Vanderbilt,2011-09-10,2,,Connecticut,W,13,27,48.1,141,1,32,118,3.7,1,10,5,1,2,3
Virginia,2011-09-10,2,@,Indiana,W,16,30,53.3,198,0,40,162,4.1,3,10,3,2,2,4
Virginia Tech,2011-09-10,2,@,East Carolina,W,8,20,40.0,91,0,50,241,4.8,2,9,5,1,1,2
Wake Forest,2011-09-10,2,,North Carolina State,W,23,36,63.9,337,2,34,101,3.0,2,2,0,0,1,1
Washington,2011-09-10,2,,Hawaii,W,18,26,69.2,315,4,34,151,4.4,1,4,2,0,1,1
Washington State,2011-09-10,2,,Nevada-Las Vegas,W,29,38,76.3,471,7,39,139,3.6,1,7,2,1,0,1
West Virginia,2011-09-10,2,,Norfolk State,W,25,40,62.5,431,5,33,102,3.1,2,8,0,0,0,0
Western Kentucky,2011-09-10,2,,Navy,L,19,33,57.6,153,0,32,124,3.9,2,10,1,3,2,5
Western Michigan,2011-09-10,2,,Nicholls State,W,17,25,68.0,186,2,39,213,5.5,3,9,3,2,2,4
Wisconsin,2011-09-10,2,,Oregon State,W,17,22,77.3,189,3,43,208,4.8,2,7,3,0,0,0
Wyoming,2011-09-10,2,,Texas State,W,16,31,51.6,236,1,50,382,7.6,5,10,5,0,2,2
LSU,2011-09-15,3,@,Mississippi State,W,21,27,77.8,213,1,38,148,3.9,0,16,6,0,1,1
Mississippi State,2011-09-15,3,,Louisiana State,L,15,25,60.0,141,0,34,52,1.5,0,3,1,0,2,2
Boise State,2011-09-16,2,@,Toledo,W,33,43,76.7,465,5,38,145,3.8,1,7,2,0,1,1
Connecticut,2011-09-16,3,,Iowa State,L,15,36,41.7,231,1,42,112,2.7,1,11,2,2,1,3
Iowa State,2011-09-16,3,@,Connecticut,W,19,30,63.3,240,2,34,101,3.0,1,6,2,0,3,3
Toledo,2011-09-16,3,,Boise State,L,20,40,50.0,251,1,30,98,3.3,1,4,0,1,1,2
Akron,2011-09-17,3,@,Cincinnati,L,17,36,47.2,220,2,34,129,3.8,0,4,0,2,4,6
Alabama,2011-09-17,3,,North Texas,W,21,29,72.4,239,0,33,347,10.5,5,7,0,2,0,2
Arizona,2011-09-17,3,,Stanford,L,28,39,71.8,282,1,23,51,2.2,0,0,0,0,0,0
Arizona State,2011-09-17,3,@,Illinois,L,25,45,55.6,256,1,34,106,3.1,1,4,2,1,2,3
Arkansas,2011-09-17,3,,Troy,W,23,36,63.9,303,2,40,151,3.8,3,3,1,2,1,3
Arkansas State,2011-09-17,3,@,Virginia Tech,L,16,36,44.4,205,0,31,64,2.1,1,7,2,0,2,2
Army,2011-09-17,3,,Northwestern,W,1,7,14.3,6,0,75,381,5.1,3,5,3,1,0,1
Auburn,2011-09-17,3,@,Clemson,L,12,25,48.0,198,1,38,237,6.2,2,2,0,0,1,1
Ball State,2011-09-17,3,,Buffalo,W,24,36,66.7,226,2,39,174,4.5,2,6,2,0,0,0
Baylor,2011-09-17,2,,Stephen F. Austin,W,20,23,87.0,279,3,31,266,8.6,3,7,2,1,0,1
Boston College,2011-09-17,3,,Duke,L,17,34,50.0,247,1,25,81,3.2,1,2,1,0,0,0
