School,Date,G,Loc,Opponent,WL,Total TD,Points For,Points Difference,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp
Utah,2011-09-01,1,,Montana State,W,3,27,17,16,29,55.2,183,1,29,75,2.6,0,0,2,2
Wake Forest,2011-09-01,1,@,Syracuse,L,3,29,-7,20,28,71.4,178,3,30,121,4.0,2,1,0,1
Western Kentucky,2011-09-01,1,N,Kentucky,L,0,3,-11,7,18,38.9,97,1,33,93,2.8,1,0,3,3
Wisconsin,2011-09-01,1,,Nevada-Las Vegas,W,7,51,34,18,27,66.7,146,2,38,146,3.8,0,0,0,0
Baylor,2011-09-02,1,,Texas Christian,W,7,50,2,25,40,62.5,251,4,38,215,5.7,2,0,1,1
Michigan State,2011-09-02,1,,Youngstown State,W,4,28,22,17,35,48.6,126,1,34,128,3.8,0,0,1,1
Texas Christian,2011-09-02,1,@,Baylor,L,6,48,-2,23,29,79.3,414,6,36,150,4.2,1,1,0,1
Air Force,2011-09-03,1,,South Dakota,W,5,37,17,15,26,57.7,184,2,44,184,4.2,1,0,3,3
Akron,2011-09-03,1,@,Ohio State,L,0,0,-42,20,28,71.4,293,4,51,224,4.4,2,1,0,1
Alabama,2011-09-03,1,,Kent State,W,6,48,41,20,47,42.6,99,1,23,-9,-0.4,0,0,1,1
Arizona,2011-09-03,1,,Northern Arizona,W,6,41,31,20,26,76.9,179,1,33,80,2.4,0,0,1,1
Arkansas,2011-09-03,1,,Missouri State,W,7,51,44,9,18,50.0,79,1,31,84,2.7,0,0,1,1
Arkansas State,2011-09-03,1,@,Illinois,L,1,15,-18,17,25,68.0,271,2,50,202,4.0,2,1,0,1
Army,2011-09-03,1,@,Northern Illinois,L,4,26,-23,15,24,62.5,220,5,47,289,6.1,1,1,1,2
Auburn,2011-09-03,1,,Utah State,W,6,42,4,22,31,71.0,221,0,53,227,4.3,5,0,0,0
Ball State,2011-09-03,1,N,Indiana,W,3,27,7,20,32,62.5,272,1,32,103,3.2,1,0,0,0
Boise State,2011-09-03,1,@,Georgia,W,5,35,14,16,29,55.2,236,2,31,137,4.4,1,0,1,1
Boston College,2011-09-03,1,,Northwestern,L,2,17,-7,17,24,70.8,197,0,54,227,4.2,3,0,1,1
Brigham Young,2011-09-03,1,@,Mississippi,W,2,14,1,16,29,55.2,145,0,28,69,2.5,0,2,0,2
Buffalo,2011-09-03,1,@,Pittsburgh,L,2,16,-19,16,28,57.1,179,1,38,231,6.1,4,1,0,1
California,2011-09-03,1,N,Fresno State,W,5,36,15,21,33,63.6,150,1,25,68,2.7,1,1,1,2
Cincinnati,2011-09-03,1,,Austin Peay,W,10,72,62,16,23,69.6,150,0,35,127,3.6,1,3,2,5
Clemson,2011-09-03,1,,Troy,W,5,43,24,24,42,57.1,258,1,36,165,4.6,1,2,1,3
Colorado,2011-09-03,1,@,Hawaii,L,2,17,-17,20,33,60.6,178,1,32,165,5.2,3,1,0,1
Colorado State,2011-09-03,1,@,New Mexico,W,2,14,4,20,31,64.5,179,1,48,150,3.1,0,3,0,3
Connecticut,2011-09-03,1,,Fordham,W,5,35,32,12,26,46.2,149,0,30,20,0.7,0,0,1,1
Duke,2011-09-03,1,,Richmond,L,3,21,-2,14,31,45.2,193,1,31,95,3.1,2,0,1,1
East Carolina,2011-09-03,1,N,South Carolina,L,5,37,-19,10,25,40.0,131,1,40,220,5.5,5,4,0,4
Florida,2011-09-03,1,,Florida Atlantic,W,5,41,38,14,27,51.9,107,0,30,30,1.0,0,0,0,0
Florida Atlantic,2011-09-03,1,@,Florida,L,0,3,-38,25,36,69.4,271,1,33,197,6.0,3,0,3,3
Florida State,2011-09-03,1,,Louisiana-Monroe,W,4,34,34,12,22,54.5,92,0,39,99,2.5,0,0,1,1
Fresno State,2011-09-03,1,N,California,L,3,21,-15,16,35,45.7,266,2,35,151,4.3,2,1,1,2
Georgia,2011-09-03,1,,Boise State,L,3,21,-14,28,34,82.4,261,3,37,129,3.5,2,0,1,1
Hawaii,2011-09-03,1,,Colorado,W,4,34,17,16,30,53.3,223,2,28,17,0.6,0,0,1,1
Houston,2011-09-03,1,,UCLA,W,5,38,4,20,29,69.0,322,2,42,232,5.5,3,1,0,1
Illinois,2011-09-03,1,,Arkansas State,W,4,33,18,20,32,62.5,290,0,32,60,1.9,1,2,1,3
Indiana,2011-09-03,1,N,Ball State,L,2,20,-7,23,29,79.3,173,2,46,210,4.6,1,0,0,0
Iowa,2011-09-03,1,,Tennessee Tech,W,4,34,27,17,28,60.7,156,0,45,140,3.1,1,0,2,2
Iowa State,2011-09-03,1,,Northern Iowa,W,3,20,1,15,32,46.9,181,1,42,204,4.9,1,1,0,1
Kansas,2011-09-03,1,,McNeese State,W,6,42,18,31,41,75.6,325,2,34,95,2.8,1,1,0,1
Kansas State,2011-09-03,1,,Eastern Kentucky,W,1,10,3,9,26,34.6,119,0,27,10,0.4,1,0,2,2
Kent State,2011-09-03,1,@,Alabama,L,1,7,-41,21,37,56.8,299,1,35,183,5.2,5,1,4,5
Louisiana,2011-09-03,1,@,Oklahoma State,L,4,34,-27,28,43,65.1,458,4,44,208,4.7,3,0,3,3
Louisiana Tech,2011-09-03,1,@,Southern Mississippi,L,2,17,-2,21,38,55.3,226,0,38,153,4.0,1,1,1,2
Louisiana-Monroe,2011-09-03,1,@,Florida State,L,0,0,-34,23,35,65.7,280,3,28,92,3.3,1,0,1,1
LSU,2011-09-03,1,N,Oregon,W,5,40,13,31,54,57.4,240,1,28,95,3.4,2,3,1,4
Miami (OH),2011-09-03,1,@,Missouri,L,1,6,-11,17,26,65.4,129,1,37,162,4.4,1,0,1,1
Michigan,2011-09-03,1,,Western Michigan,W,5,34,24,22,31,71.0,183,0,25,96,3.8,1,2,1,3
Middle Tennessee State,2011-09-03,1,@,Purdue,L,3,24,-3,19,35,54.3,220,2,46,200,4.3,1,1,1,2
Minnesota,2011-09-03,1,@,Southern California,L,2,17,-2,34,45,75.6,304,3,28,67,2.4,0,1,0,1
Missouri,2011-09-03,1,,Miami (OH),W,2,17,11,26,39,66.7,194,0,36,76,2.1,1,1,1,2
Navy,2011-09-03,1,,Delaware,W,5,40,23,17,29,58.6,143,0,37,220,5.9,2,1,1,2
Nebraska,2011-09-03,1,,Chattanooga,W,4,40,33,22,36,61.1,170,1,31,60,1.9,0,0,1,1
New Mexico,2011-09-03,1,,Colorado State,L,1,10,-4,22,26,84.6,178,1,28,92,3.3,1,1,0,1
New Mexico State,2011-09-03,1,,Ohio,L,3,24,-20,17,30,56.7,211,2,47,241,5.1,3,1,1,2
North Carolina,2011-09-03,1,,James Madison,W,6,42,32,11,16,68.8,152,1,39,59,1.5,0,0,0,0
North Carolina State,2011-09-03,1,,Liberty,W,6,43,22,24,42,57.1,295,1,32,111,3.5,0,3,4,7
Northern Illinois,2011-09-03,1,,Army,W,7,49,23,7,16,43.8,106,1,63,303,4.8,3,2,1,3
Northwestern,2011-09-03,1,@,Boston College,W,3,24,7,24,44,54.5,351,0,30,104,3.5,2,0,1,1
Notre Dame,2011-09-03,1,,South Florida,L,3,20,-3,18,30,60.0,128,1,42,126,3.0,0,0,0,0
Ohio,2011-09-03,1,@,New Mexico State,W,6,44,20,22,41,53.7,362,2,23,6,0.3,0,0,1,1
Ohio State,2011-09-03,1,,Akron,W,6,42,42,7,19,36.8,55,0,27,35,1.3,0,0,1,1
Oklahoma,2011-09-03,1,,Tulsa,W,6,47,33,18,33,54.5,271,2,31,129,4.2,0,2,1,3
Oklahoma State,2011-09-03,1,,Louisiana,W,7,61,27,20,37,54.1,212,0,37,108,2.9,2,1,1,2
Ole Miss,2011-09-03,1,,Brigham Young,L,1,13,-1,24,38,63.2,225,1,31,91,2.9,0,0,1,1
Oregon,2011-09-03,1,N,Louisiana State,L,3,27,-13,10,22,45.5,98,1,48,175,3.6,3,1,0,1
Oregon State,2011-09-03,1,,Sacramento State,L,3,28,-1,23,36,63.9,296,4,32,71,2.2,0,2,0,2
Penn State,2011-09-03,1,,Indiana State,W,6,41,34,11,23,47.8,105,1,30,65,2.2,0,1,2,3
Pitt,2011-09-03,1,,Buffalo,W,5,35,19,32,49,65.3,276,0,44,127,2.9,2,0,1,1
Purdue,2011-09-03,1,,Middle Tennessee State,W,3,27,3,27,47,57.4,330,2,33,130,3.9,1,0,1,1
Rice,2011-09-03,1,@,Texas,L,0,9,-25,15,27,55.6,277,2,48,229,4.8,2,1,0,1
San Diego State,2011-09-03,1,,Cal Poly,W,7,49,28,7,14,50.0,147,0,46,137,3.0,3,1,0,1
San Jose State,2011-09-03,1,@,Stanford,L,0,3,-54,22,31,71.0,232,3,40,141,3.5,4,0,0,0
South Carolina,2011-09-03,1,N,East Carolina,W,8,56,19,37,56,66.1,260,4,28,85,3.0,1,4,1,5
South Florida,2011-09-03,1,@,Notre Dame,W,2,23,3,31,49,63.3,391,2,29,117,4.0,1,2,3,5
Southern Mississippi,2011-09-03,1,,Louisiana Tech,W,1,19,2,20,36,55.6,176,0,33,68,2.1,1,0,0,0
Stanford,2011-09-03,1,,San Jose State,W,7,57,54,17,33,51.5,210,0,32,27,0.8,0,3,0,3
Tennessee,2011-09-03,1,,Montana,W,6,42,26,20,38,52.6,235,1,30,111,3.7,1,2,1,3
Texas,2011-09-03,1,,Rice,W,4,34,25,15,30,50.0,94,0,30,130,4.3,0,2,0,2
Texas Tech,2011-09-03,1,,Texas State,W,7,50,40,10,21,47.6,75,0,50,256,5.1,1,4,0,4
Troy,2011-09-03,1,@,Clemson,L,2,19,-24,21,31,67.7,271,3,38,197,5.2,2,0,1,1
Tulane,2011-09-03,1,,Southeastern Louisiana,W,6,47,14,25,45,55.6,295,0,44,124,2.8,4,0,1,1
Tulsa,2011-09-03,1,@,Oklahoma,L,2,14,-33,39,54,72.2,417,1,46,246,5.3,5,1,0,1
UCF,2011-09-03,1,,Charleston Southern,W,9,62,62,9,18,50.0,70,0,33,49,1.5,0,1,1,2
UCLA,2011-09-03,1,@,Houston,L,5,34,-4,30,40,75.0,310,2,31,159,5.1,3,1,0,1
USC,2011-09-03,1,,Minnesota,W,3,19,2,14,26,53.8,192,1,34,110,3.2,1,0,1,1
Utah State,2011-09-03,1,@,Auburn,L,5,38,-4,18,24,75.0,286,3,30,78,2.6,2,0,0,0
UTEP,2011-09-03,1,,Stony Brook,W,4,31,7,16,29,55.2,179,0,43,231,5.4,2,0,1,1
Vanderbilt,2011-09-03,1,,Elon,W,6,45,31,18,31,58.1,240,1,37,83,2.2,1,1,2,3
Virginia,2011-09-03,1,,William & Mary,W,4,40,37,11,34,32.4,121,0,20,48,2.4,0,1,1,2
Virginia Tech,2011-09-03,1,,Appalachian State,W,9,66,53,9,26,34.6,176,1,36,117,3.3,1,1,3,4
Washington,2011-09-03,1,,Eastern Washington,W,3,30,3,39,69,56.5,473,3,17,31,1.8,0,2,2,4
Washington State,2011-09-03,1,,Idaho State,W,8,64,43,38,54,70.4,430,1,25,23,0.9,2,1,1,2
Western Michigan,2011-09-03,1,@,Michigan,L,1,10,-24,9,13,69.2,98,0,26,190,7.3,3,0,0,0
Wyoming,2011-09-03,1,,Weber State,W,5,35,3,19,28,67.9,314,2,52,227,4.4,2,1,0,1
Eastern Michigan,2011-09-04,1,,Howard,W,5,41,32,15,27,55.6,105,0,30,96,3.2,0,1,1,2
Marshall,2011-09-04,1,@,West Virginia,L,1,13,-21,26,35,74.3,249,2,26,42,1.6,1,0,0,0
SMU,2011-09-04,1,@,Texas A&M,L,2,14,-32,21,26,80.8,246,2,39,212,5.4,4,0,0,0
Texas A&M,2011-09-04,1,,Southern Methodist,W,6,46,32,23,38,60.5,268,1,32,79,2.5,1,0,2,2
West Virginia,2011-09-04,1,,Marshall,W,4,34,21,15,21,71.4,115,0,23,72,3.1,0,0,0,0
Maryland,2011-09-05,1,,Miami (FL),W,3,32,8,19,28,67.9,195,0,40,172,4.3,3,2,2,4
Miami (FL),2011-09-05,1,@,Maryland,L,3,24,-8,31,44,70.5,348,1,34,151,4.4,0,0,1,1
Arizona,2011-09-08,2,@,Oklahoma State,L,2,14,-23,42,53,79.2,397,2,31,197,6.4,3,0,1,1
Oklahoma State,2011-09-08,2,,Arizona,W,5,37,23,37,51,72.5,398,1,21,41,2.0,1,1,0,1
Arizona State,2011-09-09,2,,Missouri,W,5,37,7,26,42,61.9,319,2,37,182,4.9,1,0,0,0
Florida International,2011-09-09,2,@,Louisville,W,3,24,7,32,45,71.1,363,2,41,83,2.0,0,1,1,2
Louisville,2011-09-09,2,,Florida International,L,2,17,-7,14,21,66.7,248,2,26,45,1.7,0,0,0,0
Missouri,2011-09-09,2,@,Arizona State,L,3,30,-7,25,33,75.8,388,4,31,104,3.4,1,1,0,1
Air Force,2011-09-10,2,,Texas Christian,L,2,19,-16,20,25,80.0,206,2,44,204,4.6,3,1,0,1
Akron,2011-09-10,2,,Temple,L,0,3,-38,8,19,42.1,111,1,49,305,6.2,4,1,0,1
Alabama,2011-09-10,2,@,Penn State,W,3,27,16,12,39,30.8,144,0,30,107,3.6,1,2,1,3
Arkansas,2011-09-10,2,,New Mexico,W,7,52,49,22,38,57.9,202,0,28,95,3.4,0,0,0,0
Arkansas State,2011-09-10,2,,Memphis,W,6,47,44,13,29,44.8,87,0,38,82,2.2,0,1,0,1
Army,2011-09-10,2,,San Diego State,L,3,20,-3,8,18,44.4,146,1,25,146,5.8,2,0,0,0
Auburn,2011-09-10,2,,Mississippi State,W,5,41,7,21,34,61.8,198,1,63,333,5.3,2,0,1,1
Ball State,2011-09-10,2,@,South Florida,L,1,7,-30,31,50,62.0,372,1,38,147,3.9,2,0,2,2
Boston College,2011-09-10,2,@,Central Florida,L,0,3,-27,20,25,80.0,187,0,45,235,5.2,3,0,0,0
Bowling Green State,2011-09-10,2,,Morgan State,W,8,58,45,8,29,27.6,37,0,34,156,4.6,1,1,1,2
Brigham Young,2011-09-10,2,@,Texas,L,1,16,-1,12,20,60.0,123,0,43,166,3.9,2,0,2,2
Buffalo,2011-09-10,2,,Stony Brook,W,5,35,28,14,22,63.6,119,1,50,179,3.6,0,2,1,3
California,2011-09-10,2,@,Colorado,W,5,36,3,28,50,56.0,474,3,32,108,3.4,0,0,0,0
Central Michigan,2011-09-10,2,@,Kentucky,L,1,13,-14,9,18,50.0,114,1,37,230,6.2,2,1,1,2
Cincinnati,2011-09-10,2,@,Tennessee,L,3,23,-22,34,41,82.9,405,4,35,126,3.6,2,2,0,2
Clemson,2011-09-10,2,,Wofford,W,5,35,8,2,8,25.0,127,1,57,272,4.8,2,0,1,1
Colorado,2011-09-10,2,,California,L,3,33,-3,19,36,52.8,270,4,31,100,3.2,1,0,1,1
Colorado State,2011-09-10,2,,Northern Colorado,W,4,33,19,11,23,47.8,87,1,20,129,6.5,1,0,2,2
Connecticut,2011-09-10,2,@,Vanderbilt,L,2,21,-3,13,27,48.1,141,1,32,118,3.7,1,1,2,3
Duke,2011-09-10,2,,Stanford,L,2,14,-30,21,30,70.0,299,4,30,205,6.8,2,0,1,1
East Carolina,2011-09-10,2,,Virginia Tech,L,1,10,-7,8,20,40.0,91,0,50,241,4.8,2,1,1,2
Eastern Michigan,2011-09-10,2,,Alabama State,W,2,14,7,21,34,61.8,236,1,30,-13,-0.4,0,1,0,1
Florida,2011-09-10,2,,Alabama-Birmingham,W,4,39,39,15,29,51.7,141,0,23,71,3.1,0,1,0,1
Florida Atlantic,2011-09-10,2,@,Michigan State,L,0,0,-44,22,32,68.8,246,2,51,188,3.7,2,0,0,0
Florida State,2011-09-10,2,,Charleston Southern,W,8,62,52,9,17,52.9,63,1,28,21,0.8,0,0,0,0
Fresno State,2011-09-10,2,@,Nebraska,L,3,29,-13,10,21,47.6,219,1,35,219,6.3,4,0,2,2
Georgia,2011-09-10,2,,South Carolina,L,5,42,-3,11,26,42.3,142,1,41,253,6.2,3,0,2,2
Georgia Tech,2011-09-10,2,@,Middle Tennessee State,W,7,49,28,23,36,63.9,198,1,28,144,5.1,2,2,1,3
Hawaii,2011-09-10,2,@,Washington,L,5,32,-8,18,26,69.2,315,4,34,151,4.4,1,0,1,1
Houston,2011-09-10,2,@,North Texas,W,6,48,25,21,34,61.8,172,1,34,118,3.5,2,2,1,3
Idaho,2011-09-10,2,,North Dakota,W,6,44,30,16,34,47.1,168,1,20,29,1.5,0,0,2,2
Illinois,2011-09-10,2,,South Dakota State,W,8,56,53,11,22,50.0,71,0,24,25,1.0,0,0,2,2
Indiana,2011-09-10,2,,Virginia,L,4,31,-3,16,30,53.3,198,0,40,162,4.1,3,2,2,4
Iowa,2011-09-10,2,@,Iowa State,L,4,41,-3,25,38,65.8,279,4,52,194,3.7,2,3,0,3
Iowa State,2011-09-10,2,,Iowa,W,6,44,3,16,29,55.2,207,2,43,158,3.7,2,1,0,1
Kansas,2011-09-10,2,,Northern Illinois,W,6,45,3,27,33,81.8,315,2,29,147,5.1,4,0,0,0
Kent State,2011-09-10,2,,Louisiana,L,1,12,-8,7,15,46.7,46,0,51,113,2.2,1,2,1,3
Kentucky,2011-09-10,2,,Central Michigan,W,3,27,14,24,45,53.3,295,1,32,88,2.8,0,0,2,2
Louisiana,2011-09-10,2,@,Kent State,W,2,20,8,15,33,45.5,114,1,34,72,2.1,0,3,1,4
Louisiana Tech,2011-09-10,2,,Central Arkansas,W,7,48,6,29,52,55.8,372,4,31,73,2.4,0,0,1,1
Louisiana-Monroe,2011-09-10,2,,Grambling State,W,5,35,28,10,21,47.6,118,1,30,26,0.9,0,0,2,2
LSU,2011-09-10,2,,Northwestern State,W,7,49,46,17,29,58.6,99,0,27,-4,-0.1,0,0,1,1
Marshall,2011-09-10,2,,Southern Mississippi,W,3,26,6,25,49,51.0,309,2,28,75,2.7,0,3,3,6
Memphis,2011-09-10,2,@,Arkansas State,L,0,3,-44,29,33,87.9,375,4,46,236,5.1,2,1,1,2
Michigan,2011-09-10,2,,Notre Dame,W,5,35,4,27,39,69.2,315,3,33,198,6.0,1,3,2,5
Michigan State,2011-09-10,2,,Florida Atlantic,W,5,44,44,6,13,46.2,26,0,20,22,1.1,0,1,0,1
Middle Tennessee State,2011-09-10,2,,Georgia Tech,L,3,21,-28,6,10,60.0,214,2,65,382,5.9,5,1,0,1
Minnesota,2011-09-10,2,,New Mexico State,L,3,21,-7,20,31,64.5,288,3,37,133,3.6,1,0,2,2
Mississippi State,2011-09-10,2,@,Auburn,L,4,34,-7,16,23,69.6,146,2,36,235,6.5,2,0,1,1
Navy,2011-09-10,2,@,Western Kentucky,W,6,40,26,19,33,57.6,153,0,32,124,3.9,2,3,2,5
Nebraska,2011-09-10,2,,Fresno State,W,6,42,13,20,41,48.8,254,1,40,190,4.8,1,1,0,1
Nevada,2011-09-10,1,@,Oregon,L,3,20,-49,15,26,57.7,331,6,43,272,6.3,2,0,0,0
New Mexico,2011-09-10,2,@,Arkansas,L,0,3,-49,26,39,66.7,373,2,42,259,6.2,4,1,1,2
New Mexico State,2011-09-10,2,@,Minnesota,W,4,28,7,18,40,45.0,238,2,35,181,5.2,1,0,2,2
North Carolina,2011-09-10,2,,Rutgers,W,3,24,2,25,47,53.2,243,2,25,1,0.0,0,0,0,0
North Carolina State,2011-09-10,2,@,Wake Forest,L,3,27,-7,23,36,63.9,337,2,34,101,3.0,2,0,1,1
North Texas,2011-09-10,2,,Houston,L,3,23,-25,39,59,66.1,563,5,31,127,4.1,1,1,1,2
Northern Illinois,2011-09-10,2,@,Kansas,L,6,42,-3,21,30,70.0,281,3,60,253,4.2,3,1,0,1
Northwestern,2011-09-10,2,,Eastern Illinois,W,6,42,21,14,25,56.0,209,1,26,132,5.1,2,1,1,2
Notre Dame,2011-09-10,2,@,Michigan,L,4,31,-4,11,24,45.8,338,4,26,114,4.4,1,0,3,3
Ohio,2011-09-10,2,,Gardner-Webb,W,3,30,27,4,18,22.2,19,0,42,105,2.5,0,0,3,3
Ohio State,2011-09-10,2,,Toledo,W,4,27,5,21,42,50.0,292,2,30,46,1.5,1,0,1,1
Ole Miss,2011-09-10,2,,Southern Illinois,W,6,42,18,14,30,46.7,197,2,38,223,5.9,1,0,4,4
Oregon,2011-09-10,2,,Nevada,W,10,69,49,23,39,59.0,233,1,51,283,5.5,2,0,3,3
Oregon State,2011-09-10,2,@,Wisconsin,L,0,0,-35,17,22,77.3,189,3,43,208,4.8,2,0,0,0
Penn State,2011-09-10,2,,Alabama,L,1,11,-16,19,31,61.3,163,1,41,196,4.8,2,0,0,0
Pitt,2011-09-10,2,,Maine,W,4,35,6,27,46,58.7,334,3,25,37,1.5,1,0,0,0
Purdue,2011-09-10,2,@,Rice,L,2,22,-2,20,32,62.5,242,2,48,110,2.3,1,1,0,1
Rice,2011-09-10,2,,Purdue,W,3,24,2,18,32,56.3,183,1,40,183,4.6,1,0,0,0
Rutgers,2011-09-10,2,@,North Carolina,L,2,22,-2,20,26,76.9,273,1,29,132,4.6,2,2,3,5
San Diego State,2011-09-10,2,@,Army,W,3,23,3,2,7,28.6,43,0,77,403,5.2,3,3,0,3
San Jose State,2011-09-10,2,@,UCLA,L,2,17,-10,12,23,52.2,145,1,42,272,6.5,2,2,0,2
SMU,2011-09-10,2,,Texas-El Paso,W,4,28,11,24,47,51.1,276,0,26,30,1.2,2,1,1,2
South Carolina,2011-09-10,2,@,Georgia,W,6,45,3,19,29,65.5,248,4,38,188,4.9,1,2,1,3
South Florida,2011-09-10,2,,Ball State,W,4,37,30,24,35,68.6,148,0,33,77,2.3,1,3,0,3
Southern Mississippi,2011-09-10,2,@,Marshall,L,2,20,-6,27,42,64.3,275,3,37,103,2.8,0,0,2,2
Stanford,2011-09-10,2,@,Duke,W,6,44,30,28,39,71.8,305,0,33,30,0.9,1,1,0,1
Syracuse,2011-09-10,2,,Rhode Island,W,3,21,7,14,30,46.7,154,1,34,112,3.3,1,0,2,2
Temple,2011-09-10,2,@,Akron,W,5,41,38,16,34,47.1,227,0,28,42,1.5,0,1,1,2
Tennessee,2011-09-10,2,,Cincinnati,W,6,45,22,21,34,61.8,230,2,26,166,6.4,1,0,0,0
Texas,2011-09-10,2,,Brigham Young,W,2,17,1,22,38,57.9,192,1,23,43,1.9,0,0,2,2
Texas Christian,2011-09-10,2,@,Air Force,W,5,35,16,12,21,57.1,167,1,43,249,5.8,1,2,0,2
Toledo,2011-09-10,2,@,Ohio State,L,3,22,-5,16,30,53.3,189,1,34,112,3.3,2,1,0,1
Tulane,2011-09-10,2,,Tulsa,L,0,3,-28,22,32,68.8,246,3,37,166,4.5,1,1,1,2
Tulsa,2011-09-10,2,@,Tulane,W,4,31,28,19,42,45.2,176,0,35,59,1.7,0,2,1,3
UAB,2011-09-10,1,@,Florida,L,0,0,-39,13,20,65.0,212,0,55,300,5.5,4,0,0,0
UCF,2011-09-10,2,,Boston College,W,3,30,27,11,24,45.8,84,0,23,57,2.5,0,0,2,2
UCLA,2011-09-10,2,,San Jose State,W,3,27,10,16,34,47.1,115,0,29,202,7.0,2,0,2,2
UNLV,2011-09-10,2,@,Washington State,L,1,7,-52,29,38,76.3,471,7,39,139,3.6,1,1,0,1
USC,2011-09-10,2,,Utah,W,3,23,9,23,46,50.0,238,1,25,81,3.2,1,1,0,1
Utah,2011-09-10,2,@,Southern California,L,2,14,-9,20,32,62.5,264,1,39,152,3.9,1,2,1,3
Utah State,2011-09-10,2,,Weber State,W,7,54,37,22,36,61.1,167,1,33,46,1.4,1,1,0,1
UTEP,2011-09-10,2,@,Southern Methodist,L,2,17,-11,18,31,58.1,244,0,27,146,5.4,3,2,1,3
Vanderbilt,2011-09-10,2,,Connecticut,W,3,24,3,11,29,37.9,104,0,36,89,2.5,0,1,3,4
Virginia,2011-09-10,2,@,Indiana,W,3,34,3,16,31,51.6,171,1,41,148,3.6,2,2,1,3
Virginia Tech,2011-09-10,2,@,East Carolina,W,2,17,7,20,38,52.6,127,0,16,-15,-0.9,1,0,1,1
Wake Forest,2011-09-10,2,,North Carolina State,W,4,34,7,24,41,58.5,315,3,26,109,4.2,0,0,1,1
Washington,2011-09-10,2,,Hawaii,W,5,40,8,31,45,68.9,333,1,22,55,2.5,3,1,1,2
Washington State,2011-09-10,2,,Nevada-Las Vegas,W,8,59,52,11,20,55.0,60,0,34,98,2.9,0,1,0,1
West Virginia,2011-09-10,2,,Norfolk State,W,7,55,43,18,31,58.1,197,0,32,88,2.8,0,0,0,0
Western Kentucky,2011-09-10,2,,Navy,L,2,14,-26,3,7,42.9,100,2,57,410,7.2,3,3,0,3
Western Michigan,2011-09-10,2,,Nicholls State,W,5,38,31,10,20,50.0,60,0,36,125,3.5,0,1,2,3
Wisconsin,2011-09-10,2,,Oregon State,W,5,35,35,27,41,65.9,261,0,24,23,1.0,0,1,0,1
Wyoming,2011-09-10,2,,Texas State,W,6,45,35,12,23,52.2,112,0,34,77,2.3,1,1,2,3
LSU,2011-09-15,3,@,Mississippi State,W,1,19,13,15,25,60.0,141,0,34,52,1.5,0,0,2,2
Mississippi State,2011-09-15,3,,Louisiana State,L,0,6,-13,21,27,77.8,213,1,38,148,3.9,0,0,1,1
Boise State,2011-09-16,2,@,Toledo,W,6,40,25,20,40,50.0,251,1,30,98,3.3,1,1,1,2
Connecticut,2011-09-16,3,,Iowa State,L,2,20,-4,19,30,63.3,240,2,34,101,3.0,1,0,3,3
Iowa State,2011-09-16,3,@,Connecticut,W,3,24,4,15,36,41.7,231,1,42,112,2.7,1,2,1,3
Toledo,2011-09-16,3,,Boise State,L,2,15,-25,33,43,76.7,465,5,38,145,3.8,1,0,1,1
