School,Date,G,Loc,Opponent,WL,Total TD opp,Points Against
Georgia Tech,2007-11-01,9,,Virginia Tech,L,3,27
Virginia Tech,2007-11-01,9,@,Georgia Tech,W,0,3
Akron,2007-11-02,9,@,Bowling Green State,L,5,44
Bowling Green State,2007-11-02,9,,Akron,W,2,20
Nevada,2007-11-02,9,@,New Mexico State,W,5,38
New Mexico State,2007-11-02,10,,Nevada,L,5,40
Ohio,2007-11-02,10,,Temple,W,1,7
Temple,2007-11-02,9,@,Ohio,L,2,23
Air Force,2007-11-03,10,,Army,W,1,10
Alabama,2007-11-03,9,,Louisiana State,L,5,41
Arizona,2007-11-03,10,,UCLA,W,3,27
Arizona State,2007-11-03,9,@,Oregon,L,5,35
Arkansas,2007-11-03,9,,South Carolina,W,4,36
Arkansas State,2007-11-03,9,,Florida International,W,3,24
Army,2007-11-03,9,@,Air Force,L,3,30
Auburn,2007-11-03,10,,Tennessee Tech,W,0,3
Ball State,2007-11-03,10,@,Indiana,L,5,38
Baylor,2007-11-03,10,,Texas Tech,L,5,38
Boise State,2007-11-03,9,,San Jose State,W,1,7
Boston College,2007-11-03,9,,Florida State,L,3,27
Brigham Young,2007-11-03,8,,Colorado State,W,2,16
Buffalo,2007-11-03,10,@,Miami (OH),L,4,31
California,2007-11-03,9,,Washington State,W,1,17
Cincinnati,2007-11-03,9,@,South Florida,W,4,33
Clemson,2007-11-03,9,@,Duke,W,1,10
Colorado,2007-11-03,10,,Missouri,L,7,55
Colorado State,2007-11-03,9,@,Brigham Young,L,5,35
Connecticut,2007-11-03,9,,Rutgers,W,1,19
Duke,2007-11-03,9,,Clemson,L,6,47
East Carolina,2007-11-03,10,@,Memphis,W,5,40
Eastern Michigan,2007-11-03,10,@,Toledo,L,7,52
Florida,2007-11-03,9,,Vanderbilt,W,3,22
Florida International,2007-11-03,9,@,Arkansas State,L,3,27
Florida State,2007-11-03,9,@,Boston College,W,2,17
Fresno State,2007-11-03,9,,Utah State,W,3,27
Georgia,2007-11-03,9,,Troy,W,4,34
Idaho,2007-11-03,10,,Louisiana Tech,L,4,28
Illinois,2007-11-03,10,@,Minnesota,W,2,17
Indiana,2007-11-03,10,,Ball State,W,2,20
Iowa,2007-11-03,10,@,Northwestern,W,2,17
Iowa State,2007-11-03,10,,Kansas State,W,2,20
Kansas,2007-11-03,9,,Nebraska,W,5,39
Kansas State,2007-11-03,9,@,Iowa State,L,4,31
Louisiana,2007-11-03,9,@,Tennessee,L,8,59
Louisiana Tech,2007-11-03,9,@,Idaho,W,1,16
Louisiana-Monroe,2007-11-03,9,,Middle Tennessee State,L,6,43
LSU,2007-11-03,9,@,Alabama,W,4,34
Marshall,2007-11-03,9,@,Central Florida,L,6,47
Maryland,2007-11-03,9,@,North Carolina,L,1,16
Memphis,2007-11-03,9,,East Carolina,L,8,56
Miami (FL),2007-11-03,9,,North Carolina State,L,1,19
Miami (OH),2007-11-03,10,,Buffalo,W,3,28
Michigan,2007-11-03,10,@,Michigan State,W,3,24
Michigan State,2007-11-03,10,,Michigan,L,4,28
Middle Tennessee State,2007-11-03,10,@,Louisiana-Monroe,W,5,40
Minnesota,2007-11-03,10,,Illinois,L,5,44
Missouri,2007-11-03,9,@,Colorado,W,1,10
Navy,2007-11-03,9,@,Notre Dame,W,6,44
Nebraska,2007-11-03,10,@,Kansas,L,11,76
New Mexico,2007-11-03,9,@,Texas Christian,L,4,37
North Carolina,2007-11-03,9,,Maryland,W,1,13
North Carolina State,2007-11-03,9,@,Miami (FL),W,1,16
Northwestern,2007-11-03,10,,Iowa,L,4,28
Notre Dame,2007-11-03,9,,Navy,L,6,46
Ohio State,2007-11-03,10,,Wisconsin,W,2,17
Oklahoma,2007-11-03,9,,Texas A&M,W,2,14
Oklahoma State,2007-11-03,9,,Texas,L,5,38
Ole Miss,2007-11-03,10,,Northwestern State,W,4,31
Oregon,2007-11-03,9,,Arizona State,W,2,23
Oregon State,2007-11-03,9,@,Southern California,L,3,24
Penn State,2007-11-03,10,,Purdue,W,1,19
Pitt,2007-11-03,9,,Syracuse,W,2,17
Purdue,2007-11-03,10,@,Penn State,L,3,26
Rice,2007-11-03,9,,Texas-El Paso,W,6,48
Rutgers,2007-11-03,9,@,Connecticut,L,4,38
San Diego State,2007-11-03,8,,Wyoming,W,3,24
San Jose State,2007-11-03,9,@,Boise State,L,6,42
South Carolina,2007-11-03,10,@,Arkansas,L,7,48
South Florida,2007-11-03,9,,Cincinnati,L,5,38
Southern Mississippi,2007-11-03,9,@,Alabama-Birmingham,W,1,7
Stanford,2007-11-03,9,,Washington,L,3,27
Syracuse,2007-11-03,9,@,Pittsburgh,L,2,20
Tennessee,2007-11-03,9,,Louisiana,W,1,7
Texas,2007-11-03,10,@,Oklahoma State,W,5,35
Texas A&M,2007-11-03,10,@,Oklahoma,L,6,42
Texas Christian,2007-11-03,9,,New Mexico,W,0,0
Texas Tech,2007-11-03,10,@,Baylor,W,1,7
Toledo,2007-11-03,10,,Eastern Michigan,W,4,28
Troy,2007-11-03,9,@,Georgia,L,5,44
Tulane,2007-11-03,9,,Tulsa,L,7,49
Tulsa,2007-11-03,9,@,Tulane,W,3,25
UAB,2007-11-03,9,,Southern Mississippi,L,4,37
UCF,2007-11-03,9,,Marshall,W,1,13
UCLA,2007-11-03,9,@,Arizona,L,4,34
USC,2007-11-03,9,,Oregon State,W,0,3
Utah State,2007-11-03,9,@,Fresno State,L,5,38
UTEP,2007-11-03,9,@,Rice,L,8,56
Vanderbilt,2007-11-03,9,@,Florida,L,7,49
Virginia,2007-11-03,10,,Wake Forest,W,1,16
Wake Forest,2007-11-03,9,@,Virginia,L,2,17
Washington,2007-11-03,9,@,Stanford,W,1,9
Washington State,2007-11-03,9,@,California,L,2,20
Western Kentucky,2007-11-03,9,@,Chattanooga,W,3,21
Wisconsin,2007-11-03,10,@,Ohio State,L,5,38
Wyoming,2007-11-03,9,@,San Diego State,L,4,27
Houston,2007-11-04,9,,Southern Methodist,W,4,28
SMU,2007-11-04,9,@,Houston,L,5,38
Central Michigan,2007-11-06,10,@,Western Michigan,W,4,31
Western Michigan,2007-11-06,10,,Central Michigan,L,4,34
Akron,2007-11-07,10,,Ohio,W,4,37
Ohio,2007-11-07,11,@,Akron,L,6,48
Brigham Young,2007-11-08,9,,Texas Christian,W,2,22
Louisville,2007-11-08,10,@,West Virginia,L,5,38
Texas Christian,2007-11-08,10,@,Brigham Young,L,3,27
West Virginia,2007-11-08,9,,Louisville,W,4,31
Army,2007-11-09,10,,Rutgers,L,5,41
Bowling Green State,2007-11-09,10,@,Eastern Michigan,W,5,32
Eastern Michigan,2007-11-09,11,,Bowling Green State,L,5,39
Rutgers,2007-11-09,10,@,Army,W,1,6
Air Force,2007-11-10,11,@,Notre Dame,W,3,24
Alabama,2007-11-10,10,@,Mississippi State,L,2,17
Arizona State,2007-11-10,10,@,UCLA,W,2,20
Arkansas,2007-11-10,10,@,Tennessee,L,4,34
Arkansas State,2007-11-10,10,@,Florida Atlantic,L,4,34
Auburn,2007-11-10,11,@,Georgia,L,6,45
Baylor,2007-11-10,11,@,Oklahoma,L,7,52
Boise State,2007-11-10,10,@,Utah State,W,0,0
Boston College,2007-11-10,10,@,Maryland,L,5,42
California,2007-11-10,10,,Southern California,L,3,24
Cincinnati,2007-11-10,10,,Connecticut,W,0,3
Clemson,2007-11-10,10,,Wake Forest,W,1,10
Colorado,2007-11-10,11,@,Iowa State,L,4,31
Colorado State,2007-11-10,10,@,New Mexico,L,2,26
Connecticut,2007-11-10,10,@,Cincinnati,L,4,27
Duke,2007-11-10,10,,Georgia Tech,L,5,41
East Carolina,2007-11-10,11,@,Marshall,L,3,26
Florida,2007-11-10,10,@,South Carolina,W,4,31
Florida Atlantic,2007-11-10,9,,Arkansas State,W,4,31
Florida State,2007-11-10,10,@,Virginia Tech,L,5,40
Fresno State,2007-11-10,10,@,Hawaii,L,4,37
Georgia,2007-11-10,10,,Auburn,W,2,20
Georgia Tech,2007-11-10,10,@,Duke,W,3,24
Hawaii,2007-11-10,9,,Fresno State,W,4,30
Houston,2007-11-10,10,@,Tulsa,L,8,56
Illinois,2007-11-10,11,@,Ohio State,W,3,21
Indiana,2007-11-10,11,@,Northwestern,L,4,31
Iowa,2007-11-10,11,,Minnesota,W,2,16
Iowa State,2007-11-10,11,,Colorado,W,4,28
Kansas,2007-11-10,10,@,Oklahoma State,W,4,28
Kansas State,2007-11-10,10,@,Nebraska,L,10,73
Kent State,2007-11-10,10,@,Northern Illinois,L,3,27
Kentucky,2007-11-10,10,@,Vanderbilt,W,3,20
Louisiana,2007-11-10,10,@,Middle Tennessee State,W,3,24
Louisiana Tech,2007-11-10,10,@,Louisiana State,L,7,58
Louisiana-Monroe,2007-11-10,10,,Grambling State,W,2,14
LSU,2007-11-10,10,,Louisiana Tech,W,1,10
Marshall,2007-11-10,10,,East Carolina,W,1,7
Maryland,2007-11-10,10,,Boston College,W,5,35
Memphis,2007-11-10,10,@,Southern Mississippi,W,3,26
Miami (FL),2007-11-10,10,,Virginia,L,6,48
Michigan,2007-11-10,11,@,Wisconsin,L,4,37
Michigan State,2007-11-10,11,@,Purdue,W,4,31
Middle Tennessee State,2007-11-10,11,,Louisiana,L,5,34
Minnesota,2007-11-10,11,@,Iowa,L,3,21
Mississippi State,2007-11-10,10,,Alabama,W,0,12
Missouri,2007-11-10,10,,Texas A&M,W,3,26
Navy,2007-11-10,10,@,North Texas,W,9,62
Nebraska,2007-11-10,11,,Kansas State,W,4,31
New Mexico,2007-11-10,10,,Colorado State,W,2,23
New Mexico State,2007-11-10,11,@,San Jose State,L,6,51
North Carolina,2007-11-10,10,@,North Carolina State,L,4,31
North Carolina State,2007-11-10,10,,North Carolina,W,3,27
North Texas,2007-11-10,9,,Navy,L,10,74
Northern Illinois,2007-11-10,10,,Kent State,W,2,20
Northwestern,2007-11-10,11,,Indiana,W,4,28
Notre Dame,2007-11-10,10,,Air Force,L,5,41
Ohio State,2007-11-10,11,,Illinois,L,4,28
Oklahoma,2007-11-10,10,,Baylor,W,3,21
Oklahoma State,2007-11-10,10,,Kansas,L,5,43
Oregon State,2007-11-10,10,,Washington,W,3,23
Penn State,2007-11-10,11,@,Temple,W,0,0
Purdue,2007-11-10,11,,Michigan State,L,6,48
Rice,2007-11-10,10,@,Southern Methodist,W,6,42
San Diego State,2007-11-10,9,@,Nevada-Las Vegas,W,4,30
San Jose State,2007-11-10,10,,New Mexico State,W,2,17
SMU,2007-11-10,10,,Rice,L,6,43
South Carolina,2007-11-10,11,,Florida,L,7,51
South Florida,2007-11-10,10,@,Syracuse,W,1,10
Southern Mississippi,2007-11-10,10,,Memphis,L,4,29
Stanford,2007-11-10,10,@,Washington State,L,3,33
Syracuse,2007-11-10,10,,South Florida,L,5,41
Temple,2007-11-10,10,,Penn State,L,4,31
Tennessee,2007-11-10,10,,Arkansas,W,1,13
Texas,2007-11-10,11,,Texas Tech,W,5,43
Texas A&M,2007-11-10,11,@,Missouri,L,5,40
Texas Tech,2007-11-10,11,@,Texas,L,8,59
Troy,2007-11-10,10,@,Western Kentucky,W,2,17
Tulane,2007-11-10,10,,Texas-El Paso,W,2,19
Tulsa,2007-11-10,10,,Houston,W,1,7
UAB,2007-11-10,10,,Central Florida,L,6,45
UCF,2007-11-10,10,@,Alabama-Birmingham,W,4,31
UCLA,2007-11-10,10,,Arizona State,L,3,24
UNLV,2007-11-10,10,,San Diego State,L,5,38
USC,2007-11-10,10,@,California,W,2,17
Utah,2007-11-10,10,,Wyoming,W,0,0
Utah State,2007-11-10,10,,Boise State,L,7,52
UTEP,2007-11-10,10,@,Tulane,L,4,34
Vanderbilt,2007-11-10,10,,Kentucky,L,3,27
Virginia,2007-11-10,11,@,Miami (FL),W,0,0
Virginia Tech,2007-11-10,10,,Florida State,W,2,21
Wake Forest,2007-11-10,10,@,Clemson,L,5,44
Washington,2007-11-10,10,@,Oregon State,L,2,29
Washington State,2007-11-10,10,,Stanford,W,2,17
Western Kentucky,2007-11-10,10,,Troy,L,3,21
Wisconsin,2007-11-10,11,,Michigan,W,3,21
Wyoming,2007-11-10,10,@,Utah,L,6,50
Ball State,2007-11-13,11,,Toledo,W,2,20
Toledo,2007-11-13,11,@,Ball State,L,6,41
Akron,2007-11-14,11,@,Miami (OH),L,1,7
Miami (OH),2007-11-14,11,,Akron,W,0,0
Arizona,2007-11-15,11,,Oregon,W,2,24
Arkansas State,2007-11-15,11,,North Texas,W,3,27
North Texas,2007-11-15,10,@,Arkansas State,L,4,31
Oregon,2007-11-15,10,@,Arizona,L,4,34
Central Michigan,2007-11-16,11,,Eastern Michigan,L,7,48
Eastern Michigan,2007-11-16,12,@,Central Michigan,W,6,45
Hawaii,2007-11-16,10,@,Nevada,W,3,26
Nevada,2007-11-16,10,,Hawaii,L,3,28
Air Force,2007-11-17,12,,San Diego State,W,3,23
Alabama,2007-11-17,11,,Louisiana-Monroe,L,3,21
Arkansas,2007-11-17,11,,Mississippi State,W,4,31
Army,2007-11-17,11,,Tulsa,L,7,49
Baylor,2007-11-17,12,,Oklahoma State,L,6,45
Boise State,2007-11-17,11,,Idaho,W,2,14
Boston College,2007-11-17,11,@,Clemson,W,2,17
Bowling Green State,2007-11-17,11,@,Buffalo,W,2,17
Brigham Young,2007-11-17,10,@,Wyoming,W,1,10
Buffalo,2007-11-17,11,,Bowling Green State,L,4,31
California,2007-11-17,11,@,Washington,L,4,37
Cincinnati,2007-11-17,11,,West Virginia,L,4,28
Clemson,2007-11-17,11,,Boston College,L,2,20
Colorado State,2007-11-17,11,,Georgia Southern,W,4,34
Connecticut,2007-11-17,11,,Syracuse,W,1,7
Duke,2007-11-17,11,@,Notre Dame,L,4,28
Florida,2007-11-17,11,,Florida Atlantic,W,2,20
Florida Atlantic,2007-11-17,10,@,Florida,L,8,59
Florida International,2007-11-17,10,@,Louisiana,L,5,38
Florida State,2007-11-17,11,,Maryland,W,1,16
Georgia,2007-11-17,11,,Kentucky,W,1,13
Georgia Tech,2007-11-17,11,,North Carolina,W,2,25
Houston,2007-11-17,11,,Marshall,W,4,28
Idaho,2007-11-17,11,@,Boise State,L,8,58
Illinois,2007-11-17,12,,Northwestern,W,3,22
Indiana,2007-11-17,12,,Purdue,W,3,24
Iowa,2007-11-17,12,,Western Michigan,L,3,28
Iowa State,2007-11-17,12,@,Kansas,L,6,45
Kansas,2007-11-17,11,,Iowa State,W,1,7
Kansas State,2007-11-17,11,,Missouri,L,7,49
Kent State,2007-11-17,11,@,Temple,L,2,24
Kentucky,2007-11-17,11,@,Georgia,L,3,24
Louisiana,2007-11-17,11,,Florida International,W,4,28
Louisiana Tech,2007-11-17,11,,San Jose State,W,2,23
Louisiana-Monroe,2007-11-17,11,@,Alabama,W,2,14
Louisville,2007-11-17,11,@,South Florida,L,8,55
LSU,2007-11-17,11,@,Mississippi,W,3,24
Marshall,2007-11-17,11,@,Houston,L,4,35
Maryland,2007-11-17,11,@,Florida State,L,3,24
Memphis,2007-11-17,11,,Alabama-Birmingham,W,1,9
Miami (FL),2007-11-17,11,@,Virginia Tech,L,5,44
Michigan,2007-11-17,12,,Ohio State,L,2,14
Michigan State,2007-11-17,12,,Penn State,W,4,31
Minnesota,2007-11-17,12,,Wisconsin,L,5,41
Mississippi State,2007-11-17,11,@,Arkansas,L,6,45
Missouri,2007-11-17,11,@,Kansas State,W,4,32
Navy,2007-11-17,11,,Northern Illinois,W,3,24
New Mexico,2007-11-17,11,@,Utah,L,4,28
New Mexico State,2007-11-17,12,,Utah State,L,5,35
North Carolina,2007-11-17,11,@,Georgia Tech,L,3,27
North Carolina State,2007-11-17,11,@,Wake Forest,L,5,38
Northern Illinois,2007-11-17,11,@,Navy,L,5,35
Northwestern,2007-11-17,12,@,Illinois,L,5,41
Notre Dame,2007-11-17,11,,Duke,W,1,7
Ohio State,2007-11-17,12,@,Michigan,W,0,3
Oklahoma,2007-11-17,11,@,Texas Tech,L,4,34
Oklahoma State,2007-11-17,11,@,Baylor,W,2,14
Ole Miss,2007-11-17,11,,Louisiana State,L,5,41
Oregon State,2007-11-17,11,@,Washington State,W,2,17
Penn State,2007-11-17,12,@,Michigan State,L,5,35
Pitt,2007-11-17,10,@,Rutgers,L,2,20
Purdue,2007-11-17,12,@,Indiana,L,3,27
Rice,2007-11-17,11,,Tulane,L,6,45
Rutgers,2007-11-17,11,,Pittsburgh,W,1,16
San Diego State,2007-11-17,10,@,Air Force,L,8,55
San Jose State,2007-11-17,11,@,Louisiana Tech,L,3,27
SMU,2007-11-17,11,,Central Florida,L,7,49
South Florida,2007-11-17,11,,Louisville,W,2,17
Southern Mississippi,2007-11-17,11,@,Texas-El Paso,W,4,30
Syracuse,2007-11-17,11,@,Connecticut,L,4,30
Temple,2007-11-17,11,,Kent State,W,2,14
Tennessee,2007-11-17,11,,Vanderbilt,W,3,24
Texas Christian,2007-11-17,11,,Nevada-Las Vegas,W,1,10
Texas Tech,2007-11-17,12,,Oklahoma,W,3,27
Tulane,2007-11-17,11,@,Rice,W,4,31
Tulsa,2007-11-17,11,@,Army,W,5,39
UAB,2007-11-17,11,@,Memphis,L,2,25
UCF,2007-11-17,11,@,Southern Methodist,W,2,20
UNLV,2007-11-17,11,@,Texas Christian,L,4,34
Utah,2007-11-17,11,,New Mexico,W,1,10
Utah State,2007-11-17,11,@,New Mexico State,W,2,17
UTEP,2007-11-17,11,,Southern Mississippi,L,8,56
Vanderbilt,2007-11-17,11,@,Tennessee,L,3,25
Virginia Tech,2007-11-17,11,,Miami (FL),W,2,14
Wake Forest,2007-11-17,11,,North Carolina State,W,2,18
Washington,2007-11-17,11,,California,W,3,23
Washington State,2007-11-17,11,,Oregon State,L,7,52
West Virginia,2007-11-17,10,@,Cincinnati,W,3,23
Western Kentucky,2007-11-17,11,,Morehead State,W,2,12
Western Michigan,2007-11-17,11,@,Iowa,W,3,19
Wisconsin,2007-11-17,12,@,Minnesota,W,4,34
Wyoming,2007-11-17,11,,Brigham Young,L,5,35
Middle Tennessee State,2007-11-20,12,@,Troy,L,6,45
Troy,2007-11-20,11,,Middle Tennessee State,W,1,7
Arizona State,2007-11-22,11,,Southern California,L,5,44
USC,2007-11-22,11,@,Arizona State,W,3,24
Akron,2007-11-23,12,,Central Michigan,L,5,35
Arkansas,2007-11-23,12,@,Louisiana State,W,6,48
Boise State,2007-11-23,12,@,Hawaii,L,6,39
Bowling Green State,2007-11-23,12,,Toledo,W,1,10
Central Michigan,2007-11-23,12,@,Akron,W,5,32
Colorado,2007-11-23,12,,Nebraska,W,7,51
Colorado State,2007-11-23,12,,Wyoming,W,4,28
Hawaii,2007-11-23,11,,Boise State,W,3,27
LSU,2007-11-23,12,,Arkansas,L,7,50
Mississippi State,2007-11-23,12,,Mississippi,W,2,14
Nebraska,2007-11-23,12,@,Colorado,L,9,65
Ole Miss,2007-11-23,12,@,Mississippi State,L,2,17
Texas,2007-11-23,12,@,Texas A&M,L,5,38
Texas A&M,2007-11-23,12,,Texas,W,4,30
Toledo,2007-11-23,12,@,Bowling Green State,L,5,37
Wyoming,2007-11-23,12,@,Colorado State,L,4,36
Alabama,2007-11-24,12,@,Auburn,L,2,17
Arkansas State,2007-11-24,12,@,Southern Mississippi,L,1,16
Auburn,2007-11-24,12,,Alabama,W,1,10
Ball State,2007-11-24,12,@,Northern Illinois,W,3,21
Boston College,2007-11-24,12,,Miami (FL),W,2,14
Brigham Young,2007-11-24,11,,Utah,W,1,10
Buffalo,2007-11-24,12,@,Kent State,W,3,23
Cincinnati,2007-11-24,12,@,Syracuse,W,4,31
Clemson,2007-11-24,12,@,South Carolina,W,3,21
Connecticut,2007-11-24,12,@,West Virginia,L,9,66
Duke,2007-11-24,12,@,North Carolina,L,3,20
East Carolina,2007-11-24,12,,Tulane,W,1,12
Florida,2007-11-24,12,,Florida State,W,0,12
Florida Atlantic,2007-11-24,11,@,Florida International,W,3,23
Florida International,2007-11-24,11,,Florida Atlantic,L,8,55
Florida State,2007-11-24,12,@,Florida,L,6,45
Fresno State,2007-11-24,11,,Kansas State,W,4,29
Georgia,2007-11-24,12,@,Georgia Tech,W,2,17
Georgia Tech,2007-11-24,12,,Georgia,L,4,31
Houston,2007-11-24,12,,Texas Southern,W,1,6
Idaho,2007-11-24,12,,Utah State,L,3,24
Kansas,2007-11-24,12,N,Missouri,L,4,36
Kansas State,2007-11-24,12,@,Fresno State,L,6,45
Kent State,2007-11-24,12,,Buffalo,L,3,30
Kentucky,2007-11-24,12,,Tennessee,L,7,52
Louisiana,2007-11-24,12,,Louisiana-Monroe,L,2,17
Louisiana-Monroe,2007-11-24,12,@,Louisiana,W,1,11
Marshall,2007-11-24,12,,Alabama-Birmingham,W,5,39
Maryland,2007-11-24,12,@,North Carolina State,W,0,0
Memphis,2007-11-24,12,,Southern Methodist,W,7,52
Miami (FL),2007-11-24,12,@,Boston College,L,4,28
Miami (OH),2007-11-24,12,@,Ohio,L,5,38
Missouri,2007-11-24,12,N,Kansas,W,4,28
Nevada,2007-11-24,11,@,San Jose State,L,3,27
New Mexico,2007-11-24,12,,Nevada-Las Vegas,W,0,6
North Carolina,2007-11-24,12,,Duke,W,2,14
North Carolina State,2007-11-24,12,,Maryland,L,4,37
North Texas,2007-11-24,11,,Western Kentucky,W,3,26
Northern Illinois,2007-11-24,12,,Ball State,L,3,27
Notre Dame,2007-11-24,12,@,Stanford,W,2,14
Ohio,2007-11-24,12,,Miami (OH),W,2,29
Oklahoma,2007-11-24,12,,Oklahoma State,W,2,17
Oklahoma State,2007-11-24,12,@,Oklahoma,L,7,49
Oregon,2007-11-24,11,@,UCLA,L,1,16
Pitt,2007-11-24,11,,South Florida,L,6,48
Rice,2007-11-24,12,,Tulsa,L,7,48
San Diego State,2007-11-24,11,,Texas Christian,L,6,45
San Jose State,2007-11-24,12,,Nevada,W,3,24
SMU,2007-11-24,12,@,Memphis,L,7,55
South Carolina,2007-11-24,12,,Clemson,L,2,23
South Florida,2007-11-24,12,@,Pittsburgh,W,5,37
Southern Mississippi,2007-11-24,12,,Arkansas State,W,1,10
Stanford,2007-11-24,11,,Notre Dame,L,3,21
Syracuse,2007-11-24,12,,Cincinnati,L,7,52
Temple,2007-11-24,12,@,Western Michigan,L,2,16
Tennessee,2007-11-24,12,@,Kentucky,W,7,50
Texas Christian,2007-11-24,12,@,San Diego State,W,4,33
Tulane,2007-11-24,12,@,East Carolina,L,5,35
Tulsa,2007-11-24,12,@,Rice,W,6,43
UAB,2007-11-24,12,@,Marshall,L,6,46
UCF,2007-11-24,12,,Texas-El Paso,W,2,20
UCLA,2007-11-24,11,,Oregon,W,0,0
UNLV,2007-11-24,12,@,New Mexico,L,3,27
Utah,2007-11-24,12,@,Brigham Young,L,1,17
Utah State,2007-11-24,12,@,Idaho,W,2,19
UTEP,2007-11-24,12,@,Central Florida,L,4,36
Vanderbilt,2007-11-24,12,,Wake Forest,L,4,31
Virginia,2007-11-24,12,,Virginia Tech,L,3,33
Virginia Tech,2007-11-24,12,@,Virginia,W,3,21
Wake Forest,2007-11-24,12,@,Vanderbilt,W,2,17
Washington,2007-11-24,12,,Washington State,L,6,42
Washington State,2007-11-24,12,@,Washington,W,4,35
West Virginia,2007-11-24,11,,Connecticut,W,3,21
Western Kentucky,2007-11-24,12,@,North Texas,L,4,27
Western Michigan,2007-11-24,12,,Temple,W,0,3
Louisville,2007-11-29,12,,Rutgers,W,5,38
Rutgers,2007-11-29,12,@,Louisville,L,5,41
Fresno State,2007-11-30,12,@,New Mexico State,W,3,23
New Mexico State,2007-11-30,13,,Fresno State,L,3,30
Arizona,2007-12-01,12,@,Arizona State,L,2,20
Arizona State,2007-12-01,12,,Arizona,W,2,17
Army,2007-12-01,12,@,Navy,L,5,38
Boston College,2007-12-01,13,N,Virginia Tech,L,4,30
Brigham Young,2007-12-01,12,@,San Diego State,W,3,27
California,2007-12-01,12,@,Stanford,L,2,20
Central Michigan,2007-12-01,13,N,Miami (OH),W,1,10
Florida Atlantic,2007-12-01,12,@,Troy,W,3,32
Florida International,2007-12-01,12,,North Texas,W,3,19
Hawaii,2007-12-01,12,,Washington,W,4,28
Louisiana Tech,2007-12-01,12,@,Nevada,L,7,49
LSU,2007-12-01,13,N,Tennessee,W,2,14
Miami (OH),2007-12-01,13,N,Central Michigan,L,5,35
Missouri,2007-12-01,13,N,Oklahoma,L,5,38
Navy,2007-12-01,12,,Army,W,0,3
Nevada,2007-12-01,12,,Louisiana Tech,W,1,10
North Texas,2007-12-01,12,@,Florida International,L,5,38
Oklahoma,2007-12-01,13,N,Missouri,W,1,17
Oregon,2007-12-01,12,,Oregon State,L,5,38
Oregon State,2007-12-01,12,@,Oregon,W,4,31
Pitt,2007-12-01,12,@,West Virginia,W,1,9
San Diego State,2007-12-01,12,,Brigham Young,L,7,48
Stanford,2007-12-01,12,,California,W,1,13
Tennessee,2007-12-01,13,N,Louisiana State,L,2,21
Troy,2007-12-01,12,,Florida Atlantic,L,5,38
Tulsa,2007-12-01,13,@,Central Florida,L,5,44
UCF,2007-12-01,13,,Tulsa,W,3,25
UCLA,2007-12-01,12,@,Southern California,L,3,24
USC,2007-12-01,12,,UCLA,W,1,7
Virginia Tech,2007-12-01,13,N,Boston College,W,2,16
Washington,2007-12-01,13,@,Hawaii,L,5,35
West Virginia,2007-12-01,12,,Pittsburgh,L,1,13
Navy,2007-12-20,13,N,Utah,L,5,35
Utah,2007-12-20,13,N,Navy,W,4,32
Florida Atlantic,2007-12-21,13,N,Memphis,W,3,27
Memphis,2007-12-21,13,N,Florida Atlantic,L,6,44
Brigham Young,2007-12-22,13,N,UCLA,W,1,16
Cincinnati,2007-12-22,13,N,Southern Mississippi,W,3,21
Nevada,2007-12-22,13,@,New Mexico,L,2,23
New Mexico,2007-12-22,13,,Nevada,W,0,0
Southern Mississippi,2007-12-22,13,N,Cincinnati,L,4,31
UCLA,2007-12-22,13,N,Brigham Young,L,2,17
Boise State,2007-12-23,13,N,East Carolina,L,5,41
East Carolina,2007-12-23,13,N,Boise State,W,5,38
Central Michigan,2007-12-26,14,N,Purdue,L,6,51
Purdue,2007-12-26,13,N,Central Michigan,W,6,48
Arizona State,2007-12-27,13,N,Texas,L,7,52
Texas,2007-12-27,13,N,Arizona State,W,4,34
Boston College,2007-12-28,14,N,Michigan State,W,2,21
Houston,2007-12-28,13,,Texas Christian,L,2,20
Maryland,2007-12-28,13,N,Oregon State,L,3,21
Michigan State,2007-12-28,13,N,Boston College,L,3,24
Oregon State,2007-12-28,13,N,Maryland,W,2,14
Texas Christian,2007-12-28,13,@,Houston,W,1,13
Connecticut,2007-12-29,13,N,Wake Forest,L,3,24
Mississippi State,2007-12-29,13,N,Central Florida,W,0,3
Penn State,2007-12-29,13,N,Texas A&M,W,2,17
Texas A&M,2007-12-29,13,N,Penn State,L,3,24
UCF,2007-12-29,14,N,Mississippi State,L,1,10
Wake Forest,2007-12-29,13,N,Connecticut,W,1,10
Alabama,2007-12-30,13,N,Colorado,W,3,24
Colorado,2007-12-30,13,N,Alabama,L,3,30
Air Force,2007-12-31,13,N,California,L,6,42
Auburn,2007-12-31,13,N,Clemson,W,2,20
California,2007-12-31,13,N,Air Force,W,4,36
Clemson,2007-12-31,13,N,Auburn,L,3,23
Florida State,2007-12-31,13,N,Kentucky,L,5,35
Fresno State,2007-12-31,13,N,Georgia Tech,W,4,28
Georgia Tech,2007-12-31,13,N,Fresno State,L,5,40
Indiana,2007-12-31,13,N,Oklahoma State,L,7,49
Kentucky,2007-12-31,13,N,Florida State,W,4,28
Oklahoma State,2007-12-31,13,N,Indiana,W,4,33
Oregon,2007-12-31,13,N,South Florida,W,2,21
South Florida,2007-12-31,13,N,Oregon,L,7,56
