School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Pass Int,Turnovers
Kentucky,2009-09-05,1,N,Miami (OH),W,20,31,64.5,243,2,49,245,5.0,3,3,2,0,0,0
Louisiana,2009-09-05,1,,Southern,W,19,25,76.0,325,3,39,208,5.3,3,3,0,2,0,2
Louisiana Tech,2009-09-05,1,@,Auburn,L,18,33,54.5,149,1,37,96,2.6,0,3,0,1,1,2
Louisiana-Monroe,2009-09-05,1,@,Texas,L,14,30,46.7,197,1,35,101,2.9,1,4,1,2,1,3
Louisville,2009-09-05,1,,Indiana State,W,20,35,57.1,243,0,30,176,5.9,3,6,0,0,2,2
LSU,2009-09-05,1,@,Washington,W,11,19,57.9,172,3,29,149,5.1,0,8,2,1,0,1
Marshall,2009-09-05,1,,Southern Illinois,W,27,36,75.0,316,3,36,72,2.0,1,4,2,1,1,2
Maryland,2009-09-05,1,@,California,L,17,30,56.7,176,0,44,139,3.2,1,3,2,2,0,2
Miami (OH),2009-09-05,1,N,Kentucky,L,13,34,38.2,126,0,22,62,2.8,0,3,0,0,2,2
Michigan,2009-09-05,1,,Western Michigan,W,15,28,53.6,197,3,50,242,4.8,1,6,2,0,1,1
Michigan State,2009-09-05,1,,Montana State,W,19,35,54.3,318,5,40,175,4.4,0,4,3,0,0,0
Middle Tennessee State,2009-09-05,1,@,Clemson,L,21,44,47.7,207,1,37,92,2.5,0,4,1,0,3,3
Minnesota,2009-09-05,1,@,Syracuse,W,19,42,45.2,248,1,32,112,3.5,1,7,3,1,1,2
Mississippi State,2009-09-05,1,,Jackson State,W,16,25,64.0,172,3,45,238,5.3,2,8,1,2,0,2
Missouri,2009-09-05,1,N,Illinois,W,26,35,74.3,325,3,37,117,3.2,1,7,3,0,0,0
Navy,2009-09-05,1,@,Ohio State,L,9,13,69.2,156,2,44,186,4.2,2,1,1,2,1,3
Nebraska,2009-09-05,1,,Florida Atlantic,W,17,25,68.0,231,2,32,259,8.1,5,3,0,0,1,1
Nevada,2009-09-05,1,@,Notre Dame,L,13,27,48.1,154,0,29,153,5.3,0,7,0,1,2,3
New Mexico,2009-09-05,1,@,Texas A&M,L,29,40,72.5,210,0,24,21,0.9,0,7,2,2,0,2
New Mexico State,2009-09-05,1,,Idaho,L,22,34,64.7,235,0,33,104,3.2,1,3,1,2,1,3
North Carolina,2009-09-05,1,,Citadel,W,9,22,40.9,114,2,44,261,5.9,2,10,2,2,2,4
Northern Illinois,2009-09-05,1,@,Wisconsin,L,15,24,62.5,174,0,35,100,2.9,2,3,0,1,0,1
Northwestern,2009-09-05,1,,Towson,W,16,22,72.7,264,1,54,221,4.1,5,6,2,0,1,1
Notre Dame,2009-09-05,1,,Nevada,W,17,20,85.0,332,4,41,178,4.3,1,4,2,0,0,0
Ohio,2009-09-05,1,,Connecticut,L,15,28,53.6,186,2,32,61,1.9,0,6,1,1,1,2
Ohio State,2009-09-05,1,,Navy,W,17,26,65.4,210,1,38,153,4.0,2,6,2,0,1,1
Oklahoma,2009-09-05,1,N,Brigham Young,L,16,26,61.5,147,1,31,118,3.8,0,10,4,2,0,2
Oklahoma State,2009-09-05,1,,Georgia,W,11,22,50.0,135,2,46,172,3.7,1,4,2,0,0,0
Oregon State,2009-09-05,1,,Portland State,W,15,23,65.2,282,1,36,151,4.2,3,2,0,0,0,0
Penn State,2009-09-05,1,,Akron,W,32,44,72.7,379,3,30,136,4.5,1,13,4,1,1,2
Pitt,2009-09-05,1,,Youngstown State,W,16,24,66.7,203,3,33,187,5.7,2,7,5,0,1,1
Purdue,2009-09-05,1,,Toledo,W,17,28,60.7,220,3,39,315,8.1,4,3,0,0,3,3
Rice,2009-09-05,1,@,Alabama-Birmingham,L,22,42,52.4,235,1,34,156,4.6,2,3,2,1,1,2
San Diego State,2009-09-05,1,@,UCLA,L,18,45,40.0,238,2,18,39,2.2,0,11,3,0,3,3
San Jose State,2009-09-05,1,@,Southern California,L,15,30,50.0,112,0,31,9,0.3,0,4,2,2,0,2
SMU,2009-09-05,1,,Stephen F. Austin,W,23,45,51.1,202,1,27,153,5.7,2,6,1,0,2,2
South Florida,2009-09-05,1,,Wofford,W,21,25,84.0,185,2,32,174,5.4,3,8,2,1,1,2
Southern Mississippi,2009-09-05,1,,Alcorn State,W,21,29,72.4,233,3,60,398,6.6,4,4,2,1,0,1
Stanford,2009-09-05,1,@,Washington State,W,11,24,45.8,193,1,42,288,6.9,3,8,3,0,0,0
Syracuse,2009-09-05,1,,Minnesota,L,19,31,61.3,167,1,34,90,2.6,1,7,2,1,1,2
Tennessee,2009-09-05,1,,Western Kentucky,W,25,32,78.1,277,5,44,380,8.6,4,12,5,1,2,3
Texas,2009-09-05,1,,Louisiana-Monroe,W,25,35,71.4,363,2,49,199,4.1,5,5,0,2,1,3
Texas A&M,2009-09-05,1,,New Mexico,W,32,43,74.4,361,2,47,245,5.2,3,9,5,0,0,0
Texas Tech,2009-09-05,1,,North Dakota,W,34,48,70.8,405,2,19,40,2.1,3,6,2,0,3,3
Toledo,2009-09-05,1,@,Purdue,L,41,69,59.4,423,3,22,70,3.2,1,2,1,1,2,3
UAB,2009-09-05,1,,Rice,W,12,16,75.0,221,2,39,295,7.6,4,6,1,2,0,2
UCF,2009-09-05,1,,Samford,W,13,24,54.2,157,1,41,125,3.0,2,9,1,1,1,2
UCLA,2009-09-05,1,,San Diego State,W,20,31,64.5,215,1,38,144,3.8,2,5,0,1,2,3
UNLV,2009-09-05,1,,Sacramento State,W,17,21,81.0,250,1,41,216,5.3,4,5,1,0,0,0
USC,2009-09-05,1,,San Jose State,W,19,23,82.6,278,2,45,342,7.6,6,16,5,2,0,2
UTEP,2009-09-05,1,,Buffalo,L,27,46,58.7,233,0,29,139,4.8,2,7,1,0,0,0
Vanderbilt,2009-09-05,1,,Western Carolina,W,13,25,52.0,187,1,70,433,6.2,5,5,3,1,0,1
Virginia,2009-09-05,1,,William & Mary,L,18,33,54.5,137,0,39,131,3.4,2,4,1,4,3,7
Virginia Tech,2009-09-05,1,N,Alabama,L,9,20,45.0,91,0,31,64,2.1,2,8,2,2,0,2
Wake Forest,2009-09-05,1,,Baylor,L,20,31,64.5,143,2,34,126,3.7,1,5,3,1,3,4
Washington,2009-09-05,1,,Louisiana State,L,25,45,55.6,321,2,38,157,4.1,0,1,1,1,1,2
Washington State,2009-09-05,1,,Stanford,L,19,30,63.3,247,1,34,102,3.0,0,3,1,0,0,0
West Virginia,2009-09-05,1,,Liberty,W,19,26,73.1,243,0,34,195,5.7,3,8,3,0,0,0
Western Kentucky,2009-09-05,1,@,Tennessee,L,9,16,56.3,49,0,30,34,1.1,1,3,0,2,1,3
Western Michigan,2009-09-05,1,@,Michigan,L,23,39,59.0,263,1,24,38,1.6,0,3,0,1,2,3
Wisconsin,2009-09-05,1,,Northern Illinois,W,18,25,72.0,281,1,38,152,4.0,3,8,3,1,2,3
Wyoming,2009-09-05,1,,Weber State,W,16,32,50.0,188,0,48,246,5.1,3,10,2,1,0,1
Colorado,2009-09-06,1,,Colorado State,L,24,40,60.0,222,1,21,29,1.4,1,6,2,1,1,2
Colorado State,2009-09-06,1,@,Colorado,W,10,17,58.8,208,1,45,168,3.7,1,5,4,0,2,2
Memphis,2009-09-06,1,,Mississippi,L,17,35,48.6,134,0,43,135,3.1,2,8,2,1,2,3
Ole Miss,2009-09-06,1,@,Memphis,W,12,22,54.5,175,2,39,174,4.5,3,10,2,1,2,3
Cincinnati,2009-09-07,1,@,Rutgers,W,29,36,80.6,396,3,34,168,4.9,3,11,5,0,1,1
Florida State,2009-09-07,1,,Miami (FL),L,24,41,58.5,294,2,30,110,3.7,1,3,1,1,1,2
Miami (FL),2009-09-07,1,@,Florida State,W,21,34,61.8,386,2,30,90,3.0,3,8,2,0,2,2
Rutgers,2009-09-07,1,,Cincinnati,L,23,37,62.2,243,1,33,50,1.5,1,4,1,0,3,3
Clemson,2009-09-10,2,@,Georgia Tech,L,15,32,46.9,261,3,36,125,3.5,0,3,0,0,2,2
Georgia Tech,2009-09-10,2,,Clemson,W,4,15,26.7,117,1,49,301,6.1,1,7,3,0,2,2
Colorado,2009-09-11,2,@,Toledo,L,30,64,46.9,356,4,23,95,4.1,1,2,1,1,3,4
Toledo,2009-09-11,2,,Colorado,W,15,23,65.2,319,4,43,305,7.1,3,4,3,2,0,2
Air Force,2009-09-12,2,@,Minnesota,L,10,17,58.8,125,1,66,261,4.0,0,3,1,1,0,1
Akron,2009-09-12,2,,Morgan State,W,16,28,57.1,186,3,49,250,5.1,1,8,1,0,0,0
Alabama,2009-09-12,2,,Florida International,W,18,24,75.0,241,1,42,275,6.5,4,11,5,0,0,0
Arizona,2009-09-12,2,,Northern Arizona,W,20,28,71.4,194,2,47,365,7.8,3,2,1,1,1,2
Arkansas State,2009-09-12,2,@,Nebraska,L,11,20,55.0,131,0,38,143,3.8,1,3,2,1,0,1
Army,2009-09-12,2,,Duke,L,10,24,41.7,119,1,57,266,4.7,1,4,1,2,2,4
Auburn,2009-09-12,2,,Mississippi State,W,11,24,45.8,199,1,59,390,6.6,5,4,1,0,0,0
Ball State,2009-09-12,2,,New Hampshire,L,15,34,44.1,114,1,26,13,0.5,0,11,4,2,1,3
Boise State,2009-09-12,2,,Miami (OH),W,18,30,60.0,314,4,29,127,4.4,3,8,1,0,1,1
Boston College,2009-09-12,2,,Kent State,W,15,29,51.7,223,3,37,126,3.4,1,7,1,0,1,1
Bowling Green State,2009-09-12,2,@,Missouri,L,29,46,63.0,206,1,29,114,3.9,1,4,1,0,0,0
Brigham Young,2009-09-12,2,@,Tulane,W,26,34,76.5,321,2,45,206,4.6,4,6,2,0,1,1
Buffalo,2009-09-12,2,,Pittsburgh,L,26,39,66.7,433,4,30,67,2.2,0,2,0,3,1,4
California,2009-09-12,2,,Eastern Washington,W,14,21,66.7,165,1,46,342,7.4,7,8,4,0,0,0
Central Michigan,2009-09-12,2,@,Michigan State,W,34,47,72.3,352,3,29,66,2.3,0,3,1,0,1,1
Cincinnati,2009-09-12,2,,Southeast Missouri State,W,24,35,68.6,351,5,42,227,5.4,3,9,1,0,0,0
Colorado State,2009-09-12,2,,Weber State,W,11,24,45.8,243,2,23,63,2.7,1,8,2,0,1,1
Connecticut,2009-09-12,2,,North Carolina,L,14,26,53.8,124,0,35,72,2.1,1,9,6,1,1,2
Duke,2009-09-12,2,@,Army,W,12,24,50.0,166,3,32,70,2.2,0,6,1,2,0,2
East Carolina,2009-09-12,2,@,West Virginia,L,16,40,40.0,175,1,27,62,2.3,1,5,0,0,1,1
Eastern Michigan,2009-09-12,2,@,Northwestern,L,20,28,71.4,148,1,32,172,5.4,2,3,0,0,2,2
Florida,2009-09-12,2,,Troy,W,25,36,69.4,372,5,46,291,6.3,3,8,3,3,0,3
Florida International,2009-09-12,1,@,Alabama,L,18,38,47.4,213,1,26,1,0.0,0,5,1,0,1,1
Florida State,2009-09-12,2,,Jacksonville State,W,22,35,62.9,324,0,26,78,3.0,2,10,7,3,0,3
Fresno State,2009-09-12,2,@,Wisconsin,L,22,38,57.9,289,4,39,179,4.6,0,5,2,0,3,3
Georgia,2009-09-12,2,,South Carolina,W,17,24,70.8,201,2,29,107,3.7,2,4,2,2,1,3
Hawaii,2009-09-12,2,@,Washington State,W,27,37,73.0,489,3,26,137,5.3,2,5,3,4,0,4
Houston,2009-09-12,2,@,Oklahoma State,W,32,46,69.6,366,3,36,146,4.1,2,3,1,1,1,2
Idaho,2009-09-12,2,@,Washington,L,26,40,65.0,349,0,23,63,2.7,2,2,0,0,1,1
Illinois,2009-09-12,2,,Illinois State,W,13,17,76.5,164,1,46,384,8.3,5,6,2,1,1,2
Indiana,2009-09-12,2,,Western Michigan,W,18,29,62.1,185,0,33,187,5.7,2,8,2,0,0,0
Iowa,2009-09-12,2,@,Iowa State,W,20,37,54.1,235,4,35,191,5.5,1,3,0,0,2,2
Iowa State,2009-09-12,2,,Iowa,L,13,31,41.9,113,0,34,190,5.6,0,3,1,1,5,6
Kansas,2009-09-12,2,@,Texas-El Paso,W,27,43,62.8,321,1,42,255,6.1,3,9,6,1,1,2
Kansas State,2009-09-12,2,@,Louisiana,L,14,30,46.7,181,1,46,196,4.3,1,1,0,1,1,2
Kent State,2009-09-12,2,@,Boston College,L,21,37,56.8,119,1,29,60,2.1,0,9,2,1,2,3
Louisiana,2009-09-12,2,,Kansas State,W,20,36,55.6,185,1,29,102,3.5,1,2,0,2,1,3
Louisiana Tech,2009-09-12,2,@,Navy,L,18,29,62.1,156,0,17,11,0.6,1,5,2,0,1,1
Louisiana-Monroe,2009-09-12,2,,Texas Southern,W,19,23,82.6,247,3,53,345,6.5,5,7,2,0,0,0
LSU,2009-09-12,2,,Vanderbilt,W,21,30,70.0,148,0,42,178,4.2,2,5,3,1,0,1
Marshall,2009-09-12,2,@,Virginia Tech,L,16,33,48.5,126,0,28,126,4.5,1,7,3,1,0,1
Maryland,2009-09-12,2,,James Madison,W,25,38,65.8,236,1,32,123,3.8,3,3,0,1,1,2
Memphis,2009-09-12,2,@,Middle Tennessee State,L,17,26,65.4,126,0,37,93,2.5,2,8,2,1,1,2
Miami (OH),2009-09-12,2,@,Boise State,L,23,39,59.0,156,0,26,38,1.5,0,5,0,0,4,4
Michigan,2009-09-12,2,,Notre Dame,W,23,33,69.7,240,2,38,190,5.0,2,4,0,0,1,1
Michigan State,2009-09-12,2,,Central Michigan,L,16,26,61.5,215,2,30,101,3.4,1,6,3,0,0,0
Middle Tennessee State,2009-09-12,2,,Memphis,W,19,27,70.4,272,2,43,164,3.8,2,11,2,1,0,1
Minnesota,2009-09-12,2,,Air Force,W,20,29,69.0,219,0,24,108,4.5,1,4,1,1,0,1
Mississippi State,2009-09-12,2,@,Auburn,L,11,21,52.4,130,1,38,167,4.4,1,4,0,0,2,2
Missouri,2009-09-12,2,,Bowling Green State,W,20,33,60.6,172,2,44,181,4.1,1,4,2,2,0,2
Navy,2009-09-12,2,,Louisiana Tech,W,5,8,62.5,103,0,69,290,4.2,4,5,4,0,0,0
Nebraska,2009-09-12,2,,Arkansas State,W,30,41,73.2,358,4,28,136,4.9,1,6,4,0,0,0
New Mexico,2009-09-12,2,,Tulsa,L,17,30,56.7,116,0,25,55,2.2,0,9,4,3,1,4
New Mexico State,2009-09-12,2,,Prairie View A&M,W,8,20,40.0,63,0,51,241,4.7,3,4,2,0,1,1
North Carolina,2009-09-12,2,@,Connecticut,W,23,32,71.9,233,1,38,35,0.9,0,9,4,0,2,2
North Carolina State,2009-09-12,2,,Murray State,W,21,29,72.4,293,4,48,191,4.0,5,10,4,0,0,0
North Texas,2009-09-12,2,,Ohio,L,21,35,60.0,186,1,40,115,2.9,2,10,5,3,1,4
Northern Illinois,2009-09-12,2,,Western Illinois,W,11,18,61.1,151,2,41,244,6.0,3,7,4,1,0,1
Northwestern,2009-09-12,2,,Eastern Michigan,W,14,24,58.3,158,0,48,185,3.9,2,4,1,2,1,3
Notre Dame,2009-09-12,2,@,Michigan,L,25,42,59.5,336,3,30,154,5.1,1,10,2,1,0,1
Ohio,2009-09-12,2,@,North Texas,W,16,31,51.6,169,2,44,63,1.4,0,7,2,2,1,3
Ohio State,2009-09-12,2,,Southern California,L,11,25,44.0,177,0,30,88,2.9,1,4,2,0,1,1
Oklahoma,2009-09-12,2,,Idaho State,W,18,32,56.3,286,3,44,278,6.3,5,17,2,1,1,2
Oklahoma State,2009-09-12,2,,Houston,L,18,31,58.1,240,1,41,194,4.7,3,3,0,3,1,4
Oregon,2009-09-12,2,,Purdue,W,11,21,52.4,163,0,41,193,4.7,3,6,1,2,0,2
Oregon State,2009-09-12,2,@,Nevada-Las Vegas,W,25,31,80.6,198,2,35,184,5.3,1,5,1,0,0,0
Penn State,2009-09-12,2,,Syracuse,W,20,31,64.5,240,3,35,78,2.2,1,6,2,2,1,3
Pitt,2009-09-12,2,@,Buffalo,W,21,30,70.0,172,3,28,209,7.5,4,8,4,0,0,0
Purdue,2009-09-12,2,@,Oregon,L,25,42,59.5,281,2,44,170,3.9,3,9,3,1,2,3
Rice,2009-09-12,2,@,Texas Tech,L,25,41,61.0,197,1,35,60,1.7,0,3,0,1,1,2
Rutgers,2009-09-12,2,,Howard,W,8,14,57.1,223,2,44,245,5.6,3,9,2,1,0,1
San Diego State,2009-09-12,2,,Southern Utah,W,20,30,66.7,287,2,37,149,4.0,2,5,4,2,0,2
San Jose State,2009-09-12,2,,Utah,L,21,34,61.8,242,1,22,22,1.0,1,2,1,0,1,1
SMU,2009-09-12,2,@,Alabama-Birmingham,W,28,47,59.6,353,3,29,84,2.9,2,6,2,2,2,4
South Carolina,2009-09-12,2,@,Georgia,L,31,53,58.5,313,2,30,114,3.8,0,3,2,0,1,1
South Florida,2009-09-12,2,@,Western Kentucky,W,13,22,59.1,208,2,42,253,6.0,3,10,4,1,1,2
Southern Mississippi,2009-09-12,2,,Central Florida,W,23,31,74.2,253,1,42,131,3.1,1,6,3,1,0,1
Stanford,2009-09-12,2,@,Wake Forest,L,23,34,67.6,276,2,26,115,4.4,0,2,0,1,1,2
Syracuse,2009-09-12,2,@,Penn State,L,18,25,72.0,135,1,29,65,2.2,0,4,2,0,2,2
Tennessee,2009-09-12,2,,UCLA,L,13,26,50.0,93,0,44,115,2.6,1,5,2,1,3,4
Texas,2009-09-12,2,@,Wyoming,W,32,50,64.0,353,3,36,191,5.3,2,9,5,0,1,1
Texas Christian,2009-09-12,1,@,Virginia,W,15,21,71.4,177,1,50,203,4.1,2,11,8,1,0,1
Texas Tech,2009-09-12,2,,Rice,W,40,63,63.5,508,8,14,52,3.7,0,14,6,0,0,0
Troy,2009-09-12,2,@,Florida,L,8,24,33.3,66,0,35,73,2.1,0,8,2,2,1,3
Tulane,2009-09-12,2,,Brigham Young,L,20,28,71.4,125,0,24,37,1.5,0,1,0,2,2,4
Tulsa,2009-09-12,2,@,New Mexico,W,23,36,63.9,338,5,44,151,3.4,1,10,5,1,0,1
UAB,2009-09-12,2,,Southern Methodist,L,18,37,48.6,226,2,34,222,6.5,2,6,1,1,4,5
UCF,2009-09-12,2,@,Southern Mississippi,L,17,30,56.7,179,2,27,15,0.6,0,6,3,2,0,2
UCLA,2009-09-12,2,@,Tennessee,W,11,23,47.8,101,1,36,85,2.4,0,8,3,1,0,1
UNLV,2009-09-12,2,,Oregon State,L,24,35,68.6,228,3,25,82,3.3,0,7,3,1,1,2
USC,2009-09-12,2,@,Ohio State,W,15,32,46.9,195,0,40,118,3.0,2,4,1,0,1,1
Utah,2009-09-12,2,@,San Jose State,W,18,32,56.3,248,1,40,251,6.3,2,4,1,2,0,2
UTEP,2009-09-12,2,,Kansas,L,17,29,58.6,204,1,20,4,0.2,0,4,1,0,1,1
Vanderbilt,2009-09-12,2,@,Louisiana State,L,11,24,45.8,88,0,39,122,3.1,1,10,3,0,1,1
Virginia,2009-09-12,2,,Texas Christian,L,8,18,44.4,120,2,33,57,1.7,0,5,2,0,1,1
Virginia Tech,2009-09-12,2,,Marshall,W,9,19,47.4,161,2,53,444,8.4,4,7,1,0,1,1
Wake Forest,2009-09-12,2,,Stanford,W,19,27,70.4,207,1,45,251,5.6,2,2,1,0,0,0
Washington,2009-09-12,2,,Idaho,W,17,25,68.0,253,3,33,121,3.7,3,4,3,1,0,1
Washington State,2009-09-12,2,,Hawaii,L,20,38,52.6,247,0,39,176,4.5,2,4,1,4,3,7
West Virginia,2009-09-12,2,,East Carolina,W,24,31,77.4,334,4,37,175,4.7,1,5,4,3,1,4
Western Kentucky,2009-09-12,2,,South Florida,L,13,26,50.0,84,0,37,200,5.4,1,4,1,0,1,1
Western Michigan,2009-09-12,2,@,Indiana,L,28,43,65.1,266,1,29,22,0.8,1,3,0,3,0,3
Wisconsin,2009-09-12,2,,Fresno State,W,17,28,60.7,225,1,39,188,4.8,3,7,2,0,0,0
Wyoming,2009-09-12,2,,Texas,L,23,50,46.0,188,0,34,85,2.5,0,2,1,1,0,1
Georgia Tech,2009-09-17,3,@,Miami (FL),L,6,15,40.0,133,1,39,95,2.4,1,2,0,0,0,0
Miami (FL),2009-09-17,2,,Georgia Tech,W,20,25,80.0,270,3,39,184,4.7,1,10,2,0,0,0
Boise State,2009-09-18,3,@,Fresno State,W,18,26,69.2,181,3,29,299,10.3,2,7,2,1,0,1
Fresno State,2009-09-18,3,,Boise State,L,14,30,46.7,187,1,39,320,8.2,3,6,0,0,2,2
Air Force,2009-09-19,3,@,New Mexico,W,4,7,57.1,73,1,72,298,4.1,2,6,4,1,0,1
Akron,2009-09-19,3,,Indiana,L,14,23,60.9,165,1,30,106,3.5,1,1,0,0,4,4
Alabama,2009-09-19,3,,North Texas,W,22,28,78.6,263,2,45,260,5.8,5,4,0,1,0,1
Arizona,2009-09-19,3,@,Iowa,L,10,26,38.5,105,1,25,148,5.9,0,6,3,0,1,1
Arizona State,2009-09-19,2,,Louisiana-Monroe,W,19,32,59.4,220,1,35,107,3.1,3,5,0,0,0,0
Arkansas,2009-09-19,2,,Georgia,L,21,39,53.8,408,5,24,77,3.2,0,7,1,1,0,1
Army,2009-09-19,3,,Ball State,W,3,8,37.5,58,1,57,207,3.6,1,7,2,1,0,1
Auburn,2009-09-19,3,,West Virginia,W,17,33,51.5,300,4,41,100,2.4,0,5,3,0,1,1
Ball State,2009-09-19,3,@,Army,L,19,35,54.3,254,1,28,121,4.3,1,4,1,0,4,4
Baylor,2009-09-19,2,,Connecticut,L,17,27,63.0,119,0,21,147,7.0,3,4,3,2,1,3
Boston College,2009-09-19,3,@,Clemson,L,5,21,23.8,25,1,28,29,1.0,0,11,2,1,3,4
Bowling Green State,2009-09-19,3,@,Marshall,L,43,62,69.4,383,1,20,10,0.5,0,4,1,1,0,1
Brigham Young,2009-09-19,3,,Florida State,L,23,34,67.6,367,3,19,108,5.7,1,2,0,2,3,5
Buffalo,2009-09-19,3,@,Central Florida,L,23,36,63.9,218,2,32,86,2.7,0,3,2,3,1,4
California,2009-09-19,3,@,Minnesota,W,16,25,64.0,252,0,44,163,3.7,5,6,3,1,0,1
