School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Pass Int,Turnovers
Arizona,2006-09-02,1,,Brigham Young,W,19,39,48.7,186,1,24,67,2.8,0,5,3,0,1,1
Arkansas,2006-09-02,1,,Southern California,L,16,32,50.0,157,0,27,130,4.8,2,3,2,2,3,5
Arkansas State,2006-09-02,1,,Army,W,11,16,68.8,97,0,45,222,4.9,2,7,1,3,0,3
Army,2006-09-02,1,@,Arkansas State,L,12,23,52.2,95,0,27,69,2.6,0,7,3,1,2,3
Auburn,2006-09-02,1,,Washington State,W,11,19,57.9,191,1,44,293,6.7,3,9,5,0,0,0
Bowling Green State,2006-09-02,1,,Wisconsin,L,12,19,63.2,82,0,46,219,4.8,2,4,1,0,0,0
Brigham Young,2006-09-02,1,@,Arizona,L,28,37,75.7,289,1,24,24,1.0,0,9,2,2,0,2
California,2006-09-02,1,@,Tennessee,L,20,42,47.6,272,1,23,64,2.8,1,0,0,0,2,2
Cincinnati,2006-09-02,1,,Eastern Kentucky,W,19,34,55.9,282,2,36,129,3.6,2,8,4,0,0,0
Clemson,2006-09-02,1,,Florida Atlantic,W,14,23,60.9,173,3,39,199,5.1,2,8,3,3,1,4
Colorado,2006-09-02,1,,Montana State,L,8,22,36.4,110,0,32,106,3.3,1,7,3,1,0,1
Colorado State,2006-09-02,1,,Weber State,W,15,22,68.2,212,0,39,149,3.8,4,11,6,1,1,2
Duke,2006-09-02,1,,Richmond,L,17,31,54.8,159,0,30,51,1.7,0,9,2,2,0,2
East Carolina,2006-09-02,1,@,Navy,L,24,35,68.6,283,2,25,76,3.0,1,2,0,1,0,1
Florida,2006-09-02,1,,Southern Mississippi,W,21,30,70.0,248,3,29,143,4.9,2,1,0,0,1,1
Florida Atlantic,2006-09-02,1,@,Clemson,L,20,43,46.5,216,0,34,47,1.4,0,3,1,3,1,4
Georgia,2006-09-02,1,,Western Kentucky,W,12,25,48.0,159,2,27,136,5.0,3,12,4,1,1,2
Georgia Tech,2006-09-02,1,,Notre Dame,L,12,24,50.0,140,1,28,119,4.3,0,5,2,0,0,0
Hawaii,2006-09-02,1,@,Alabama,L,30,44,68.2,350,2,15,22,1.5,0,5,1,2,1,3
Houston,2006-09-02,1,@,Rice,W,22,35,62.9,233,3,28,96,3.4,1,4,1,0,0,0
Idaho,2006-09-02,1,@,Michigan State,L,17,31,54.8,155,1,36,113,3.1,1,6,1,0,1,1
Illinois,2006-09-02,1,,Eastern Illinois,W,15,21,71.4,174,0,48,345,7.2,6,6,1,3,0,3
Indiana,2006-09-02,1,,Western Michigan,W,20,35,57.1,252,2,28,71,2.5,1,11,3,1,1,2
Iowa,2006-09-02,1,,Montana,W,20,35,57.1,250,3,38,166,4.4,2,7,3,1,0,1
Kansas,2006-09-02,1,,Northwestern State,W,10,20,50.0,117,2,31,209,6.7,3,10,3,1,1,2
Kansas State,2006-09-02,1,,Illinois State,W,15,26,57.7,163,0,28,44,1.6,0,10,3,0,2,2
Louisiana,2006-09-02,1,@,Louisiana State,L,7,17,41.2,63,0,35,113,3.2,0,3,1,0,2,2
Louisiana Tech,2006-09-02,1,@,Nebraska,L,13,32,40.6,238,1,21,67,3.2,0,2,0,2,1,3
LSU,2006-09-02,1,,Louisiana,W,17,23,73.9,299,3,36,170,4.7,2,7,3,2,0,2
Marshall,2006-09-02,1,@,West Virginia,L,12,22,54.5,168,1,34,154,4.5,0,5,0,0,1,1
Maryland,2006-09-02,1,,William & Mary,W,9,19,47.4,153,0,40,213,5.3,3,4,2,3,1,4
Michigan,2006-09-02,1,,Vanderbilt,W,10,22,45.5,135,2,51,246,4.8,1,11,6,1,0,1
Michigan State,2006-09-02,1,,Idaho,W,16,25,64.0,225,1,36,175,4.9,2,5,2,0,0,0
Missouri,2006-09-02,1,,Murray State,W,24,35,68.6,333,5,40,256,6.4,1,10,3,1,1,2
Navy,2006-09-02,1,,East Carolina,W,2,6,33.3,6,0,70,403,5.8,4,6,1,2,0,2
Nebraska,2006-09-02,1,,Louisiana Tech,W,24,36,66.7,332,4,48,252,5.3,3,4,2,1,1,2
New Mexico,2006-09-02,1,,Portland State,L,21,36,58.3,274,0,31,65,2.1,0,1,0,1,1,2
North Carolina,2006-09-02,1,,Rutgers,L,24,36,66.7,234,1,32,169,5.3,1,4,2,1,2,3
North Carolina State,2006-09-02,1,,Appalachian State,W,7,13,53.8,36,1,44,206,4.7,2,11,4,3,1,4
North Texas,2006-09-02,1,@,Texas,L,9,19,47.4,87,1,28,8,0.3,0,2,0,2,0,2
Northern Illinois,2006-09-02,1,@,Ohio State,L,16,30,53.3,192,1,33,151,4.6,0,2,0,0,1,1
Notre Dame,2006-09-02,1,@,Georgia Tech,W,23,38,60.5,246,0,40,138,3.5,2,6,1,0,0,0
Ohio,2006-09-02,1,,Tennessee-Martin,W,11,22,50.0,82,0,36,62,1.7,2,4,2,0,1,1
Ohio State,2006-09-02,1,,Northern Illinois,W,20,27,74.1,315,3,36,173,4.8,2,13,4,2,0,2
Oklahoma,2006-09-02,1,,Alabama-Birmingham,W,14,24,58.3,227,2,29,143,4.9,1,5,1,2,2,4
Oklahoma State,2006-09-02,1,,Missouri State,W,12,24,50.0,213,4,44,230,5.2,2,8,1,1,0,1
Oregon,2006-09-02,1,,Stanford,W,21,30,70.0,236,1,41,298,7.3,4,7,3,1,0,1
Penn State,2006-09-02,1,,Akron,W,16,32,50.0,206,3,27,76,2.8,1,12,5,2,0,2
Pitt,2006-09-02,1,,Virginia,W,17,22,77.3,283,3,33,107,3.2,0,4,1,0,1,1
Purdue,2006-09-02,1,,Indiana State,W,20,35,57.1,311,3,38,190,5.0,5,5,1,0,0,0
Rice,2006-09-02,1,,Houston,L,12,26,46.2,152,2,31,131,4.2,2,7,4,1,1,2
Rutgers,2006-09-02,1,@,North Carolina,W,14,20,70.0,145,0,41,217,5.3,3,7,1,1,0,1
San Jose State,2006-09-02,1,@,Washington,L,28,37,75.7,323,3,29,50,1.7,0,5,1,0,0,0
SMU,2006-09-02,1,@,Texas Tech,L,10,19,52.6,71,0,34,118,3.5,0,2,1,1,0,1
South Florida,2006-09-02,1,,McNeese State,W,14,21,66.7,209,2,42,286,6.8,4,6,1,2,1,3
Southern Mississippi,2006-09-02,1,@,Florida,L,17,37,45.9,176,1,25,119,4.8,0,10,2,0,3,3
Stanford,2006-09-02,1,@,Oregon,L,20,34,58.8,224,1,35,100,2.9,0,4,0,1,0,1
Syracuse,2006-09-02,1,@,Wake Forest,L,6,19,31.6,45,1,30,91,3.0,0,6,4,1,0,1
Tennessee,2006-09-02,1,,California,W,13,20,65.0,298,4,41,216,5.3,1,8,3,1,1,2
Texas,2006-09-02,1,,North Texas,W,15,26,57.7,198,3,44,212,4.8,4,10,4,1,1,2
Texas A&M,2006-09-02,1,,Citadel,W,16,25,64.0,200,1,41,184,4.5,4,5,2,4,0,4
Texas Tech,2006-09-02,1,,Southern Methodist,W,38,54,70.4,363,5,23,138,6.0,0,2,0,0,1,1
Troy,2006-09-02,1,,Alabama State,W,25,39,64.1,191,5,38,238,6.3,0,10,3,2,1,3
UAB,2006-09-02,1,@,Oklahoma,L,11,17,64.7,169,1,40,135,3.4,1,4,1,1,0,1
UCF,2006-09-02,1,,Villanova,W,15,20,75.0,199,3,38,105,2.8,2,7,2,0,0,0
UCLA,2006-09-02,1,,Utah,W,25,34,73.5,318,3,41,107,2.6,0,6,0,0,0,0
UNLV,2006-09-02,1,,Idaho State,W,26,46,56.5,332,1,33,174,5.3,4,7,4,0,0,0
USC,2006-09-02,1,@,Arkansas,W,25,38,65.8,280,3,42,192,4.6,3,4,1,0,0,0
Utah,2006-09-02,1,@,UCLA,L,14,34,41.2,175,1,23,112,4.9,0,5,0,1,2,3
Utah State,2006-09-02,1,@,Wyoming,L,10,22,45.5,74,0,26,55,2.1,0,4,0,0,1,1
Vanderbilt,2006-09-02,1,@,Michigan,L,12,26,46.2,129,1,26,42,1.6,0,4,1,2,0,2
Virginia,2006-09-02,1,@,Pittsburgh,L,19,38,50.0,159,0,21,52,2.5,1,7,1,0,2,2
Virginia Tech,2006-09-02,1,,Northeastern,W,21,27,77.8,271,3,27,111,4.1,2,5,2,0,1,1
Wake Forest,2006-09-02,1,,Syracuse,W,15,23,65.2,118,1,49,245,5.0,1,5,2,1,1,2
Washington,2006-09-02,1,,San Jose State,W,16,25,64.0,168,1,41,300,7.3,4,8,2,2,1,3
Washington State,2006-09-02,1,@,Auburn,L,17,33,51.5,150,2,28,124,4.4,0,7,4,0,1,1
West Virginia,2006-09-02,1,,Marshall,W,11,15,73.3,173,2,52,312,6.0,4,2,0,0,0,0
Western Michigan,2006-09-02,1,@,Indiana,L,25,34,73.5,217,1,32,72,2.3,1,4,3,1,2,3
Wisconsin,2006-09-02,1,@,Bowling Green State,W,9,15,60.0,124,1,41,197,4.8,3,6,1,0,1,1
Wyoming,2006-09-02,1,,Utah State,W,18,27,66.7,239,3,51,221,4.3,1,5,2,2,1,3
Baylor,2006-09-03,1,,Texas Christian,L,31,47,66.0,286,1,20,47,2.4,0,8,1,1,1,2
Kentucky,2006-09-03,1,@,Louisville,L,10,26,38.5,238,3,19,22,1.2,0,5,1,1,0,1
Louisville,2006-09-03,1,,Kentucky,W,20,32,62.5,268,1,55,363,6.6,6,6,3,1,0,1
Memphis,2006-09-03,1,@,Mississippi,L,23,31,74.2,225,3,37,149,4.0,0,2,1,1,0,1
Ole Miss,2006-09-03,1,,Memphis,W,7,16,43.8,97,0,45,240,5.3,4,4,2,0,0,0
Texas Christian,2006-09-03,1,@,Baylor,W,18,27,66.7,233,2,35,98,2.8,0,5,1,0,1,1
Florida State,2006-09-04,1,@,Miami (FL),W,16,32,50.0,175,0,25,1,0.0,1,8,3,0,1,1
Miami (FL),2006-09-04,1,,Florida State,L,18,27,66.7,132,0,26,2,0.1,1,9,0,0,1,1
Boise State,2006-09-07,2,,Oregon State,W,8,14,57.1,105,1,42,302,7.2,5,10,6,1,0,1
Oregon State,2006-09-07,2,@,Boise State,L,20,29,69.0,205,1,32,58,1.8,0,8,3,2,1,3
Cincinnati,2006-09-08,2,,Pittsburgh,L,25,40,62.5,221,1,30,35,1.2,1,6,0,1,2,3
Pitt,2006-09-08,2,@,Cincinnati,W,11,21,52.4,267,3,35,90,2.6,0,9,3,3,0,3
Air Force,2006-09-09,1,@,Tennessee,L,7,9,77.8,127,0,51,281,5.5,4,2,0,0,0,0
Akron,2006-09-09,2,@,North Carolina State,W,13,32,40.6,267,0,42,114,2.7,3,4,1,0,0,0
Alabama,2006-09-09,2,,Vanderbilt,W,18,29,62.1,207,1,40,134,3.4,0,6,0,2,1,3
Arizona,2006-09-09,2,@,Louisiana State,L,16,36,44.4,117,0,21,35,1.7,0,3,0,1,3,4
Arizona State,2006-09-09,2,,Nevada,W,19,30,63.3,337,5,31,149,4.8,1,9,4,1,1,2
Arkansas,2006-09-09,2,,Utah State,W,11,22,50.0,178,1,38,279,7.3,2,5,0,1,0,1
Arkansas State,2006-09-09,2,,Oklahoma State,L,7,19,36.8,78,0,39,110,2.8,0,0,0,2,1,3
Army,2006-09-09,2,,Kent State,W,14,28,50.0,104,0,47,171,3.6,2,9,1,0,2,2
Auburn,2006-09-09,2,@,Mississippi State,W,22,32,68.8,277,2,36,111,3.1,2,7,4,2,0,2
Ball State,2006-09-09,2,,Indiana,L,21,33,63.6,289,3,22,41,1.9,0,4,0,0,1,1
Baylor,2006-09-09,2,,Northwestern State,W,27,46,58.7,330,5,8,20,2.5,0,7,3,0,1,1
Boston College,2006-09-09,2,,Clemson,W,22,38,57.9,212,1,37,110,3.0,2,9,2,1,0,1
Bowling Green State,2006-09-09,2,,Buffalo,W,18,26,69.2,214,3,58,356,6.1,4,7,2,1,1,2
Brigham Young,2006-09-09,2,,Tulsa,W,17,24,70.8,247,4,41,220,5.4,3,5,1,0,0,0
Buffalo,2006-09-09,2,@,Bowling Green State,L,21,32,65.6,138,0,47,105,2.2,3,5,1,1,0,1
California,2006-09-09,2,,Minnesota,W,22,31,71.0,300,4,48,231,4.8,2,6,2,1,0,1
Central Michigan,2006-09-09,2,@,Michigan,L,18,39,46.2,188,2,21,16,0.8,0,3,1,2,1,3
Clemson,2006-09-09,2,@,Boston College,L,25,40,62.5,343,2,41,136,3.3,2,6,2,1,0,1
Colorado,2006-09-09,2,N,Colorado State,L,9,15,60.0,71,0,33,75,2.3,1,10,6,0,0,0
Colorado State,2006-09-09,2,N,Colorado,W,20,23,87.0,233,1,34,15,0.4,1,7,4,1,0,1
Duke,2006-09-09,2,@,Wake Forest,L,21,32,65.6,305,1,39,62,1.6,0,6,1,2,0,2
East Carolina,2006-09-09,2,@,Alabama-Birmingham,L,20,38,52.6,280,1,27,96,3.6,0,4,0,2,1,3
Eastern Michigan,2006-09-09,2,@,Michigan State,L,19,31,61.3,230,2,28,42,1.5,0,5,1,1,0,1
Florida,2006-09-09,2,,Central Florida,W,25,38,65.8,433,4,36,204,5.7,2,8,2,2,2,4
Florida Atlantic,2006-09-09,2,@,Kansas State,L,12,25,48.0,141,0,42,59,1.4,0,3,0,0,1,1
Florida International,2006-09-09,2,@,South Florida,L,20,33,60.6,238,1,31,24,0.8,0,6,0,1,1,2
Florida State,2006-09-09,2,,Troy,W,30,43,69.8,336,2,28,45,1.6,1,6,0,3,1,4
Fresno State,2006-09-09,2,,Oregon,L,16,33,48.5,150,1,41,206,5.0,2,4,0,0,2,2
Georgia,2006-09-09,2,@,South Carolina,W,10,22,45.5,189,0,39,198,5.1,1,7,1,0,3,3
Georgia Tech,2006-09-09,2,,Samford,W,19,32,59.4,138,2,36,177,4.9,1,5,0,0,1,1
Houston,2006-09-09,2,,Tulane,W,27,45,60.0,377,3,35,244,7.0,3,2,2,1,1,2
Idaho,2006-09-09,2,@,Washington State,L,14,36,38.9,220,0,32,83,2.6,1,3,0,1,1,2
Illinois,2006-09-09,2,@,Rutgers,L,7,21,33.3,60,0,29,66,2.3,0,4,0,1,2,3
Indiana,2006-09-09,2,@,Ball State,W,16,33,48.5,226,1,29,147,5.1,1,6,1,0,0,0
Iowa,2006-09-09,2,@,Syracuse,W,16,32,50.0,202,1,37,149,4.0,1,9,4,0,4,4
Iowa State,2006-09-09,2,,Nevada-Las Vegas,W,14,21,66.7,203,0,37,137,3.7,2,6,3,0,1,1
Kansas,2006-09-09,2,,Louisiana-Monroe,W,17,28,60.7,190,2,40,161,4.0,1,6,1,0,2,2
Kansas State,2006-09-09,2,,Florida Atlantic,W,10,24,41.7,125,2,30,221,7.4,3,12,4,0,1,1
Kent State,2006-09-09,2,@,Army,L,9,23,39.1,92,1,41,198,4.8,1,9,1,1,1,2
Kentucky,2006-09-09,2,,Texas State,W,18,26,69.2,247,3,40,178,4.5,3,7,3,1,1,2
Louisiana,2006-09-09,2,@,Texas A&M,L,2,12,16.7,17,0,38,154,4.1,1,4,2,2,0,2
Louisiana-Monroe,2006-09-09,2,@,Kansas,L,24,41,58.5,377,2,23,51,2.2,1,6,2,0,0,0
Louisville,2006-09-09,2,@,Temple,W,21,35,60.0,359,1,43,312,7.3,7,10,5,0,1,1
LSU,2006-09-09,2,,Arizona,W,16,23,69.6,230,2,38,231,6.1,3,7,3,2,1,3
Marshall,2006-09-09,2,,Hofstra,W,25,33,75.8,206,3,38,313,8.2,4,6,6,4,0,4
Maryland,2006-09-09,2,,Middle Tennessee State,W,11,16,68.8,139,0,34,135,4.0,3,9,3,1,0,1
Memphis,2006-09-09,2,,Chattanooga,W,21,32,65.6,328,2,32,99,3.1,2,1,0,1,1,2
Miami (FL),2006-09-09,2,,Florida A&M,W,20,28,71.4,224,2,47,339,7.2,5,3,1,0,1,1
Miami (OH),2006-09-09,2,@,Purdue,L,31,46,67.4,386,4,37,97,2.6,0,4,2,0,2,2
Michigan,2006-09-09,2,,Central Michigan,W,13,21,61.9,134,0,50,252,5.0,4,8,4,0,0,0
Michigan State,2006-09-09,2,,Eastern Michigan,W,29,37,78.4,322,5,40,264,6.6,2,7,2,1,1,2
Middle Tennessee State,2006-09-09,2,@,Maryland,L,22,41,53.7,216,0,33,105,3.2,1,7,2,2,1,3
Minnesota,2006-09-09,2,@,California,L,21,33,63.6,243,0,32,109,3.4,1,3,1,0,2,2
Mississippi State,2006-09-09,2,,Auburn,L,12,25,48.0,82,0,33,79,2.4,0,10,1,2,1,3
Missouri,2006-09-09,2,,Mississippi,W,25,41,61.0,253,1,42,218,5.2,3,9,3,1,0,1
Navy,2006-09-09,2,,Massachusetts,W,1,7,14.3,21,0,51,268,5.3,3,2,1,3,1,4
Nebraska,2006-09-09,2,,Nicholls State,W,21,26,80.8,237,4,50,261,5.2,4,6,0,1,0,1
Nevada,2006-09-09,2,@,Arizona State,L,18,31,58.1,170,2,37,135,3.6,0,4,1,1,3,4
New Mexico,2006-09-09,2,@,New Mexico State,W,12,28,42.9,317,4,26,109,4.2,0,8,6,0,0,0
New Mexico State,2006-09-09,2,,New Mexico,L,37,57,64.9,472,4,30,60,2.0,0,5,1,4,1,5
North Carolina,2006-09-09,2,,Virginia Tech,L,19,38,50.0,179,1,31,89,2.9,0,3,1,1,4,5
North Carolina State,2006-09-09,2,,Akron,L,16,32,50.0,209,2,32,81,2.5,0,9,4,2,1,3
North Texas,2006-09-09,2,,Southern Methodist,W,12,17,70.6,145,0,38,168,4.4,2,6,2,1,0,1
Northern Illinois,2006-09-09,2,,Ohio,L,19,42,45.2,261,1,26,201,7.7,2,3,0,0,0,0
Northwestern,2006-09-09,2,,New Hampshire,L,19,32,59.4,173,0,35,187,5.3,2,3,1,2,1,3
Notre Dame,2006-09-09,2,,Penn State,W,25,36,69.4,287,3,36,110,3.1,1,6,2,0,0,0
Ohio,2006-09-09,2,@,Northern Illinois,W,25,34,73.5,332,3,37,177,4.8,2,5,1,2,0,2
Ohio State,2006-09-09,2,@,Texas,W,17,26,65.4,269,2,29,79,2.7,1,7,1,0,0,0
Oklahoma,2006-09-09,2,,Washington,W,21,33,63.6,272,2,35,181,5.2,2,5,0,1,1,2
Oklahoma State,2006-09-09,2,@,Arkansas State,W,11,18,61.1,167,2,41,171,4.2,3,12,6,0,3,3
Ole Miss,2006-09-09,2,@,Missouri,L,13,29,44.8,90,1,28,72,2.6,0,6,1,0,3,3
Oregon,2006-09-09,2,@,Fresno State,W,23,36,63.9,240,0,34,139,4.1,4,4,1,1,0,1
Penn State,2006-09-09,2,@,Notre Dame,L,24,41,58.5,225,1,33,158,4.8,1,5,3,2,1,3
Purdue,2006-09-09,2,,Miami (OH),W,18,32,56.3,220,1,28,171,6.1,4,8,4,0,3,3
Rice,2006-09-09,2,@,UCLA,L,13,21,61.9,131,1,31,53,1.7,1,11,4,1,0,1
Rutgers,2006-09-09,2,,Illinois,W,14,25,56.0,145,1,40,166,4.2,1,7,5,2,1,3
San Jose State,2006-09-09,2,,Stanford,W,15,17,88.2,115,1,49,342,7.0,4,3,0,1,1,2
SMU,2006-09-09,2,@,North Texas,L,20,29,69.0,159,1,32,111,3.5,0,8,0,1,2,3
South Carolina,2006-09-09,2,,Georgia,L,23,33,69.7,220,0,22,35,1.6,0,3,0,3,0,3
South Florida,2006-09-09,2,,Florida International,W,15,28,53.6,174,1,34,123,3.6,1,9,3,1,2,3
Southern Mississippi,2006-09-09,2,,Southeastern Louisiana,W,11,16,68.8,192,1,44,256,5.8,4,9,2,3,0,3
Stanford,2006-09-09,2,@,San Jose State,L,18,28,64.3,233,4,43,185,4.3,1,3,0,2,1,3
Syracuse,2006-09-09,2,,Iowa,L,21,38,55.3,210,1,44,70,1.6,0,4,2,0,0,0
Temple,2006-09-09,2,,Louisville,L,14,29,48.3,214,0,27,16,0.6,0,3,1,1,1,2
Tennessee,2006-09-09,2,,Air Force,W,24,29,82.8,333,3,32,79,2.5,1,6,1,1,1,2
Texas,2006-09-09,2,,Ohio State,L,19,32,59.4,154,1,31,172,5.5,0,4,3,1,1,2
Texas A&M,2006-09-09,2,,Louisiana,W,23,32,71.9,271,2,40,225,5.6,5,5,3,0,0,0
Texas Christian,2006-09-09,2,,California-Davis,W,18,23,78.3,190,2,53,271,5.1,4,4,1,0,0,0
Texas Tech,2006-09-09,2,@,Texas-El Paso,W,40,53,75.5,376,2,18,103,5.7,2,4,0,0,1,1
Toledo,2006-09-09,2,@,Western Michigan,L,18,31,58.1,218,0,32,88,2.8,1,4,0,1,3,4
Troy,2006-09-09,2,@,Florida State,L,31,48,64.6,271,1,14,24,1.7,1,6,3,0,3,3
Tulane,2006-09-09,1,@,Houston,L,16,29,55.2,169,1,23,55,2.4,0,5,1,1,1,2
Tulsa,2006-09-09,2,@,Brigham Young,L,21,35,60.0,221,1,31,82,2.6,2,3,1,0,1,1
UAB,2006-09-09,2,,East Carolina,W,17,23,73.9,199,2,42,124,3.0,0,6,0,3,0,3
UCF,2006-09-09,2,@,Florida,L,17,36,47.2,132,0,24,21,0.9,0,3,0,0,0,0
UCLA,2006-09-09,2,,Rice,W,13,20,65.0,124,2,52,277,5.3,0,9,4,3,1,4
UNLV,2006-09-09,2,@,Iowa State,L,24,35,68.6,218,1,31,74,2.4,0,2,0,0,1,1
Utah,2006-09-09,2,,Northern Arizona,W,17,27,63.0,299,3,38,213,5.6,3,7,4,0,0,0
Utah State,2006-09-09,2,@,Arkansas,L,11,28,39.3,114,0,39,135,3.5,0,5,1,0,0,0
UTEP,2006-09-09,2,,Texas Tech,L,35,52,67.3,375,4,26,120,4.6,1,2,0,0,2,2
Vanderbilt,2006-09-09,2,@,Alabama,L,16,24,66.7,155,1,23,80,3.5,0,6,1,1,3,4
Virginia,2006-09-09,2,,Wyoming,W,20,34,58.8,174,1,22,32,1.5,0,8,4,0,1,1
Virginia Tech,2006-09-09,2,@,North Carolina,W,11,18,61.1,107,1,30,117,3.9,3,8,1,3,0,3
Wake Forest,2006-09-09,2,,Duke,W,22,29,75.9,235,1,24,57,2.4,1,8,2,2,0,2
Washington,2006-09-09,2,@,Oklahoma,L,14,30,46.7,180,1,40,204,5.1,1,3,1,1,0,1
Washington State,2006-09-09,2,,Idaho,W,18,24,75.0,293,4,43,344,8.0,4,6,1,1,0,1
West Virginia,2006-09-09,2,,Eastern Washington,W,18,23,78.3,197,1,58,394,6.8,6,2,0,0,0,0
Western Michigan,2006-09-09,2,,Toledo,W,11,15,73.3,98,2,32,163,5.1,1,7,5,0,0,0
Wisconsin,2006-09-09,2,,Western Illinois,W,15,28,53.6,227,1,39,109,2.8,3,3,0,1,1,2
Wyoming,2006-09-09,2,@,Virginia,L,23,32,71.9,145,1,38,168,4.4,0,6,2,1,1,2
Maryland,2006-09-14,3,@,West Virginia,L,24,45,53.3,211,2,33,122,3.7,1,6,1,3,2,5
Middle Tennessee State,2006-09-14,3,,Tennessee Tech,W,12,24,50.0,127,2,29,174,6.0,3,16,3,0,1,1
West Virginia,2006-09-14,3,,Maryland,W,6,9,66.7,43,1,43,340,7.9,4,3,0,1,0,1
Kansas,2006-09-15,3,@,Toledo,L,23,41,56.1,243,2,40,148,3.7,2,3,3,1,4,5
Toledo,2006-09-15,3,,Kansas,W,15,47,31.9,136,1,30,101,3.4,3,10,4,0,0,0
Akron,2006-09-16,3,@,Central Michigan,L,25,46,54.3,375,3,31,61,2.0,0,5,0,0,3,3
Alabama,2006-09-16,3,,Louisiana-Monroe,W,15,23,65.2,225,2,43,219,5.1,3,1,0,1,0,1
Arizona,2006-09-16,3,,Stephen F. Austin,W,17,25,68.0,144,1,41,263,6.4,3,3,1,1,1,2
Arizona State,2006-09-16,3,@,Colorado,W,21,37,56.8,248,2,37,182,4.9,1,11,5,2,2,4
Arkansas,2006-09-16,3,@,Vanderbilt,W,13,20,65.0,224,3,39,170,4.4,0,5,1,0,1,1
Army,2006-09-16,3,@,Texas A&M,L,17,32,53.1,136,0,39,186,4.8,3,5,1,0,3,3
Auburn,2006-09-16,3,,Louisiana State,W,11,20,55.0,110,0,38,72,1.9,1,6,1,0,1,1
Ball State,2006-09-16,3,@,Purdue,L,24,37,64.9,291,2,29,61,2.1,1,4,0,1,1,2
