School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Pass Int,Turnovers
Baylor,2008-09-06,2,,Northwestern State,W,20,26,76.9,330,4,39,207,5.3,3,5,3,1,0,1
Boston College,2008-09-06,2,,Georgia Tech,L,18,36,50.0,142,1,41,120,2.9,0,5,2,1,2,3
Bowling Green State,2008-09-06,2,,Minnesota,L,29,45,64.4,261,1,26,128,4.9,1,8,3,4,1,5
Brigham Young,2008-09-06,2,@,Washington,W,30,41,73.2,338,3,28,137,4.9,1,7,4,1,1,2
Buffalo,2008-09-06,2,@,Pittsburgh,L,21,34,61.8,223,1,32,125,3.9,1,6,2,0,1,1
California,2008-09-06,2,@,Washington State,W,14,24,58.3,114,1,40,391,9.8,7,9,2,1,0,1
Central Michigan,2008-09-06,2,@,Georgia,L,23,44,52.3,250,2,22,59,2.7,0,4,0,0,1,1
Cincinnati,2008-09-06,2,@,Oklahoma,L,22,42,52.4,239,1,29,87,3.0,2,3,0,0,2,2
Clemson,2008-09-06,2,,Citadel,W,21,29,72.4,273,1,34,252,7.4,5,3,1,2,0,2
Colorado,2008-09-06,2,,Eastern Washington,W,28,39,71.8,261,3,33,90,2.7,0,3,1,1,1,2
Colorado State,2008-09-06,2,,Sacramento State,W,21,33,63.6,321,1,29,95,3.3,1,5,2,0,1,1
Connecticut,2008-09-06,2,@,Temple,W,10,22,45.5,86,0,55,293,5.3,1,5,1,1,1,2
Duke,2008-09-06,2,,Northwestern,L,29,47,61.7,294,0,44,178,4.0,2,5,0,1,0,1
East Carolina,2008-09-06,2,,West Virginia,W,23,29,79.3,243,1,42,143,3.4,2,6,3,0,0,0
Eastern Michigan,2008-09-06,2,@,Michigan State,L,14,31,45.2,215,0,28,127,4.5,1,3,1,0,0,0
Florida,2008-09-06,2,,Miami (FL),W,21,35,60.0,256,2,27,89,3.3,1,7,3,0,0,0
Florida Atlantic,2008-09-06,2,,Alabama-Birmingham,W,22,35,62.9,358,4,25,196,7.8,3,5,5,1,0,1
Florida International,2008-09-06,2,@,Iowa,L,19,36,52.8,162,0,27,56,2.1,0,5,0,1,2,3
Florida State,2008-09-06,1,,Western Carolina,W,17,25,68.0,271,4,32,290,9.1,5,7,3,0,0,0
Georgia,2008-09-06,2,,Central Michigan,W,23,33,69.7,289,2,36,263,7.3,5,4,1,1,0,1
Georgia Tech,2008-09-06,2,@,Boston College,W,6,13,46.2,73,0,40,162,4.1,2,8,3,3,0,3
Hawaii,2008-09-06,2,,Weber State,W,20,34,58.8,305,3,34,133,3.9,2,9,3,2,0,2
Houston,2008-09-06,2,@,Oklahoma State,L,35,62,56.5,387,4,22,96,4.4,1,5,1,1,0,1
Idaho,2008-09-06,2,,Idaho State,W,8,13,61.5,170,2,43,249,5.8,3,1,1,1,0,1
Illinois,2008-09-06,2,,Eastern Illinois,W,17,27,63.0,134,1,53,399,7.5,5,8,4,3,2,5
Indiana,2008-09-06,2,,Murray State,W,21,28,75.0,222,0,53,254,4.8,6,7,4,1,0,1
Iowa,2008-09-06,2,,Florida International,W,17,25,68.0,271,4,41,241,5.9,2,9,6,1,1,2
Iowa State,2008-09-06,2,,Kent State,W,15,21,71.4,214,2,45,160,3.6,4,9,2,1,0,1
Kansas,2008-09-06,2,,Louisiana Tech,W,32,38,84.2,412,3,33,126,3.8,0,4,0,0,0,0
Kansas State,2008-09-06,2,,Montana State,W,17,23,73.9,304,2,43,177,4.1,4,7,0,0,0,0
Kent State,2008-09-06,2,@,Iowa State,L,11,24,45.8,167,3,43,243,5.7,1,8,2,4,0,4
Kentucky,2008-09-06,2,,Norfolk State,W,15,26,57.7,147,1,44,297,6.8,4,7,4,1,1,2
Louisiana Tech,2008-09-06,2,@,Kansas,L,12,33,36.4,119,0,27,148,5.5,0,3,1,0,1,1
Louisiana-Monroe,2008-09-06,2,@,Arkansas,L,23,40,57.5,270,2,26,71,2.7,1,9,4,0,0,0
Louisville,2008-09-06,2,,Tennessee Tech,W,17,26,65.4,217,2,43,234,5.4,3,11,1,2,0,2
Marshall,2008-09-06,2,@,Wisconsin,L,24,46,52.2,239,0,29,75,2.6,2,0,0,0,3,3
Maryland,2008-09-06,2,@,Middle Tennessee State,L,14,29,48.3,211,1,25,146,5.8,1,5,0,0,3,3
Memphis,2008-09-06,2,,Rice,L,29,39,74.4,373,3,37,150,4.1,2,3,1,0,2,2
Miami (FL),2008-09-06,2,@,Florida,L,12,22,54.5,79,0,37,61,1.6,0,8,1,0,0,0
Miami (OH),2008-09-06,2,@,Michigan,L,23,40,57.5,205,0,32,47,1.5,0,7,0,1,0,1
Michigan,2008-09-06,2,,Miami (OH),W,10,18,55.6,103,0,35,178,5.1,2,5,3,0,0,0
Michigan State,2008-09-06,2,,Eastern Michigan,W,11,16,68.8,180,0,52,238,4.6,6,7,2,1,0,1
Middle Tennessee State,2008-09-06,2,,Maryland,W,29,41,70.7,284,2,41,118,2.9,1,5,3,1,0,1
Minnesota,2008-09-06,2,@,Bowling Green State,W,21,25,84.0,233,3,45,164,3.6,3,6,1,0,0,0
Mississippi State,2008-09-06,2,,Southeastern Louisiana,W,18,27,66.7,185,2,46,216,4.7,2,7,5,2,0,2
Missouri,2008-09-06,2,,Southeast Missouri State,W,26,33,78.8,336,3,36,256,7.1,3,9,1,0,0,0
Nebraska,2008-09-06,2,,San Jose State,W,18,27,66.7,216,0,30,99,3.3,3,6,2,1,1,2
Nevada,2008-09-06,2,,Texas Tech,L,23,34,67.6,264,1,47,224,4.8,0,2,0,1,1,2
New Mexico,2008-09-06,2,,Texas A&M,L,22,38,57.9,154,0,38,216,5.7,3,7,3,2,2,4
North Carolina State,2008-09-06,2,,William & Mary,W,21,36,58.3,258,2,30,67,2.2,2,6,3,0,2,2
North Texas,2008-09-06,2,,Tulsa,L,30,45,66.7,247,2,34,203,6.0,1,8,0,2,0,2
Northern Illinois,2008-09-06,2,@,Western Michigan,L,18,33,54.5,297,1,44,142,3.2,2,5,0,1,1,2
Northwestern,2008-09-06,2,@,Duke,W,15,33,45.5,251,0,27,77,2.9,3,4,2,0,0,0
Notre Dame,2008-09-06,1,,San Diego State,W,21,34,61.8,237,3,34,105,3.1,0,4,1,2,2,4
Ohio,2008-09-06,2,@,Ohio State,L,12,34,35.3,109,0,31,145,4.7,1,6,3,1,4,5
Ohio State,2008-09-06,2,,Ohio,W,16,28,57.1,110,0,40,162,4.1,2,4,1,1,0,1
Oklahoma,2008-09-06,2,,Cincinnati,W,29,38,76.3,395,5,44,197,4.5,2,6,3,0,2,2
Oklahoma State,2008-09-06,2,,Houston,W,14,21,66.7,320,3,51,379,7.4,4,3,0,1,2,3
Ole Miss,2008-09-06,2,@,Wake Forest,L,20,33,60.6,253,4,29,107,3.7,0,8,4,1,2,3
Oregon,2008-09-06,2,,Utah State,W,24,35,68.6,280,2,53,408,7.7,7,5,4,1,1,2
Oregon State,2008-09-06,2,@,Penn State,L,25,41,61.0,250,0,32,92,2.9,2,4,0,0,2,2
Penn State,2008-09-06,2,,Oregon State,W,14,27,51.9,215,2,38,239,6.3,4,3,2,1,0,1
Pitt,2008-09-06,2,,Buffalo,W,22,34,64.7,241,0,31,111,3.6,3,5,3,0,1,1
Purdue,2008-09-06,1,,Northern Colorado,W,15,28,53.6,286,2,26,116,4.5,3,5,2,1,0,1
Rice,2008-09-06,2,@,Memphis,W,26,44,59.1,318,1,27,112,4.1,3,3,1,0,2,2
San Diego State,2008-09-06,2,@,Notre Dame,L,29,59,49.2,274,1,15,71,4.7,1,5,0,1,1,2
San Jose State,2008-09-06,2,@,Nebraska,L,21,35,60.0,242,0,32,111,3.5,1,6,3,0,2,2
SMU,2008-09-06,2,,Texas State,W,24,37,64.9,370,5,17,61,3.6,1,5,1,0,0,0
South Florida,2008-09-06,2,@,Central Florida,W,23,41,56.1,346,3,44,158,3.6,1,3,0,0,2,2
Southern Mississippi,2008-09-06,2,@,Auburn,L,33,50,66.0,268,2,27,37,1.4,0,7,1,1,2,3
Stanford,2008-09-06,2,@,Arizona State,L,14,31,45.2,120,0,30,113,3.8,2,5,2,0,3,3
Syracuse,2008-09-06,2,,Akron,L,13,20,65.0,135,3,43,218,5.1,1,6,2,1,1,2
Temple,2008-09-06,2,,Connecticut,L,11,28,39.3,170,0,34,128,3.8,0,5,1,0,2,2
Texas,2008-09-06,2,@,Texas-El Paso,W,20,29,69.0,282,4,31,122,3.9,1,5,2,0,1,1
Texas A&M,2008-09-06,2,@,New Mexico,W,13,24,54.2,144,3,39,92,2.4,0,6,0,1,0,1
Texas Christian,2008-09-06,2,,Stephen F. Austin,W,17,24,70.8,205,1,58,320,5.5,7,10,2,0,0,0
Texas Tech,2008-09-06,2,@,Nevada,W,19,46,41.3,297,1,22,124,5.6,3,7,4,0,2,2
Toledo,2008-09-06,1,@,Arizona,L,21,31,67.7,170,1,24,74,3.1,0,4,1,0,0,0
Tulane,2008-09-06,1,@,Alabama,L,29,50,58.0,232,0,32,86,2.7,0,5,4,0,0,0
Tulsa,2008-09-06,2,@,North Texas,W,27,35,77.1,420,6,35,135,3.9,2,8,4,0,0,0
UAB,2008-09-06,2,@,Florida Atlantic,L,26,48,54.2,326,2,35,156,4.5,2,2,0,0,0,0
UCF,2008-09-06,2,,South Florida,L,17,32,53.1,150,2,28,76,2.7,0,11,3,0,0,0
UNLV,2008-09-06,2,@,Utah,L,19,30,63.3,159,1,35,129,3.7,2,4,0,0,0,0
Utah,2008-09-06,2,,Nevada-Las Vegas,W,16,25,64.0,215,3,36,225,6.3,3,10,1,0,1,1
Utah State,2008-09-06,2,@,Oregon,L,23,35,65.7,218,2,31,88,2.8,0,5,1,0,0,0
UTEP,2008-09-06,2,,Texas,L,25,46,54.3,267,1,31,145,4.7,0,5,1,1,0,1
Virginia,2008-09-06,2,,Richmond,W,21,39,53.8,204,0,38,91,2.4,1,10,6,0,2,2
Virginia Tech,2008-09-06,2,,Furman,W,7,13,53.8,68,1,48,261,5.4,2,6,1,0,1,1
Wake Forest,2008-09-06,2,,Mississippi,W,32,43,74.4,267,2,31,81,2.6,1,2,0,1,0,1
Washington,2008-09-06,2,,Brigham Young,L,17,32,53.1,204,1,35,133,3.8,3,1,0,0,0,0
Washington State,2008-09-06,2,,California,L,13,30,43.3,110,0,35,57,1.6,0,7,0,0,4,4
West Virginia,2008-09-06,2,@,East Carolina,L,11,18,61.1,72,0,36,179,5.0,0,7,1,2,0,2
Western Kentucky,2008-09-06,2,@,Eastern Kentucky,W,14,25,56.0,134,1,60,248,4.1,4,3,2,0,0,0
Western Michigan,2008-09-06,2,,Northern Illinois,W,21,30,70.0,186,3,32,198,6.2,1,9,4,2,0,2
Wisconsin,2008-09-06,2,,Marshall,W,18,27,66.7,329,1,40,158,4.0,6,6,0,1,0,1
Wyoming,2008-09-06,2,,Air Force,L,8,22,36.4,76,0,33,140,4.2,0,1,0,4,1,5
North Carolina,2008-09-11,2,@,Rutgers,W,14,23,60.9,221,3,38,157,4.1,1,4,1,0,0,0
Rutgers,2008-09-11,2,,North Carolina,L,25,43,58.1,243,1,29,140,4.8,0,4,1,0,4,4
Baylor,2008-09-12,3,,Washington State,W,7,16,43.8,129,1,42,426,10.1,5,9,7,0,0,0
Kansas,2008-09-12,3,@,South Florida,L,34,51,66.7,381,3,21,61,2.9,1,10,2,0,1,1
Louisiana-Monroe,2008-09-12,3,,Alabama A&M,W,15,27,55.6,211,3,40,244,6.1,2,5,0,0,0,0
South Florida,2008-09-12,3,,Kansas,W,32,45,71.1,338,2,29,120,4.1,2,5,2,0,0,0
Washington State,2008-09-12,3,@,Baylor,L,23,38,60.5,263,0,39,77,2.0,2,1,1,3,2,5
Air Force,2008-09-13,3,@,Houston,W,0,7,0.0,0,0,71,380,5.4,4,5,3,0,0,0
Akron,2008-09-13,3,,Ball State,L,22,45,48.9,299,1,28,119,4.3,2,6,1,1,4,5
Alabama,2008-09-13,3,,Western Kentucky,W,21,33,63.6,276,2,49,281,5.7,3,8,1,1,1,2
Arizona,2008-09-13,3,@,New Mexico,L,27,50,54.0,321,3,24,67,2.8,1,8,2,3,2,5
Arizona State,2008-09-13,3,,Nevada-Las Vegas,L,13,23,56.5,242,2,36,131,3.6,0,5,0,0,1,1
Arkansas State,2008-09-13,3,,Southern Mississippi,L,17,35,48.6,256,2,35,191,5.5,1,8,3,1,1,2
Auburn,2008-09-13,3,@,Mississippi State,W,14,26,53.8,154,0,45,161,3.6,0,9,3,3,0,3
Ball State,2008-09-13,3,@,Akron,W,24,36,66.7,300,2,44,191,4.3,2,5,2,1,1,2
Boise State,2008-09-13,2,,Bowling Green State,W,18,23,78.3,180,0,33,160,4.8,3,8,2,1,0,1
Bowling Green State,2008-09-13,3,@,Boise State,L,22,36,61.1,204,1,36,103,2.9,0,5,1,2,1,3
Brigham Young,2008-09-13,3,,UCLA,W,31,40,77.5,337,7,45,184,4.1,1,3,2,0,1,1
Buffalo,2008-09-13,3,,Temple,W,29,42,69.0,348,3,31,101,3.3,1,1,1,1,1,2
California,2008-09-13,3,@,Maryland,L,33,60,55.0,423,3,23,38,1.7,0,7,4,0,1,1
Central Michigan,2008-09-13,3,@,Ohio,W,28,42,66.7,361,0,33,70,2.1,3,7,2,0,0,0
