School,Date,G,Loc,Opponent,WL,Total TD opp,Points Against
North Carolina,2003-08-30,1,,Florida State,L,5,37
North Carolina State,2003-08-30,1,,Western Carolina,W,3,20
North Texas,2003-08-30,1,@,Oklahoma,L,4,37
Northwestern,2003-08-30,1,@,Kansas,W,3,20
Ohio State,2003-08-30,1,,Washington,W,1,9
Oklahoma,2003-08-30,1,,North Texas,W,0,3
Oklahoma State,2003-08-30,1,@,Nebraska,L,2,17
Ole Miss,2003-08-30,1,@,Vanderbilt,W,3,21
Oregon,2003-08-30,1,@,Mississippi State,W,5,34
Penn State,2003-08-30,1,,Temple,W,1,10
Rice,2003-08-30,1,@,Houston,L,6,48
Rutgers,2003-08-30,1,,Buffalo,W,1,10
San Diego State,2003-08-30,1,,Eastern Washington,W,1,9
San Jose State,2003-08-30,2,@,Florida,L,8,65
SMU,2003-08-30,1,@,Texas Tech,L,8,58
South Carolina,2003-08-30,1,,Louisiana,W,1,7
South Florida,2003-08-30,1,@,Alabama,L,5,40
Southern Mississippi,2003-08-30,1,@,California,L,4,34
Temple,2003-08-30,1,@,Penn State,L,2,23
Tennessee,2003-08-30,1,,Fresno State,W,1,6
Texas A&M,2003-08-30,1,,Arkansas State,W,1,11
Texas Tech,2003-08-30,1,,Southern Methodist,W,1,10
Troy,2003-08-30,1,@,Kansas State,L,6,41
Tulsa,2003-08-30,1,@,Minnesota,L,7,49
UAB,2003-08-30,1,@,Baylor,W,2,19
USC,2003-08-30,1,@,Auburn,W,0,0
UTEP,2003-08-30,1,@,Arizona,L,6,42
Vanderbilt,2003-08-30,1,,Mississippi,L,2,24
Virginia,2003-08-30,1,,Duke,W,0,0
Wake Forest,2003-08-30,1,@,Boston College,W,4,28
Washington,2003-08-30,1,@,Ohio State,L,4,28
Washington State,2003-08-30,1,N,Idaho,W,0,0
West Virginia,2003-08-30,1,,Wisconsin,L,3,24
Western Michigan,2003-08-30,1,@,Michigan State,L,3,26
Wisconsin,2003-08-30,1,@,West Virginia,W,2,17
Wyoming,2003-08-30,1,,Montana State,W,1,10
Kentucky,2003-08-31,1,,Louisville,L,5,40
Louisville,2003-08-31,1,@,Kentucky,W,3,24
New Mexico State,2003-08-31,1,@,Texas,L,9,66
Texas,2003-08-31,1,,New Mexico State,W,1,7
UCF,2003-08-31,1,@,Virginia Tech,L,7,49
Virginia Tech,2003-08-31,1,,Central Florida,W,4,28
Cincinnati,2003-09-01,1,,East Carolina,W,0,3
East Carolina,2003-09-01,1,@,Cincinnati,L,5,40
Texas Christian,2003-09-01,1,@,Tulane,W,5,35
Tulane,2003-09-01,1,,Texas Christian,L,5,38
Eastern Michigan,2003-09-04,2,,Western Illinois,L,5,34
Southern Mississippi,2003-09-04,2,@,Alabama-Birmingham,W,1,12
UAB,2003-09-04,2,,Southern Mississippi,L,2,17
Fresno State,2003-09-05,2,,Oregon State,W,2,14
Oregon State,2003-09-05,2,@,Fresno State,L,1,16
Air Force,2003-09-06,2,@,Northwestern,W,3,21
Akron,2003-09-06,2,@,Wisconsin,L,6,48
Alabama,2003-09-06,2,,Oklahoma,L,2,20
Arizona,2003-09-06,2,,Louisiana State,L,8,59
Arizona State,2003-09-06,1,,Northern Arizona,W,2,14
Arkansas,2003-09-06,1,,Tulsa,W,1,13
Arkansas State,2003-09-06,2,,Tennessee-Martin,W,1,6
Army,2003-09-06,1,,Connecticut,L,7,48
Auburn,2003-09-06,2,@,Georgia Tech,L,2,17
Ball State,2003-09-06,2,,Missouri,L,5,35
Baylor,2003-09-06,2,@,North Texas,L,7,52
Boise State,2003-09-06,1,,Idaho State,W,0,0
Boston College,2003-09-06,2,@,Penn State,W,2,14
Bowling Green State,2003-09-06,2,@,Purdue,W,3,26
Brigham Young,2003-09-06,2,@,Southern California,L,5,35
Buffalo,2003-09-06,2,@,Iowa,L,8,56
California,2003-09-06,3,,Colorado State,L,2,23
Central Michigan,2003-09-06,2,,New Hampshire,W,4,33
Clemson,2003-09-06,2,,Furman,W,2,17
Colorado,2003-09-06,2,,UCLA,W,2,14
Colorado State,2003-09-06,2,@,California,W,3,21
Connecticut,2003-09-06,2,@,Army,W,3,21
Duke,2003-09-06,2,,Western Carolina,W,0,3
East Carolina,2003-09-06,2,,West Virginia,L,7,48
Florida,2003-09-06,2,@,Miami (FL),L,5,38
Florida State,2003-09-06,2,,Maryland,W,1,10
Georgia,2003-09-06,2,,Middle Tennessee State,W,1,10
Georgia Tech,2003-09-06,2,,Auburn,W,0,3
Houston,2003-09-06,2,@,Michigan,L,6,50
Idaho,2003-09-06,2,,Eastern Washington,L,1,8
Illinois,2003-09-06,2,,Illinois State,W,2,22
Indiana,2003-09-06,2,@,Washington,L,5,38
Iowa,2003-09-06,2,,Buffalo,W,1,7
Iowa State,2003-09-06,2,,Ohio,W,3,20
Kansas,2003-09-06,2,,Nevada-Las Vegas,W,3,24
Kansas State,2003-09-06,3,,McNeese State,W,2,14
Kent State,2003-09-06,2,@,Pittsburgh,L,5,43
Kentucky,2003-09-06,2,,Murray State,W,1,6
Louisiana,2003-09-06,2,,Louisiana Tech,L,4,34
Louisiana Tech,2003-09-06,2,@,Louisiana,W,0,3
Louisiana-Monroe,2003-09-06,2,,Stephen F. Austin,L,3,23
LSU,2003-09-06,2,@,Arizona,W,2,13
Marshall,2003-09-06,2,@,Tennessee,L,4,34
Maryland,2003-09-06,2,@,Florida State,L,5,35
Memphis,2003-09-06,2,,Mississippi,W,4,34
Miami (FL),2003-09-06,2,,Florida,W,4,33
Michigan,2003-09-06,2,,Houston,W,0,3
Michigan State,2003-09-06,2,,Rutgers,W,4,28
Middle Tennessee State,2003-09-06,2,@,Georgia,L,3,29
Minnesota,2003-09-06,2,,Troy,W,1,7
Missouri,2003-09-06,2,@,Ball State,W,1,7
Navy,2003-09-06,2,@,Texas Christian,L,2,17
Nebraska,2003-09-06,2,,Utah State,W,1,7
Nevada,2003-09-06,2,@,Oregon,L,4,31
New Mexico,2003-09-06,2,@,Texas Tech,L,6,42
New Mexico State,2003-09-06,2,,Western New Mexico,W,0,3
North Carolina,2003-09-06,2,,Syracuse,L,6,49
North Carolina State,2003-09-06,2,@,Wake Forest,L,5,38
North Texas,2003-09-06,2,,Baylor,W,2,14
Northern Illinois,2003-09-06,2,,Tennessee Tech,W,2,17
Northwestern,2003-09-06,2,,Air Force,L,3,22
Notre Dame,2003-09-06,1,,Washington State,W,3,26
Ohio,2003-09-06,2,@,Iowa State,L,6,48
Ohio State,2003-09-06,2,,San Diego State,W,1,13
Oklahoma,2003-09-06,2,@,Alabama,W,1,13
Oklahoma State,2003-09-06,2,,Wyoming,W,3,24
Ole Miss,2003-09-06,2,@,Memphis,L,5,44
Oregon,2003-09-06,2,,Nevada,W,3,23
Penn State,2003-09-06,2,,Boston College,L,3,27
Pitt,2003-09-06,1,,Kent State,W,0,3
Purdue,2003-09-06,1,,Bowling Green State,L,3,27
Rutgers,2003-09-06,2,@,Michigan State,L,5,44
San Diego State,2003-09-06,2,@,Ohio State,L,1,16
San Jose State,2003-09-06,3,@,Stanford,L,4,31
South Carolina,2003-09-06,2,,Virginia,W,1,7
South Florida,2003-09-06,2,,Nicholls State,W,2,17
Stanford,2003-09-06,1,,San Jose State,W,1,10
Syracuse,2003-09-06,1,@,North Carolina,W,6,47
Temple,2003-09-06,2,,Villanova,L,2,23
Tennessee,2003-09-06,2,,Marshall,W,3,24
Texas A&M,2003-09-06,2,,Utah,W,4,26
Texas Christian,2003-09-06,2,,Navy,W,0,3
Texas Tech,2003-09-06,2,,New Mexico,W,4,28
Toledo,2003-09-06,2,,Liberty,W,0,3
Troy,2003-09-06,2,@,Minnesota,L,6,48
Tulane,2003-09-06,2,,Northwestern State,W,2,24
Tulsa,2003-09-06,2,@,Arkansas,L,6,45
UCLA,2003-09-06,1,@,Colorado,L,2,16
UNLV,2003-09-06,2,@,Kansas,L,5,46
USC,2003-09-06,2,,Brigham Young,W,1,18
Utah,2003-09-06,2,@,Texas A&M,L,4,28
Utah State,2003-09-06,2,@,Nebraska,L,3,31
UTEP,2003-09-06,2,,Cal Poly,L,4,34
Vanderbilt,2003-09-06,2,,Chattanooga,W,1,6
Virginia,2003-09-06,2,@,South Carolina,L,4,31
Virginia Tech,2003-09-06,2,,James Madison,W,0,0
Wake Forest,2003-09-06,2,,North Carolina State,W,3,24
Washington,2003-09-06,2,,Indiana,W,1,13
Washington State,2003-09-06,2,@,Notre Dame,L,2,29
West Virginia,2003-09-06,2,@,East Carolina,W,1,7
Western Michigan,2003-09-06,2,,William & Mary,W,3,24
Wisconsin,2003-09-06,2,,Akron,W,4,31
Wyoming,2003-09-06,2,@,Oklahoma State,L,6,48
California,2003-09-11,4,@,Utah,L,4,31
Utah,2003-09-11,3,,California,W,3,24
Marshall,2003-09-12,3,,Toledo,L,3,24
Toledo,2003-09-12,3,@,Marshall,W,2,17
Air Force,2003-09-13,3,,North Texas,W,3,21
Akron,2003-09-13,3,,Eastern Michigan,W,2,17
Alabama,2003-09-13,3,,Kentucky,W,2,17
Arizona,2003-09-13,3,,Oregon,L,6,48
Arizona State,2003-09-13,2,,Utah State,W,2,16
Arkansas,2003-09-13,2,@,Texas,W,4,28
Arkansas State,2003-09-13,3,,Southeast Missouri State,W,0,3
Army,2003-09-13,2,,Rutgers,L,5,36
Auburn,2003-09-13,3,@,Vanderbilt,W,1,7
Ball State,2003-09-13,3,@,Pittsburgh,L,6,42
Baylor,2003-09-13,3,,Southern Methodist,W,1,7
Boise State,2003-09-13,2,@,Idaho,W,1,10
Boston College,2003-09-13,3,@,Connecticut,W,2,14
Bowling Green State,2003-09-13,3,,Liberty,W,0,3
Brigham Young,2003-09-13,3,@,New Mexico,W,1,7
Buffalo,2003-09-13,3,,Colgate,L,5,38
Central Michigan,2003-09-13,3,,Eastern Kentucky,W,5,41
Cincinnati,2003-09-13,2,@,West Virginia,W,2,13
Clemson,2003-09-13,3,,Middle Tennessee State,W,2,14
Colorado,2003-09-13,3,,Washington State,L,6,47
Colorado State,2003-09-13,3,,Weber State,W,1,7
Connecticut,2003-09-13,3,,Boston College,L,3,24
Duke,2003-09-13,3,,Rice,W,3,24
East Carolina,2003-09-13,3,@,Miami (FL),L,5,38
Eastern Michigan,2003-09-13,3,@,Akron,L,3,24
Florida,2003-09-13,3,,Florida A&M,W,0,3
Florida State,2003-09-13,3,,Georgia Tech,W,1,13
Fresno State,2003-09-13,3,@,Oklahoma,L,7,52
Georgia,2003-09-13,3,,South Carolina,W,1,7
Georgia Tech,2003-09-13,3,@,Florida State,L,2,14
Hawaii,2003-09-13,2,@,Southern California,L,8,61
Houston,2003-09-13,3,@,Louisiana,W,2,14
Idaho,2003-09-13,3,,Boise State,L,3,24
Illinois,2003-09-13,3,@,UCLA,L,0,6
Indiana,2003-09-13,3,,Indiana State,W,0,3
Iowa,2003-09-13,3,@,Iowa State,W,3,21
Iowa State,2003-09-13,3,,Iowa,L,4,40
Kansas,2003-09-13,3,@,Wyoming,W,5,35
Kansas State,2003-09-13,4,,Massachusetts,W,1,7
Kent State,2003-09-13,3,,Youngstown State,W,2,13
Kentucky,2003-09-13,3,@,Alabama,L,3,27
Louisiana,2003-09-13,3,,Houston,L,3,21
Louisiana Tech,2003-09-13,3,@,Michigan State,W,1,19
Louisiana-Monroe,2003-09-13,3,@,Mississippi,L,8,59
Louisville,2003-09-13,2,@,Syracuse,W,2,20
LSU,2003-09-13,3,,Western Illinois,W,1,7
Maryland,2003-09-13,3,,Citadel,W,0,0
Memphis,2003-09-13,3,@,Southern Mississippi,L,3,23
Miami (FL),2003-09-13,3,,East Carolina,W,0,3
Miami (OH),2003-09-13,2,@,Northwestern,W,2,14
Michigan,2003-09-13,3,,Notre Dame,W,0,0
Michigan State,2003-09-13,3,,Louisiana Tech,L,3,20
Middle Tennessee State,2003-09-13,3,@,Clemson,L,5,37
Minnesota,2003-09-13,3,@,Ohio,W,3,20
Mississippi State,2003-09-13,2,@,Tulane,L,4,31
Missouri,2003-09-13,3,,Eastern Illinois,W,0,0
Nebraska,2003-09-13,3,,Penn State,W,1,10
New Mexico,2003-09-13,3,,Brigham Young,L,1,10
New Mexico State,2003-09-13,3,@,Oregon State,L,4,28
North Carolina State,2003-09-13,3,@,Ohio State,L,6,44
North Texas,2003-09-13,3,@,Air Force,L,4,34
Northwestern,2003-09-13,3,,Miami (OH),L,6,44
Notre Dame,2003-09-13,2,@,Michigan,L,5,38
Ohio,2003-09-13,3,,Minnesota,L,6,42
Ohio State,2003-09-13,3,,North Carolina State,W,5,38
Oklahoma,2003-09-13,3,,Fresno State,W,4,28
Oklahoma State,2003-09-13,3,,Missouri State,W,0,3
Ole Miss,2003-09-13,3,,Louisiana-Monroe,W,2,14
Oregon,2003-09-13,3,@,Arizona,W,1,10
Oregon State,2003-09-13,3,,New Mexico State,W,2,16
Penn State,2003-09-13,3,@,Nebraska,L,1,18
Pitt,2003-09-13,2,,Ball State,W,3,21
Purdue,2003-09-13,2,@,Wake Forest,W,1,10
Rice,2003-09-13,2,@,Duke,L,3,27
Rutgers,2003-09-13,3,@,Army,W,3,21
San Diego State,2003-09-13,3,@,Texas-El Paso,W,0,0
SMU,2003-09-13,2,@,Baylor,L,1,10
South Carolina,2003-09-13,3,@,Georgia,L,4,31
Southern Mississippi,2003-09-13,3,,Memphis,W,0,6
Syracuse,2003-09-13,2,,Louisville,L,3,30
Texas,2003-09-13,2,,Arkansas,L,5,38
Troy,2003-09-13,3,@,Alabama-Birmingham,W,0,9
Tulane,2003-09-13,3,,Mississippi State,W,3,28
Tulsa,2003-09-13,3,,Texas State,W,2,15
UAB,2003-09-13,3,,Troy,L,2,20
UCF,2003-09-13,2,,Florida Atlantic,W,4,29
UCLA,2003-09-13,2,,Illinois,W,0,3
UNLV,2003-09-13,3,@,Wisconsin,W,0,5
USC,2003-09-13,3,,Hawaii,W,4,32
Utah State,2003-09-13,3,@,Arizona State,L,4,26
UTEP,2003-09-13,3,,San Diego State,L,4,34
Vanderbilt,2003-09-13,3,,Auburn,L,6,45
Virginia,2003-09-13,3,@,Western Michigan,W,2,16
Wake Forest,2003-09-13,3,,Purdue,L,1,16
Washington State,2003-09-13,3,@,Colorado,W,4,26
West Virginia,2003-09-13,3,,Cincinnati,L,1,15
Western Michigan,2003-09-13,3,,Virginia,L,8,59
Wisconsin,2003-09-13,3,,Nevada-Las Vegas,L,3,23
Wyoming,2003-09-13,3,,Kansas,L,6,42
Nevada,2003-09-18,3,@,San Jose State,W,4,30
San Jose State,2003-09-18,4,,Nevada,L,6,42
Texas A&M,2003-09-18,3,@,Virginia Tech,L,5,35
Virginia Tech,2003-09-18,3,,Texas A&M,W,2,19
Hawaii,2003-09-19,3,@,Nevada-Las Vegas,L,3,33
UNLV,2003-09-19,4,,Hawaii,W,3,22
Air Force,2003-09-20,4,,Wyoming,W,4,29
Akron,2003-09-20,4,,Howard,W,1,7
Alabama,2003-09-20,4,,Northern Illinois,L,2,19
Arizona,2003-09-20,4,@,Purdue,L,8,59
Arizona State,2003-09-20,3,@,Iowa,L,3,21
Arkansas,2003-09-20,3,,North Texas,W,1,7
Arkansas State,2003-09-20,4,@,Tulsa,L,7,54
Army,2003-09-20,3,,Tulane,L,7,50
Ball State,2003-09-20,4,,Central Michigan,W,2,14
Baylor,2003-09-20,4,,Sam Houston State,W,1,6
Boise State,2003-09-20,3,@,Oregon State,L,2,26
Boston College,2003-09-20,4,,Miami (FL),L,4,33
Bowling Green State,2003-09-20,4,@,Ohio State,L,3,24
Brigham Young,2003-09-20,4,,Stanford,L,2,18
Buffalo,2003-09-20,4,,Connecticut,L,5,38
California,2003-09-20,5,@,Illinois,W,3,24
Central Michigan,2003-09-20,4,@,Ball State,L,3,27
Cincinnati,2003-09-20,3,,Temple,W,3,24
Clemson,2003-09-20,4,@,Georgia Tech,W,0,3
Colorado,2003-09-20,4,@,Florida State,L,5,47
Colorado State,2003-09-20,4,,Miami (OH),L,5,41
Connecticut,2003-09-20,4,@,Buffalo,W,1,7
Duke,2003-09-20,4,,Northwestern,L,4,28
East Carolina,2003-09-20,4,@,Wake Forest,L,4,34
Eastern Michigan,2003-09-20,4,@,Navy,L,5,39
Florida,2003-09-20,4,,Tennessee,L,3,24
Florida State,2003-09-20,4,,Colorado,W,1,7
Fresno State,2003-09-20,4,,Louisiana Tech,W,0,6
Georgia,2003-09-20,4,@,Louisiana State,L,2,17
Georgia Tech,2003-09-20,4,,Clemson,L,5,39
Houston,2003-09-20,4,,Mississippi State,W,5,35
Idaho,2003-09-20,4,@,Washington,L,6,45
Illinois,2003-09-20,4,,California,L,4,31
Indiana,2003-09-20,4,,Kentucky,L,5,34
Iowa,2003-09-20,4,,Arizona State,W,0,2
Kansas,2003-09-20,4,,Jacksonville State,W,1,6
Kansas State,2003-09-20,5,,Marshall,L,3,27
Kent State,2003-09-20,4,@,Penn State,L,4,32
Kentucky,2003-09-20,4,@,Indiana,W,2,17
Louisiana,2003-09-20,4,@,Minnesota,L,6,48
Louisiana Tech,2003-09-20,4,@,Fresno State,L,1,16
Louisiana-Monroe,2003-09-20,4,,Northwestern State,L,2,14
Louisville,2003-09-20,3,,Texas-El Paso,W,2,14
LSU,2003-09-20,4,,Georgia,W,1,10
Marshall,2003-09-20,4,@,Kansas State,W,2,20
Maryland,2003-09-20,4,,West Virginia,W,1,7
Miami (FL),2003-09-20,4,@,Boston College,W,2,14
Miami (OH),2003-09-20,3,@,Colorado State,W,3,21
Michigan,2003-09-20,4,@,Oregon,L,4,31
Michigan State,2003-09-20,4,@,Notre Dame,W,1,16
Middle Tennessee State,2003-09-20,4,@,Missouri,L,5,41
Minnesota,2003-09-20,4,,Louisiana,W,2,14
Mississippi State,2003-09-20,3,@,Houston,L,6,42
Missouri,2003-09-20,4,,Middle Tennessee State,W,5,40
Navy,2003-09-20,3,,Eastern Michigan,W,1,7
New Mexico,2003-09-20,4,@,Washington State,L,1,23
North Carolina,2003-09-20,3,@,Wisconsin,L,5,38
North Carolina State,2003-09-20,4,,Texas Tech,W,3,21
North Texas,2003-09-20,4,@,Arkansas,L,4,31
Northern Illinois,2003-09-20,3,@,Alabama,W,2,16
Northwestern,2003-09-20,4,@,Duke,W,1,10
Notre Dame,2003-09-20,3,,Michigan State,L,2,22
Ohio State,2003-09-20,4,,Bowling Green State,W,2,17
Oklahoma,2003-09-20,4,,UCLA,W,3,24
Oklahoma State,2003-09-20,4,@,Southern Methodist,W,1,6
Oregon,2003-09-20,4,,Michigan,W,4,27
Oregon State,2003-09-20,4,,Boise State,W,3,24
Penn State,2003-09-20,4,,Kent State,W,1,10
Pitt,2003-09-20,3,@,Toledo,L,5,35
Purdue,2003-09-20,3,,Arizona,W,1,7
Rice,2003-09-20,3,,Texas,L,7,48
San Diego State,2003-09-20,4,,Samford,W,2,17
SMU,2003-09-20,3,,Oklahoma State,L,7,52
South Carolina,2003-09-20,4,,Alabama-Birmingham,W,1,10
Stanford,2003-09-20,2,@,Brigham Young,W,2,14
Syracuse,2003-09-20,3,,Central Florida,W,2,14
Temple,2003-09-20,3,@,Cincinnati,L,4,30
Tennessee,2003-09-20,3,@,Florida,W,1,10
Texas,2003-09-20,3,@,Rice,W,1,7
Texas Christian,2003-09-20,3,,Vanderbilt,W,2,14
Texas Tech,2003-09-20,3,@,North Carolina State,L,7,49
Toledo,2003-09-20,4,,Pittsburgh,W,4,31
Troy,2003-09-20,4,,Southeastern Louisiana,W,0,0
Tulane,2003-09-20,4,@,Army,W,4,33
Tulsa,2003-09-20,4,,Arkansas State,W,1,7
UAB,2003-09-20,4,@,South Carolina,L,6,42
UCF,2003-09-20,3,@,Syracuse,L,5,38
UCLA,2003-09-20,3,@,Oklahoma,L,8,59
UTEP,2003-09-20,4,@,Louisville,L,6,42
Vanderbilt,2003-09-20,4,@,Texas Christian,L,3,30
Wake Forest,2003-09-20,4,,East Carolina,W,2,16
Washington,2003-09-20,3,,Idaho,W,2,14
Washington State,2003-09-20,4,,New Mexico,W,2,13
West Virginia,2003-09-20,4,@,Maryland,L,4,34
Wisconsin,2003-09-20,4,,North Carolina,W,3,27
Wyoming,2003-09-20,4,@,Air Force,L,5,35
Nebraska,2003-09-25,4,@,Southern Mississippi,W,2,14
Southern Mississippi,2003-09-25,4,,Nebraska,L,5,38
Air Force,2003-09-27,5,@,Brigham Young,W,1,10
Akron,2003-09-27,5,@,Buffalo,W,3,21
Alabama,2003-09-27,5,,Arkansas,L,4,34
Arizona,2003-09-27,5,,Texas Christian,L,1,13
Arizona State,2003-09-27,4,@,Oregon State,L,6,45
Arkansas,2003-09-27,4,@,Alabama,W,4,31
Arkansas State,2003-09-27,5,@,Memphis,L,5,38
Army,2003-09-27,4,,South Florida,L,3,28
Auburn,2003-09-27,4,,Western Kentucky,W,0,3
Ball State,2003-09-27,5,@,Boston College,L,7,53
Boise State,2003-09-27,4,,Wyoming,W,2,17
Boston College,2003-09-27,5,,Ball State,W,4,29
Brigham Young,2003-09-27,5,,Air Force,L,3,24
Buffalo,2003-09-27,5,,Akron,L,5,38
California,2003-09-27,6,,Southern California,W,4,31
Cincinnati,2003-09-27,4,@,Miami (OH),L,6,42
Colorado State,2003-09-27,5,,Utah,L,4,28
Connecticut,2003-09-27,5,@,Virginia Tech,L,6,47
Duke,2003-09-27,5,,Florida State,L,8,56
Eastern Michigan,2003-09-27,5,,Maryland,L,5,37
Florida,2003-09-27,5,@,Kentucky,W,3,21
Florida State,2003-09-27,5,@,Duke,W,1,7
Fresno State,2003-09-27,5,,Portland State,W,2,16
Georgia Tech,2003-09-27,5,@,Vanderbilt,W,2,17
Hawaii,2003-09-27,4,,Rice,W,3,21
Idaho,2003-09-27,5,@,Montana,L,5,41
Illinois,2003-09-27,5,,Wisconsin,L,5,38
Indiana,2003-09-27,5,@,Michigan,L,4,31
Iowa,2003-09-27,5,@,Michigan State,L,2,20
Iowa State,2003-09-27,4,@,Northern Illinois,L,3,24
Kansas,2003-09-27,5,,Missouri,W,2,14
Kent State,2003-09-27,5,,Central Florida,W,2,16
Kentucky,2003-09-27,5,,Florida,L,3,24
Louisiana,2003-09-27,5,@,North Texas,L,5,44
Louisiana-Monroe,2003-09-27,5,@,Utah State,L,4,28
Louisville,2003-09-27,4,,Temple,W,2,12
LSU,2003-09-27,5,@,Mississippi State,W,1,6
Marshall,2003-09-27,5,@,Troy,L,4,33
Maryland,2003-09-27,5,@,Eastern Michigan,W,1,13
Memphis,2003-09-27,4,,Arkansas State,W,2,16
Miami (OH),2003-09-27,4,,Cincinnati,W,5,37
Michigan,2003-09-27,5,,Indiana,W,2,17
Michigan State,2003-09-27,5,,Iowa,W,1,10
Minnesota,2003-09-27,5,@,Penn State,W,2,14
Mississippi State,2003-09-27,4,,Louisiana State,L,5,41
Missouri,2003-09-27,5,@,Kansas,L,5,35
Navy,2003-09-27,4,@,Rutgers,L,7,48
Nevada,2003-09-27,4,,Southern Methodist,W,1,9
New Mexico,2003-09-27,5,,New Mexico State,W,2,17
New Mexico State,2003-09-27,4,@,New Mexico,L,3,24
North Carolina,2003-09-27,4,@,North Carolina State,L,6,47
North Carolina State,2003-09-27,5,,North Carolina,W,4,34
North Texas,2003-09-27,5,,Louisiana,W,2,23
Northern Illinois,2003-09-27,4,,Iowa State,W,1,16
Northwestern,2003-09-27,5,@,Ohio State,L,2,20
Notre Dame,2003-09-27,4,@,Purdue,L,2,23
Ohio,2003-09-27,4,,Western Michigan,L,5,39
Ohio State,2003-09-27,5,,Northwestern,W,0,0
Ole Miss,2003-09-27,4,,Texas Tech,L,7,49
Oregon,2003-09-27,5,,Washington State,L,7,55
Oregon State,2003-09-27,5,,Arizona State,W,2,17
Penn State,2003-09-27,5,,Minnesota,L,2,20
Pitt,2003-09-27,4,@,Texas A&M,W,3,26
Purdue,2003-09-27,4,,Notre Dame,W,1,10
Rice,2003-09-27,4,@,Hawaii,L,5,41
Rutgers,2003-09-27,4,,Navy,W,4,27
San Diego State,2003-09-27,5,@,UCLA,L,2,20
SMU,2003-09-27,4,@,Nevada,L,1,12
