season,week,date,home_team,home_points,home_code,away_team,away_points,away_code
2010,1,20100909,NOR,14.0,15,MIN,9.0,14
2010,1,20100912,CHI,19.0,3,DET,14.0,10
2010,1,20100912,TAM,17.0,25,CLE,14.0,5
2010,1,20100912,HOU,34.0,32,IND,24.0,6
2010,1,20100912,NEW,38.0,16,CIN,24.0,4
2010,1,20100912,BUF,10.0,2,MIA,15.0,13
2010,1,20100912,TEN,38.0,19,OAK,13.0,27
2010,1,20100912,PIT,15.0,21,ATL,9.0,1
2010,1,20100912,JAX,24.0,30,DEN,17.0,9
2010,1,20100912,NYG,31.0,17,CAR,18.0,29
2010,1,20100912,LAR,13.0,22,ARI,17.0,7
2010,1,20100912,SEA,31.0,24,SFO,6.0,28
2010,1,20100912,PHI,20.0,20,GNB,27.0,11
2010,1,20100912,WAS,13.0,26,DAL,7.0,8
2010,1,20100913,NYJ,9.0,18,BAL,10.0,31
2010,1,20100913,KAN,21.0,12,LAC,14.0,23
2010,2,20100919,GNB,34.0,11,BUF,7.0,2
2010,2,20100919,TEN,11.0,19,PIT,19.0,21
2010,2,20100919,DET,32.0,10,PHI,35.0,20
2010,2,20100919,CLE,14.0,5,KAN,16.0,12
2010,2,20100919,CIN,15.0,4,BAL,10.0,31
2010,2,20100919,ATL,41.0,1,ARI,7.0,7
2010,2,20100919,CAR,7.0,29,TAM,20.0,25
2010,2,20100919,MIN,10.0,14,MIA,14.0,13
2010,2,20100919,DAL,20.0,8,CHI,27.0,3
2010,2,20100919,OAK,16.0,27,LAR,14.0,22
2010,2,20100919,DEN,31.0,9,SEA,14.0,24
2010,2,20100919,LAC,38.0,23,JAX,13.0,30
2010,2,20100919,WAS,27.0,26,HOU,30.0,32
2010,2,20100919,NYJ,28.0,18,NEW,14.0,16
2010,2,20100919,IND,38.0,6,NYG,14.0,17
2010,2,20100920,SFO,22.0,28,NOR,25.0,15
2010,3,20100926,HOU,13.0,32,DAL,27.0,8
2010,3,20100926,NYG,10.0,17,TEN,29.0,19
2010,3,20100926,NEW,38.0,16,BUF,30.0,2
2010,3,20100926,CAR,7.0,29,CIN,20.0,4
2010,3,20100926,BAL,24.0,31,CLE,17.0,5
2010,3,20100926,TAM,13.0,25,PIT,38.0,21
2010,3,20100926,NOR,24.0,15,ATL,27.0,1
2010,3,20100926,KAN,31.0,12,SFO,10.0,28
2010,3,20100926,MIN,24.0,14,DET,10.0,10
2010,3,20100926,JAX,3.0,30,PHI,28.0,20
2010,3,20100926,LAR,30.0,22,WAS,16.0,26
2010,3,20100926,ARI,24.0,7,OAK,23.0,27
2010,3,20100926,SEA,27.0,24,LAC,20.0,23
2010,3,20100926,DEN,13.0,9,IND,27.0,6
2010,3,20100926,MIA,23.0,13,NYJ,31.0,18
2010,3,20100927,CHI,20.0,3,GNB,17.0,11
2010,4,20101003,LAR,20.0,22,SEA,3.0,24
2010,4,20101003,GNB,28.0,11,DET,26.0,10
2010,4,20101003,TEN,20.0,19,DEN,26.0,9
2010,4,20101003,CLE,23.0,5,CIN,20.0,4
2010,4,20101003,PIT,14.0,21,BAL,17.0,31
2010,4,20101003,BUF,14.0,2,NYJ,38.0,18
2010,4,20101003,NOR,16.0,15,CAR,14.0,29
2010,4,20101003,ATL,16.0,1,SFO,14.0,28
2010,4,20101003,OAK,24.0,27,HOU,31.0,32
2010,4,20101003,JAX,31.0,30,IND,28.0,6
2010,4,20101003,PHI,12.0,20,WAS,17.0,26
2010,4,20101003,LAC,41.0,23,ARI,10.0,7
2010,4,20101003,NYG,17.0,17,CHI,3.0,3
2010,4,20101004,MIA,14.0,13,NEW,41.0,16
2010,5,20101010,DET,44.0,10,LAR,6.0,22
2010,5,20101010,WAS,16.0,26,GNB,13.0,11
2010,5,20101010,BAL,31.0,31,DEN,17.0,9
2010,5,20101010,BUF,26.0,2,JAX,36.0,30
2010,5,20101010,CLE,10.0,5,ATL,20.0,1
2010,5,20101010,CAR,6.0,29,CHI,23.0,3
2010,5,20101010,HOU,10.0,32,NYG,34.0,17
2010,5,20101010,CIN,21.0,4,TAM,24.0,25
