season,week,date,home_team,home_points,home_code,away_team,away_points,away_code
2001,1,20010909,KAN,24.0,12,OAK,27.0,27
2001,1,20010909,GNB,28.0,11,DET,6.0,10
2001,1,20010909,DAL,6.0,8,TAM,10.0,25
2001,1,20010909,MIN,13.0,14,CAR,24.0,29
2001,1,20010909,CLE,6.0,5,SEA,9.0,24
2001,1,20010909,BAL,17.0,31,CHI,6.0,3
2001,1,20010909,NYJ,24.0,18,IND,45.0,6
2001,1,20010909,CIN,23.0,4,NEW,17.0,16
2001,1,20010909,BUF,6.0,2,NOR,24.0,15
2001,1,20010909,JAX,21.0,30,PIT,3.0,21
2001,1,20010909,SFO,16.0,28,ATL,13.0,1
2001,1,20010909,LAC,30.0,23,WAS,3.0,26
2001,1,20010909,PHI,17.0,20,LAR,20.0,22
2001,1,20010909,TEN,23.0,19,MIA,31.0,13
2001,1,20010910,DEN,31.0,9,NYG,20.0,17
2001,2,20010923,KAN,3.0,12,NYG,13.0,17
2001,2,20010923,CHI,17.0,3,MIN,10.0,14
2001,2,20010923,IND,42.0,6,BUF,26.0,2
2001,2,20010923,JAX,13.0,30,TEN,6.0,19
2001,2,20010923,MIA,18.0,13,OAK,15.0,27
2001,2,20010923,CIN,21.0,4,BAL,10.0,31
2001,2,20010923,ATL,24.0,1,CAR,16.0,29
2001,2,20010923,DAL,21.0,8,LAC,32.0,23
2001,2,20010923,CLE,24.0,5,DET,14.0,10
2001,2,20010923,NEW,3.0,16,NYJ,10.0,18
2001,2,20010923,SEA,3.0,24,PHI,27.0,20
2001,2,20010923,SFO,26.0,28,LAR,30.0,22
2001,2,20010923,ARI,17.0,7,DEN,38.0,9
2001,2,20010924,GNB,37.0,11,WAS,0.0,26
2001,3,20010930,LAR,42.0,22,MIA,10.0,13
2001,3,20010930,MIN,20.0,14,TAM,16.0,25
2001,3,20010930,WAS,13.0,26,KAN,45.0,12
2001,3,20010930,CAR,7.0,29,GNB,28.0,11
2001,3,20010930,NEW,44.0,16,IND,13.0,6
2001,3,20010930,BUF,3.0,2,PIT,20.0,21
2001,3,20010930,NYG,21.0,17,NOR,13.0,15
2001,3,20010930,ARI,14.0,7,ATL,34.0,1
2001,3,20010930,OAK,38.0,27,SEA,14.0,24
2001,3,20010930,LAC,28.0,23,CIN,14.0,4
2001,3,20010930,JAX,14.0,30,CLE,23.0,5
2001,3,20010930,DEN,13.0,9,BAL,20.0,31
2001,3,20010930,PHI,40.0,20,DAL,18.0,8
2001,3,20011001,NYJ,17.0,18,SFO,19.0,28
2001,4,20011007,NOR,28.0,15,MIN,15.0,14
2001,4,20011007,BAL,26.0,31,TEN,7.0,19
2001,4,20011007,PIT,16.0,21,CIN,7.0,4
2001,4,20011007,CLE,20.0,5,LAC,16.0,23
2001,4,20011007,MIA,30.0,13,NEW,10.0,16
2001,4,20011007,NYG,23.0,17,WAS,9.0,26
2001,4,20011007,ATL,3.0,1,CHI,31.0,3
2001,4,20011007,PHI,20.0,20,ARI,21.0,7
2001,4,20011007,OAK,28.0,27,DAL,21.0,8
2001,4,20011007,DEN,20.0,9,KAN,6.0,12
2001,4,20011007,SEA,24.0,24,JAX,15.0,30
2001,4,20011007,BUF,36.0,2,NYJ,42.0,18
2001,4,20011007,TAM,14.0,25,GNB,10.0,11
2001,4,20011007,SFO,24.0,28,CAR,14.0,29
2001,4,20011008,DET,0.0,10,LAR,35.0,22
2001,5,20011014,KAN,17.0,12,PIT,20.0,21
2001,5,20011014,LAR,15.0,22,NYG,14.0,17
2001,5,20011014,CHI,20.0,3,ARI,13.0,7
2001,5,20011014,MIN,31.0,14,DET,26.0,10
2001,5,20011014,CAR,25.0,29,NOR,27.0,15
2001,5,20011014,GNB,31.0,11,BAL,23.0,31
2001,5,20011014,CIN,24.0,4,CLE,14.0,5
2001,5,20011014,NEW,29.0,16,LAC,26.0,23
2001,5,20011014,TEN,31.0,19,TAM,28.0,25
2001,5,20011014,ATL,31.0,1,SFO,37.0,28
2001,5,20011014,NYJ,21.0,18,MIA,17.0,13
2001,5,20011014,SEA,34.0,24,DEN,21.0,9
2001,5,20011014,IND,18.0,6,OAK,23.0,27
2001,5,20011015,DAL,9.0,8,WAS,7.0,26
2001,6,20011018,JAX,10.0,30,BUF,13.0,2
2001,6,20011021,NOR,13.0,15,ATL,20.0,1
2001,6,20011021,IND,17.0,6,NEW,38.0,16
2001,6,20011021,DET,24.0,10,TEN,27.0,19
2001,6,20011021,TAM,10.0,25,PIT,17.0,21
2001,6,20011021,WAS,17.0,26,CAR,14.0,29
2001,6,20011021,CIN,0.0,4,CHI,24.0,3
2001,6,20011021,NYJ,14.0,18,LAR,34.0,22
2001,6,20011021,CLE,24.0,5,BAL,14.0,31
2001,6,20011021,LAC,27.0,23,DEN,10.0,9
2001,6,20011021,MIN,35.0,14,GNB,13.0,11
2001,6,20011021,ARI,24.0,7,KAN,16.0,12
2001,6,20011022,NYG,9.0,17,PHI,10.0,20
2001,7,20011025,KAN,28.0,12,IND,35.0,6
2001,7,20011028,DET,27.0,10,CIN,31.0,4
2001,7,20011028,BAL,18.0,31,JAX,17.0,30
2001,7,20011028,TAM,41.0,25,MIN,14.0,14
2001,7,20011028,LAR,31.0,22,NOR,34.0,15
2001,7,20011028,CAR,12.0,29,NYJ,13.0,18
2001,7,20011028,CHI,37.0,3,SFO,31.0,28
2001,7,20011028,LAC,27.0,23,BUF,24.0,2
2001,7,20011028,DEN,31.0,9,NEW,20.0,16
2001,7,20011028,DAL,17.0,8,ARI,3.0,7
2001,7,20011028,WAS,35.0,26,NYG,21.0,17
2001,7,20011028,PHI,10.0,20,OAK,20.0,27
2001,7,20011028,SEA,20.0,24,MIA,24.0,13
2001,7,20011029,PIT,34.0,21,TEN,7.0,19
2001,8,20011104,PIT,10.0,21,BAL,13.0,31
2001,8,20011104,ATL,10.0,1,NEW,24.0,16
2001,8,20011104,BUF,14.0,2,IND,30.0,6
2001,8,20011104,MIA,23.0,13,CAR,6.0,29
2001,8,20011104,GNB,21.0,11,TAM,20.0,25
2001,8,20011104,TEN,28.0,19,JAX,24.0,30
2001,8,20011104,NYG,27.0,17,DAL,24.0,8
2001,8,20011104,SFO,21.0,28,DET,13.0,10
2001,8,20011104,ARI,7.0,7,PHI,21.0,20
2001,8,20011104,WAS,27.0,26,SEA,14.0,24
2001,8,20011104,CHI,27.0,3,CLE,21.0,5
2001,8,20011104,LAC,20.0,23,KAN,25.0,12
2001,8,20011104,NOR,9.0,15,NYJ,16.0,18
2001,8,20011105,OAK,38.0,27,DEN,28.0,9
2001,9,20011111,IND,24.0,6,MIA,27.0,13
2001,9,20011111,NEW,21.0,16,BUF,11.0,2
2001,9,20011111,CHI,12.0,3,GNB,20.0,11
2001,9,20011111,LAR,48.0,22,CAR,14.0,29
2001,9,20011111,NYJ,27.0,18,KAN,7.0,12
2001,9,20011111,CLE,12.0,5,PIT,15.0,21
2001,9,20011111,JAX,30.0,30,CIN,13.0,4
2001,9,20011111,DET,17.0,10,TAM,20.0,25
2001,9,20011111,ATL,20.0,1,DAL,13.0,8
2001,9,20011111,DEN,26.0,9,LAC,16.0,23
2001,9,20011111,PHI,48.0,20,MIN,17.0,14
2001,9,20011111,SFO,28.0,28,NOR,27.0,15
2001,9,20011111,ARI,10.0,7,NYG,17.0,17
2001,9,20011111,SEA,34.0,24,OAK,27.0,27
2001,9,20011112,TEN,10.0,19,BAL,16.0,31
2001,10,20011118,BAL,17.0,31,CLE,27.0,5
2001,10,20011118,NOR,34.0,15,IND,20.0,6
2001,10,20011118,MIA,0.0,13,NYJ,24.0,18
2001,10,20011118,BUF,20.0,2,SEA,23.0,24
2001,10,20011118,CIN,7.0,4,TEN,20.0,19
2001,10,20011118,GNB,20.0,11,ATL,23.0,1
2001,10,20011118,CAR,22.0,29,SFO,25.0,28
2001,10,20011118,DAL,3.0,8,PHI,36.0,20
2001,10,20011118,PIT,20.0,21,JAX,7.0,30
2001,10,20011118,OAK,34.0,27,LAC,24.0,23
2001,10,20011118,ARI,45.0,7,DET,38.0,10
2001,10,20011118,TAM,24.0,25,CHI,27.0,3
2001,10,20011118,DEN,10.0,9,WAS,17.0,26
2001,10,20011118,NEW,17.0,16,LAR,24.0,22
2001,10,20011119,MIN,28.0,14,NYG,16.0,17
2001,11,20011122,DET,27.0,10,GNB,29.0,11
2001,11,20011122,DAL,24.0,8,DEN,26.0,9
2001,11,20011125,KAN,19.0,12,SEA,7.0,24
2001,11,20011125,IND,21.0,6,SFO,40.0,28
2001,11,20011125,CAR,7.0,29,ATL,10.0,1
2001,11,20011125,BUF,27.0,2,MIA,34.0,13
2001,11,20011125,CLE,18.0,5,CIN,0.0,4
2001,11,20011125,PHI,3.0,20,WAS,13.0,26
2001,11,20011125,TEN,24.0,19,PIT,34.0,21
2001,11,20011125,NEW,34.0,16,NOR,17.0,15
2001,11,20011125,LAC,17.0,23,ARI,20.0,7
2001,11,20011125,JAX,21.0,30,BAL,24.0,31
2001,11,20011125,NYG,10.0,17,OAK,28.0,27
2001,11,20011125,MIN,6.0,14,CHI,13.0,3
2001,11,20011126,LAR,17.0,22,TAM,24.0,25
