season,week,date,home_team,home_points,home_code,away_team,away_points,away_code
2014,1,20140904,SEA,36.0,24,GNB,16.0,11
2014,1,20140907,LAR,6.0,22,MIN,34.0,14
2014,1,20140907,CHI,20.0,3,BUF,23.0,2
2014,1,20140907,PHI,34.0,20,JAX,17.0,30
2014,1,20140907,PIT,30.0,21,CLE,27.0,5
2014,1,20140907,NYJ,19.0,18,OAK,14.0,27
2014,1,20140907,KAN,10.0,12,TEN,26.0,19
2014,1,20140907,BAL,16.0,31,CIN,23.0,4
2014,1,20140907,HOU,17.0,32,WAS,6.0,26
2014,1,20140907,ATL,37.0,1,NOR,34.0,15
2014,1,20140907,MIA,33.0,13,NEW,20.0,16
2014,1,20140907,DAL,17.0,8,SFO,28.0,28
2014,1,20140907,TAM,14.0,25,CAR,20.0,29
2014,1,20140907,DEN,31.0,9,IND,24.0,6
2014,1,20140908,DET,35.0,10,NYG,14.0,17
2014,1,20140908,ARI,18.0,7,LAC,17.0,23
2014,2,20140911,BAL,26.0,31,PIT,6.0,21
2014,2,20140914,BUF,29.0,2,MIA,10.0,13
2014,2,20140914,TEN,10.0,19,DAL,26.0,8
2014,2,20140914,CLE,26.0,5,NOR,24.0,15
2014,2,20140914,NYG,14.0,17,ARI,25.0,7
2014,2,20140914,CAR,24.0,29,DET,7.0,10
2014,2,20140914,CIN,24.0,4,ATL,10.0,1
2014,2,20140914,WAS,41.0,26,JAX,10.0,30
2014,2,20140914,MIN,7.0,14,NEW,30.0,16
2014,2,20140914,TAM,17.0,25,LAR,19.0,22
2014,2,20140914,LAC,30.0,23,SEA,21.0,24
2014,2,20140914,DEN,24.0,9,KAN,17.0,12
2014,2,20140914,OAK,14.0,27,HOU,30.0,32
2014,2,20140914,GNB,31.0,11,NYJ,24.0,18
2014,2,20140914,SFO,20.0,28,CHI,28.0,3
2014,2,20140915,IND,27.0,6,PHI,30.0,20
2014,3,20140918,ATL,56.0,1,TAM,14.0,25
2014,3,20140921,LAR,31.0,22,DAL,34.0,8
2014,3,20140921,CIN,33.0,4,TEN,7.0,19
2014,3,20140921,NEW,16.0,16,OAK,9.0,27
2014,3,20140921,PHI,37.0,20,WAS,34.0,26
2014,3,20140921,CLE,21.0,5,BAL,23.0,31
2014,3,20140921,NYG,30.0,17,HOU,17.0,32
