season,week,date,home_team,home_points,home_code,away_team,away_points,away_code
2012,1,20120905,NYG,17.0,17,DAL,24.0,8
2012,1,20120909,CHI,41.0,3,IND,21.0,6
2012,1,20120909,NYJ,48.0,18,BUF,28.0,2
2012,1,20120909,NOR,32.0,15,WAS,40.0,26
2012,1,20120909,TEN,13.0,19,NEW,34.0,16
2012,1,20120909,DET,27.0,10,LAR,23.0,22
2012,1,20120909,CLE,16.0,5,PHI,17.0,20
2012,1,20120909,HOU,30.0,32,MIA,10.0,13
2012,1,20120909,KAN,24.0,12,ATL,40.0,1
2012,1,20120909,MIN,26.0,14,JAX,23.0,30
2012,1,20120909,ARI,20.0,7,SEA,16.0,24
2012,1,20120909,GNB,22.0,11,SFO,30.0,28
2012,1,20120909,TAM,16.0,25,CAR,10.0,29
2012,1,20120909,DEN,31.0,9,PIT,19.0,21
2012,1,20120910,BAL,44.0,31,CIN,13.0,4
2012,1,20120910,OAK,14.0,27,LAC,22.0,23
2012,2,20120913,GNB,23.0,11,CHI,10.0,3
2012,2,20120916,BUF,35.0,2,KAN,17.0,12
2012,2,20120916,NEW,18.0,16,ARI,20.0,7
2012,2,20120916,CIN,34.0,4,CLE,27.0,5
2012,2,20120916,MIA,35.0,13,OAK,13.0,27
2012,2,20120916,IND,23.0,6,MIN,20.0,14
2012,2,20120916,PHI,24.0,20,BAL,23.0,31
2012,2,20120916,JAX,7.0,30,HOU,27.0,32
2012,2,20120916,NYG,41.0,17,TAM,34.0,25
2012,2,20120916,CAR,35.0,29,NOR,27.0,15
2012,2,20120916,LAR,31.0,22,WAS,28.0,26
2012,2,20120916,SEA,27.0,24,DAL,7.0,8
2012,2,20120916,LAC,38.0,23,TEN,10.0,19
2012,2,20120916,PIT,27.0,21,NYJ,10.0,18
2012,2,20120916,SFO,27.0,28,DET,19.0,10
2012,2,20120917,ATL,27.0,1,DEN,21.0,9
2012,3,20120920,CAR,7.0,29,NYG,36.0,17
2012,3,20120923,CLE,14.0,5,BUF,24.0,2
2012,3,20120923,NOR,24.0,15,KAN,27.0,12
2012,3,20120923,TEN,44.0,19,DET,41.0,10
2012,3,20120923,WAS,31.0,26,CIN,38.0,4
2012,3,20120923,MIA,20.0,13,NYJ,23.0,18
2012,3,20120923,IND,17.0,6,JAX,22.0,30
2012,3,20120923,CHI,23.0,3,LAR,6.0,22
2012,3,20120923,DAL,16.0,8,TAM,10.0,25
2012,3,20120923,MIN,24.0,14,SFO,13.0,28
2012,3,20120923,LAC,3.0,23,ATL,27.0,1
2012,3,20120923,ARI,27.0,7,PHI,6.0,20
2012,3,20120923,DEN,25.0,9,HOU,31.0,32
2012,3,20120923,OAK,34.0,27,PIT,31.0,21
2012,3,20120923,BAL,31.0,31,NEW,30.0,16
2012,3,20120924,SEA,14.0,24,GNB,12.0,11
2012,4,20120927,BAL,23.0,31,CLE,16.0,5
2012,4,20120930,LAR,19.0,22,SEA,13.0,24
2012,4,20120930,BUF,28.0,2,NEW,52.0,16
2012,4,20120930,NYJ,0.0,18,SFO,34.0,28
2012,4,20120930,DET,13.0,10,MIN,20.0,14
2012,4,20120930,HOU,38.0,32,TEN,14.0,19
2012,4,20120930,ATL,30.0,1,CAR,28.0,29
2012,4,20120930,KAN,20.0,12,LAC,37.0,23
2012,4,20120930,DEN,37.0,9,OAK,6.0,27
2012,4,20120930,JAX,10.0,30,CIN,27.0,4
2012,4,20120930,ARI,24.0,7,MIA,21.0,13
2012,4,20120930,GNB,28.0,11,NOR,27.0,15
2012,4,20120930,TAM,22.0,25,WAS,24.0,26
2012,4,20120930,PHI,19.0,20,NYG,17.0,17
2012,4,20121001,DAL,18.0,8,CHI,34.0,3
2012,5,20121004,LAR,17.0,22,ARI,3.0,7
2012,5,20121007,NYG,41.0,17,CLE,27.0,5
2012,5,20121007,KAN,6.0,12,BAL,9.0,31
2012,5,20121007,PIT,16.0,21,PHI,14.0,20
2012,5,20121007,IND,30.0,6,GNB,27.0,11
2012,5,20121007,CIN,13.0,4,MIA,17.0,13
2012,5,20121007,WAS,17.0,26,ATL,24.0,1
2012,5,20121007,CAR,12.0,29,SEA,16.0,24
2012,5,20121007,JAX,3.0,30,CHI,41.0,3
2012,5,20121007,MIN,30.0,14,TEN,7.0,19
2012,5,20121007,SFO,45.0,28,BUF,3.0,2
2012,5,20121007,NEW,31.0,16,DEN,21.0,9
2012,5,20121007,NOR,31.0,15,LAC,24.0,23
2012,5,20121008,NYJ,17.0,18,HOU,23.0,32
2012,6,20121011,TEN,26.0,19,PIT,23.0,21
2012,6,20121014,MIA,17.0,13,LAR,14.0,22
2012,6,20121014,TAM,38.0,25,KAN,10.0,12
2012,6,20121014,ATL,23.0,1,OAK,20.0,27
2012,6,20121014,BAL,31.0,31,DAL,29.0,8
2012,6,20121014,NYJ,35.0,18,IND,9.0,6
2012,6,20121014,CLE,34.0,5,CIN,24.0,4
2012,6,20121014,PHI,23.0,20,DET,26.0,10
2012,6,20121014,SEA,24.0,24,NEW,23.0,16
2012,6,20121014,ARI,16.0,7,BUF,19.0,2
2012,6,20121014,SFO,3.0,28,NYG,26.0,17
2012,6,20121014,WAS,38.0,26,MIN,26.0,14
2012,6,20121014,HOU,24.0,32,GNB,42.0,11
2012,6,20121015,LAC,24.0,23,DEN,35.0,9
2012,7,20121018,SFO,13.0,28,SEA,6.0,24
2012,7,20121021,LAR,20.0,22,GNB,30.0,11
2012,7,20121021,TAM,28.0,25,NOR,35.0,15
2012,7,20121021,HOU,43.0,32,BAL,13.0,31
2012,7,20121021,IND,17.0,6,CLE,13.0,5
2012,7,20121021,BUF,34.0,2,TEN,35.0,19
2012,7,20121021,CAR,14.0,29,DAL,19.0,8
2012,7,20121021,NYG,27.0,17,WAS,23.0,26
2012,7,20121021,MIN,21.0,14,ARI,14.0,7
2012,7,20121021,OAK,26.0,27,JAX,23.0,30
2012,7,20121021,NEW,29.0,16,NYJ,26.0,18
2012,7,20121021,CIN,17.0,4,PIT,24.0,21
2012,7,20121022,CHI,13.0,3,DET,7.0,10
2012,8,20121025,MIN,17.0,14,TAM,36.0,25
2012,8,20121028,PIT,27.0,21,WAS,12.0,26
2012,8,20121028,PHI,17.0,20,ATL,30.0,1
2012,8,20121028,DET,28.0,10,SEA,24.0,24
2012,8,20121028,CHI,23.0,3,CAR,22.0,29
2012,8,20121028,GNB,24.0,11,JAX,15.0,30
2012,8,20121028,TEN,13.0,19,IND,19.0,6
2012,8,20121028,NYJ,9.0,18,MIA,30.0,13
2012,8,20121028,LAR,7.0,22,NEW,45.0,16
2012,8,20121028,CLE,7.0,5,LAC,6.0,23
2012,8,20121028,KAN,16.0,12,OAK,26.0,27
2012,8,20121028,DAL,24.0,8,NYG,29.0,17
2012,8,20121028,DEN,34.0,9,NOR,14.0,15
2012,8,20121029,ARI,3.0,7,SFO,24.0,28
2012,9,20121101,LAC,31.0,23,KAN,13.0,12
2012,9,20121104,IND,23.0,6,MIA,20.0,13
2012,9,20121104,CIN,23.0,4,DEN,31.0,9
2012,9,20121104,HOU,21.0,32,BUF,9.0,2
2012,9,20121104,GNB,31.0,11,ARI,17.0,7
2012,9,20121104,CLE,15.0,5,BAL,25.0,31
2012,9,20121104,TEN,20.0,19,CHI,51.0,3
2012,9,20121104,JAX,14.0,30,DET,31.0,10
2012,9,20121104,WAS,13.0,26,CAR,21.0,29
2012,9,20121104,OAK,32.0,27,TAM,42.0,25
2012,9,20121104,SEA,30.0,24,MIN,20.0,14
2012,9,20121104,NYG,20.0,17,PIT,24.0,21
2012,9,20121104,ATL,19.0,1,DAL,13.0,8
2012,9,20121105,NOR,28.0,15,PHI,13.0,20
2012,10,20121108,JAX,10.0,30,IND,27.0,6
2012,10,20121111,NOR,31.0,15,ATL,27.0,1
2012,10,20121111,NEW,37.0,16,BUF,31.0,2
2012,10,20121111,CAR,14.0,29,DEN,36.0,9
2012,10,20121111,BAL,55.0,31,OAK,20.0,27
2012,10,20121111,MIA,3.0,13,TEN,37.0,19
2012,10,20121111,TAM,34.0,25,LAC,24.0,23
2012,10,20121111,CIN,31.0,4,NYG,13.0,17
2012,10,20121111,MIN,34.0,14,DET,24.0,10
2012,10,20121111,SEA,28.0,24,NYJ,7.0,18
2012,10,20121111,PHI,23.0,20,DAL,38.0,8
2012,10,20121111,SFO,24.0,28,LAR,24.0,22
2012,10,20121111,CHI,6.0,3,HOU,13.0,32
2012,10,20121112,PIT,16.0,21,KAN,13.0,12
2012,11,20121115,BUF,19.0,2,MIA,14.0,13
2012,11,20121118,LAR,13.0,22,NYJ,27.0,18
2012,11,20121118,DET,20.0,10,GNB,24.0,11
2012,11,20121118,KAN,6.0,12,CIN,28.0,4
2012,11,20121118,HOU,43.0,32,JAX,37.0,30
2012,11,20121118,ATL,23.0,1,ARI,19.0,7
2012,11,20121118,WAS,31.0,26,PHI,6.0,20
2012,11,20121118,DAL,23.0,8,CLE,20.0,5
2012,11,20121118,CAR,21.0,29,TAM,27.0,25
2012,11,20121118,OAK,17.0,27,NOR,38.0,15
2012,11,20121118,NEW,59.0,16,IND,24.0,6
2012,11,20121118,DEN,30.0,9,LAC,23.0,23
2012,11,20121118,PIT,10.0,21,BAL,13.0,31
2012,11,20121119,SFO,32.0,28,CHI,7.0,3
2012,12,20121122,DET,31.0,10,HOU,34.0,32
2012,12,20121122,DAL,31.0,8,WAS,38.0,26
2012,12,20121122,NYJ,19.0,18,NEW,49.0,16
2012,12,20121125,CHI,28.0,3,MIN,10.0,14
2012,12,20121125,CLE,20.0,5,PIT,14.0,21
2012,12,20121125,CIN,34.0,4,OAK,10.0,27
2012,12,20121125,TAM,23.0,25,ATL,24.0,1
2012,12,20121125,JAX,24.0,30,TEN,19.0,19
2012,12,20121125,MIA,24.0,13,SEA,21.0,24
2012,12,20121125,KAN,9.0,12,DEN,17.0,9
2012,12,20121125,IND,20.0,6,BUF,13.0,2
2012,12,20121125,LAC,13.0,23,BAL,16.0,31
2012,12,20121125,ARI,17.0,7,LAR,31.0,22
2012,12,20121125,NOR,21.0,15,SFO,31.0,28
2012,12,20121125,NYG,38.0,17,GNB,10.0,11
2012,12,20121126,PHI,22.0,20,CAR,30.0,29
2012,13,20121129,ATL,23.0,1,NOR,13.0,15
2012,13,20121202,LAR,16.0,22,SFO,13.0,28
2012,13,20121202,BUF,34.0,2,JAX,18.0,30
2012,13,20121202,GNB,23.0,11,MIN,14.0,14
2012,13,20121202,TEN,10.0,19,HOU,24.0,32
2012,13,20121202,MIA,16.0,13,NEW,23.0,16
2012,13,20121202,CHI,17.0,3,SEA,23.0,24
2012,13,20121202,KAN,27.0,12,CAR,21.0,29
2012,13,20121202,DET,33.0,10,IND,35.0,6
2012,13,20121202,NYJ,7.0,18,ARI,6.0,7
2012,13,20121202,DEN,31.0,9,TAM,23.0,25
2012,13,20121202,BAL,20.0,31,PIT,23.0,21
2012,13,20121202,OAK,17.0,27,CLE,20.0,5
2012,13,20121202,LAC,13.0,23,CIN,20.0,4
2012,13,20121202,DAL,38.0,8,PHI,33.0,20
2012,13,20121203,WAS,17.0,26,NYG,16.0,17
2012,14,20121206,OAK,13.0,27,DEN,26.0,9
2012,14,20121209,BUF,12.0,2,LAR,15.0,22
2012,14,20121209,JAX,10.0,30,NYJ,17.0,18
2012,14,20121209,IND,27.0,6,TEN,23.0,19
2012,14,20121209,PIT,24.0,21,LAC,34.0,23
2012,14,20121209,CLE,30.0,5,KAN,7.0,12
2012,14,20121209,TAM,21.0,25,PHI,23.0,20
2012,14,20121209,CIN,19.0,4,DAL,20.0,8
2012,14,20121209,WAS,31.0,26,BAL,28.0,31
2012,14,20121209,CAR,30.0,29,ATL,20.0,1
2012,14,20121209,MIN,21.0,14,CHI,14.0,3
2012,14,20121209,SFO,27.0,28,MIA,13.0,13
2012,14,20121209,NYG,52.0,17,NOR,27.0,15
2012,14,20121209,SEA,58.0,24,ARI,0.0,7
2012,14,20121209,GNB,27.0,11,DET,20.0,10
2012,14,20121210,NEW,42.0,16,HOU,14.0,32
2012,15,20121213,PHI,13.0,20,CIN,34.0,4
2012,15,20121216,LAR,22.0,22,MIN,36.0,14
2012,15,20121216,BAL,17.0,31,DEN,34.0,9
2012,15,20121216,HOU,29.0,32,IND,17.0,6
2012,15,20121216,NOR,41.0,15,TAM,0.0,25
2012,15,20121216,CLE,21.0,5,WAS,38.0,26
2012,15,20121216,ATL,34.0,1,NYG,0.0,17
2012,15,20121216,CHI,13.0,3,GNB,21.0,11
2012,15,20121216,MIA,24.0,13,JAX,3.0,30
2012,15,20121216,ARI,38.0,7,DET,10.0,10
2012,15,20121216,LAC,7.0,23,CAR,31.0,29
2012,15,20121216,BUF,17.0,2,SEA,50.0,24
2012,15,20121216,OAK,15.0,27,KAN,0.0,12
2012,15,20121216,DAL,27.0,8,PIT,24.0,21
2012,15,20121216,NEW,34.0,16,SFO,41.0,28
2012,15,20121217,TEN,14.0,19,NYJ,10.0,18
2012,16,20121222,DET,18.0,10,ATL,31.0,1
2012,16,20121223,JAX,16.0,30,NEW,23.0,16
2012,16,20121223,DAL,31.0,8,NOR,34.0,15
2012,16,20121223,PIT,10.0,21,CIN,13.0,4
2012,16,20121223,GNB,55.0,11,TEN,7.0,19
2012,16,20121223,MIA,24.0,13,BUF,10.0,2
2012,16,20121223,HOU,6.0,32,MIN,23.0,14
2012,16,20121223,KAN,13.0,12,IND,20.0,6
2012,16,20121223,TAM,13.0,25,LAR,28.0,22
2012,16,20121223,PHI,20.0,20,WAS,27.0,26
2012,16,20121223,NYJ,17.0,18,LAC,27.0,23
2012,16,20121223,CAR,17.0,29,OAK,6.0,27
2012,16,20121223,DEN,34.0,9,CLE,12.0,5
2012,16,20121223,ARI,13.0,7,CHI,28.0,3
2012,16,20121223,BAL,33.0,31,NYG,14.0,17
2012,16,20121223,SEA,42.0,24,SFO,13.0,28
2012,17,20121230,ATL,17.0,1,TAM,22.0,25
2012,17,20121230,BUF,28.0,2,NYJ,9.0,18
2012,17,20121230,TEN,38.0,19,JAX,20.0,30
2012,17,20121230,IND,28.0,6,HOU,16.0,32
2012,17,20121230,PIT,24.0,21,CLE,10.0,5
2012,17,20121230,NOR,38.0,15,CAR,44.0,29
2012,17,20121230,DET,24.0,10,CHI,26.0,3
2012,17,20121230,CIN,23.0,4,BAL,17.0,31
2012,17,20121230,NYG,42.0,17,PHI,7.0,20
2012,17,20121230,LAC,24.0,23,OAK,21.0,27
2012,17,20121230,MIN,37.0,14,GNB,34.0,11
2012,17,20121230,NEW,28.0,16,MIA,0.0,13
2012,17,20121230,SFO,27.0,28,ARI,13.0,7
2012,17,20121230,DEN,38.0,9,KAN,3.0,12
2012,17,20121230,SEA,20.0,24,LAR,13.0,22
2012,17,20121230,WAS,28.0,26,DAL,18.0,8
2012,WildCard,20130105,HOU,19.0,32,CIN,13.0,4
2012,WildCard,20130105,GNB,24.0,11,MIN,10.0,14
2012,WildCard,20130106,BAL,24.0,31,IND,9.0,6
2012,WildCard,20130106,WAS,14.0,26,SEA,24.0,24
2012,Division,20130112,DEN,35.0,9,BAL,38.0,31
2012,Division,20130112,SFO,45.0,28,GNB,31.0,11
2012,Division,20130113,ATL,30.0,1,SEA,28.0,24
2012,Division,20130113,NEW,41.0,16,HOU,28.0,32
2012,ConfChamp,20130120,ATL,24.0,1,SFO,28.0,28
2012,ConfChamp,20130120,NEW,13.0,16,BAL,28.0,31
2012,SuperBowl,20130203,SFO,31.0,28,BAL,34.0,31
