season,week,date,home_team,home_points,home_code,away_team,away_points,away_code
2007,1,20070906,IND,41.0,6,NOR,10.0,15
2007,1,20070909,LAR,13.0,22,CAR,27.0,29
2007,1,20070909,MIN,24.0,14,ATL,3.0,1
2007,1,20070909,BUF,14.0,2,DEN,15.0,9
2007,1,20070909,GNB,16.0,11,PHI,13.0,20
2007,1,20070909,WAS,16.0,26,MIA,13.0,13
2007,1,20070909,CLE,7.0,5,PIT,34.0,21
2007,1,20070909,NYJ,14.0,18,NEW,38.0,16
2007,1,20070909,JAX,10.0,30,TEN,13.0,19
2007,1,20070909,HOU,20.0,32,KAN,3.0,12
2007,1,20070909,OAK,21.0,27,DET,36.0,10
2007,1,20070909,LAC,14.0,23,CHI,3.0,3
2007,1,20070909,SEA,20.0,24,TAM,6.0,25
2007,1,20070909,DAL,45.0,8,NYG,35.0,17
2007,1,20070910,CIN,27.0,4,BAL,20.0,31
2007,1,20070910,SFO,20.0,28,ARI,17.0,7
2007,2,20070916,TEN,20.0,19,IND,22.0,6
2007,2,20070916,PIT,26.0,21,BUF,3.0,2
2007,2,20070916,LAR,16.0,22,SFO,17.0,28
2007,2,20070916,CAR,21.0,29,HOU,34.0,32
2007,2,20070916,CLE,51.0,5,CIN,45.0,4
2007,2,20070916,TAM,31.0,25,NOR,14.0,15
2007,2,20070916,NYG,13.0,17,GNB,35.0,11
2007,2,20070916,JAX,13.0,30,ATL,7.0,1
2007,2,20070916,DET,20.0,10,MIN,17.0,14
2007,2,20070916,ARI,23.0,7,SEA,20.0,24
2007,2,20070916,MIA,20.0,13,DAL,37.0,8
2007,2,20070916,BAL,20.0,31,NYJ,13.0,18
2007,2,20070916,DEN,23.0,9,OAK,20.0,27
2007,2,20070916,CHI,20.0,3,KAN,10.0,12
2007,2,20070916,NEW,38.0,16,LAC,14.0,23
2007,2,20070917,PHI,12.0,20,WAS,20.0,26
2007,3,20070923,BAL,26.0,31,ARI,23.0,7
2007,3,20070923,KAN,13.0,12,MIN,10.0,14
2007,3,20070923,NYJ,31.0,18,MIA,28.0,13
2007,3,20070923,PIT,37.0,21,SFO,16.0,28
2007,3,20070923,PHI,56.0,20,DET,21.0,10
2007,3,20070923,NEW,38.0,16,BUF,7.0,2
2007,3,20070923,GNB,31.0,11,LAC,24.0,23
2007,3,20070923,TAM,24.0,25,LAR,3.0,22
2007,3,20070923,HOU,24.0,32,IND,30.0,6
2007,3,20070923,OAK,26.0,27,CLE,24.0,5
2007,3,20070923,SEA,24.0,24,CIN,21.0,4
2007,3,20070923,DEN,14.0,9,JAX,23.0,30
2007,3,20070923,WAS,17.0,26,NYG,24.0,17
2007,3,20070923,ATL,20.0,1,CAR,27.0,29
2007,3,20070923,CHI,10.0,3,DAL,34.0,8
2007,3,20070924,NOR,14.0,15,TEN,31.0,19
2007,4,20070930,DAL,35.0,8,LAR,7.0,22
2007,4,20070930,ATL,26.0,1,HOU,16.0,32
2007,4,20070930,CLE,27.0,5,BAL,13.0,31
2007,4,20070930,BUF,17.0,2,NYJ,14.0,18
2007,4,20070930,DET,37.0,10,CHI,27.0,3
2007,4,20070930,MIN,16.0,14,GNB,23.0,11
2007,4,20070930,MIA,17.0,13,OAK,35.0,27
2007,4,20070930,SFO,3.0,28,SEA,23.0,24
2007,4,20070930,CAR,7.0,29,TAM,20.0,25
2007,4,20070930,LAC,16.0,23,KAN,30.0,12
2007,4,20070930,IND,38.0,6,DEN,20.0,9
2007,4,20070930,ARI,21.0,7,PIT,14.0,21
2007,4,20070930,NYG,16.0,17,PHI,3.0,20
2007,4,20071001,CIN,13.0,4,NEW,34.0,16
2007,5,20071007,KAN,7.0,12,JAX,17.0,30
2007,5,20071007,NEW,34.0,16,CLE,17.0,5
2007,5,20071007,LAR,31.0,22,ARI,34.0,7
2007,5,20071007,HOU,22.0,32,MIA,19.0,13
2007,5,20071007,NYG,35.0,17,NYJ,24.0,18
2007,5,20071007,PIT,21.0,21,SEA,0.0,24
2007,5,20071007,WAS,34.0,26,DET,3.0,10
2007,5,20071007,NOR,13.0,15,CAR,16.0,29
