season,week,date,home_team,home_points,home_code,away_team,away_points,away_code
2017,1,20170907,NEW,27.0,16,KAN,42.0,12
2017,1,20170910,CLE,18.0,5,PIT,21.0,21
2017,1,20170910,CIN,0.0,4,BAL,20.0,31
2017,1,20170910,WAS,17.0,26,PHI,30.0,20
2017,1,20170910,DET,35.0,10,ARI,23.0,7
2017,1,20170910,HOU,7.0,32,JAX,29.0,30
2017,1,20170910,TEN,16.0,19,OAK,26.0,27
2017,1,20170910,CHI,17.0,3,ATL,23.0,1
2017,1,20170910,BUF,21.0,2,NYJ,12.0,18
2017,1,20170910,LAR,46.0,22,IND,9.0,6
2017,1,20170910,SFO,3.0,28,CAR,23.0,29
2017,1,20170910,GNB,17.0,11,SEA,9.0,24
2017,1,20170910,DAL,19.0,8,NYG,3.0,17
2017,1,20170911,MIN,29.0,14,NOR,19.0,15
2017,1,20170911,DEN,24.0,9,LAC,21.0,23
2017,2,20170914,CIN,9.0,4,HOU,13.0,32
2017,2,20170917,KAN,27.0,12,PHI,20.0,20
2017,2,20170917,IND,13.0,6,ARI,16.0,7
2017,2,20170917,NOR,20.0,15,NEW,36.0,16
2017,2,20170917,CAR,9.0,29,BUF,3.0,2
2017,2,20170917,PIT,26.0,21,MIN,9.0,14
2017,2,20170917,TAM,29.0,25,CHI,7.0,3
2017,2,20170917,BAL,24.0,31,CLE,10.0,5
2017,2,20170917,JAX,16.0,30,TEN,37.0,19
2017,2,20170917,LAC,17.0,23,MIA,19.0,13
2017,2,20170917,OAK,45.0,27,NYJ,20.0,18
2017,2,20170917,DEN,42.0,9,DAL,17.0,8
2017,2,20170917,LAR,20.0,22,WAS,27.0,26
2017,2,20170917,SEA,12.0,24,SFO,9.0,28
2017,2,20170917,ATL,34.0,1,GNB,23.0,11
2017,2,20170918,NYG,10.0,17,DET,24.0,10
2017,3,20170921,SFO,39.0,28,LAR,41.0,22
2017,3,20170924,JAX,44.0,30,BAL,7.0,31
2017,3,20170924,NYJ,20.0,18,MIA,6.0,13
2017,3,20170924,PHI,27.0,20,NYG,24.0,17
2017,3,20170924,DET,26.0,10,ATL,30.0,1
2017,3,20170924,BUF,26.0,2,DEN,16.0,9
2017,3,20170924,MIN,34.0,14,TAM,17.0,25
2017,3,20170924,CHI,23.0,3,PIT,17.0,21
2017,3,20170924,CAR,13.0,29,NOR,34.0,15
2017,3,20170924,IND,31.0,6,CLE,28.0,5
2017,3,20170924,NEW,36.0,16,HOU,33.0,32
2017,3,20170924,TEN,33.0,19,SEA,27.0,24
