season,week,date,home_team,home_points,home_code,away_team,away_points,away_code
2005,1,20050908,NEW,30.0,16,OAK,20.0,27
2005,1,20050911,KAN,27.0,12,NYJ,7.0,18
2005,1,20050911,BUF,22.0,2,HOU,7.0,32
2005,1,20050911,PIT,34.0,21,TEN,7.0,19
2005,1,20050911,MIN,13.0,14,TAM,24.0,25
2005,1,20050911,CAR,20.0,29,NOR,23.0,15
2005,1,20050911,WAS,9.0,26,CHI,7.0,3
2005,1,20050911,JAX,26.0,30,SEA,14.0,24
2005,1,20050911,MIA,34.0,13,DEN,10.0,9
2005,1,20050911,CLE,13.0,5,CIN,27.0,4
2005,1,20050911,SFO,28.0,28,LAR,25.0,22
2005,1,20050911,LAC,24.0,23,DAL,28.0,8
2005,1,20050911,NYG,42.0,17,ARI,19.0,7
2005,1,20050911,DET,17.0,10,GNB,3.0,11
2005,1,20050911,BAL,7.0,31,IND,24.0,6
2005,1,20050912,ATL,14.0,1,PHI,10.0,20
2005,2,20050918,IND,10.0,6,JAX,3.0,30
2005,2,20050918,CHI,38.0,3,DET,6.0,10
2005,2,20050918,TAM,19.0,25,BUF,3.0,2
2005,2,20050918,CAR,27.0,29,NEW,17.0,16
2005,2,20050918,HOU,7.0,32,PIT,27.0,21
2005,2,20050918,TEN,25.0,19,BAL,10.0,31
2005,2,20050918,PHI,42.0,20,SFO,3.0,28
2005,2,20050918,CIN,37.0,4,MIN,8.0,14
2005,2,20050918,ARI,12.0,7,LAR,17.0,22
2005,2,20050918,SEA,21.0,24,ATL,18.0,1
2005,2,20050918,GNB,24.0,11,CLE,26.0,5
2005,2,20050918,DEN,20.0,9,LAC,17.0,23
2005,2,20050918,NYJ,17.0,18,MIA,7.0,13
2005,2,20050918,OAK,17.0,27,KAN,23.0,12
2005,2,20050919,NOR,10.0,15,NYG,27.0,17
2005,2,20050919,DAL,13.0,8,WAS,14.0,26
2005,3,20050925,IND,13.0,6,CLE,6.0,5
2005,3,20050925,MIN,33.0,14,NOR,16.0,15
2005,3,20050925,BUF,16.0,2,ATL,24.0,1
2005,3,20050925,CHI,7.0,3,CIN,24.0,4
2005,3,20050925,GNB,16.0,11,TAM,17.0,25
2005,3,20050925,LAR,31.0,22,TEN,27.0,19
2005,3,20050925,MIA,27.0,13,CAR,24.0,29
2005,3,20050925,PHI,23.0,20,OAK,20.0,27
2005,3,20050925,NYJ,20.0,18,JAX,26.0,30
2005,3,20050925,SFO,31.0,28,DAL,34.0,8
2005,3,20050925,SEA,37.0,24,ARI,12.0,7
2005,3,20050925,PIT,20.0,21,NEW,23.0,16
2005,3,20050925,LAC,45.0,23,NYG,23.0,17
2005,3,20050926,DEN,30.0,9,KAN,10.0,12
2005,4,20051002,TAM,17.0,25,DET,13.0,10
2005,4,20051002,TEN,10.0,19,IND,31.0,6
2005,4,20051002,CIN,16.0,4,HOU,10.0,32
2005,4,20051002,NEW,17.0,16,LAC,41.0,23
2005,4,20051002,JAX,7.0,30,DEN,20.0,9
2005,4,20051002,WAS,20.0,26,SEA,17.0,24
2005,4,20051002,NOR,19.0,15,BUF,7.0,2
2005,4,20051002,NYG,44.0,17,LAR,24.0,22
2005,4,20051002,BAL,13.0,31,NYJ,3.0,18
2005,4,20051002,KAN,31.0,12,PHI,37.0,20
