season,week,date,home_team,home_points,home_code,away_team,away_points,away_code
2008,1,20080904,NYG,16.0,17,WAS,7.0,26
2008,1,20080907,NOR,24.0,15,TAM,20.0,25
2008,1,20080907,BUF,34.0,2,SEA,10.0,24
2008,1,20080907,PHI,38.0,20,LAR,3.0,22
2008,1,20080907,MIA,14.0,13,NYJ,20.0,18
2008,1,20080907,NEW,17.0,16,KAN,10.0,12
2008,1,20080907,PIT,38.0,21,HOU,17.0,32
2008,1,20080907,ATL,34.0,1,DET,21.0,10
2008,1,20080907,TEN,17.0,19,JAX,10.0,30
2008,1,20080907,BAL,17.0,31,CIN,10.0,4
2008,1,20080907,LAC,24.0,23,CAR,26.0,29
2008,1,20080907,SFO,13.0,28,ARI,23.0,7
2008,1,20080907,CLE,10.0,5,DAL,28.0,8
2008,1,20080907,IND,13.0,6,CHI,29.0,3
2008,1,20080908,GNB,24.0,11,MIN,19.0,14
2008,1,20080908,OAK,14.0,27,DEN,41.0,9
2008,2,20080914,KAN,8.0,12,OAK,23.0,27
2008,2,20080914,LAR,13.0,22,NYG,41.0,17
2008,2,20080914,CIN,7.0,4,TEN,24.0,19
2008,2,20080914,CAR,20.0,29,CHI,17.0,3
2008,2,20080914,WAS,29.0,26,NOR,24.0,15
2008,2,20080914,DET,25.0,10,GNB,48.0,11
2008,2,20080914,JAX,16.0,30,BUF,20.0,2
2008,2,20080914,MIN,15.0,14,IND,18.0,6
2008,2,20080914,TAM,24.0,25,ATL,9.0,1
2008,2,20080914,SEA,30.0,24,SFO,33.0,28
2008,2,20080914,ARI,31.0,7,MIA,10.0,13
2008,2,20080914,DEN,39.0,9,LAC,38.0,23
2008,2,20080914,NYJ,10.0,18,NEW,19.0,16
2008,2,20080914,CLE,6.0,5,PIT,10.0,21
2008,2,20080915,DAL,41.0,8,PHI,37.0,20
2008,3,20080921,TEN,31.0,19,HOU,12.0,32
2008,3,20080921,NEW,13.0,16,MIA,38.0,13
2008,3,20080921,ATL,38.0,1,KAN,14.0,12
2008,3,20080921,CHI,24.0,3,TAM,27.0,25
2008,3,20080921,NYG,26.0,17,CIN,23.0,4
2008,3,20080921,WAS,24.0,26,ARI,17.0,7
2008,3,20080921,BUF,24.0,2,OAK,23.0,27
2008,3,20080921,MIN,20.0,14,CAR,10.0,29
2008,3,20080921,SEA,37.0,24,LAR,13.0,22
2008,3,20080921,DEN,34.0,9,NOR,32.0,15
2008,3,20080921,SFO,31.0,28,DET,13.0,10
2008,3,20080921,PHI,15.0,20,PIT,6.0,21
2008,3,20080921,IND,21.0,6,JAX,23.0,30
2008,3,20080921,BAL,28.0,31,CLE,10.0,5
2008,3,20080921,GNB,16.0,11,DAL,27.0,8
2008,3,20080922,LAC,48.0,23,NYJ,29.0,18
2008,4,20080928,KAN,33.0,12,DEN,19.0,9
2008,4,20080928,JAX,30.0,30,HOU,27.0,32
2008,4,20080928,TAM,30.0,25,GNB,21.0,11
2008,4,20080928,CIN,12.0,4,CLE,20.0,5
2008,4,20080928,NYJ,56.0,18,ARI,35.0,7
2008,4,20080928,NOR,31.0,15,SFO,17.0,28
2008,4,20080928,TEN,30.0,19,MIN,17.0,14
2008,4,20080928,CAR,24.0,29,ATL,9.0,1
2008,4,20080928,OAK,18.0,27,LAC,28.0,23
2008,4,20080928,LAR,14.0,22,BUF,31.0,2
2008,4,20080928,DAL,24.0,8,WAS,26.0,26
2008,4,20080928,CHI,24.0,3,PHI,20.0,20
2008,4,20080929,PIT,23.0,21,BAL,20.0,31
2008,5,20081005,HOU,27.0,32,IND,31.0,6
2008,5,20081005,BAL,10.0,31,TEN,13.0,19
2008,5,20081005,GNB,24.0,11,ATL,27.0,1
2008,5,20081005,DET,7.0,10,CHI,34.0,3
2008,5,20081005,MIA,17.0,13,LAC,10.0,23
2008,5,20081005,NYG,44.0,17,SEA,6.0,24
2008,5,20081005,PHI,17.0,20,WAS,23.0,26
2008,5,20081005,CAR,34.0,29,KAN,0.0,12
2008,5,20081005,DEN,16.0,9,TAM,13.0,25
2008,5,20081005,SFO,21.0,28,NEW,30.0,16
2008,5,20081005,DAL,31.0,8,CIN,22.0,4
2008,5,20081005,ARI,41.0,7,BUF,17.0,2
2008,5,20081005,JAX,21.0,30,PIT,26.0,21
2008,5,20081006,NOR,27.0,15,MIN,30.0,14
2008,6,20081012,IND,31.0,6,BAL,3.0,31
2008,6,20081012,HOU,29.0,32,MIA,28.0,13
2008,6,20081012,NOR,34.0,15,OAK,3.0,27
2008,6,20081012,NYJ,26.0,18,CIN,14.0,4
2008,6,20081012,ATL,22.0,1,CHI,20.0,3
2008,6,20081012,TAM,27.0,25,CAR,3.0,29
2008,6,20081012,WAS,17.0,26,LAR,19.0,22
2008,6,20081012,MIN,12.0,14,DET,10.0,10
2008,6,20081012,DEN,17.0,9,JAX,24.0,30
2008,6,20081012,ARI,30.0,7,DAL,24.0,8
2008,6,20081012,SFO,26.0,28,PHI,40.0,20
2008,6,20081012,SEA,17.0,24,GNB,27.0,11
2008,6,20081012,LAC,30.0,23,NEW,10.0,16
2008,6,20081013,CLE,35.0,5,NYG,14.0,17
2008,7,20081019,KAN,10.0,12,TEN,34.0,19
2008,7,20081019,LAR,34.0,22,DAL,14.0,8
2008,7,20081019,NYG,29.0,17,SFO,17.0,28
2008,7,20081019,MIA,13.0,13,BAL,27.0,31
2008,7,20081019,BUF,23.0,2,LAC,14.0,23
2008,7,20081019,CHI,48.0,3,MIN,41.0,14
2008,7,20081019,CAR,30.0,29,NOR,7.0,15
2008,7,20081019,CIN,10.0,4,PIT,38.0,21
2008,7,20081019,HOU,28.0,32,DET,21.0,10
2008,7,20081019,OAK,16.0,27,NYJ,13.0,18
2008,7,20081019,GNB,34.0,11,IND,14.0,6
2008,7,20081019,WAS,14.0,26,CLE,11.0,5
2008,7,20081019,TAM,20.0,25,SEA,10.0,24
2008,7,20081020,NEW,41.0,16,DEN,7.0,9
2008,8,20081026,PHI,27.0,20,ATL,14.0,1
2008,8,20081026,BAL,29.0,31,OAK,10.0,27
2008,8,20081026,NEW,23.0,16,LAR,16.0,22
2008,8,20081026,DAL,13.0,8,TAM,9.0,25
2008,8,20081026,DET,17.0,10,WAS,25.0,26
2008,8,20081026,CAR,27.0,29,ARI,23.0,7
2008,8,20081026,MIA,25.0,13,BUF,16.0,2
2008,8,20081026,NYJ,28.0,18,KAN,24.0,12
2008,8,20081026,NOR,37.0,15,LAC,32.0,23
2008,8,20081026,HOU,35.0,32,CIN,6.0,4
2008,8,20081026,JAX,17.0,30,CLE,23.0,5
2008,8,20081026,PIT,14.0,21,NYG,21.0,17
2008,8,20081026,SFO,13.0,28,SEA,34.0,24
2008,8,20081027,TEN,31.0,19,IND,21.0,6
2008,9,20081102,LAR,13.0,22,ARI,34.0,7
2008,9,20081102,CLE,27.0,5,BAL,37.0,31
2008,9,20081102,BUF,17.0,2,NYJ,26.0,18
2008,9,20081102,CHI,27.0,3,DET,23.0,10
2008,9,20081102,TEN,19.0,19,GNB,16.0,11
2008,9,20081102,CIN,21.0,4,JAX,19.0,30
2008,9,20081102,KAN,27.0,12,TAM,30.0,25
2008,9,20081102,MIN,28.0,14,HOU,21.0,32
2008,9,20081102,DEN,17.0,9,MIA,26.0,13
2008,9,20081102,OAK,0.0,27,ATL,24.0,1
2008,9,20081102,NYG,35.0,17,DAL,14.0,8
2008,9,20081102,SEA,7.0,24,PHI,26.0,20
2008,9,20081102,IND,18.0,6,NEW,15.0,16
2008,9,20081103,WAS,6.0,26,PIT,23.0,21
2008,10,20081106,CLE,30.0,5,DEN,34.0,9
2008,10,20081109,DET,14.0,10,JAX,38.0,30
2008,10,20081109,HOU,13.0,32,BAL,41.0,31
2008,10,20081109,NEW,20.0,16,BUF,10.0,2
2008,10,20081109,CHI,14.0,3,TEN,21.0,19
2008,10,20081109,NYJ,47.0,18,LAR,3.0,22
2008,10,20081109,ATL,34.0,1,NOR,20.0,15
2008,10,20081109,MIA,21.0,13,SEA,19.0,24
2008,10,20081109,MIN,28.0,14,GNB,27.0,11
2008,10,20081109,OAK,6.0,27,CAR,17.0,29
2008,10,20081109,PIT,20.0,21,IND,24.0,6
2008,10,20081109,LAC,20.0,23,KAN,19.0,12
2008,10,20081109,PHI,31.0,20,NYG,36.0,17
2008,10,20081110,ARI,29.0,7,SFO,24.0,28
2008,11,20081113,NEW,31.0,16,NYJ,34.0,18
2008,11,20081116,KAN,20.0,12,NOR,30.0,15
2008,11,20081116,GNB,37.0,11,CHI,3.0,3
2008,11,20081116,ATL,20.0,1,DEN,24.0,9
2008,11,20081116,MIA,17.0,13,OAK,15.0,27
2008,11,20081116,TAM,19.0,25,MIN,13.0,14
2008,11,20081116,IND,33.0,6,HOU,27.0,32
2008,11,20081116,NYG,30.0,17,BAL,10.0,31
2008,11,20081116,CAR,31.0,29,DET,22.0,10
2008,11,20081116,CIN,13.0,4,PHI,13.0,20
2008,11,20081116,SFO,35.0,28,LAR,16.0,22
2008,11,20081116,SEA,20.0,24,ARI,26.0,7
2008,11,20081116,JAX,14.0,30,TEN,24.0,19
2008,11,20081116,PIT,11.0,21,LAC,10.0,23
2008,11,20081116,WAS,10.0,26,DAL,14.0,8
2008,11,20081117,BUF,27.0,2,CLE,29.0,5
2008,12,20081120,PIT,27.0,21,CIN,10.0,4
2008,12,20081123,KAN,31.0,12,BUF,54.0,2
2008,12,20081123,LAR,3.0,22,CHI,27.0,3
2008,12,20081123,MIA,28.0,13,NEW,48.0,16
