"Player","unique_id","position","Date","G","School","Team Code","Loc","Opponent","Team Code opp","WL","Pass Comp","Pass Att","Pass Pct","Pass Yard","Pass TD","Pass Int","QBR","Rush Att","Rush Yard","Rush Avg","Rush TD","Rec","Rec Yards","Rec Avg","Rec TD","Tackle Solo","Tackle Assist","Tackle Tot","Tackle for Loss","Sack","Int Ret","Int Ret Yds","Int TD","Pass Broken Up","FR","FR Yds","FR TD","Fumble Forced","XP Made","XP Att","XP %","FG Made","FG Att","FG %","Pts","Kick Ret","Kick Ret Yds","Kick Ret Avg","Kick Ret TD","Punt Ret","Punt Ret Yds","Punt Ret Avg","Punt Ret TD"
"Gerald Jones","gerald-jones-1","[]","2003-08-23",1,"San Jose St.",91,,"Grambling",251,"W",,,,,,,,,,,,,,,,,,,,,1,46,1,,,,,,,,,,,,,,,,,,,,
"James McGill","james-mcgill-1","[]","2003-08-23",1,"Kansas St.",44,,"California",97,"W",,,,,,,,,,,,,,,,,,,,,1,5,0,,,,,,,,,,,,,,,,,,,,
"Jesse Avant","jesse-avant-1","[]","2003-08-28",1,"Ball St.",72,,"Indiana State",183,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Jon Burbidge","jon-burbidge-1","[]","2003-08-28",1,"BYU",66,,"Georgia Tech",17,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"James Butler","james-butler-1","[]","2003-08-28",1,"Georgia Tech",17,"@","BYU",66,"L",,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,
"Dion Byrum","dion-byrum-1","['DB']","2003-08-28",1,"Ohio",80,,"Southeast Missouri",206,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,1,23,23,0,,,,
"Randee Drew","randee-drew-1","[]","2003-08-28",1,"Northern Illinois",79,,"Maryland",30,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,1,19,19,0,,,,
"Mark Estelle","mark-estelle-1","[]","2003-08-28",1,"Utah St.",93,"@","Utah",104,"L",,,,,,,,,,,,,,,,,,,,,1,38,0,,,,,,,,,,,,,,,,,,,,
"Domonique Foxworth","domonique-foxworth-1","[]","2003-08-28",1,"Maryland",30,"@","Northern Illinois",79,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Reuben Houston","reuben-houston-1","[]","2003-08-28",1,"Georgia Tech",17,"@","BYU",66,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"T.J. Jackson","tj-jackson-1","[]","2003-08-28",1,"Louisiana Tech",54,,"Miami (FL)",19,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Brandon Lynch","brandon-lynch-1","[]","2003-08-28",1,"Middle Tennessee",56,,"Florida Atlantic",52,"L",,,,,,,,,,,,,,,,,,,,,1,18,0,,,,,,,,,,,,,,,,,,,,
"Jamie Manor","jamie-manor-1","[]","2003-08-28",1,"Eastern Michigan",76,,"East Tennessee St.",229,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Rickey McKenzie","rickey-mckenzie-1","[]","2003-08-28",1,"Akron",71,,"Kent State",77,"L",,,,,,,,,,,,,,,,,,,,,1,-14,0,,,,,,,,,,,,,,,,,,,,
"Travis Mikalauskas","travis-mikalauskas-1","[]","2003-08-28",1,"Ball St.",72,,"Indiana State",183,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Antrel Rolle","antrel-rolle-1","[]","2003-08-28",1,"Miami (FL)",19,"@","Louisiana Tech",54,"W",,,,,,,,,,,,,,,,,,,,,1,30,1,,,,,,,,,,,,,,,,,1,66,66,1
"Tyler Russ","tyler-russ-1","['LB']","2003-08-28",1,"Ohio",80,,"Southeast Missouri",206,"W",,,,,,,,,,,,,,,,,,,,,1,13,0,,,,,,,,,,,,,,,,,,,,
"Morgan Scalley","morgan-scalley-1","[]","2003-08-28",1,"Utah",104,,"Utah St.",93,"W",,,,,,,,,,,,,,,,,,,,,1,34,0,,,,,,,,,,,,,,,,,,,,
"Sean Taylor","sean-taylor-1","[]","2003-08-28",1,"Miami (FL)",19,"@","Louisiana Tech",54,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Terrance Washington","terrance-washington-1","['DB']","2003-08-28",1,"Utah St.",93,"@","Utah",104,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Michael Woods","michael-woods-2","[]","2003-08-28",1,"Middle Tennessee",56,,"Florida Atlantic",52,"L",,,,,,,,,,,,,,,,,,,,,1,2,0,,,,,,,,,,,,,,,,,,,,
"T.J. Wright","tj-wright-1","['DB']","2003-08-28",1,"Ohio",80,,"Southeast Missouri",206,"W",,,,,,,,,,,,,,,,,,,,,1,51,0,,,,,,,,,,,,,,,,,,,,
"Patrick Body","patrick-body-1","[]","2003-08-29",1,"Toledo",81,"@","UNLV",92,"L",,,,,,,,,,,,,,,,,,,,,1,45,0,,,,,,,,,,,,,,,,,,,,
"Arthur Adams","arthur-adams-1","[]","2003-08-30",1,"Troy",129,"@","Kansas St.",44,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Ekene Agwuenu","ekene-agwuenu-1","[]","2003-08-30",1,"Nevada",88,,"Southern Utah",141,"W",,,,,,,,,,,,,,,,,,,,,1,5,0,,,,,,,,,,,,,,,,,,,,
"Jaxson Appel","jaxson-appel-1","['DB']","2003-08-30",1,"Texas A&M",119,,"Arkansas St.",122,"W",,,,,,,,,,,,,,,,,,,,,1,16,0,,,,,,,,,,,,,,,,,,,,
"Ryan Aycock","ryan-aycock-1","[]","2003-08-30",1,"Texas Tech",49,,"SMU",8,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Darren Barnett","darren-barnett-1","[]","2003-08-30",1,"Michigan St.",32,,"Western Michigan",82,"W",,,,,,,,,,,,,,,,,,,,,1,2,0,,,,,,,,,,,,,,,,,,,,
"Darnell Bing","darnell-bing-1","['DB']","2003-08-30",1,"USC",103,"@","Auburn",109,"W",,,,,,,,,,,,,,,,,,,,,1,5,0,,,,,,,,,,,,,,,,,,,,
"Jonas Buckles","jonas-buckles-1","[]","2003-08-30",1,"North Texas",57,"@","Oklahoma",45,"L",,,,,,,,,,,,,,,,,,,,,1,9,0,,,,,,,,,,,,,,,,,1,7,7,0
"Josh Bullocks","josh-bullocks-1","[]","2003-08-30",1,"Nebraska",34,,"Oklahoma St.",46,"W",,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,
"Jonathan Burke","jonathan-burke-1","[]","2003-08-30",1,"Arkansas St.",122,"@","Texas A&M",119,"L",,,,,,,,,,,,,,,,,,,,,2,3,0,,,,,,,,,,,,,,,,,,,,
"Logan Carter","logan-carter-1","[]","2003-08-30",1,"Nevada",88,,"Southern Utah",141,"W",,,,,,,,,,,,,,,,,,,,,1,2,0,,,,,,,,,,,,,,,,,,,,
"Eddie Carthan","eddie-carthan-1","[]","2003-08-30",1,"Navy",7,,"VMI",233,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"David Conley","david-conley-1","[]","2003-08-30",1,"Air Force",83,,"Wofford",235,"W",,,,,,,,,,,,,,,,,,,,,1,33,0,,,,,,,,,,,,,,,,,,,,
"Sean Considine","sean-considine-1","[]","2003-08-30",1,"Iowa",29,,"Miami (OH)",78,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Awan Diles","awan-diles-1","['DB']","2003-08-30",1,"Fresno St.",86,"@","Tennessee",118,"L",,,,,,,,,,,,,,,,,,,,,1,18,0,,,,,,,,,,,,,,,,,,,,
"Chris Dixon","chris-dixon-1","[]","2003-08-30",1,"Wyoming",94,,"Montana State",136,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Adell Duckett","adell-duckett-1","[]","2003-08-30",1,"Texas Tech",49,,"SMU",8,"W",,,,,,,,,,,,,,,,,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,
"Deandre Eiland","deandre-eiland-1","[]","2003-08-30",1,"South Carolina",117,,"Louisiana",126,"W",,,,,,,,,,,,,,,,,,,,,1,19,0,,,,,,,,,,,,,,,,,,,,
"Joe Fleskoski","joe-fleskoski-1","['DB']","2003-08-30",1,"UTEP",62,"@","Arizona",95,"L",,,,,,,,,,,,,,,,,,,,,1,39,1,,,,,,,,,,,,,,,,,,,,
"Aaron Francis","aaron-francis-1","[]","2003-08-30",1,"UTEP",62,"@","Arizona",95,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Chris Harris","chris-harris-2","[]","2003-08-30",1,"UL Monroe",130,"@","LSU",113,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Bryan Hickman","bryan-hickman-1","[]","2003-08-30",2,"Kansas St.",44,,"Troy",129,"W",,,,,,,,,,,,,,,,,,,,,1,6,0,,,,,,,,,,,,,,,,,,,,
"Eddie Hillery","eddie-hillery-1","[]","2003-08-30",1,"Central Michigan",75,"@","Michigan",31,"L",,,,,,,,,,,,,,,,,,,,,1,21,0,,,,,,,,,,,,,,,,,,,,
"Jon Holland","jon-holland-1","[]","2003-08-30",1,"Oklahoma St.",46,"@","Nebraska",34,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Rolando Humphrey","rolando-humphrey-1","['DB']","2003-08-30",1,"SMU",8,"@","Texas Tech",49,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Jack Hunt","jack-hunt-1","[]","2003-08-30",1,"LSU",113,,"UL Monroe",130,"W",,,,,,,,,,,,,,,,,,,,,1,31,1,,,,,,,,,,,,,,,,,,,,
"Roderrick Jackson","roderrick-jackson-1","[]","2003-08-30",1,"Wyoming",94,,"Montana State",136,"W",,,,,,,,,,,,,,,,,,,,,1,43,0,,,,,,,,,,,,,1,20,20,0,,,,
"Chad Johnson","chad-johnson-2","[]","2003-08-30",1,"Texas Tech",49,,"SMU",8,"W",,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,
"Jovon Johnson","jovon-johnson-1","['DB']","2003-08-30",1,"Iowa",29,,"Miami (OH)",78,"W",,,,,,,,,,,,,,,,,,,,,2,20,0,,,,,,,,,,,,,,,,,,,,
"Ali Jones","ali-jones-1","[]","2003-08-30",1,"Nevada",88,,"Southern Utah",141,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Sammy Joseph","sammy-joseph-1","[]","2003-08-30",1,"Colorado",98,"N","Colorado St.",85,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Mike Labinjo","mike-labinjo-1","[]","2003-08-30",1,"Michigan St.",32,,"Western Michigan",82,"W",,,,,,,,,,,,,,,,,,,,,1,5,0,,,,,,,,,,,,,,,,,,,,
"Jeremy Lesueur","jeremy-lesueur-1","[]","2003-08-30",1,"Michigan",31,,"Central Michigan",75,"W",,,,,,,,,,,,,,,,,,,,,1,27,0,,,,,,,,,,,,,2,56,28,0,,,,
"Keith Lewis","keith-lewis-1","[]","2003-08-30",1,"Oregon",99,"@","Mississippi St.",114,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Richard Marshall","richard-marshall-1","['DB']","2003-08-30",1,"Fresno St.",86,"@","Tennessee",118,"L",,,,,,,,,,,,,,,,,,,,,1,81,1,,,,,,,,,,,,,,,,,,,,
"Matt McCoy","matt-mccoy-1","[]","2003-08-30",1,"Oklahoma",45,,"North Texas",57,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Mike McGrath","mike-mcgrath-1","[]","2003-08-30",2,"California",97,,"Southern Miss",60,"W",,,,,,,,,,,,,,,,,,,,,1,15,0,,,,,,,,,,,,,,,,,,,,
"David McMillan","david-mcmillan-1","[]","2003-08-30",1,"Kansas",43,,"Northwestern",35,"L",,,,,,,,,,,,,,,,,,,,,1,31,1,,,,,,,,,,,,,,,,,,,,
"Lornell McPherson","lornell-mcpherson-1","[]","2003-08-30",1,"Nebraska",34,,"Oklahoma St.",46,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Lamon Means","lamon-means-1","['DB']","2003-08-30",1,"Arizona",95,,"UTEP",62,"W",,,,,,,,,,,,,,,,,,,,,1,32,0,,,,,,,,,,,,,,,,,,,,
"Josh Moore","josh-moore-1","['LB']","2003-08-30",1,"Indiana",28,"@","Connecticut",3,"L",,,,,,,,,,,,,,,,,,,,,1,12,0,,,,,,,,,,,,,,,,,,,,
"Guillermo Morrison","guillermo-morrison-1","[]","2003-08-30",1,"New Mexico",89,,"Texas St.",128,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Darryl Murphy","darryl-murphy-1","[]","2003-08-30",1,"Idaho",133,"N","Washington St.",106,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Tre Orr","tre-orr-1","[]","2003-08-30",1,"Florida",110,,"San Jose St.",91,"W",,,,,,,,,,,,,,,,,,,,,1,73,1,,,,,,,,,,,,,,,,,,,,
"Charlie Peprah","charlie-peprah-1","['DB']","2003-08-30",1,"Alabama",107,,"South Florida",9,"W",,,,,,,,,,,,,,,,,,,,,1,51,1,,,,,,,,,,,,,,,,,,,,
"Hyrum Peters","hyrum-peters-1","[]","2003-08-30",1,"Hawaii",87,,"Appalachian St.",121,"W",,,,,,,,,,,,,,,,,,,,,1,4,0,,,,,,,,,,,,,,,,,,,,
"David Pollack","david-pollack-1","[]","2003-08-30",1,"Georgia",111,"@","Clemson",14,"W",,,,,,,,,,,,,,,,,,,,,1,24,0,,,,,,,,,,,,,,,,,,,,
"Roshawn Pope","roshawn-pope-1","['DB', 'RB']","2003-08-30",1,"Houston",5,,"Rice",59,"W",,,,,,,,,,,,,,,,,,,,,1,31,0,,,,,,,,,,,,,1,45,45,0,,,,
"Willie Pope","willie-pope-1","[]","2003-08-30",1,"Western Michigan",82,"@","Michigan St.",32,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Rayshun Reed","rayshun-reed-1","[]","2003-08-30",1,"Troy",129,"@","Kansas St.",44,"L",,,,,,,,,,,,,,,,,,,,,1,48,0,,,,,,,,,,,,,,,,,1,0,0,0
"Scott Robinson","scott-robinson-1","[]","2003-08-30",1,"Western Michigan",82,"@","Michigan St.",32,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Marcial Rosales","marcial-rosales-1","['DB', 'LB']","2003-08-30",1,"Wyoming",94,,"Montana State",136,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Stanford Routt","stanford-routt-1","[]","2003-08-30",1,"Houston",5,,"Rice",59,"W",,,,,,,,,,,,,,,,,,,,,1,12,0,,,,,,,,,,,,,,,,,,,,
"John Rudzinski","john-rudzinski-1","[]","2003-08-30",1,"Air Force",83,,"Wofford",235,"W",,,,,,,,,,,,,,,,,,,,,1,21,0,,,,,,,,,,,,,,,,,,,,
"Stanford Samuels","stanford-samuels-1","[]","2003-08-30",1,"Florida St.",16,"@","North Carolina",21,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Guss Scott","guss-scott-1","[]","2003-08-30",1,"Florida",110,,"San Jose St.",91,"W",,,,,,,,,,,,,,,,,,,,,1,38,1,,,,,,,,,,,,,,,,,,,,
"Peter Shean","peter-shean-1","[]","2003-08-30",1,"Boston College",13,,"Wake Forest",26,"L",,,,,,,,,,,,,,,,,,,,,1,33,0,,,,,,,,,,,,,,,,,,,,
"Chris Smith","chris-smith-3","[]","2003-08-30",1,"Iowa",29,,"Miami (OH)",78,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Michael Smith","michael-smith-5","[]","2003-08-30",2,"San Jose St.",91,"@","Florida",110,"L",,,,,,,,,,,,,,,,,,,,,1,6,0,,,,,,,,,,,,,,,,,,,,
"L.P. Spence","lp-spence-1","[]","2003-08-30",1,"Ole Miss",116,"@","Vanderbilt",120,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Torri Stuckey","torri-stuckey-1","[]","2003-08-30",1,"Northwestern",35,"@","Kansas",43,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Guy Tuell","guy-tuell-1","[]","2003-08-30",1,"Wyoming",94,,"Montana State",136,"W",,,,,,,,,,,,,,,,,,,,,1,9,0,,,,,,,,,,,,,,,,,,,,
"Don Turner","don-turner-1","['DB']","2003-08-30",1,"Washington St.",106,"N","Idaho",133,"W",,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,
"Lawrence Wade","lawrence-wade-1","[]","2003-08-30",1,"Temple",10,"@","Penn State",37,"L",,,,,,,,,,,,,,,,,,,,,1,29,0,,,,,,,,,,,,,1,23,23,0,,,,
"Marvin Ward","marvin-ward-1","[]","2003-08-30",1,"Northwestern",35,"@","Kansas",43,"W",,,,,,,,,,,,,,,,,,,,,1,22,0,,,,,,,,,,,,,,,,,,,,
"Rashad Washington","rashad-washington-1","[]","2003-08-30",2,"Kansas St.",44,,"Troy",129,"W",,,,,,,,,,,,,,,,,,,,,1,18,0,,,,,,,,,,,,,,,,,,,,
"Pat Watkins","pat-watkins-1","['DB']","2003-08-30",1,"Florida St.",16,"@","North Carolina",21,"W",,,,,,,,,,,,,,,,,,,,,1,-8,0,,,,,,,,,,,,,,,,,,,,
"Sidney Wiley","sidney-wiley-1","[]","2003-08-30",1,"New Mexico",89,,"Texas St.",128,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Jazzmen Williams","jazzmen-williams-1","['DB']","2003-08-30",1,"Boston College",13,,"Wake Forest",26,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Virgil Williams","virgil-williams-1","[]","2003-08-30",1,"Washington St.",106,"N","Idaho",133,"W",,,,,,,,,,,,,,,,,,,,,2,31,0,,,,,,,,,,,,,,,,,,,,
"Muhammad Abdullah","muhammad-abdullah-2","['DB']","2003-08-31",1,"Kentucky",112,,"Louisville",18,"L",,,,,,,,,,,,,,,,,,,,,1,6,0,,,,,,,,,,,,,,,,,,,,
"Michael Huff","michael-huff-1","['DB']","2003-08-31",1,"Texas",48,,"New Mexico State",69,"W",,,,,,,,,,,,,,,,,,,,,1,55,1,,,,,,,,,,,,,,,,,,,,
"Derrick Johnson","derrick-johnson-3","[]","2003-08-31",1,"Texas",48,,"New Mexico State",69,"W",,,,,,,,,,,,,,,,,,,,,1,47,1,,,,,,,,,,,,,,,,,,,,
"Jason Lallis","jason-lallis-1","[]","2003-08-31",1,"Virginia Tech",25,,"Central Florida",1,"W",,,,,,,,,,,,,,,,,,,,,1,45,1,,,,,,,,,,,,,,,,,,,,
"Josh Minkins","josh-minkins-1","[]","2003-08-31",1,"Louisville",18,"@","Kentucky",112,"W",,,,,,,,,,,,,,,,,,,,,1,6,0,,,,,,,,,,,,,,,,,,,,
"Gavin Smart","gavin-smart-1","['DB']","2003-08-31",1,"Louisville",18,"@","Kentucky",112,"W",,,,,,,,,,,,,,,,,,,,,1,41,0,,,,,,,,,,,,,,,,,,,,
"Nathan Vasher","nathan-vasher-1","[]","2003-08-31",1,"Texas",48,,"New Mexico State",69,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Tra Boger","tra-boger-1","['DB']","2003-09-01",1,"Tulane",11,,"TCU",47,"L",,,,,,,,,,,,,,,,,,,,,1,10,0,,,,,,,,,,,,,,,,,,,,
"Marvin Godbolt","marvin-godbolt-1","[]","2003-09-01",1,"TCU",47,"@","Tulane",11,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Josh Goolsby","josh-goolsby-1","[]","2003-09-01",1,"TCU",47,"@","Tulane",11,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Doug Monaghan","doug-monaghan-1","[]","2003-09-01",1,"Cincinnati",2,,"East Carolina",4,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Bobby Keyes","bobby-keyes-1","[]","2003-09-04",2,"UAB",61,,"Southern Miss",60,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Richard Marshall","richard-marshall-1","['DB']","2003-09-05",2,"Fresno St.",86,,"Oregon St.",100,"W",,,,,,,,,,,,,,,,,,,,,1,2,0,,,,,,,,,,,,,,,,,,,,
"Mitch Meeuwsen","mitch-meeuwsen-1","[]","2003-09-05",2,"Oregon St.",100,"@","Fresno St.",86,"L",,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,
"Dee Meza","dee-meza-1","[]","2003-09-05",2,"Fresno St.",86,,"Oregon St.",100,"W",,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,
"Manuel Sanchez","manuel-sanchez-1","['LB']","2003-09-05",2,"Fresno St.",86,,"Oregon St.",100,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Raymond Washington","raymond-washington-1","['DB']","2003-09-05",2,"Fresno St.",86,,"Oregon St.",100,"W",,,,,,,,,,,,,,,,,,,,,1,9,0,,,,,,,,,,,,,,,,,,,,
"Aric Williams","aric-williams-1","[]","2003-09-05",2,"Oregon St.",100,"@","Fresno St.",86,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Muhammad Abdullah","muhammad-abdullah-2","['DB']","2003-09-06",2,"Kentucky",112,,"Murray State",205,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Deon Adams","deon-adams-1","['WR']","2003-09-06",2,"Duke",15,,"Western Carolina",234,"W",,,,,,,,1,-2,-2,0,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Ryan Aiello","ryan-aiello-1","[]","2003-09-06",2,"Wisconsin",40,,"Akron",71,"W",,,,,,,,,,,,,,,,,,,,,1,22,0,,,,,,,,,,,,,,,,,,,,
"Jason Allen","jason-allen-2","['DB']","2003-09-06",2,"Tennessee",118,,"Marshall",55,"W",,,,,,,,,,,,,,,,,,,,,1,23,0,,,,,,,,,,,,,,,,,,,,
"Nate Allen","nate-allen-2","[]","2003-09-06",2,"Air Force",83,"@","Northwestern",35,"W",,,,,,,,,,,,,,,,,,,,,1,79,1,,,,,,,,,,,,,,,,,,,,
"Will Allen","will-allen-1","[]","2003-09-06",2,"Ohio St.",36,,"San Diego St.",90,"W",,,,,,,,,,,,,,,,,,,,,1,100,1,,,,,,,,,,,,,,,,,,,,
"Marcell Allmond","marcell-allmond-1","[]","2003-09-06",2,"USC",103,,"BYU",66,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,2,51,25.5,0,,,,
"Derrick Ansley","derrick-ansley-1","[]","2003-09-06",2,"Troy",129,"@","Minnesota",33,"L",,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,
"Ryan Aycock","ryan-aycock-1","[]","2003-09-06",2,"Texas Tech",49,,"New Mexico",89,"W",,,,,,,,,,,,,,,,,,,,,2,33,0,,,,,,,,,,,,,,,,,,,,
"Derrick Ballard","derrick-ballard-1","[]","2003-09-06",2,"Memphis",6,,"Ole Miss",116,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Darren Barnett","darren-barnett-1","[]","2003-09-06",2,"Michigan St.",32,,"Rutgers",39,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"William Beckford","william-beckford-1","['LB', 'DL']","2003-09-06",2,"Rutgers",39,"@","Michigan St.",32,"L",,,,,,,,,,,,,,,,,,,,,1,8,0,,,,,,,,,,,,,,,,,,,,
"Joshua Brandon","joshua-brandon-1","[]","2003-09-06",2,"BYU",66,"@","USC",103,"L",,,,,,,,,,,,,,,,,,,,,1,15,0,,,,,,,,,,,,,,,,,,,,
"Delente Brewer","delente-brewer-1","[]","2003-09-06",1,"Army",65,,"Connecticut",3,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Darrell Brooks","darrell-brooks-1","['DB']","2003-09-06",2,"Arizona",95,,"LSU",113,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Michael Broussard","michael-broussard-1","[]","2003-09-06",2,"Toledo",81,,"Liberty",67,"W",,,,,,,,,,,,,,,,,,,,,1,13,0,,,,,,,,,,,,,,,,,,,,
"Josh Bullocks","josh-bullocks-1","[]","2003-09-06",2,"Nebraska",34,,"Utah St.",93,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Greg Carothers","greg-carothers-1","[]","2003-09-06",2,"Washington",105,,"Indiana",28,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Ahmad Carroll","ahmad-carroll-1","[]","2003-09-06",1,"Arkansas",108,,"Tulsa",12,"W",,,,,,,,1,12,12,0,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Eddie Carthan","eddie-carthan-1","[]","2003-09-06",2,"Navy",7,"@","TCU",47,"L",,,,,,,,,,,,,,,,,,,,,1,3,0,,,,,,,,,,,,,,,,,,,,
"Sean Considine","sean-considine-1","[]","2003-09-06",2,"Iowa",29,,"Buffalo",74,"W",,,,,,,,,,,,,,,,,,,,,1,20,0,,,,,,,,,,,,,,,,,,,,
"Almondo Curry","almondo-curry-1","[]","2003-09-06",2,"Virginia",24,"@","South Carolina",117,"L",,,,,,,,,,,,,,,,,,,,,1,13,0,,,,,,,,,,,,,,,,,,,,
"Derek Curry","derek-curry-1","[]","2003-09-06",1,"Notre Dame",70,,"Washington St.",106,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Travis Daniels","travis-daniels-1","[]","2003-09-06",2,"LSU",113,"@","Arizona",95,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0
"Dennis Davis","dennis-davis-1","['DB']","2003-09-06",2,"Georgia Tech",17,,"Auburn",109,"W",,,,,,,,,,,,,,,,,,,,,1,52,0,,,,,,,,,,,,,,,,,,,,
"John Denney","john-denney-1","[]","2003-09-06",2,"BYU",66,"@","USC",103,"L",,,,,,,,,,,,,,,,,,,,,1,8,0,,,,,,,,,,,,,,,,,,,,
"Daryl Dixon","daryl-dixon-1","[]","2003-09-06",2,"Florida",110,"@","Miami (FL)",19,"L",,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,
