"Player","unique_id","position","Date","G","School","Team Code","Loc","Opponent","Team Code opp","WL","Pass Comp","Pass Att","Pass Pct","Pass Yard","Pass TD","Pass Int","QBR","Rush Att","Rush Yard","Rush Avg","Rush TD","Rec","Rec Yards","Rec Avg","Rec TD","Tackle Solo","Tackle Assist","Tackle Tot","Tackle for Loss","Sack","Int Ret","Int Ret Yds","Int TD","Pass Broken Up","FR","FR Yds","FR TD","Fumble Forced","XP Made","XP Att","XP %","FG Made","FG Att","FG %","Pts","Kick Ret","Kick Ret Yds","Kick Ret Avg","Kick Ret TD","Punt Ret","Punt Ret Yds","Punt Ret Avg","Punt Ret TD"
"Keith Toogood","keith-toogood-1","['K']","2003-10-18",7,"Texas Tech",49,"@","Oklahoma St.",46,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,100,0,1,0,7,,,,,,,,
"Deric Yaussi","deric-yaussi-1","['K']","2003-10-18",7,"Wyoming",94,,"BYU",66,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,2,2,100,7,,,,,,,,
"Phillip Yost","phillip-yost-1","[]","2003-10-18",7,"Auburn",109,,"Mississippi St.",114,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,100,1,1,100,7,,,,,,,,
"Justin Ayat","justin-ayat-1","[]","2003-10-18",7,"Hawaii",87,"@","Louisiana Tech",54,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,83.3,1,2,50,8,,,,,,,,
"Cameron Broadwell","cameron-broadwell-1","[]","2003-10-18",7,"East Carolina",4,"@","Army",65,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,100,1,1,100,8,,,,,,,,
"Brian Kelly","brian-kelly-1","[]","2003-10-18",7,"Middle Tennessee",56,"@","Idaho",133,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,100,2,3,66.7,8,,,,,,,,
"Evan Knudson","evan-knudson-1","['K']","2003-10-18",7,"Washington",105,"@","Oregon St.",100,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,100,1,2,50,8,,,,,,,,
"Rhys Lloyd","rhys-lloyd-1","[]","2003-10-18",8,"Minnesota",33,,"Michigan St.",32,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,100,1,1,100,8,,,,,,,,
"Matt Nuzie","matt-nuzie-1","[]","2003-10-18",8,"Connecticut",3,"@","Kent State",77,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,100,2,3,66.7,8,,,,,,,,
"Garrett Rivas","garrett-rivas-1","[]","2003-10-18",8,"Michigan",31,,"Illinois",27,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,100,0,0,,8,,,,,,,,
"Eric Rolfs","eric-rolfs-1","[]","2003-10-18",7,"Navy",7,"@","Rice",59,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,100,1,1,100,8,,,,,,,,
"Jason Swiger","jason-swiger-1","['K']","2003-10-18",8,"Akron",71,,"Central Florida",1,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,100,1,2,50,8,,,,,,,,
"Andrew Wellock","andrew-wellock-1","['K']","2003-10-18",8,"Eastern Michigan",76,,"Bowling Green",73,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,100,2,2,100,8,,,,,,,,
"Billy Bennett","billy-bennett-1","[]","2003-10-18",7,"Georgia",111,"@","Vanderbilt",120,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,100,2,2,100,9,,,,,,,,
"Stephen Gostkowski","stephen-gostkowski-1","[]","2003-10-18",7,"Memphis",6,"@","Houston",5,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,100,1,3,33.3,9,,,,,,,,
"Tyler Jones","tyler-jones-2","[]","2003-10-18",7,"Boise St.",84,"@","SMU",8,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,100,1,1,100,9,,,,,,,,
"Ryan Killeen","ryan-killeen-1","[]","2003-10-18",7,"USC",103,"@","Notre Dame",70,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,100,1,1,100,9,,,,,,,,
"Matt Leach","matt-leach-1","[]","2003-10-18",8,"Florida",110,"@","Arkansas",108,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,100,2,3,66.7,9,,,,,,,,
"Jon Peattie","jon-peattie-1","[]","2003-10-18",7,"Miami (FL)",19,,"Temple",10,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,100,1,2,50,9,,,,,,,,
"Shaun Suisham","shaun-suisham-1","[]","2003-10-18",7,"Bowling Green",73,"@","Eastern Michigan",76,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,75,2,2,100,9,,,,,,,,
"Trey Dicarlo","trey-dicarlo-1","[]","2003-10-18",7,"Oklahoma",45,,"Missouri",115,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,100,2,2,100,10,,,,,,,,
"Dusty Mangum","dusty-mangum-1","[]","2003-10-18",7,"Texas",48,"@","Iowa St.",42,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,100,2,2,100,10,,,,,,,,
"Jonathan Nichols","jonathan-nichols-1","[]","2003-10-18",7,"Ole Miss",116,,"Alabama",107,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,100,2,2,100,11,,,,,,,,
"Josh Scobee","josh-scobee-1","[]","2003-10-18",7,"Louisiana Tech",54,,"Hawaii",87,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,100,2,5,40,11,,,,,,,,
"Wes Zunker","wes-zunker-1","[]","2003-10-18",7,"New Mexico",89,"@","San Diego St.",90,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,100,3,3,100,12,,,,,,,,
"Steve Azar","steve-azar-1","[]","2003-10-18",7,"Northern Illinois",79,,"Western Michigan",82,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,100,3,3,100,13,,,,,,,,
"Xavier Beitia","xavier-beitia-1","[]","2003-10-18",7,"Florida St.",16,"@","Virginia",24,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,4,5,80,13,,,,,,,,
"Nick Browne","nick-browne-1","[]","2003-10-18",7,"TCU",47,,"UAB",61,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,4,4,100,13,,,,,,,,
"Santiago Gramatica","santiago-gramatica-1","[]","2003-10-18",6,"South Florida",9,,"Charleston Southern",145,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,100,2,2,100,13,,,,,,,,
"Ben Jones","ben-jones-1","[]","2003-10-18",7,"Purdue",38,"@","Wisconsin",40,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,100,4,4,100,14,,,,,,,,
"David Rayner","david-rayner-1","[]","2003-10-18",8,"Michigan St.",32,"@","Minnesota",33,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,100,3,3,100,14,,,,,,,,
"Luke Phillips","luke-phillips-1","[]","2003-10-18",7,"Oklahoma St.",46,,"Texas Tech",49,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,100,3,3,100,15,,,,,,,,
"Carter Warley","carter-warley-1","[]","2003-10-22",7,"Virginia Tech",25,"@","West Virginia",50,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,0,1,0,1,,,,,,,,
"Brad Cooper","brad-cooper-1","[]","2003-10-22",7,"West Virginia",50,,"Virginia Tech",25,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,100,0,0,,4,,,,,,,,
"Dan Burnett","dan-burnett-1","[]","2003-10-23",8,"Georgia Tech",17,,"Maryland",30,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,0,0,,1,,,,,,,,
"Nick Novak","nick-novak-1","[]","2003-10-23",8,"Maryland",30,"@","Georgia Tech",17,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,2,50,3,,,,,,,,
"Gino Guidugli","gino-guidugli-1","[]","2003-10-25",7,"Cincinnati",2,,"Army",65,"W",17,28,60.7,159,0,1,101.3,1,2,2,0,,,,,,,,,,,,,,,,,,0,1,0,0,0,,0,,,,,,,,
"Danny Haynes","danny-haynes-1","[]","2003-10-25",8,"Memphis",6,"@","Tulane",11,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,0,,,,,,,,
"Joel Howells","joel-howells-1","['K']","2003-10-25",8,"Northwestern",35,,"Wisconsin",40,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,,,,,,,,
"Sam Parry","sam-parry-1","[]","2003-10-25",9,"Idaho",133,"@","Louisiana",126,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,0,,,,,,,,
"Bryan Robertson","bryan-robertson-1","[]","2003-10-25",8,"Indiana",28,,"Ohio St.",36,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,0,,,,,,,,
"Isac Bush","isac-bush-1","[]","2003-10-25",8,"Western Michigan",82,,"Marshall",55,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,1,0,0,,,,,,,,
"Thomas Olmsted","thomas-olmsted-1","[]","2003-10-25",8,"Troy",129,"@","Virginia",24,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,1,0,0,,,,,,,,
"Mike Pryce","mike-pryce-1","[]","2003-10-25",8,"Central Michigan",75,"@","Central Florida",1,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,1,0,0,,,,,,,,
"Michael Sgroi","michael-sgroi-1","['K']","2003-10-25",6,"Stanford",101,"@","Oregon",99,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,1,0,0,,,,,,,,
"Kenny Webb","kenny-webb-1","[]","2003-10-25",8,"Baylor",41,,"Texas",48,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,1,0,0,,,,,,,,
"Chris Balseiro","chris-balseiro-1","[]","2003-10-25",7,"Arkansas",108,"@","Ole Miss",116,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,0,0,,1,,,,,,,,
"Scott Campbell","scott-campbell-1","[]","2003-10-25",9,"Wisconsin",40,"@","Northwestern",35,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,0,2,0,1,,,,,,,,
"Jared Davis","jared-davis-1","[]","2003-10-25",8,"Temple",10,,"Rutgers",39,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,0,1,0,1,,,,,,,,
"Robbie Gould","robbie-gould-1","[]","2003-10-25",8,"Penn State",37,"@","Iowa",29,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,0,1,0,1,,,,,,,,
"Mike Gruzwalski","mike-gruzwalski-1","[]","2003-10-25",8,"Central Michigan",75,"@","Central Florida",1,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,0,0,,1,,,,,,,,
"Josephson","josephson-1","[]","2003-10-25",8,"Temple",10,,"Rutgers",39,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,0,0,,1,,,,,,,,
"David Kimball","david-kimball-1","[]","2003-10-25",8,"Penn State",37,"@","Iowa",29,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,0,0,,1,,,,,,,,
"Barrett Pepper","barrett-pepper-1","['K', 'P']","2003-10-25",8,"Tulane",11,,"Memphis",6,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,0,0,,1,,,,,,,,
"Phillip Yost","phillip-yost-1","[]","2003-10-25",8,"Auburn",109,"@","LSU",113,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,0,1,0,1,,,,,,,,
"Collin Barber","collin-barber-1","[]","2003-10-25",7,"Syracuse",23,"@","Pittsburgh",22,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,100,0,0,,2,,,,,,,,
"Jeff Carr","jeff-carr-1","[]","2003-10-25",7,"San Jose St.",91,"@","Boise St.",84,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,100,0,0,,2,,,,,,,,
"Mason Crosby","mason-crosby-1","[]","2003-10-25",8,"Colorado",98,,"Oklahoma",45,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,66.7,0,0,,2,,,,,,,,
"Bobby Gill","bobby-gill-1","[]","2003-10-25",8,"Arizona",95,"@","California",97,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,100,0,2,0,2,,,,,,,,
"Nate Kaeding","nate-kaeding-1","[]","2003-10-25",8,"Iowa",29,,"Penn State",37,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,66.7,0,0,,2,,,,,,,,
"Tyler Kuecker","tyler-kuecker-1","[]","2003-10-25",8,"UL Monroe",130,,"New Mexico State",69,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,100,0,0,,2,,,,,,,,
"David Pino","david-pino-1","[]","2003-10-25",8,"Texas",48,"@","Baylor",41,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,100,0,0,,2,,,,,,,,
"Greg Dimarino","greg-dimarino-1","[]","2003-10-25",8,"Ohio",80,"@","Buffalo",74,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,2,50,3,,,,,,,,
"Patrick Johnson","patrick-johnson-1","[]","2003-10-25",9,"Vanderbilt",120,"@","South Carolina",117,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,100,0,0,,3,,,,,,,,
"Darren McCaleb","darren-mccaleb-1","[]","2003-10-25",7,"Southern Miss",60,,"South Florida",9,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,75,0,0,,3,,,,,,,,
"Robert Menchinger","robert-menchinger-1","[]","2003-10-25",8,"Western Michigan",82,,"Marshall",55,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,100,0,0,,3,,,,,,,,
"Dennis Pawelek","dennis-pawelek-1","[]","2003-10-25",8,"Utah",104,,"New Mexico",89,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,100,0,0,,3,,,,,,,,
"Anthony Zurisko","anthony-zurisko-1","[]","2003-10-25",8,"Army",65,"@","Cincinnati",2,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,100,0,0,,3,,,,,,,,
"Tolga Ertugrul","tolga-ertugrul-1","[]","2003-10-25",9,"Vanderbilt",120,"@","South Carolina",117,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,2,50,3,,,,,,,,
"Chet Ervin","chet-ervin-1","[]","2003-10-25",7,"Cincinnati",2,,"Army",65,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,1,100,3,,,,,,,,
"Brent Garber","brent-garber-1","[]","2003-10-25",8,"Duke",15,,"NC State",20,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,1,100,3,,,,,,,,
"Ben Jones","ben-jones-1","[]","2003-10-25",8,"Purdue",38,"@","Michigan",31,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,1,100,3,,,,,,,,
"Nick Kelly","nick-kelly-1","[]","2003-10-25",8,"Marshall",55,"@","Western Michigan",82,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,1,100,3,,,,,,,,
"Steve Azar","steve-azar-1","[]","2003-10-25",8,"Northern Illinois",79,"@","Bowling Green",73,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,1,1,100,4,,,,,,,,
"Matt Brooks","matt-brooks-1","[]","2003-10-25",8,"Duke",15,,"NC State",20,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,1,1,100,4,,,,,,,,
"Drew Dunning","drew-dunning-1","[]","2003-10-25",8,"Washington St.",106,,"Oregon St.",100,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,100,0,0,,4,,,,,,,,
"David Dyches","david-dyches-1","[]","2003-10-25",8,"Nebraska",34,,"Iowa St.",42,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,100,0,0,,4,,,,,,,,
"Damon Fine","damon-fine-1","[]","2003-10-25",8,"Nevada",88,,"Louisiana Tech",54,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,100,0,0,,4,,,,,,,,
"John Gockman","john-gockman-1","[]","2003-10-25",9,"Illinois",27,,"Minnesota",33,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,1,1,100,4,,,,,,,,
"Brian Huffman","brian-huffman-1","[]","2003-10-25",8,"Northwestern",35,,"Wisconsin",40,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,1,1,100,4,,,,,,,,
"Brian Kelly","brian-kelly-1","[]","2003-10-25",8,"Middle Tennessee",56,,"North Texas",57,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,100,0,0,,4,,,,,,,,
"Adam Kiker","adam-kiker-1","[]","2003-10-25",9,"NC State",20,"@","Duke",15,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,100,0,0,,4,,,,,,,,
"Brennan Landry","brennan-landry-1","[]","2003-10-25",7,"Rice",59,"@","Fresno St.",86,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,100,0,2,0,4,,,,,,,,
"Chris McMurtray","chris-mcmurtray-1","[]","2003-10-25",8,"SMU",8,"@","Tulsa",12,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,1,1,100,4,,,,,,,,
"Dan Orner","dan-orner-1","[]","2003-10-25",8,"North Carolina",21,"@","Clemson",14,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,100,0,0,,4,,,,,,,,
"Todd Pegram","todd-pegram-1","[]","2003-10-25",8,"Texas A&M",119,,"Oklahoma St.",46,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,1,2,50,4,,,,,,,,
"Brad Devault","brad-devault-1","['K']","2003-10-25",8,"Tulsa",12,,"SMU",8,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,100,0,0,,5,,,,,,,,
"Stephen Gostkowski","stephen-gostkowski-1","[]","2003-10-25",8,"Memphis",6,"@","Tulane",11,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,100,0,0,,5,,,,,,,,
"Evan Knudson","evan-knudson-1","['K']","2003-10-25",8,"Washington",105,,"USC",103,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,66.7,1,1,100,5,,,,,,,,
"Mike Nugent","mike-nugent-1","[]","2003-10-25",8,"Ohio St.",36,"@","Indiana",28,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,100,0,1,0,5,,,,,,,,
"Eric Rolfs","eric-rolfs-1","[]","2003-10-25",8,"Navy",7,,"Delaware",153,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,100,1,1,100,5,,,,,,,,
"Jared Siegel","jared-siegel-1","[]","2003-10-25",8,"Oregon",99,,"Stanford",101,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,100,0,1,0,5,,,,,,,,
"Brent Smith","brent-smith-1","[]","2003-10-25",8,"Mississippi St.",114,"@","Kentucky",112,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,100,1,1,100,5,,,,,,,,
"Daniel Weaver","daniel-weaver-1","[]","2003-10-25",8,"South Carolina",117,,"Vanderbilt",120,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,100,0,0,,5,,,,,,,,
"Taylor Begley","taylor-begley-1","[]","2003-10-25",8,"Kentucky",112,,"Mississippi St.",114,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,100,0,0,,6,,,,,,,,
"Tyler Fredrickson","tyler-fredrickson-1","[]","2003-10-25",9,"California",97,,"Arizona",95,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,100,0,0,,6,,,,,,,,
"Connor Hughes","connor-hughes-1","[]","2003-10-25",8,"Virginia",24,,"Troy",129,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,100,1,2,50,6,,,,,,,,
"Rhys Lloyd","rhys-lloyd-1","[]","2003-10-25",9,"Minnesota",33,"@","Illinois",27,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,75,1,1,100,6,,,,,,,,
"Chris Manfredini","chris-manfredini-1","[]","2003-10-25",7,"Cincinnati",2,,"Army",65,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,100,1,1,100,6,,,,,,,,
"Dusty Mangum","dusty-mangum-1","[]","2003-10-25",8,"Texas",48,"@","Baylor",41,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,100,0,0,,6,,,,,,,,
"Travis Mayle","travis-mayle-1","[]","2003-10-25",9,"Kent State",77,,"Miami (OH)",78,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,75,1,1,100,6,,,,,,,,
"Joe Rheem","joe-rheem-1","[]","2003-10-25",9,"Kansas St.",44,,"Kansas",43,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,100,0,1,0,6,,,,,,,,
"Matt Wisnosky","matt-wisnosky-1","[]","2003-10-25",8,"Wake Forest",26,"@","Florida St.",16,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,100,1,1,100,6,,,,,,,,
"Johnny Beck","johnny-beck-1","[]","2003-10-25",8,"Kansas",43,"@","Kansas St.",44,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,2,100,6,,,,,,,,
"Santiago Gramatica","santiago-gramatica-1","[]","2003-10-25",7,"South Florida",9,"@","Southern Miss",60,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,3,66.7,6,,,,,,,,
"Billy Sullivan","billy-sullivan-1","[]","2003-10-25",9,"Akron",71,"@","Connecticut",3,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,2,100,6,,,,,,,,
"Dario Aguiniga","dario-aguiniga-1","[]","2003-10-25",8,"New Mexico State",69,"@","UL Monroe",130,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,50,2,2,100,7,,,,,,,,
"Jesse Ainsworth","jesse-ainsworth-1","['K']","2003-10-25",8,"Arizona St.",96,"@","UCLA",102,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,2,3,66.7,7,,,,,,,,
"Sean Comiskey","sean-comiskey-1","[]","2003-10-25",9,"Louisiana",126,,"Idaho",133,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,100,1,1,100,7,,,,,,,,
"D.J. Fitzpatrick","dj-fitzpatrick-1","['P', 'K']","2003-10-25",7,"Notre Dame",70,"@","Boston College",13,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,2,2,100,7,,,,,,,,
"Ryan Gaudet","ryan-gaudet-1","[]","2003-10-25",8,"LSU",113,,"Auburn",109,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,100,1,2,50,7,,,,,,,,
"Justin Hamblin","justin-hamblin-1","[]","2003-10-25",8,"Utah St.",93,,"Arkansas St.",122,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,100,0,0,,7,,,,,,,,
"Nick Hayes","nick-hayes-1","[]","2003-10-25",8,"UAB",61,"@","Georgia",111,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,2,2,100,7,,,,,,,,
"Ryan Killeen","ryan-killeen-1","[]","2003-10-25",8,"USC",103,"@","Washington",105,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,80,1,3,33.3,7,,,,,,,,
"Matt Prater","matt-prater-1","['K']","2003-10-25",8,"Central Florida",1,,"Central Michigan",75,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,100,1,1,100,7,,,,,,,,
"Garrett Rivas","garrett-rivas-1","[]","2003-10-25",9,"Michigan",31,,"Purdue",38,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,100,1,1,100,7,,,,,,,,
"Jason Swiger","jason-swiger-1","['K']","2003-10-25",9,"Akron",71,"@","Connecticut",3,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,100,1,4,25,7,,,,,,,,
"Keith Toogood","keith-toogood-1","['K']","2003-10-25",8,"Texas Tech",49,"@","Missouri",115,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,100,1,1,100,7,,,,,,,,
"Cameron Broadwell","cameron-broadwell-1","[]","2003-10-25",8,"East Carolina",4,,"Louisville",18,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,100,2,2,100,8,,,,,,,,
"Brian Jackson","brian-jackson-2","['K']","2003-10-25",8,"Ball St.",72,,"Toledo",81,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,100,1,1,100,8,,,,,,,,
"Ben Lewis","ben-lewis-1","[]","2003-10-25",8,"Marshall",55,"@","Western Michigan",82,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,100,1,2,50,8,,,,,,,,
"Justin Medlock","justin-medlock-1","[]","2003-10-25",8,"UCLA",102,,"Arizona St.",96,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,100,2,2,100,8,,,,,,,,
"Matt Nuzie","matt-nuzie-1","[]","2003-10-25",9,"Connecticut",3,,"Akron",71,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,100,1,2,50,8,,,,,,,,
"Jared Parseghian","jared-parseghian-1","[]","2003-10-25",8,"Miami (OH)",78,"@","Kent State",77,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,100,1,1,100,8,,,,,,,,
"Luke Phillips","luke-phillips-1","[]","2003-10-25",8,"Oklahoma St.",46,"@","Texas A&M",119,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,100,1,1,100,8,,,,,,,,
"Dillon Pieffer","dillon-pieffer-1","[]","2003-10-25",8,"UNLV",92,,"BYU",66,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,100,2,3,66.7,8,,,,,,,,
"Deric Yaussi","deric-yaussi-1","['K']","2003-10-25",8,"Wyoming",94,"@","San Diego St.",90,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,100,2,2,100,8,,,,,,,,
"Nick Bazaldua","nick-bazaldua-1","[]","2003-10-25",8,"North Texas",57,"@","Middle Tennessee",56,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,100,2,3,66.7,9,,,,,,,,
"Matt Payne","matt-payne-1","[]","2003-10-25",9,"BYU",66,"@","UNLV",92,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,100,2,2,100,9,,,,,,,,
"Sandro Sciortino","sandro-sciortino-1","[]","2003-10-25",8,"Boston College",13,,"Notre Dame",70,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,100,2,2,100,9,,,,,,,,
"Keith Robinson","keith-robinson-1","[]","2003-10-25",8,"UTEP",62,"@","Hawaii",87,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,5,60,9,,,,,,,,
"David Abdul","david-abdul-1","[]","2003-10-25",7,"Pittsburgh",22,,"Syracuse",23,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,100,2,2,100,10,,,,,,,,
