"Player","unique_id","position","Date","G","School","Team Code","Loc","Opponent","Team Code opp","WL","Pass Comp","Pass Att","Pass Pct","Pass Yard","Pass TD","Pass Int","QBR","Rush Att","Rush Yard","Rush Avg","Rush TD","Rec","Rec Yards","Rec Avg","Rec TD","Tackle Solo","Tackle Assist","Tackle Tot","Tackle for Loss","Sack","Int Ret","Int Ret Yds","Int TD","Pass Broken Up","FR","FR Yds","FR TD","Fumble Forced","XP Made","XP Att","XP %","FG Made","FG Att","FG %","Pts","Kick Ret","Kick Ret Yds","Kick Ret Avg","Kick Ret TD","Punt Ret","Punt Ret Yds","Punt Ret Avg","Punt Ret TD"
"James Evans","james-evans-1","[]","2004-09-11",2,"Buffalo",74,,"Syracuse",23,"L",,,,,,,,,,,,,,,,,,,,,1,41,0,,,,,,,,,,,,,,,,,,,,
"Lance Evans","lance-evans-1","[]","2004-09-11",2,"Virginia",24,,"North Carolina",21,"W",,,,,,,,,,,,,,,,,,,,,1,12,0,,,,,,,,,,,,,,,,,,,,
"Brandon Flowers","brandon-flowers-1","['DB']","2004-09-11",2,"Virginia Tech",25,,"Western Michigan",82,"W",,,,,,,,,,,,,,,,,,,,,1,38,1,,,,,,,,,,,,,,,,,,,,
"Terrance Ford","terrance-ford-1","['DL']","2004-09-11",1,"Southern Miss",60,"@","Nebraska",34,"W",,,,,,,,,,,,,,,,,,,,,1,31,0,,,,,,,,,,,,,,,,,,,,
"Gabriel Fulbright","gabriel-fulbright-1","['DB']","2004-09-11",2,"New Mexico",89,,"Texas Tech",49,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Elvis Gallegos","elvis-gallegos-1","['DB']","2004-09-11",2,"TCU",47,,"SMU",8,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Josh Gattis","josh-gattis-1","['DB']","2004-09-11",2,"Wake Forest",26,"@","East Carolina",4,"W",,,,,,,,,,,,,,,,,,,,,1,6,0,,,,,,,,,,,,,,,,,,,,
"Mike Gawelek","mike-gawelek-1","[]","2004-09-11",2,"Illinois",27,,"UCLA",102,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Phillip Geiggar","phillip-geiggar-1","[]","2004-09-11",2,"Texas",48,"@","Arkansas",108,"W",,,,,,,,,,,,,,,,,,,,,1,19,0,,,,,,,,,,,,,1,18,18,0,,,,
"Cedric Griffin","cedric-griffin-1","['DB']","2004-09-11",2,"Texas",48,"@","Arkansas",108,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Matt Grootegoed","matt-grootegoed-1","[]","2004-09-11",2,"USC",103,,"Colorado St.",85,"W",,,,,,,,,,,,,,,,,,,,,2,57,0,,,,,,,,,,,,,,,,,,,,
"David Hawthorne","david-hawthorne-1","['LB']","2004-09-11",2,"TCU",47,,"SMU",8,"W",,,,,,,,,,,,,,,,,,,,,1,40,0,,,,,,,,,,,,,,,,,,,,
"Ray Henderson","ray-henderson-1","['LB']","2004-09-11",2,"Boston College",13,,"Penn State",37,"W",,,,,,,,,,,,,,,,,,,,,2,24,0,,,,,,,,,,,,,,,,,,,,
"Dionte Henry","dionte-henry-1","['DB']","2004-09-11",2,"Akron",71,,"Middle Tennessee",56,"L",,,,,,,,,,,,,,,,,,,,,1,2,0,,,,,,,,,,,,,,,,,,,,
"Ali Highsmith","ali-highsmith-1","['LB']","2004-09-11",2,"LSU",113,,"Arkansas St.",122,"W",,,,,,,,,,,,,,,,,,,,,1,10,0,,,,,,,,,,,,,,,,,,,,
"Chris Horton","chris-horton-1","['DB']","2004-09-11",2,"UCLA",102,"@","Illinois",27,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Reuben Houston","reuben-houston-1","[]","2004-09-11",2,"Georgia Tech",17,"@","Clemson",14,"W",,,,,,,,,,,,,,,,,,,,,1,4,0,,,,,,,,,,,,,,,,,4,43,10.8,0
"Bryan Jackson","bryan-jackson-1","[]","2004-09-11",2,"Bowling Green",73,,"Southeast Missouri",206,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Keon Jackson","keon-jackson-1","['LB', 'DB']","2004-09-11",2,"Toledo",81,"@","Kansas",43,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Tanard Jackson","tanard-jackson-1","['DB']","2004-09-11",2,"Syracuse",23,"@","Buffalo",74,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Michael Johnson","michael-johnson-5","[]","2004-09-11",2,"Louisiana Tech",54,,"Louisiana",126,"W",,,,,,,,,,,,,,,,,,,,,1,4,0,,,,,,,,,,,,,,,,,,,,
"Bret Jones","bret-jones-1","[]","2004-09-11",2,"Kansas St.",44,,"Fresno St.",86,"L",,,,,,,,,,,,,,,,,,,,,2,42,1,,,,,,,,,,,,,,,,,,,,
"Herana-Daze Jones","herana-daze-jones-1","[]","2004-09-11",2,"Indiana",28,"@","Oregon",99,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Vaughn Kelley","vaughn-kelley-1","[]","2004-09-11",2,"Navy",7,,"Northeastern",369,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Kyle Killion","kyle-killion-1","['LB']","2004-09-11",2,"Indiana",28,"@","Oregon",99,"W",,,,,,,,,,,,,,,,,,,,,1,15,0,,,,,,,,,,,,,,,,,,,,
"Eric King","eric-king-1","[]","2004-09-11",2,"Wake Forest",26,"@","East Carolina",4,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Cornelius Lamb","cornelius-lamb-1","['DB']","2004-09-11",2,"Utah St.",93,,"Idaho",133,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Dawan Landry","dawan-landry-1","['DB']","2004-09-11",2,"Georgia Tech",17,"@","Clemson",14,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Buster Larkins","buster-larkins-1","['DB']","2004-09-11",2,"Indiana",28,"@","Oregon",99,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Maurice Mack","maurice-mack-1","['DB', 'LB']","2004-09-11",2,"Kansas St.",44,,"Fresno St.",86,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Eric Mahl","eric-mahl-1","[]","2004-09-11",2,"Kent State",77,,"Liberty",67,"W",,,,,,,,,,,,,,,,,,,,,1,6,0,,,,,,,,,,,,,,,,,,,,
"Richard Marshall","richard-marshall-1","['DB']","2004-09-11",2,"Fresno St.",86,"@","Kansas St.",44,"W",,,,,,,,,,,,,,,,,,,,,1,30,0,,,,,,,,,,,,,,,,,,,,
"Joe Miklos","joe-miklos-1","['DB']","2004-09-11",2,"UNLV",92,"@","Wisconsin",40,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Ryan Mundy","ryan-mundy-1","['DB']","2004-09-11",2,"Michigan",31,"@","Notre Dame",70,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Paul Oliver","paul-oliver-1","['DB']","2004-09-11",2,"Georgia",111,"@","South Carolina",117,"W",,,,,,,,,,,,,,,,,,,,,1,14,0,,,,,,,,,,,,,,,,,,,,
"Brandon Payne","brandon-payne-1","[]","2004-09-11",2,"New Mexico",89,,"Texas Tech",49,"W",,,,,,,,,,,,,,,,,,,,,1,37,0,,,,,,,,,,,,,,,,,,,,
"Justin Perkins","justin-perkins-1","[]","2004-09-11",2,"Connecticut",3,,"Duke",15,"W",,,,,,,,,,,,,,,,,,,,,1,27,1,,,,,,,,,,,,,,,,,,,,
"Joe Porter","joe-porter-1","['DB']","2004-09-11",2,"Rutgers",39,,"New Hampshire",157,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Malcolm Postell","malcolm-postell-1","[]","2004-09-11",1,"Pittsburgh",22,,"Ohio",80,"W",,,,,,,,,,,,,,,,,,,,,1,42,1,,,,,,,,,,,,,,,,,,,,
"Sione Pouha","sione-pouha-1","[]","2004-09-11",2,"Utah",104,"@","Arizona",95,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Matt Pusateri","matt-pusateri-1","[]","2004-09-11",3,"Miami (OH)",78,"@","Cincinnati",2,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Hunter Reddick","hunter-reddick-1","[]","2004-09-11",2,"Navy",7,,"Northeastern",369,"W",,,,,,,,,,,,,,,,,,,,,1,2,0,,,,,,,,,,,,,,,,,,,,
"Lawrence Reid","lawrence-reid-1","[]","2004-09-11",2,"Michigan",31,"@","Notre Dame",70,"L",,,,,,,,,,,,,,,,,,,,,1,4,0,,,,,,,,,,,,,,,,,,,,
"Nick Reid","nick-reid-1","['LB']","2004-09-11",2,"Kansas",43,,"Toledo",81,"W",,,,,,,,,,,,,,,,,,,,,1,15,0,,,,,,,,,,,,,,,,,,,,
"Barry Robertson","barry-robertson-1","['LB']","2004-09-11",2,"Louisiana Tech",54,,"Louisiana",126,"W",,,,,,,,,,,,,,,,,,,,,1,4,0,,,,,,,,,,,,,,,,,,,,
"Matthew Robertson","matthew-robertson-1","['LB']","2004-09-11",2,"Iowa St.",42,"@","Iowa",29,"L",,,,,,,,,,,,,,,,,,,,,1,3,0,,,,,,,,,,,,,,,,,,,,
"Chris Royal","chris-royal-1","['DB']","2004-09-11",2,"Marshall",55,"@","Ohio St.",36,"L",,,,,,,,,,,,,,,,,,,,,2,16,0,,,,,,,,,,,,,,,,,,,,
"Nick Sanchez","nick-sanchez-1","['DB']","2004-09-11",2,"Stanford",101,,"BYU",66,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"James Sanders","james-sanders-1","[]","2004-09-11",2,"Fresno St.",86,"@","Kansas St.",44,"W",,,,,,,,,,,,,,,,,,,,,1,41,0,,,,,,,,,,,,,,,,,,,,
"Joe Sanders","joe-sanders-1","['LB', 'TE']","2004-09-11",2,"Colorado",98,"@","Washington St.",106,"W",,,,,,,,,,,,,,,,,,,,,1,51,1,,,,,,,,,,,,,,,,,,,,
"Dallas Sartz","dallas-sartz-1","['LB']","2004-09-11",2,"USC",103,,"Colorado St.",85,"W",,,,,,,,,,,,,,,,,,,,,1,8,0,,,,,,,,,,,,,,,,,,,,
"Reggie Sealey","reggie-sealey-1","[]","2004-09-11",2,"Navy",7,,"Northeastern",369,"W",,,,,,,,,,,,,,,,,,,,,1,9,0,,,,,,,,,,,,,,,,,,,,
"Clint Session","clint-session-1","['LB']","2004-09-11",1,"Pittsburgh",22,,"Ohio",80,"W",,,,,,,,,,,,,,,,,,,,,1,12,0,,,,,,,,,,,,,,,,,,,,
"Ko Simpson","ko-simpson-1","['DB']","2004-09-11",2,"South Carolina",117,,"Georgia",111,"L",,,,,,,,,,,,,,,,,,,,,1,57,1,,,,,,,,,,,,,,,,,,,,
"Kelvin Smith","kelvin-smith-1","['LB', 'DB']","2004-09-11",2,"Syracuse",23,"@","Buffalo",74,"W",,,,,,,,,,,,,,,,,,,,,1,22,1,,,,,,,,,,,,,,,,,,,,
"T.J. Stancil","tj-stancil-1","[]","2004-09-11",2,"Boston College",13,,"Penn State",37,"W",,,,,,,,,,,,,,,,,,,,,1,17,0,,,,,,,,,,,,,,,,,,,,
"Naton Stewart","naton-stewart-1","[]","2004-09-11",1,"Southern Miss",60,"@","Nebraska",34,"W",,,,,,,,,,,,,,,,,,,,,1,49,1,,,,,,,,,,,,,,,,,,,,
"Tony Stubbs","tony-stubbs-1","[]","2004-09-11",2,"Kansas",43,,"Toledo",81,"W",,,,,,,,,,,,,,,,,,,,,1,11,0,,,,,,,,,,,,,,,,,,,,
"John Taibi","john-taibi-1","['DB']","2004-09-11",2,"Air Force",83,,"Eastern Washington",132,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"John Talley","john-talley-1","['DB']","2004-09-11",2,"Duke",15,"@","Connecticut",3,"L",,,,,,,,,,,,,,,,,,,,,1,62,1,,,,,,,,,,,,,,,,,,,,
"Ricky Thomas","ricky-thomas-1","[]","2004-09-11",2,"Louisiana",126,"@","Louisiana Tech",54,"L",,,,,,,,,,,,,,,,,,,,,1,6,0,,,,,,,,,,,,,,,,,,,,
"Paul Tithof","paul-tithof-1","['LB']","2004-09-11",2,"Western Michigan",82,"@","Virginia Tech",25,"L",,,,,,,,,,,,,,,,,,,,,1,11,0,,,,,,,,,,,,,,,,,,,,
"Danny Tolbert","danny-tolbert-1","[]","2004-09-11",1,"Middle Tennessee",56,"@","Akron",71,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Leigh Torrence","leigh-torrence-1","[]","2004-09-11",2,"Stanford",101,,"BYU",66,"W",,,,,,,,,,,,,,,,,,,,,1,9,0,,,,,,,,,,,,,,,,,,,,
"Marley Tucker","marley-tucker-1","[]","2004-09-11",1,"Oregon",99,,"Indiana",28,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Adrian Ward","adrian-ward-1","[]","2004-09-11",2,"UTEP",62,,"Weber State",143,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Justin Warren","justin-warren-2","['LB']","2004-09-11",2,"Texas A&M",119,,"Wyoming",94,"W",,,,,,,,,,,,,,,,,,,,,1,23,1,,,,,,,,,,,,,,,,,,,,
"Jimmy Williams","jimmy-williams-2","['DB']","2004-09-11",2,"Virginia Tech",25,,"Western Michigan",82,"W",,,,,,,,,,,,,,,,,,,,,1,21,0,,,,,,,,,,,,,,,,,,,,
"Trae Williams","trae-williams-1","['DB']","2004-09-11",1,"South Florida",9,,"Tennessee Tech",208,"W",,,,,,,,,,,,,,,,,,,,,1,37,1,,,,,,,,,,,,,,,,,,,,
"Eric Wright","eric-wright-1","['DB']","2004-09-11",2,"USC",103,,"Colorado St.",85,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"T.J. Wright","tj-wright-1","['DB']","2004-09-11",2,"Ohio",80,"@","Pittsburgh",22,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Mathias Kiwanuka","mathias-kiwanuka-1","['DL']","2004-09-17",3,"Boston College",13,,"Connecticut",3,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Justin Perkins","justin-perkins-1","[]","2004-09-17",3,"Connecticut",3,"@","Boston College",13,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Andrew Alexander","andrew-alexander-1","[]","2004-09-18",3,"Oklahoma St.",46,,"SMU",8,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Gerald Alexander","gerald-alexander-1","['DB']","2004-09-18",3,"Boise St.",84,"@","UTEP",62,"W",,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,
"Antwan Allen","antwan-allen-1","['DB']","2004-09-18",3,"Iowa",29,"@","Arizona St.",96,"L",,,,,,,,,,,,,,,,,,,,,1,5,0,,,,,,,,,,,,,,,,,,,,
"Jason Allen","jason-allen-2","['DB']","2004-09-18",2,"Tennessee",118,,"Florida",110,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Antwan Applewhite","antwan-applewhite-1","['DL']","2004-09-18",2,"San Diego St.",90,"@","Michigan",31,"L",,,,,,,,,,,,,,,,,,,,,1,75,0,,,,,,,,,,,,,,,,,,,,
"Trumaine Banks","trumaine-banks-1","['DB']","2004-09-18",3,"Minnesota",33,"@","Colorado St.",85,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Rich Bedesem","rich-bedesem-1","[]","2004-09-18",3,"Virginia",24,,"Akron",71,"W",,,,,,,,,,,,,,,,,,,,,1,20,0,,,,,,,,,,,,,,,,,,,,
"Evan Benjamin","evan-benjamin-1","['DB', 'LB']","2004-09-18",2,"Washington",105,,"UCLA",102,"L",,,,,,,,,,,,,,,,,,,,,1,19,0,,,,,,,,,,,,,,,,,,,,
"Darnell Bing","darnell-bing-1","['DB']","2004-09-18",3,"USC",103,"@","BYU",66,"W",,,,,,,,,,,,,,,,,,,,,1,8,0,,,,,,,,,,,,,,,,,,,,
"H.B. Blades","hb-blades-1","['LB']","2004-09-18",2,"Pittsburgh",22,,"Nebraska",34,"L",,,,,,,,,,,,,,,,,,,,,1,5,0,,,,,,,,,,,,,,,,,,,,
"Patrick Body","patrick-body-1","[]","2004-09-18",3,"Toledo",81,"@","Eastern Michigan",76,"W",,,,,,,,,,,,,,,,,,,,,1,23,0,,,,,,,,,,,,,,,,,,,,
"Corey Brazil","corey-brazil-1","[]","2004-09-18",3,"Louisiana Tech",54,"@","Miami (FL)",19,"L",,,,,,,,,,,,,,,,,,,,,1,9,0,,,,,,,,,,,,,,,,,3,-1,-0.3,0
"Michael Broussard","michael-broussard-1","[]","2004-09-18",3,"Toledo",81,"@","Eastern Michigan",76,"W",,,,,,,,,,,,,,,,,,,,,1,-2,0,,,,,,,,,,,,,,,,,,,,
"Japhus Brown","japhus-brown-1","['DB']","2004-09-18",3,"Texas A&M",119,,"Clemson",14,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Josh Bullocks","josh-bullocks-1","[]","2004-09-18",3,"Nebraska",34,"@","Pittsburgh",22,"W",,,,,,,,,,,,,,,,,,,,,1,38,0,,,,,,,,,,,,,,,,,,,,
"Jon Burbidge","jon-burbidge-1","[]","2004-09-18",3,"BYU",66,,"USC",103,"L",,,,,,,,,,,,,,,,,,,,,1,23,0,,,,,,,,,,,,,,,,,,,,
"Vincent Burns","vincent-burns-1","[]","2004-09-18",2,"Kentucky",112,,"Indiana",28,"W",,,,,,,,,,,,,,,,,,,,,1,3,0,,,,,,,,,,,,,,,,,,,,
"Jarrett Bush","jarrett-bush-1","['DB']","2004-09-18",3,"Utah St.",93,,"Utah",104,"L",,,,,,,,,,,,,,,,,,,,,1,20,0,,,,,,,,,,,,,,,,,,,,
"James Butler","james-butler-1","[]","2004-09-18",3,"Georgia Tech",17,"@","North Carolina",21,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Mark Carlson","mark-carlson-1","['DB']","2004-09-18",3,"Air Force",83,"@","UNLV",92,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Simeon Castille","simeon-castille-1","['DB']","2004-09-18",3,"Alabama",107,,"Western Carolina",234,"W",,,,,,,,,,,,,,,,,,,,,1,3,0,,,,,,,,,,,,,,,,,,,,
"Michael Coe","michael-coe-1","['DB']","2004-09-18",3,"Arkansas",108,,"UL Monroe",130,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Katrell Collier","katrell-collier-1","[]","2004-09-18",2,"San Jose St.",91,,"Morgan State",177,"W",,,,,,,,,,,,,,,,,,,,,1,10,0,,,,,,,,,,,,,,,,,,,,
"O.C. Collins","oc-collins-1","['DB']","2004-09-18",3,"Memphis",6,"@","Arkansas St.",122,"W",,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,
"Dan Connor","dan-connor-1","['LB']","2004-09-18",3,"Penn State",37,,"Central Florida",1,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Chip Cox","chip-cox-1","[]","2004-09-18",3,"Ohio",80,"@","Miami (OH)",78,"L",,,,,,,,,,,,,,,,,,,,,1,-1,0,,,,,,,,,,,,,,,,,,,,
"Derek Curry","derek-curry-1","[]","2004-09-18",3,"Notre Dame",70,"@","Michigan St.",32,"W",,,,,,,,,,,,,,,,,,,,,1,35,0,,,,,,,,,,,,,,,,,,,,
"Josh Dean","josh-dean-1","[]","2004-09-18",2,"San Diego St.",90,"@","Michigan",31,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Marcus Demps","marcus-demps-1","['DB']","2004-09-18",2,"San Diego St.",90,"@","Michigan",31,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Quintin Demps","quintin-demps-1","['DB']","2004-09-18",3,"UTEP",62,,"Boise St.",84,"L",,,,,,,,,,,,,,,,,,,,,1,30,0,,,,,,,,,,,,,,,,,,,,
"Corey Dodds","corey-dodds-1","[]","2004-09-18",3,"Utah",104,"@","Utah St.",93,"W",,,,,,,,,,,,,,,,,,,,,1,26,0,,,,,,,,,,,,,,,,,,,,
"Tyrell Dortch","tyrell-dortch-1","[]","2004-09-18",3,"Michigan St.",32,,"Notre Dame",70,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Ukee Dozier","ukee-dozier-1","[]","2004-09-18",3,"Minnesota",33,"@","Colorado St.",85,"W",,,,,,,,,,,,,,,,,,,,,1,18,0,,,,,,,,,,,,,,,,,,,,
"Diontre Earl","diontre-earl-1","[]","2004-09-18",3,"Akron",71,"@","Virginia",24,"L",,,,,,,,,,,,,,,,,,,,,1,11,0,,,,,,,,,,,,,,,,,,,,
"Abram Elam","abram-elam-1","[]","2004-09-18",3,"Kent State",77,"@","Rutgers",39,"L",,,,,,,,,,,,,,,,,,,,,1,45,0,,,,,,,,,,,,,,,,,,,,
"Jeremy Engstrom","jeremy-engstrom-1","['LB']","2004-09-18",3,"Nevada",88,,"Buffalo",74,"W",,,,,,,,,,,,,,,,,,,,,1,5,0,,,,,,,,,,,,,,,,,,,,
"Cameron Essex","cameron-essex-1","[]","2004-09-18",3,"Memphis",6,"@","Arkansas St.",122,"W",,,,,,,,,,,,,,,,,,,,,1,10,0,,,,,,,,,,,,,,,,,,,,
"Jonathan Fanene","jonathan-fanene-1","[]","2004-09-18",3,"Utah",104,"@","Utah St.",93,"W",,,,,,,,,,,,,,,,,,,,,1,76,1,,,,,,,,,,,,,,,,,,,,
"Johnny Faulk","johnny-faulk-1","['DB']","2004-09-18",3,"Troy",129,"@","New Mexico State",69,"L",,,,,,,,,,,,,,,,,,,,,1,26,0,,,,,,,,,,,,,,,,,4,29,7.3,0
"Jahmal Fenner","jahmal-fenner-1","[]","2004-09-18",3,"UTEP",62,,"Boise St.",84,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,1,21,21,0
"Diamond Ferri","diamond-ferri-1","[]","2004-09-18",3,"Syracuse",23,,"Cincinnati",2,"W",,,,,,,,,,,,,,,,,,,,,1,43,0,,,,,,,,,,,,,2,62,31,0,,,,
"Therrian Fontenot","therrian-fontenot-1","[]","2004-09-18",3,"Fresno St.",86,,"Portland State",139,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Vincent Fuller","vincent-fuller-1","[]","2004-09-18",3,"Virginia Tech",25,,"Duke",15,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Elvis Gallegos","elvis-gallegos-1","['DB']","2004-09-18",3,"TCU",47,"@","Texas Tech",49,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Vernon Grant","vernon-grant-1","[]","2004-09-18",3,"Oklahoma St.",46,,"SMU",8,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Matt Grootegoed","matt-grootegoed-1","[]","2004-09-18",3,"USC",103,"@","BYU",66,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Marcus Hamilton","marcus-hamilton-1","['DB']","2004-09-18",3,"Virginia",24,,"Akron",71,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"A.J. Hawk","aj-hawk-1","['LB']","2004-09-18",3,"Ohio St.",36,"@","NC State",20,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Lionel Hickenbottom","lionel-hickenbottom-1","[]","2004-09-18",3,"Northern Illinois",79,"@","Iowa St.",42,"L",,,,,,,,,,,,,,,,,,,,,1,2,0,,,,,,,,,,,,,1,36,36,0,,,,
"Terrence Holmes","terrence-holmes-1","['DB']","2004-09-18",2,"Florida",110,"@","Tennessee",118,"L",,,,,,,,,,,,,,,,,,,,,1,20,0,,,,,,,,,,,,,,,,,,,,
"Willie Hughley","willie-hughley-1","['DB']","2004-09-18",3,"Florida Atlantic",52,"@","Middle Tennessee",56,"W",,,,,,,,,,,,,,,,,,,,,2,9,0,,,,,,,,,,,,,,,,,,,,
"Deandre Jackson","deandre-jackson-1","['DB']","2004-09-18",3,"Iowa St.",42,,"Northern Illinois",79,"W",,,,,,,,,,,,,,,,,,,,,1,9,0,,,,,,,,,,,,,,,,,,,,
"Tanard Jackson","tanard-jackson-1","['DB']","2004-09-18",3,"Syracuse",23,,"Cincinnati",2,"W",,,,,,,,,,,,,,,,,,,,,1,4,0,,,,,,,,,,,,,,,,,,,,
"Jeramie Johnson","jeramie-johnson-1","['DB']","2004-09-18",3,"Mississippi St.",114,,"Maine",156,"L",,,,,,,,,,,,,,,,,,,,,2,35,0,,,,,,,,,,,,,,,,,,,,
"Tyrell Johnson","tyrell-johnson-1","['DB']","2004-09-18",3,"Arkansas St.",122,,"Memphis",6,"L",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Adam Jones","adam-jones-1","[]","2004-09-18",3,"West Virginia",50,,"Maryland",30,"W",,,,,,,,,,,,,,,,,,,,,2,51,0,,,,,,,,,,,,,2,64,32,0,1,0,0,0
"Byron Jones","byron-jones-1","[]","2004-09-18",3,"Texas A&M",119,,"Clemson",14,"W",,,,,,,,,,,,,,,,,,,,,1,6,0,,,,,,,,,,,,,,,,,,,,
"Justin Kitchen","justin-kitchen-1","['DL']","2004-09-18",3,"Duke",15,"@","Virginia Tech",25,"L",,,,,,,,,,,,,,,,,,,,,1,9,0,,,,,,,,,,,,,,,,,,,,
"Anthony Madison","anthony-madison-1","[]","2004-09-18",3,"Alabama",107,,"Western Carolina",234,"W",,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
"Brandon Massey","brandon-massey-1","['DB']","2004-09-18",3,"Missouri",115,,"Ball St.",72,"W",,,,,,,,,,,,,,,,,,,,,1,13,0,,,,,,,,,,,,,,,,,,,,
"Erik Mayes","erik-mayes-1","[]","2004-09-18",3,"Texas A&M",119,,"Clemson",14,"W",,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,2,58,29,0
"Trumaine McBride","trumaine-mcbride-1","['DB']","2004-09-18",3,"Ole Miss",116,,"Vanderbilt",120,"W",,,,,,,,,,,,,,,,,,,,,1,23,0,,,,,,,,,,,,,,,,,,,,
