Player,Date,G,School,Loc,Opponent,WL,unique_id,Int Ret,Int Ret Yds,Int TD,Pass Broken Up
Chi Chi Ariguzo,2012-09-01,1,Northwestern,@,Syracuse,W,chi-chi-ariguzo-1,1.0,49.0,0.0,1.0
Lonnie Ballentine,2012-09-01,1,Memphis,,Tennessee-Martin,L,lonnie-ballentine-1,2.0,11.0,0.0,2.0
Daren Bates,2012-09-01,1,Auburn,N,Clemson,L,daren-bates-1,1.0,12.0,0.0,1.0
Steffon Batts,2012-09-01,1,Air Force,,Idaho State,W,steffon-batts-1,1.0,22.0,0.0,1.0
John Boyett,2012-09-01,1,Oregon,,Arkansas State,W,john-boyett-1,1.0,25.0,0.0,1.0
Deon Broomfield,2012-09-01,1,Iowa State,,Tulsa,W,deon-broomfield-1,1.0,51.0,0.0,1.0
Michael Buchanan,2012-09-01,1,Illinois,,Western Michigan,W,michael-buchanan-1,1.0,0.0,0.0,2.0
Carrington Byndom,2012-09-01,1,Texas,,Wyoming,W,carrington-byndom-1,1.0,2.0,0.0,1.0
Donald Celiscar,2012-09-01,1,Western Michigan,@,Illinois,L,donald-celiscar-1,1.0,0.0,0.0,2.0
Frank Crawford,2012-09-01,1,Mississippi,,Central Arkansas,W,frank-crawford-2,1.0,10.0,0.0,1.0
Jonathan Dowling,2012-09-01,1,Western Kentucky,,Austin Peay,W,jonathan-dowling-1,1.0,2.0,0.0,1.0
Landon Feichter,2012-09-01,1,Purdue,,Eastern Kentucky,W,landon-feichter-1,1.0,34.0,1.0,3.0
Parrish Gaines,2012-09-01,1,Navy,N,Notre Dame,L,parrish-gaines-1,1.0,5.0,0.0,1.0
Rodney Gillis,2012-09-01,1,Louisiana,,Lamar,W,rodney-gillis-1,1.0,16.0,0.0,1.0
Durrell Givens,2012-09-01,1,Iowa State,,Tulsa,W,durrell-givens-1,1.0,3.0,0.0,1.0
Zaviar Gooden,2012-09-01,1,Missouri,,Southeastern Louisiana,W,zaviar-gooden-1,1.0,20.0,1.0,1.0
Rashard Hall,2012-09-01,1,Clemson,N,Auburn,W,rashard-hall-1,1.0,0.0,0.0,1.0
Travis Howard,2012-09-01,1,Ohio State,,Miami (OH),W,travis-howard-1,2.0,17.0,0.0,3.0
Lamar Ivey,2012-09-01,1,East Carolina,,Appalachian State,W,lamar-ivey-1,1.0,0.0,0.0,1.0
Lyndell Johnson,2012-09-01,1,Oklahoma State,,Savannah State,W,lyndell-johnson-1,1.0,7.0,0.0,1.0
Brandon Jones,2012-09-01,1,Rutgers,@,Tulane,W,brandon-jones-5,1.0,14.0,1.0,4.0
Cranston Jones,2012-09-01,1,New Mexico,,Southern,W,cranston-jones-1,1.0,39.0,1.0,1.0
Ashton Lampkin,2012-09-01,1,Oklahoma State,,Savannah State,W,ashton-lampkin-1,1.0,0.0,0.0,1.0
Dillon Lee,2012-09-01,1,Alabama,N,Michigan,W,dillon-lee-1,1.0,0.0,0.0,1.0
Monterius Lovett,2012-09-01,1,Marshall,@,West Virginia,L,monterius-lovett-1,1.0,30.0,0.0,2.0
Will Lucas,2012-09-01,1,Purdue,,Eastern Kentucky,W,will-lucas-1,1.0,0.0,0.0,1.0
Craig Mager,2012-09-01,1,Texas State,@,Houston,W,craig-mager-1,1.0,0.0,0.0,2.0
Nigel Malone,2012-09-01,1,Kansas State,,Missouri State,W,nigel-malone-1,1.0,18.0,0.0,3.0
A.J. Marshall,2012-09-01,1,Wake Forest,,Liberty,W,aj-marshall-1,1.0,39.0,1.0,3.0
Bradley McDougald,2012-09-01,1,Kansas,,South Dakota State,W,bradley-mcdougald-1,2.0,31.0,0.0,3.0
Sam Miller,2012-09-01,1,Florida International,@,Duke,L,sam-miller-2,1.0,0.0,0.0,2.0
Demarcus Milliner,2012-09-01,1,Alabama,N,Michigan,W,demarcus-milliner-1,1.0,35.0,0.0,5.0
C.J. Mosley,2012-09-01,1,Alabama,N,Michigan,W,cj-mosley-1,1.0,16.0,1.0,1.0
Marco Nelson,2012-09-01,1,Tulsa,@,Iowa State,L,marco-nelson-2,1.0,18.0,0.0,2.0
Tyler Patmon,2012-09-01,1,Kansas,,South Dakota State,W,tyler-patmon-1,1.0,0.0,0.0,2.0
Tyrell Pearson,2012-09-01,1,South Alabama,,Texas-San Antonio,L,tyrell-pearson-1,1.0,28.0,0.0,2.0
Denzel Perryman,2012-09-01,1,Miami (FL),@,Boston College,W,denzel-perryman-1,1.0,41.0,1.0,1.0
Corrigan Powell,2012-09-01,1,Kansas,,South Dakota State,W,corrigan-powell-1,1.0,0.0,0.0,1.0
Jabari Price,2012-09-01,1,North Carolina,,Elon,W,jabari-price-1,1.0,0.0,0.0,3.0
Hayes Pullard,2012-09-01,1,Southern California,,Hawaii,W,hayes-pullard-1,1.0,27.0,1.0,1.0
Eric Reid,2012-09-01,1,Louisiana State,,North Texas,W,eric-reid-1,1.0,0.0,0.0,2.0
Xavier Rhodes,2012-09-01,1,Florida State,,Murray State,W,xavier-rhodes-1,1.0,0.0,0.0,3.0
Doug Rigg,2012-09-01,1,West Virginia,,Marshall,W,doug-rigg-1,1.0,46.0,0.0,1.0
Marcus Roberson,2012-09-01,1,Florida,,Bowling Green State,W,marcus-roberson-1,1.0,31.0,0.0,4.0
Jermaine Robinson,2012-09-01,1,Toledo,@,Arizona,L,jermaine-robinson-1,1.0,9.0,0.0,1.0
Spenser Rositano,2012-09-01,1,Boston College,,Miami (FL),L,spenser-rositano-1,1.0,11.0,0.0,1.0
Chaz Scales,2012-09-01,1,Arkansas State,@,Oregon,L,chaz-scales-1,1.0,5.0,0.0,1.0
Tim Scott,2012-09-01,1,North Carolina,,Elon,W,tim-scott-1,1.0,0.0,0.0,3.0
Josh Shaw,2012-09-01,1,Southern California,,Hawaii,W,josh-shaw-3,1.0,14.0,0.0,1.0
Darius Slay,2012-09-01,1,Mississippi State,,Jackson State,W,darius-slay-1,1.0,52.0,1.0,1.0
Joe Stoner,2012-09-01,1,New Mexico,,Southern,W,joe-stoner-1,1.0,17.0,0.0,1.0
Manti Te'o,2012-09-01,1,Notre Dame,N,Navy,W,manti-teo-1,1.0,0.0,0.0,1.0
De'Von Terry,2012-09-01,1,Troy,@,Alabama-Birmingham,W,devon-terry-1,1.0,0.0,0.0,1.0
Earnest Thomas,2012-09-01,1,Illinois,,Western Michigan,W,earnest-thomas-1,1.0,0.0,0.0,1.0
Ryan Travis,2012-09-01,1,Tulane,,Rutgers,L,ryan-travis-1,1.0,23.0,0.0,1.0
Kenny Vaccaro,2012-09-01,1,Texas,,Wyoming,W,kenny-vaccaro-1,1.0,19.0,0.0,1.0
Joe Vellano,2012-09-01,1,Maryland,,William & Mary,W,joe-vellano-1,1.0,4.0,0.0,1.0
Triston Wade,2012-09-01,1,Texas-San Antonio,@,South Alabama,W,triston-wade-1,1.0,0.0,0.0,1.0
Tre Watson,2012-09-01,1,Washington,,San Diego State,W,tre-watson-1,1.0,34.0,0.0,2.0
Matthew Wells,2012-09-01,1,Mississippi State,,Jackson State,W,matthew-wells-1,1.0,22.0,1.0,2.0
Zac Whitfield,2012-09-01,1,North Texas,@,Louisiana State,L,zac-whitfield-1,1.0,0.0,0.0,1.0
Ashante Williams,2012-09-01,1,Illinois,,Western Michigan,W,ashante-williams-1,1.0,60.0,1.0,2.0
Brian Williams,2012-09-01,1,Indiana,,Indiana State,W,brian-williams-6,1.0,4.0,0.0,1.0
Jelani Woseley,2012-09-01,1,Ohio,@,Penn State,W,jelani-woseley-1,1.0,1.0,0.0,3.0
Sam Holl,2012-09-02,1,Baylor,,Southern Methodist,W,sam-holl-1,1.0,2.0,0.0,3.0
Eddie Lackey,2012-09-02,1,Baylor,,Southern Methodist,W,eddie-lackey-1,1.0,23.0,0.0,1.0
Kyle Fuller,2012-09-03,1,Virginia Tech,,Georgia Tech,W,kyle-fuller-1,1.0,0.0,0.0,1.0
Greg Blair,2012-09-06,1,Cincinnati,,Pittsburgh,W,greg-blair-1,1.0,0.0,0.0,2.0
Andrew Abbott,2012-09-08,2,UCLA,,Nebraska,W,andrew-abbott-1,1.0,24.0,0.0,2.0
Kenneth Acker,2012-09-08,2,Southern Methodist,,Stephen F. Austin,W,kenneth-acker-1,2.0,77.0,1.0,2.0
Johnny Adams,2012-09-08,2,Michigan State,@,Central Michigan,W,johnny-adams-1,1.0,0.0,0.0,3.0
David Amerson,2012-09-08,2,North Carolina State,@,Connecticut,W,david-amerson-1,1.0,0.0,0.0,2.0
Franky Anaya,2012-09-08,2,Texas-San Antonio,,Texas A&M-Commerce,W,franky-anaya-1,1.0,17.0,0.0,1.0
Marc Anthony,2012-09-08,2,California,,Southern Utah,W,marc-anthony-1,1.0,61.0,1.0,2.0
Stephone Anthony,2012-09-08,2,Clemson,,Ball State,W,stephone-anthony-1,1.0,0.0,0.0,1.0
Devin Arrington,2012-09-08,2,Marshall,,Western Carolina,W,devin-arrington-1,1.0,18.0,1.0,1.0
Manuel Asprilla,2012-09-08,2,Boston College,,Maine,W,manuel-asprilla-1,1.0,28.0,0.0,1.0
Dion Bailey,2012-09-08,2,Southern California,@,Syracuse,W,dion-bailey-1,2.0,2.0,0.0,2.0
Johnthan Banks,2012-09-08,2,Mississippi State,,Auburn,W,johnthan-banks-1,2.0,31.0,0.0,2.0
Deion Belue,2012-09-08,2,Alabama,,Western Kentucky,W,deion-belue-1,1.0,15.0,0.0,1.0
Bene Benwikere,2012-09-08,2,San Jose State,,California-Davis,W,bene-benwikere-1,1.0,43.0,0.0,1.0
Brandan Bishop,2012-09-08,2,North Carolina State,@,Connecticut,W,brandan-bishop-1,1.0,0.0,0.0,1.0
Donovan Bonner,2012-09-08,2,Missouri,,Georgia,L,donovan-bonner-1,1.0,13.0,0.0,1.0
A.J. Bouye,2012-09-08,2,Central Florida,@,Ohio State,L,aj-bouye-1,1.0,3.0,0.0,2.0
Terrell Brigham,2012-09-08,2,South Alabama,,Nicholls State,W,terrell-brigham-1,1.0,0.0,0.0,2.0
Erik Brown,2012-09-08,2,Texas-San Antonio,,Texas A&M-Commerce,W,erik-brown-1,1.0,1.0,0.0,2.0
Greg Brown,2012-09-08,2,Kansas,,Rice,L,greg-brown-2,1.0,0.0,0.0,1.0
Deone Bucannon,2012-09-08,2,Washington State,,Eastern Washington,W,deone-bucannon-1,1.0,2.0,0.0,2.0
Bryce Callahan,2012-09-08,2,Rice,@,Kansas,W,bryce-callahan-1,2.0,0.0,0.0,2.0
Nathan Carpenter,2012-09-08,2,Ohio,,New Mexico State,W,nathan-carpenter-1,1.0,22.0,1.0,3.0
Ross Cockrell,2012-09-08,2,Duke,@,Stanford,L,ross-cockrell-1,1.0,0.0,0.0,3.0
Cyrus Coen,2012-09-08,2,Washington State,,Eastern Washington,W,cyrus-coen-1,1.0,27.0,0.0,2.0
Alden Darby,2012-09-08,2,Arizona State,,Illinois,W,alden-darby-1,1.0,34.0,0.0,1.0
Cody Davis,2012-09-08,2,Texas Tech,@,Texas State,W,cody-davis-1,1.0,88.0,1.0,1.0
Quandre Diggs,2012-09-08,2,Texas,,New Mexico,W,quandre-diggs-1,1.0,0.0,0.0,1.0
Solomon Dixon,2012-09-08,2,Idaho,@,Bowling Green State,L,solomon-dixon-1,1.0,4.0,0.0,1.0
Tom Donatell,2012-09-08,2,Iowa,,Iowa State,L,tom-donatell-1,1.0,18.0,0.0,1.0
Vincent Eddie,2012-09-08,1,Louisiana-Monroe,@,Arkansas,W,vincent-eddie-1,1.0,0.0,0.0,2.0
Dacorris Ford,2012-09-08,1,Louisiana-Monroe,@,Arkansas,W,dacorris-ford-1,1.0,0.0,0.0,1.0
Kyle Fuller,2012-09-08,2,Virginia Tech,,Austin Peay,W,kyle-fuller-1,1.0,0.0,0.0,2.0
Josh Gavert,2012-09-08,2,San Diego State,,Army,W,josh-gavert-1,1.0,9.0,0.0,1.0
Jamal Golden,2012-09-08,2,Georgia Tech,,Presbyterian,W,jamal-golden-1,1.0,25.0,0.0,
Javon Harris,2012-09-08,2,Oklahoma,,Florida A&M,W,javon-harris-1,1.0,1.0,0.0,1.0
Demetrius Hartsfield,2012-09-08,2,Maryland,@,Temple,W,demetrius-hartsfield-1,1.0,0.0,0.0,1.0
Riley Haynes,2012-09-08,2,Wake Forest,,North Carolina,W,riley-haynes-1,1.0,1.0,0.0,1.0
Greg Hickman,2012-09-08,2,Florida International,,Akron,W,greg-hickman-2,1.0,8.0,0.0,1.0
Jordan Hill,2012-09-08,2,Penn State,@,Virginia,L,jordan-hill-2,1.0,9.0,0.0,1.0
Pat Hinkel,2012-09-08,2,Miami (OH),,Southern Illinois,W,pat-hinkel-1,2.0,49.0,1.0,4.0
Travis Howard,2012-09-08,2,Ohio State,,Central Florida,W,travis-howard-1,1.0,9.0,0.0,2.0
Bennett Jackson,2012-09-08,2,Notre Dame,,Purdue,W,bennett-jackson-1,2.0,47.0,0.0,2.0
Bryson James,2012-09-08,2,South Alabama,,Nicholls State,W,bryson-james-1,1.0,0.0,0.0,1.0
Orhian Johnson,2012-09-08,2,Ohio State,,Central Florida,W,orhian-johnson-1,1.0,3.0,0.0,2.0
Elijah Jones,2012-09-08,2,Toledo,@,Wyoming,W,elijah-jones-1,1.0,16.0,0.0,1.0
Jarvis Jones,2012-09-08,2,Georgia,@,Missouri,W,jarvis-jones-1,1.0,21.0,0.0,2.0
Randall Joyner,2012-09-08,2,Southern Methodist,,Stephen F. Austin,W,randall-joyner-1,1.0,15.0,0.0,2.0
Xavier Kelly,2012-09-08,2,North Texas,,Texas Southern,W,xavier-kelly-1,1.0,0.0,0.0,
Jake Knott,2012-09-08,2,Iowa State,@,Iowa,W,jake-knott-1,1.0,0.0,0.0,2.0
Josh Kusan,2012-09-08,2,Air Force,@,Michigan,L,josh-kusan-1,1.0,0.0,0.0,1.0
Lairamie Lee,2012-09-08,2,North Texas,,Texas Southern,W,lairamie-lee-1,1.0,0.0,0.0,0.0
Jimmy Legree,2012-09-08,2,South Carolina,,East Carolina,W,jimmy-legree-1,1.0,34.0,1.0,3.0
Isaiah Lewis,2012-09-08,2,Michigan State,@,Central Michigan,W,isaiah-lewis-1,1.0,40.0,0.0,1.0
Donaldven Manning,2012-09-08,2,Virginia Tech,,Austin Peay,W,donaldven-manning-1,1.0,0.0,0.0,1.0
Brandon McGee,2012-09-08,2,Miami (FL),@,Kansas State,L,brandon-mcgee-1,1.0,0.0,0.0,1.0
Johnathan McKnight,2012-09-08,2,Arizona,,Oklahoma State,W,johnathan-mcknight-1,1.0,48.0,1.0,1.0
Carlos Mendoza,2012-09-08,2,Arizona State,,Illinois,W,carlos-mendoza-1,2.0,19.0,0.0,2.0
Jalen Mills,2012-09-08,2,Louisiana State,,Washington,W,jalen-mills-1,1.0,4.0,0.0,2.0
James Morris,2012-09-08,2,Iowa,,Iowa State,L,james-morris-1,1.0,49.0,0.0,2.0
Ryan Murphy,2012-09-08,1,Oregon State,,Wisconsin,W,ryan-murphy-2,1.0,0.0,0.0,2.0
Jim Noel,2012-09-08,2,Boston College,,Maine,W,jim-noel-1,1.0,0.0,0.0,
Elisha Olabode,2012-09-08,1,Texas Christian,,Grambling State,W,elisha-olabode-1,1.0,28.0,1.0,2.0
Emeka Onyenekwu,2012-09-08,2,Louisiana,@,Troy,W,emeka-onyenekwu-1,1.0,11.0,0.0,1.0
Geraldo Orta,2012-09-08,2,Tennessee,,Georgia State,W,geraldo-orta-1,1.0,4.0,0.0,2.0
Josh Pettus,2012-09-08,2,Bowling Green State,,Idaho,W,josh-pettus-1,1.0,0.0,0.0,
Eric Pinkins,2012-09-08,2,San Diego State,,Army,W,eric-pinkins-1,1.0,13.0,0.0,1.0
Cody Prewitt,2012-09-08,2,Mississippi,,Texas-El Paso,W,cody-prewitt-1,1.0,16.0,0.0,2.0
Calvin Pryor,2012-09-08,2,Louisville,,Missouri State,W,calvin-pryor-1,1.0,0.0,0.0,1.0
Ross Rasner,2012-09-08,2,Arkansas,,Louisiana-Monroe,L,ross-rasner-1,1.0,33.0,0.0,3.0
Ed Reynolds,2012-09-08,2,Stanford,,Duke,W,ed-reynolds-1,2.0,121.0,1.0,3.0
Jeremy Reynolds,2012-09-08,2,Texas Tech,@,Texas State,W,jeremy-reynolds-1,1.0,18.0,0.0,1.0
Jordan Richards,2012-09-08,2,Stanford,,Duke,W,jordan-richards-2,1.0,8.0,0.0,2.0
Hector Roach,2012-09-08,2,San Jose State,,California-Davis,W,hector-roach-1,1.0,9.0,0.0,
Darius Robinson,2012-09-08,2,Clemson,,Ball State,W,darius-robinson-1,1.0,3.0,0.0,1.0
Jermaine Robinson,2012-09-08,2,Toledo,@,Wyoming,W,jermaine-robinson-1,1.0,17.0,0.0,1.0
Cameron Rogers,2012-09-08,2,Southern Methodist,,Stephen F. Austin,W,cameron-rogers-1,1.0,96.0,1.0,1.0
Etienne Sabino,2012-09-08,2,Ohio State,,Central Florida,W,etienne-sabino-1,1.0,2.0,0.0,1.0
Jay Scott,2012-09-08,2,Southern Methodist,,Stephen F. Austin,W,jay-scott-1,1.0,0.0,0.0,3.0
Tim Scott,2012-09-08,2,North Carolina,@,Wake Forest,L,tim-scott-1,1.0,16.0,0.0,1.0
Martez Shabazz,2012-09-08,2,Minnesota,,New Hampshire,W,martez-shabazz-1,1.0,3.0,0.0,2.0
Darius Slay,2012-09-08,2,Mississippi State,,Auburn,W,darius-slay-1,1.0,31.0,0.0,1.0
Ryan Smith,2012-09-08,2,Southern Methodist,,Stephen F. Austin,W,ryan-smith-4,2.0,44.0,0.0,4.0
D.J. Swearinger,2012-09-08,2,South Carolina,,East Carolina,W,dj-swearinger-1,1.0,3.0,0.0,1.0
Jared Tevis,2012-09-08,2,Arizona,,Oklahoma State,W,jared-tevis-1,2.0,32.0,0.0,3.0
Darren Thellen,2012-09-08,2,Massachusetts,,Indiana,L,darren-thellen-1,1.0,21.0,0.0,2.0
Shamarko Thomas,2012-09-08,2,Syracuse,,Southern California,L,shamarko-thomas-1,1.0,0.0,0.0,1.0
Marcus Trice,2012-09-08,2,North Texas,,Texas Southern,W,marcus-trice-1,1.0,12.0,0.0,1.0
Foloi Vae,2012-09-08,2,San Jose State,,California-Davis,W,foloi-vae-1,1.0,3.0,0.0,1.0
Jimmie Ward,2012-09-08,2,Northern Illinois,,Tennessee-Martin,W,jimmie-ward-1,1.0,18.0,0.0,3.0
Jacques Washington,2012-09-08,2,Iowa State,@,Iowa,W,jacques-washington-1,1.0,26.0,0.0,1.0
Colin Weingrad,2012-09-08,2,Eastern Michigan,,Illinois State,L,colin-weingrad-1,1.0,20.0,0.0,1.0
Zac Whitfield,2012-09-08,2,North Texas,,Texas Southern,W,zac-whitfield-1,1.0,0.0,0.0,2.0
Brison Williams,2012-09-08,2,South Carolina,,East Carolina,W,brison-williams-1,1.0,0.0,0.0,1.0
Jason Wilson,2012-09-08,2,Central Michigan,,Michigan State,L,jason-wilson-1,1.0,55.0,1.0,2.0
Shaq Wilson,2012-09-08,2,South Carolina,,East Carolina,W,shaq-wilson-1,1.0,0.0,0.0,1.0
Earl Wolff,2012-09-08,2,North Carolina State,@,Connecticut,W,earl-wolff-1,1.0,16.0,0.0,1.0
Brandon Jones,2012-09-13,3,Rutgers,@,South Florida,W,brandon-jones-5,1.0,0.0,0.0,
Jamal Merrell,2012-09-13,3,Rutgers,@,South Florida,W,jamal-merrell-1,1.0,0.0,0.0,1.0
Wayne Warren,2012-09-13,3,Rutgers,@,South Florida,W,wayne-warren-1,1.0,0.0,0.0,1.0
Tajh Hasson,2012-09-14,3,Nevada-Las Vegas,,Washington State,L,tajh-hasson-1,1.0,0.0,0.0,3.0
John Lotulelei,2012-09-14,3,Nevada-Las Vegas,,Washington State,L,john-lotulelei-1,1.0,4.0,0.0,1.0
Tyree Toomer,2012-09-14,3,Washington State,@,Nevada-Las Vegas,W,tyree-toomer-1,1.0,0.0,0.0,1.0
Crosby Adams,2012-09-15,3,Texas-San Antonio,@,Georgia State,W,crosby-adams-1,1.0,0.0,0.0,2.0
Kiko Alonso,2012-09-15,3,Oregon,,Tennessee Tech,W,kiko-alonso-1,1.0,41.0,0.0,1.0
David Amerson,2012-09-15,3,North Carolina State,,South Alabama,W,david-amerson-1,1.0,0.0,0.0,1.0
Tyler Anderson,2012-09-15,2,West Virginia,N,James Madison,W,tyler-anderson-3,1.0,0.0,0.0,1.0
Dion Bailey,2012-09-15,3,Southern California,@,Stanford,L,dion-bailey-1,1.0,0.0,0.0,2.0
Christian Birt,2012-09-15,3,Massachusetts,@,Michigan,L,christian-birt-1,1.0,32.0,1.0,1.0
Erik Brown,2012-09-15,3,Texas-San Antonio,@,Georgia State,W,erik-brown-1,1.0,0.0,0.0,1.0
Terrence Brown,2012-09-15,3,Stanford,,Southern California,W,terrence-brown-2,1.0,0.0,0.0,3.0
Christian Bryant,2012-09-15,3,Ohio State,,California,W,christian-bryant-1,1.0,38.0,0.0,3.0
Kevin Byard,2012-09-15,3,Middle Tennessee State,@,Memphis,W,kevin-byard-1,1.0,68.0,1.0,1.0
Michael Carter,2012-09-15,3,Minnesota,,Western Michigan,W,michael-carter-1,1.0,18.0,0.0,4.0
Sam Carter,2012-09-15,2,Texas Christian,@,Kansas,W,sam-carter-1,1.0,-2.0,0.0,1.0
Jose Cheeseborough,2012-09-15,3,Florida International,@,Central Florida,L,jose-cheeseborough-1,1.0,6.0,0.0,1.0
Arryn Chenault,2012-09-15,2,Cincinnati,,Delaware State,W,arryn-chenault-1,1.0,0.0,0.0,1.0
Quandon Christian,2012-09-15,3,Clemson,,Furman,W,quandon-christian-1,1.0,27.0,0.0,2.0
Haha Clinton-Dix,2012-09-15,3,Alabama,@,Arkansas,W,haha-clinton-dix-1,1.0,46.0,0.0,1.0
Ross Cockrell,2012-09-15,3,Duke,,North Carolina Central,W,ross-cockrell-1,2.0,46.0,1.0,4.0
Pudge Cotton,2012-09-15,3,Eastern Michigan,@,Purdue,L,pudge-cotton-1,1.0,28.0,1.0,1.0
Dallas Crawford,2012-09-15,3,Miami (FL),,Bethune-Cookman,W,dallas-crawford-1,1.0,9.0,0.0,
Tyler Dickson,2012-09-15,2,Army,,Northern Illinois,L,tyler-dickson-1,1.0,1.0,0.0,2.0
Quandre Diggs,2012-09-15,3,Texas,@,Mississippi,W,quandre-diggs-1,2.0,11.0,0.0,2.0
Tom Donatell,2012-09-15,3,Iowa,,Northern Iowa,W,tom-donatell-1,1.0,0.0,0.0,1.0
Jonathan Dowling,2012-09-15,3,Western Kentucky,@,Kentucky,W,jonathan-dowling-1,3.0,70.0,0.0,3.0
Steve Edmond,2012-09-15,3,Texas,@,Mississippi,W,steve-edmond-1,1.0,22.0,1.0,1.0
Kip Edwards,2012-09-15,3,Missouri,,Arizona State,W,kip-edwards-1,1.0,0.0,0.0,0.0
Lavar Edwards,2012-09-15,3,Louisiana State,,Idaho,W,lavar-edwards-1,1.0,23.0,1.0,1.0
Matt Elam,2012-09-15,3,Florida,@,Tennessee,W,matt-elam-1,1.0,0.0,0.0,2.0
Antone Exum,2012-09-15,3,Virginia Tech,@,Pittsburgh,L,antone-exum-1,1.0,0.0,0.0,1.0
Landon Feichter,2012-09-15,3,Purdue,,Eastern Michigan,W,landon-feichter-1,1.0,2.0,0.0,1.0
Jake Ganus,2012-09-15,2,Alabama-Birmingham,@,South Carolina,L,jake-ganus-1,1.0,0.0,0.0,2.0
Adarius Glanton,2012-09-15,3,Florida Atlantic,@,Georgia,L,adarius-glanton-1,1.0,42.0,1.0,1.0
