Player,Date,G,School,Loc,Opponent,WL,FR,FR Yds,FR TD,Fumble Forced,unique_id
Kevin Kooyman,2009-09-05,1,Washington State,,Stanford,L,0,0,0,1,kevin-kooyman-1
Kevin Kowalski,2009-09-05,1,Toledo,@,Purdue,L,0,0,0,1,kevin-kowalski-1
Jordan Landry,2009-09-05,1,Louisiana-Monroe,@,Texas,L,0,0,0,1,jordan-landry-1
Wale Lawal,2009-09-05,1,Air Force,,Nicholls State,W,1,10,1,1,wale-lawal-1
Dion Lewis,2009-09-05,1,Pittsburgh,,Youngstown State,W,0,0,0,1,dion-lewis-1
Chris Little,2009-09-05,1,California,,Maryland,W,0,0,0,1,chris-little-1
Chris Marve,2009-09-05,1,Vanderbilt,,Western Carolina,W,0,0,0,2,chris-marve-1
Byron Maxwell,2009-09-05,1,Clemson,,Middle Tennessee State,W,0,0,0,1,byron-maxwell-1
Brandon Maye,2009-09-05,1,Clemson,,Middle Tennessee State,W,0,0,0,1,brandon-maye-1
Sean McClellan,2009-09-05,1,Marshall,,Southern Illinois,W,0,0,0,1,sean-mcclellan-1
Javon McKinnon,2009-09-05,1,Arkansas State,,Mississippi Valley State,W,0,0,0,1,javon-mckinnon-1
Dwight McLean,2009-09-05,1,Purdue,,Toledo,W,0,0,0,1,dwight-mclean-1
Matt Moss,2009-09-05,1,Texas A&M,,New Mexico,W,0,0,0,1,matt-moss-1
Gerald Munns,2009-09-05,1,Arizona State,,Idaho State,W,0,0,0,1,gerald-munns-1
Jerome Murphy,2009-09-05,1,South Florida,,Wofford,W,0,0,0,1,jerome-murphy-1
Devin Newsome,2009-09-05,1,San Jose State,@,Southern California,L,0,0,0,1,devin-newsome-1
Matt O'Hanlon,2009-09-05,1,Nebraska,,Florida Atlantic,W,0,0,0,1,matt-ohanlon-1
Al Owens,2009-09-05,1,Vanderbilt,,Western Carolina,W,0,0,0,1,al-owens-1
C.J. Parish,2009-09-05,1,Arizona,,Central Michigan,W,0,0,0,1,cj-parish-1
Doug Pilcher,2009-09-05,1,Illinois,N,Missouri,L,0,0,0,1,doug-pilcher-1
Austin Pritchard,2009-09-05,1,Western Michigan,@,Michigan,L,0,0,0,1,austin-pritchard-1
Robert Quinn,2009-09-05,1,North Carolina,,Citadel,W,0,0,0,1,robert-quinn-1
Ryan Reynolds,2009-09-05,1,Oklahoma,N,Brigham Young,L,0,0,0,1,ryan-reynolds-2
Andrew Rich,2009-09-05,1,Brigham Young,N,Oklahoma,W,0,0,0,2,andrew-rich-1
Jake Ricks,2009-09-05,1,Auburn,,Louisiana Tech,W,0,0,0,1,jake-ricks-1
Perry Riley,2009-09-05,1,Louisiana State,@,Washington,W,0,0,0,1,perry-riley-1
Chris Rogers,2009-09-05,1,Alabama,N,Virginia Tech,W,0,0,0,1,chris-rogers-1
Chris Rwabukamba,2009-09-05,1,Duke,,Richmond,L,0,0,0,1,chris-rwabukamba-1
Brandon Sharpe,2009-09-05,1,Syracuse,,Minnesota,L,0,0,0,1,brandon-sharpe-2
Zach Smith,2009-09-05,1,Mississippi State,,Jackson State,W,0,0,0,1,zach-smith-2
Ferson Stafford,2009-09-05,1,Alabama-Birmingham,,Rice,W,0,0,0,1,ferson-stafford-1
Mike Taylor,2009-09-05,1,Wisconsin,,Northern Illinois,W,0,0,0,1,mike-taylor-1
Rickey Thenarse,2009-09-05,1,Nebraska,,Florida Atlantic,W,0,0,0,1,rickey-thenarse-1
Lamarcus Thompson,2009-09-05,1,Tennessee,,Western Kentucky,W,0,0,0,1,lamarcus-thompson-1
Justin Venable,2009-09-05,1,East Carolina,,Appalachian State,W,0,0,0,1,justin-venable-2
Herb Waits,2009-09-05,1,Eastern Michigan,,Army,L,0,0,0,1,herb-waits-1
Manley Waller,2009-09-05,1,Akron,@,Penn State,L,0,0,0,1,manley-waller-1
Jerrell Wedge,2009-09-05,1,Miami (OH),N,Kentucky,L,0,0,0,1,jerrell-wedge-1
Cody Williams,2009-09-05,1,Texas A&M,,New Mexico,W,0,0,0,1,cody-williams-1
Korey Williams,2009-09-05,1,Southern Mississippi,,Alcorn State,W,0,0,0,1,korey-williams-1
Matt Woodlief,2009-09-05,1,Wake Forest,,Baylor,L,0,0,0,1,matt-woodlief-1
Duke Calhoun,2009-09-06,1,Memphis,,Mississippi,L,0,0,0,1,duke-calhoun-1
Greg Jackson,2009-09-06,1,Memphis,,Mississippi,L,0,0,0,1,greg-jackson-1
Elijah-Blu Smith,2009-09-06,1,Colorado State,@,Colorado,W,0,0,0,1,elijah-blu-smith-1
Marcus Robinson,2009-09-07,1,Miami (FL),@,Florida State,W,0,0,0,1,marcus-robinson-1
Roddy Jones,2009-09-10,2,Georgia Tech,,Clemson,W,0,0,0,1,roddy-jones-1
Jermaine Robinson,2009-09-11,2,Toledo,,Colorado,W,0,0,0,1,jermaine-robinson-1
Travis Sandersfeld,2009-09-11,2,Colorado,@,Toledo,L,0,0,0,1,travis-sandersfeld-1
Daxton Swanson,2009-09-11,2,Toledo,,Colorado,W,0,0,0,1,daxton-swanson-1
Stephen Anderson,2009-09-12,2,Army,,Duke,L,0,0,0,1,stephen-anderson-1
Larry Asante,2009-09-12,2,Nebraska,,Arkansas State,W,0,0,0,1,larry-asante-1
Jordan Atkinson,2009-09-12,2,Brigham Young,@,Tulane,W,0,0,0,1,jordan-atkinson-1
Hiram Atwater,2009-09-12,2,Alabama-Birmingham,,Southern Methodist,L,0,0,0,1,hiram-atwater-1
Akeem Auguste,2009-09-12,2,South Carolina,@,Georgia,L,0,0,0,1,akeem-auguste-1
Cody Basler,2009-09-12,2,Bowling Green State,@,Missouri,L,0,0,0,1,cody-basler-1
Dominique Battle,2009-09-12,2,Cincinnati,,Southeast Missouri State,W,0,0,0,1,dominique-battle-1
Willie Bohannon,2009-09-12,2,Tennessee,,UCLA,L,0,0,0,1,willie-bohannon-1
Donald Booker,2009-09-12,2,Oklahoma State,,Houston,L,0,0,0,1,donald-booker-1
Kendall Briscoe,2009-09-12,2,New Mexico,,Tulsa,L,0,0,0,1,kendall-briscoe-1
Charles Brown,2009-09-12,2,North Carolina,@,Connecticut,W,1,6,0,1,charles-brown-1
Jahmal Brown,2009-09-12,2,Bowling Green State,@,Missouri,L,0,0,0,1,jahmal-brown-1
Stevie Brown,2009-09-12,2,Michigan,,Notre Dame,W,0,0,0,1,stevie-brown-1
Tanner Burns,2009-09-12,2,San Jose State,,Utah,L,0,0,0,1,tanner-burns-1
Terrance Conner,2009-09-12,2,Southern Mississippi,,Central Florida,W,0,0,0,1,terrance-conner-1
Brandon Crawford,2009-09-12,2,Ball State,,New Hampshire,L,0,0,0,1,brandon-crawford-1
Da'Mon Cromartie-Smith,2009-09-12,2,Texas-El Paso,,Kansas,L,0,0,0,1,damon-cromartie-smith-1
Jermaine Cunningham,2009-09-12,2,Florida,,Troy,W,0,0,0,1,jermaine-cunningham-1
Matt Daniels,2009-09-12,2,Duke,@,Army,W,0,0,0,1,matt-daniels-1
Kanorris Davis,2009-09-12,2,Troy,@,Florida,L,0,0,0,1,kanorris-davis-1
Alex De Giacomo,2009-09-12,2,Nevada-Las Vegas,,Oregon State,L,0,0,0,1,alex-de-giacomo-1
Dom Decicco,2009-09-12,2,Pittsburgh,@,Buffalo,W,0,0,0,1,dom-decicco-1
Jordan Delegal,2009-09-12,2,Northern Illinois,,Western Illinois,W,0,0,0,1,jordan-delegal-1
Cory Dorris,2009-09-12,2,Tulsa,@,New Mexico,W,0,0,0,2,cory-dorris-1
Tristan Dorty,2009-09-12,2,Wake Forest,,Stanford,W,0,0,0,1,tristan-dorty-1
Robert Eddins,2009-09-12,2,Ball State,,New Hampshire,L,0,0,0,2,robert-eddins-1
Kevin Edwards,2009-09-12,2,Navy,,Louisiana Tech,W,0,0,0,1,kevin-edwards-1
Lavar Edwards,2009-09-12,2,Louisiana State,,Vanderbilt,W,0,0,0,1,lavar-edwards-1
Pompey Festejo,2009-09-12,2,San Jose State,,Utah,L,0,0,0,1,pompey-festejo-1
Darius Fleming,2009-09-12,2,Notre Dame,@,Michigan,L,0,0,0,1,darius-fleming-1
Grant Fleming,2009-09-12,2,Louisiana,,Kansas State,W,0,0,0,1,grant-fleming-1
Jonathan Freeny,2009-09-12,2,Rutgers,,Howard,W,0,0,0,1,jonathan-freeny-1
Darryl Gamble,2009-09-12,2,Georgia,,South Carolina,W,0,0,0,1,darryl-gamble-1
Stephon Gilmore,2009-09-12,2,South Carolina,@,Georgia,L,0,0,0,1,stephon-gilmore-1
Kenneth Gilstrap,2009-09-12,2,Middle Tennessee State,,Memphis,W,0,0,0,1,kenneth-gilstrap-1
Donnell Golden,2009-09-12,2,Troy,@,Florida,L,0,0,0,2,donnell-golden-1
Cody Grimm,2009-09-12,2,Virginia Tech,,Marshall,W,0,0,0,1,cody-grimm-1
Casey Hamlett,2009-09-12,2,Washington State,,Hawaii,L,0,0,0,1,casey-hamlett-1
Tysyn Hartman,2009-09-12,2,Kansas State,@,Louisiana,L,0,0,0,1,tysyn-hartman-1
Stephon Hatchett,2009-09-12,2,New Mexico State,,Prairie View A&M,W,0,0,0,1,stephon-hatchett-1
Jared Heston,2009-09-12,2,Idaho,@,Washington,L,0,0,0,1,jared-heston-1
Xavier Hicks Jr.,2009-09-12,2,Washington State,,Hawaii,L,0,0,0,2,xavier-hicks-jr-1
Alex Hoffman-Ellis,2009-09-12,2,Washington State,,Hawaii,L,0,0,0,1,alex-hoffman-ellis-1
Terrence Hooks,2009-09-12,2,Brigham Young,@,Tulane,W,0,0,0,1,terrence-hooks-1
Tank Hopkins,2009-09-12,2,Hawaii,@,Washington State,W,0,0,0,1,tank-hopkins-1
Cardia Jackson,2009-09-12,2,Louisiana-Monroe,,Texas Southern,W,0,0,0,1,cardia-jackson-1
Davyd Jones,2009-09-12,2,Ball State,,New Hampshire,L,0,0,0,1,davyd-jones-1
Aaron King,2009-09-12,2,Texas-El Paso,,Kansas,L,0,0,0,1,aaron-king-1
Brandon Kirksey,2009-09-12,2,Minnesota,,Air Force,W,0,0,0,1,brandon-kirksey-1
Karl Klug,2009-09-12,2,Iowa,@,Iowa State,W,0,0,0,1,karl-klug-1
Brandon Lang,2009-09-12,2,Troy,@,Florida,L,0,0,0,1,brandon-lang-1
Jaymar Latchison,2009-09-12,2,New Mexico,,Tulsa,L,0,0,0,1,jaymar-latchison-1
Cordarro Law,2009-09-12,2,Southern Mississippi,,Central Florida,W,0,0,0,1,cordarro-law-1
Travis Lewis,2009-09-12,2,Oklahoma,,Idaho State,W,0,0,0,1,travis-lewis-2
Zach Line,2009-09-12,2,Southern Methodist,@,Alabama-Birmingham,W,0,0,0,1,zach-line-1
Corey Liuget,2009-09-12,2,Illinois,,Illinois State,W,0,0,0,1,corey-liuget-1
James Lockett,2009-09-12,2,Tulsa,@,New Mexico,W,0,0,0,1,james-lockett-1
Trez Lockhart,2009-09-12,2,Louisiana-Monroe,,Texas Southern,W,0,0,0,1,trez-lockhart-1
Antonio Lowery,2009-09-12,2,Rutgers,,Howard,W,0,0,0,1,antonio-lowery-1
Thomas Majors,2009-09-12,2,Western Kentucky,,South Florida,L,0,0,0,1,thomas-majors-1
Tommy Mama,2009-09-12,2,Central Michigan,@,Michigan State,W,0,0,0,1,tommy-mama-1
Mikhail Marinovich,2009-09-12,2,Syracuse,@,Penn State,L,0,0,0,1,mikhail-marinovich-1
Dekota Marshall,2009-09-12,2,East Carolina,@,West Virginia,L,0,0,0,1,dekota-marshall-1
Chris Marve,2009-09-12,2,Vanderbilt,@,Louisiana State,L,0,0,0,1,chris-marve-1
Chris May,2009-09-12,2,Eastern Michigan,@,Northwestern,L,0,0,0,1,chris-may-1
Collin McCafferty,2009-09-12,2,Cincinnati,,Southeast Missouri State,W,0,0,0,1,collin-mccafferty-1
Gerald McCoy,2009-09-12,2,Oklahoma,,Idaho State,W,0,0,0,1,gerald-mccoy-1
Jacobbi McDaniel,2009-09-12,2,Florida State,,Jacksonville State,W,0,0,0,1,jacobbi-mcdaniel-1
Greg Middleton,2009-09-12,2,Indiana,,Western Michigan,W,0,0,0,1,greg-middleton-1
Guy Miller,2009-09-12,2,Colorado State,,Weber State,W,0,0,0,1,guy-miller-1
Lance Mitchell,2009-09-12,2,Oregon State,@,Nevada-Las Vegas,W,0,0,0,1,lance-mitchell-2
Mike Mohamed,2009-09-12,2,California,,Eastern Washington,W,0,0,0,1,mike-mohamed-1
Aaron Morgan,2009-09-12,2,Louisiana-Monroe,,Texas Southern,W,0,0,0,1,aaron-morgan-1
Dak Notestine,2009-09-12,2,Ohio,@,North Texas,W,0,0,0,2,dak-notestine-1
Clay Nurse,2009-09-12,2,Illinois,,Illinois State,W,0,0,0,1,clay-nurse-1
Ayanga Okpokowuruk,2009-09-12,2,Duke,@,Army,W,0,0,0,1,ayanga-okpokowuruk-1
Corey Paredes,2009-09-12,2,Hawaii,@,Washington State,W,0,0,0,2,corey-paredes-1
Kenneth Patten,2009-09-12,2,Idaho,@,Washington,L,0,0,0,1,kenneth-patten-1
Mike Rallis,2009-09-12,2,Minnesota,,Air Force,W,0,0,0,1,mike-rallis-1
Dennis Rogan,2009-09-12,2,Tennessee,,UCLA,L,0,0,0,1,dennis-rogan-1
Tyler Sash,2009-09-12,2,Iowa,@,Iowa State,W,0,0,0,1,tyler-sash-1
Liko Satele,2009-09-12,2,Hawaii,@,Washington State,W,0,0,0,1,liko-satele-1
Un'Tavious Scott,2009-09-12,2,Tulsa,@,New Mexico,W,0,0,0,1,untavious-scott-1
Cameron Sheffield,2009-09-12,2,Troy,@,Florida,L,0,0,0,1,cameron-sheffield-1
Jasper Simmons,2009-09-12,2,Missouri,,Bowling Green State,W,0,0,0,1,jasper-simmons-1
Derek Slaughter,2009-09-12,2,Alabama-Birmingham,,Southern Methodist,L,0,0,0,1,derek-slaughter-1
Mike Sobol,2009-09-12,2,Northern Illinois,,Western Illinois,W,0,0,0,2,mike-sobol-1
Alton Starr,2009-09-12,2,Memphis,@,Middle Tennessee State,L,0,0,0,1,alton-starr-1
Jacob Tauanuu,2009-09-12,2,San Diego State,,Southern Utah,W,0,0,0,1,jacob-tauanuu-2
Chris Thomas,2009-09-12,2,Air Force,@,Minnesota,L,0,0,0,1,chris-thomas-1
Tuika Tufaga,2009-09-12,2,Hawaii,@,Washington State,W,0,0,0,1,tuika-tufaga-1
Brian Wagner,2009-09-12,2,Akron,,South Dakota,W,0,0,0,2,brian-wagner-1
Chris Walker,2009-09-12,2,Tennessee,,UCLA,L,0,0,0,1,chris-walker-1
Jason Werner,2009-09-12,2,Purdue,@,Oregon,L,0,0,0,1,jason-werner-1
Aaron Williams,2009-09-12,2,Texas,@,Wyoming,W,0,0,0,1,aaron-williams-2
Ernest (Mick) Williams,2009-09-12,2,Pittsburgh,@,Buffalo,W,0,0,0,1,ernest-mick-williams-1
Jamad Williams,2009-09-12,2,Tulsa,@,New Mexico,W,0,0,0,1,jamad-williams-1
Manny Williams,2009-09-12,2,Pittsburgh,@,Buffalo,W,0,0,0,1,manny-williams-1
Lawrence Wilson,2009-09-12,2,Connecticut,,North Carolina,L,0,0,0,1,lawrence-wilson-1
Lindsey Witten,2009-09-12,2,Connecticut,,North Carolina,L,0,0,0,1,lindsey-witten-1
Youri Yenga,2009-09-12,2,Southern Methodist,@,Alabama-Birmingham,W,0,0,0,1,youri-yenga-1
Willie Young,2009-09-12,2,North Carolina State,,Murray State,W,0,0,0,1,willie-young-1
A.J. Jefferson,2009-09-18,3,Fresno State,,Boise State,L,0,0,0,1,aj-jefferson-1
Emmanuel Acho,2009-09-19,3,Texas,,Texas Tech,W,0,0,0,2,emmanuel-acho-1
Antonio Baker,2009-09-19,3,Louisiana Tech,,Nicholls State,W,0,0,0,1,antonio-baker-1
Sean Baker,2009-09-19,3,Ball State,@,Army,L,0,0,0,1,sean-baker-1
Patrick Bastien,2009-09-19,3,Alabama-Birmingham,@,Troy,L,0,0,0,1,patrick-bastien-1
Jeremy Beal,2009-09-19,3,Oklahoma,,Tulsa,W,0,0,0,1,jeremy-beal-1
Mike Blanc,2009-09-19,3,Auburn,,West Virginia,W,0,0,0,1,mike-blanc-1
Chris Borland,2009-09-19,3,Wisconsin,,Wofford,W,0,0,0,1,chris-borland-1
Marcellus Bowman,2009-09-19,3,Boston College,@,Clemson,L,0,0,0,1,marcellus-bowman-1
Brandon Bradley,2009-09-19,3,Brigham Young,,Florida State,L,0,0,0,1,brandon-bradley-1
Travis Bradshaw,2009-09-19,3,Rice,@,Oklahoma State,L,1,1,0,1,travis-bradshaw-1
Tanner Brock,2009-09-19,2,Texas Christian,,Texas State,W,0,0,0,1,tanner-brock-1
Deaundre Brown,2009-09-19,3,Tulsa,@,Oklahoma,L,0,0,0,1,deaundre-brown-1
Benjamin Burney,2009-09-19,3,Colorado,,Wyoming,W,0,0,0,1,benjamin-burney-1
Tanner Burns,2009-09-19,3,San Jose State,@,Stanford,L,0,0,0,1,tanner-burns-1
Tra'Ves Bush,2009-09-19,3,Navy,@,Pittsburgh,L,0,0,0,1,traves-bush-1
Donald Butler,2009-09-19,3,Washington,,Southern California,W,0,0,0,1,donald-butler-1
Tyler Campbell,2009-09-19,3,Akron,,Indiana,L,0,0,0,1,tyler-campbell-2
Danny Carmichael,2009-09-19,3,Middle Tennessee State,@,Maryland,W,0,0,0,2,danny-carmichael-1
Reggie Carter,2009-09-19,3,UCLA,,Kansas State,W,0,0,0,1,reggie-carter-2
Cody Cielenski,2009-09-19,3,Western Michigan,,Miami (OH),W,0,0,0,2,cody-cielenski-1
Adrian Clayborn,2009-09-19,3,Iowa,,Arizona,W,0,0,0,1,adrian-clayborn-1
Harry Coleman,2009-09-19,3,Louisiana State,,Louisiana,W,0,0,0,1,harry-coleman-1
Kurt Coleman,2009-09-19,3,Ohio State,N,Toledo,W,0,0,0,1,kurt-coleman-1
Michael Cosgrove,2009-09-19,3,Idaho,,San Diego State,W,0,0,0,1,michael-cosgrove-1
Demarcus Dobbs,2009-09-19,3,Georgia,@,Arkansas,W,0,0,0,1,demarcus-dobbs-1
Cameron Elisara,2009-09-19,3,Washington,,Southern California,W,0,0,0,1,cameron-elisara-1
Jeffrey Fitzgerald,2009-09-19,3,Kansas State,@,UCLA,L,0,0,0,1,jeffrey-fitzgerald-1
Grant Fleming,2009-09-19,3,Louisiana,@,Louisiana State,L,0,0,0,1,grant-fleming-1
Mason Foster,2009-09-19,3,Washington,,Southern California,W,0,0,0,1,mason-foster-1
Robbie Frey,2009-09-19,3,Connecticut,@,Baylor,W,0,0,0,1,robbie-frey-1
Jordan Gafford,2009-09-19,3,Miami (OH),@,Western Michigan,L,0,0,0,1,jordan-gafford-1
Fred Garrin,2009-09-19,3,Iowa State,@,Kent State,W,0,0,0,1,fred-garrin-1
Stafford Gatling,2009-09-19,3,Ohio,,Cal Poly,W,0,0,0,1,stafford-gatling-1
Clifton Geathers,2009-09-19,3,South Carolina,,Florida Atlantic,W,0,0,0,1,clifton-geathers-1
Jarvis Geathers,2009-09-19,3,Central Florida,,Buffalo,W,0,0,0,2,jarvis-geathers-1
Alex Germany,2009-09-19,3,San Jose State,@,Stanford,L,0,0,0,1,alex-germany-1
Marcell Gipson,2009-09-19,3,Wyoming,@,Colorado,L,0,0,0,1,marcell-gipson-1
Tashaun Gipson,2009-09-19,3,Wyoming,@,Colorado,L,0,0,0,1,tashaun-gipson-1
Marshay Green,2009-09-19,2,Mississippi,,Southeastern Louisiana,W,0,0,0,1,marshay-green-1
Derrick Hallman,2009-09-19,3,Central Florida,,Buffalo,W,0,0,0,1,derrick-hallman-1
Jajuan Harley,2009-09-19,3,Florida State,@,Brigham Young,W,0,0,0,1,jajuan-harley-1
Elliott Henigan,2009-09-19,3,Alabama-Birmingham,@,Troy,L,0,0,0,1,elliott-henigan-1
Ryan Hidalgo,2009-09-19,3,Kent State,,Iowa State,L,0,0,0,1,ryan-hidalgo-1
Leonard Hubbard,2009-09-19,3,Wisconsin,,Wofford,W,0,0,0,1,leonard-hubbard-1
Montori Hughes,2009-09-19,3,Tennessee,@,Florida,L,0,0,0,1,montori-hughes-1
Ben Johnson,2009-09-19,3,Northwestern,@,Syracuse,L,0,0,0,1,ben-johnson-1
Deddrick Jones,2009-09-19,3,Southern Mississippi,,Virginia,W,0,0,0,1,deddrick-jones-1
Demetrius Jones,2009-09-19,3,Cincinnati,@,Oregon State,W,0,0,0,1,demetrius-jones-1
Eddie Jones,2009-09-19,3,Texas,,Texas Tech,W,0,0,0,1,eddie-jones-1
Dom Joseph,2009-09-19,3,Virginia,@,Southern Mississippi,L,0,0,0,1,dom-joseph-1
Michael Kawulok,2009-09-19,3,Colorado State,,Nevada,W,0,0,0,1,michael-kawulok-1
Mychal Kendricks,2009-09-19,3,California,@,Minnesota,W,0,0,0,1,mychal-kendricks-1
Sergio Kindle,2009-09-19,3,Texas,,Texas Tech,W,0,0,0,1,sergio-kindle-1
Aaron King,2009-09-19,3,Texas-El Paso,@,New Mexico State,W,0,0,0,1,aaron-king-1
