Player,Date,G,School,Loc,Opponent,WL,Int Ret,Int Ret Yds,Int TD,Pass Broken Up,unique_id
Andrew Adams,2015-09-03,1,Connecticut,,Villanova,W,1,6,0,0,andrew-adams-1
Chidobe Awuzie,2015-09-03,1,Colorado,@,Hawaii,L,1,26,0,2,chidobe-awuzie-1
Cory Butler,2015-09-03,1,Utah,,Michigan,W,1,0,0,0,cory-butler-1
Jeff Camilli,2015-09-03,1,Fresno State,,Abilene Christian,W,1,0,0,0,jeff-camilli-1
Zavier Carmichael,2015-09-03,1,Duke,@,Tulane,W,1,0,0,0,zavier-carmichael-1
Nathan Carpenter,2015-09-03,1,Ohio,@,Idaho,W,1,25,0,0,nathan-carpenter-1
Jeremy Clark,2015-09-03,1,Michigan,@,Utah,L,1,17,0,0,jeremy-clark-2
Jordan Diggs,2015-09-03,1,South Carolina,N,North Carolina,W,1,2,0,0,jordan-diggs-1
Ejiro Ederaine,2015-09-03,1,Fresno State,,Abilene Christian,W,1,0,0,0,ejiro-ederaine-1
Tre Flowers,2015-09-03,1,Oklahoma State,@,Central Michigan,W,1,3,0,1,tre-flowers-1
Julian Gener,2015-09-03,1,Hawaii,,Colorado,W,1,3,0,0,julian-gener-1
Nick Holt,2015-09-03,1,Western Kentucky,@,Vanderbilt,W,1,0,0,1,nick-holt-3
Jovon Johnson,2015-09-03,1,Ohio,@,Idaho,W,1,29,1,0,jovon-johnson-2
Anthony Lopez,2015-09-03,1,Arizona,,Texas-San Antonio,W,1,23,1,0,anthony-lopez-1
Derek McCartney,2015-09-03,1,Colorado,@,Hawaii,L,1,33,0,0,derek-mccartney-1
Chris Milton,2015-09-03,1,Georgia Tech,,Alcorn State,W,1,0,0,1,chris-milton-1
Skai Moore,2015-09-03,1,South Carolina,N,North Carolina,W,2,0,0,0,skai-moore-1
Eric Murray,2015-09-03,1,Minnesota,,Texas Christian,L,1,5,0,1,eric-murray-1
Nick Newton,2015-09-03,1,Western Kentucky,@,Vanderbilt,W,1,0,0,0,nick-newton-1
Justin Thomas,2015-09-03,1,Utah,,Michigan,W,1,55,1,0,justin-thomas-5
Marcus Williams,2015-09-03,1,Utah,,Michigan,W,1,10,0,0,marcus-williams-9
Bobby Baker,2015-09-04,1,Georgia State,,UNC Charlotte,L,2,15,0,0,bobby-baker-1
Vayante Copeland,2015-09-04,1,Michigan State,@,Western Michigan,W,1,0,0,1,vayante-copeland-1
Manase Hungalu,2015-09-04,1,Oregon State,,Weber State,W,1,0,0,0,manase-hungalu-2
Kevin King,2015-09-04,1,Washington,@,Boise State,L,1,1,0,0,kevin-king-5
Montae Nicholson,2015-09-04,1,Michigan State,@,Western Michigan,W,1,0,0,0,montae-nicholson-1
Darrion Richardson,2015-09-04,1,Southern Methodist,,Baylor,L,1,32,0,2,darrion-richardson-1
Taion Sells,2015-09-04,1,Baylor,@,Southern Methodist,W,1,9,0,1,taion-sells-1
Darian Thompson,2015-09-04,1,Boise State,,Washington,W,1,7,0,0,darian-thompson-1
Terrance Winchester,2015-09-04,1,UNC Charlotte,@,Georgia State,W,1,0,0,1,terrance-winchester-1
Corey Winfield,2015-09-04,1,Syracuse,,Rhode Island,W,1,24,1,0,corey-winfield-1
Tion Wright,2015-09-04,1,Baylor,@,Southern Methodist,W,1,28,0,0,tion-wright-1
Darius Allensworth,2015-09-05,1,California,,Grambling State,W,1,0,0,0,darius-allensworth-1
Taylor Barton,2015-09-05,1,Illinois,,Kent State,W,1,0,0,1,taylor-barton-3
