Player,Date,G,School,Loc,Opponent,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,unique_id
Tyler Wilson,2011-09-17,3,Arkansas,,Troy,W,23,36,63.9,303,2,1,147.4,tyler-wilson-1
Edward Wright-Baker,2011-09-17,3,Indiana,,South Carolina State,W,21,27,77.8,273,2,0,187.2,edward-wright-baker-1
Jordan Wynn,2011-09-17,3,Utah,@,Brigham Young,W,16,30,53.3,239,2,1,135.6,jordan-wynn-1
Austin Zouzalik,2011-09-17,2,Texas Tech,@,New Mexico,W,1,1,100.0,26,1,0,648.4,austin-zouzalik-1
Tyler Brosius,2011-09-22,4,North Carolina State,@,Cincinnati,L,3,4,75.0,14,0,0,104.4,tyler-brosius-1
Zach Collaros,2011-09-22,4,Cincinnati,,North Carolina State,W,25,34,73.5,263,2,1,152.0,zach-collaros-1
Mike Glennon,2011-09-22,4,North Carolina State,@,Cincinnati,L,25,36,69.4,334,2,2,154.6,mike-glennon-1
Blake Bortles,2011-09-23,4,Central Florida,@,Brigham Young,L,4,5,80.0,46,0,0,157.3,blake-bortles-1
Jeff Godfrey,2011-09-23,4,Central Florida,@,Brigham Young,L,17,25,68.0,272,0,1,151.4,jeff-godfrey-1
Jake Heaps,2011-09-23,4,Brigham Young,,Central Florida,W,16,34,47.1,133,0,1,74.0,jake-heaps-1
Riley Nelson,2011-09-23,4,Brigham Young,,Central Florida,W,0,1,0.0,0,0,0,0.0,riley-nelson-1
Chazz Anderson,2011-09-24,4,Buffalo,,Connecticut,L,18,39,46.2,193,0,1,82.6,chazz-anderson-2
Trey Anderson,2011-09-24,4,Pittsburgh,,Notre Dame,L,0,2,0.0,0,0,0,0.0,trey-anderson-1
Ryan Aplin,2011-09-24,4,Arkansas State,,Central Arkansas,W,19,28,67.9,220,1,1,138.5,ryan-aplin-1
Shane Austin,2011-09-24,4,Hawaii,,California-Davis,W,3,3,100.0,15,0,0,142.0,shane-austin-1
Tarean Austin,2011-09-24,4,New Mexico,,Sam Houston State,L,13,22,59.1,145,2,0,144.5,tarean-austin-1
Kama Bailey,2011-09-24,4,Idaho,,Fresno State,L,0,1,0.0,0,0,0,0.0,kama-bailey-1
Matt Barkley,2011-09-24,4,Southern California,@,Arizona State,L,21,33,63.6,227,1,2,119.3,matt-barkley-1
Joe Bauserman,2011-09-24,4,Ohio State,,Colorado,W,2,2,100.0,27,0,0,213.4,joe-bauserman-1
Rob Bolden,2011-09-24,4,Penn State,,Eastern Michigan,W,7,13,53.8,115,1,1,138.2,rob-bolden-1
Anthony Boone,2011-09-24,4,Duke,,Tulane,W,3,5,60.0,55,0,0,152.4,anthony-boone-1
Tajh Boyd,2011-09-24,4,Clemson,,Florida State,W,22,35,62.9,344,3,0,173.7,tajh-boyd-1
John Brantley,2011-09-24,4,Florida,@,Kentucky,W,8,14,57.1,115,1,0,149.7,john-brantley-1
Richard Brehaut,2011-09-24,4,UCLA,@,Oregon State,W,7,11,63.6,146,1,0,205.1,richard-brehaut-1
Joe Brennan,2011-09-24,4,Wisconsin,,South Dakota,W,0,2,0.0,0,0,1,-100.0,joe-brennan-1
C.J. Brown,2011-09-24,3,Maryland,,Temple,L,4,4,100.0,42,1,0,270.7,cj-brown-1
Kolton Browning,2011-09-24,4,Louisiana-Monroe,@,Iowa,L,16,27,59.3,131,0,0,100.0,kolton-browning-1
Mitch Burroughs,2011-09-24,3,Boise State,,Tulsa,W,0,1,0.0,0,0,0,0.0,mitch-burroughs-1
Trey Burton,2011-09-24,4,Florida,@,Kentucky,W,0,1,0.0,0,0,0,0.0,trey-burton-1
Alex Carder,2011-09-24,4,Western Michigan,@,Illinois,L,30,48,62.5,306,2,1,125.6,alex-carder-1
Derek Carr,2011-09-24,4,Fresno State,@,Idaho,W,24,37,64.9,371,5,2,182.9,derek-carr-1
Wesley Carroll,2011-09-24,4,Florida International,,Louisiana,L,1,3,33.3,8,0,0,55.7,wesley-carroll-1
Rakeem Cato,2011-09-24,4,Marshall,,Virginia Tech,L,17,33,51.5,245,1,1,117.8,rakeem-cato-1
Van Chew,2011-09-24,4,Syracuse,,Toledo,W,0,1,0.0,0,0,0,0.0,van-chew-1
Matt Christian,2011-09-24,4,New Mexico State,@,San Jose State,L,17,28,60.7,238,1,1,136.8,matt-christian-1
Mike Clausen,2011-09-24,4,Nevada-Las Vegas,,Southern Utah,L,1,1,100.0,23,1,0,623.2,mike-clausen-1
Kirk Cousins,2011-09-24,4,Michigan State,,Central Michigan,W,13,22,59.1,213,1,1,146.3,kirk-cousins-1
Jamison Crowder,2011-09-24,4,Duke,,Tulane,W,0,1,0.0,0,0,0,0.0,jamison-crowder-1
B.J. Daniels,2011-09-24,4,South Florida,,Texas-El Paso,W,15,24,62.5,202,2,0,160.7,bj-daniels-1
Austin Dantin,2011-09-24,4,Toledo,@,Syracuse,L,22,32,68.8,258,1,1,140.5,austin-dantin-1
Orleans Darkwa,2011-09-24,4,Tulane,@,Duke,L,0,1,0.0,0,0,0,0.0,orleans-darkwa-1
Austin Davis,2011-09-24,4,Southern Mississippi,@,Virginia,W,27,41,65.9,313,3,0,154.1,austin-davis-1
Dominique Davis,2011-09-24,3,East Carolina,,Alabama-Birmingham,W,35,42,83.3,361,3,3,164.8,dominique-davis-2
Taylor Davis,2011-09-24,4,Idaho,,Fresno State,L,1,3,33.3,4,0,0,44.5,taylor-davis-1
A.J. Derby,2011-09-24,4,Iowa,,Louisiana-Monroe,W,1,1,100.0,3,0,0,125.2,aj-derby-1
Connor Dietz,2011-09-24,3,Air Force,,Tennessee State,W,2,2,100.0,19,0,0,179.8,connor-dietz-1
Chas Dodd,2011-09-24,3,Rutgers,,Ohio,W,21,32,65.6,232,3,1,151.2,chas-dodd-1
Seth Doege,2011-09-24,3,Texas Tech,,Nevada,W,26,38,68.4,222,3,0,143.5,seth-doege-1
Jeff Driskel,2011-09-24,4,Florida,@,Kentucky,W,0,3,0.0,0,0,1,-66.7,jeff-driskel-1
Zac Dysert,2011-09-24,3,Miami (OH),,Bowling Green State,L,25,40,62.5,265,0,2,108.2,zac-dysert-1
Bryan Ellis,2011-09-24,3,Alabama-Birmingham,@,East Carolina,L,22,32,68.8,177,0,1,109.0,bryan-ellis-1
Cody Fajardo,2011-09-24,3,Nevada,@,Texas Tech,L,4,6,66.7,59,1,0,204.3,cody-fajardo-1
Matt Faulkner,2011-09-24,4,San Jose State,,New Mexico State,W,24,38,63.2,236,2,0,132.7,matt-faulkner-1
Nick Foles,2011-09-24,4,Arizona,,Oregon,L,34,57,59.6,398,3,0,135.7,nick-foles-1
James Franklin,2011-09-24,4,Missouri,@,Oklahoma,L,16,33,48.5,291,1,0,132.6,james-franklin-1
Kiehl Frazier,2011-09-24,4,Auburn,,Florida Atlantic,W,0,1,0.0,0,0,0,0.0,kiehl-frazier-1
Stephen Garcia,2011-09-24,4,South Carolina,,Vanderbilt,W,16,30,53.3,228,1,4,101.5,stephen-garcia-1
Blaine Gautier,2011-09-24,4,Louisiana,@,Florida International,W,14,26,53.8,221,3,0,163.3,blaine-gautier-1
Alex Gillett,2011-09-24,4,Eastern Michigan,@,Penn State,L,18,31,58.1,202,0,1,106.3,alex-gillett-1
David Graves,2011-09-24,4,Hawaii,,California-Davis,W,9,15,60.0,60,0,0,93.6,david-graves-1
Marqueis Gray,2011-09-24,4,Minnesota,,North Dakota State,L,5,12,41.7,53,0,1,62.1,marqueis-gray-1
Robert Griffin III,2011-09-24,3,Baylor,,Rice,W,29,33,87.9,338,5,0,223.9,robert-griffin-iii-1
Ryan Griffin,2011-09-24,4,Tulane,@,Duke,L,14,29,48.3,188,1,1,107.2,ryan-griffin-2
Tyler Hansen,2011-09-24,4,Colorado,@,Ohio State,L,22,39,56.4,238,2,0,124.6,tyler-hansen-1
Chandler Harnish,2011-09-24,4,Northern Illinois,,Cal Poly,W,18,21,85.7,187,2,0,191.9,chandler-harnish-1
Jacory Harris,2011-09-24,3,Miami (FL),,Kansas State,L,21,31,67.7,272,2,1,156.3,jacory-harris-1
Kalen Henderson,2011-09-24,4,Tulsa,@,Boise State,L,1,2,50.0,13,1,0,269.6,kalen-henderson-1
Caleb Herring,2011-09-24,4,Nevada-Las Vegas,,Southern Utah,L,23,41,56.1,223,1,3,95.2,caleb-herring-1
B.R. Holbrook,2011-09-24,4,New Mexico,,Sam Houston State,L,19,30,63.3,289,2,0,166.3,br-holbrook-1
Nick Isham,2011-09-24,4,Louisiana Tech,@,Mississippi State,L,29,40,72.5,233,1,2,119.7,nick-isham-1
Terrell Jackson,2011-09-24,4,Buffalo,,Connecticut,L,0,1,0.0,0,0,0,0.0,terrell-jackson-3
Tim Jefferson,2011-09-24,3,Air Force,,Tennessee State,W,11,13,84.6,178,3,0,275.8,tim-jefferson-1
Max Jenkins,2011-09-24,4,Army,@,Ball State,L,0,1,0.0,0,0,0,0.0,max-jenkins-1
Crawford Jones,2011-09-24,4,Houston,,Georgia State,W,1,2,50.0,18,0,0,125.6,crawford-jones-1
Landry Jones,2011-09-24,3,Oklahoma,,Missouri,W,35,48,72.9,448,3,2,163.6,landry-jones-1
Case Keenum,2011-09-24,4,Houston,,Georgia State,W,29,34,85.3,415,2,0,207.2,case-keenum-1
Chuckie Keeton,2011-09-24,3,Utah State,,Colorado State,L,9,15,60.0,86,0,0,108.2,chuckie-keeton-1
Spencer Keith,2011-09-24,4,Kent State,,South Alabama,W,10,19,52.6,94,1,0,111.6,spencer-keith-1
Dusty Kiel,2011-09-24,4,Indiana,@,North Texas,L,7,12,58.3,145,2,0,214.8,dusty-kiel-1
Logan Kilgore,2011-09-24,3,Middle Tennessee State,@,Troy,L,28,48,58.3,415,5,1,161.2,logan-kilgore-1
G.J. Kinne,2011-09-24,4,Tulsa,@,Boise State,L,14,24,58.3,123,1,4,81.8,gj-kinne-1
Collin Klein,2011-09-24,3,Kansas State,@,Miami (FL),W,12,18,66.7,133,2,0,165.4,collin-klein-1
David Kooi,2011-09-24,3,Florida Atlantic,@,Auburn,L,1,1,100.0,8,0,0,167.2,david-kooi-1
Chase Lansford,2011-09-24,4,Nevada-Las Vegas,,Southern Utah,L,0,1,0.0,0,0,0,0.0,chase-lansford-1
Tyler Lantrip,2011-09-24,3,Nevada,@,Texas Tech,L,11,18,61.1,191,1,0,168.6,tyler-lantrip-1
Jarrett Lee,2011-09-24,4,Louisiana State,@,West Virginia,W,16,28,57.1,180,3,0,146.5,jarrett-lee-1
Ryan Lindley,2011-09-24,4,San Diego State,@,Michigan,L,23,48,47.9,253,1,0,99.1,ryan-lindley-1
Randall Mackey,2011-09-24,4,Mississippi,,Georgia,L,3,7,42.9,78,1,1,155.0,randall-mackey-1
Sean Mannion,2011-09-24,3,Oregon State,,UCLA,L,24,40,60.0,287,1,1,123.5,sean-mannion-1
Taylor Martinez,2011-09-24,4,Nebraska,@,Wyoming,W,12,21,57.1,157,1,0,135.7,taylor-martinez-1
Chris Masson,2011-09-24,4,Louisiana,@,Florida International,W,1,3,33.3,11,0,0,64.1,chris-masson-1
Andrew Maxwell,2011-09-24,4,Michigan State,,Central Michigan,W,7,8,87.5,71,1,0,203.3,andrew-maxwell-1
Zach Maynard,2011-09-24,4,California,@,Washington,L,23,43,53.5,349,1,0,129.3,zach-maynard-1
A.J. McCarron,2011-09-24,4,Alabama,,Arkansas,W,15,20,75.0,200,2,0,192.0,aj-mccarron-1
Austin McCoy,2011-09-24,4,Wyoming,,Nebraska,L,1,1,100.0,2,0,0,116.8,austin-mccoy-1
J.J. McDermott,2011-09-24,4,Southern Methodist,@,Memphis,W,28,44,63.6,357,3,1,149.7,jj-mcdermott-1
Johnny McEntee,2011-09-24,4,Connecticut,@,Buffalo,W,12,21,57.1,213,2,0,173.8,johnny-mcentee-1
Matt McGloin,2011-09-24,4,Penn State,,Eastern Michigan,W,14,17,82.4,220,3,0,249.3,matt-mcgloin-1
Shane McGregor,2011-09-24,4,Penn State,,Eastern Michigan,W,1,4,25.0,12,0,0,50.2,shane-mcgregor-1
Brad McGuire,2011-09-24,4,Louisiana,@,Florida International,W,0,1,0.0,0,0,0,0.0,brad-mcguire-1
Taylor McHargue,2011-09-24,3,Rice,@,Baylor,L,23,38,60.5,260,3,1,138.8,taylor-mchargue-1
Jake Medlock,2011-09-24,4,Florida International,,Louisiana,L,17,27,63.0,216,0,1,122.8,jake-medlock-1
Carson Meger,2011-09-24,4,Texas-El Paso,@,South Florida,L,26,40,65.0,240,2,3,116.9,carson-meger-1
Braxton Miller,2011-09-24,4,Ohio State,,Colorado,W,5,13,38.5,83,2,0,142.9,braxton-miller-1
Brandon Mitchell,2011-09-24,4,Arkansas,@,Alabama,L,2,5,40.0,24,0,1,40.3,brandon-mitchell-2
Bryant Moniz,2011-09-24,4,Hawaii,,California-Davis,W,30,40,75.0,424,7,0,221.8,bryant-moniz-1
Clayton Moore,2011-09-24,4,Akron,,Virginia Military Institute,W,13,28,46.4,223,3,0,148.7,clayton-moore-1
Kellen Moore,2011-09-24,3,Boise State,,Tulsa,W,23,29,79.3,279,4,0,205.6,kellen-moore-1
Aaron Murray,2011-09-24,4,Georgia,@,Mississippi,W,17,26,65.4,268,2,1,169.7,aaron-murray-1
Ryan Nassib,2011-09-24,4,Syracuse,,Toledo,W,16,24,66.7,213,2,0,168.7,ryan-nassib-1
Michael Nebrich,2011-09-24,4,Connecticut,@,Buffalo,W,0,1,0.0,0,0,0,0.0,michael-nebrich-1
Morgan Newton,2011-09-24,4,Kentucky,,Florida,L,16,33,48.5,124,1,2,77.9,morgan-newton-1
Patrick Nicely,2011-09-24,4,Akron,,Virginia Military Institute,W,1,1,100.0,17,0,0,242.8,patrick-nicely-1
Gary Nova,2011-09-24,3,Rutgers,,Ohio,W,1,3,33.3,19,0,0,86.5,gary-nova-1
Danny O'Brien,2011-09-24,3,Maryland,,Temple,L,17,33,51.5,153,0,1,84.4,danny-obrien-1
Reilly O'Toole,2011-09-24,4,Illinois,,Western Michigan,W,3,6,50.0,34,0,0,97.6,reilly-otoole-1
Brock Osweiler,2011-09-24,4,Arizona State,,Southern California,W,25,32,78.1,223,2,0,157.3,brock-osweiler-1
Terrance Owens,2011-09-24,4,Toledo,@,Syracuse,L,6,10,60.0,42,0,0,95.3,terrance-owens-1
Casey Pachall,2011-09-24,4,Texas Christian,,Portland State,W,14,20,70.0,214,3,1,199.4,casey-pachall-1
Kelly Page,2011-09-24,4,Ball State,,Army,W,2,2,100.0,59,0,0,347.8,kelly-page-1
Jonathan Perry,2011-09-24,3,Alabama-Birmingham,@,East Carolina,L,9,16,56.3,106,0,0,111.9,jonathan-perry-1
Turner Petersen,2011-09-24,3,Rice,@,Baylor,L,0,1,0.0,0,0,0,0.0,turner-petersen-1
Bryce Petty,2011-09-24,3,Baylor,,Rice,W,2,2,100.0,29,0,0,221.8,bryce-petty-1
Quentin Pierce,2011-09-24,4,Southern Mississippi,@,Virginia,W,0,1,0.0,0,0,0,0.0,quentin-pierce-1
D.J. Ponder,2011-09-24,4,Tulane,@,Duke,L,4,7,57.1,75,0,0,147.1,dj-ponder-1
Keith Price,2011-09-24,4,Washington,,California,W,19,25,76.0,292,3,0,213.7,keith-price-1
Ryan Radcliff,2011-09-24,4,Central Michigan,@,Michigan State,L,11,29,37.9,87,1,2,60.7,ryan-radcliff-1
Brian Reader,2011-09-24,4,Idaho,,Fresno State,L,22,38,57.9,235,2,0,127.2,brian-reader-1
Taylor Reed,2011-09-24,4,Memphis,,Southern Methodist,L,17,32,53.1,153,0,0,93.3,taylor-reed-2
Tommy Rees,2011-09-24,4,Notre Dame,@,Pittsburgh,W,24,41,58.5,216,1,1,106.0,tommy-rees-1
Sean Reilly,2011-09-24,4,Nevada-Las Vegas,,Southern Utah,L,5,6,83.3,48,0,0,150.5,sean-reilly-1
Chris Relf,2011-09-24,4,Mississippi State,,Louisiana Tech,W,14,29,48.3,164,1,1,100.3,chris-relf-1
Sean Renfree,2011-09-24,4,Duke,,Tulane,W,21,30,70.0,278,1,1,152.2,sean-renfree-1
Bryn Renner,2011-09-24,4,North Carolina,@,Georgia Tech,L,17,25,68.0,204,2,2,146.9,bryn-renner-1
Chase Rettig,2011-09-24,4,Boston College,,Massachusetts,W,14,22,63.6,196,3,0,183.5,chase-rettig-1
Corey Robinson,2011-09-24,3,Troy,,Middle Tennessee State,W,24,38,63.2,348,3,1,160.9,corey-robinson-1
Denard Robinson,2011-09-24,4,Michigan,,San Diego State,W,8,17,47.1,93,0,2,69.5,denard-robinson-1
Michael Rocco,2011-09-24,4,Virginia,,Southern Mississippi,L,16,24,66.7,140,0,3,90.7,michael-rocco-1
Jordan Rodgers,2011-09-24,4,Vanderbilt,@,South Carolina,L,4,7,57.1,29,0,0,91.9,jordan-rodgers-1
Nathan Scheelhaase,2011-09-24,4,Illinois,,Western Michigan,W,14,20,70.0,133,1,1,132.4,nathan-scheelhaase-1
Matt Schilz,2011-09-24,4,Bowling Green State,@,Miami (OH),W,19,24,79.2,183,3,1,176.1,matt-schilz-1
Connor Shaw,2011-09-24,4,South Carolina,,Vanderbilt,W,1,2,50.0,8,0,0,83.6,connor-shaw-1
Shortell,2011-09-24,4,Minnesota,,North Dakota State,L,4,8,50.0,71,1,1,140.8,shortell-1
Cayman Shutter,2011-09-24,4,Hawaii,,California-Davis,W,1,2,50.0,13,0,0,104.6,cayman-shutter-1
Andre Smith,2011-09-24,4,Arkansas State,,Central Arkansas,W,4,4,100.0,51,0,0,207.1,andre-smith-1
Brett Smith,2011-09-24,4,Wyoming,,Nebraska,L,17,33,51.5,166,2,1,107.7,brett-smith-1
Geno Smith,2011-09-24,4,West Virginia,,Louisiana State,L,38,65,58.5,463,2,2,122.3,geno-smith-1
Josh Smith,2011-09-24,4,UCLA,@,Oregon State,W,0,1,0.0,0,0,0,0.0,josh-smith-6
Larry Smith,2011-09-24,4,Vanderbilt,@,South Carolina,L,12,16,75.0,44,0,1,85.6,larry-smith-1
Maxwell Smith,2011-09-24,4,Kentucky,,Florida,L,6,11,54.5,41,0,0,85.9,maxwell-smith-1
Tate Smith,2011-09-24,4,Texas-El Paso,@,South Florida,L,1,2,50.0,4,0,0,66.8,tate-smith-2
Joe Southwick,2011-09-24,3,Boise State,,Tulsa,W,5,7,71.4,48,1,0,176.2,joe-southwick-1
Trent Steelman,2011-09-24,4,Army,@,Ball State,L,0,3,0.0,0,0,1,-66.7,trent-steelman-1
Chester Stewart,2011-09-24,4,Temple,@,Maryland,W,9,9,100.0,140,0,0,230.7,chester-stewart-1
Zack Stoudt,2011-09-24,4,Mississippi,,Georgia,L,9,23,39.1,71,0,1,56.4,zack-stoudt-1
Tino Sunseri,2011-09-24,4,Pittsburgh,,Notre Dame,L,22,30,73.3,165,1,0,130.5,tino-sunseri-1
Ryan Tannehill,2011-09-24,3,Texas A&M,,Oklahoma State,L,28,47,59.6,309,2,3,116.1,ryan-tannehill-1
D.J. Taylor,2011-09-24,3,Troy,,Middle Tennessee State,W,1,1,100.0,-3,0,0,74.8,dj-taylor-1
Tyler Tettleton,2011-09-24,4,Ohio,@,Rutgers,L,23,36,63.9,339,3,0,170.5,tyler-tettleton-1
Darron Thomas,2011-09-24,4,Oregon,@,Arizona,W,11,20,55.0,101,2,0,130.4,darron-thomas-1
Logan Thomas,2011-09-24,4,Virginia Tech,@,Marshall,W,22,33,66.7,229,0,1,118.9,logan-thomas-1
Pete Thomas,2011-09-24,4,Colorado State,@,Utah State,W,16,28,57.1,108,1,0,101.3,pete-thomas-1
Derek Thompson,2011-09-24,4,North Texas,,Indiana,W,10,20,50.0,201,3,1,173.9,derek-thompson-1
Clint Trickett,2011-09-24,4,Florida State,@,Clemson,L,24,38,63.2,336,3,1,158.2,clint-trickett-1
Barrett Trotter,2011-09-24,4,Auburn,,Florida Atlantic,W,16,28,57.1,178,2,1,127.0,barrett-trotter-1
Cotton Turner,2011-09-24,4,Houston,,Georgia State,W,10,14,71.4,128,1,0,171.8,cotton-turner-1
James Vandenberg,2011-09-24,4,Iowa,,Louisiana-Monroe,W,21,32,65.6,270,3,0,167.4,james-vandenberg-1
Garrett Venuto,2011-09-24,4,Penn State,,Eastern Michigan,W,1,1,100.0,17,0,0,242.8,garrett-venuto-1
Tevin Washington,2011-09-24,4,Georgia Tech,,North Carolina,W,10,14,71.4,184,1,1,191.1,tevin-washington-1
Brock Waters,2011-09-24,4,Louisiana Tech,@,Mississippi State,L,1,1,100.0,19,0,0,259.6,brock-waters-1
David Watford,2011-09-24,4,Virginia,,Southern Mississippi,L,10,20,50.0,81,1,0,100.5,david-watford-1
Brandon Weeden,2011-09-24,4,Oklahoma State,@,Texas A&M,W,47,60,78.3,438,2,0,150.7,brandon-weeden-1
Cody Wells,2011-09-24,4,Louisiana-Monroe,@,Iowa,L,13,17,76.5,162,0,0,156.5,cody-wells-1
Keith Wenning,2011-09-24,4,Ball State,,Army,W,24,30,80.0,324,3,0,203.7,keith-wenning-1
A.J. Westendorp,2011-09-24,4,Central Michigan,@,Michigan State,L,1,4,25.0,4,0,2,-66.6,aj-westendorp-1
Graham Wilbert,2011-09-24,3,Florida Atlantic,@,Auburn,L,20,31,64.5,191,1,3,107.6,graham-wilbert-1
Russell Wilson,2011-09-24,4,Wisconsin,,South Dakota,W,19,25,76.0,345,3,0,231.5,russell-wilson-1
Tyler Wilson,2011-09-24,4,Arkansas,@,Alabama,L,22,35,62.9,185,2,1,120.4,tyler-wilson-1
Chandler Worthy,2011-09-24,3,Troy,,Middle Tennessee State,W,1,1,100.0,6,0,0,150.4,chandler-worthy-1
Edward Wright-Baker,2011-09-24,4,Indiana,@,North Texas,L,23,40,57.5,209,0,1,96.4,edward-wright-baker-1
B.J. Daniels,2011-09-29,5,South Florida,@,Pittsburgh,L,18,36,50.0,223,0,0,102.0,bj-daniels-1
Case Keenum,2011-09-29,5,Houston,@,Texas-El Paso,W,30,46,65.2,471,2,0,165.6,case-keenum-1
Nick Lamaison,2011-09-29,5,Texas-El Paso,,Houston,L,19,29,65.5,267,3,1,170.1,nick-lamaison-1
Tino Sunseri,2011-09-29,5,Pittsburgh,,South Florida,W,22,33,66.7,216,1,0,131.6,tino-sunseri-1
Jake Heaps,2011-09-30,5,Brigham Young,,Utah State,W,11,25,44.0,107,0,0,80.0,jake-heaps-1
Chuckie Keeton,2011-09-30,4,Utah State,@,Brigham Young,L,13,25,52.0,122,2,0,119.4,chuckie-keeton-1
Riley Nelson,2011-09-30,5,Brigham Young,,Utah State,W,10,14,71.4,144,2,0,205.0,riley-nelson-1
Josh Thompson,2011-09-30,4,Utah State,@,Brigham Young,L,0,1,0.0,0,0,0,0.0,josh-thompson-3
Drew Allen,2011-10-01,4,Oklahoma,,Ball State,W,3,4,75.0,14,0,0,104.4,drew-allen-1
Chazz Anderson,2011-10-01,5,Buffalo,@,Tennessee,L,8,19,42.1,99,0,0,85.9,chazz-anderson-2
Ryan Aplin,2011-10-01,5,Arkansas State,@,Western Kentucky,W,37,49,75.5,396,1,0,150.1,ryan-aplin-1
David Ash,2011-10-01,4,Texas,@,Iowa State,W,8,13,61.5,156,2,0,213.1,david-ash-1
Ryan Balentine,2011-10-01,5,Southern Mississippi,,Rice,W,0,1,0.0,0,0,0,0.0,ryan-balentine-1
Matt Barkley,2011-10-01,5,Southern California,,Arizona,W,32,39,82.1,468,4,1,211.6,matt-barkley-1
Joe Bauserman,2011-10-01,5,Ohio State,,Michigan State,L,7,14,50.0,87,1,0,125.8,joe-bauserman-1
Blake Bell,2011-10-01,4,Oklahoma,,Ball State,W,1,2,50.0,8,0,0,83.6,blake-bell-1
Rob Bolden,2011-10-01,5,Penn State,@,Indiana,W,6,14,42.9,67,0,1,68.8,rob-bolden-1
Austin Boucher,2011-10-01,4,Miami (OH),,Cincinnati,L,2,2,100.0,15,0,0,163.0,austin-boucher-1
Tajh Boyd,2011-10-01,5,Clemson,@,Virginia Tech,W,13,32,40.6,204,1,1,98.2,tajh-boyd-1
John Brantley,2011-10-01,5,Florida,,Alabama,L,11,16,68.8,190,1,1,176.6,john-brantley-1
Tyler Bray,2011-10-01,4,Tennessee,,Buffalo,W,21,30,70.0,342,4,0,209.8,tyler-bray-1
Richard Brehaut,2011-10-01,5,UCLA,@,Stanford,L,18,33,54.5,202,2,0,126.0,richard-brehaut-1
Teddy Bridgewater,2011-10-01,4,Louisville,,Marshall,L,20,29,69.0,221,1,2,130.6,teddy-bridgewater-1
Tyler Brosius,2011-10-01,5,North Carolina State,,Georgia Tech,L,3,7,42.9,29,1,0,124.8,tyler-brosius-1
C.J. Brown,2011-10-01,4,Maryland,,Towson,W,2,3,66.7,14,0,0,105.9,cj-brown-1
Trey Burton,2011-10-01,5,Florida,,Alabama,L,1,1,100.0,3,0,0,125.2,trey-burton-1
Michael Campanaro,2011-10-01,4,Wake Forest,@,Boston College,W,1,1,100.0,36,0,0,402.4,michael-campanaro-1
Alex Carder,2011-10-01,5,Western Michigan,@,Connecticut,W,37,51,72.5,479,5,0,183.8,alex-carder-1
Derek Carr,2011-10-01,5,Fresno State,,Mississippi,L,25,37,67.6,281,1,1,134.9,derek-carr-1
Wesley Carroll,2011-10-01,5,Florida International,,Duke,L,25,39,64.1,348,3,0,164.4,wesley-carroll-1
Rakeem Cato,2011-10-01,5,Marshall,@,Louisville,W,18,30,60.0,236,2,0,148.1,rakeem-cato-1
Jawon Chisholm,2011-10-01,5,Akron,@,Eastern Michigan,L,1,1,100.0,8,1,0,497.2,jawon-chisholm-1
Matt Christian,2011-10-01,5,New Mexico State,@,New Mexico,W,16,27,59.3,296,4,0,200.2,matt-christian-1
Zach Collaros,2011-10-01,5,Cincinnati,@,Miami (OH),W,16,30,53.3,251,1,2,121.3,zach-collaros-1
Kain Colter,2011-10-01,4,Northwestern,@,Illinois,L,2,2,100.0,37,0,0,255.4,kain-colter-1
Kirk Cousins,2011-10-01,5,Michigan State,@,Ohio State,W,20,32,62.5,250,1,2,125.9,kirk-cousins-1
Dayne Crist,2011-10-01,5,Notre Dame,@,Purdue,W,1,1,100.0,10,0,0,184.0,dayne-crist-1
Austin Dantin,2011-10-01,5,Toledo,@,Temple,W,12,14,85.7,115,1,0,178.3,austin-dantin-1
Austin Davis,2011-10-01,5,Southern Mississippi,,Rice,W,21,33,63.6,284,3,2,153.8,austin-davis-1
Dominique Davis,2011-10-01,4,East Carolina,,North Carolina,L,41,58,70.7,417,2,2,135.6,dominique-davis-2
Chas Dodd,2011-10-01,4,Rutgers,@,Syracuse,W,14,31,45.2,166,0,1,83.7,chas-dodd-1
Seth Doege,2011-10-01,4,Texas Tech,@,Kansas,W,29,46,63.0,366,3,1,147.1,seth-doege-1
Jeff Driskel,2011-10-01,5,Florida,,Alabama,L,2,6,33.3,14,0,0,52.9,jeff-driskel-1
Zac Dysert,2011-10-01,4,Miami (OH),,Cincinnati,L,19,33,57.6,252,0,1,115.7,zac-dysert-1
Nick Fanuzzi,2011-10-01,4,Rice,@,Southern Mississippi,L,7,13,53.8,56,0,0,90.0,nick-fanuzzi-1
Matt Faulkner,2011-10-01,5,San Jose State,@,Colorado State,W,25,38,65.8,313,2,1,147.1,matt-faulkner-1
Nick Foles,2011-10-01,5,Arizona,@,Southern California,L,41,53,77.4,425,4,2,162.1,nick-foles-1
Dwayne Frampton,2011-10-01,5,Arkansas State,@,Western Kentucky,W,1,1,100.0,23,1,0,623.2,dwayne-frampton-1
Stephen Garcia,2011-10-01,5,South Carolina,,Auburn,L,9,23,39.1,160,1,2,94.5,stephen-garcia-1
Devin Gardner,2011-10-01,5,Michigan,,Minnesota,W,2,5,40.0,31,0,0,92.1,devin-gardner-1
Blaine Gautier,2011-10-01,5,Louisiana,,Florida Atlantic,W,26,33,78.8,329,2,0,182.5,blaine-gautier-1
